Running Reverse KL,Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Running Forward KL,Running Env Steps,Itration
15.5305,3166.57,41,-75.7217788696289,3181.39,28.5145,205000,41
21.7427,1900.93,42,-121.2154312133789,2388.11,28.4446,210000,42
26.8374,2426.34,43,-115.53105163574219,3219.04,28.2183,215000,43
27.1789,2818.1,44,-126.4358139038086,3213.18,28.9342,220000,44
20.7994,3011.79,45,-106.35811614990234,3258.08,28.1933,225000,45
13.6168,2993.27,46,-78.7770004272461,3279.58,27.4423,230000,46
13.8075,3159.89,47,-83.43429565429688,3161.89,27.8366,235000,47
13.8338,3249.53,48,-75.82750701904297,3274.96,26.5193,240000,48
13.9023,2832.08,49,-82.95146942138672,3386.04,25.7572,245000,49
13.5329,3210.91,50,-80.8635482788086,3250.38,26.5167,250000,50
14.1383,3296.81,51,-83.69658660888672,3327.53,26.7348,255000,51
14.3468,3270.08,52,-73.11491394042969,3410.85,26.0458,260000,52
13.1681,3189.81,53,-87.15337371826172,3136.53,26.7621,265000,53
13.2251,3379.56,54,-70.15037536621094,3419.73,24.8862,270000,54
23.5642,2129.87,55,-139.4876251220703,3431.19,25.9716,275000,55
36.1096,1971.33,56,-143.56394958496094,3443.17,25.6026,280000,56
12.553,2914.13,57,-77.21800994873047,3441.29,24.781,285000,57
14.5173,3371.44,58,-87.96723175048828,3380.54,26.0918,290000,58
12.0019,2905.34,59,-76.3127212524414,3381.7,24.9276,295000,59
15.0817,3325.1,60,-78.12063598632812,3381.16,24.9075,300000,60
14.0279,3336.3,61,-80.63294219970703,3353.78,26.4229,305000,61
14.0645,3364.74,62,-86.46327209472656,3379.54,25.4904,310000,62
14.0257,3029.39,63,-89.81879425048828,3382.12,24.778,315000,63
15.6065,3262.94,64,-81.06935119628906,3382.58,27.0851,320000,64
13.6757,3339.23,65,-91.12045288085938,3332.57,25.3475,325000,65
13.138,3015.7,66,-67.48147583007812,3466.71,24.437,330000,66
13.5557,3330.34,67,-95.04235076904297,3383.65,24.7451,335000,67
12.9015,3305.05,68,-103.13751983642578,3315.28,24.6148,340000,68
12.5594,3338.85,69,-100.80917358398438,3393.05,24.9505,345000,69
12.6281,2018.73,70,-107.35477447509766,3390.43,24.0175,350000,70
13.4868,2489.19,71,-101.66542053222656,3319.54,24.8102,355000,71
12.7553,3393.25,72,-93.72476959228516,3418.4,24.2787,360000,72
13.3358,3380.43,73,-108.39124298095703,3373.65,24.9524,365000,73
17.1637,3038.44,74,-112.59821319580078,3400.54,23.7653,370000,74
12.8876,3392.7,75,-98.91475677490234,3406.59,24.5474,375000,75
12.6836,3361.18,76,-103.20352172851562,3406.47,24.7568,380000,76
14.0388,3363.79,77,-113.34225463867188,3394.11,25.7874,385000,77
11.8815,3331.64,78,-87.26468658447266,3419.51,24.3126,390000,78
12.7466,3395.67,79,-100.9933090209961,3417.76,24.5321,395000,79
12.0077,3368.23,80,-92.30609130859375,3389.75,24.1427,400000,80
13.3795,3438.31,81,-101.99312591552734,3432.2,24.615,405000,81
14.059,3200.87,82,-120.822265625,2882.71,26.0782,410000,82
13.688,3344.71,83,-108.4109115600586,3382.49,25.3762,415000,83
12.6499,1817.61,84,-101.18822479248047,276.29,24.3115,420000,84
11.1474,3175.93,85,-107.7293930053711,3356.8,24.3502,425000,85
12.4738,3365.95,86,-101.06085205078125,3434.71,24.0279,430000,86
11.7746,3016.02,87,-70.34223937988281,3467.54,23.4107,435000,87
13.5224,3110.65,88,-84.52379608154297,3476.78,24.2767,440000,88
11.4261,3438.39,89,-87.51471710205078,3450.68,22.6687,445000,89
12.6136,3388.03,90,-73.99004364013672,3438.48,25.0334,450000,90
13.029,3435.82,91,-107.13461303710938,3430.02,23.9612,455000,91
12.9571,3398.18,92,-91.5660400390625,3404.59,23.9297,460000,92
11.9819,3398.23,93,-98.10003662109375,3421.93,23.4034,465000,93
12.3494,3424.08,94,-90.99236297607422,3435.4,23.6502,470000,94
11.698,2804.68,95,-107.73219299316406,3390.76,24.0097,475000,95
12.1561,3447.77,96,-96.3895034790039,3440.74,23.934,480000,96
14.3393,1930.01,97,-123.41888427734375,3351.5,25.3906,485000,97
12.8203,3393.58,98,-109.45843505859375,3402.95,24.1542,490000,98
14.8904,3190.19,99,-108.03888702392578,3431.2,23.6961,495000,99
16.7561,2791.03,100,-119.96184539794922,3471.18,24.3503,500000,100
12.4307,3293.16,101,-112.2225112915039,3410.94,23.3034,505000,101
11.7052,3398.29,102,-113.21437072753906,3404.98,22.9179,510000,102
12.2824,3308.1,103,-105.07312774658203,3398.61,23.9689,515000,103
11.1959,3289.93,104,-89.02436828613281,3442.86,23.2251,520000,104
12.4015,3426.58,105,-110.64559173583984,3438.1,23.6049,525000,105
12.0833,3411.42,106,-108.77835845947266,3441.36,23.4648,530000,106
11.721,3366.2,107,-103.16964721679688,3385.15,23.3749,535000,107
11.3258,3442.74,108,-107.89913177490234,3464.41,23.2402,540000,108
12.4981,3309.78,109,-116.89459991455078,3419.32,24.0136,545000,109
12.9625,2396.87,110,-147.11447143554688,3439.96,23.7401,550000,110
13.3232,3098.55,111,-133.4500732421875,3451.52,23.869,555000,111
11.1135,2945.93,112,-95.96267700195312,3460.8,22.8909,560000,112
11.6974,3373.26,113,-118.66658782958984,3463.14,23.7595,565000,113
11.0746,3198.56,114,-106.17682647705078,3471.21,23.0046,570000,114
11.585,3328.39,115,-128.41949462890625,3436.94,23.9631,575000,115
11.9338,3409.59,116,-104.85053253173828,3419.21,23.5808,580000,116
12.321,3410.4,117,-123.78978729248047,3404.66,23.7161,585000,117
11.1887,3107.78,118,-153.09556579589844,3474.32,23.8059,590000,118
11.2042,3343.1,119,-120.91925811767578,3442.84,23.1022,595000,119
11.4523,3168.13,120,-124.09857177734375,3411.46,22.8286,600000,120
12.6755,2806.18,121,-140.03530883789062,3474.62,23.7103,605000,121
11.717,3209.03,122,-171.39772033691406,3439.27,24.0218,610000,122
11.2377,3393.23,123,-140.1439971923828,3344.64,23.2773,615000,123
11.5331,3381.17,124,-126.23128509521484,3397.22,23.5039,620000,124
11.3168,3000.66,125,-132.70362854003906,3432.86,24.0134,625000,125
11.2989,3378.23,126,-125.18626403808594,3383.82,23.1783,630000,126
11.9475,3436.8,127,-120.32875061035156,3447.55,23.1256,635000,127
12.0531,3360.88,128,-138.97979736328125,3378.88,23.6863,640000,128
11.0214,3294.35,129,-131.3838348388672,3437.25,23.3091,645000,129
12.6343,3389.98,130,-126.41632843017578,3436.97,23.8131,650000,130
11.2421,3367.46,131,-140.4958038330078,3393.53,23.3254,655000,131
11.3858,3363.19,132,-132.313720703125,3363.12,23.2304,660000,132
11.08,3417.45,133,-138.33843994140625,3431.71,22.8708,665000,133
10.8226,3395.91,134,-123.05259704589844,3414.43,22.0948,670000,134
11.6587,3355.63,135,-132.66310119628906,3433.58,22.9965,675000,135
10.8474,3324.58,136,-155.9923858642578,3451.01,23.2482,680000,136
11.7045,3383.18,137,-149.4938507080078,3404.47,23.4354,685000,137
11.6035,3376.64,138,-159.6783447265625,3419.49,23.3847,690000,138
12.1832,3255.22,139,-145.84762573242188,3396.7,23.9341,695000,139
11.4956,3431.06,140,-142.57472229003906,3463.09,22.509,700000,140
10.9993,3174.79,141,-130.3858184814453,3435.88,22.6663,705000,141
11.3906,3281.16,142,-149.27110290527344,3406.72,23.0846,710000,142
10.6144,2945.32,143,-154.21011352539062,3360.3,22.6637,715000,143
11.3322,3398.46,144,-128.81788635253906,3457.26,23.3507,720000,144
11.8545,3445.03,145,-150.10708618164062,3460.78,22.8377,725000,145
14.0322,475.92,146,-223.69293212890625,433.41,25.3704,730000,146
10.7301,3445.17,147,-122.4578628540039,3455.85,22.2489,735000,147
11.2462,3412.94,148,-140.82339477539062,3444.54,23.0472,740000,148
10.9895,3395.82,149,-142.15438842773438,3413.06,22.7501,745000,149
11.2894,250.55,150,-150.20474243164062,320.43,25.7471,750000,150
12.0,3396.28,151,-156.09463500976562,3419.55,23.492,755000,151
124.8128,6.86,152,-450.1463623046875,6.8,44.3982,760000,152
12.4856,3399.78,153,-165.28704833984375,3413.57,23.8997,765000,153
12.3275,3398.54,154,-178.2550811767578,3414.63,24.0355,770000,154
11.1138,3262.36,155,-205.63975524902344,3379.45,23.2784,775000,155
10.4091,3344.36,156,-162.15293884277344,3425.67,22.9719,780000,156
11.0339,3252.29,157,-166.78529357910156,3390.01,23.9892,785000,157
11.3608,3205.2,158,-161.1140594482422,3394.75,23.4479,790000,158
11.1137,3129.01,159,-140.72784423828125,3436.58,23.0966,795000,159
12.1129,3414.91,160,-166.42063903808594,3443.53,23.8019,800000,160
10.9958,2851.43,161,-197.35964965820312,3451.26,24.1565,805000,161
11.1917,3006.08,162,-166.44918823242188,3461.24,23.3297,810000,162
11.1719,3307.28,163,-154.2501678466797,3442.84,23.0177,815000,163
12.9672,3347.68,164,-220.87892150878906,3378.65,24.6445,820000,164
11.4856,3361.17,165,-177.33042907714844,3373.76,23.0911,825000,165
11.2324,3446.85,166,-135.20538330078125,3450.65,22.1716,830000,166
11.7588,3440.54,167,-169.64715576171875,3464.19,23.102,835000,167
11.0588,3453.29,168,-164.40194702148438,3470.11,22.7157,840000,168
12.1269,3298.86,169,-184.91873168945312,3454.46,24.3021,845000,169
11.6852,2792.3,170,-219.0164337158203,3405.55,25.3973,850000,170
11.8393,3416.15,171,-213.46527099609375,3416.38,23.5378,855000,171
12.5342,3298.65,172,-209.17430114746094,3371.47,23.4775,860000,172
11.4629,3354.97,173,-204.59869384765625,3456.3,23.3968,865000,173
13.1701,3416.89,174,-211.41677856445312,3429.22,24.258,870000,174
12.1198,3421.53,175,-188.49276733398438,3445.95,23.4925,875000,175
12.328,3396.55,176,-209.40164184570312,3435.93,24.6701,880000,176
11.903,3385.46,177,-197.02101135253906,3383.27,23.1225,885000,177
12.0985,3420.57,178,-200.02371215820312,3444.36,23.2962,890000,178
11.5171,3384.05,179,-193.70877075195312,3409.71,22.7991,895000,179
11.8764,3387.13,180,-218.01605224609375,3460.35,23.3428,900000,180
10.5501,3432.59,181,-180.07382202148438,3445.22,22.2532,905000,181
10.7257,3421.92,182,-184.60545349121094,3467.52,22.4228,910000,182
11.2242,3410.36,183,-190.31446838378906,3448.7,22.33,915000,183
10.242,3479.52,184,-211.44479370117188,3500.04,22.7767,920000,184
11.402,3406.77,185,-199.10040283203125,3477.72,22.59,925000,185
10.8428,3455.01,186,-174.69715881347656,3447.41,21.9754,930000,186
12.486,3422.43,187,-210.3546600341797,3438.25,23.8887,935000,187
11.0955,3361.67,188,-202.34971618652344,3458.42,22.5944,940000,188
11.3247,3441.81,189,-204.535400390625,3460.51,22.9118,945000,189
11.9339,3414.99,190,-226.4309539794922,3429.42,22.9354,950000,190
12.1152,3411.07,191,-246.56639099121094,3417.89,23.4812,955000,191
11.8348,3437.84,192,-216.9868621826172,3462.22,22.9712,960000,192
10.6163,3446.46,193,-185.26446533203125,3451.45,21.8268,965000,193
10.556,3369.89,194,-213.53897094726562,3415.47,22.1804,970000,194
11.3181,3428.32,195,-227.13429260253906,3446.58,22.4614,975000,195
10.9689,3378.53,196,-246.4835968017578,3494.09,22.4465,980000,196
11.8167,3477.97,197,-198.28515625,3499.29,23.2261,985000,197
12.0463,3446.77,198,-226.67922973632812,3457.07,23.3696,990000,198
11.9414,3389.82,199,-253.30567932128906,3448.72,23.7157,995000,199
