Running Reverse KL,Running Env Steps,Running Update Time,Real Det Return,Itration,Reward Loss,Real Sto Return,Running Forward KL
14.84,1975000,395,2199.68,395,-60229.6171875,1808.34,156.5505
14.7247,1980000,396,2236.37,396,-59946.765625,1836.23,156.6905
14.8326,1985000,397,2207.92,397,-60433.5078125,1845.01,156.5927
14.6619,1990000,398,2087.11,398,-60086.22265625,1787.61,156.7674
14.8225,1995000,399,1973.54,399,-60003.78125,1702.18,156.6915
14.9389,2000000,400,2196.43,400,-60474.7421875,1799.22,156.5909
15.0548,2005000,401,2134.26,401,-60191.515625,1789.64,156.8732
14.9331,2010000,402,2105.56,402,-60935.02734375,1797.43,156.7061
14.7976,2015000,403,2172.61,403,-60345.74609375,1826.45,156.7338
14.7051,2020000,404,2178.67,404,-60707.9609375,1814.61,156.7151
14.6879,2025000,405,2123.6,405,-60768.296875,1768.3,156.7954
14.8274,2030000,406,2134.98,406,-60495.2578125,1835.53,156.7021
14.8693,2035000,407,2164.75,407,-60632.80859375,1836.17,156.637
14.7529,2040000,408,2100.06,408,-60818.80859375,1722.03,156.7204
15.1055,2045000,409,2193.07,409,-61464.0625,1829.93,156.6027
15.09,2050000,410,2191.8,410,-61376.7265625,1837.73,156.751
14.9304,2055000,411,2187.94,411,-61158.6875,1842.05,156.6813
14.9111,2060000,412,2182.16,412,-60974.65234375,1764.92,156.9109
15.0001,2065000,413,2101.83,413,-61599.046875,1769.93,156.8974
14.8087,2070000,414,2154.88,414,-61621.9921875,1826.75,156.7366
15.3027,2075000,415,2206.7,415,-61764.9609375,1853.94,156.7929
15.0222,2080000,416,2188.12,416,-61776.50390625,1837.17,156.6565
14.9325,2085000,417,2207.31,417,-61768.41015625,1821.7,156.7377
15.181,2090000,418,2211.47,418,-61869.2890625,1882.2,156.8133
14.9726,2095000,419,2157.87,419,-62073.95703125,1823.18,156.5711
15.0789,2100000,420,2230.6,420,-62211.12109375,1843.97,156.6611
14.6428,2105000,421,1966.53,421,-61733.44921875,1742.78,156.4482
14.8789,2110000,422,2100.12,422,-62051.3828125,1823.86,156.7153
14.5701,2115000,423,2073.18,423,-61844.3984375,1775.47,156.5862
14.6457,2120000,424,2143.59,424,-62477.359375,1779.01,156.5895
15.0025,2125000,425,2142.32,425,-62927.82421875,1797.65,156.688
14.6179,2130000,426,2091.91,426,-62510.48046875,1707.68,156.8785
14.8379,2135000,427,2202.64,427,-62869.1015625,1815.48,156.7066
14.7157,2140000,428,2187.19,428,-63016.875,1788.5,156.7216
14.9233,2145000,429,2210.95,429,-63232.6640625,1834.83,156.6675
15.1905,2150000,430,2158.77,430,-63325.25390625,1838.27,156.502
15.4056,2155000,431,2222.07,431,-63421.24609375,1864.96,156.6471
15.0679,2160000,432,2127.22,432,-63149.48828125,1761.14,156.7204
15.1038,2165000,433,2139.11,433,-63571.77734375,1817.5,156.7839
14.9077,2170000,434,2123.25,434,-63394.640625,1728.43,156.6756
14.9208,2175000,435,2108.45,435,-63689.71484375,1810.57,156.6415
14.736,2180000,436,2054.53,436,-63363.8046875,1723.12,156.6736
14.7785,2185000,437,2196.74,437,-63645.26953125,1765.75,156.7391
14.8028,2190000,438,2176.95,438,-63656.92578125,1806.93,156.6483
14.9614,2195000,439,2183.78,439,-63861.7421875,1811.87,156.501
14.9171,2200000,440,2178.07,440,-64086.703125,1792.62,156.7554
15.0774,2205000,441,2181.98,441,-63909.80859375,1820.18,156.7925
14.8184,2210000,442,2081.03,442,-63722.81640625,1741.48,156.7527
14.8398,2215000,443,2142.01,443,-63852.92578125,1818.66,156.7477
14.8666,2220000,444,2216.14,444,-64057.390625,1849.46,156.4683
15.0481,2225000,445,2127.13,445,-64589.03125,1753.61,156.8858
14.7598,2230000,446,2171.58,446,-64048.5859375,1811.93,156.4994
14.8996,2235000,447,2178.08,447,-63984.4375,1822.69,156.7965
14.8494,2240000,448,2197.31,448,-64129.59375,1840.07,156.6766
14.93,2245000,449,2133.98,449,-64427.78125,1760.51,156.759
14.9631,2250000,450,2250.08,450,-64822.6640625,1856.85,156.5892
14.7837,2255000,451,2214.8,451,-64291.6171875,1842.92,156.5955
15.0865,2260000,452,2206.49,452,-64853.66796875,1828.93,156.7997
14.9179,2265000,453,2252.43,453,-65125.64453125,1871.24,156.7445
14.8737,2270000,454,2162.27,454,-66213.078125,1788.96,156.8581
14.9292,2275000,455,2048.6,455,-66275.8671875,1708.28,156.6025
14.4228,2280000,456,2044.43,456,-65999.0234375,1704.76,156.5111
14.7868,2285000,457,2196.15,457,-65637.7734375,1767.81,156.7751
14.815,2290000,458,2095.43,458,-66250.0078125,1754.75,156.7216
15.1418,2295000,459,2197.69,459,-65904.8125,1810.87,156.9994
14.9722,2300000,460,2167.98,460,-65626.1953125,1810.78,156.7113
14.9096,2305000,461,2159.14,461,-66181.421875,1794.23,156.836
15.0712,2310000,462,2214.42,462,-66336.1171875,1829.32,156.7698
14.3916,2315000,463,2123.04,463,-65975.3125,1771.1,156.6398
14.8883,2320000,464,2145.89,464,-66098.8515625,1799.61,156.8292
14.8847,2325000,465,2219.51,465,-66770.421875,1826.42,156.6278
14.9219,2330000,466,2181.85,466,-66311.296875,1816.5,156.7426
14.9395,2335000,467,2076.97,467,-66195.6015625,1749.19,156.7138
15.0048,2340000,468,2042.25,468,-66724.5546875,1702.1,156.6123
15.1053,2345000,469,2093.04,469,-66496.1171875,1795.71,156.7336
15.0757,2350000,470,2149.47,470,-66935.1953125,1804.97,156.7927
15.1725,2355000,471,2058.0,471,-66725.984375,1752.06,156.8051
14.893,2360000,472,2081.09,472,-66779.2109375,1790.89,156.6462
14.9644,2365000,473,2084.46,473,-67065.515625,1746.66,156.7109
15.2473,2370000,474,2143.18,474,-67039.7421875,1786.69,156.8959
14.9662,2375000,475,2065.75,475,-66955.25,1724.03,156.7142
15.2571,2380000,476,2131.88,476,-67400.3203125,1757.4,156.8966
15.1017,2385000,477,2077.38,477,-67325.7578125,1758.98,156.8807
14.9281,2390000,478,2133.42,478,-67921.609375,1733.68,156.7446
14.7463,2395000,479,2076.77,479,-67724.703125,1732.62,156.636
15.0574,2400000,480,2148.87,480,-67813.6640625,1753.71,156.9355
14.5706,2405000,481,2046.72,481,-67859.078125,1693.3,156.7586
14.6769,2410000,482,2026.09,482,-68093.4140625,1661.16,156.7697
14.6523,2415000,483,2081.48,483,-67897.3984375,1684.48,156.777
14.9803,2420000,484,2099.36,484,-67872.3828125,1737.87,156.7225
15.0735,2425000,485,2165.07,485,-68202.2109375,1764.88,156.5622
14.7963,2430000,486,2116.79,486,-68313.0390625,1755.22,156.6892
14.8896,2435000,487,2170.9,487,-68492.2421875,1769.99,156.7146
16.0313,2440000,488,1917.42,488,-68667.6640625,1795.88,156.5376
15.2581,2445000,489,2089.24,489,-68725.0078125,1661.38,156.6294
15.1605,2450000,490,1957.96,490,-68588.859375,1715.5,156.6555
15.0691,2455000,491,1997.6,491,-68736.1953125,1427.32,156.7957
15.4857,2460000,492,1904.54,492,-69865.0859375,1437.13,156.602
14.8346,2465000,493,1813.28,493,-68729.609375,1513.12,156.7004
15.3564,2470000,494,1957.68,494,-69214.625,1623.43,156.5916
15.3337,2475000,495,1879.11,495,-69324.6484375,1568.92,156.6961
15.6062,2480000,496,1580.08,496,-70230.4453125,1386.79,156.9871
14.9349,2485000,497,1636.79,497,-70167.453125,1447.61,156.8406
15.25,2490000,498,1809.94,498,-69499.8203125,1519.3,156.6746
15.4884,2495000,499,1563.32,499,-70528.34375,1422.59,156.7548
15.0148,2500000,500,1629.7,500,-70961.1796875,1404.7,156.6202
15.0442,2505000,501,1604.35,501,-70754.953125,1365.75,156.632
14.9448,2510000,502,1680.84,502,-71010.71875,1411.46,156.3928
15.0427,2515000,503,1829.48,503,-70844.6015625,1547.41,156.6697
15.1176,2520000,504,1832.77,504,-70726.71875,1506.37,156.5126
15.3535,2525000,505,1885.64,505,-70758.1796875,1579.5,156.5154
15.1459,2530000,506,1746.83,506,-70874.421875,1404.12,156.5277
15.5789,2535000,507,1731.76,507,-71734.921875,1272.06,156.6762
15.9675,2540000,508,1705.03,508,-71471.5390625,1252.26,156.6012
16.0862,2545000,509,1827.59,509,-72088.765625,1227.09,156.7312
15.7068,2550000,510,1764.4,510,-71605.0,1479.77,156.6314
15.5991,2555000,511,2050.47,511,-71678.203125,1600.59,156.7671
15.6001,2560000,512,1961.93,512,-72323.09375,1367.4,156.7104
15.6979,2565000,513,1431.55,513,-72573.640625,1118.98,156.8025
14.8873,2570000,514,1783.61,514,-72543.3125,1182.22,156.7947
15.2501,2575000,515,1771.83,515,-72043.9296875,1314.04,156.5896
14.8684,2580000,516,1566.23,516,-73293.421875,1243.88,156.7087
15.0157,2585000,517,1246.15,517,-72879.4609375,1056.98,156.8168
15.1345,2590000,518,1357.46,518,-73473.59375,1102.08,157.1018
15.2671,2595000,519,868.77,519,-72696.5390625,917.89,157.1277
15.6043,2600000,520,432.16,520,-74123.9140625,508.15,157.4892
15.0409,2605000,521,1211.12,521,-76557.984375,905.47,156.9955
15.2974,2610000,522,958.71,522,-73438.3984375,608.32,157.3533
14.4546,2615000,523,714.99,523,-74337.609375,634.59,157.2183
14.3891,2620000,524,1061.4,524,-74840.5390625,962.01,156.9104
14.5065,2625000,525,1425.51,525,-73468.9140625,1092.08,156.7991
15.4163,2630000,526,1571.92,526,-72469.2109375,1220.7,156.8583
14.4783,2635000,527,1509.6,527,-74396.1171875,1162.79,156.8795
14.2473,2640000,528,1672.39,528,-73531.2578125,1187.23,156.7352
14.1179,2645000,529,1601.74,529,-74425.3515625,1195.87,156.8429
14.548,2650000,530,1628.13,530,-74522.3515625,1250.05,156.887
19.049,2655000,531,500.44,531,-73493.6640625,438.24,157.299
15.707,2660000,532,1370.36,532,-74962.0078125,854.08,156.9517
14.2971,2665000,533,1406.98,533,-73743.3828125,1073.52,157.2653
14.5308,2670000,534,1642.94,534,-74607.5390625,1371.6,156.8989
14.3454,2675000,535,1447.88,535,-74542.484375,921.33,157.1511
14.4224,2680000,536,1301.21,536,-75410.78125,965.27,156.9402
14.5792,2685000,537,909.34,537,-75138.03125,568.44,157.4678
14.3661,2690000,538,936.86,538,-74857.3125,658.93,157.2319
14.5545,2695000,539,982.48,539,-76319.71875,883.95,157.0429
14.3495,2700000,540,1348.11,540,-76339.71875,1107.14,156.9638
14.4177,2705000,541,1122.8,541,-77185.21875,889.58,157.1486
14.214,2710000,542,1054.86,542,-74647.171875,856.1,157.1605
14.2631,2715000,543,1050.62,543,-77710.3125,794.1,157.1321
14.1711,2720000,544,1223.33,544,-76410.3828125,981.4,157.0544
13.7653,2725000,545,1172.58,545,-76784.375,1011.07,156.9282
13.8767,2730000,546,811.0,546,-78697.671875,600.7,157.4792
14.3266,2735000,547,1256.3,547,-77059.4453125,1058.6,157.0598
15.0556,2740000,548,1620.25,548,-76945.140625,1422.63,156.8254
15.096,2745000,549,1594.84,549,-76388.890625,1382.15,156.8464
14.97,2750000,550,825.0,550,-80425.640625,591.51,157.5709
14.8201,2755000,551,1262.63,551,-79567.328125,975.82,157.0636
19.0037,2760000,552,348.76,552,-80980.09375,333.1,157.9638
15.0077,2765000,553,1389.05,553,-76729.75,1335.7,156.9091
17.2184,2770000,554,845.76,554,-82774.6015625,584.17,157.6407
14.8731,2775000,555,1725.97,555,-77451.1328125,1407.41,156.584
15.3752,2780000,556,1194.28,556,-79696.8984375,983.2,157.0662
15.2832,2785000,557,1233.23,557,-78770.96875,1049.99,157.1689
17.0331,2790000,558,1212.96,558,-80304.921875,991.93,156.9314
15.3449,2795000,559,1603.74,559,-75877.59375,1422.61,156.9106
15.7172,2800000,560,1385.93,560,-78946.296875,1158.72,156.7949
15.7516,2805000,561,1479.48,561,-78637.203125,1264.94,156.7853
17.7958,2810000,562,1286.95,562,-81517.265625,1007.55,156.9209
15.7189,2815000,563,1587.77,563,-79832.25,1328.82,156.956
16.1691,2820000,564,1250.21,564,-80404.7109375,1051.79,156.8085
16.2963,2825000,565,1591.89,565,-79147.90625,1301.71,156.8106
14.8331,2830000,566,1417.06,566,-77997.640625,1213.87,156.4831
15.554,2835000,567,1958.14,567,-76636.28125,1618.97,156.6884
17.0804,2840000,568,1397.05,568,-78724.078125,1133.84,157.0998
15.7902,2845000,569,1514.92,569,-78870.078125,1414.17,156.7648
15.7877,2850000,570,1541.01,570,-79847.1328125,1392.44,156.9408
15.5021,2855000,571,1247.13,571,-79250.1875,1149.98,157.179
15.6712,2860000,572,1848.96,572,-78243.7109375,1578.28,156.6096
15.3611,2865000,573,1283.11,573,-79431.8828125,1157.08,157.084
15.7005,2870000,574,1866.92,574,-76599.53125,1626.07,157.0069
15.9177,2875000,575,1787.62,575,-78470.359375,1490.59,156.6866
15.8638,2880000,576,1376.89,576,-78995.828125,1424.48,157.15
15.904,2885000,577,1702.25,577,-79022.125,1475.43,156.795
16.9006,2890000,578,1198.22,578,-76170.046875,1414.54,157.2012
18.5486,2895000,579,-397.5,579,-64055.69140625,-109.48,158.0808
15.6214,2900000,580,2035.89,580,-77283.6171875,1700.51,156.9827
15.7646,2905000,581,2008.95,581,-78366.9375,1706.27,156.8055
15.9933,2910000,582,1863.6,582,-78419.8203125,1674.05,157.0375
15.7362,2915000,583,1951.01,583,-78081.5859375,1709.65,156.8441
16.1411,2920000,584,1792.51,584,-79916.734375,1561.86,157.0991
15.9019,2925000,585,1833.78,585,-79792.140625,1611.99,156.7853
16.5649,2930000,586,1534.84,586,-80554.7734375,1402.1,157.049
15.7414,2935000,587,1793.48,587,-80429.0625,1616.58,156.6691
16.2306,2940000,588,1122.6,588,-80585.71875,1053.29,157.0965
15.508,2945000,589,1761.38,589,-80021.28125,1552.56,156.6865
14.4725,2950000,590,1130.52,590,-78964.59375,1081.22,156.9559
15.9752,2955000,591,1791.76,591,-80150.296875,1590.31,156.6849
15.2437,2960000,592,1897.26,592,-78469.609375,1645.76,156.5009
15.6801,2965000,593,1529.89,593,-79889.1171875,1390.62,156.5968
15.5682,2970000,594,1941.78,594,-78520.8203125,1645.95,156.8287
15.2193,2975000,595,1506.54,595,-79711.7734375,1318.59,156.6582
15.403,2980000,596,935.41,596,-79444.3046875,1069.3,157.0329
15.6372,2985000,597,1508.52,597,-80250.734375,1349.96,156.8229
15.1856,2990000,598,1846.87,598,-78501.8984375,1530.3,156.7308
15.6963,2995000,599,1499.51,599,-79844.8984375,1430.14,156.7289
