Running Forward KL,Real Det Return,Running Reverse KL,Running Update Time,Real Sto Return,Itration,Running Env Steps,Reward Loss
31.0381,1657.67,43.5601,46,1293.75,46,230000,-434.680908203125
31.4891,3148.58,18.8059,47,3108.7,47,235000,-23.120433807373047
31.7094,3131.61,19.1783,48,3091.05,48,240000,-27.82091522216797
30.5121,3167.0,19.5109,49,2973.37,49,245000,-97.26738739013672
30.4371,3199.73,19.6509,50,1767.33,50,250000,-231.18118286132812
31.3981,1468.96,23.7451,51,1274.31,51,255000,-452.9662780761719
31.0137,971.86,39.7704,52,934.48,52,260000,-389.55328369140625
30.2023,3122.49,23.3623,53,1731.47,53,265000,-172.78501892089844
30.8875,3207.38,58.6347,54,2319.3,54,270000,-444.3774719238281
30.809,3151.55,21.9507,55,2509.75,55,275000,-145.04676818847656
30.9677,3227.16,19.5316,56,2350.72,56,280000,-162.1967010498047
30.0398,3170.22,30.5541,57,2903.1,57,285000,-190.60369873046875
29.8665,3146.02,16.3924,58,3035.8,58,290000,-48.05731964111328
30.3496,3170.98,18.0077,59,3072.92,59,295000,-38.60679244995117
29.3662,3267.76,16.4991,60,3235.46,60,300000,-33.50216293334961
29.8646,3201.43,16.5909,61,3082.8,61,305000,-49.734561920166016
28.8606,3212.67,14.8944,62,3180.72,62,310000,-42.89978790283203
28.8457,3184.03,15.2184,63,3152.96,63,315000,-55.749298095703125
29.2497,3242.81,15.8675,64,3248.84,64,320000,-41.285484313964844
29.924,3255.07,15.8955,65,2825.52,65,325000,-58.666141510009766
29.6204,3096.97,15.2093,66,3123.78,66,330000,-63.359527587890625
30.5388,3008.96,16.5892,67,2992.29,67,335000,-78.60296630859375
29.4336,3277.14,17.6395,68,3265.2,68,340000,-41.567115783691406
29.1379,3039.27,15.5967,69,3106.9,69,345000,-87.44588470458984
27.4683,3232.71,14.4809,70,3209.44,70,350000,-68.07306671142578
27.9236,3280.96,18.3888,71,3282.29,71,355000,-158.03152465820312
28.0098,3161.09,15.3441,72,3138.32,72,360000,-57.67715072631836
28.3655,3152.02,16.131,73,3073.54,73,365000,-74.25162506103516
28.756,3227.02,15.8388,74,3174.2,74,370000,-57.48015594482422
28.4399,3309.97,15.772,75,3292.27,75,375000,-57.40093994140625
27.6222,3166.95,15.7086,76,3169.79,76,380000,-140.58006286621094
28.9045,3196.67,17.2682,77,3121.91,77,385000,-49.40098571777344
28.4819,3301.78,16.4017,78,3271.66,78,390000,-59.49002456665039
27.281,3284.01,15.2595,79,3272.81,79,395000,-85.5437240600586
28.4664,3289.4,16.6951,80,3271.26,80,400000,-72.44316101074219
28.2385,3306.26,17.4236,81,3273.59,81,405000,-76.59131622314453
28.6457,3292.35,18.0615,82,3275.01,82,410000,-72.55834197998047
28.4574,3308.99,17.9384,83,3283.72,83,415000,-73.50763702392578
28.3583,3307.29,16.9818,84,3278.77,84,420000,-81.59479522705078
30.4977,2770.73,27.6391,85,1988.47,85,425000,-334.1653137207031
28.7664,3267.48,16.4952,86,3252.53,86,430000,-90.46790313720703
28.2546,3278.37,16.4156,87,3256.98,87,435000,-66.2001953125
27.7195,3336.62,15.2337,88,3307.72,88,440000,-93.36322784423828
26.5435,3388.87,15.2192,89,3346.69,89,445000,-82.77338409423828
27.7575,3308.91,15.3337,90,3288.16,90,450000,-76.07671356201172
27.5447,3305.88,15.9228,91,3288.03,91,455000,-99.1009750366211
27.7192,3377.8,15.8542,92,3316.28,92,460000,-84.06731414794922
28.3985,3324.02,16.5161,93,3305.9,93,465000,-95.5470199584961
27.9277,3304.4,16.3768,94,3281.66,94,470000,-95.4618148803711
27.8664,173.1,15.3715,95,173.61,95,475000,-114.96275329589844
27.4952,3376.26,15.8769,96,3342.24,96,480000,-92.80994415283203
27.9039,3318.58,16.1648,97,3297.36,97,485000,-98.6343002319336
27.7614,3353.92,16.2324,98,3318.76,98,490000,-95.59661102294922
27.8554,3284.81,17.1513,99,3127.48,99,495000,-163.08372497558594
27.1318,30.75,15.3407,100,30.88,100,500000,-104.70345306396484
28.4558,3278.55,17.026,101,3259.15,101,505000,-90.83694458007812
28.1068,191.8,15.3272,102,2891.93,102,510000,-123.62158203125
27.5415,3278.24,15.5677,103,3252.07,103,515000,-104.5745620727539
27.3795,3365.85,14.8623,104,3325.27,104,520000,-119.27715301513672
27.3356,3341.7,15.4023,105,3023.12,105,525000,-104.29602813720703
27.8522,3348.19,15.8694,106,3314.3,106,530000,-104.94053649902344
27.4685,3387.57,15.0986,107,3349.56,107,535000,-112.11851501464844
27.6165,3315.1,15.9111,108,3276.3,108,540000,-100.64273834228516
27.8142,3320.78,15.3616,109,3290.87,109,545000,-100.29229736328125
26.9289,3347.98,15.2283,110,3337.62,110,550000,-119.36065673828125
27.576,3345.01,16.1301,111,3314.68,111,555000,-122.37942504882812
27.0671,3384.8,15.2237,112,3358.08,112,560000,-100.51536560058594
26.473,3391.81,14.2421,113,3353.68,113,565000,-103.59337615966797
27.3038,3299.13,14.8557,114,3156.74,114,570000,-119.90889739990234
27.0904,3331.68,14.4918,115,3290.76,115,575000,-129.99131774902344
26.4884,3364.28,13.5497,116,3324.14,116,580000,-121.73294830322266
45.4088,986.01,30.2049,117,984.64,117,585000,-508.88604736328125
27.4443,3287.92,15.3177,118,3263.03,118,590000,-117.39665222167969
27.2008,3310.44,14.4523,119,3271.02,119,595000,-133.7223358154297
27.7656,3357.48,14.8321,120,3298.0,120,600000,-122.33391571044922
27.3877,3401.58,14.3853,121,3367.86,121,605000,-123.35855102539062
27.2841,3376.0,14.3573,122,3341.0,122,610000,-130.8677215576172
26.7749,3308.86,13.5691,123,3268.69,123,615000,-118.23973083496094
27.1701,3401.33,14.0001,124,3357.74,124,620000,-129.40406799316406
25.9691,3372.92,13.31,125,3354.73,125,625000,-121.68553161621094
26.2154,3405.42,14.0544,126,3363.75,126,630000,-116.13577270507812
27.6049,3384.57,14.8806,127,3346.07,127,635000,-125.7771224975586
26.0028,3424.23,13.6567,128,3389.31,128,640000,-127.82618713378906
26.313,3423.51,14.1954,129,3384.3,129,645000,-124.86273193359375
27.3556,3400.97,15.3523,130,3365.87,130,650000,-135.42578125
26.467,3411.48,13.7014,131,3380.08,131,655000,-133.5789031982422
26.5068,3385.53,14.0987,132,3343.62,132,660000,-135.71176147460938
27.5462,157.93,63.2393,133,332.83,133,665000,-640.5245361328125
27.0968,3380.01,15.0315,134,3360.61,134,670000,-137.77902221679688
26.7799,3394.12,14.5177,135,3361.41,135,675000,-142.2410888671875
27.0259,3394.6,15.0399,136,3355.72,136,680000,-146.1741943359375
28.0919,3365.96,15.3728,137,3331.78,137,685000,-158.8958740234375
27.1942,3403.1,15.0589,138,3362.77,138,690000,-123.92017364501953
27.4217,3443.88,14.7428,139,3402.15,139,695000,-120.3431167602539
26.7598,3437.91,14.5448,140,3400.09,140,700000,-124.65650177001953
28.3412,3420.87,15.744,141,3392.67,141,705000,-154.05624389648438
27.5487,3401.83,14.7137,142,3375.16,142,710000,-171.59727478027344
27.4307,3398.67,14.5595,143,3359.23,143,715000,-148.13319396972656
26.8743,3341.3,14.1297,144,2532.76,144,720000,-160.7598419189453
27.1628,3380.83,15.2486,145,3186.47,145,725000,-149.94361877441406
25.5714,3380.57,13.5936,146,3348.64,146,730000,-145.16433715820312
26.9331,3374.64,14.8238,147,3349.45,147,735000,-163.04144287109375
26.2909,10.85,13.8321,148,181.14,148,740000,-112.34107971191406
26.3111,3378.96,13.7532,149,3238.98,149,745000,-154.41519165039062
26.6843,3464.02,14.122,150,3435.82,150,750000,-148.01185607910156
25.6551,3440.3,14.1025,151,3403.47,151,755000,-158.9818572998047
25.293,3401.54,13.395,152,3375.58,152,760000,-157.77963256835938
25.5154,3459.61,13.1388,153,3426.88,153,765000,-118.841796875
26.2431,3394.82,13.9659,154,3353.0,154,770000,-179.53378295898438
25.912,3429.83,13.9225,155,3399.18,155,775000,-139.48086547851562
26.6226,3420.07,14.6632,156,3386.4,156,780000,-167.75083923339844
24.7895,3437.97,13.0707,157,3411.78,157,785000,-143.4049835205078
25.3788,3417.86,13.5054,158,3394.83,158,790000,-136.40054321289062
26.7289,3384.32,14.9587,159,3266.97,159,795000,-179.22735595703125
26.6704,3460.85,15.5782,160,3433.44,160,800000,-144.4441680908203
26.6357,3439.32,14.5579,161,3404.15,161,805000,-159.99496459960938
26.9959,3403.07,15.1513,162,3386.0,162,810000,-178.19219970703125
25.7215,3448.36,13.9704,163,3418.69,163,815000,-156.2574462890625
26.1721,3408.78,14.1822,164,3384.87,164,820000,-173.642578125
25.8967,3454.36,13.5434,165,3423.15,165,825000,-132.0050048828125
25.6163,3459.08,13.0787,166,3422.43,166,830000,-148.2067108154297
25.3737,3398.92,13.5219,167,3374.68,167,835000,-188.88250732421875
25.3498,3451.46,13.7557,168,3417.65,168,840000,-136.28640747070312
25.6802,3426.78,13.1631,169,2918.2,169,845000,-132.31748962402344
25.952,3424.5,13.9283,170,3286.32,170,850000,-187.10067749023438
25.3283,3397.49,13.4745,171,3383.05,171,855000,-161.57275390625
26.7671,3418.46,14.3436,172,3312.5,172,860000,-219.18499755859375
26.4827,3401.98,14.5691,173,3232.95,173,865000,-167.05987548828125
27.6562,3429.06,16.4153,174,3400.9,174,870000,-183.12078857421875
26.7957,3374.43,15.2101,175,3363.4,175,875000,-183.42393493652344
27.519,2563.72,16.3363,176,2235.71,176,880000,-366.7371826171875
26.7703,3450.19,14.8193,177,3405.92,177,885000,-174.6716766357422
26.8278,3409.86,15.735,178,3385.26,178,890000,-199.47377014160156
25.5398,3439.09,13.1586,179,3212.2,179,895000,-212.71315002441406
26.8355,3381.05,14.5908,180,3363.53,180,900000,-194.09072875976562
26.1198,3398.15,14.4134,181,3385.86,181,905000,-194.1346893310547
26.5291,3395.54,13.8231,182,3298.57,182,910000,-198.43695068359375
25.0068,3417.33,13.2035,183,3398.86,183,915000,-165.6383514404297
25.8718,3346.11,13.6506,184,3323.28,184,920000,-200.14369201660156
25.0054,3439.14,13.081,185,3398.89,185,925000,-225.27378845214844
26.7342,3420.0,14.1543,186,3381.38,186,930000,-196.64920043945312
25.3705,3430.08,14.448,187,3247.68,187,935000,-178.33778381347656
25.3782,3424.85,13.161,188,3276.5,188,940000,-180.7271270751953
26.1505,3424.58,14.3124,189,3404.69,189,945000,-209.271484375
24.8426,3457.97,12.2643,190,3422.48,190,950000,-171.74876403808594
26.3485,3298.56,14.6725,191,3262.2,191,955000,-209.03250122070312
27.1783,1211.59,36.9818,192,1392.16,192,960000,-459.6940002441406
26.3448,867.77,15.8209,193,1347.92,193,965000,-174.6627960205078
25.5861,3455.71,14.3369,194,3442.21,194,970000,-188.37791442871094
26.1079,3376.66,13.7576,195,3327.12,195,975000,-244.3370819091797
26.0245,3396.15,13.818,196,3347.77,196,980000,-217.9358673095703
25.6496,3362.05,13.648,197,3338.94,197,985000,-237.55615234375
24.5287,3389.64,12.5114,198,3358.87,198,990000,-199.84024047851562
24.7109,3436.04,13.0509,199,3401.14,199,995000,-179.3119354248047
