Real Det Return,Itration,Running Update Time,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Running Forward KL
486.43,43,43,55.3507,583.71,-480.4527282714844,215000,52.1385
1024.67,44,44,58.5589,1024.35,-484.3993835449219,220000,56.3097
1029.13,45,45,50.5513,1031.53,-489.46014404296875,225000,56.3545
687.17,46,46,44.5122,620.12,-499.4593200683594,230000,53.9042
1022.55,47,47,53.5115,1025.17,-491.6441345214844,235000,56.7614
1018.96,48,48,50.9298,1018.51,-524.48828125,240000,57.1577
1019.43,49,49,59.8228,1019.17,-542.6835327148438,245000,57.6985
-27.89,50,50,72.0668,-26.43,-593.0968627929688,250000,56.2057
811.79,51,51,39.7297,752.89,-567.5520629882812,255000,51.7395
378.37,52,52,68.5896,365.49,-620.1964721679688,260000,53.5242
986.07,53,53,50.622,818.33,-617.9248657226562,265000,53.9814
408.2,54,54,44.3313,402.69,-483.36480712890625,270000,50.3845
924.78,55,55,47.2251,749.21,-599.9743041992188,275000,52.3651
1042.01,56,56,41.1472,1056.71,-570.4688720703125,280000,55.0448
1032.11,57,57,46.0703,1043.0,-604.4133911132812,285000,55.4898
709.94,58,58,50.0077,634.41,-599.8909912109375,290000,57.1669
1038.14,59,59,39.3121,1057.08,-602.553466796875,295000,55.5147
-18.26,60,60,56.3987,101.4,-664.159912109375,300000,54.3253
1094.18,61,61,31.1674,1115.43,-651.7979736328125,305000,53.4682
1060.22,62,62,27.0924,893.78,-615.6386108398438,310000,51.1714
1025.41,63,63,31.1108,1018.72,-682.3428344726562,315000,53.8563
1016.14,64,64,62.6562,1015.82,-740.4208984375,320000,56.5869
29.12,65,65,34.4894,25.26,-620.037841796875,325000,50.7069
-23.06,66,66,83.2023,-26.84,-805.5957641601562,330000,56.732
1014.99,67,67,41.8653,1003.07,-734.2662963867188,335000,55.4373
1041.88,68,68,50.1287,1048.24,-771.571533203125,340000,55.9928
1051.83,69,69,41.1689,1069.83,-738.031494140625,345000,55.5792
984.44,70,70,43.1239,868.39,-665.8638305664062,350000,52.666
238.36,71,71,32.3807,253.85,-708.166015625,355000,51.6628
2.3,72,72,67.7301,4.21,-875.6876831054688,360000,54.0782
-4.22,73,73,56.4814,-7.98,-806.0567016601562,365000,55.2447
947.61,74,74,31.2883,816.24,-792.3560791015625,370000,53.3217
1039.77,75,75,56.0475,1040.4,-876.7901611328125,375000,56.2524
446.2,76,76,37.6591,470.66,-740.2610473632812,380000,52.4216
546.49,77,77,35.424,455.91,-693.0569458007812,385000,50.5046
478.07,78,78,42.109,446.18,-821.8462524414062,390000,50.2196
430.84,79,79,48.9968,615.8,-927.0776977539062,395000,55.8469
139.92,80,80,44.6237,83.88,-895.8421020507812,400000,56.4043
442.57,81,81,48.1658,451.23,-899.3016357421875,405000,49.9112
1009.03,82,82,64.3638,1008.39,-972.2020874023438,410000,57.549
1040.47,83,83,62.2666,1040.77,-984.0848388671875,415000,56.8969
1035.42,84,84,57.2018,1034.99,-990.1728515625,420000,56.6627
669.62,85,85,33.4874,655.07,-837.0238647460938,425000,51.0118
999.69,86,86,33.6252,996.8,-946.9033813476562,430000,55.1802
551.75,87,87,35.8328,693.81,-943.4609375,435000,51.8751
1018.83,88,88,48.0379,1017.78,-1022.4218139648438,440000,55.3654
1020.52,89,89,45.6991,1019.2,-1015.6262817382812,445000,55.8013
1020.45,90,90,47.473,1020.06,-1055.2249755859375,450000,55.8829
1000.47,91,91,45.5792,998.51,-1051.907958984375,455000,56.1712
1026.59,92,92,41.8964,987.19,-1075.3775634765625,460000,54.703
-7.05,93,93,60.8663,-6.92,-1113.01904296875,465000,56.6351
341.4,94,94,46.9743,351.99,-1121.593505859375,470000,51.8474
404.08,95,95,30.2125,567.01,-1010.9939575195312,475000,54.4004
1040.07,96,96,50.5511,1043.69,-1140.00146484375,480000,55.7975
1008.63,97,97,43.8456,1030.77,-1129.1751708984375,485000,55.7387
-9.69,98,98,65.5443,-9.55,-1226.8433837890625,490000,55.88
917.91,99,99,41.0139,947.05,-1107.026611328125,495000,55.3016
1033.77,100,100,53.2141,1033.7,-1217.5552978515625,500000,56.0525
1033.16,101,101,44.7458,1033.82,-1208.2486572265625,505000,55.6558
1026.44,102,102,40.7139,1026.99,-1181.7152099609375,510000,55.702
1011.34,103,103,40.7389,1010.69,-1225.345458984375,515000,55.4001
1034.07,104,104,40.7387,1036.53,-1222.64453125,520000,55.2681
1028.54,105,105,41.2046,1029.6,-1242.5450439453125,525000,55.6095
1018.13,106,106,23.6179,1021.99,-1083.610595703125,530000,53.4831
281.04,107,107,53.9876,176.96,-1323.0513916015625,535000,52.136
-98.36,108,108,50.2292,-85.66,-1347.597412109375,540000,55.6371
1034.57,109,109,48.4158,1034.45,-1336.770751953125,545000,56.3317
1030.06,110,110,50.1413,1029.33,-1356.3045654296875,550000,56.7173
1038.01,111,111,54.7239,1038.11,-1378.396484375,555000,55.7068
1025.9,112,112,41.6316,1026.07,-1329.9888916015625,560000,55.9193
4.42,113,113,44.0706,4.06,-1293.824951171875,565000,53.5242
449.92,114,114,35.0247,1012.3,-1290.1656494140625,570000,54.463
1038.23,115,115,67.3039,1038.99,-1429.408935546875,575000,56.9174
368.62,116,116,79.844,367.08,-1300.2244873046875,580000,54.5078
390.04,117,117,30.2757,390.08,-1302.4583740234375,585000,53.2574
439.81,118,118,21.0875,477.83,-947.90185546875,590000,50.8192
427.94,119,119,22.9572,447.51,-945.0205078125,595000,50.2652
1030.52,120,120,49.9348,1030.07,-1495.369873046875,600000,54.9058
1018.48,121,121,49.4043,1016.64,-1475.2586669921875,605000,55.8694
1030.62,122,122,49.116,1031.58,-1517.5089111328125,610000,56.6586
1029.89,123,123,37.9678,1052.26,-1405.6058349609375,615000,55.8953
1037.37,124,124,47.0129,1039.74,-1560.9769287109375,620000,56.617
1019.49,125,125,39.3104,1020.93,-1372.0020751953125,625000,55.7838
1018.01,126,126,35.2034,758.41,-1311.524658203125,630000,52.3862
-17.75,127,127,59.2999,-17.87,-1869.85205078125,635000,58.5101
736.58,128,128,45.8273,133.61,-1599.189697265625,640000,54.5649
690.37,129,129,164.3616,252.28,-1841.7713623046875,645000,56.4251
979.18,130,130,64.0958,978.34,-1384.3040771484375,650000,57.983
8.09,131,131,127.2926,8.09,-1812.49462890625,655000,55.0093
-2.89,132,132,92.1306,-2.31,-1892.615478515625,660000,57.6861
20.33,133,133,41.0022,21.36,-1729.423583984375,665000,53.7996
777.87,134,134,42.089,872.92,-1512.978759765625,670000,52.9797
1034.02,135,135,53.4405,1034.31,-1741.3885498046875,675000,56.7717
1040.73,136,136,52.4354,1041.54,-1765.444580078125,680000,56.984
1043.49,137,137,51.5623,1044.17,-1770.783935546875,685000,56.6601
1020.97,138,138,51.1424,1021.03,-1774.6884765625,690000,56.1073
1018.0,139,139,51.3877,938.67,-1806.325927734375,695000,55.7525
1018.93,140,140,51.4233,1025.3,-1664.0064697265625,700000,56.255
564.14,141,141,54.8888,805.91,-1848.5985107421875,705000,54.3124
5.3,142,142,59.7284,5.34,-1919.861572265625,710000,53.4278
0.58,143,143,52.2889,15.13,-1900.552734375,715000,54.2966
141.79,144,144,43.7528,140.65,-1837.3607177734375,720000,51.5124
31.3,145,145,48.4101,37.85,-1962.900390625,725000,53.7418
55.68,146,146,74.2891,58.62,-1948.3074951171875,730000,55.1494
570.77,147,147,35.1832,891.02,-1496.40673828125,735000,53.8158
1027.75,148,148,31.5814,1027.05,-1681.4512939453125,740000,54.7662
1039.66,149,149,53.5954,1039.82,-1969.8594970703125,745000,56.5613
1040.97,150,150,52.8752,1043.2,-1982.9541015625,750000,56.9935
1042.16,151,151,49.7174,1046.56,-1997.5863037109375,755000,56.2353
1023.67,152,152,42.3127,1024.27,-1984.7501220703125,760000,55.9124
1026.26,153,153,40.5148,1024.04,-1897.6466064453125,765000,55.9041
1033.12,154,154,47.1582,1033.23,-2059.05908203125,770000,56.0611
1018.39,155,155,45.5088,1016.92,-2035.9832763671875,775000,55.8067
1038.75,156,156,55.8093,1034.09,-2101.008544921875,780000,55.3791
609.64,157,157,24.6609,685.53,-1524.0330810546875,785000,49.1345
1033.03,158,158,61.6744,1033.21,-2132.302978515625,790000,54.2014
1031.6,159,159,47.6346,1031.64,-2102.696044921875,795000,56.5149
-0.48,160,160,19.7791,1.87,-1294.25146484375,800000,52.333
349.81,161,161,28.3048,351.12,-1772.4814453125,805000,50.0672
-4.86,162,162,27.2811,-5.01,-1756.2447509765625,810000,51.9995
29.1,163,163,35.0767,43.68,-1915.205810546875,815000,52.0645
232.32,164,164,29.4652,236.48,-1876.335205078125,820000,53.3274
34.34,165,165,58.3585,35.32,-2351.41357421875,825000,52.8635
91.63,166,166,19.5603,122.45,-1528.85693359375,830000,51.0971
1012.74,167,167,21.6361,1011.07,-1965.0802001953125,835000,53.5015
1035.2,168,168,42.889,1028.02,-2275.64404296875,840000,56.0209
1023.86,169,169,41.0701,1023.78,-2300.72802734375,845000,55.9607
1025.61,170,170,47.8921,1031.52,-2333.150390625,850000,56.2804
1026.2,171,171,50.8141,1024.06,-2350.165771484375,855000,55.5138
1035.24,172,172,48.4689,1034.08,-2377.4814453125,860000,54.8599
101.27,173,173,39.6098,595.17,-2311.181640625,865000,54.2253
1019.0,174,174,45.5436,1019.06,-2393.010986328125,870000,56.2608
151.31,175,175,22.5961,172.41,-1824.8385009765625,875000,49.6304
84.63,176,176,21.2224,155.09,-1851.3446044921875,880000,49.0263
360.33,177,177,17.3908,361.0,-1634.425048828125,885000,49.1162
389.44,178,178,45.3375,345.79,-2178.99072265625,890000,50.5453
387.9,179,179,51.6447,352.28,-2522.603515625,895000,55.7819
991.3,180,180,29.2164,681.46,-2222.416015625,900000,53.2998
129.7,181,181,60.8484,114.44,-2553.410888671875,905000,52.509
1001.07,182,182,43.5111,998.89,-2488.37646484375,910000,55.673
1002.76,183,183,30.0488,1001.89,-2409.29052734375,915000,54.984
1002.86,184,184,31.1324,999.22,-2222.8359375,920000,54.504
1032.43,185,185,32.8329,1031.97,-2475.14013671875,925000,54.5361
998.34,186,186,36.0517,996.41,-2425.203369140625,930000,55.4621
539.42,187,187,33.4129,700.19,-2411.465087890625,935000,54.2718
593.03,188,188,36.6924,505.52,-2531.872802734375,940000,54.1307
1031.53,189,189,38.8804,1028.73,-2600.315185546875,945000,55.194
1033.73,190,190,40.9844,901.45,-2628.6220703125,950000,54.9272
998.91,191,191,43.9481,994.89,-2698.333740234375,955000,55.7366
1034.37,192,192,46.4258,1034.74,-2754.93896484375,960000,56.5283
1016.29,193,193,39.8956,1015.0,-2723.207763671875,965000,55.3705
1012.16,194,194,33.7401,1010.76,-2652.8701171875,970000,55.2689
249.62,195,195,17.9792,216.01,-1667.9818115234375,975000,50.254
701.69,196,196,35.4093,723.07,-2677.2109375,980000,52.6318
527.27,197,197,26.4722,362.69,-2628.751953125,985000,51.899
246.73,198,198,27.9992,266.76,-2611.987548828125,990000,53.3401
728.58,199,199,27.6752,711.82,-2573.015625,995000,50.8344
1013.91,200,200,21.4335,918.71,-2454.271728515625,1000000,51.704
150.63,201,201,19.9476,231.02,-2191.1865234375,1005000,50.6942
915.42,202,202,17.784,767.5,-2368.094482421875,1010000,50.6202
1017.53,203,203,31.6373,1017.06,-2826.51904296875,1015000,54.0646
1045.68,204,204,28.1807,847.92,-2686.623046875,1020000,50.5887
459.96,205,205,40.49,353.52,-2943.026611328125,1025000,52.2527
370.65,206,206,37.1706,350.99,-2442.595947265625,1030000,51.0097
350.78,207,207,29.6314,327.77,-2387.69580078125,1035000,48.8864
393.78,208,208,23.4212,372.42,-2433.8564453125,1040000,49.5799
283.22,209,209,45.5293,280.56,-2840.344970703125,1045000,52.2305
999.37,210,210,47.2275,1007.2,-3173.344970703125,1050000,55.4501
995.68,211,211,49.6296,981.15,-3083.44873046875,1055000,54.9685
975.08,212,212,42.4087,925.59,-2931.851318359375,1060000,54.4759
184.93,213,213,72.5012,204.05,-3208.797119140625,1065000,52.9135
463.31,214,214,26.5768,453.33,-2956.8662109375,1070000,51.2417
1050.93,215,215,55.367,1052.66,-3238.43798828125,1075000,55.9309
995.55,216,216,51.0592,995.12,-3288.903564453125,1080000,56.4297
1050.55,217,217,59.0372,1052.64,-3287.358642578125,1085000,55.9542
1013.49,218,218,47.1113,1025.45,-3266.4736328125,1090000,55.4514
1043.75,219,219,51.9642,1041.99,-3337.1513671875,1095000,55.2104
1004.01,220,220,36.9445,964.4,-3256.1201171875,1100000,54.4018
994.79,221,221,55.7171,990.06,-3299.22265625,1105000,56.788
407.78,222,222,29.1698,379.25,-3097.782470703125,1110000,50.6666
412.0,223,223,20.5994,388.02,-2370.673095703125,1115000,49.925
329.97,224,224,37.6202,342.38,-3258.2578125,1120000,51.9713
337.35,225,225,31.5097,329.21,-2987.53369140625,1125000,51.0114
361.06,226,226,24.962,352.64,-2589.861083984375,1130000,49.7188
330.95,227,227,33.024,330.33,-3211.26318359375,1135000,50.4308
989.25,228,228,25.4423,977.97,-2906.151611328125,1140000,53.7161
993.34,229,229,41.2533,992.92,-3495.46484375,1145000,56.8687
1046.73,230,230,42.2826,1047.32,-3543.737548828125,1150000,55.855
1022.18,231,231,33.9353,1025.07,-3487.234375,1155000,55.9721
1026.08,232,232,41.88,1025.95,-3605.025146484375,1160000,55.6013
1020.47,233,233,40.8877,1019.53,-3559.15087890625,1165000,56.7181
1030.54,234,234,41.1562,1027.65,-3494.5673828125,1170000,55.6077
1048.96,235,235,51.6781,1015.33,-3600.947021484375,1175000,53.4578
169.8,236,236,65.8736,143.85,-3713.359619140625,1180000,54.0781
988.57,237,237,56.1652,986.15,-3807.834716796875,1185000,57.1662
631.83,238,238,49.0534,677.59,-3689.507568359375,1190000,56.3797
997.15,239,239,33.7356,370.6,-3610.138427734375,1195000,54.7907
215.25,240,240,46.794,120.23,-3887.734619140625,1200000,54.5086
1006.67,241,241,31.8897,978.67,-3180.651123046875,1205000,52.3289
998.5,242,242,44.063,991.75,-3644.559814453125,1210000,56.3062
325.45,243,243,36.8855,330.35,-3791.70068359375,1215000,51.6037
236.13,244,244,26.4711,150.3,-3476.58447265625,1220000,52.3363
1016.81,245,245,38.472,1011.47,-3807.543701171875,1225000,55.8649
996.03,246,246,49.2352,988.04,-3995.565185546875,1230000,56.7664
1036.9,247,247,43.0817,1035.82,-3998.58251953125,1235000,55.7662
372.31,248,248,49.9377,355.83,-3909.310546875,1240000,50.8443
357.98,249,249,31.3789,357.22,-3364.01220703125,1245000,50.1619
375.03,250,250,28.8539,340.45,-3251.495361328125,1250000,50.2827
396.17,251,251,33.4419,358.89,-3432.369140625,1255000,50.114
404.26,252,252,21.1553,402.11,-3158.515625,1260000,51.1065
370.21,253,253,31.8138,394.08,-3478.371337890625,1265000,51.5541
489.75,254,254,48.5374,465.44,-4119.451171875,1270000,50.9148
448.68,255,255,40.298,421.59,-3828.078125,1275000,50.6417
395.01,256,256,41.0428,398.02,-4019.678955078125,1280000,50.5331
489.28,257,257,21.6495,458.4,-3225.86572265625,1285000,50.4384
386.62,258,258,44.1109,366.92,-3695.454833984375,1290000,50.5994
394.02,259,259,36.4701,385.64,-3532.809814453125,1295000,50.553
365.45,260,260,22.9031,363.45,-3390.17822265625,1300000,50.1193
437.05,261,261,48.5362,420.95,-4253.95703125,1305000,50.0554
476.74,262,262,17.1112,432.03,-2904.575927734375,1310000,48.0946
463.5,263,263,17.6227,437.01,-2916.357177734375,1315000,49.3915
450.73,264,264,17.5624,444.42,-3196.624267578125,1320000,49.0256
431.66,265,265,20.251,430.82,-3031.3642578125,1325000,49.2039
401.31,266,266,21.6487,381.01,-3205.737548828125,1330000,49.2996
404.58,267,267,22.6964,396.88,-3437.992431640625,1335000,49.8389
397.74,268,268,16.7507,379.17,-3268.396484375,1340000,50.318
472.73,269,269,25.5559,362.21,-3553.9384765625,1345000,50.3093
386.92,270,270,33.5663,380.77,-4080.700439453125,1350000,50.261
434.82,271,271,18.4609,394.76,-3578.348388671875,1355000,49.5744
308.72,272,272,22.1367,329.82,-3527.695556640625,1360000,50.1633
329.8,273,273,17.7348,372.76,-3078.042724609375,1365000,50.07
379.6,274,274,18.12,371.93,-3025.560791015625,1370000,49.2586
333.98,275,275,20.1987,326.97,-3717.681884765625,1375000,50.2329
359.0,276,276,22.0544,331.43,-3453.90966796875,1380000,50.2706
327.91,277,277,24.5611,324.43,-3477.43359375,1385000,50.3287
348.35,278,278,16.2414,369.92,-3499.072509765625,1390000,49.9126
373.48,279,279,17.8751,371.31,-3363.5263671875,1395000,49.5385
480.25,280,280,17.2254,375.85,-3352.122802734375,1400000,49.1022
427.48,281,281,21.5124,465.62,-3468.66796875,1405000,49.1647
349.17,282,282,17.7504,319.26,-3304.5390625,1410000,49.6271
328.4,283,283,17.0621,335.9,-3509.029296875,1415000,50.2765
337.48,284,284,19.1819,329.76,-3557.2568359375,1420000,50.9914
363.61,285,285,19.5159,360.83,-3658.40185546875,1425000,50.0804
613.16,286,286,21.9502,591.76,-4085.5703125,1430000,49.7408
622.95,287,287,54.579,672.49,-5000.4296875,1435000,56.7676
1019.51,288,288,48.1473,1018.93,-5015.28857421875,1440000,57.8708
499.83,289,289,17.2446,506.61,-3816.661865234375,1445000,49.9916
407.33,290,290,18.37,339.52,-3433.059326171875,1450000,49.5658
315.21,291,291,21.7406,355.04,-4537.4052734375,1455000,51.3781
355.25,292,292,26.4829,370.79,-4131.50048828125,1460000,49.26
388.16,293,293,20.6054,316.28,-3984.27734375,1465000,49.9924
1035.52,294,294,41.7216,989.98,-4679.19970703125,1470000,55.3751
1006.55,295,295,31.8182,1005.91,-4969.3193359375,1475000,54.8357
1015.31,296,296,32.9886,1024.74,-5073.1318359375,1480000,54.9481
1020.11,297,297,37.3815,1009.06,-5009.3466796875,1485000,56.0373
280.71,298,298,17.6491,319.76,-3624.252197265625,1490000,50.6452
370.97,299,299,17.9516,357.82,-3915.05517578125,1495000,50.2412
1033.72,300,300,57.0583,1033.82,-4749.64404296875,1500000,56.4737
1020.4,301,301,44.6204,1019.52,-5025.14990234375,1505000,56.9703
996.7,302,302,36.8284,836.04,-5264.55859375,1510000,53.3359
1019.3,303,303,38.8379,1018.51,-5325.10595703125,1515000,56.446
994.73,304,304,50.7939,895.43,-4948.3349609375,1520000,51.6126
1033.28,305,305,45.357,1031.51,-5421.1376953125,1525000,57.1119
431.43,306,306,18.1734,356.56,-3770.189697265625,1530000,48.5471
261.53,307,307,19.5733,282.2,-4613.47021484375,1535000,49.6742
381.98,308,308,14.8171,350.81,-3593.4580078125,1540000,49.36
334.33,309,309,17.1856,356.47,-3484.688232421875,1545000,49.6548
987.75,310,310,31.4974,709.78,-5592.775390625,1550000,52.5888
353.98,311,311,16.4472,367.16,-4406.81689453125,1555000,49.5708
339.95,312,312,27.8446,330.9,-4441.8115234375,1560000,51.382
393.41,313,313,17.5847,346.27,-4746.537109375,1565000,49.5949
379.02,314,314,17.7292,352.98,-3757.380126953125,1570000,49.3025
393.76,315,315,16.2324,351.46,-3887.0595703125,1575000,49.0105
305.96,316,316,14.9016,302.25,-3874.016357421875,1580000,49.5318
325.83,317,317,43.9188,296.3,-5391.37744140625,1585000,51.4792
323.05,318,318,16.6194,327.69,-4093.334716796875,1590000,50.0318
372.21,319,319,16.1664,347.87,-3753.904541015625,1595000,49.5679
257.71,320,320,62.0151,251.75,-5700.45751953125,1600000,51.2684
285.85,321,321,19.7189,284.36,-4134.12939453125,1605000,50.185
379.95,322,322,24.8855,352.43,-5190.37060546875,1610000,50.6859
438.37,323,323,30.3815,331.37,-5649.31298828125,1615000,50.8036
205.97,324,324,17.9839,344.14,-5027.69482421875,1620000,50.3744
334.41,325,325,20.6431,340.86,-4827.4580078125,1625000,50.3034
371.36,326,326,19.8691,357.1,-5225.09033203125,1630000,50.7389
370.31,327,327,31.3123,327.31,-5548.7333984375,1635000,50.824
430.37,328,328,19.8524,351.04,-4958.44384765625,1640000,50.448
382.84,329,329,41.6751,373.12,-5623.04638671875,1645000,50.6818
434.85,330,330,20.7553,360.11,-4896.693359375,1650000,50.1738
388.54,331,331,24.0055,354.87,-5854.59423828125,1655000,50.7468
381.75,332,332,45.7433,369.93,-5881.4990234375,1660000,51.3774
368.2,333,333,19.0151,348.12,-3889.25146484375,1665000,49.8446
359.62,334,334,55.8226,352.24,-6180.4609375,1670000,52.3255
413.18,335,335,41.076,371.67,-6661.55810546875,1675000,52.601
1017.55,336,336,61.2026,1017.35,-6308.619140625,1680000,58.1497
358.66,337,337,55.4606,330.59,-6222.71728515625,1685000,51.1563
362.93,338,338,33.9686,304.81,-6092.6904296875,1690000,50.6791
325.74,339,339,44.1905,363.79,-6198.7822265625,1695000,51.303
362.15,340,340,39.7042,339.14,-5898.81787109375,1700000,51.2535
304.45,341,341,53.9007,331.73,-6356.4814453125,1705000,51.0645
235.94,342,342,66.2193,294.88,-6214.86767578125,1710000,49.5256
-1.93,343,343,26.4658,142.58,-5814.6982421875,1715000,50.3815
351.37,344,344,74.2129,355.78,-6635.5419921875,1720000,54.0419
120.04,345,345,77.9557,213.41,-6630.26416015625,1725000,54.4317
262.26,346,346,58.3231,313.25,-6833.7744140625,1730000,53.1598
61.11,347,347,93.8238,64.34,-7291.49267578125,1735000,57.6817
194.49,348,348,69.0101,139.7,-7076.0595703125,1740000,52.2332
-4.64,349,349,73.5881,-4.75,-7439.3720703125,1745000,52.5956
-0.79,350,350,62.3119,-1.56,-7391.107421875,1750000,56.134
466.74,351,351,60.6549,334.04,-6735.2177734375,1755000,52.8477
640.87,352,352,58.1883,494.31,-7025.36376953125,1760000,54.9803
765.08,353,353,66.433,761.07,-7220.52099609375,1765000,56.0877
1005.98,354,354,61.8536,1006.16,-6923.0302734375,1770000,57.5279
1009.14,355,355,54.2713,1009.33,-6920.95947265625,1775000,56.8957
1013.38,356,356,54.695,1012.45,-6961.1103515625,1780000,57.6123
789.67,357,357,56.4414,634.99,-6990.9560546875,1785000,55.1601
1004.27,358,358,55.1642,1003.66,-7036.603515625,1790000,58.0015
962.88,359,359,56.8425,520.01,-7040.06103515625,1795000,50.657
471.91,360,360,44.7044,387.74,-6642.646484375,1800000,50.7279
159.9,361,361,56.0298,158.92,-7191.88720703125,1805000,51.3631
1015.12,362,362,55.129,968.89,-7026.5703125,1810000,57.7269
-9.08,363,363,66.9839,-9.42,-7421.32470703125,1815000,52.5288
1011.46,364,364,35.0009,940.81,-6808.13720703125,1820000,52.7642
1018.04,365,365,20.1012,1006.83,-5885.18701171875,1825000,53.4269
834.24,366,366,28.7343,925.51,-6456.25048828125,1830000,53.4262
26.21,367,367,80.0072,27.88,-7791.92529296875,1835000,53.1217
1015.17,368,368,32.707,1014.55,-6896.29150390625,1840000,55.4486
1032.01,369,369,36.8606,1032.48,-6962.93115234375,1845000,55.5225
1029.83,370,370,40.1768,1029.75,-7192.82666015625,1850000,55.2827
1030.87,371,371,41.9102,1029.92,-7035.90185546875,1855000,54.6101
225.65,372,372,98.134,219.36,-8325.462890625,1860000,53.6699
16.05,373,373,103.4445,17.46,-8733.5703125,1865000,54.466
997.74,374,374,38.4295,993.33,-6898.0927734375,1870000,56.1818
1030.51,375,375,46.1074,1029.72,-7285.75244140625,1875000,55.3914
766.34,376,376,35.7626,858.03,-7630.38525390625,1880000,52.6202
1010.73,377,377,39.1575,735.69,-7261.15966796875,1885000,53.2327
1015.83,378,378,44.7748,908.16,-7400.24755859375,1890000,53.7015
715.23,379,379,60.9194,391.37,-8153.72265625,1895000,54.228
323.65,380,380,53.489,391.63,-8048.982421875,1900000,55.2592
119.04,381,381,79.1046,66.9,-8453.763671875,1905000,55.3754
1026.12,382,382,41.9215,1024.58,-7358.48583984375,1910000,55.9843
1006.03,383,383,47.5514,1005.72,-7434.93505859375,1915000,56.1937
1020.53,384,384,37.4681,1019.4,-7170.09814453125,1920000,55.021
1021.72,385,385,54.6227,1021.65,-7587.0908203125,1925000,57.6779
1011.34,386,386,27.7689,1006.75,-6438.5810546875,1930000,54.3259
382.18,387,387,62.9964,401.59,-8475.671875,1935000,55.4505
1000.36,388,388,42.4426,999.42,-7677.94091796875,1940000,56.7772
1026.4,389,389,40.6734,1030.5,-6984.84716796875,1945000,56.1608
1021.45,390,390,27.7456,1017.72,-7385.451171875,1950000,54.4665
1018.28,391,391,29.8669,1022.19,-7252.7802734375,1955000,54.1598
250.13,392,392,59.6946,253.84,-7554.09619140625,1960000,52.6176
15.17,393,393,81.5553,65.34,-8926.521484375,1965000,55.3728
306.1,394,394,20.7245,304.33,-5974.8642578125,1970000,51.0313
326.36,395,395,21.4571,366.55,-7612.4677734375,1975000,50.5513
246.36,396,396,25.8946,345.91,-7400.70654296875,1980000,49.6355
