Real Det Return,Itration,Running Update Time,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Running Forward KL
455.56,799,799,24.885,748.02,-11193.671875,3995000,47.7111
769.09,800,800,20.4451,838.48,-11508.6484375,4000000,47.0959
722.83,801,801,20.3147,830.84,-11582.4833984375,4005000,47.8318
761.46,802,802,17.5317,1135.79,-12231.7451171875,4010000,47.6514
851.19,803,803,25.1127,779.88,-11147.1357421875,4015000,48.796
659.98,804,804,26.12,520.26,-11124.3896484375,4020000,47.6779
998.24,805,805,33.0468,955.24,-11168.7294921875,4025000,47.9059
819.17,806,806,28.4161,750.47,-11316.125,4030000,48.3424
596.68,807,807,24.5735,797.84,-11338.62890625,4035000,48.8678
1263.31,808,808,30.9015,1005.02,-11167.912109375,4040000,48.6548
1058.24,809,809,30.2538,665.51,-10649.107421875,4045000,49.0542
994.58,810,810,17.0586,765.32,-12724.6708984375,4050000,48.1192
1345.6,811,811,24.4367,1117.78,-11394.3251953125,4055000,48.2041
898.02,812,812,22.5351,941.76,-11696.7822265625,4060000,49.2225
1243.46,813,813,19.5264,995.26,-11432.2578125,4065000,47.9087
1102.58,814,814,16.5808,648.22,-12388.12890625,4070000,47.5966
656.15,815,815,15.753,893.7,-12065.3671875,4075000,47.7499
664.73,816,816,15.9341,501.98,-12559.4755859375,4080000,49.0083
934.55,817,817,17.3805,799.79,-12306.4619140625,4085000,46.9078
558.29,818,818,21.6797,650.05,-12112.1640625,4090000,48.2745
653.25,819,819,17.9223,768.66,-12835.2763671875,4095000,47.9847
822.61,820,820,17.8401,692.23,-12096.7080078125,4100000,49.7886
482.05,821,821,71.5804,519.45,-11822.5791015625,4105000,49.0268
715.77,822,822,29.8936,840.39,-11544.5166015625,4110000,48.1671
511.83,823,823,16.2458,565.27,-12610.4638671875,4115000,48.6456
948.07,824,824,43.335,716.12,-11293.1123046875,4120000,49.2126
361.76,825,825,41.9219,711.64,-11316.447265625,4125000,48.9242
283.79,826,826,58.9642,225.44,-10995.7197265625,4130000,48.6047
711.63,827,827,44.1055,455.77,-10426.3017578125,4135000,49.357
1314.7,828,828,34.432,984.18,-11860.255859375,4140000,48.6465
881.34,829,829,17.8781,740.38,-12489.4638671875,4145000,48.2643
629.55,830,830,27.3648,649.64,-11989.814453125,4150000,48.7086
954.66,831,831,14.9279,874.5,-13813.66796875,4155000,48.5186
819.07,832,832,19.4348,1001.99,-12836.3173828125,4160000,47.5441
793.05,833,833,16.4873,775.35,-12532.2216796875,4165000,47.8264
1018.1,834,834,16.227,758.45,-12080.314453125,4170000,48.0677
1407.01,835,835,26.6079,1288.64,-12412.3369140625,4175000,47.3616
667.51,836,836,27.9361,764.13,-12483.5615234375,4180000,47.6503
1585.44,837,837,22.0864,1260.33,-13119.51953125,4185000,48.8312
1175.4,838,838,16.8032,902.92,-12641.5595703125,4190000,47.3156
369.06,839,839,19.0387,452.58,-12814.4375,4195000,49.1585
47.16,840,840,42.3945,41.09,-15288.396484375,4200000,52.1706
7.53,841,841,82.5233,7.61,-17302.123046875,4205000,53.5372
363.07,842,842,55.0085,395.79,-14833.6513671875,4210000,52.9137
408.12,843,843,62.3048,380.0,-12560.7705078125,4215000,50.275
521.47,844,844,35.7885,459.67,-12861.421875,4220000,48.7666
881.78,845,845,38.2471,559.61,-13836.1416015625,4225000,50.2196
31.66,846,846,23.4828,165.19,-13714.693359375,4230000,51.5512
870.73,847,847,27.0224,653.55,-13015.1875,4235000,51.8266
1048.41,848,848,30.0833,757.1,-12125.6806640625,4240000,50.9542
875.12,849,849,39.5387,715.79,-11832.822265625,4245000,54.3048
213.71,850,850,31.0656,245.89,-13075.90234375,4250000,51.6183
73.13,851,851,71.4324,97.75,-16402.6328125,4255000,53.3729
116.13,852,852,40.6277,123.98,-13955.2275390625,4260000,53.4514
273.16,853,853,47.4128,116.16,-14779.828125,4265000,53.7225
991.29,854,854,30.3593,468.15,-12651.2392578125,4270000,52.0301
1010.95,855,855,33.9896,993.77,-10748.865234375,4275000,55.2556
1043.51,856,856,46.0887,1053.57,-10844.580078125,4280000,54.9239
515.38,857,857,34.0626,391.17,-13423.3173828125,4285000,50.6488
892.18,858,858,28.1847,522.69,-11419.41796875,4290000,51.4143
557.2,859,859,49.9213,244.46,-11017.5947265625,4295000,49.8354
412.71,860,860,40.5465,374.6,-14248.6630859375,4300000,50.292
256.23,861,861,30.4511,157.2,-13894.435546875,4305000,50.3968
662.05,862,862,22.8107,494.28,-13157.505859375,4310000,48.6102
794.87,863,863,19.7477,714.41,-13490.1728515625,4315000,47.9639
848.26,864,864,21.9762,877.53,-13647.2109375,4320000,47.3664
1811.2,865,865,21.7272,1454.07,-13138.73828125,4325000,48.1236
1436.64,866,866,17.0492,1097.85,-12736.7919921875,4330000,47.1677
1864.59,867,867,17.7719,1584.55,-13345.4072265625,4335000,47.8636
1981.82,868,868,16.7371,1582.58,-13211.1640625,4340000,47.2806
1761.83,869,869,15.4967,2042.85,-12661.1533203125,4345000,47.0835
1434.83,870,870,15.8021,1261.32,-12989.8056640625,4350000,47.3982
1639.3,871,871,23.6259,1742.45,-12406.203125,4355000,47.6301
2340.31,872,872,22.0695,2375.8,-12421.775390625,4360000,48.2323
1555.87,873,873,24.2018,1432.17,-12576.083984375,4365000,49.3465
1456.86,874,874,18.7506,1354.42,-12182.3623046875,4370000,47.6054
1906.86,875,875,20.2806,2178.82,-12138.421875,4375000,47.8116
2881.27,876,876,18.0781,2197.79,-12681.6650390625,4380000,47.315
2466.57,877,877,17.751,2684.36,-13056.904296875,4385000,47.5666
2321.7,878,878,17.253,2275.76,-12801.5556640625,4390000,47.6476
2459.36,879,879,17.0111,2554.52,-13208.6337890625,4395000,47.4303
2689.09,880,880,17.6436,2686.39,-13146.1005859375,4400000,47.3716
2913.17,881,881,16.8317,2389.24,-13240.6865234375,4405000,47.4277
2940.06,882,882,16.3558,2835.45,-12467.0712890625,4410000,46.5467
3224.43,883,883,18.6032,2463.2,-12161.0732421875,4415000,47.9275
2662.27,884,884,17.7408,2557.65,-13014.6708984375,4420000,47.0938
2734.5,885,885,15.9245,2665.54,-12682.779296875,4425000,46.7571
2642.6,886,886,17.9749,2576.69,-13406.58203125,4430000,47.2637
2578.24,887,887,15.7304,2232.23,-12994.8447265625,4435000,47.0051
3005.12,888,888,17.8788,2503.93,-12855.14453125,4440000,47.548
2847.95,889,889,15.7736,2772.52,-13412.0537109375,4445000,47.1581
2962.24,890,890,17.0143,2817.73,-13035.0,4450000,47.5044
2848.18,891,891,17.9368,2938.3,-13056.3681640625,4455000,47.5107
3131.34,892,892,18.3347,2668.95,-13164.296875,4460000,47.6364
3088.85,893,893,16.0999,2322.19,-12947.876953125,4465000,47.3092
3239.36,894,894,18.5532,3060.27,-12713.546875,4470000,47.8539
2929.17,895,895,16.4916,2760.31,-13318.80078125,4475000,47.1139
3122.87,896,896,18.6906,3092.28,-12296.5166015625,4480000,47.686
3166.33,897,897,16.4769,2900.59,-12995.666015625,4485000,47.5715
2758.17,898,898,18.0025,2380.82,-13303.662109375,4490000,47.7633
3055.06,899,899,19.9056,2967.25,-12921.9169921875,4495000,47.7909
3486.01,900,900,16.9855,2775.79,-12472.6650390625,4500000,47.4496
2841.71,901,901,16.8591,3216.42,-12875.63671875,4505000,47.9196
3503.46,902,902,17.1273,2813.4,-12674.248046875,4510000,47.463
3520.76,903,903,18.2988,3513.43,-11943.19140625,4515000,47.4773
847.26,904,904,17.7295,3094.68,-12714.5341796875,4520000,46.9753
3311.63,905,905,17.9185,2924.0,-12202.96484375,4525000,47.1864
1367.46,906,906,17.9881,2486.98,-12634.2978515625,4530000,47.2536
1687.58,907,907,17.4663,2798.45,-13289.9326171875,4535000,47.5259
2401.37,908,908,18.1469,2993.2,-13130.3701171875,4540000,47.1048
1949.64,909,909,24.0555,1997.67,-13197.2177734375,4545000,47.3748
2235.2,910,910,18.6491,2564.78,-12932.0439453125,4550000,48.1137
2566.83,911,911,18.1599,1803.31,-13725.587890625,4555000,47.8719
2220.51,912,912,17.4734,2199.38,-13497.541015625,4560000,47.3088
1312.52,913,913,17.7232,1192.75,-13673.892578125,4565000,47.7541
2039.35,914,914,29.2641,1670.53,-14013.759765625,4570000,47.0309
2951.57,915,915,17.2634,2166.7,-13476.484375,4575000,46.9847
1866.0,916,916,16.054,2098.99,-13617.66796875,4580000,46.1289
2849.19,917,917,18.22,2533.96,-13730.0498046875,4585000,47.4975
2433.16,918,918,18.9318,1831.57,-13840.5478515625,4590000,47.4162
1181.68,919,919,17.7032,2371.53,-13905.9697265625,4595000,46.7249
1698.04,920,920,16.3963,1358.17,-14198.5400390625,4600000,47.0785
3111.72,921,921,16.0355,2880.79,-13697.859375,4605000,45.6103
1399.39,922,922,20.2683,1693.09,-14567.224609375,4610000,46.5523
2268.05,923,923,18.6119,2114.13,-14660.6513671875,4615000,47.4882
939.9,924,924,21.8664,922.4,-14540.3037109375,4620000,48.557
546.44,925,925,17.709,646.56,-14482.65625,4625000,47.3118
269.74,926,926,21.9635,562.71,-14450.3173828125,4630000,47.6977
3326.55,927,927,17.6678,2693.46,-12713.6826171875,4635000,47.4954
758.76,928,928,16.9824,798.23,-14542.05859375,4640000,47.0515
1693.21,929,929,19.9963,1564.48,-14434.74609375,4645000,48.4623
2438.41,930,930,17.7272,3003.85,-12961.265625,4650000,47.0216
3239.09,931,931,21.8598,2635.23,-13865.91015625,4655000,47.0456
2300.74,932,932,17.3961,2238.41,-13480.8466796875,4660000,46.4914
1917.7,933,933,18.1591,2262.99,-14313.3173828125,4665000,47.3284
2822.13,934,934,19.5393,2792.48,-15237.3984375,4670000,47.9026
2558.75,935,935,16.2666,2096.27,-14580.4150390625,4675000,46.8484
1564.18,936,936,19.9848,1376.68,-14139.580078125,4680000,47.1627
2341.39,937,937,22.6093,2079.53,-15117.5703125,4685000,47.9473
3774.18,938,938,17.9613,3596.21,-13199.109375,4690000,47.5285
2880.77,939,939,19.0429,2834.22,-14501.642578125,4695000,47.5319
1196.83,940,940,22.1741,1576.1,-13548.435546875,4700000,47.15
1699.28,941,941,23.3902,2878.54,-14570.7470703125,4705000,47.6195
3082.56,942,942,21.96,2710.48,-14213.4677734375,4710000,46.7306
3176.91,943,943,22.7148,2956.4,-13806.806640625,4715000,46.88
3954.81,944,944,19.3271,3883.43,-12236.978515625,4720000,46.7547
481.56,945,945,29.5321,1641.95,-14861.416015625,4725000,47.4448
926.54,946,946,25.3912,1914.65,-15288.4736328125,4730000,46.8657
1867.34,947,947,17.1912,1879.25,-15408.5419921875,4735000,47.5678
3867.73,948,948,18.2069,3115.05,-11644.4033203125,4740000,45.642
2406.51,949,949,23.3641,2461.7,-14180.0732421875,4745000,46.0552
1495.41,950,950,36.2537,1877.63,-15097.666015625,4750000,47.4968
1522.66,951,951,42.762,1353.09,-15426.0615234375,4755000,48.6231
985.35,952,952,45.4321,560.05,-14741.0986328125,4760000,49.0421
2018.45,953,953,29.6632,1535.64,-14778.123046875,4765000,47.1409
2222.18,954,954,40.9381,2116.1,-14770.576171875,4770000,46.5249
1503.1,955,955,30.621,873.64,-15581.4443359375,4775000,47.891
3437.86,956,956,23.1457,2241.01,-14399.0390625,4780000,45.5513
2197.62,957,957,28.2056,1797.22,-15485.4794921875,4785000,47.7847
1795.0,958,958,34.3749,948.52,-14678.7470703125,4790000,46.7567
2609.43,959,959,30.9689,1966.53,-14176.3779296875,4795000,46.7901
1688.51,960,960,23.4815,2236.85,-14518.4521484375,4800000,46.3689
2311.92,961,961,24.1337,1845.96,-14191.5732421875,4805000,45.9159
722.87,962,962,43.5079,518.35,-14838.958984375,4810000,48.4817
1012.76,963,963,28.5377,1587.41,-14184.455078125,4815000,46.434
1189.44,964,964,29.8246,1954.53,-14077.1103515625,4820000,47.0592
2743.55,965,965,21.2347,2804.79,-13718.4970703125,4825000,47.3574
-8.26,966,966,63.2734,-0.15,-16729.61328125,4830000,53.7057
113.5,967,967,43.6994,121.48,-17382.16015625,4835000,52.0076
9.34,968,968,57.5878,9.34,-15761.9287109375,4840000,54.5293
5.75,969,969,91.1672,-0.92,-15194.623046875,4845000,53.9484
25.17,970,970,81.2186,27.25,-15820.578125,4850000,53.1961
263.48,971,971,55.065,155.29,-15543.4599609375,4855000,52.3884
989.32,972,972,74.5302,981.45,-11614.4658203125,4860000,56.9464
272.82,973,973,45.8951,286.25,-17255.263671875,4865000,51.0813
263.69,974,974,48.6183,275.04,-17879.306640625,4870000,53.3164
533.07,975,975,44.6981,489.1,-14719.73828125,4875000,51.3027
94.89,976,976,55.4628,303.18,-14526.046875,4880000,50.4896
161.86,977,977,54.7223,159.74,-15886.044921875,4885000,54.1871
342.08,978,978,30.1653,344.13,-17550.96484375,4890000,51.8305
2252.96,979,979,23.9426,2285.71,-15318.9951171875,4895000,48.0267
34.31,980,980,32.8465,38.8,-16288.564453125,4900000,50.7126
690.25,981,981,58.0837,650.86,-15641.173828125,4905000,49.3776
245.22,982,982,26.5921,263.98,-15457.0380859375,4910000,47.6523
3016.64,983,983,38.5241,2634.76,-14358.2587890625,4915000,47.0515
3112.17,984,984,27.6808,3000.85,-13267.15234375,4920000,49.0312
2425.75,985,985,24.4835,2269.97,-14000.501953125,4925000,48.0497
-0.62,986,986,122.4255,-0.61,-18563.740234375,4930000,56.5429
60.7,987,987,70.8794,63.01,-17217.3203125,4935000,53.7893
108.87,988,988,111.0184,153.88,-17294.208984375,4940000,53.975
326.77,989,989,97.4556,330.08,-17596.984375,4945000,55.6643
321.26,990,990,96.8454,320.37,-14880.6591796875,4950000,54.0425
420.94,991,991,42.354,402.94,-17457.0078125,4955000,50.6781
686.7,992,992,38.0233,646.28,-16304.296875,4960000,50.1191
659.63,993,993,19.6478,847.34,-15229.080078125,4965000,47.8866
726.53,994,994,25.4355,698.21,-15454.5263671875,4970000,48.9821
354.72,995,995,21.4023,369.37,-15696.3740234375,4975000,49.1074
524.24,996,996,35.9823,501.31,-16006.6298828125,4980000,49.5989
695.66,997,997,28.9831,432.14,-15955.451171875,4985000,48.5051
878.29,998,998,36.114,954.72,-16076.0302734375,4990000,47.7504
1694.36,999,999,33.4323,1531.51,-15218.7978515625,4995000,48.3008
1717.4,1000,1000,20.1875,1680.49,-15431.06640625,5000000,47.7457
990.23,1001,1001,43.267,993.94,-15551.9404296875,5005000,57.5176
997.22,1002,1002,51.0203,998.18,-15658.7509765625,5010000,57.6606
917.58,1003,1003,48.886,986.62,-15507.6826171875,5015000,50.3252
839.78,1004,1004,32.3646,805.03,-14337.7060546875,5020000,50.2178
992.02,1005,1005,41.5144,990.25,-12305.513671875,5025000,57.0768
994.99,1006,1006,41.4824,992.3,-12283.388671875,5030000,56.9525
1002.61,1007,1007,62.9457,1001.73,-12297.46875,5035000,57.3358
1001.47,1008,1008,48.5874,999.93,-12286.1689453125,5040000,56.9996
33.92,1009,1009,62.3086,36.27,-18038.046875,5045000,52.2488
9.94,1010,1010,133.2414,7.87,-17923.578125,5050000,55.3368
30.37,1011,1011,70.4613,53.49,-14851.2001953125,5055000,53.4269
152.43,1012,1012,40.3709,202.24,-16936.845703125,5060000,51.7437
165.89,1013,1013,108.6041,173.31,-12047.267578125,5065000,52.2053
278.05,1014,1014,66.1427,278.18,-17979.224609375,5070000,50.9291
447.42,1015,1015,49.2976,437.73,-17258.4921875,5075000,52.2487
42.3,1016,1016,87.1184,44.83,-18511.86328125,5080000,58.1573
68.18,1017,1017,69.6344,68.44,-18188.21484375,5085000,57.0497
109.15,1018,1018,64.9736,103.59,-16434.005859375,5090000,54.9498
333.1,1019,1019,69.1196,330.51,-18326.279296875,5095000,55.0574
843.27,1020,1020,53.6131,690.3,-16099.9560546875,5100000,54.3661
82.26,1021,1021,59.8065,114.96,-18338.966796875,5105000,53.0193
347.33,1022,1022,44.4278,342.9,-15638.48828125,5110000,52.6552
529.54,1023,1023,48.1184,476.72,-13914.5771484375,5115000,47.8453
539.06,1024,1024,50.21,296.93,-14853.806640625,5120000,48.3627
515.23,1025,1025,42.935,467.01,-15429.0927734375,5125000,47.8123
678.97,1026,1026,20.2064,703.13,-15104.2705078125,5130000,46.7444
14.16,1027,1027,81.9895,12.72,-18632.451171875,5135000,55.4268
611.14,1028,1028,44.9893,462.48,-17762.54296875,5140000,50.9621
42.32,1029,1029,67.7724,51.61,-16039.638671875,5145000,55.649
0.37,1030,1030,74.4033,0.02,-14913.5166015625,5150000,55.1871
51.37,1031,1031,65.4605,49.29,-18044.1015625,5155000,56.841
31.61,1032,1032,54.2356,31.3,-16116.4931640625,5160000,52.7341
470.22,1033,1033,26.1256,328.78,-18096.5234375,5165000,51.0587
556.37,1034,1034,44.6432,663.72,-13033.6708984375,5170000,48.1948
992.08,1035,1035,25.6683,1403.95,-13054.5615234375,5175000,47.0967
998.77,1036,1036,49.4917,692.2,-12885.7939453125,5180000,51.434
1040.15,1037,1037,57.245,863.13,-12223.5947265625,5185000,51.1121
1953.99,1038,1038,25.2771,1819.96,-14569.244140625,5190000,48.1568
2264.6,1039,1039,23.9698,2140.34,-15843.2607421875,5195000,47.8037
2670.71,1040,1040,17.2117,2292.36,-16160.158203125,5200000,47.1173
2828.62,1041,1041,18.9929,2200.73,-15536.0166015625,5205000,46.5586
178.33,1042,1042,18.6423,486.06,-16203.955078125,5210000,48.0556
866.82,1043,1043,16.5642,909.13,-16343.8037109375,5215000,47.943
821.82,1044,1044,17.0624,742.17,-16561.544921875,5220000,47.7864
1354.37,1045,1045,19.2658,1033.13,-16593.314453125,5225000,48.1806
2267.67,1046,1046,20.089,1800.79,-16283.291015625,5230000,47.7018
2739.1,1047,1047,23.12,2854.03,-15954.5654296875,5235000,48.1116
1435.49,1048,1048,20.3309,1660.66,-15743.4287109375,5240000,47.8559
3337.12,1049,1049,18.4657,2885.24,-13854.740234375,5245000,46.4442
2798.28,1050,1050,18.4097,2810.35,-14331.9013671875,5250000,47.1805
3103.94,1051,1051,18.5695,2950.38,-15167.53125,5255000,46.5756
2317.16,1052,1052,19.0835,2305.14,-15987.947265625,5260000,47.1828
2520.06,1053,1053,16.091,2173.86,-16481.767578125,5265000,47.2733
2687.2,1054,1054,16.4329,2472.61,-15606.544921875,5270000,46.8452
2600.23,1055,1055,15.8828,2535.83,-15944.2001953125,5275000,47.0594
3325.43,1056,1056,17.1123,2688.57,-14644.28125,5280000,45.9841
2356.73,1057,1057,14.4644,2745.73,-16322.8603515625,5285000,46.3192
2990.13,1058,1058,16.4205,2862.04,-16235.125,5290000,46.6959
3565.32,1059,1059,17.3791,2968.57,-15011.732421875,5295000,46.8043
2904.05,1060,1060,15.7975,2596.06,-15696.0283203125,5300000,46.186
1823.72,1061,1061,16.6381,2880.0,-16137.9736328125,5305000,46.5614
1472.07,1062,1062,16.4666,2518.37,-15859.7431640625,5310000,46.349
1960.1,1063,1063,20.2225,1133.63,-15662.1220703125,5315000,46.0056
2930.67,1064,1064,19.3408,2507.88,-16491.22265625,5320000,47.1024
3552.59,1065,1065,19.2102,3249.52,-15632.6044921875,5325000,45.4782
3420.57,1066,1066,19.7679,3218.34,-15880.8017578125,5330000,45.9956
3503.99,1067,1067,19.8569,3241.89,-15368.4404296875,5335000,45.7436
3094.32,1068,1068,20.0568,2995.38,-15462.8046875,5340000,46.896
3727.63,1069,1069,21.2655,3420.43,-15729.9638671875,5345000,46.5048
3770.89,1070,1070,20.5652,3520.0,-15560.8251953125,5350000,47.0405
3076.04,1071,1071,19.1431,3038.66,-16074.0791015625,5355000,46.9034
3451.75,1072,1072,19.4049,3100.26,-16072.10546875,5360000,46.5461
3296.91,1073,1073,17.7505,3047.44,-16058.28125,5365000,46.6876
2555.14,1074,1074,19.1517,2963.23,-15981.8349609375,5370000,47.38
3414.19,1075,1075,17.0151,3101.87,-15930.07421875,5375000,46.1039
3543.48,1076,1076,17.6534,3130.56,-16137.603515625,5380000,47.201
1469.8,1077,1077,19.2856,2335.86,-15033.62109375,5385000,46.001
1694.38,1078,1078,18.8422,2241.76,-15176.2109375,5390000,47.1245
3992.11,1079,1079,18.4839,3724.04,-14788.4921875,5395000,46.7586
2859.16,1080,1080,20.0672,3018.78,-14670.8447265625,5400000,46.5579
1099.15,1081,1081,19.1601,1695.34,-15245.1689453125,5405000,46.7813
2056.42,1082,1082,20.7964,2331.79,-15203.3779296875,5410000,47.2144
827.97,1083,1083,19.1144,1740.53,-14729.66796875,5415000,45.8051
4104.2,1084,1084,19.9413,3079.75,-14303.1865234375,5420000,45.4564
4121.11,1085,1085,18.9048,3192.9,-14886.41796875,5425000,45.4502
1495.62,1086,1086,21.8558,2074.68,-14307.9052734375,5430000,44.8504
3707.9,1087,1087,18.8483,3445.76,-14519.7255859375,5435000,44.9771
2064.5,1088,1088,19.5643,3240.43,-14123.20703125,5440000,45.0262
2103.64,1089,1089,19.7242,2906.86,-14923.333984375,5445000,45.6417
4024.02,1090,1090,18.5029,3927.23,-14103.44921875,5450000,45.4395
4178.63,1091,1091,19.4135,3796.12,-13547.298828125,5455000,45.9221
3678.05,1092,1092,17.2543,3226.78,-14780.8681640625,5460000,44.7188
2071.69,1093,1093,17.8595,2873.02,-14159.3759765625,5465000,44.768
1730.72,1094,1094,18.6636,2288.59,-14078.443359375,5470000,44.6084
2880.35,1095,1095,18.1049,3298.33,-14084.912109375,5475000,44.6457
4591.45,1096,1096,20.2183,4376.58,-13314.931640625,5480000,45.3414
4502.54,1097,1097,24.7945,4382.83,-12550.474609375,5485000,47.4824
4304.17,1098,1098,18.2007,4419.69,-13530.884765625,5490000,44.5934
1803.93,1099,1099,20.4393,1636.68,-14704.75390625,5495000,45.9929
3982.33,1100,1100,21.1417,3811.85,-14418.5908203125,5500000,45.5564
4051.72,1101,1101,22.699,4098.47,-14718.7958984375,5505000,46.0746
4608.57,1102,1102,24.1764,4728.03,-12909.263671875,5510000,46.8525
4178.52,1103,1103,19.7741,4309.23,-13600.4716796875,5515000,45.4703
3565.51,1104,1104,15.232,3289.67,-15546.2509765625,5520000,43.8155
4063.83,1105,1105,17.4232,4083.33,-14652.4521484375,5525000,44.6663
4866.62,1106,1106,19.2296,4477.0,-14159.064453125,5530000,46.4616
4440.18,1107,1107,19.0604,3623.73,-14083.4990234375,5535000,46.8258
60.87,1108,1108,102.43,61.69,-17965.595703125,5540000,52.1664
33.3,1109,1109,28.7804,32.71,-17266.9765625,5545000,53.5199
1016.07,1110,1110,35.2918,1008.58,-18005.09765625,5550000,54.545
579.31,1111,1111,70.8068,584.0,-17981.935546875,5555000,53.5896
3841.66,1112,1112,26.9877,3908.67,-14944.88671875,5560000,49.5898
3178.03,1113,1113,23.9343,2695.43,-17271.96875,5565000,50.2701
2296.55,1114,1114,21.6783,2493.7,-17329.61328125,5570000,48.7925
2760.52,1115,1115,18.895,2904.9,-16734.859375,5575000,46.6335
3065.2,1116,1116,18.5708,3071.89,-15959.3876953125,5580000,45.1378
3568.49,1117,1117,26.311,3517.27,-14643.072265625,5585000,44.8667
2795.76,1118,1118,44.4057,2272.17,-15568.99609375,5590000,46.2735
3207.86,1119,1119,22.8448,3139.22,-15558.384765625,5595000,45.3709
3155.73,1120,1120,24.9895,3003.11,-15502.939453125,5600000,47.9054
4171.24,1121,1121,23.4052,3607.63,-13993.728515625,5605000,46.0686
208.16,1122,1122,51.5365,174.73,-17174.7734375,5610000,49.6858
973.97,1123,1123,18.6569,1391.27,-16169.51953125,5615000,45.6873
1614.28,1124,1124,24.9946,913.02,-16978.49609375,5620000,46.9276
2692.45,1125,1125,19.2236,2543.93,-15303.12890625,5625000,46.0247
3307.67,1126,1126,22.7779,3085.48,-16702.984375,5630000,48.0784
2444.72,1127,1127,24.3947,2095.2,-16725.4453125,5635000,48.8164
2494.44,1128,1128,21.5126,2395.28,-16275.5703125,5640000,47.8369
1471.42,1129,1129,21.47,2091.99,-16025.794921875,5645000,47.6329
1153.39,1130,1130,23.624,2218.79,-15082.740234375,5650000,45.7312
1678.1,1131,1131,24.6118,1088.5,-15909.6640625,5655000,46.3005
678.23,1132,1132,22.6113,1400.24,-16180.8203125,5660000,46.6833
2798.07,1133,1133,46.7483,2446.42,-15936.0234375,5665000,46.3177
2442.05,1134,1134,26.782,2381.51,-16072.740234375,5670000,46.233
1134.06,1135,1135,32.826,965.33,-17007.42578125,5675000,47.3808
1178.31,1136,1136,50.48,997.93,-16784.0546875,5680000,50.6963
4110.49,1137,1137,38.8322,2669.36,-15427.900390625,5685000,46.3328
3813.56,1138,1138,22.9878,3934.86,-15070.490234375,5690000,47.6744
4860.15,1139,1139,22.2657,4597.99,-13731.3515625,5695000,47.0754
4439.67,1140,1140,23.6893,4330.93,-14579.583984375,5700000,46.5421
4040.44,1141,1141,23.9138,3360.0,-15218.5576171875,5705000,48.0863
4173.3,1142,1142,20.6666,3955.16,-14202.3203125,5710000,45.6842
2941.92,1143,1143,22.0879,3272.91,-16528.078125,5715000,46.8267
4069.34,1144,1144,22.8114,4067.78,-14974.6435546875,5720000,46.8907
3188.95,1145,1145,21.1382,2621.47,-16964.353515625,5725000,47.2391
3154.93,1146,1146,23.564,3531.29,-16001.4189453125,5730000,46.3211
2976.69,1147,1147,20.6843,2179.96,-16964.427734375,5735000,46.6772
3381.18,1148,1148,23.0413,3487.98,-16424.904296875,5740000,45.9363
3419.81,1149,1149,23.8197,3278.02,-16271.810546875,5745000,47.5817
3123.68,1150,1150,21.7186,2637.2,-16343.2099609375,5750000,45.873
3424.29,1151,1151,21.8022,3290.6,-16532.333984375,5755000,47.0925
2492.81,1152,1152,21.1354,2689.16,-16374.439453125,5760000,46.0897
3347.27,1153,1153,22.1436,3501.96,-15991.0654296875,5765000,46.4009
3294.12,1154,1154,23.9087,3516.24,-16346.375,5770000,46.5251
3312.62,1155,1155,20.7605,3087.97,-16469.1953125,5775000,47.1381
2543.76,1156,1156,20.8856,2821.03,-16233.791015625,5780000,46.4474
3557.77,1157,1157,22.8648,3114.5,-16582.84765625,5785000,47.2655
3468.66,1158,1158,22.5614,3487.61,-16058.91796875,5790000,46.1015
3538.64,1159,1159,23.7691,3652.99,-16244.6572265625,5795000,45.8581
3944.28,1160,1160,22.7844,4015.83,-15834.46875,5800000,46.563
4092.51,1161,1161,22.8044,3916.01,-16123.46484375,5805000,46.0599
4055.05,1162,1162,22.2641,4096.9,-15258.8974609375,5810000,45.6696
2582.92,1163,1163,22.6783,3557.62,-15997.9091796875,5815000,45.9415
3712.48,1164,1164,20.5534,3443.92,-16239.6923828125,5820000,45.8042
3453.27,1165,1165,19.8419,3454.77,-16270.921875,5825000,45.7123
3586.58,1166,1166,20.4652,3604.51,-16328.77734375,5830000,45.8163
3384.25,1167,1167,20.1873,3279.78,-16508.98828125,5835000,45.6946
3108.89,1168,1168,18.6992,2999.57,-16933.765625,5840000,45.5242
2879.94,1169,1169,17.2374,3097.27,-16731.38671875,5845000,44.7304
3438.23,1170,1170,17.1104,3188.29,-17093.552734375,5850000,45.2786
3491.45,1171,1171,18.4633,3583.0,-16404.091796875,5855000,45.1074
2881.15,1172,1172,16.79,2982.23,-16920.337890625,5860000,45.4348
3580.99,1173,1173,25.2964,3500.26,-16976.939453125,5865000,47.6137
4143.28,1174,1174,20.5823,4038.14,-14833.82421875,5870000,46.2086
2308.58,1175,1175,22.957,1754.53,-16252.2548828125,5875000,46.1226
3837.08,1176,1176,20.1922,3783.5,-16139.236328125,5880000,45.7758
3896.72,1177,1177,19.8064,3701.32,-15805.0908203125,5885000,45.7308
3687.45,1178,1178,20.0712,2265.1,-16264.1103515625,5890000,45.9357
4181.99,1179,1179,19.0981,3770.38,-14972.0615234375,5895000,44.9508
4411.65,1180,1180,19.087,4329.42,-14101.173828125,5900000,44.5362
4496.75,1181,1181,18.6405,4231.42,-14213.486328125,5905000,44.8507
