Reward Loss,Running Reverse KL,Real Det Return,Real Sto Return,Running Env Steps,Running Update Time,Itration,Running Forward KL
-1991.0421142578125,11.879,181.64,544.23,175000,35,35,25.6927
-2129.75390625,11.8276,607.96,593.23,180000,36,36,26.1053
-2035.1663818359375,11.9071,613.51,627.11,185000,37,37,25.522
-2348.934326171875,11.1879,612.75,608.8,190000,38,38,25.72
-2429.359130859375,13.7938,624.97,615.52,195000,39,39,25.2973
-2109.9169921875,11.6826,676.44,659.1,200000,40,40,25.1987
-2119.95458984375,11.8587,659.62,647.46,205000,41,41,25.1999
-2098.073974609375,11.6962,807.01,749.69,210000,42,42,24.5128
-2428.662353515625,12.0761,728.57,716.49,215000,43,43,24.9049
-2322.992431640625,12.8297,872.51,821.13,220000,44,44,23.7045
-2497.56689453125,13.0791,927.08,918.53,225000,45,45,23.9087
-2405.606201171875,12.91,925.22,904.88,230000,46,46,24.2951
-2235.74853515625,11.2713,956.58,952.4,235000,47,47,24.1912
-2426.429443359375,11.4208,1007.88,950.25,240000,48,48,23.9564
-2621.48486328125,13.8692,943.09,873.11,245000,49,49,24.249
-2684.482421875,12.7644,831.59,866.69,250000,50,50,24.3238
-2776.032470703125,14.3612,923.69,893.76,255000,51,51,24.5342
-2457.189697265625,12.0181,971.49,958.09,260000,52,52,23.3525
-2651.39501953125,18.6148,931.45,940.33,265000,53,53,23.7859
-2667.697021484375,13.7423,970.9,950.46,270000,54,54,24.0419
-2822.68603515625,13.3135,966.7,900.21,275000,55,55,24.2781
-1691.303466796875,11.6837,947.39,1363.93,280000,56,56,24.1241
-2555.4658203125,12.7332,978.84,978.61,285000,57,57,24.3582
-2877.3564453125,18.0346,939.43,928.55,290000,58,58,23.9854
-3154.42626953125,23.1854,996.26,964.42,295000,59,59,23.5907
-2973.36572265625,18.7145,990.85,1123.61,300000,60,60,23.7136
-3587.34423828125,29.1852,980.59,974.58,305000,61,61,24.0408
-3392.971923828125,27.9691,985.15,962.56,310000,62,62,24.0666
-3183.22021484375,33.9532,982.16,1106.65,315000,63,63,24.0045
-3262.01318359375,17.9116,977.77,998.13,320000,64,64,23.8596
-2793.203369140625,27.1866,1009.37,1071.79,325000,65,65,23.761
-3408.1279296875,30.6206,985.09,988.07,330000,66,66,23.8156
-3155.340087890625,37.9181,974.49,1039.47,335000,67,67,23.6964
-3452.430419921875,22.3915,986.8,1010.24,340000,68,68,23.7868
-3220.349853515625,59.6522,987.01,1016.04,345000,69,69,23.3722
-3470.394775390625,17.0721,960.35,1243.66,350000,70,70,23.6059
-3243.394287109375,53.5048,1091.0,1023.67,355000,71,71,23.7921
-3580.91259765625,66.7146,1006.01,1023.91,360000,72,72,23.6534
-3626.508544921875,44.4068,1129.29,1085.89,365000,73,73,24.243
-3121.94384765625,27.3509,1013.02,1053.54,370000,74,74,23.3797
-3673.781494140625,21.9757,1020.57,1053.92,375000,75,75,23.3747
-3437.24365234375,23.8891,1033.37,1084.21,380000,76,76,24.1228
-3807.507080078125,29.2034,1180.4,1034.03,385000,77,77,23.5518
-3743.2373046875,26.61,1101.54,1090.46,390000,78,78,23.6565
-3544.013916015625,45.7939,1178.56,1182.73,395000,79,79,23.1346
-4014.174560546875,32.1353,1117.43,1093.7,400000,80,80,23.5251
-3592.247314453125,13.7067,1011.53,1095.03,405000,81,81,23.1526
-3294.71728515625,32.4173,1135.45,1184.81,410000,82,82,22.5417
-3379.102294921875,28.2116,1030.54,1214.92,415000,83,83,23.8977
-3203.45458984375,12.3352,1016.49,1168.69,420000,84,84,23.1132
-3526.106689453125,20.9738,1112.06,1287.21,425000,85,85,22.4418
-3899.64892578125,40.6398,1111.51,1119.73,430000,86,86,23.8553
-4166.798828125,39.9788,1135.17,1081.5,435000,87,87,24.1511
-3925.1357421875,16.1157,1104.11,1186.93,440000,88,88,23.0811
-3715.860595703125,17.7418,1203.57,1246.28,445000,89,89,23.0895
-4185.14990234375,36.4127,1173.21,1176.79,450000,90,90,23.238
-3945.344970703125,18.0876,1227.66,1266.99,455000,91,91,22.8866
-3477.334716796875,25.7487,1269.29,1275.34,460000,92,92,23.1845
-3831.2021484375,22.041,1260.6,1449.94,465000,93,93,23.255
-2797.188232421875,21.8025,1676.69,1634.31,470000,94,94,22.4508
-3208.291748046875,20.2172,1300.83,2034.83,475000,95,95,22.4073
-3751.72314453125,33.066,1245.94,1424.95,480000,96,96,22.7263
-4188.9462890625,28.7212,1244.75,1364.95,485000,97,97,23.5217
-3651.140380859375,23.5772,3085.06,2071.92,490000,98,98,22.6004
-4140.55322265625,32.2284,1235.59,1239.14,495000,99,99,23.0293
-4672.28759765625,38.4929,1296.31,1565.88,500000,100,100,22.7727
-3364.454833984375,17.0069,1286.38,1851.36,505000,101,101,22.0474
-3279.735107421875,26.4668,1266.09,1498.99,510000,102,102,22.4254
-4607.19287109375,35.7906,1164.5,1219.9,515000,103,103,22.9449
-4484.814453125,20.4823,1248.58,1292.45,520000,104,104,22.8972
-3751.92578125,17.4524,1213.61,1565.28,525000,105,105,22.8782
-4495.96435546875,18.3593,3114.01,1531.12,530000,106,106,23.0346
-3442.89697265625,21.4186,1328.9,1801.87,535000,107,107,23.0706
-4164.40966796875,23.418,1308.69,1582.26,540000,108,108,22.2497
-3148.959716796875,16.907,2226.99,2291.53,545000,109,109,21.8754
-4178.37060546875,16.7527,1292.3,1631.62,550000,110,110,22.8559
-3899.371337890625,20.9414,1297.66,1515.24,555000,111,111,21.9095
-3325.025634765625,16.45,1334.68,2123.11,560000,112,112,22.2311
-4891.923828125,24.3972,1288.0,1569.9,565000,113,113,22.6827
-3617.2138671875,19.1264,1311.6,1949.07,570000,114,114,21.7444
-4051.614990234375,15.6021,2791.56,2209.57,575000,115,115,22.1269
-5670.787109375,22.3437,1308.9,1419.27,580000,116,116,22.638
-3615.629638671875,14.5444,3076.03,1448.94,585000,117,117,22.09
-5367.03857421875,18.6306,1282.84,1280.33,590000,118,118,22.4963
-1948.4527587890625,13.5142,3122.02,2652.87,595000,119,119,21.6318
-2848.818603515625,13.2328,3147.72,1968.6,600000,120,120,21.9324
-2286.49560546875,20.6204,3185.55,1998.9,605000,121,121,21.6404
-4045.28125,37.2453,3191.4,2182.62,610000,122,122,22.208
-1616.4422607421875,13.1638,3184.0,2749.99,615000,123,123,21.2458
-2241.079345703125,12.7826,3173.4,2817.34,620000,124,124,21.8764
-1986.31103515625,17.0401,3163.29,2601.38,625000,125,125,21.5427
-4423.1826171875,25.2718,1378.07,1776.9,630000,126,126,22.3424
-1301.6240234375,13.8341,3157.38,2751.07,635000,127,127,22.0735
-1759.9937744140625,14.2353,3151.15,2429.34,640000,128,128,21.4106
-1105.3900146484375,13.5827,3151.93,2859.13,645000,129,129,21.7958
-1684.912353515625,15.9745,3169.55,2921.24,650000,130,130,21.8554
-1629.184326171875,13.5838,3201.51,3023.39,655000,131,131,21.4887
-1474.65576171875,15.2882,3201.68,2825.83,660000,132,132,21.5048
-2208.82421875,17.4406,3160.07,2857.74,665000,133,133,21.6831
-3075.947265625,14.4354,3244.54,1990.71,670000,134,134,21.5557
-2175.56689453125,13.8846,3208.43,2503.73,675000,135,135,20.7653
-629.8009033203125,13.0271,3203.79,2885.3,680000,136,136,21.3454
-2309.063720703125,15.1864,3228.42,2713.61,685000,137,137,21.956
-4344.65966796875,23.279,3212.03,1892.15,690000,138,138,22.0364
-2193.512939453125,13.7849,3196.25,2489.3,695000,139,139,20.803
-2411.958740234375,14.9095,3215.41,2228.17,700000,140,140,21.3103
-677.2479858398438,12.6037,3221.78,3057.45,705000,141,141,21.0919
-1662.7406005859375,15.393,3236.29,3034.38,710000,142,142,20.9441
-2857.6376953125,22.9322,3237.65,2695.95,715000,143,143,21.9173
-1215.80419921875,15.7088,3220.53,3141.25,720000,144,144,21.3742
-1802.239013671875,18.2374,3240.89,2802.45,725000,145,145,21.1554
-725.0375366210938,12.4137,3230.57,3048.15,730000,146,146,20.7593
-646.786376953125,12.555,3270.05,3089.98,735000,147,147,21.1245
-1153.6904296875,13.3664,3224.88,2991.65,740000,148,148,20.9063
-1696.167724609375,12.8309,3227.03,2963.22,745000,149,149,21.0461
-1442.3349609375,13.5959,3244.16,2736.52,750000,150,150,21.2271
-691.219970703125,13.3442,3264.13,3181.3,755000,151,151,20.874
-2910.2001953125,26.1278,3277.44,2244.91,760000,152,152,20.6138
-806.541748046875,12.5202,3234.33,3151.79,765000,153,153,20.7543
-767.8943481445312,12.7156,3258.62,3276.64,770000,154,154,20.4975
-716.1624145507812,11.8102,3236.27,3089.34,775000,155,155,20.3746
-715.4402465820312,11.8551,3283.57,3282.55,780000,156,156,20.1598
-773.1276245117188,13.2805,3249.59,3197.24,785000,157,157,21.0001
-774.1253662109375,12.0403,3276.59,3265.18,790000,158,158,20.0009
-789.4922485351562,12.0852,3255.77,3061.59,795000,159,159,20.5574
-1350.76953125,14.0864,3277.61,3276.93,800000,160,160,20.787
-853.9635009765625,12.3499,3249.4,3250.1,805000,161,161,20.6091
-754.684814453125,11.818,3288.98,3198.88,810000,162,162,20.1237
-819.7217407226562,11.9951,3275.45,3104.68,815000,163,163,20.0275
-803.6043701171875,12.2208,3272.36,3286.68,820000,164,164,20.631
-1835.8194580078125,15.4496,3315.64,3031.07,825000,165,165,20.6462
-763.1817626953125,11.734,3307.19,3044.31,830000,166,166,19.8348
-844.1071166992188,12.1528,3284.72,3288.57,835000,167,167,20.218
-773.8368530273438,12.6733,3308.76,3133.69,840000,168,168,20.5296
-1428.397705078125,12.7078,3274.89,3084.6,845000,169,169,19.8929
-1409.676513671875,14.5551,3306.49,3289.0,850000,170,170,20.5326
-878.1830444335938,12.2397,3279.03,3174.05,855000,171,171,20.492
-849.7520141601562,12.1886,3301.37,3304.81,860000,172,172,20.4596
-864.4374389648438,11.7567,3285.73,3200.12,865000,173,173,19.8703
-1283.7977294921875,12.049,3308.37,3281.25,870000,174,174,20.3612
-889.1747436523438,12.1909,3312.26,3216.71,875000,175,175,20.2823
-835.7583618164062,12.338,3297.79,3158.77,880000,176,176,20.3577
-922.0298461914062,12.4371,3289.76,3106.69,885000,177,177,20.0706
-890.0082397460938,12.5785,3320.18,3254.42,890000,178,178,20.6852
-909.6370239257812,12.4029,3308.24,3318.26,895000,179,179,20.2011
-2078.75244140625,16.3778,3345.84,3191.35,900000,180,180,20.2021
-920.1141357421875,11.9168,3318.48,3311.64,905000,181,181,19.8684
-921.11962890625,12.364,3326.69,3303.37,910000,182,182,20.3568
-910.94091796875,12.2756,3354.33,3337.09,915000,183,183,19.9012
-902.6699829101562,12.3111,3362.62,3334.7,920000,184,184,19.8971
-1483.3033447265625,14.1432,3332.08,3141.57,925000,185,185,19.7529
-842.9078369140625,12.412,3360.29,3335.96,930000,186,186,19.5259
-898.2748413085938,11.9206,3355.83,3252.26,935000,187,187,19.6852
-947.6683959960938,12.1336,3351.54,3307.01,940000,188,188,19.7763
-903.945068359375,12.0743,3377.53,3345.67,945000,189,189,19.9412
-988.7522583007812,12.2807,3349.73,3310.06,950000,190,190,20.1587
-884.8592529296875,12.0131,3370.31,3342.63,955000,191,191,19.4344
-917.6834106445312,11.9092,3375.87,3346.01,960000,192,192,19.8338
-952.541748046875,11.7614,3377.12,3349.36,965000,193,193,19.5611
-900.3382568359375,11.7275,3370.96,3341.4,970000,194,194,19.2837
-1590.8778076171875,11.811,3379.24,3350.48,975000,195,195,19.4886
-984.6643676757812,12.0971,3335.96,3332.52,980000,196,196,20.0882
-1845.5660400390625,11.7895,3394.82,3200.6,985000,197,197,19.7855
-1615.1114501953125,11.9537,3371.57,3245.46,990000,198,198,19.7327
-1055.7767333984375,12.1601,3375.9,3333.05,995000,199,199,19.9355
