Itration,Running Forward KL,Reward Loss,Running Env Steps,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time
782,43.195,-56471.7578125,3910000,4307.19,4231.38,18.905,782
783,43.3488,-56538.78515625,3915000,4346.71,4292.94,19.1342,783
784,43.7039,-56163.92578125,3920000,4338.81,4283.44,19.6825,784
785,43.8564,-56399.5546875,3925000,4341.46,4243.03,19.3499,785
786,43.3768,-55530.203125,3930000,4363.34,4275.02,19.6235,786
787,43.5201,-55808.81640625,3935000,4363.23,4293.86,19.4997,787
788,43.5399,-55821.91015625,3940000,4363.77,4276.7,19.2712,788
789,43.4796,-55132.28125,3945000,4383.63,4274.63,19.2901,789
790,43.4776,-55689.0859375,3950000,4388.8,4295.56,19.4686,790
791,43.4335,-55028.01171875,3955000,4374.39,4261.28,19.055,791
792,42.8986,-55032.03515625,3960000,4321.87,4253.22,18.756,792
793,43.5122,-56377.4375,3965000,4335.29,4242.69,19.4144,793
794,43.5637,-55723.78125,3970000,4369.94,4264.65,19.7248,794
795,43.1656,-55767.515625,3975000,4399.68,4285.78,19.2151,795
796,43.5683,-56342.46875,3980000,4371.2,4296.13,19.1603,796
797,43.3895,-56283.52734375,3985000,4361.45,4291.1,19.1054,797
798,43.0278,-55363.1875,3990000,4377.63,4313.22,18.8457,798
799,43.6085,-55621.52734375,3995000,4377.5,4304.93,19.6553,799
800,43.5313,-55843.2265625,4000000,4364.89,4291.53,19.4359,800
801,43.1632,-56278.2421875,4005000,4362.78,4261.37,19.1711,801
802,43.1509,-56197.32421875,4010000,4368.39,4277.53,19.1851,802
803,43.4742,-56516.18359375,4015000,4367.18,4285.56,19.5932,803
804,43.0853,-57112.47265625,4020000,4356.47,4282.75,19.6072,804
805,43.6675,-56696.15234375,4025000,4392.93,4322.68,19.5017,805
806,43.4497,-56802.859375,4030000,4358.41,4311.4,19.6971,806
807,43.136,-55901.8203125,4035000,4391.87,4348.5,19.0679,807
808,43.464,-57135.8359375,4040000,4325.68,4319.61,19.124,808
809,43.8756,-57763.484375,4045000,4353.55,4319.09,19.5664,809
810,43.8527,-57424.9375,4050000,4271.63,4251.21,19.4603,810
811,43.5123,-57223.8359375,4055000,4321.04,4297.37,19.4203,811
812,43.555,-56714.4375,4060000,4343.17,4312.03,18.8072,812
813,43.6528,-57485.1796875,4065000,4302.61,4267.05,19.1393,813
814,43.614,-56627.71875,4070000,4367.59,4302.15,18.6159,814
815,43.5951,-57559.2734375,4075000,4326.0,4290.61,18.7113,815
816,43.2462,-56676.01171875,4080000,4317.07,4288.54,17.9459,816
817,43.4419,-56619.68359375,4085000,4352.26,4329.54,18.5689,817
818,43.499,-57462.6640625,4090000,4342.33,4310.33,18.5716,818
819,43.4212,-56334.1484375,4095000,4331.06,4306.29,18.5405,819
820,43.1952,-56383.44921875,4100000,4370.51,4333.87,18.6072,820
821,43.164,-56311.77734375,4105000,4338.26,4309.86,18.2363,821
822,42.857,-55510.203125,4110000,4410.54,4318.18,18.0068,822
823,43.1334,-56024.46875,4115000,4382.76,4304.07,18.0701,823
824,43.2179,-56305.859375,4120000,4402.98,4310.77,17.7879,824
825,42.9358,-55213.6640625,4125000,4386.45,4316.63,17.7752,825
826,43.1329,-53759.91015625,4130000,4381.82,4319.96,21.352,826
827,43.1305,-56531.31640625,4135000,4432.04,4351.09,17.8659,827
828,43.0193,-56935.0546875,4140000,4416.11,4339.3,18.1725,828
829,43.0104,-54387.953125,4145000,4412.85,4172.32,21.6769,829
830,43.3241,-57442.44140625,4150000,4465.92,4368.79,18.6212,830
831,42.5581,-56506.35546875,4155000,4426.44,4173.2,17.8432,831
832,42.8633,-56962.05859375,4160000,4365.36,4354.9,18.3869,832
833,43.0213,-56307.1328125,4165000,4376.49,4340.6,18.3295,833
834,42.6802,-56320.9765625,4170000,4419.28,4327.34,18.1386,834
835,43.3567,-56794.81640625,4175000,4409.78,4342.77,18.2486,835
836,42.6487,-54125.984375,4180000,4419.65,4342.76,21.5473,836
837,43.243,-54416.81640625,4185000,4383.16,4312.55,21.7384,837
838,42.8336,-56506.7890625,4190000,4401.06,4318.48,17.7186,838
839,42.5733,-56000.5390625,4195000,4471.58,4364.86,17.7139,839
840,43.373,-56775.69921875,4200000,4381.38,4287.39,17.6589,840
841,43.4695,-56359.765625,4205000,4412.76,4304.56,17.9447,841
