Itration,Running Forward KL,Reward Loss,Running Env Steps,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time
183,42.6888,-6750.29833984375,915000,4012.7,4094.09,16.5052,183
184,42.3247,-6636.650390625,920000,4109.41,3993.54,15.6121,184
185,42.5764,-6766.51904296875,925000,4017.75,4094.14,15.314,185
186,42.1113,-6578.3388671875,930000,4104.11,4106.01,15.1745,186
187,41.8773,-6613.25439453125,935000,4137.61,4032.99,14.1052,187
188,42.3826,-7101.9443359375,940000,3995.92,3742.3,14.3235,188
189,42.1769,-7061.80615234375,945000,4026.46,3996.11,13.7158,189
190,41.7656,-7019.9521484375,950000,4110.2,4078.02,14.0273,190
191,42.3262,-6678.8076171875,955000,4188.65,4189.15,15.0391,191
192,42.2961,-6963.53515625,960000,4005.31,4114.71,15.9132,192
193,42.2714,-7065.2802734375,965000,4086.35,4184.5,15.3427,193
194,41.9826,-6899.23876953125,970000,4089.53,4166.14,14.921,194
195,42.2443,-7324.7587890625,975000,4065.1,3948.95,14.9501,195
196,42.068,-7477.751953125,980000,4147.44,4123.69,14.8256,196
197,42.3606,-7300.39599609375,985000,4097.68,4129.23,14.8251,197
198,42.6229,-7568.21826171875,990000,4096.11,4105.79,14.8174,198
199,42.0303,-7592.17333984375,995000,4132.55,4112.73,15.1822,199
200,42.65,-7441.88623046875,1000000,4026.78,3972.76,15.1108,200
201,42.1288,-7426.88134765625,1005000,4041.98,4076.77,14.852,201
202,42.4547,-7501.45556640625,1010000,4073.42,4098.41,14.5958,202
203,42.4531,-7650.04345703125,1015000,3984.46,4062.74,14.9462,203
204,41.8925,-7665.91455078125,1020000,4047.93,4093.25,14.7344,204
205,42.0754,-7851.37158203125,1025000,4138.61,3967.17,14.3596,205
206,42.2494,-8004.921875,1030000,3941.3,4011.61,13.9221,206
207,42.1544,-7746.271484375,1035000,4034.52,4103.1,14.1324,207
208,42.1354,-7929.8056640625,1040000,4069.59,4083.46,14.6028,208
209,42.6356,-7985.04541015625,1045000,4055.8,4076.17,14.4711,209
210,42.1353,-8032.66064453125,1050000,4072.35,4064.82,14.0729,210
211,42.35,-8371.5732421875,1055000,4028.47,4047.89,13.918,211
212,41.7513,-8232.919921875,1060000,4133.14,4016.48,13.5471,212
213,42.1165,-8404.435546875,1065000,4018.66,4042.66,14.106,213
214,42.1282,-8303.9267578125,1070000,4046.45,4038.85,14.1917,214
215,42.4949,-8545.1865234375,1075000,3952.46,3892.18,14.0878,215
216,42.4795,-8351.2744140625,1080000,4123.58,4122.58,14.542,216
217,42.1768,-8385.34375,1085000,4100.74,4121.76,14.313,217
218,42.0536,-8667.220703125,1090000,4095.43,4087.96,13.6884,218
219,41.8895,-8619.8193359375,1095000,4125.15,4026.52,14.0318,219
220,42.2178,-9073.4482421875,1100000,4128.8,4127.76,14.1306,220
221,42.3199,-8809.4873046875,1105000,4167.16,4137.24,14.7203,221
222,41.5599,-8729.828125,1110000,4132.32,4042.99,13.968,222
223,42.5938,-9457.3740234375,1115000,4151.98,3986.65,13.9359,223
224,42.2721,-9194.7177734375,1120000,4243.95,4035.66,14.4413,224
225,41.9619,-9119.525390625,1125000,4250.77,3900.51,13.6906,225
226,41.6074,-9408.7919921875,1130000,4273.27,3950.72,12.9324,226
227,41.7153,-9083.736328125,1135000,4185.21,4128.78,13.8197,227
228,41.8547,-9598.4345703125,1140000,4298.84,4174.03,13.3298,228
229,42.5912,-10496.345703125,1145000,3590.05,3699.12,12.5258,229
230,42.0018,-9977.1884765625,1150000,4102.51,3693.82,13.2315,230
231,41.5526,-9092.6005859375,1155000,4227.71,4076.32,13.9221,231
232,41.9284,-9005.38671875,1160000,4241.94,4075.74,13.5688,232
233,41.7397,-9517.6201171875,1165000,4179.19,3999.41,14.0889,233
234,41.879,-9545.833984375,1170000,4187.54,4024.65,14.4143,234
235,42.2666,-10032.765625,1175000,4220.83,3780.6,13.4074,235
236,41.6984,-9644.677734375,1180000,4294.13,3988.88,13.981,236
237,42.2337,-10971.2939453125,1185000,4149.06,3837.53,13.2359,237
238,41.908,-9919.509765625,1190000,4240.84,3947.97,13.8896,238
239,41.9713,-10220.7119140625,1195000,4310.48,4198.73,13.6386,239
240,42.4895,-10316.3857421875,1200000,4198.58,3987.09,13.7401,240
241,42.9184,-11358.5244140625,1205000,4197.38,4144.76,14.7444,241
242,42.1293,-10207.359375,1210000,4250.85,4030.58,14.0644,242
243,42.0577,-10292.4951171875,1215000,4269.89,3812.31,14.7782,243
244,41.7492,-10305.53125,1220000,4206.96,3986.69,14.2311,244
245,41.6439,-10059.283203125,1225000,4226.15,4130.39,13.8969,245
246,41.7005,-10792.552734375,1230000,4250.97,4124.29,14.7761,246
247,42.0278,-11084.9130859375,1235000,4234.0,4119.51,14.3319,247
248,42.4445,-10946.9208984375,1240000,4183.98,4073.45,14.379,248
249,42.2318,-11233.9873046875,1245000,4191.55,4024.33,14.0269,249
250,42.2177,-10864.9990234375,1250000,4200.4,4161.58,14.5382,250
251,41.921,-11543.6015625,1255000,4299.43,3958.24,14.7743,251
252,42.3598,-11672.3232421875,1260000,4142.21,4133.16,14.3256,252
253,42.5079,-11742.0556640625,1265000,4245.87,4178.08,15.0566,253
254,41.8856,-11381.322265625,1270000,4227.96,4186.57,14.1768,254
255,42.172,-11589.8515625,1275000,4262.32,4196.36,15.0322,255
256,41.739,-11791.4091796875,1280000,4290.53,4197.28,14.6742,256
257,42.2417,-11515.466796875,1285000,4258.95,4120.37,14.8125,257
258,42.2867,-11907.8583984375,1290000,4313.87,3832.41,14.4441,258
259,41.4567,-11691.87890625,1295000,4235.98,4177.64,14.2631,259
260,41.7237,-11586.712890625,1300000,4259.9,4098.17,14.041,260
261,41.7909,-11662.89453125,1305000,4231.96,4122.46,14.0414,261
262,41.6669,-11881.123046875,1310000,4268.77,4180.56,13.985,262
263,41.4652,-12225.291015625,1315000,4253.19,4099.13,14.236,263
264,41.3806,-11535.5234375,1320000,4225.04,4205.28,14.3359,264
265,41.4748,-12114.6669921875,1325000,4325.36,4208.2,14.0398,265
266,41.6474,-12123.478515625,1330000,4316.71,4202.56,14.7253,266
267,41.8547,-12583.8330078125,1335000,4300.15,4212.48,13.983,267
268,41.8412,-12325.490234375,1340000,4168.09,3923.68,15.273,268
269,42.0427,-12464.6220703125,1345000,4238.58,4008.93,14.9854,269
270,41.8512,-12941.0439453125,1350000,4201.89,4147.63,14.3819,270
271,41.8361,-12807.2529296875,1355000,4226.81,4191.07,14.4919,271
272,41.9151,-12742.1787109375,1360000,4173.42,3889.36,14.5118,272
273,41.3016,-12197.46875,1365000,4314.53,4217.44,14.1022,273
274,41.0459,-12353.697265625,1370000,4311.22,4182.65,13.8657,274
275,41.999,-12821.5927734375,1375000,4317.54,4062.21,14.6001,275
276,41.8456,-12731.1904296875,1380000,4300.64,4183.89,14.2713,276
277,41.9256,-12564.5849609375,1385000,4314.73,4221.82,15.3374,277
278,42.0566,-12902.9169921875,1390000,4222.17,4102.14,14.6108,278
279,41.4448,-13227.96875,1395000,4268.44,4179.62,14.2497,279
280,41.8776,-13058.69140625,1400000,4223.16,4193.26,13.9885,280
281,41.2074,-13179.185546875,1405000,4230.45,4168.48,14.4032,281
282,41.2577,-13289.8017578125,1410000,4294.47,4195.4,14.7175,282
283,41.684,-13926.1591796875,1415000,4180.79,3989.7,13.8505,283
284,41.8353,-13790.3291015625,1420000,4246.99,4125.0,14.6999,284
285,42.3028,-14049.7939453125,1425000,4191.62,4101.82,14.2089,285
286,41.7882,-14412.521484375,1430000,4205.8,3852.95,14.0584,286
287,41.4538,-13943.31640625,1435000,4208.11,3722.48,14.0771,287
288,41.9598,-15077.2763671875,1440000,4202.33,3800.34,13.9529,288
289,41.8582,-14696.34765625,1445000,4218.27,4105.95,14.8631,289
290,41.1728,-14275.623046875,1450000,4307.2,4173.04,14.2758,290
291,41.8321,-15093.2197265625,1455000,4253.99,4112.92,14.5617,291
292,41.3281,-14656.2646484375,1460000,4273.39,4159.65,13.9528,292
293,41.2157,-14158.9111328125,1465000,4318.4,4141.63,13.94,293
294,41.6745,-14904.0458984375,1470000,4302.82,3967.74,14.275,294
295,41.415,-15131.314453125,1475000,4284.29,4166.69,14.5519,295
296,41.5118,-14401.7275390625,1480000,4213.63,3730.98,14.5244,296
297,41.5719,-14969.4404296875,1485000,4307.89,4208.1,14.4312,297
298,41.4871,-15226.2001953125,1490000,4226.37,4144.91,14.1695,298
299,41.4734,-15249.466796875,1495000,4225.56,4088.31,14.4373,299
300,41.7665,-15457.546875,1500000,4234.02,3996.3,13.9576,300
301,41.8763,-15563.6787109375,1505000,4136.43,4169.41,14.5878,301
302,41.9837,-16326.8251953125,1510000,4181.05,4084.29,14.2475,302
303,41.6329,-16065.2373046875,1515000,4267.6,4082.89,14.0813,303
304,42.3194,-15476.4150390625,1520000,3909.66,3677.53,16.2694,304
305,44.7825,-17683.04296875,1525000,2414.6,2547.51,18.7258,305
306,41.5484,-15713.708984375,1530000,4212.16,4101.23,15.1312,306
307,41.897,-16274.384765625,1535000,4187.9,4030.38,15.0287,307
308,41.5681,-15800.4453125,1540000,4266.31,4125.09,14.9943,308
309,41.8517,-16553.244140625,1545000,3983.92,3919.87,15.48,309
310,41.8992,-16635.7578125,1550000,4220.1,4037.63,14.5193,310
311,41.54,-16035.1064453125,1555000,4193.11,4098.99,14.175,311
312,41.9601,-16410.203125,1560000,4218.82,4104.18,14.4638,312
313,41.8675,-16552.48046875,1565000,4179.48,4080.15,14.1114,313
314,41.7137,-16782.380859375,1570000,4173.55,4087.12,14.3766,314
315,42.1542,-17219.95703125,1575000,4309.43,4135.77,14.6284,315
316,41.9336,-17142.634765625,1580000,4255.68,4205.76,14.7308,316
317,41.8955,-17703.103515625,1585000,4256.63,4010.98,13.7715,317
318,41.601,-17260.4609375,1590000,4223.91,4139.32,14.7746,318
319,41.8556,-17734.640625,1595000,4288.65,4133.95,14.467,319
320,41.5432,-17722.447265625,1600000,4223.61,3837.8,14.0159,320
321,42.2833,-17649.388671875,1605000,4278.59,4183.31,14.666,321
322,42.1884,-17503.857421875,1610000,4240.05,4200.24,14.1206,322
323,42.1798,-17604.068359375,1615000,4263.73,4175.31,15.4406,323
324,56.0948,-22275.15625,1620000,-13.82,-15.15,47.6876,324
325,42.6186,-17297.2109375,1625000,4151.72,3816.39,16.052,325
326,41.4818,-17106.595703125,1630000,4360.01,4284.92,15.2525,326
327,42.2774,-18887.38671875,1635000,4097.24,4051.18,14.8342,327
328,41.9443,-18578.015625,1640000,4280.32,3961.74,15.2497,328
329,42.1532,-18702.947265625,1645000,4247.76,4121.13,15.173,329
330,41.774,-18563.25390625,1650000,4201.09,4047.35,14.8146,330
331,42.1221,-18992.109375,1655000,4273.07,4145.68,14.926,331
332,41.3748,-18763.62890625,1660000,4241.53,3976.47,14.8487,332
333,41.7158,-19082.533203125,1665000,4221.05,3873.9,14.3466,333
334,42.5403,-20234.59765625,1670000,4251.8,4095.4,15.4175,334
335,41.8904,-20533.275390625,1675000,4217.38,4020.3,14.6948,335
336,41.8404,-20116.765625,1680000,4230.31,4114.33,15.3748,336
337,41.9386,-19618.560546875,1685000,4256.31,4150.15,14.8006,337
338,42.4903,-20647.177734375,1690000,4198.05,4041.79,14.6627,338
339,42.0903,-20615.796875,1695000,4194.5,4077.76,15.2428,339
340,42.0532,-20509.71484375,1700000,4208.6,3809.24,14.6833,340
341,42.2724,-20343.7578125,1705000,4255.66,4093.9,14.9288,341
342,42.2015,-20165.87890625,1710000,4202.48,3975.23,14.8228,342
343,43.9362,-19548.328125,1715000,3846.69,3720.06,16.0645,343
344,54.0621,-26220.73828125,1720000,-35.56,129.4,60.6402,344
345,43.1371,-20655.4765625,1725000,3801.21,3659.82,18.743,345
346,43.4889,-21787.216796875,1730000,3454.43,3484.41,16.5757,346
347,45.0808,-23551.962890625,1735000,1238.77,996.85,23.2272,347
348,41.9825,-21037.015625,1740000,496.15,3190.12,16.4817,348
349,41.5928,-20271.904296875,1745000,4009.15,3879.57,15.4555,349
350,42.5215,-21293.439453125,1750000,3857.59,3555.0,14.8542,350
351,42.7669,-22299.03515625,1755000,3805.69,3540.68,19.4117,351
352,42.3422,-21903.162109375,1760000,3956.78,3777.32,14.9529,352
353,42.023,-21886.03515625,1765000,3902.17,3960.47,15.3901,353
354,41.559,-21352.98828125,1770000,3804.03,4058.05,14.9883,354
355,41.6805,-21964.99609375,1775000,4101.4,4076.57,14.9191,355
356,41.9525,-21928.63671875,1780000,4094.5,4059.31,15.4918,356
357,41.5387,-21509.677734375,1785000,4240.71,4120.79,15.2768,357
358,42.0297,-21687.376953125,1790000,4258.93,4157.25,15.459,358
359,41.7592,-21813.869140625,1795000,4051.99,4137.75,15.6622,359
360,41.5573,-21867.435546875,1800000,4160.15,4159.35,15.4389,360
361,41.836,-21885.931640625,1805000,4130.64,4164.2,15.189,361
362,41.4324,-22099.58203125,1810000,4157.31,4188.32,14.8274,362
363,41.6517,-22186.740234375,1815000,4321.53,4197.66,15.2254,363
364,41.81,-22167.4296875,1820000,3036.23,3500.58,17.9163,364
365,41.8327,-23255.044921875,1825000,4207.75,4072.19,15.5826,365
366,41.3722,-22666.1015625,1830000,4245.88,4067.74,15.1365,366
367,41.9155,-22621.44921875,1835000,4247.66,4026.95,16.0578,367
368,41.5915,-22247.384765625,1840000,4209.96,4117.97,15.4978,368
369,41.9421,-22760.232421875,1845000,4230.7,4188.26,15.3657,369
370,42.2621,-23091.69921875,1850000,4188.61,4163.19,15.4342,370
371,41.8263,-23130.669921875,1855000,4236.73,4212.67,15.3854,371
372,41.8701,-23169.390625,1860000,4264.05,4073.58,15.8804,372
373,41.7791,-23364.26953125,1865000,4306.85,4222.09,16.3074,373
374,42.2944,-23974.005859375,1870000,4257.51,4063.02,15.7203,374
375,41.852,-23832.3671875,1875000,4220.24,4220.13,15.6767,375
376,41.9822,-23535.40234375,1880000,4326.11,4249.02,15.4816,376
377,42.0903,-23626.26953125,1885000,4289.63,4076.66,15.5646,377
378,42.1769,-23693.85546875,1890000,4372.67,4124.21,16.456,378
379,41.8726,-24355.060546875,1895000,4324.21,4101.35,15.9887,379
380,42.0963,-23959.94921875,1900000,4297.47,4093.16,16.3236,380
381,42.2815,-23460.6796875,1905000,4267.15,4232.98,16.655,381
382,41.9919,-23920.337890625,1910000,4281.08,4222.92,16.3586,382
383,41.7951,-24383.892578125,1915000,4223.81,4126.95,17.1367,383
384,42.2859,-24181.529296875,1920000,4305.63,4156.69,15.8664,384
385,42.1601,-24567.638671875,1925000,4293.9,4258.6,16.9558,385
386,42.2279,-24947.955078125,1930000,4308.56,4265.89,16.2799,386
387,42.1399,-25206.3359375,1935000,4294.84,4223.64,16.6769,387
388,41.8358,-24647.83984375,1940000,4395.15,4289.4,16.1394,388
