Real Det Return,Running Env Steps,Itration,Running Update Time,Running Forward KL,Running Reverse KL,Reward Loss,Real Sto Return
5190.8,1920000,384,384,31.2949,12.7655,-1637.18701171875,5048.0
5159.28,1925000,385,385,31.355,12.6504,-1662.6043701171875,5047.05
5236.99,1930000,386,386,30.8807,12.9574,-1615.731689453125,5089.3
5195.66,1935000,387,387,31.005,13.2797,-1663.137451171875,5061.9
5252.69,1940000,388,388,31.1565,13.1712,-1603.52392578125,5111.94
5228.84,1945000,389,389,30.5754,13.0153,-1684.6136474609375,5066.6
5322.29,1950000,390,390,30.7803,12.4104,-1597.5169677734375,5147.24
5244.15,1955000,391,391,30.7982,12.944,-1594.6510009765625,5098.78
5258.82,1960000,392,392,30.7099,12.7059,-1675.9886474609375,5096.89
5293.01,1965000,393,393,30.7121,13.5162,-1573.9720458984375,5108.77
5324.0,1970000,394,394,30.5589,12.77,-1595.29736328125,5156.74
5286.89,1975000,395,395,30.5967,12.5666,-1663.2142333984375,5134.32
5234.49,1980000,396,396,31.1621,12.9555,-1633.86279296875,5090.02
5270.93,1985000,397,397,30.4797,12.8113,-1630.6300048828125,5134.96
5275.95,1990000,398,398,31.4604,12.897,-1655.783935546875,5137.25
5258.87,1995000,399,399,31.2779,13.0256,-1688.0968017578125,5113.68
5291.4,2000000,400,400,31.0202,12.4752,-1612.2406005859375,5119.71
5263.88,2005000,401,401,30.8992,12.6717,-1681.5523681640625,5109.06
5310.84,2010000,402,402,31.3466,13.081,-1660.299560546875,5127.76
5267.96,2015000,403,403,31.3205,12.9863,-1703.664794921875,5151.73
5275.96,2020000,404,404,31.2193,13.3201,-1716.288330078125,5174.0
5262.74,2025000,405,405,31.0109,12.6736,-1790.5101318359375,5151.52
5261.64,2030000,406,406,31.6182,12.9907,-1705.70068359375,5148.53
5246.36,2035000,407,407,31.0326,12.9858,-1749.520751953125,5113.89
5309.78,2040000,408,408,31.5105,12.5736,-1970.9052734375,5140.31
5327.53,2045000,409,409,30.8546,12.1621,-1762.9429931640625,5144.53
5307.76,2050000,410,410,31.113,12.4652,-2006.0186767578125,5163.01
5262.17,2055000,411,411,31.5526,12.9775,-1875.784423828125,5139.36
5327.75,2060000,412,412,31.2899,12.4851,-1986.3660888671875,5179.97
5270.98,2065000,413,413,30.996,12.1619,-1834.0689697265625,5154.35
5277.93,2070000,414,414,31.6008,12.5324,-1866.0753173828125,5153.01
5319.24,2075000,415,415,31.137,11.8592,-1862.2586669921875,4913.92
5251.19,2080000,416,416,30.9904,12.0766,-1823.525146484375,5111.7
5271.45,2085000,417,417,31.6213,13.0302,-1931.2393798828125,5143.1
5269.87,2090000,418,418,30.9686,12.5155,-1919.077392578125,5168.56
5286.21,2095000,419,419,31.2669,12.3981,-1905.7021484375,5154.89
5297.56,2100000,420,420,30.9464,12.4257,-1922.2559814453125,5151.04
5324.16,2105000,421,421,31.1994,12.7388,-1909.189453125,5199.59
5327.54,2110000,422,422,30.952,12.5507,-1925.40576171875,5192.45
5337.34,2115000,423,423,31.2521,12.5639,-1963.0084228515625,5211.45
5284.86,2120000,424,424,31.1097,12.162,-1920.7093505859375,5176.83
5296.51,2125000,425,425,30.8512,12.8034,-1972.107666015625,5180.86
5277.23,2130000,426,426,30.9927,12.9498,-1986.998291015625,5181.11
5249.35,2135000,427,427,31.2031,12.1824,-2036.937744140625,5154.36
5212.64,2140000,428,428,31.1378,12.492,-2045.4468994140625,5139.61
5200.38,2145000,429,429,31.5785,12.6256,-2104.4013671875,5120.16
5228.78,2150000,430,430,31.3235,12.2065,-2136.692138671875,5152.69
5232.47,2155000,431,431,31.0063,12.694,-2147.4052734375,5141.61
5314.39,2160000,432,432,30.8688,12.2927,-1999.1171875,5181.75
5268.05,2165000,433,433,31.4648,12.0175,-2072.62255859375,5128.09
5268.55,2170000,434,434,31.2785,12.4194,-2157.64013671875,5140.84
5303.28,2175000,435,435,30.908,12.453,-2166.47509765625,5165.59
5322.29,2180000,436,436,31.113,12.1239,-2084.28125,5167.21
5356.24,2185000,437,437,30.9145,12.3313,-2095.71142578125,5161.17
5280.48,2190000,438,438,30.611,12.8031,-2180.9130859375,5188.77
5322.15,2195000,439,439,30.9152,12.4978,-2211.10107421875,5155.95
5236.21,2200000,440,440,30.8575,12.4907,-2149.1572265625,5159.84
5296.6,2205000,441,441,30.1695,12.0893,-2099.7001953125,5155.18
5310.4,2210000,442,442,30.7854,12.1575,-2175.17041015625,5147.55
5295.03,2215000,443,443,30.6378,12.1296,-2189.7236328125,5164.29
5290.87,2220000,444,444,30.7451,12.1137,-2182.268798828125,4977.38
5299.78,2225000,445,445,30.8049,12.4735,-2218.618896484375,5169.44
5294.04,2230000,446,446,30.6639,12.7151,-2241.0869140625,4961.08
5324.35,2235000,447,447,30.903,12.3334,-2229.539794921875,5161.35
5318.79,2240000,448,448,31.005,12.3362,-2257.888671875,5188.26
5319.12,2245000,449,449,30.9953,11.9755,-2268.921142578125,5172.94
5328.47,2250000,450,450,30.8435,12.3996,-2213.96044921875,5188.82
5357.98,2255000,451,451,30.6854,14.3715,-2383.46875,5162.15
5302.98,2260000,452,452,30.8827,12.4123,-2362.781982421875,5135.76
5280.98,2265000,453,453,30.4694,12.332,-2307.164794921875,5131.18
5263.19,2270000,454,454,31.083,12.0302,-2392.274169921875,5149.7
5271.86,2275000,455,455,31.0652,12.1605,-2321.34033203125,5105.76
5281.08,2280000,456,456,30.9618,11.703,-2460.329833984375,5075.05
5321.28,2285000,457,457,31.0554,11.6969,-2423.688232421875,5132.9
5291.06,2290000,458,458,30.8125,12.3139,-2453.568603515625,5078.84
5323.77,2295000,459,459,30.7019,12.5064,-2329.26416015625,5180.79
5334.78,2300000,460,460,31.0285,12.2365,-2435.1484375,5180.99
5354.98,2305000,461,461,31.1425,12.0176,-2359.562744140625,5169.29
5293.12,2310000,462,462,30.1928,12.2791,-2420.93798828125,5163.03
5339.14,2315000,463,463,31.2797,12.3245,-2469.986083984375,5167.4
5335.13,2320000,464,464,30.6418,12.206,-2441.978759765625,5162.25
5332.26,2325000,465,465,30.654,12.2619,-2425.716796875,5184.96
5333.42,2330000,466,466,30.7663,12.1705,-2453.823486328125,5159.54
5282.4,2335000,467,467,30.8097,12.3091,-2454.1875,5132.33
5348.24,2340000,468,468,30.8087,12.5001,-2492.58203125,5183.81
5353.83,2345000,469,469,30.5638,12.2322,-2508.469970703125,5159.16
