Running Forward KL,Running Reverse KL,Reward Loss,Running Update Time,Real Det Return,Real Sto Return,Itration,Running Env Steps
47.2717,20.5522,-332.5404052734375,33,3155.87,2963.86,33,165000
46.092,18.5314,-307.3685607910156,34,2984.58,2876.21,34,170000
46.834,22.0023,-337.4505615234375,35,3221.44,3232.32,35,175000
45.9082,21.7226,-306.14404296875,36,3378.37,3379.73,36,180000
46.7053,22.4786,-342.5103454589844,37,3263.69,3365.64,37,185000
47.117,23.9457,-353.4699401855469,38,3208.03,3236.08,38,190000
47.2072,21.8637,-394.3642883300781,39,3120.36,3226.06,39,195000
46.3728,19.5677,-362.572265625,40,3187.64,3117.92,40,200000
45.6867,21.9245,-361.1971740722656,41,3472.14,3507.5,41,205000
45.8532,19.9634,-386.34674072265625,42,3290.34,3322.27,42,210000
45.9683,21.339,-379.68670654296875,43,3466.39,3361.28,43,215000
45.8222,23.5579,-379.95538330078125,44,3587.52,3538.31,44,220000
44.9641,20.2218,-386.8399353027344,45,3520.54,3529.68,45,225000
46.0708,23.6292,-416.8471984863281,46,3495.93,3603.6,46,230000
44.9346,20.9824,-409.7575378417969,47,3486.62,3591.33,47,235000
44.4944,19.6489,-402.36474609375,48,3618.05,3661.57,48,240000
44.6822,17.9782,-386.416259765625,49,3549.73,3637.57,49,245000
44.2142,18.0111,-397.8982238769531,50,3664.15,3520.78,50,250000
44.3592,18.8784,-424.4376220703125,51,3738.99,3714.3,51,255000
44.374,19.7549,-412.1874694824219,52,3714.23,3774.2,52,260000
44.0373,17.9807,-384.3663024902344,53,3899.34,3780.92,53,265000
44.9367,19.5538,-449.2205810546875,54,3647.19,3718.54,54,270000
44.4017,19.6058,-425.1767272949219,55,3766.51,3678.56,55,275000
45.2165,23.7071,-406.5425109863281,56,3988.41,3969.99,56,280000
44.355,19.6745,-445.71124267578125,57,3992.58,3876.83,57,285000
45.118,21.4003,-431.259033203125,58,3854.09,3848.95,58,290000
44.5281,20.0945,-448.9107971191406,59,4010.96,3899.6,59,295000
45.2485,23.1373,-449.43792724609375,60,3978.68,3946.22,60,300000
44.7604,19.6358,-451.08251953125,61,3888.77,3823.09,61,305000
44.8031,21.3968,-449.37115478515625,62,4080.62,4030.55,62,310000
44.1199,21.2179,-433.2882080078125,63,4037.42,3533.21,63,315000
43.7792,20.7672,-465.4060974121094,64,4012.3,3941.12,64,320000
43.9479,19.9194,-471.9545593261719,65,3992.81,3730.16,65,325000
44.295,18.5731,-491.2684631347656,66,1062.31,3186.43,66,330000
45.1341,21.9088,-480.42218017578125,67,4062.75,3999.68,67,335000
43.5257,19.4308,-458.2789306640625,68,4226.71,3995.36,68,340000
44.5459,21.414,-510.55877685546875,69,4058.16,3197.58,69,345000
43.7507,18.5873,-464.34112548828125,70,3855.53,3652.33,70,350000
43.4248,15.4066,-419.54559326171875,71,4121.99,2621.81,71,355000
44.0064,20.0578,-494.09930419921875,72,4141.1,4059.1,72,360000
43.8336,22.3495,-486.7076721191406,73,4329.31,4248.76,73,365000
43.1059,21.1113,-472.9878234863281,74,4277.04,4226.45,74,370000
43.6426,19.8335,-532.08349609375,75,4126.53,4008.4,75,375000
42.6265,20.0122,-493.08599853515625,76,4121.19,4079.02,76,380000
42.66,16.8487,-478.650146484375,77,4272.99,3914.48,77,385000
41.9756,18.1042,-486.306640625,78,4140.2,4056.54,78,390000
42.757,19.1359,-477.440185546875,79,4197.83,4153.73,79,395000
42.1676,17.294,-506.0091552734375,80,4275.09,4176.57,80,400000
42.3945,16.342,-493.4249267578125,81,4281.96,4173.53,81,405000
43.4409,19.7962,-535.4542236328125,82,4213.61,3884.48,82,410000
42.3055,18.6734,-516.0577392578125,83,4219.31,4160.6,83,415000
42.4117,17.924,-488.4493408203125,84,4250.27,3989.73,84,420000
41.8308,17.8164,-519.9851684570312,85,4181.54,4122.19,85,425000
42.4316,18.2912,-540.01904296875,86,4239.61,4153.25,86,430000
42.484,19.1089,-542.4882202148438,87,4259.67,4165.33,87,435000
42.9838,15.5874,-563.9215698242188,88,4347.75,4091.12,88,440000
41.8333,17.9755,-516.3719482421875,89,4380.4,4256.44,89,445000
41.5609,16.8824,-542.317626953125,90,4244.21,4202.67,90,450000
42.5998,17.0003,-563.4430541992188,91,4253.14,4202.21,91,455000
43.4343,17.3121,-544.5066528320312,92,4191.16,3413.92,92,460000
42.2965,17.5607,-545.806396484375,93,4250.23,4201.69,93,465000
41.7017,15.826,-510.8813171386719,94,4224.76,4122.48,94,470000
42.2453,16.8621,-546.8660888671875,95,4235.66,4190.77,95,475000
42.7887,18.6584,-556.6494140625,96,4379.4,4199.29,96,480000
42.0764,17.1946,-548.9104614257812,97,4170.46,4153.16,97,485000
42.6535,17.0704,-554.8795166015625,98,4261.74,3879.76,98,490000
42.3819,15.9105,-545.8699951171875,99,4479.16,4108.21,99,495000
43.6567,19.4324,-616.6331787109375,100,4413.2,4329.0,100,500000
42.2303,17.5956,-595.7531127929688,101,4241.95,4202.88,101,505000
42.9303,18.0375,-609.64208984375,102,4358.53,4176.76,102,510000
43.0784,16.6614,-611.516357421875,103,4372.44,4164.42,103,515000
42.1089,18.0054,-614.81005859375,104,4243.8,4127.49,104,520000
43.083,14.7695,-587.8719482421875,105,4442.0,3696.25,105,525000
43.0788,15.3095,-596.276611328125,106,4416.75,3828.37,106,530000
42.8663,15.9873,-626.1603393554688,107,4480.57,4063.15,107,535000
42.3876,17.4561,-640.1192016601562,108,4424.8,4342.26,108,540000
41.7997,17.6452,-657.25927734375,109,4396.89,4283.11,109,545000
41.3083,15.1564,-619.6607055664062,110,4277.67,4197.91,110,550000
41.4234,16.8421,-634.0045776367188,111,4406.03,4180.66,111,555000
42.9884,15.1534,-689.4901733398438,112,4393.28,3087.6,112,560000
42.0765,15.6504,-593.9508056640625,113,4305.73,4289.62,113,565000
42.3033,14.7544,-629.314453125,114,4375.7,3773.16,114,570000
42.9144,16.2073,-689.0423583984375,115,4426.2,4272.58,115,575000
42.722,19.3251,-702.5421752929688,116,4223.0,4204.1,116,580000
42.1972,13.9776,-634.7787475585938,117,4258.59,4071.54,117,585000
41.9828,14.7483,-679.6889038085938,118,4304.09,3996.82,118,590000
42.5565,18.3995,-733.4326171875,119,4328.98,4302.07,119,595000
41.9947,14.9415,-671.294189453125,120,4369.78,3862.04,120,600000
41.6014,17.0381,-710.4613037109375,121,4273.04,4242.24,121,605000
41.6259,15.0123,-697.049560546875,122,4460.11,4270.41,122,610000
43.0748,15.0691,-726.8564453125,123,4357.02,4262.62,123,615000
41.9493,15.2561,-683.0870361328125,124,4464.97,4267.65,124,620000
42.224,18.007,-789.3228759765625,125,4347.92,4277.45,125,625000
42.3821,14.0863,-720.3121337890625,126,4414.06,3832.08,126,630000
42.5507,18.7734,-768.8618774414062,127,4457.05,4400.08,127,635000
42.1432,12.514,-720.5427856445312,128,4386.21,4133.09,128,640000
42.0487,14.7022,-762.4049072265625,129,4313.45,4271.73,129,645000
41.1454,15.7337,-704.9263305664062,130,4422.07,4333.56,130,650000
42.895,16.3511,-810.5048828125,131,4427.29,3381.23,131,655000
42.3022,16.9101,-814.6771850585938,132,4395.04,4288.04,132,660000
41.5333,15.5434,-796.0415649414062,133,4310.32,4268.22,133,665000
41.9718,14.8351,-772.2330322265625,134,4431.96,3261.06,134,670000
42.1263,16.3488,-822.0672607421875,135,4164.65,4014.58,135,675000
41.5995,16.198,-798.7326049804688,136,4417.63,4336.24,136,680000
42.5102,18.0777,-856.6151733398438,137,4232.09,4197.11,137,685000
42.2381,19.4144,-822.7814331054688,138,4406.46,4269.93,138,690000
41.555,15.0117,-826.9432983398438,139,4371.76,3863.32,139,695000
41.2899,17.2316,-830.8020629882812,140,4325.34,4273.46,140,700000
41.9921,16.4008,-771.0340576171875,141,4366.3,4037.37,141,705000
42.2018,17.0723,-897.3861694335938,142,4305.85,4043.05,142,710000
42.4041,16.9736,-917.7056884765625,143,4412.64,4199.96,143,715000
41.3928,16.7588,-893.912353515625,144,4323.62,4274.58,144,720000
42.2872,18.2585,-937.8198852539062,145,4449.35,4356.17,145,725000
42.1299,18.4687,-926.4387817382812,146,4366.2,4331.8,146,730000
41.0408,15.687,-848.2794189453125,147,4427.99,4364.3,147,735000
41.2719,15.7705,-882.34033203125,148,4370.78,4327.49,148,740000
42.023,15.788,-937.7684326171875,149,4377.28,3899.76,149,745000
41.2738,16.1387,-930.673828125,150,869.13,3679.63,150,750000
41.765,17.1509,-944.1637573242188,151,4414.45,4333.48,151,755000
40.7898,15.1391,-856.262451171875,152,4477.76,4382.06,152,760000
41.6954,13.6754,-954.6290893554688,153,-2.69,213.67,153,765000
41.3041,16.9362,-914.4548950195312,154,4423.2,4311.39,154,770000
41.3096,16.1718,-982.573486328125,155,4314.04,4267.53,155,775000
40.6497,14.1126,-886.3824462890625,156,4479.49,4177.39,156,780000
41.6249,15.6594,-927.08056640625,157,4387.32,4307.71,157,785000
41.4722,15.4483,-930.5967407226562,158,4481.98,4267.78,158,790000
41.7175,18.6036,-1028.654296875,159,4406.02,4376.53,159,795000
41.6585,16.1283,-1007.364501953125,160,4435.58,4350.23,160,800000
41.6433,15.8578,-1042.4383544921875,161,4384.47,4294.92,161,805000
42.1206,16.3858,-1058.048583984375,162,4412.69,4301.03,162,810000
40.3672,13.0618,-888.8993530273438,163,4421.0,4311.81,163,815000
41.761,17.0615,-990.0549926757812,164,4545.03,4380.46,164,820000
40.6826,16.0053,-1031.25,165,4373.89,4346.2,165,825000
41.2892,15.637,-981.6759643554688,166,4516.25,3562.84,166,830000
41.5669,22.1523,-1086.6463623046875,167,4517.24,3533.11,167,835000
40.726,16.2808,-1019.8013916015625,168,4472.4,4406.45,168,840000
41.1356,15.7778,-1041.1822509765625,169,4431.02,4161.11,169,845000
41.0124,15.2045,-1062.8404541015625,170,4434.74,4365.81,170,850000
41.389,15.1154,-1064.9886474609375,171,4356.66,4301.05,171,855000
40.8968,15.7031,-1066.5142822265625,172,4431.65,4337.41,172,860000
41.0727,16.4018,-1103.9638671875,173,4572.49,4480.35,173,865000
40.9366,15.7787,-1060.8851318359375,174,4519.59,4403.7,174,870000
50.516,16.778,-846.2415771484375,175,-20.48,-20.52,175,875000
41.4102,17.9371,-1070.4822998046875,176,4247.74,4255.25,176,880000
40.9881,16.359,-1120.53466796875,177,4400.93,4367.12,177,885000
40.7498,15.6594,-1112.4765625,178,4349.42,4283.72,178,890000
41.9875,18.2178,-1222.5634765625,179,4245.41,4214.76,179,895000
40.6014,14.9664,-1077.9163818359375,180,4407.31,4331.57,180,900000
40.613,15.5043,-1131.6719970703125,181,4529.22,4428.33,181,905000
41.3276,16.5031,-1188.49853515625,182,4488.83,4375.17,182,910000
40.577,15.4665,-1178.7860107421875,183,4421.36,4351.16,183,915000
42.0849,18.8398,-1284.8218994140625,184,4463.28,4400.0,184,920000
40.9055,15.5876,-1176.5625,185,4508.11,4399.92,185,925000
40.4045,14.9322,-1174.2410888671875,186,4487.08,4410.33,186,930000
40.5907,16.0594,-1181.9547119140625,187,4483.17,4397.97,187,935000
41.0315,15.5752,-1269.33251953125,188,4454.86,4377.75,188,940000
41.2061,16.6157,-1260.7000732421875,189,4520.18,4422.39,189,945000
41.9749,18.6366,-1279.494384765625,190,4603.87,4424.94,190,950000
41.2805,15.919,-1248.874755859375,191,4623.38,4522.07,191,955000
40.9375,15.8389,-1244.783935546875,192,4574.64,4472.08,192,960000
41.414,16.5726,-1275.034423828125,193,4528.95,4445.1,193,965000
41.1007,17.4085,-1303.813720703125,194,4480.16,4440.92,194,970000
41.3669,16.9852,-1331.3795166015625,195,4467.6,4412.26,195,975000
40.3661,15.3301,-1193.6082763671875,196,4505.02,4412.18,196,980000
41.3902,15.862,-1271.8990478515625,197,4662.95,4521.03,197,985000
41.1981,13.6136,-1279.6453857421875,198,4652.43,3845.89,198,990000
40.6865,14.9971,-1254.172119140625,199,4623.25,4145.41,199,995000
40.6913,15.9665,-1360.0089111328125,200,4534.52,4448.29,200,1000000
40.4811,15.3624,-1335.1175537109375,201,4562.67,4455.09,201,1005000
41.0242,15.0722,-1309.8470458984375,202,4553.34,4469.98,202,1010000
40.762,15.7216,-1337.61767578125,203,4572.88,4454.85,203,1015000
40.3308,14.6924,-1299.249755859375,204,4605.41,4510.79,204,1020000
40.988,15.8163,-1397.5264892578125,205,4545.42,4450.13,205,1025000
40.6586,15.618,-1392.006591796875,206,4539.24,4450.2,206,1030000
41.1148,16.5146,-1423.11474609375,207,4559.93,4475.38,207,1035000
40.8553,15.9107,-1397.2525634765625,208,4539.96,4483.08,208,1040000
40.6433,15.5628,-1426.8258056640625,209,4507.55,4429.25,209,1045000
40.9697,15.3147,-1461.340087890625,210,4522.64,4434.29,210,1050000
40.717,15.3672,-1420.6815185546875,211,4536.4,4436.01,211,1055000
40.9748,14.7857,-1453.9127197265625,212,4582.57,4483.72,212,1060000
40.6081,13.8742,-1391.0164794921875,213,4533.03,4385.75,213,1065000
40.0107,14.7734,-1411.591552734375,214,4481.35,4284.37,214,1070000
40.6611,14.1525,-1460.183349609375,215,4588.39,4441.9,215,1075000
40.949,16.4699,-1510.6568603515625,216,4573.85,4338.18,216,1080000
40.7577,14.4336,-1490.298828125,217,4473.91,4413.71,217,1085000
40.5994,14.5005,-1502.2650146484375,218,4561.7,4449.06,218,1090000
40.4568,14.1848,-1471.3675537109375,219,4552.22,4341.79,219,1095000
40.8706,14.601,-1518.26953125,220,4565.06,4465.64,220,1100000
40.5456,14.9367,-1581.1949462890625,221,4510.65,4363.78,221,1105000
40.5077,13.8672,-1547.3275146484375,222,4563.3,4470.66,222,1110000
41.1056,14.7344,-1590.5338134765625,223,4549.32,4444.24,223,1115000
40.4767,14.3898,-1515.057861328125,224,4533.78,4467.61,224,1120000
40.3085,14.1707,-1521.7303466796875,225,4538.83,4450.02,225,1125000
40.7199,14.4044,-1553.650146484375,226,4550.0,4227.68,226,1130000
41.0536,14.3318,-1631.448486328125,227,4548.8,4465.19,227,1135000
40.4162,14.6696,-1553.382568359375,228,4562.78,4488.86,228,1140000
41.0353,15.3623,-1604.10986328125,229,4574.76,4391.35,229,1145000
40.3324,15.3284,-1606.6175537109375,230,4556.09,4482.94,230,1150000
40.3117,14.8969,-1662.169921875,231,4555.82,4504.82,231,1155000
40.3704,16.2507,-1714.8739013671875,232,4543.81,4145.08,232,1160000
40.5925,15.2633,-1695.234619140625,233,4517.27,4433.92,233,1165000
40.5216,15.3537,-1721.15478515625,234,4543.57,4495.73,234,1170000
40.9271,15.9482,-1756.597412109375,235,4549.15,4472.27,235,1175000
40.5632,16.3654,-1707.1951904296875,236,4544.99,4245.64,236,1180000
41.3697,15.7527,-1765.626953125,237,4611.8,4552.02,237,1185000
40.3681,15.3331,-1767.3189697265625,238,4580.96,4502.69,238,1190000
40.5603,15.534,-1798.0723876953125,239,4552.68,4461.67,239,1195000
40.6502,15.8212,-1825.0557861328125,240,4568.91,4476.34,240,1200000
51.3075,18.9614,-2184.8388671875,241,-7.49,-7.46,241,1205000
40.8234,16.1769,-1884.4508056640625,242,4520.94,4430.76,242,1210000
40.3964,14.8088,-1762.9642333984375,243,4455.75,4413.98,243,1215000
40.3036,14.5784,-1742.1900634765625,244,4514.13,4452.74,244,1220000
40.2412,15.948,-1816.4222412109375,245,4599.49,4486.12,245,1225000
40.397,14.4975,-1785.13330078125,246,4562.99,4470.39,246,1230000
40.3051,14.4698,-1840.8565673828125,247,4540.0,4433.9,247,1235000
40.3344,14.409,-1827.0870361328125,248,4539.96,4427.98,248,1240000
40.3338,14.1654,-1782.6357421875,249,4593.34,4484.02,249,1245000
39.8335,13.9956,-1800.954833984375,250,4597.67,4451.92,250,1250000
40.2022,14.2101,-1849.764404296875,251,4595.19,4468.34,251,1255000
40.3911,13.5259,-1910.075927734375,252,4559.27,4444.67,252,1260000
40.6443,14.2618,-1901.6494140625,253,4518.79,4413.88,253,1265000
40.6039,14.4579,-1864.55126953125,254,4604.09,4446.3,254,1270000
40.0113,14.9058,-1925.40673828125,255,4585.21,4473.3,255,1275000
40.5447,14.4698,-1860.3916015625,256,4579.56,4467.3,256,1280000
40.4995,14.9904,-1890.1820068359375,257,4549.15,4477.58,257,1285000
40.4137,14.1981,-1847.62353515625,258,4596.98,4368.84,258,1290000
40.3416,14.8522,-1886.283935546875,259,4559.28,4479.3,259,1295000
40.2725,14.5309,-1840.018798828125,260,4595.68,4511.73,260,1300000
40.6153,14.6716,-1929.7042236328125,261,4577.39,4481.45,261,1305000
39.8242,14.3295,-1931.2904052734375,262,4605.82,4500.42,262,1310000
40.3512,13.4923,-1869.9241943359375,263,4615.14,4461.99,263,1315000
39.8843,14.1855,-1979.1229248046875,264,4624.98,4534.42,264,1320000
39.7714,13.7165,-1942.215576171875,265,4562.66,4452.13,265,1325000
40.1833,14.6839,-1992.4273681640625,266,4576.76,4502.07,266,1330000
40.4662,14.6449,-1975.76123046875,267,4612.66,4272.66,267,1335000
40.5403,14.4132,-2023.3526611328125,268,4584.15,4439.65,268,1340000
40.2429,14.3916,-2026.2803955078125,269,4590.54,4469.23,269,1345000
40.1233,13.9633,-2037.242919921875,270,4585.95,4447.52,270,1350000
39.7145,14.0029,-1995.1510009765625,271,4597.14,4492.46,271,1355000
40.2679,13.4359,-2014.79931640625,272,4568.03,4078.52,272,1360000
41.1647,15.2401,-2265.3369140625,273,1523.79,3156.22,273,1365000
40.2244,15.1661,-2227.566650390625,274,4588.47,4457.64,274,1370000
40.0406,15.1359,-2180.485595703125,275,4629.0,4539.3,275,1375000
40.1568,14.8788,-2281.137451171875,276,4606.57,4514.94,276,1380000
39.8976,13.3542,-2167.6083984375,277,4560.23,4101.51,277,1385000
40.0828,14.3367,-2245.899658203125,278,4537.24,4454.33,278,1390000
39.9298,14.1917,-2128.937255859375,279,4598.14,4515.47,279,1395000
39.9674,14.3115,-2224.70654296875,280,4573.48,4485.5,280,1400000
39.945,14.9034,-2157.06689453125,281,4565.25,4495.37,281,1405000
40.1326,14.1246,-2163.499267578125,282,4566.88,4492.95,282,1410000
40.4159,14.2681,-2287.128662109375,283,4586.88,4211.84,283,1415000
40.3101,14.38,-2398.648193359375,284,4564.74,4466.88,284,1420000
40.4658,13.5404,-2274.84521484375,285,4585.54,4486.34,285,1425000
40.2825,14.7725,-2452.45361328125,286,4578.13,4479.74,286,1430000
40.0655,13.9035,-2346.6220703125,287,4579.47,4482.89,287,1435000
40.5718,14.0991,-2368.369140625,288,4598.89,4474.85,288,1440000
40.5905,14.555,-2434.0,289,4564.07,4467.7,289,1445000
40.2373,14.6639,-2432.04296875,290,4572.67,4466.85,290,1450000
40.0244,13.889,-2392.762451171875,291,4641.2,4546.0,291,1455000
40.4765,14.9625,-2506.089111328125,292,4592.19,4491.65,292,1460000
40.0864,13.9514,-2383.27734375,293,4617.22,4545.59,293,1465000
40.4378,14.7565,-2448.2236328125,294,4615.61,4496.57,294,1470000
40.2782,13.9812,-2457.7177734375,295,4608.5,4501.64,295,1475000
40.0686,13.4868,-2416.470947265625,296,4651.82,4550.35,296,1480000
40.6435,14.0361,-2433.8974609375,297,4656.46,4548.34,297,1485000
40.1062,14.293,-2377.2587890625,298,4679.55,4356.69,298,1490000
40.2057,13.7353,-2425.770263671875,299,4618.86,4178.74,299,1495000
40.1963,13.0634,-2380.25146484375,300,4674.79,4565.61,300,1500000
40.6333,13.613,-2537.163818359375,301,4619.26,4547.0,301,1505000
40.2842,14.7404,-2453.20703125,302,4676.36,4563.13,302,1510000
40.4326,14.9555,-2487.205810546875,303,4663.62,4559.75,303,1515000
40.3891,14.0239,-2320.316162109375,304,4629.44,4533.46,304,1520000
40.2129,13.0602,-2384.170166015625,305,4603.69,4530.07,305,1525000
40.5722,16.7265,-2577.08447265625,306,4634.85,4540.39,306,1530000
40.3174,13.1053,-2323.907958984375,307,4611.04,4375.3,307,1535000
40.3095,13.319,-2392.161376953125,308,4573.55,4505.34,308,1540000
40.0338,14.746,-2592.56591796875,309,4635.38,4513.98,309,1545000
39.8531,13.648,-2459.715087890625,310,4624.45,4548.78,310,1550000
39.863,14.3891,-2536.060791015625,311,4649.15,4128.98,311,1555000
40.1266,13.631,-2447.78515625,312,4603.44,2781.67,312,1560000
40.6166,15.419,-2660.84326171875,313,4602.21,3414.5,313,1565000
39.9135,13.6008,-2562.23779296875,314,4670.69,4551.93,314,1570000
39.9091,14.5423,-2726.82177734375,315,4651.5,4546.92,315,1575000
39.6367,14.2923,-2700.815673828125,316,4606.73,4505.16,316,1580000
39.6531,14.3329,-2692.89111328125,317,4618.64,4537.88,317,1585000
39.5454,14.8659,-2705.1513671875,318,4636.77,4354.27,318,1590000
39.6357,14.0748,-2714.206787109375,319,4573.61,4479.26,319,1595000
40.0101,14.1175,-2798.614501953125,320,4574.22,4371.77,320,1600000
40.0795,14.4693,-2731.42626953125,321,4574.27,4481.41,321,1605000
40.0183,13.9134,-2762.300048828125,322,4577.39,4465.47,322,1610000
40.0896,14.7454,-2855.34326171875,323,4567.38,4295.85,323,1615000
40.1422,14.6401,-2878.1826171875,324,4623.35,4230.83,324,1620000
39.7884,13.9599,-2859.898193359375,325,4570.37,4468.46,325,1625000
40.0773,14.3567,-2810.438720703125,326,4587.9,4307.23,326,1630000
40.0156,13.705,-2838.105712890625,327,4642.86,4526.08,327,1635000
42.6697,30.8955,-3220.999755859375,328,4592.48,1463.38,328,1640000
47.637,60.2222,-3932.57568359375,329,756.04,427.7,329,1645000
48.5122,15.4972,-3798.4775390625,330,182.47,202.38,330,1650000
45.4138,11.7107,-3304.4892578125,331,767.49,608.42,331,1655000
42.6874,12.5412,-3107.34423828125,332,1276.29,1606.58,332,1660000
40.5066,12.8923,-3071.140869140625,333,2460.03,3754.17,333,1665000
39.8715,14.3578,-2863.2421875,334,4642.79,4451.22,334,1670000
39.4992,12.8178,-2755.2890625,335,4707.49,4411.71,335,1675000
40.0808,11.7929,-2921.958984375,336,4645.49,3625.33,336,1680000
39.4927,13.1775,-2867.4130859375,337,4730.01,4518.4,337,1685000
39.78,13.513,-3006.22412109375,338,4672.37,4488.23,338,1690000
39.9816,13.7985,-3034.756103515625,339,4633.47,4502.35,339,1695000
39.9656,12.9526,-3031.43017578125,340,4624.31,4498.55,340,1700000
39.5344,13.3863,-2837.30029296875,341,4618.3,4498.76,341,1705000
39.9391,13.3352,-2821.458251953125,342,4642.92,4538.73,342,1710000
39.7354,12.8337,-2739.97265625,343,4624.53,4483.83,343,1715000
40.0667,13.7215,-2985.102294921875,344,4629.4,4532.47,344,1720000
39.9733,14.0284,-3218.03759765625,345,4642.32,4487.62,345,1725000
52.2888,18.1991,-3404.267822265625,346,215.04,175.76,346,1730000
51.2625,51.8476,-4009.841064453125,347,327.16,391.34,347,1735000
47.1475,40.7986,-4288.90625,348,754.12,561.26,348,1740000
43.5099,28.9686,-3975.8798828125,349,1608.07,1471.36,349,1745000
43.0856,21.8558,-3976.17724609375,350,3168.96,2541.07,350,1750000
40.6716,14.7346,-3257.271728515625,351,4790.64,3639.94,351,1755000
40.4126,15.2454,-3098.615234375,352,4743.7,4530.21,352,1760000
40.32,14.6388,-3181.223876953125,353,4698.38,4488.16,353,1765000
40.1071,14.5347,-3027.864501953125,354,4700.75,4551.79,354,1770000
40.1432,14.9076,-3134.834716796875,355,4710.34,4572.71,355,1775000
40.6989,14.4746,-3283.9794921875,356,4671.26,4544.42,356,1780000
39.9322,13.6618,-3027.615478515625,357,4658.92,4519.65,357,1785000
40.2245,13.917,-3261.93798828125,358,4635.17,4527.36,358,1790000
40.037,14.1745,-3234.100830078125,359,4701.42,4546.2,359,1795000
40.3041,13.6129,-3061.84765625,360,4683.6,4529.55,360,1800000
39.7471,13.7988,-3095.163818359375,361,4626.45,4516.54,361,1805000
39.9527,13.8955,-3073.087890625,362,4639.81,4493.96,362,1810000
39.6982,13.5259,-3188.64208984375,363,4601.98,4498.45,363,1815000
39.9632,14.6133,-3370.595947265625,364,4684.33,4544.87,364,1820000
39.8826,14.7032,-3158.92919921875,365,4643.21,4536.78,365,1825000
39.9494,14.073,-3253.036865234375,366,4646.3,4513.59,366,1830000
39.9807,14.9494,-3172.442626953125,367,4643.15,4517.57,367,1835000
39.8406,15.1421,-3232.203125,368,4643.41,4320.1,368,1840000
39.5082,14.1881,-3063.451171875,369,4629.13,4505.47,369,1845000
39.9506,15.661,-3221.15283203125,370,4713.95,4450.44,370,1850000
39.7068,17.7514,-3177.54296875,371,4689.33,4459.22,371,1855000
39.9716,13.5101,-3146.294677734375,372,4680.98,4172.32,372,1860000
39.8107,13.2351,-3119.6328125,373,4667.35,4532.25,373,1865000
40.4663,12.5267,-2908.558349609375,374,45.12,3126.85,374,1870000
39.6897,14.0254,-3311.70849609375,375,4526.55,4492.27,375,1875000
39.7971,13.8088,-3362.482666015625,376,4603.59,4476.36,376,1880000
39.7827,13.3056,-3223.549072265625,377,4629.88,4512.62,377,1885000
39.4625,12.7058,-3164.207275390625,378,4613.75,4160.33,378,1890000
39.9685,12.9247,-3135.81298828125,379,4643.61,4328.67,379,1895000
39.879,13.6488,-3152.306884765625,380,4643.47,4503.21,380,1900000
39.8157,12.7395,-3096.39794921875,381,4658.2,4491.88,381,1905000
39.5836,13.3286,-3259.65380859375,382,4618.58,4481.89,382,1910000
39.5929,13.5086,-3153.0458984375,383,4620.55,4479.18,383,1915000
