Reward Loss,Real Sto Return,Running Env Steps,Real Det Return,Itration,Running Forward KL,Running Update Time,Running Reverse KL
-18141.6328125,64.27,1985000,64.14,397,701.7273,397,508.4262
-18262.015625,60.86,1990000,61.2,398,677.6343,398,486.645
-18184.126953125,61.73,1995000,61.58,399,710.4427,399,598.5645
-17992.203125,64.66,2000000,64.58,400,698.7618,400,510.4843
-19038.671875,64.59,2005000,64.76,401,693.4105,401,408.2567
-18752.1328125,64.45,2010000,63.97,402,695.7458,402,398.1496
-18789.5703125,65.26,2015000,64.95,403,679.6559,403,393.2138
-18591.3359375,60.88,2020000,60.92,404,673.4345,404,471.9266
-18987.513671875,62.51,2025000,63.74,405,683.803,405,480.5903
-18366.48828125,64.6,2030000,64.66,406,672.0416,406,390.7617
-18670.2734375,64.0,2035000,64.11,407,680.9313,407,429.2016
-18608.427734375,63.85,2040000,64.15,408,656.8687,408,427.539
-17881.087890625,62.11,2045000,62.5,409,645.4813,409,384.7239
-17995.005859375,63.91,2050000,63.87,410,633.3189,410,344.8
-17726.951171875,63.13,2055000,63.28,411,639.1485,411,361.8039
-18228.6484375,63.35,2060000,63.35,412,646.622,412,341.6284
-18494.61328125,63.83,2065000,61.88,413,623.3688,413,357.3874
-18195.544921875,305.78,2070000,326.23,414,513.5508,414,360.8743
-17000.431640625,523.49,2075000,519.98,415,499.7458,415,363.9224
-17407.654296875,481.87,2080000,480.23,416,515.7783,416,355.7105
-17361.931640625,224.06,2085000,221.61,417,519.3922,417,363.208
-17591.875,334.57,2090000,328.96,418,506.1741,418,274.8384
-17516.87109375,241.45,2095000,267.94,419,505.9896,419,346.469
-16678.44140625,515.51,2100000,507.7,420,476.0216,420,274.4894
-17601.677734375,373.13,2105000,361.49,421,480.697,421,320.5795
-18130.423828125,62.21,2110000,62.29,422,625.6484,422,392.0585
-18981.296875,60.41,2115000,59.86,423,704.8676,423,441.6224
-19501.9921875,60.75,2120000,61.77,424,712.3445,424,757.7419
-19094.720703125,59.69,2125000,60.71,425,683.4317,425,374.2181
-18965.416015625,164.93,2130000,169.71,426,567.8454,426,375.9959
-19303.806640625,152.78,2135000,132.15,427,576.1485,427,500.2869
-19548.87890625,62.26,2140000,61.8,428,736.2217,428,1320.1871
-19399.390625,111.56,2145000,125.6,429,594.3913,429,483.9675
-19560.06640625,64.85,2150000,65.78,430,711.7402,430,1991.6818
-19360.47265625,63.64,2155000,64.07,431,706.6391,431,841.9867
-19587.630859375,62.36,2160000,62.79,432,738.9696,432,1510.2203
-19527.564453125,64.08,2165000,64.38,433,728.124,433,1055.3585
-19384.869140625,62.75,2170000,62.42,434,704.8143,434,411.1435
-19461.025390625,64.02,2175000,64.12,435,724.3981,435,1460.9301
-19386.03515625,63.72,2180000,63.69,436,692.6418,436,933.0924
-19210.5546875,63.09,2185000,63.09,437,710.701,437,708.1817
-19568.5625,62.57,2190000,62.8,438,723.2523,438,2175.0206
-19646.654296875,61.87,2195000,61.74,439,742.7753,439,2138.483
-19618.896484375,64.05,2200000,64.16,440,728.2891,440,2133.8219
-19669.482421875,64.38,2205000,64.42,441,733.8097,441,3395.3168
-19677.978515625,63.26,2210000,63.24,442,735.2785,442,2364.7369
-19631.236328125,62.85,2215000,62.95,443,731.9645,443,2300.7883
-19426.544921875,62.56,2220000,62.45,444,710.7445,444,725.7685
-18897.94921875,63.32,2225000,63.05,445,659.4097,445,399.4816
-19100.240234375,63.37,2230000,63.05,446,686.3314,446,327.9896
-19245.4296875,59.84,2235000,59.2,447,691.2557,447,681.3997
-18855.462890625,60.75,2240000,61.72,448,668.2219,448,338.7729
-18941.70703125,63.31,2245000,63.79,449,660.9983,449,415.8726
-18577.0625,61.63,2250000,62.03,450,652.3066,450,562.4312
-18562.865234375,62.5,2255000,62.84,451,649.8084,451,430.1742
-18994.3125,62.63,2260000,62.83,452,671.9338,452,424.3597
-18576.8046875,62.27,2265000,62.15,453,654.9077,453,442.2214
-18817.107421875,61.43,2270000,61.92,454,685.23,454,449.2881
-19039.52734375,62.69,2275000,62.03,455,676.1967,455,1278.3167
-16272.783203125,63.92,2280000,64.45,456,641.7366,456,492.4333
-18252.75390625,63.0,2285000,63.24,457,674.55,457,561.933
-17856.4296875,61.26,2290000,60.56,458,660.4783,458,611.2023
-18080.802734375,63.92,2295000,64.21,459,661.2457,459,523.4761
-18255.974609375,63.1,2300000,63.46,460,645.3299,460,977.0134
-18506.876953125,62.23,2305000,62.37,461,650.1099,461,692.4459
-19271.873046875,63.28,2310000,63.02,462,722.3207,462,1080.4394
-18839.796875,62.95,2315000,63.66,463,661.5804,463,663.6587
-19256.1953125,62.27,2320000,62.39,464,670.7092,464,2328.5482
-18426.1171875,61.87,2325000,63.33,465,650.151,465,382.5537
-18626.544921875,61.88,2330000,62.31,466,659.3751,466,791.7704
-17933.37109375,64.23,2335000,64.47,467,619.974,467,591.9914
-17851.912109375,63.12,2340000,64.75,468,638.5722,468,316.3154
-17000.005859375,64.89,2345000,64.72,469,609.2952,469,297.0331
-18077.103515625,65.9,2350000,64.12,470,641.6025,470,615.4965
-17011.373046875,65.49,2355000,65.42,471,630.2827,471,292.9344
-17191.904296875,62.39,2360000,61.36,472,633.9153,472,554.3546
-17125.59765625,65.16,2365000,65.1,473,642.4608,473,304.2828
-17737.845703125,65.21,2370000,65.37,474,642.7904,474,330.3091
-18017.955078125,63.53,2375000,62.73,475,645.8761,475,422.7959
-17731.2734375,59.67,2380000,57.52,476,642.9886,476,323.5842
-17723.830078125,63.49,2385000,63.82,477,645.6738,477,311.3434
-18232.244140625,62.91,2390000,61.79,478,650.1232,478,584.9507
-18502.931640625,63.45,2395000,58.17,479,671.535,479,743.8431
-17269.35546875,59.18,2400000,58.87,480,633.4704,480,299.2979
-17637.517578125,61.85,2405000,62.27,481,630.4399,481,297.2258
-17647.38671875,63.03,2410000,59.01,482,641.1216,482,282.1538
-17783.4140625,66.78,2415000,66.76,483,651.4141,483,304.5549
-18495.740234375,64.86,2420000,65.09,484,655.6326,484,1440.5447
-18490.611328125,64.25,2425000,64.29,485,656.8543,485,351.8047
-18892.337890625,63.03,2430000,63.19,486,632.8377,486,1044.1326
-17941.251953125,63.94,2435000,63.07,487,617.9379,487,530.8534
-16997.783203125,63.58,2440000,63.3,488,582.0675,488,271.1387
-17734.287109375,64.07,2445000,63.83,489,605.1307,489,344.314
-19206.578125,64.09,2450000,64.09,490,645.1356,490,1824.936
-17588.775390625,63.0,2455000,64.03,491,590.7089,491,340.921
-18741.0703125,63.95,2460000,63.8,492,603.1464,492,1191.6395
-17305.654296875,64.7,2465000,64.91,493,575.3866,493,268.1158
-18034.072265625,63.35,2470000,63.65,494,615.1061,494,347.3227
-17951.419921875,63.19,2475000,63.95,495,630.8103,495,296.4987
-18032.30859375,63.82,2480000,63.84,496,612.8448,496,434.5204
-18557.25390625,63.47,2485000,62.64,497,620.6435,497,778.2933
-18559.544921875,61.43,2490000,62.63,498,625.3379,498,470.2623
-17591.97265625,60.65,2495000,59.0,499,605.3949,499,373.7294
-17525.3515625,57.9,2500000,57.34,500,611.7078,500,292.1139
-17583.591796875,57.65,2505000,57.12,501,627.9092,501,307.2161
-18361.876953125,58.35,2510000,57.7,502,621.2211,502,306.8347
-18493.275390625,62.46,2515000,62.2,503,635.7484,503,349.4333
-18384.46484375,60.13,2520000,60.2,504,630.7968,504,319.3193
-17723.59765625,59.55,2525000,59.86,505,629.9318,505,318.8749
-17249.00390625,62.71,2530000,61.33,506,641.7459,506,330.5383
-17622.068359375,62.57,2535000,61.81,507,640.9322,507,334.7714
-18040.955078125,62.55,2540000,60.73,508,629.1762,508,303.8063
-17915.38671875,61.6,2545000,61.59,509,635.1665,509,354.8678
-18832.591796875,63.47,2550000,64.59,510,644.2606,510,343.7647
-17637.291015625,62.47,2555000,62.48,511,615.9212,511,285.7839
-17727.236328125,61.53,2560000,60.99,512,609.9781,512,311.8857
-17806.7421875,61.4,2565000,61.21,513,616.9802,513,317.3137
-17532.109375,60.1,2570000,60.72,514,635.014,514,330.8599
-17760.556640625,60.47,2575000,60.7,515,621.5695,515,277.4586
-17992.30859375,59.69,2580000,60.11,516,636.8184,516,296.3127
-17817.0078125,62.2,2585000,62.14,517,622.3101,517,289.5208
-17874.98828125,61.79,2590000,61.93,518,627.7586,518,291.1518
-17803.1875,62.23,2595000,62.68,519,629.977,519,288.7466
-17587.091796875,60.53,2600000,60.36,520,608.478,520,286.2149
-17426.6015625,61.87,2605000,61.99,521,629.8532,521,298.5592
-17528.583984375,62.46,2610000,62.22,522,618.5868,522,293.3823
-17886.021484375,61.51,2615000,61.6,523,594.1496,523,298.0929
-17635.900390625,60.9,2620000,61.1,524,633.8153,524,297.6726
-18924.376953125,59.93,2625000,59.81,525,641.9996,525,307.5618
-18372.685546875,59.93,2630000,59.24,526,632.3997,526,302.2713
-18765.0546875,57.89,2635000,57.06,527,657.6307,527,324.3715
-18618.529296875,58.13,2640000,58.72,528,658.2067,528,299.7358
-18578.65234375,56.97,2645000,56.89,529,656.425,529,351.5838
-19323.177734375,57.84,2650000,56.81,530,655.4378,530,372.1268
-19022.79296875,56.51,2655000,56.53,531,650.5969,531,328.5449
-19212.234375,56.75,2660000,56.87,532,666.7609,532,368.691
-18669.484375,60.34,2665000,60.86,533,614.5601,533,290.6581
-18667.876953125,60.47,2670000,60.02,534,649.391,534,474.695
-19012.107421875,63.34,2675000,63.59,535,651.8976,535,334.0722
-18502.490234375,63.36,2680000,62.88,536,632.4772,536,360.0186
-19054.93359375,61.18,2685000,60.82,537,653.8264,537,398.8739
-18820.05859375,60.48,2690000,60.42,538,631.9859,538,315.8044
-18547.810546875,60.4,2695000,60.26,539,629.161,539,320.3221
-19133.65234375,61.21,2700000,61.08,540,640.9283,540,775.96
-18715.1640625,64.04,2705000,63.99,541,642.4732,541,311.7713
-19060.740234375,63.43,2710000,63.24,542,647.1578,542,509.1961
-18126.12109375,61.46,2715000,61.56,543,615.423,543,310.3934
-18486.240234375,61.67,2720000,61.65,544,632.2802,544,311.1075
-18511.53515625,62.64,2725000,64.19,545,639.6606,545,541.8021
-18575.369140625,61.66,2730000,61.66,546,643.296,546,348.4001
-19118.82421875,61.73,2735000,61.72,547,647.5227,547,522.6931
-18833.900390625,59.59,2740000,59.56,548,639.2895,548,400.8691
-19020.904296875,61.91,2745000,61.93,549,640.2723,549,706.1077
-19172.087890625,59.62,2750000,58.88,550,662.3544,550,347.8623
-19489.2578125,63.92,2755000,63.82,551,667.1994,551,962.4889
-19447.078125,63.87,2760000,64.07,552,673.2768,552,407.4963
-19589.50390625,63.93,2765000,63.95,553,688.381,553,503.8023
-19437.13671875,63.63,2770000,63.64,554,676.8094,554,341.4408
-19306.4765625,64.0,2775000,63.99,555,647.1092,555,551.454
-19479.69140625,63.49,2780000,63.56,556,674.3477,556,584.036
-19404.400390625,60.77,2785000,60.24,557,666.5621,557,439.407
-19473.61328125,63.63,2790000,63.49,558,663.0523,558,676.186
-19436.435546875,61.96,2795000,62.9,559,678.8641,559,554.6324
-18835.25,62.97,2800000,62.88,560,650.3553,560,325.554
-19336.236328125,63.44,2805000,62.65,561,654.1094,561,503.5328
-19409.267578125,61.66,2810000,60.93,562,680.7793,562,336.5528
-19323.720703125,62.18,2815000,62.63,563,665.795,563,357.3822
-19546.158203125,59.58,2820000,59.04,564,696.9006,564,853.5452
-19380.37890625,62.14,2825000,63.71,565,676.7194,565,685.1088
-19315.16796875,60.96,2830000,61.28,566,666.8352,566,467.5908
-19479.953125,61.74,2835000,62.14,567,677.7136,567,430.603
-19426.611328125,61.8,2840000,61.78,568,682.7248,568,968.8526
-19614.638671875,63.64,2845000,63.8,569,698.9187,569,1116.3437
-19507.869140625,63.36,2850000,63.41,570,660.4089,570,684.9166
-19695.0703125,62.99,2855000,62.98,571,696.6236,571,644.7249
-19619.029296875,63.76,2860000,64.0,572,690.8663,572,711.0123
-19603.53125,63.16,2865000,62.9,573,655.543,573,884.4004
-19447.76171875,63.59,2870000,63.05,574,658.6073,574,332.4589
-19539.91015625,62.34,2875000,62.87,575,680.573,575,337.587
-19543.083984375,63.39,2880000,63.9,576,665.312,576,402.0909
-19216.14453125,59.24,2885000,58.97,577,645.036,577,341.3975
-19366.337890625,62.11,2890000,62.39,578,652.3345,578,367.338
-19381.640625,61.79,2895000,61.79,579,662.2162,579,334.3401
-19114.5546875,61.63,2900000,61.93,580,641.249,580,325.7032
-19033.0,62.77,2905000,61.98,581,641.4983,581,292.2778
-19504.88671875,61.62,2910000,61.49,582,697.3458,582,440.2805
-19067.86328125,61.76,2915000,61.3,583,656.5696,583,317.3566
-19221.462890625,61.57,2920000,61.85,584,678.1702,584,336.7808
-19110.423828125,63.05,2925000,63.96,585,657.6617,585,318.228
-19362.74609375,61.71,2930000,61.57,586,655.5722,586,327.9485
-19443.583984375,61.24,2935000,61.21,587,672.6501,587,375.584
-19496.01953125,61.07,2940000,61.37,588,659.108,588,335.4436
-19286.4609375,60.61,2945000,59.52,589,651.1754,589,338.2363
-19506.9609375,59.94,2950000,59.84,590,657.6424,590,748.2625
-19399.5859375,61.31,2955000,61.34,591,667.3697,591,746.2555
-19246.08203125,61.43,2960000,61.34,592,665.6964,592,341.1768
-19479.779296875,61.37,2965000,61.38,593,661.2703,593,453.8797
-19485.087890625,61.5,2970000,61.47,594,652.2306,594,528.6514
-19373.9921875,61.04,2975000,60.44,595,662.4452,595,538.2499
-19408.123046875,61.53,2980000,61.51,596,658.9485,596,698.1808
-19447.169921875,61.36,2985000,61.72,597,666.8868,597,545.9643
-19606.052734375,61.57,2990000,61.57,598,680.0536,598,641.6602
-19633.66015625,61.63,2995000,61.58,599,676.5704,599,415.5799
