Running Reverse KL,Real Det Return,Running Forward KL,Reward Loss,Itration,Running Env Steps,Real Sto Return,Running Update Time
14.8349,3143.0,24.6732,-316.5567932128906,68,340000,3091.66,68
16.1245,3263.42,26.9099,-301.9424743652344,69,345000,2958.77,69
14.7419,3264.83,25.3206,-342.4564514160156,70,350000,3159.88,70
15.4596,3253.7,24.6804,-326.03875732421875,71,355000,3243.26,71
15.4554,3241.04,25.4239,-358.4979553222656,72,360000,3232.37,72
15.8488,3179.89,25.2985,-390.0177001953125,73,365000,3175.25,73
15.9969,3068.97,26.5173,-336.1415710449219,74,370000,2992.32,74
16.6992,3188.45,27.8014,-416.5035400390625,75,375000,3186.75,75
13.522,3198.17,25.7586,-396.4273376464844,76,380000,3024.67,76
15.3187,3251.77,26.5593,-427.6997985839844,77,385000,3249.7,77
16.0908,3261.3,26.6307,-404.91204833984375,78,390000,3259.23,78
14.2943,3211.97,24.8124,-413.7025451660156,79,395000,3235.78,79
15.6713,3231.84,27.0343,-446.630859375,80,400000,3032.02,80
17.3489,3272.2,27.2468,-414.6518249511719,81,405000,3268.19,81
14.9748,3298.64,24.9,-448.11810302734375,82,410000,2912.35,82
16.1733,3241.93,24.682,-417.4456481933594,83,415000,3244.54,83
14.2913,3309.28,25.5948,-443.1921691894531,84,420000,3217.98,84
12.9551,3334.61,25.651,-471.91619873046875,85,425000,2490.64,85
13.8862,3336.08,24.4305,-465.0412902832031,86,430000,2905.06,86
13.7618,3372.92,24.5539,-420.5746154785156,87,435000,2925.44,87
14.0646,3276.0,24.5412,-469.2322692871094,88,440000,3270.02,88
16.1144,3316.67,25.9531,-466.6254577636719,89,445000,3298.57,89
14.1327,3287.98,25.5112,-431.4263000488281,90,450000,2960.77,90
15.4919,3348.35,25.803,-462.6800537109375,91,455000,3343.59,91
13.3405,3277.65,25.4984,-513.9854125976562,92,460000,3075.69,92
14.9551,3334.37,25.7661,-469.20013427734375,93,465000,3180.53,93
15.4566,3289.26,25.5159,-513.0820922851562,94,470000,3286.63,94
15.5991,3322.75,24.9387,-536.2453002929688,95,475000,3317.57,95
14.5844,3368.35,25.3387,-505.6574401855469,96,480000,2878.37,96
15.8736,3328.55,26.3451,-528.56298828125,97,485000,3216.88,97
14.5937,3330.44,23.8985,-522.1774291992188,98,490000,2594.25,98
15.7481,3349.88,24.9827,-515.0770263671875,99,495000,3341.83,99
15.3722,3315.82,25.27,-540.8648071289062,100,500000,3307.21,100
15.7374,3337.92,25.7449,-513.2916259765625,101,505000,3323.97,101
15.5507,3326.53,24.6189,-544.490234375,102,510000,3306.49,102
15.3427,3329.14,25.5337,-564.245849609375,103,515000,3342.18,103
14.6993,3335.24,25.1857,-519.2462158203125,104,520000,3313.71,104
15.0276,3319.49,25.8476,-546.8253784179688,105,525000,3313.88,105
14.7446,3362.72,23.4789,-520.177001953125,106,530000,3370.25,106
14.6426,3371.92,23.6527,-502.59661865234375,107,535000,3372.14,107
13.7833,3340.11,23.746,-539.8038940429688,108,540000,3199.98,108
15.6281,3338.93,25.9029,-598.0029296875,109,545000,3328.55,109
15.2632,3349.53,25.1189,-581.1397705078125,110,550000,3349.0,110
14.8094,3342.62,24.0293,-531.0751953125,111,555000,3257.27,111
15.3469,3374.5,24.786,-584.4510498046875,112,560000,3177.32,112
15.5859,3335.9,23.8575,-533.1927490234375,113,565000,3327.77,113
16.648,3295.86,25.1464,-544.0144653320312,114,570000,3310.34,114
15.571,3347.93,25.7908,-607.4741821289062,115,575000,3338.33,115
15.8218,3334.19,24.8837,-552.8871459960938,116,580000,3329.33,116
16.1143,3363.89,26.0604,-624.9449462890625,117,585000,3267.45,117
15.5992,3378.17,24.9009,-620.0150146484375,118,590000,3359.23,118
14.4801,3365.96,24.6806,-618.3859252929688,119,595000,3314.2,119
15.6636,3400.51,25.2856,-596.575927734375,120,600000,3312.03,120
15.6089,3366.39,25.3198,-647.2144165039062,121,605000,3352.26,121
15.1575,3386.46,25.2882,-623.0177001953125,122,610000,3270.72,122
15.4592,3362.95,25.1089,-666.6370239257812,123,615000,3274.04,123
16.4557,3387.89,26.4601,-690.3134155273438,124,620000,3381.69,124
15.6388,3405.09,25.4827,-672.081787109375,125,625000,3385.23,125
15.5885,3393.87,24.7242,-653.2272338867188,126,630000,3369.96,126
16.2177,3341.63,26.5059,-729.5299072265625,127,635000,3319.94,127
15.3828,3383.89,24.8581,-684.99169921875,128,640000,3374.56,128
14.4712,3413.16,24.1185,-617.7062377929688,129,645000,3338.39,129
15.2575,3394.71,23.0043,-586.6297607421875,130,650000,3362.52,130
16.406,3389.9,26.4702,-732.8858032226562,131,655000,3379.24,131
13.9602,3330.23,23.4778,-652.5757446289062,132,660000,3309.39,132
15.2659,3400.51,25.1736,-723.6453247070312,133,665000,3349.18,133
15.1192,3393.59,24.7617,-677.8549194335938,134,670000,3373.7,134
14.3972,3402.06,24.3215,-694.310791015625,135,675000,3383.13,135
15.4673,3395.52,24.7529,-733.7088012695312,136,680000,3371.21,136
15.8829,3420.23,25.4148,-672.5462646484375,137,685000,3409.25,137
13.7397,3346.07,23.8472,-713.161376953125,138,690000,2663.4,138
14.25,3411.89,24.0794,-724.244140625,139,695000,3391.9,139
15.1973,3402.22,25.1497,-747.0960693359375,140,700000,3395.13,140
14.5826,3421.6,24.3075,-704.0580444335938,141,705000,3386.78,141
15.1523,3417.76,25.1441,-805.7380981445312,142,710000,2976.5,142
15.0802,3420.99,24.4128,-712.7188720703125,143,715000,3396.5,143
14.3171,3362.5,24.4765,-742.8782348632812,144,720000,3352.69,144
15.7112,3423.85,25.1264,-757.4669799804688,145,725000,3403.31,145
14.6747,3402.73,25.3908,-776.6651000976562,146,730000,3392.56,146
15.7375,3419.56,26.0085,-844.3250122070312,147,735000,3411.47,147
14.6833,3373.63,24.605,-791.9823608398438,148,740000,3379.54,148
14.3815,3400.11,24.0822,-721.1387329101562,149,745000,3389.16,149
14.6121,3412.28,24.7204,-843.775390625,150,750000,3395.27,150
13.6586,3361.3,23.5586,-753.7850341796875,151,755000,3360.08,151
15.2737,3455.36,25.1823,-794.2314453125,152,760000,3435.69,152
13.3713,3369.9,22.144,-682.90771484375,153,765000,3370.11,153
15.1124,3431.7,25.1228,-858.2243041992188,154,770000,3422.87,154
14.6892,3401.11,24.468,-861.0274047851562,155,775000,3379.0,155
14.7137,3439.48,23.8702,-836.8531494140625,156,780000,3368.45,156
15.8036,3412.45,26.2632,-955.9490356445312,157,785000,3335.79,157
14.3302,3432.11,23.942,-841.1947631835938,158,790000,3337.24,158
15.1395,3365.01,24.9401,-809.6505126953125,159,795000,3364.06,159
14.7625,3394.84,24.3672,-886.8526611328125,160,800000,3225.81,160
13.2714,3349.19,22.8774,-816.1747436523438,161,805000,3373.15,161
14.3102,3389.55,23.8056,-863.8810424804688,162,810000,3388.94,162
14.212,3428.72,23.2353,-813.5318603515625,163,815000,3412.86,163
15.0933,3439.09,24.4644,-824.9615478515625,164,820000,3429.76,164
14.1942,3438.05,23.9701,-835.3776245117188,165,825000,3415.04,165
13.646,3395.26,23.1336,-876.71044921875,166,830000,3393.21,166
14.0298,3469.53,24.0425,-879.6892700195312,167,835000,2983.93,167
14.3235,3465.08,24.0818,-864.301025390625,168,840000,3275.19,168
14.234,3411.34,24.7617,-972.8004150390625,169,845000,3161.7,169
15.1071,3442.49,25.2686,-903.8614501953125,170,850000,3363.14,170
14.1607,3385.97,23.8313,-983.9699096679688,171,855000,3379.8,171
14.3755,3452.81,23.7437,-898.5446166992188,172,860000,3461.48,172
14.599,3439.94,24.0689,-990.8157348632812,173,865000,3423.17,173
14.1071,3451.34,23.9777,-969.007080078125,174,870000,3430.52,174
14.1356,3410.34,24.1555,-943.2941284179688,175,875000,3399.46,175
14.2236,3441.7,23.3973,-945.7549438476562,176,880000,3410.05,176
14.013,3431.76,23.9497,-983.6144409179688,177,885000,3417.5,177
13.8089,3369.66,23.8288,-1073.47607421875,178,890000,3365.54,178
13.9768,3491.19,23.2553,-975.6094360351562,179,895000,3452.5,179
13.885,3445.67,23.9101,-994.0736083984375,180,900000,3441.65,180
14.0196,3419.89,24.1339,-1018.6195068359375,181,905000,3412.14,181
14.6967,3433.43,24.3389,-1021.3555297851562,182,910000,3417.26,182
14.0374,3487.7,23.1294,-1027.83203125,183,915000,3479.09,183
14.2629,3401.93,23.4273,-1010.6984252929688,184,920000,3254.48,184
13.6143,3387.81,22.8337,-1000.62939453125,185,925000,3383.83,185
14.5128,3436.81,23.924,-1063.4063720703125,186,930000,3418.24,186
13.2639,3426.05,22.589,-1080.8135986328125,187,935000,3384.3,187
13.9332,3447.67,23.5912,-1088.20556640625,188,940000,3171.58,188
12.675,3521.25,22.8395,-1017.4415283203125,189,945000,3307.17,189
13.5006,3464.1,23.2759,-1108.158203125,190,950000,3369.79,190
14.1187,3482.54,23.2124,-1092.315673828125,191,955000,3467.41,191
13.4424,3450.44,22.4589,-1056.3841552734375,192,960000,3438.01,192
14.014,3438.41,23.5396,-1108.4588623046875,193,965000,3420.47,193
14.0549,3464.13,23.1262,-1086.5235595703125,194,970000,3383.09,194
14.0001,3441.12,23.3159,-1130.545654296875,195,975000,3422.83,195
14.1983,3451.23,23.3951,-1070.1090087890625,196,980000,3444.67,196
14.5209,3454.61,24.0469,-1152.1800537109375,197,985000,3441.32,197
14.282,3446.81,23.8691,-1128.9825439453125,198,990000,3436.31,198
12.294,3484.64,22.1462,-1081.3565673828125,199,995000,3337.79,199
