Running Forward KL,Real Sto Return,Running Reverse KL,Real Det Return,Itration
27.1186,3307.34,15.4205,3431.37,71
27.3759,3418.59,14.6455,3449.1,72
26.9763,3390.92,14.3206,3412.29,73
27.4591,3281.06,14.19,3418.59,74
26.9214,3388.13,14.3469,3401.69,75
27.1412,3396.82,15.1133,3424.15,76
27.1308,3307.68,13.8955,3448.27,77
27.1721,3414.29,14.6108,3458.89,78
27.3108,3371.42,14.9187,3424.21,79
27.3399,3344.72,14.853,3381.17,80
27.459,3271.49,14.7954,3450.78,81
27.2151,3425.71,15.0505,3467.76,82
26.7309,3428.48,14.4315,3461.05,83
26.8208,3304.57,14.4374,3441.6,84
26.7237,3414.09,13.9632,3440.91,85
26.7587,3420.0,14.795,3453.5,86
27.0762,3257.4,13.9663,3467.4,87
27.3885,3273.26,14.6585,3444.57,88
27.359,3419.69,15.2201,3460.72,89
27.1481,3425.85,15.0068,3457.57,90
27.5043,3414.73,14.9832,3458.39,91
26.8566,3279.68,14.9183,3485.3,92
27.0168,3230.24,14.6807,3452.2,93
27.2685,3005.21,14.4699,3481.67,94
26.8804,3372.16,14.5256,3427.2,95
27.0275,3416.44,14.2451,3453.26,96
27.7135,3317.4,15.7081,3485.39,97
26.5131,3430.17,14.1912,3456.9,98
26.9256,3442.56,14.1691,3469.49,99
26.5677,3319.64,14.8449,3448.54,100
26.9124,3431.59,15.1267,3470.46,101
26.6943,3453.34,15.2882,3472.79,102
26.4777,3430.93,15.039,3481.32,103
26.0921,3422.65,14.472,3467.2,104
27.0146,3421.98,15.3036,3465.48,105
26.4207,3338.71,14.2172,3472.58,106
27.2807,3451.98,15.1061,3505.48,107
26.9408,3450.97,15.4551,3497.92,108
27.2116,3159.1,15.5593,3452.85,109
27.3683,3253.36,14.4397,3477.35,110
27.0736,3382.71,15.1211,3485.29,111
26.5576,3409.36,14.7783,3436.65,112
27.0184,3420.66,15.2027,3466.91,113
26.7309,3324.05,14.72,3478.01,114
26.6107,3303.14,15.9356,3464.54,115
26.9097,3363.19,14.7533,3475.72,116
27.0201,3407.92,14.8571,3454.53,117
27.4231,3212.18,14.8501,3459.96,118
27.1042,3408.03,16.2782,3446.7,119
26.2516,3424.66,15.4008,3453.53,120
27.1259,2941.57,16.866,3454.85,121
27.1222,3338.74,14.6488,3483.5,122
26.6421,3308.49,14.9119,3428.19,123
27.4522,3250.06,14.697,3491.86,124
26.9656,3415.31,14.7604,3451.46,125
27.0943,3231.87,14.5282,3457.46,126
25.9313,3412.61,14.7456,3459.87,127
26.5675,3428.84,15.1917,3462.46,128
26.2703,3387.18,14.0488,3418.31,129
27.012,3446.7,14.5663,3475.13,130
26.497,3416.86,15.0971,3452.47,131
27.1171,3275.23,14.4291,3477.25,132
26.4262,3424.63,15.067,3454.68,133
26.778,3310.79,15.2812,3460.31,134
26.1838,3289.55,14.6362,3470.44,135
26.6224,3434.45,14.3292,3465.56,136
26.8199,3421.74,14.7196,3494.68,137
27.4694,3377.15,14.5035,3491.51,138
26.1437,3410.95,14.8135,3448.03,139
26.8573,3273.98,14.5532,3477.87,140
26.7675,3415.02,14.5156,3470.38,141
26.4767,3243.76,14.4407,3460.17,142
26.8316,3308.41,14.5724,3470.23,143
26.4181,3438.86,14.3295,3472.59,144
26.7638,3185.94,16.9187,3471.35,145
27.4682,2634.61,14.4558,3509.62,146
27.407,2961.26,16.889,3483.11,147
26.502,3367.9,14.6819,3467.53,148
25.8835,3447.52,15.3779,3468.71,149
25.5215,3437.82,14.193,3468.68,150
26.396,3423.89,14.2515,3455.53,151
27.0621,3331.61,14.783,3475.83,152
26.7455,3245.23,14.5441,3462.45,153
26.6039,3261.02,14.7183,3439.2,154
27.9962,2920.36,14.3198,3504.95,155
26.8547,3287.68,14.7741,3516.13,156
26.316,3434.94,14.672,3473.35,157
26.1405,3446.91,15.1292,3482.0,158
24.9958,3415.17,13.6578,3450.58,159
26.0077,3434.98,14.5079,3472.92,160
26.3405,3409.42,14.6485,3483.24,161
26.0007,3373.9,14.0336,3446.46,162
26.1701,3368.8,14.2522,3486.72,163
26.4612,3426.49,14.3887,3459.8,164
26.8308,3227.53,14.5052,3500.37,165
26.525,3337.74,14.2446,3465.33,166
26.6395,3094.55,15.6584,3493.03,167
26.4156,3452.16,14.3767,3466.37,168
26.109,3241.11,15.0939,3470.6,169
26.7831,3227.98,15.5662,3469.29,170
26.4875,2610.84,16.622,3492.59,171
26.7535,3366.35,14.9033,3483.17,172
27.2534,3234.17,14.5115,3495.84,173
26.1255,3411.18,14.4593,3470.36,174
27.1242,3359.39,14.7268,3474.95,175
26.1969,3382.42,14.8034,3464.91,176
25.6033,3425.49,14.1578,3466.36,177
26.2583,3418.84,14.2431,3452.68,178
26.6164,3311.38,14.6176,3472.95,179
26.4838,3464.41,15.9879,3484.13,180
26.9184,3370.37,16.4768,3462.56,181
26.6652,3295.52,14.9514,3471.74,182
26.0882,3364.84,14.2603,3452.53,183
26.1748,3438.36,14.0383,3474.1,184
26.2184,3342.45,13.7754,3481.74,185
26.0685,3454.68,14.4745,3494.87,186
26.1603,3263.25,14.1927,3449.79,187
26.4962,3276.13,15.7871,3474.77,188
26.0313,3378.11,14.2788,3464.21,189
26.1929,3426.32,14.0236,3462.86,190
26.3676,3325.3,15.1048,3472.61,191
26.7094,3247.04,13.9996,3475.32,192
26.357,3312.43,14.9334,3457.92,193
27.0331,2937.55,23.2701,3449.49,194
26.7316,3297.5,13.8834,3463.84,195
25.7193,3288.96,14.1462,3457.15,196
26.2502,3427.38,15.0017,3464.6,197
26.6063,3274.19,14.5714,3450.97,198
26.5134,3442.71,14.9473,3471.36,199
