Real Det Return,Running Reverse KL,Running Forward KL,Itration,Reward Loss,Running Update Time,Real Sto Return,Running Env Steps
3266.8,19.3779,26.6046,57,-213.07861328125,57,3146.69,285000
788.18,23.1076,25.0571,58,-633.4822387695312,58,1270.71,290000
867.91,38.2001,26.0467,59,-722.4467163085938,59,879.56,295000
3217.85,19.7539,27.264,60,-236.77706909179688,60,2976.15,300000
3264.1,19.2326,26.4356,61,-289.3883972167969,61,3051.98,305000
3294.67,17.9667,25.351,62,-361.72747802734375,62,2250.88,310000
3313.68,21.9282,25.1141,63,-356.0147399902344,63,3082.54,315000
3162.58,20.9682,25.7469,64,-273.4975891113281,64,3179.8,320000
3294.07,17.4702,24.8173,65,-275.7867431640625,65,3022.34,325000
3271.99,19.5963,25.0495,66,-340.41851806640625,66,2927.51,330000
3271.25,20.2309,26.8627,67,-372.39801025390625,67,2747.25,335000
3287.86,20.1359,26.5859,68,-334.9422302246094,68,2795.79,340000
3277.07,17.9662,25.8795,69,-285.7598571777344,69,3127.26,345000
3299.7,23.9302,25.7934,70,-397.0873718261719,70,2357.97,350000
3245.13,20.4068,27.2048,71,-371.41387939453125,71,3096.25,355000
3238.89,23.0571,27.5564,72,-436.59796142578125,72,2554.45,360000
3236.77,19.1808,27.1831,73,-325.7904052734375,73,3093.83,365000
3206.55,17.6136,25.1206,74,-294.7955017089844,74,3232.42,370000
3295.49,17.6594,25.9622,75,-404.1796569824219,75,2919.92,375000
3304.17,18.5006,25.6721,76,-269.3142395019531,76,3235.27,380000
3270.02,19.9628,27.3803,77,-315.3059387207031,77,3282.9,385000
3258.27,19.2275,26.3419,78,-440.2409362792969,78,2834.17,390000
3272.92,17.4046,24.9682,79,-292.9111022949219,79,3205.27,395000
3203.19,16.583,25.422,80,-446.3360900878906,80,2571.52,400000
3315.05,18.8119,26.0626,81,-328.9527893066406,81,3045.42,405000
3238.43,21.2832,25.579,82,-506.1206359863281,82,1979.13,410000
3332.98,17.7581,25.028,83,-315.37127685546875,83,2541.45,415000
3047.8,19.3181,26.208,84,-443.75604248046875,84,2917.39,420000
3303.82,18.1848,26.6638,85,-476.17138671875,85,2746.84,425000
3275.94,17.1842,24.9522,86,-372.6330871582031,86,3086.74,430000
3280.74,16.4859,25.1143,87,-317.04736328125,87,3091.51,435000
3092.55,16.5115,25.3138,88,-364.824462890625,88,2583.91,440000
3321.7,17.1471,25.7577,89,-360.326416015625,89,2969.91,445000
3323.83,18.0597,26.7833,90,-299.78424072265625,90,3238.17,450000
3310.62,17.0499,25.3629,91,-356.4133605957031,91,3135.87,455000
3308.76,17.7539,25.9713,92,-401.70556640625,92,3176.09,460000
3263.29,20.908,26.1678,93,-437.1553955078125,93,3165.95,465000
3233.47,16.6714,25.1798,94,-390.6771545410156,94,3230.67,470000
3243.19,19.931,27.5086,95,-399.7596740722656,95,3112.92,475000
3333.69,17.6659,26.2385,96,-419.8981018066406,96,3205.77,480000
3349.74,18.4765,25.5157,97,-355.0942687988281,97,3004.59,485000
3311.55,17.1722,25.4797,98,-407.69915771484375,98,2914.41,490000
3324.34,20.1391,27.837,99,-315.0061950683594,99,3080.69,495000
3278.56,20.8438,27.1101,100,-426.4244079589844,100,3265.78,500000
3279.32,18.4696,26.2287,101,-303.6412658691406,101,2890.58,505000
3257.27,18.9711,25.5813,102,-454.9521789550781,102,3162.06,510000
3307.5,17.117,24.5625,103,-353.6209411621094,103,3044.89,515000
3234.13,17.4956,26.3265,104,-516.1639404296875,104,3091.45,520000
3298.44,17.6759,26.6827,105,-379.5660705566406,105,3141.93,525000
3309.88,19.1278,26.8712,106,-394.8300476074219,106,3313.1,530000
3330.32,17.9592,25.8392,107,-404.8824768066406,107,3331.44,535000
3369.98,20.1813,26.0921,108,-405.0948486328125,108,3168.22,540000
3303.16,22.6222,26.5284,109,-466.655029296875,109,3199.68,545000
3330.69,17.8174,25.8973,110,-424.264892578125,110,3232.27,550000
3320.28,19.6043,26.8839,111,-406.0433044433594,111,3313.16,555000
3273.45,17.3065,25.3379,112,-483.5619201660156,112,2993.48,560000
3333.59,18.9508,25.8939,113,-474.166748046875,113,3030.96,565000
3327.98,20.6268,27.0164,114,-450.30517578125,114,3299.87,570000
3291.03,18.0862,26.0611,115,-476.43292236328125,115,3132.69,575000
3361.01,18.2102,26.4755,116,-396.9922790527344,116,3341.68,580000
3338.26,22.3588,26.202,117,-441.5198059082031,117,3330.26,585000
3273.44,19.5441,27.0816,118,-508.11517333984375,118,3218.34,590000
3332.06,19.1153,26.9301,119,-414.9179382324219,119,3215.61,595000
3226.48,15.9283,24.7442,120,-601.5979614257812,120,2648.21,600000
3374.05,18.81,26.0257,121,-412.37353515625,121,3345.95,605000
1604.96,18.0158,25.6027,122,-428.5641784667969,122,3155.39,610000
3292.54,16.8708,25.0562,123,-441.1221008300781,123,3220.85,615000
3063.82,18.2064,26.143,124,-538.732666015625,124,3265.72,620000
3365.52,17.467,25.3132,125,-463.470703125,125,3169.9,625000
3343.88,17.9103,25.4209,126,-472.9517822265625,126,3351.31,630000
3323.18,18.4127,25.9226,127,-520.4976806640625,127,3228.09,635000
3251.1,15.8907,25.4018,128,-605.8063354492188,128,2632.6,640000
3304.3,19.1235,27.5865,129,-525.4739379882812,129,3310.07,645000
3326.79,18.9824,25.0782,130,-536.7564086914062,130,3302.29,650000
3375.02,18.9508,25.8976,131,-455.61199951171875,131,3341.14,655000
3333.58,18.2627,26.9676,132,-485.5074157714844,132,3216.13,660000
3355.17,16.4855,24.484,133,-506.7794189453125,133,3323.04,665000
3421.49,15.179,25.6128,134,-638.738525390625,134,2635.3,670000
3289.89,17.7612,26.0597,135,-617.2698974609375,135,3049.09,675000
3334.3,18.6432,26.8191,136,-531.5494384765625,136,3350.95,680000
711.6,14.5512,25.3856,137,-981.8832397460938,137,644.78,685000
3343.16,16.6287,24.528,138,-686.4100952148438,138,2916.0,690000
3360.18,19.2482,25.7139,139,-594.7748413085938,139,3303.85,695000
3384.16,19.8272,25.8597,140,-570.868896484375,140,3365.75,700000
3314.8,19.5174,26.5368,141,-517.014404296875,141,3077.47,705000
3328.19,19.0693,26.9146,142,-582.7929077148438,142,3355.36,710000
3328.86,20.5691,28.2205,143,-563.044677734375,143,3255.18,715000
3312.21,19.9451,26.7254,144,-562.8848876953125,144,3246.6,720000
3328.44,19.695,27.4674,145,-661.4937744140625,145,1847.05,725000
3322.4,16.95,26.3909,146,-621.713623046875,146,3117.18,730000
3336.41,19.552,25.6435,147,-597.1808471679688,147,3328.21,735000
3300.9,19.0124,26.2045,148,-585.2604370117188,148,2992.81,740000
3268.84,19.5721,26.9353,149,-666.044189453125,149,3295.6,745000
3290.13,23.758,23.2847,150,-859.7861328125,150,1406.27,750000
3311.47,17.8789,25.2272,151,-644.1031494140625,151,3215.26,755000
3289.36,19.5169,25.6809,152,-636.0130004882812,152,2966.24,760000
3362.95,18.3525,26.2704,153,-632.1428833007812,153,3078.81,765000
3262.49,19.4348,27.1926,154,-621.4157104492188,154,3295.96,770000
3315.02,19.9371,26.6298,155,-559.9493408203125,155,3317.19,775000
3363.91,19.3612,26.8587,156,-583.1679077148438,156,3355.32,780000
3397.79,20.9193,27.298,157,-575.1740112304688,157,3371.57,785000
3387.65,19.9264,27.135,158,-651.43798828125,158,3356.98,790000
3346.6,18.6802,27.12,159,-635.2848510742188,159,3350.0,795000
3327.95,18.9624,26.4573,160,-708.8980712890625,160,3318.25,800000
3287.39,16.4851,24.6621,161,-672.7318725585938,161,3209.94,805000
3327.09,18.6847,26.0411,162,-669.277099609375,162,3333.96,810000
3342.27,18.0365,26.498,163,-683.7893676757812,163,3000.82,815000
3361.37,17.9477,26.1958,164,-664.1551513671875,164,3239.45,820000
3404.14,16.1621,25.3673,165,-691.068359375,165,2955.68,825000
3274.79,17.2589,25.9699,166,-690.847412109375,166,3229.27,830000
769.97,12.2949,25.5045,167,-976.3165283203125,167,1034.43,835000
3299.29,17.4616,24.7194,168,-624.4051513671875,168,3247.74,840000
3310.87,18.1845,25.7042,169,-794.4036865234375,169,3332.96,845000
3320.98,18.618,26.3245,170,-662.8709106445312,170,3245.47,850000
3300.86,18.7286,25.0644,171,-710.7559204101562,171,3363.09,855000
3417.03,16.9569,23.8269,172,-700.653076171875,172,2917.4,860000
3384.03,19.4465,27.9687,173,-671.0687866210938,173,3382.72,865000
3407.69,19.0513,26.2174,174,-697.6221313476562,174,3320.02,870000
3370.71,18.7806,26.1811,175,-667.7926025390625,175,3094.99,875000
3328.61,20.6392,27.2991,176,-697.3279418945312,176,3279.52,880000
3297.08,19.0461,26.343,177,-782.48095703125,177,3202.99,885000
3327.9,19.6318,27.6126,178,-781.5671997070312,178,3275.12,890000
3345.09,23.9945,25.2926,179,-802.1339721679688,179,3158.95,895000
3333.71,17.4719,25.0772,180,-790.6370849609375,180,3243.7,900000
3267.41,18.6009,25.9058,181,-743.38818359375,181,3202.85,905000
3283.07,19.5984,26.4013,182,-874.292236328125,182,3177.34,910000
3434.0,18.016,25.2799,183,-698.2131958007812,183,3391.13,915000
3350.67,18.5798,25.3121,184,-762.3825073242188,184,3360.93,920000
3411.42,17.8846,24.5868,185,-727.3267211914062,185,3078.8,925000
3425.6,23.9396,24.0314,186,-676.1734008789062,186,2753.48,930000
3317.59,17.8986,24.8917,187,-858.0704956054688,187,3302.54,935000
3316.28,16.3571,24.7079,188,-764.1207275390625,188,3105.77,940000
3312.47,19.7905,26.1277,189,-857.9395751953125,189,3249.17,945000
3404.71,18.3224,25.0221,190,-802.579345703125,190,3071.17,950000
3341.5,19.7896,26.2965,191,-832.5533447265625,191,3277.94,955000
3405.77,19.9027,25.7991,192,-838.6343994140625,192,3369.16,960000
3338.04,20.6718,26.8264,193,-897.0478515625,193,3300.11,965000
3377.93,18.8983,25.4563,194,-836.9357299804688,194,3223.6,970000
3335.57,18.7979,25.5821,195,-878.3558959960938,195,3337.96,975000
3362.19,18.0721,25.4015,196,-871.7615356445312,196,3323.77,980000
3329.5,18.161,25.045,197,-953.3873901367188,197,3214.2,985000
3335.9,19.1461,25.6911,198,-908.985595703125,198,3346.77,990000
3380.28,19.0817,25.5527,199,-910.8837890625,199,3367.59,995000
