Real Det Return,Real Sto Return,Running Env Steps,Running Forward KL,Reward Loss,Running Reverse KL,Running Update Time,Itration
1611.87,1523.46,335000,360.0155,-9655.744140625,215.1368,67,67
987.22,1126.82,340000,375.2798,-11827.5029296875,282.0342,68,68
1457.0,3642.53,345000,347.6667,-6848.69140625,182.3794,69,69
5057.52,4158.3,350000,336.9517,-3836.20361328125,151.3647,70,70
2820.69,3952.91,355000,334.8009,-6002.64794921875,168.301,71,71
2773.23,4038.63,360000,339.8517,-4227.43798828125,148.749,72,72
4001.46,3528.75,365000,349.2645,-7453.0517578125,185.0067,73,73
2557.81,2015.59,370000,366.7127,-11944.48828125,288.3906,74,74
4891.38,3680.25,375000,338.2375,-6934.1416015625,179.113,75,75
3818.75,3062.94,380000,347.6348,-7209.09619140625,181.2413,76,76
4749.04,4454.01,385000,325.0922,-5118.84423828125,148.8623,77,77
1926.41,3951.07,390000,347.1641,-4891.12353515625,163.2747,78,78
4820.57,4913.46,395000,341.3179,-4167.9658203125,155.1751,79,79
2572.56,2645.41,400000,347.7477,-8262.451171875,193.9694,80,80
2178.79,2839.15,405000,351.3285,-8198.0302734375,191.5332,81,81
4708.35,4441.39,410000,338.5948,-4812.6708984375,145.1201,82,82
4495.19,4625.63,415000,345.444,-4186.05859375,140.621,83,83
1812.2,3400.14,420000,346.87,-6539.03662109375,168.325,84,84
1062.65,2446.28,425000,363.84,-10256.732421875,229.9037,85,85
2392.84,2482.57,430000,364.0522,-10481.9072265625,232.8253,86,86
4146.9,4155.51,435000,344.5273,-5640.02978515625,158.5874,87,87
2552.25,3191.57,440000,345.0601,-7773.57666015625,169.343,88,88
1269.47,2310.01,445000,350.3147,-8661.55078125,181.2624,89,89
3538.04,2927.9,450000,350.5153,-9206.24609375,194.533,90,90
3885.95,4076.07,455000,340.3069,-5864.84716796875,146.0051,91,91
1843.37,3226.21,460000,354.0095,-8854.078125,222.8846,92,92
2808.37,3826.63,465000,340.2203,-7183.787109375,164.2636,93,93
4245.95,3079.15,470000,344.2893,-8283.6328125,173.1286,94,94
1104.21,2795.57,475000,361.3845,-9832.7119140625,202.0257,95,95
3296.77,4012.8,480000,330.7554,-5585.26123046875,127.3618,96,96
3337.37,4817.97,485000,340.455,-6180.08984375,147.3413,97,97
4950.48,4576.85,490000,339.6075,-5493.404296875,133.1087,98,98
3635.81,3467.67,495000,336.8442,-7854.81640625,186.8695,99,99
3997.5,4118.85,500000,343.1784,-9434.83203125,214.763,100,100
4885.8,3980.27,505000,331.3911,-6435.2119140625,134.1644,101,101
3079.56,4421.88,510000,335.0612,-7228.08349609375,135.3943,102,102
4929.11,4090.81,515000,333.6651,-7394.46875,161.7462,103,103
3829.79,4093.26,520000,338.3115,-7818.4716796875,164.8866,104,104
1207.41,3170.22,525000,354.1391,-10629.0966796875,218.8903,105,105
2682.54,2719.53,530000,353.6444,-10214.755859375,188.1519,106,106
2858.33,3223.54,535000,347.5628,-8809.609375,160.1001,107,107
3472.52,3842.9,540000,341.0493,-9277.951171875,174.4804,108,108
4440.04,4065.33,545000,337.7655,-8095.2099609375,147.6738,109,109
3215.45,4339.7,550000,344.5356,-8931.1181640625,153.9941,110,110
4686.1,3702.72,555000,336.2423,-8473.5771484375,139.9181,111,111
2584.34,4391.07,560000,343.0311,-8590.7490234375,192.3645,112,112
2744.2,3790.33,565000,341.6899,-8110.7216796875,162.2422,113,113
4320.43,3893.6,570000,339.5207,-9340.474609375,176.4065,114,114
3344.88,4455.35,575000,341.0793,-10081.55859375,185.4988,115,115
4131.66,3095.37,580000,345.1999,-10163.126953125,169.8837,116,116
2850.07,3272.13,585000,346.4522,-10680.181640625,203.6324,117,117
3494.05,4465.8,590000,339.9358,-9360.8076171875,137.2397,118,118
1918.1,3753.53,595000,341.0059,-10268.974609375,187.3921,119,119
3599.75,3396.86,600000,339.6111,-9929.73828125,146.2504,120,120
4223.57,4449.36,605000,342.1067,-10659.904296875,202.5249,121,121
3406.92,4197.98,610000,337.8686,-10762.61328125,167.1261,122,122
4207.71,4808.6,615000,342.2836,-10041.3134765625,150.6427,123,123
4849.95,4110.43,620000,352.2731,-11179.9580078125,169.9443,124,124
4949.82,4816.96,625000,343.6312,-10584.7451171875,161.5163,125,125
4792.14,4064.01,630000,353.7537,-11017.947265625,182.4364,126,126
4544.99,4749.73,635000,339.7574,-10915.0205078125,168.8341,127,127
3726.79,4462.88,640000,347.639,-11043.97265625,168.6317,128,128
4368.71,3795.26,645000,346.6823,-11964.43359375,194.1414,129,129
4953.36,4776.72,650000,339.328,-11075.626953125,142.7888,130,130
1721.74,3067.21,655000,362.1551,-13054.634765625,259.3608,131,131
4316.41,3742.79,660000,348.9255,-12154.23828125,163.6563,132,132
4460.16,4449.63,665000,352.7576,-12820.322265625,193.3565,133,133
4814.63,4010.23,670000,344.6922,-11796.4580078125,159.5564,134,134
4298.87,4811.05,675000,338.0336,-11970.0966796875,145.9652,135,135
3122.65,4470.79,680000,338.1072,-11442.548828125,132.8815,136,136
4846.98,4195.41,685000,342.2614,-12889.6689453125,190.0787,137,137
3780.84,4745.38,690000,358.9615,-13521.5263671875,177.8339,138,138
4668.13,3607.78,695000,358.0993,-14139.005859375,200.312,139,139
4838.07,4751.67,700000,347.5819,-13667.5048828125,180.776,140,140
2834.35,3679.77,705000,362.5813,-14382.5458984375,204.8584,141,141
4942.15,4885.93,710000,339.0372,-13639.087890625,157.1753,142,142
4977.95,4673.56,715000,338.5434,-13109.9794921875,139.2016,143,143
3836.43,4534.25,720000,340.0663,-13110.3740234375,151.4401,144,144
5181.41,4646.41,725000,328.7444,-12570.4501953125,133.7494,145,145
4414.12,4410.37,730000,342.8592,-13928.7548828125,153.9272,146,146
4755.52,4355.88,735000,339.9957,-13849.4501953125,151.4387,147,147
4520.07,4000.08,740000,342.5502,-13906.27734375,152.8279,148,148
4507.34,4769.85,745000,338.2331,-14205.9423828125,145.3945,149,149
4767.33,4794.89,750000,338.2607,-14243.5478515625,144.1092,150,150
4554.91,4355.42,755000,336.5872,-14547.4296875,150.4462,151,151
4335.07,4677.14,760000,341.939,-14579.1123046875,161.1838,152,152
4109.81,4238.08,765000,337.7576,-14659.1376953125,143.9886,153,153
5195.03,5101.01,770000,328.4624,-14221.5615234375,137.0713,154,154
4984.52,4965.64,775000,334.1819,-14660.419921875,142.6045,155,155
4633.18,4692.16,780000,334.6234,-15172.44140625,139.4323,156,156
5224.78,5081.32,785000,332.2979,-14909.515625,133.684,157,157
4939.37,4895.42,790000,336.5392,-15382.2783203125,139.3412,158,158
4933.15,4512.85,795000,334.5258,-15396.751953125,149.35,159,159
5048.89,4889.29,800000,331.1232,-15169.2236328125,133.9141,160,160
4862.9,4609.74,805000,331.0144,-15622.140625,134.7883,161,161
5176.85,4808.51,810000,332.3606,-15837.587890625,136.9966,162,162
3969.65,4433.6,815000,336.0639,-15641.9638671875,139.2925,163,163
4899.46,4564.35,820000,330.1715,-15420.0380859375,133.2915,164,164
5091.24,4825.81,825000,335.9434,-16170.484375,135.6714,165,165
5341.98,5074.49,830000,328.9024,-15539.6904296875,140.103,166,166
5288.25,5042.79,835000,334.2277,-15921.4111328125,132.855,167,167
4631.06,4647.77,840000,340.2171,-16631.400390625,156.2435,168,168
5215.72,4741.44,845000,336.353,-16652.333984375,141.6536,169,169
2562.56,4586.12,850000,340.3808,-16691.720703125,152.2442,170,170
4992.7,4843.6,855000,333.6904,-16212.2421875,137.886,171,171
4829.33,4474.52,860000,338.613,-16541.4609375,142.8742,172,172
4902.18,4960.33,865000,328.2984,-16579.677734375,139.5456,173,173
5168.76,4991.1,870000,342.9496,-17004.3046875,152.1007,174,174
4903.52,5108.72,875000,324.6264,-16250.2021484375,132.3697,175,175
5022.54,4562.06,880000,331.7015,-16534.947265625,131.7792,176,176
5170.41,5018.84,885000,332.1031,-16460.265625,130.164,177,177
5054.61,4181.15,890000,338.5243,-16916.962890625,145.3359,178,178
5047.89,4782.84,895000,334.1099,-16635.626953125,133.0843,179,179
4914.16,4781.91,900000,332.1653,-16942.9921875,137.2365,180,180
5151.22,5024.9,905000,338.337,-17184.033203125,145.5752,181,181
4963.75,4983.28,910000,341.9812,-17330.498046875,151.3626,182,182
4868.97,4463.99,915000,338.1418,-17447.44921875,146.1026,183,183
4826.39,4246.52,920000,342.7519,-17433.724609375,151.5884,184,184
4902.27,4801.18,925000,332.9617,-17219.92578125,141.8194,185,185
4905.9,4948.11,930000,336.5245,-17421.1953125,154.2714,186,186
4477.78,4017.77,935000,335.6407,-17117.458984375,172.8399,187,187
4865.7,4986.58,940000,336.8379,-17064.439453125,151.2423,188,188
4911.66,4984.95,945000,332.5461,-17372.310546875,147.3689,189,189
4926.15,4832.96,950000,334.4357,-17562.275390625,146.3748,190,190
4876.29,4936.9,955000,333.7337,-17341.576171875,146.142,191,191
4439.57,4935.27,960000,326.3662,-17032.607421875,133.4089,192,192
4886.68,4945.25,965000,335.4112,-17413.76171875,140.42,193,193
4884.87,4704.85,970000,336.0609,-17630.84375,147.1315,194,194
5029.73,4865.68,975000,338.6162,-17737.140625,144.6728,195,195
4926.71,4986.73,980000,336.743,-17803.05078125,150.4549,196,196
4261.83,4871.91,985000,341.5624,-17303.509765625,151.0307,197,197
4680.98,4590.86,990000,340.0488,-17931.751953125,168.9313,198,198
5021.23,4964.66,995000,326.1215,-17706.763671875,137.6156,199,199
5136.99,5007.56,1000000,327.3937,-17400.134765625,130.3554,200,200
4985.19,4736.6,1005000,329.1514,-17570.125,132.8639,201,201
4936.0,4919.85,1010000,332.4114,-17731.25390625,142.1106,202,202
4242.73,5034.14,1015000,327.5228,-17694.0078125,136.1078,203,203
5021.5,4813.65,1020000,331.7303,-17639.564453125,130.414,204,204
4370.42,4395.97,1025000,333.455,-17699.5703125,153.0962,205,205
4920.12,4483.27,1030000,330.1697,-17692.15625,134.627,206,206
4539.34,3775.78,1035000,334.494,-17815.712890625,144.1537,207,207
4297.65,4827.88,1040000,330.3974,-17820.427734375,139.6524,208,208
3784.46,3250.04,1045000,335.9967,-17741.416015625,146.8251,209,209
4979.9,4246.41,1050000,335.8246,-17868.953125,152.4306,210,210
4659.84,4566.39,1055000,334.0977,-18022.953125,144.2738,211,211
4910.23,3687.62,1060000,334.0962,-18011.455078125,138.8473,212,212
5026.8,4409.56,1065000,337.9905,-18106.056640625,145.2794,213,213
4713.66,3971.97,1070000,340.9198,-18013.734375,161.0916,214,214
5082.15,3828.47,1075000,333.1716,-18207.53125,155.8075,215,215
4945.47,4786.47,1080000,335.6167,-18083.1875,155.0461,216,216
5104.11,4490.72,1085000,326.5226,-17939.11328125,137.8684,217,217
5085.92,4351.75,1090000,326.7498,-18030.025390625,125.831,218,218
4829.7,4928.48,1095000,328.3519,-17926.609375,132.5196,219,219
5202.76,4676.65,1100000,331.5289,-17922.37109375,143.6805,220,220
4982.3,4607.26,1105000,330.4198,-18007.212890625,136.2407,221,221
4866.47,4638.37,1110000,332.507,-18063.796875,137.1298,222,222
5092.61,4771.86,1115000,328.1639,-17881.541015625,143.6969,223,223
5026.3,4648.58,1120000,328.1483,-17972.28515625,135.0906,224,224
4029.03,3827.92,1125000,326.8153,-17876.294921875,135.4835,225,225
5056.65,4726.36,1130000,327.4173,-18075.708984375,129.6466,226,226
2917.75,4151.0,1135000,329.6958,-18215.1171875,127.6982,227,227
4272.44,4429.96,1140000,329.8219,-18219.970703125,132.1621,228,228
3665.1,4248.89,1145000,331.8705,-18134.73046875,136.3953,229,229
4810.37,4774.97,1150000,330.924,-18134.302734375,136.6586,230,230
4768.79,4329.79,1155000,327.3414,-18269.025390625,137.1501,231,231
4719.07,4545.72,1160000,333.5906,-18139.494140625,138.502,232,232
4963.64,3941.01,1165000,320.9774,-17928.162109375,132.587,233,233
4366.56,4278.45,1170000,320.8686,-17706.798828125,125.2196,234,234
4042.14,4409.35,1175000,318.892,-17899.482421875,118.171,235,235
4693.11,4724.49,1180000,325.3272,-18098.140625,126.6788,236,236
4969.15,4285.89,1185000,321.9609,-17904.677734375,133.7363,237,237
4520.74,3363.45,1190000,322.0432,-18100.9609375,124.5613,238,238
4231.82,4189.82,1195000,329.7605,-17845.5703125,145.3891,239,239
2721.77,3507.04,1200000,321.6217,-17796.197265625,116.9646,240,240
3776.62,4642.96,1205000,325.399,-18349.744140625,128.6097,241,241
4839.26,4141.12,1210000,324.3811,-17944.50390625,125.3023,242,242
4096.42,4319.36,1215000,321.4457,-18240.025390625,124.3521,243,243
5077.83,4767.68,1220000,322.8206,-18147.75,123.4912,244,244
4795.7,4509.88,1225000,324.2472,-18119.732421875,128.7039,245,245
3873.34,3293.85,1230000,327.0935,-17779.513671875,145.3194,246,246
3106.53,3723.82,1235000,329.8314,-17751.658203125,145.0646,247,247
3136.45,4237.69,1240000,328.0729,-17685.958984375,141.1347,248,248
2368.01,3754.42,1245000,330.674,-17764.359375,168.6084,249,249
4928.02,4600.13,1250000,321.3764,-18003.482421875,129.4323,250,250
5086.95,4450.2,1255000,326.1772,-17983.162109375,138.5381,251,251
3564.85,3803.43,1260000,326.2427,-17769.740234375,170.0914,252,252
3861.76,3723.44,1265000,325.423,-18067.84765625,141.6865,253,253
2558.48,2959.99,1270000,338.9729,-17753.357421875,185.2795,254,254
4147.77,2400.36,1275000,318.7878,-17838.357421875,134.6088,255,255
4125.66,3704.07,1280000,317.0756,-17796.318359375,117.6272,256,256
970.45,2664.22,1285000,334.5696,-17946.00390625,159.6859,257,257
2781.56,2528.49,1290000,332.682,-17961.06640625,185.5931,258,258
4917.55,4532.84,1295000,318.5221,-18057.556640625,143.8628,259,259
4188.62,4263.06,1300000,320.8537,-18014.984375,141.2266,260,260
2315.41,4555.0,1305000,314.2618,-17700.080078125,118.9784,261,261
4979.57,4674.45,1310000,318.8379,-18024.017578125,148.2602,262,262
4761.92,4718.16,1315000,319.47,-18122.345703125,128.8967,263,263
1638.21,4357.34,1320000,322.1724,-18270.224609375,133.4075,264,264
1779.51,4075.4,1325000,325.2743,-18208.47265625,156.7848,265,265
4988.87,4811.83,1330000,322.3136,-18312.03125,130.1301,266,266
5034.58,5022.23,1335000,327.1,-18359.599609375,151.362,267,267
4879.29,3968.54,1340000,330.079,-18307.23046875,147.1728,268,268
5031.29,4309.91,1345000,333.6832,-18645.41015625,140.2018,269,269
4972.43,4950.48,1350000,322.5114,-18632.912109375,133.1135,270,270
5052.78,4576.18,1355000,333.7939,-18544.1484375,156.5523,271,271
4437.1,2959.5,1360000,348.8525,-18526.548828125,206.7656,272,272
5101.68,4767.8,1365000,333.1245,-18407.10546875,159.2243,273,273
5157.3,4020.16,1370000,340.157,-18786.224609375,172.7912,274,274
4471.14,4024.14,1375000,330.0503,-18771.65625,152.7726,275,275
5054.17,4126.63,1380000,337.1229,-18884.3984375,151.752,276,276
4929.26,3648.99,1385000,332.4467,-18400.443359375,151.3051,277,277
3684.47,1951.67,1390000,347.933,-18353.16015625,196.6919,278,278
1757.77,3041.75,1395000,333.2682,-18428.857421875,171.0629,279,279
2847.75,2854.31,1400000,335.7667,-18431.759765625,164.4641,280,280
2831.55,2124.01,1405000,330.7857,-17603.298828125,159.1952,281,281
2283.15,2070.98,1410000,359.0597,-17264.76171875,197.9683,282,282
1941.16,2625.22,1415000,338.2037,-17781.177734375,202.0948,283,283
1785.01,1369.25,1420000,359.954,-17253.537109375,215.6793,284,284
1341.31,1176.9,1425000,364.8049,-17272.56640625,227.3803,285,285
1598.47,2240.17,1430000,350.8127,-18089.5625,211.0024,286,286
1168.42,1220.74,1435000,360.8932,-17498.150390625,238.9044,287,287
1131.24,1061.6,1440000,364.6442,-17567.466796875,268.6971,288,288
1259.44,1275.77,1445000,390.3275,-16943.740234375,322.2816,289,289
1181.16,1125.08,1450000,390.5013,-16945.580078125,302.4989,290,290
907.12,872.27,1455000,394.2916,-16175.3388671875,271.9933,291,291
1067.49,845.81,1460000,396.0473,-16726.970703125,349.4195,292,292
1130.57,777.75,1465000,414.3808,-17301.962890625,388.6691,293,293
509.07,539.89,1470000,418.7488,-17252.25390625,369.8295,294,294
754.75,641.11,1475000,409.2457,-17720.73046875,406.9863,295,295
795.82,776.31,1480000,423.1991,-17233.822265625,363.9546,296,296
648.89,595.81,1485000,408.8302,-17056.8359375,326.5443,297,297
523.96,464.48,1490000,427.5491,-16249.1416015625,281.3371,298,298
480.19,406.44,1495000,426.8658,-16931.6796875,325.0363,299,299
462.6,475.3,1500000,495.0326,-17424.33203125,402.4412,300,300
267.06,264.66,1505000,471.7262,-16019.3251953125,354.5088,301,301
271.55,280.98,1510000,458.5851,-17212.11328125,335.3075,302,302
337.62,307.6,1515000,453.6282,-17263.224609375,319.7643,303,303
181.12,180.68,1520000,498.1127,-17389.48046875,335.5108,304,304
227.81,209.17,1525000,493.079,-17813.2890625,337.5479,305,305
354.63,252.06,1530000,471.055,-18108.306640625,487.7315,306,306
287.87,269.49,1535000,488.7743,-18587.71484375,454.4332,307,307
291.33,306.78,1540000,455.6809,-17041.333984375,489.6217,308,308
69.69,70.1,1545000,523.8864,-17736.8515625,525.2169,309,309
71.61,87.36,1550000,547.5939,-18147.408203125,644.1495,310,310
296.76,216.85,1555000,477.2916,-16703.109375,403.7551,311,311
56.46,56.35,1560000,579.4749,-18652.779296875,583.8488,312,312
58.46,59.45,1565000,612.6528,-18861.6953125,589.281,313,313
58.12,58.01,1570000,591.2966,-17489.029296875,602.4472,314,314
65.37,65.38,1575000,600.6256,-17030.111328125,556.6835,315,315
65.48,65.79,1580000,666.7333,-18626.4296875,782.8576,316,316
66.28,67.84,1585000,653.1413,-17656.703125,735.5464,317,317
65.41,64.99,1590000,674.9369,-18779.96484375,805.5334,318,318
66.6,65.61,1595000,683.3586,-18126.185546875,891.7289,319,319
65.88,66.17,1600000,753.9796,-19124.609375,1005.3206,320,320
67.7,67.44,1605000,698.2616,-19223.978515625,899.1382,321,321
66.96,67.03,1610000,736.5484,-19285.7734375,932.1837,322,322
66.25,66.47,1615000,773.9672,-19364.15625,788.9405,323,323
65.45,81.22,1620000,710.7317,-18459.884765625,616.0211,324,324
64.61,70.83,1625000,710.368,-18975.228515625,524.3596,325,325
217.19,223.68,1630000,529.8343,-8126.44677734375,595.9702,326,326
257.08,268.43,1635000,523.1051,-12257.38671875,837.7088,327,327
65.79,65.45,1640000,785.0014,-19491.75,1154.9037,328,328
62.5,62.91,1645000,826.8047,-19494.6640625,858.7906,329,329
62.86,63.46,1650000,774.8743,-19488.185546875,1251.4066,330,330
61.06,60.37,1655000,740.2817,-19464.912109375,892.0778,331,331
62.13,61.92,1660000,776.6432,-19492.474609375,1539.9188,332,332
61.99,62.69,1665000,739.919,-17968.78515625,1337.0483,333,333
62.98,63.5,1670000,822.6492,-19537.5546875,1423.6702,334,334
130.63,106.34,1675000,634.1224,-19506.462890625,778.5468,335,335
78.8,80.87,1680000,691.993,-17675.1640625,1515.4627,336,336
62.77,63.03,1685000,733.4705,-19551.158203125,1613.0989,337,337
65.44,65.48,1690000,736.293,-19590.8671875,2325.5448,338,338
63.4,63.43,1695000,685.6674,-19396.62109375,576.7439,339,339
62.74,62.8,1700000,757.47,-19602.322265625,1827.0275,340,340
62.85,62.92,1705000,715.8851,-19603.419921875,2875.6164,341,341
60.17,60.87,1710000,767.8216,-19595.21875,2090.3562,342,342
63.27,62.58,1715000,705.6098,-19611.65234375,631.9805,343,343
62.18,62.17,1720000,704.5957,-19593.333984375,1508.2124,344,344
59.94,60.64,1725000,724.7385,-19627.080078125,988.0982,345,345
66.62,65.94,1730000,674.3017,-13651.4345703125,2234.8137,346,346
66.86,66.58,1735000,700.6434,-18067.25390625,1981.5268,347,347
62.79,62.82,1740000,646.2458,-12783.1513671875,516.1544,348,348
64.81,65.24,1745000,641.0893,-13721.7509765625,550.7016,349,349
59.98,59.83,1750000,688.4325,-19103.05859375,722.2289,350,350
65.84,65.25,1755000,701.4495,-18431.890625,962.2028,351,351
63.43,63.35,1760000,681.4896,-17110.259765625,1221.0136,352,352
65.56,66.01,1765000,647.6053,-12316.3662109375,587.5732,353,353
65.59,65.64,1770000,712.5714,-18898.548828125,1026.4104,354,354
66.77,66.65,1775000,790.1795,-19347.015625,976.4098,355,355
64.67,64.11,1780000,674.0309,-14396.81640625,1717.4442,356,356
63.83,63.07,1785000,665.8286,-18514.359375,889.4248,357,357
62.94,62.61,1790000,651.5967,-14769.357421875,553.1443,358,358
59.78,60.01,1795000,657.5059,-13208.8388671875,450.1432,359,359
68.63,66.65,1800000,643.1603,-14745.11328125,465.9411,360,360
67.09,68.23,1805000,665.403,-17042.498046875,786.134,361,361
57.88,58.88,1810000,659.9886,-15395.2998046875,1402.3829,362,362
63.72,67.13,1815000,648.3408,-16140.064453125,809.6636,363,363
63.74,69.19,1820000,667.3765,-17699.7265625,849.0132,364,364
66.26,65.4,1825000,665.1035,-16942.740234375,625.0186,365,365
114.44,132.39,1830000,634.1521,-17905.185546875,1216.3331,366,366
63.13,64.15,1835000,654.1609,-17675.67578125,834.0208,367,367
203.83,186.12,1840000,553.3498,-18057.072265625,901.4909,368,368
159.86,140.02,1845000,527.8387,-17347.009765625,960.4193,369,369
151.15,155.16,1850000,561.9413,-17755.279296875,1241.5948,370,370
159.31,151.48,1855000,594.8774,-17911.958984375,641.5672,371,371
235.26,226.88,1860000,512.0958,-18726.0,1452.3736,372,372
66.01,65.7,1865000,658.4308,-18165.04296875,1495.1129,373,373
63.92,63.87,1870000,676.9172,-18601.19140625,1158.324,374,374
63.37,63.35,1875000,706.485,-19381.1796875,2074.8669,375,375
62.33,62.32,1880000,684.6803,-18655.330078125,1427.1988,376,376
66.77,66.77,1885000,681.1796,-18663.791015625,1180.1245,377,377
66.79,66.75,1890000,652.7391,-17809.3984375,420.156,378,378
65.9,66.36,1895000,656.6564,-17879.443359375,672.2749,379,379
65.44,65.49,1900000,689.1854,-18482.732421875,1101.0101,380,380
63.71,63.44,1905000,677.2425,-18711.919921875,535.9141,381,381
66.12,66.06,1910000,663.3094,-16388.134765625,364.8108,382,382
58.1,58.28,1915000,663.0069,-17494.833984375,399.7161,383,383
66.5,65.79,1920000,538.1418,-18576.056640625,676.7399,384,384
105.91,142.76,1925000,591.2108,-19418.0078125,1503.2313,385,385
80.27,87.76,1930000,574.0902,-17632.294921875,425.6275,386,386
151.8,170.85,1935000,604.1173,-19040.53125,1313.7516,387,387
59.11,59.17,1940000,693.9799,-19414.0859375,1419.5085,388,388
63.59,63.19,1945000,701.1937,-19518.02734375,1446.1062,389,389
63.75,63.92,1950000,666.7162,-19185.52734375,1243.1837,390,390
64.25,63.73,1955000,686.5205,-19123.607421875,1422.339,391,391
65.92,65.91,1960000,690.0865,-19209.783203125,879.4927,392,392
63.64,63.25,1965000,698.3998,-19479.19140625,1089.9463,393,393
61.4,62.18,1970000,668.076,-18824.9921875,785.89,394,394
62.03,61.92,1975000,680.826,-19509.95703125,1586.7205,395,395
61.68,61.15,1980000,663.2903,-19496.642578125,1616.2523,396,396
58.5,58.72,1985000,676.5485,-19342.28515625,653.6783,397,397
