Itration,Real Sto Return,Running Env Steps,Running Update Time,Reward Loss,Running Reverse KL,Running Forward KL,Real Det Return
216,3461.13,1080000,216,-1510.914794921875,17.4753,44.9165,3512.57
217,3503.32,1085000,217,-1478.0430908203125,17.055,44.852,3560.09
218,3460.28,1090000,218,-1513.24951171875,17.391,45.1334,3349.64
219,3443.17,1095000,219,-1534.8636474609375,17.2764,45.286,3500.47
220,3563.6,1100000,220,-1529.930419921875,17.5935,44.9776,3482.48
221,3228.69,1105000,221,-1574.455078125,16.3398,44.917,3526.51
222,3261.57,1110000,222,-1700.244873046875,15.6704,44.8606,3440.54
223,3465.2,1115000,223,-1689.4364013671875,15.8511,45.5635,3422.03
224,2930.39,1120000,224,-1703.2578125,16.9091,45.0545,3520.92
225,3371.35,1125000,225,-1623.0343017578125,17.2905,45.4525,3413.75
226,3638.15,1130000,226,-1628.7044677734375,17.0536,44.9929,3542.76
227,3251.54,1135000,227,-1646.08984375,16.4775,44.8937,3564.73
228,3254.05,1140000,228,-1642.7264404296875,16.8299,44.9558,3546.22
229,3637.87,1145000,229,-1646.310791015625,17.422,44.9922,3430.54
230,3357.96,1150000,230,-1708.206298828125,17.0311,44.8283,3487.19
231,3583.84,1155000,231,-1688.0914306640625,16.8238,45.1483,3461.07
232,3602.67,1160000,232,-1737.6512451171875,16.2508,44.6506,3618.94
233,3609.36,1165000,233,-1734.88623046875,16.7237,44.8566,3603.31
234,3517.21,1170000,234,-1761.972412109375,16.6431,44.9216,3528.82
235,3294.5,1175000,235,-1726.3074951171875,17.2307,44.8958,3611.74
236,3582.96,1180000,236,-1799.650390625,16.451,44.8622,3507.68
237,3607.35,1185000,237,-1834.5921630859375,17.108,45.0696,3529.01
238,3620.5,1190000,238,-1786.1949462890625,16.7337,44.8462,3510.46
239,3669.28,1195000,239,-1823.687744140625,16.9542,44.8383,3571.76
240,3666.28,1200000,240,-1882.72998046875,16.1768,44.9578,3515.37
241,3461.05,1205000,241,-1831.5430908203125,17.1266,44.8306,3539.35
242,3632.49,1210000,242,-1862.878662109375,17.0213,44.9189,3646.16
243,3580.18,1215000,243,-1883.13037109375,16.9488,45.2118,3454.07
244,3550.06,1220000,244,-1905.12890625,17.3721,45.261,3357.62
245,3672.23,1225000,245,-1937.6505126953125,16.5292,44.7625,3430.11
246,3705.63,1230000,246,-1917.6002197265625,17.2204,44.6609,3470.54
247,3529.81,1235000,247,-1914.2149658203125,16.5001,44.6668,3374.39
248,3565.41,1240000,248,-1978.673095703125,16.7706,45.2032,3322.01
249,3615.79,1245000,249,-1943.9700927734375,17.2739,45.0472,3285.89
250,3759.52,1250000,250,-1954.1676025390625,17.6527,44.863,3466.84
251,3596.45,1255000,251,-1985.632568359375,17.7641,45.1481,3282.93
252,3478.17,1260000,252,-2035.00439453125,16.7057,45.2362,3322.67
253,3497.0,1265000,253,-2008.9183349609375,17.0316,45.0501,3421.11
254,3692.0,1270000,254,-2034.9080810546875,16.5794,44.3975,3524.63
255,3506.33,1275000,255,-2026.135009765625,17.2549,44.9772,3422.41
256,3651.51,1280000,256,-2019.5758056640625,17.0757,44.7182,3524.31
257,3519.01,1285000,257,-2008.4188232421875,17.9492,44.8178,3522.24
258,3303.18,1290000,258,-2180.44775390625,16.5649,45.3822,3113.74
259,3660.02,1295000,259,-2124.477294921875,16.7385,44.5175,3702.29
260,3582.85,1300000,260,-2169.759033203125,17.3899,44.6531,3206.14
261,3514.78,1305000,261,-2212.287353515625,16.9994,45.4159,3181.52
262,3490.81,1310000,262,-2205.218017578125,16.318,45.1702,3213.46
263,3648.18,1315000,263,-2173.238037109375,17.4423,44.8214,3504.7
264,3627.04,1320000,264,-2156.1337890625,17.1696,44.5104,3479.0
265,3763.94,1325000,265,-2214.545166015625,16.9584,44.5741,3436.91
266,3678.01,1330000,266,-2271.001220703125,16.6793,44.6338,3414.89
267,3485.16,1335000,267,-2179.634033203125,17.9668,44.744,3554.04
268,3781.91,1340000,268,-2274.617431640625,16.4479,44.4169,3534.4
269,3628.8,1345000,269,-2299.63671875,17.1266,44.6148,3507.48
270,3635.41,1350000,270,-2255.50146484375,16.9742,44.577,3658.09
271,3560.57,1355000,271,-2296.07861328125,17.5258,44.6478,3629.84
272,3666.7,1360000,272,-2292.71875,16.5149,44.3159,3664.11
273,3741.74,1365000,273,-2311.78515625,17.808,44.8197,3580.51
274,3588.59,1370000,274,-2356.47412109375,16.6713,44.5589,3669.51
275,3640.19,1375000,275,-2415.333740234375,20.6808,44.6056,3553.35
276,3406.81,1380000,276,-2357.578369140625,17.5859,44.4106,3680.74
277,3657.83,1385000,277,-2414.866455078125,17.0069,44.7918,3609.9
278,3652.83,1390000,278,-2434.904052734375,16.7334,44.4325,3601.7
279,3597.57,1395000,279,-2443.024658203125,17.5877,44.633,3559.39
280,3515.93,1400000,280,-2437.093994140625,17.5255,44.6893,3809.96
281,3421.82,1405000,281,-2453.329345703125,17.7067,44.4488,3712.35
282,3601.89,1410000,282,-2454.008056640625,17.4561,44.5519,3683.19
283,3708.29,1415000,283,-2457.84033203125,18.1157,44.6737,3868.09
284,3442.8,1420000,284,-2495.25830078125,17.2427,44.0392,3830.1
285,3659.3,1425000,285,-2497.9296875,18.5959,44.3427,3593.61
286,3851.19,1430000,286,-2558.1953125,17.5835,44.4913,3697.94
287,3272.16,1435000,287,-2586.93310546875,17.1418,44.4003,3732.16
288,3465.35,1440000,288,-2552.970703125,17.4764,44.3429,3809.04
289,3281.14,1445000,289,-2594.755126953125,17.2094,44.7728,3794.98
290,3492.09,1450000,290,-2606.4892578125,18.2663,44.3552,3737.13
291,3558.93,1455000,291,-2639.42431640625,21.4868,44.517,3624.08
292,3544.42,1460000,292,-2671.417724609375,17.6501,44.4973,3857.64
293,3857.64,1465000,293,-2634.63818359375,17.6704,44.1296,3839.48
294,3378.77,1470000,294,-2665.08154296875,18.1749,44.6042,3893.19
295,3575.77,1475000,295,-2633.688720703125,18.4479,44.4099,3987.37
296,3297.27,1480000,296,-2683.25,19.9175,44.613,3831.99
297,3503.78,1485000,297,-2659.364501953125,19.9396,44.1004,3840.45
298,3722.76,1490000,298,-2772.240234375,18.9499,44.776,3914.66
299,3766.84,1495000,299,-2782.739990234375,17.5589,44.3197,3801.53
300,3411.98,1500000,300,-2674.873291015625,19.6224,44.4019,3978.98
301,3571.8,1505000,301,-2865.034912109375,18.8155,44.5513,3842.98
302,3773.68,1510000,302,-2729.000732421875,18.0038,44.2395,3818.71
303,3400.82,1515000,303,-2739.267578125,19.0465,44.6366,3784.25
304,3434.99,1520000,304,-2797.30029296875,18.0952,44.5731,3820.7
305,3649.94,1525000,305,-2814.8896484375,18.2391,44.466,3687.54
306,3443.93,1530000,306,-2919.2197265625,17.4798,44.3396,3801.57
307,3142.26,1535000,307,-2809.640869140625,19.3962,44.914,3961.14
308,2714.28,1540000,308,-2853.459716796875,19.5078,44.4598,3995.66
309,3602.77,1545000,309,-2902.949951171875,19.4302,44.5497,4012.31
310,3344.38,1550000,310,-2992.56103515625,19.9492,44.2542,3994.06
311,3665.75,1555000,311,-3011.49853515625,18.2754,44.1508,3847.24
312,3163.1,1560000,312,-2918.996826171875,25.7647,44.7433,4027.07
313,3233.64,1565000,313,-2964.11572265625,19.3229,44.7032,4058.04
314,3102.02,1570000,314,-3113.005126953125,28.9778,44.6525,4046.38
315,2870.02,1575000,315,-3026.178466796875,24.7841,44.4525,4054.35
316,3476.75,1580000,316,-2908.619873046875,20.6518,44.5226,4023.38
317,3056.08,1585000,317,-3096.83642578125,22.8445,44.535,4010.37
318,2545.01,1590000,318,-3056.683837890625,26.1553,44.4835,3411.51
319,3541.88,1595000,319,-3062.152099609375,21.5686,44.2117,4026.58
320,3148.83,1600000,320,-3119.115234375,20.1425,44.3144,3997.22
321,3102.76,1605000,321,-3144.408203125,20.612,44.2195,4101.81
322,3090.69,1610000,322,-3087.642822265625,22.4789,44.0199,3993.64
323,3651.68,1615000,323,-3126.37158203125,20.5675,44.03,3977.06
324,3448.63,1620000,324,-3207.01220703125,17.3326,44.1149,3960.83
325,3304.0,1625000,325,-3233.965576171875,17.6922,44.2296,3907.49
326,3504.52,1630000,326,-3186.103271484375,18.0406,44.2594,3880.16
327,2855.51,1635000,327,-3288.438720703125,19.678,44.5355,4108.64
328,3450.12,1640000,328,-3378.76904296875,19.579,44.4545,3965.45
329,3292.26,1645000,329,-3258.3447265625,19.3496,44.0384,4145.93
330,3412.42,1650000,330,-3430.459228515625,16.7557,44.4406,3814.53
331,3286.93,1655000,331,-3455.411865234375,20.3215,44.5765,4020.26
332,3488.14,1660000,332,-3436.695556640625,17.429,43.948,3994.13
333,3112.57,1665000,333,-3385.39111328125,19.5993,44.3442,4001.9
334,3205.17,1670000,334,-3585.50537109375,18.1568,44.6078,4116.4
335,3119.23,1675000,335,-3582.243408203125,18.3442,44.3071,4073.46
336,2877.62,1680000,336,-3674.262451171875,15.3567,44.3082,3966.99
337,2936.39,1685000,337,-3717.904296875,16.7705,44.6292,4021.17
338,2799.83,1690000,338,-3618.196044921875,17.4339,44.2645,4070.75
339,3187.32,1695000,339,-3673.79052734375,17.0494,44.6648,4057.77
340,3367.86,1700000,340,-3555.715576171875,20.4295,44.2894,4041.59
341,3021.75,1705000,341,-3542.06396484375,17.9075,44.2298,3988.31
342,2784.85,1710000,342,-3631.45166015625,26.2489,44.5159,3819.91
343,2661.51,1715000,343,-3656.60986328125,30.0901,44.4156,3888.72
344,2554.88,1720000,344,-3809.38134765625,21.0714,44.7029,3953.26
345,3186.06,1725000,345,-3732.5478515625,21.5994,44.3295,4099.76
346,3045.94,1730000,346,-3929.80908203125,18.6653,44.351,3983.47
347,3097.19,1735000,347,-3867.48974609375,20.9179,44.457,4044.7
348,3234.58,1740000,348,-3682.82177734375,20.3851,44.2562,4051.34
349,3095.19,1745000,349,-3733.1064453125,17.8873,44.158,3991.92
350,3465.62,1750000,350,-3821.2431640625,18.9248,44.2522,3971.28
351,3033.7,1755000,351,-3604.5166015625,18.1036,43.7852,3988.66
352,3541.73,1760000,352,-3835.680419921875,18.2682,44.2119,3894.02
353,2939.09,1765000,353,-4030.4365234375,16.6908,43.8974,4010.1
354,3179.57,1770000,354,-4043.001220703125,16.6387,44.497,4086.59
355,3205.86,1775000,355,-3831.307861328125,17.0844,44.2311,3999.73
356,3600.89,1780000,356,-4120.9033203125,15.5646,44.0363,3926.96
357,3322.1,1785000,357,-4120.70947265625,16.1643,43.979,4001.97
358,3032.87,1790000,358,-3919.20849609375,17.1516,43.7867,4055.73
359,3466.95,1795000,359,-4139.31103515625,16.758,44.2549,4022.45
360,3354.13,1800000,360,-4340.95751953125,17.4978,44.0862,4091.11
361,3539.12,1805000,361,-3867.5869140625,17.8154,43.7952,4016.67
362,3547.42,1810000,362,-4020.97802734375,16.8007,43.9789,3897.09
363,3277.23,1815000,363,-4038.665771484375,16.9477,43.5543,4041.61
364,2878.76,1820000,364,-4093.878662109375,16.8661,43.9894,4094.18
365,3349.74,1825000,365,-4086.525390625,16.9794,43.9203,4061.84
366,3565.52,1830000,366,-4045.5302734375,17.7726,44.0354,4099.7
367,3450.4,1835000,367,-4247.251953125,18.7643,43.9883,4114.68
368,3443.0,1840000,368,-4141.9716796875,17.433,44.0252,4100.64
369,3070.17,1845000,369,-4182.2333984375,16.6597,43.7521,4101.75
370,3545.77,1850000,370,-4192.583984375,16.7078,44.1344,3946.52
371,3519.91,1855000,371,-4176.35888671875,16.8473,43.9827,4083.8
372,3758.56,1860000,372,-4158.615234375,16.7618,43.7935,4032.01
373,3388.4,1865000,373,-4206.5400390625,16.7775,43.8643,4109.76
374,3736.8,1870000,374,-4174.73583984375,17.4312,44.0938,4072.78
375,3890.76,1875000,375,-4330.99853515625,17.4265,43.7361,4023.41
376,3331.62,1880000,376,-4199.11669921875,17.0662,43.9069,4098.18
377,3413.42,1885000,377,-4610.78076171875,15.6238,44.014,4074.45
378,3175.61,1890000,378,-4422.3525390625,17.9083,44.0466,4122.34
379,3443.36,1895000,379,-4434.78515625,18.1905,44.2396,4060.66
380,3327.01,1900000,380,-4546.92236328125,17.199,44.0558,4115.22
381,3283.18,1905000,381,-4294.1083984375,18.4174,43.7447,4099.4
382,3536.56,1910000,382,-4466.79345703125,16.6243,43.9158,4078.27
383,3467.68,1915000,383,-4617.349609375,16.0536,44.0701,4129.85
