Reward Loss,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time,Running Forward KL,Itration,Running Env Steps
-105.2669448852539,3189.69,3206.29,17.3185,29,24.2493,29,145000
-208.72915649414062,3356.99,1760.0,30.2666,30,24.4056,30,150000
-123.59600067138672,3301.3,2912.91,20.5075,31,23.8464,31,155000
-327.9871826171875,1129.75,1136.16,38.551,32,24.4797,32,160000
-166.06443786621094,3110.94,3146.16,17.5242,33,22.8689,33,165000
-329.8892822265625,3065.95,1301.88,30.8054,34,25.4276,34,170000
-330.64263916015625,3233.26,1262.74,26.4435,35,23.5729,35,175000
-540.6611938476562,1569.88,1180.56,17.7438,36,24.4042,36,180000
-327.9753723144531,3308.22,1680.75,14.5786,37,23.8054,37,185000
-303.5455017089844,3351.62,1573.3,16.7151,38,22.3295,38,190000
-352.8267517089844,3354.21,2001.44,18.4598,39,22.6612,39,195000
-370.115478515625,3332.89,2155.55,20.9786,40,23.1944,40,200000
-374.1512451171875,3362.91,1775.03,20.0068,41,23.0064,41,205000
-380.23944091796875,3366.86,2395.16,18.1183,42,23.0334,42,210000
-302.4433898925781,3342.18,2719.04,15.6559,43,23.0476,43,215000
-418.1241149902344,3343.91,3002.3,16.9923,44,22.6076,44,220000
-386.95037841796875,3316.34,2899.32,16.4453,45,22.1868,45,225000
-440.56011962890625,3318.22,2316.53,17.7994,46,23.2918,46,230000
-417.0481262207031,3292.89,2905.97,16.2074,47,22.7098,47,235000
-296.29833984375,3321.47,3308.9,15.0767,48,22.2818,48,240000
-306.0173645019531,3286.29,3039.27,15.7011,49,22.077,49,245000
-376.97174072265625,3305.38,2787.05,14.6734,50,21.8809,50,250000
-536.3610229492188,3283.28,2257.12,14.3406,51,23.5346,51,255000
-400.39337158203125,3312.85,3178.62,15.4787,52,22.8232,52,260000
-241.6533660888672,3306.36,3310.94,16.8036,53,22.9442,53,265000
-514.7918701171875,3338.24,2630.93,15.5078,54,22.5782,54,270000
-390.98486328125,3315.56,2517.52,15.9516,55,23.0484,55,275000
-350.01251220703125,3390.32,2461.67,14.983,56,22.908,56,280000
-252.73165893554688,3258.33,2619.64,14.2006,57,21.498,57,285000
-317.6686706542969,3302.98,2906.33,14.5652,58,21.4424,58,290000
-268.22369384765625,3369.28,3335.73,14.6283,59,21.2997,59,295000
-517.7811889648438,3359.74,2549.9,15.9693,60,21.517,60,300000
-321.6770324707031,3298.53,3072.38,14.8299,61,22.2207,61,305000
-243.354248046875,3330.28,3075.95,13.4884,62,20.3389,62,310000
-274.24517822265625,3368.09,3352.06,15.1532,63,22.0047,63,315000
-318.28973388671875,3310.73,3280.78,14.2164,64,21.0211,64,320000
-324.4347229003906,3362.6,3061.59,12.7426,65,21.0515,65,325000
-518.1756591796875,2279.82,2654.77,13.1614,66,23.0035,66,330000
-340.0550842285156,3354.92,3186.65,13.9571,67,20.3846,67,335000
-293.9450988769531,3301.94,3032.18,13.8652,68,20.2289,68,340000
-445.4864501953125,3301.56,2598.63,13.2014,69,22.1718,69,345000
-260.5365905761719,3348.96,3122.79,12.9068,70,19.6847,70,350000
-354.6171569824219,3305.76,2750.72,13.2688,71,20.3944,71,355000
-490.3228759765625,3317.7,2561.16,16.0787,72,20.2424,72,360000
-373.8664855957031,3348.56,3044.18,15.4102,73,20.827,73,365000
-473.1581115722656,3326.95,2918.4,17.1123,74,21.9387,74,370000
-1146.8011474609375,2467.6,1453.52,99.9395,75,23.1108,75,375000
-335.676025390625,3380.79,2478.43,12.558,76,20.2199,76,380000
-615.4703979492188,3292.36,2486.19,15.1326,77,20.8257,77,385000
-578.314453125,3271.93,2251.76,14.1957,78,20.0122,78,390000
-687.4754028320312,3280.37,2816.48,15.3066,79,20.8075,79,395000
-437.9397277832031,3346.99,3242.37,14.4658,80,21.8625,80,400000
-313.0393981933594,3359.87,3250.21,13.9714,81,20.4143,81,405000
-445.6590576171875,3324.91,3312.33,14.0105,82,20.7026,82,410000
-387.5794982910156,3329.67,3202.07,14.5522,83,21.4649,83,415000
-445.40850830078125,3373.04,3170.67,13.6921,84,21.5315,84,420000
-401.79376220703125,3355.55,3323.36,15.2965,85,21.0427,85,425000
-371.65692138671875,3356.96,3327.54,13.7402,86,20.264,86,430000
-365.48297119140625,3332.12,3307.85,12.8978,87,19.8289,87,435000
-405.21661376953125,3289.61,3277.75,13.3351,88,20.337,88,440000
-640.2099609375,3346.41,2910.46,15.8763,89,21.4029,89,445000
-500.0706787109375,3290.81,3261.96,15.3782,90,21.3005,90,450000
-614.1953735351562,3327.67,3012.94,16.0051,91,21.9114,91,455000
-460.8344421386719,3306.25,3305.24,16.2043,92,22.2149,92,460000
-505.8537902832031,3298.28,3288.5,14.3409,93,20.4928,93,465000
-474.2543640136719,3362.28,3199.73,14.103,94,20.1551,94,470000
-432.9937438964844,3401.75,3176.29,13.0626,95,20.4606,95,475000
-460.36431884765625,3369.82,3039.13,12.8948,96,20.759,96,480000
-538.9443359375,3312.68,3299.22,14.699,97,22.6423,97,485000
-508.8436279296875,3329.68,3319.73,15.4056,98,21.4083,98,490000
-522.7188110351562,3350.64,3325.22,14.9253,99,21.2401,99,495000
-557.2146606445312,3351.93,3236.56,14.3855,100,20.7741,100,500000
-495.2615966796875,3347.34,3331.12,14.221,101,21.0449,101,505000
-537.7672729492188,3335.27,3225.34,14.2274,102,20.318,102,510000
-527.27587890625,3347.16,3334.86,14.8282,103,20.962,103,515000
-452.2590637207031,3384.95,3373.61,13.5532,104,19.7086,104,520000
-458.1159362792969,3383.58,3198.46,14.3472,105,20.3222,105,525000
-549.9157104492188,3368.99,3171.36,13.3734,106,19.9023,106,530000
-533.6005249023438,3324.2,3322.69,13.7204,107,19.9145,107,535000
-515.8539428710938,3389.73,3386.38,14.4101,108,20.0762,108,540000
-823.3739624023438,3389.94,2529.27,13.5068,109,21.6927,109,545000
-570.3594970703125,3347.9,3341.03,14.2075,110,20.2208,110,550000
-587.2462768554688,3329.13,3324.14,13.3112,111,19.4541,111,555000
-536.5081787109375,3374.75,3149.12,13.2151,112,19.908,112,560000
-651.418701171875,3400.79,3015.54,12.5821,113,20.3802,113,565000
-1063.901123046875,1547.05,1450.96,13.736,114,21.7415,114,570000
-611.475830078125,3333.18,3333.6,14.1224,115,20.5965,115,575000
-541.4320678710938,3431.73,3193.94,13.7286,116,20.3039,116,580000
-927.6248168945312,3384.65,2678.92,13.5874,117,20.583,117,585000
-582.2803344726562,3364.64,3237.16,13.5055,118,20.2379,118,590000
-644.5046997070312,3356.46,3350.23,13.0304,119,20.3697,119,595000
-597.4281616210938,3356.97,3159.25,13.3936,120,20.2257,120,600000
-520.0383911132812,3315.38,2880.84,12.3892,121,19.6079,121,605000
-572.2650146484375,3355.77,3087.4,13.574,122,20.217,122,610000
-647.027099609375,3386.19,3393.33,14.3975,123,20.7509,123,615000
-615.4169921875,3369.78,3199.71,12.9709,124,19.0456,124,620000
-610.5362548828125,3376.9,2950.18,12.6426,125,20.4733,125,625000
-537.2313232421875,3386.17,3213.11,12.7508,126,19.7267,126,630000
-687.2699584960938,3357.5,3104.42,12.7715,127,19.7686,127,635000
-751.2106323242188,3367.45,3072.76,13.7506,128,19.9642,128,640000
-605.2223510742188,3363.21,3297.6,13.4304,129,19.1204,129,645000
-607.5667724609375,3376.32,3093.06,12.9154,130,18.7914,130,650000
-686.1925048828125,3344.36,3182.42,12.7371,131,19.36,131,655000
-743.412109375,3388.31,3161.88,13.0686,132,19.4546,132,660000
-702.600341796875,3366.35,3366.24,13.8439,133,19.9394,133,665000
-697.975341796875,3377.53,3269.81,13.2764,134,19.2457,134,670000
-688.843505859375,3382.26,3373.87,13.0917,135,19.0431,135,675000
-737.5032958984375,3416.06,3219.44,12.8259,136,19.3686,136,680000
-876.3128662109375,3493.76,3021.71,13.5632,137,20.2759,137,685000
-692.8475952148438,3387.14,3282.44,13.5682,138,19.5391,138,690000
-686.0308837890625,3343.2,3342.52,12.4032,139,18.8073,139,695000
-763.2405395507812,3364.49,3355.87,13.9268,140,19.7774,140,700000
-800.9727783203125,3288.2,3288.51,13.2369,141,19.6788,141,705000
-774.9248046875,3321.71,3313.73,13.0412,142,19.9036,142,710000
-827.787353515625,3395.89,3058.94,12.744,143,19.7652,143,715000
-754.2789306640625,3361.25,3346.14,13.3281,144,19.1358,144,720000
-869.3871459960938,3379.1,3192.32,13.2514,145,19.4915,145,725000
-740.4193725585938,3320.22,3251.99,11.6727,146,19.0426,146,730000
-775.0029907226562,3344.43,3236.14,13.114,147,19.3893,147,735000
-854.4807739257812,3426.81,3073.43,12.0911,148,19.6605,148,740000
-794.972900390625,3432.87,3132.4,13.0114,149,20.6382,149,745000
-867.1888427734375,3347.92,3078.35,12.6576,150,20.7337,150,750000
-800.7146606445312,3425.52,2890.87,12.3468,151,19.8283,151,755000
-1118.225830078125,3350.41,2876.77,11.8675,152,21.1312,152,760000
-758.9246215820312,3411.73,3098.45,12.9768,153,20.012,153,765000
-851.9979248046875,3390.55,3262.74,14.0438,154,19.8576,154,770000
-882.6929931640625,3367.86,3173.25,12.0664,155,20.1643,155,775000
-926.9679565429688,3341.94,2541.45,11.2199,156,19.9084,156,780000
-925.6578369140625,3405.06,3104.96,12.9911,157,20.4167,157,785000
-937.1766357421875,3413.5,3278.95,12.3343,158,19.7466,158,790000
-872.088134765625,3342.54,3244.13,13.789,159,19.4634,159,795000
-827.6986694335938,3469.55,3261.21,10.9855,160,20.7755,160,800000
-837.1195068359375,3420.22,2902.53,12.9369,161,19.6536,161,805000
-1025.569580078125,3410.12,2845.04,11.7304,162,19.8975,162,810000
-891.2490234375,3425.57,3289.28,14.3923,163,20.7503,163,815000
-990.4038696289062,3331.12,3256.25,13.8573,164,19.7475,164,820000
-906.6068115234375,3443.67,3005.23,11.9442,165,19.843,165,825000
-881.5156860351562,3361.59,3375.88,13.2336,166,18.7775,166,830000
-906.592529296875,3350.91,3356.36,12.7329,167,18.7671,167,835000
-834.4519653320312,3437.22,3350.62,12.8482,168,19.1513,168,840000
-963.8992309570312,3362.22,3374.96,13.9093,169,19.0664,169,845000
-944.7528076171875,3353.09,3359.36,13.092,170,19.1181,170,850000
-947.0729370117188,3361.74,3373.82,13.7486,171,19.6837,171,855000
-861.086669921875,3379.7,3384.97,13.5945,172,19.0485,172,860000
-887.9251098632812,3417.93,3419.48,13.0466,173,19.3935,173,865000
-967.680908203125,3376.12,3384.59,12.8472,174,19.1093,174,870000
-1029.7587890625,3344.69,3328.83,13.1382,175,19.0061,175,875000
-970.7478637695312,3400.57,3399.14,13.4479,176,19.1844,176,880000
-960.0386352539062,3363.49,3360.94,12.774,177,18.4939,177,885000
-965.3733520507812,3367.52,3114.12,12.4958,178,18.7097,178,890000
-1099.989990234375,3366.64,2923.74,11.8791,179,19.4173,179,895000
-980.143310546875,3394.72,3397.42,13.8873,180,19.1698,180,900000
-1038.8486328125,3352.51,3343.43,13.2418,181,19.1229,181,905000
-1687.572265625,3230.9,1708.98,15.2739,182,21.7523,182,910000
-1251.1488037109375,3405.8,2764.85,13.1983,183,20.721,183,915000
-1096.2640380859375,3454.83,2640.31,12.2206,184,19.8989,184,920000
-1583.3475341796875,3387.22,2424.02,12.8758,185,20.433,185,925000
-1349.766845703125,3436.33,2386.31,12.7185,186,20.704,186,930000
-1179.231201171875,3386.77,2960.87,12.0951,187,19.7489,187,935000
-1052.1937255859375,3428.37,3406.42,13.2779,188,19.2506,188,940000
-925.7312622070312,3323.89,3305.52,10.9051,189,17.9442,189,945000
-1514.9962158203125,3488.11,2202.91,12.7449,190,21.7459,190,950000
-1381.1595458984375,3412.78,3236.36,12.1872,191,19.6687,191,955000
-1120.23779296875,3410.6,2838.42,12.0341,192,19.7103,192,960000
-1751.0833740234375,3369.24,2692.59,13.1906,193,20.6106,193,965000
-1223.9947509765625,3429.21,3011.06,12.6135,194,20.4938,194,970000
-996.3040771484375,3407.88,3290.09,12.52,195,18.9233,195,975000
-1348.4671630859375,3416.76,3340.58,13.0655,196,20.0267,196,980000
-1827.075927734375,3429.68,1890.99,13.7521,197,21.8629,197,985000
-1073.7652587890625,3421.83,3320.75,12.7735,198,18.8861,198,990000
-1156.601318359375,3402.18,3342.86,12.5338,199,19.1593,199,995000
