Reward Loss,Real Det Return,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Real Sto Return,Running Update Time
-30636.7109375,4004.92,388,44.4358,1940000,18.2272,4063.19,388
-29946.103515625,4101.61,389,44.4437,1945000,18.2422,4091.52,389
-30956.265625,3982.59,390,44.2838,1950000,17.4348,3545.53,390
-30728.56640625,3973.94,391,44.5193,1955000,17.78,4067.18,391
-31404.017578125,3948.04,392,44.7948,1960000,16.8278,3962.35,392
-31873.1640625,4146.94,393,44.7748,1965000,18.3399,3941.68,393
-31673.419921875,4006.7,394,44.631,1970000,17.4914,3700.09,394
-31061.07421875,4203.6,395,44.5229,1975000,17.0659,3681.06,395
-30576.837890625,4178.41,396,44.6372,1980000,15.6841,3860.23,396
-31670.7421875,4240.04,397,44.6147,1985000,17.0621,3977.35,397
-31931.29296875,4133.83,398,44.4578,1990000,17.4562,4055.17,398
-30861.0,4203.75,399,44.5825,1995000,18.2426,3942.4,399
-31642.6640625,4237.57,400,44.6136,2000000,18.8089,4047.45,400
-32102.5546875,4242.44,401,44.4802,2005000,18.8255,4106.46,401
-32676.712890625,4221.73,402,44.9602,2010000,19.2439,4074.28,402
-32840.3671875,4238.92,403,44.9277,2015000,19.0878,3951.16,403
-32567.517578125,4266.7,404,44.8866,2020000,19.6914,4082.65,404
-32604.064453125,4200.19,405,44.6385,2025000,18.2425,4062.2,405
-33235.70703125,4212.82,406,44.9886,2030000,18.9335,4022.7,406
-33205.3046875,4199.36,407,44.9426,2035000,18.7854,3971.17,407
-32473.96875,4179.81,408,44.3818,2040000,18.1246,3777.27,408
-33352.140625,4222.71,409,44.5683,2045000,19.4578,3855.4,409
-33098.90625,4194.77,410,44.7123,2050000,19.2753,4126.56,410
-33583.31640625,4227.14,411,44.7357,2055000,18.461,4064.52,411
-33349.4765625,4143.78,412,44.9202,2060000,18.1906,4126.84,412
-33689.1171875,4253.59,413,44.7285,2065000,18.872,3917.02,413
-33739.5078125,4228.31,414,44.8341,2070000,19.1103,3832.84,414
-33608.0703125,4220.65,415,44.7251,2075000,18.4295,4032.71,415
-34414.89453125,4222.3,416,44.863,2080000,19.0213,4010.46,416
-33926.42578125,4231.06,417,44.862,2085000,18.5484,3928.03,417
-34496.82421875,4246.3,418,44.6426,2090000,18.7338,4001.69,418
-33771.33984375,4228.0,419,44.8731,2095000,19.0554,4152.93,419
-34557.65234375,4268.41,420,44.8858,2100000,17.7701,4154.86,420
-34392.7734375,4257.28,421,44.7595,2105000,20.1496,4064.29,421
-34450.77734375,4228.23,422,45.0029,2110000,19.1753,3899.61,422
-34141.42578125,4243.76,423,44.8462,2115000,18.7229,4153.26,423
-35134.43359375,4159.99,424,44.8471,2120000,19.2437,4147.16,424
-34893.71875,4223.89,425,44.8587,2125000,19.6874,3983.7,425
-35419.65625,4186.1,426,44.7603,2130000,19.5406,4183.48,426
-35830.1796875,4224.83,427,44.9834,2135000,19.0912,3774.32,427
-36173.83984375,4265.55,428,45.0776,2140000,19.628,4077.94,428
-36382.078125,4180.74,429,45.0187,2145000,19.776,4157.67,429
-35716.515625,4154.4,430,44.8753,2150000,19.3914,4136.58,430
-35197.78515625,4258.7,431,44.5563,2155000,19.2348,4069.08,431
-35828.3828125,4190.29,432,44.5913,2160000,18.6469,4089.43,432
-36185.69921875,4267.76,433,44.7865,2165000,20.0135,4189.11,433
-36017.54296875,4247.24,434,44.692,2170000,19.0803,4171.68,434
-35888.19921875,4196.69,435,44.5402,2175000,19.4653,4015.5,435
-36416.38671875,4242.24,436,44.8504,2180000,18.2256,3831.14,436
-37179.60546875,4238.11,437,44.7178,2185000,18.9258,4202.51,437
-36778.70703125,4201.78,438,44.8147,2190000,18.1685,4025.94,438
-37291.76171875,4199.75,439,44.6525,2195000,19.3498,4176.96,439
-37472.04296875,4237.26,440,44.789,2200000,18.8587,4173.69,440
-37095.4921875,4284.61,441,44.613,2205000,18.1774,4130.42,441
-37611.09765625,4200.76,442,44.6998,2210000,18.6447,4142.94,442
-37557.078125,4241.38,443,44.3576,2215000,18.7065,4206.9,443
-37700.6328125,4230.74,444,44.735,2220000,18.8772,4193.76,444
-37871.1171875,4227.47,445,44.4624,2225000,19.1529,4193.11,445
-37623.9375,4238.67,446,44.4979,2230000,18.9267,3924.65,446
-38071.89453125,4299.18,447,44.4734,2235000,18.9899,4082.39,447
-38670.47265625,4256.47,448,44.6347,2240000,18.4196,4185.32,448
-37647.73828125,4298.3,449,44.3638,2245000,18.3872,4244.17,449
-38038.49609375,4316.04,450,44.7314,2250000,17.9491,4159.7,450
-38608.046875,4265.74,451,44.685,2255000,19.1792,4044.57,451
-38424.51171875,4243.77,452,44.7409,2260000,18.5773,3898.91,452
-39067.62109375,4262.41,453,44.4618,2265000,18.8755,3923.44,453
-38758.01171875,4249.97,454,44.4159,2270000,18.9588,4175.01,454
-39392.1953125,4251.17,455,44.6553,2275000,19.1766,4255.93,455
-38854.26953125,4175.11,456,43.9653,2280000,17.7816,3655.93,456
-39234.4140625,4224.78,457,44.5859,2285000,18.5745,4115.43,457
-38569.0390625,4278.26,458,44.4514,2290000,18.3257,3862.18,458
-39338.390625,4252.08,459,44.3717,2295000,19.2713,3895.1,459
-39426.40234375,4241.44,460,44.2621,2300000,18.9588,4181.43,460
-39348.9375,4165.87,461,44.1718,2305000,18.6532,4199.21,461
-39881.4140625,4253.45,462,44.163,2310000,18.9057,4190.2,462
-39626.171875,4265.24,463,44.2908,2315000,18.0235,4215.34,463
-40423.67578125,4255.23,464,44.5516,2320000,18.5604,4115.31,464
-40576.23828125,4301.65,465,44.6639,2325000,19.6487,4078.07,465
-39713.890625,4277.86,466,44.4106,2330000,17.6024,3932.06,466
-40479.515625,4310.88,467,44.8085,2335000,19.3481,4119.6,467
-39839.7265625,4236.05,468,44.2276,2340000,18.1104,4016.11,468
-40257.109375,4170.13,469,44.4777,2345000,19.1648,3899.07,469
-40477.11328125,4320.21,470,44.6667,2350000,18.1334,3757.57,470
-40497.86328125,4253.54,471,44.3293,2355000,17.9898,3628.73,471
-41727.97265625,4273.0,472,44.632,2360000,18.7807,4198.54,472
-40747.99609375,4223.4,473,44.2517,2365000,18.7489,4139.41,473
-40521.73046875,4240.85,474,44.2255,2370000,18.0483,3844.06,474
-41323.1171875,4271.93,475,44.4652,2375000,18.963,4096.04,475
-41443.0546875,4306.62,476,44.0756,2380000,19.1303,4040.19,476
-41291.8359375,4275.5,477,44.3183,2385000,18.1912,4041.55,477
-41141.74609375,4259.02,478,44.3917,2390000,19.0911,4109.09,478
-41353.13671875,4285.58,479,44.2041,2395000,18.7166,4127.77,479
-41338.10546875,4260.14,480,44.0747,2400000,18.7271,4148.36,480
-41340.6484375,4261.11,481,44.0674,2405000,18.5887,3964.53,481
-41279.5625,4259.74,482,44.4542,2410000,17.2053,4229.39,482
-41535.26953125,4258.64,483,44.4257,2415000,17.6815,4171.93,483
-42049.2890625,4293.44,484,44.4647,2420000,18.2231,4141.48,484
-42158.96484375,4254.39,485,44.6796,2425000,18.6924,4255.91,485
-42509.31640625,4239.7,486,44.6469,2430000,18.7982,4141.7,486
-41159.97265625,4250.43,487,44.3785,2435000,16.6752,4218.05,487
-41921.6171875,4254.58,488,44.3239,2440000,18.5446,4031.34,488
-42255.46875,4279.43,489,44.6669,2445000,18.5962,4246.97,489
-41846.9140625,4273.67,490,44.6206,2450000,18.2081,4211.83,490
-41453.9296875,4279.43,491,44.7086,2455000,17.7649,4172.32,491
-42875.21484375,4311.89,492,44.696,2460000,19.623,4022.73,492
-42471.81640625,4225.36,493,44.4341,2465000,16.8546,3991.49,493
-42259.796875,4280.81,494,44.1842,2470000,17.6927,4254.94,494
-42493.33984375,4229.3,495,44.6728,2475000,17.1745,4212.74,495
-41999.32421875,4251.12,496,44.1722,2480000,17.7507,4105.14,496
-42881.484375,4297.37,497,44.365,2485000,18.6583,3807.72,497
-43488.5078125,4270.88,498,44.2793,2490000,18.3519,4242.66,498
-42857.05859375,4304.37,499,44.4505,2495000,18.0067,3692.21,499
-43636.13671875,4257.28,500,44.3107,2500000,18.0186,4211.6,500
-43882.54296875,4324.46,501,44.0175,2505000,18.9482,4061.2,501
-41877.6484375,4325.65,502,44.512,2510000,16.9827,3840.54,502
-43793.6953125,4278.59,503,44.0949,2515000,17.9156,4153.55,503
-44785.48046875,4322.55,504,44.3743,2520000,19.0221,4010.09,504
-44779.0625,4308.41,505,44.3681,2525000,18.8544,4064.25,505
-44278.1328125,4318.94,506,44.0282,2530000,18.171,3986.27,506
-44185.61328125,4313.77,507,44.362,2535000,18.169,3775.42,507
-44798.6015625,4269.9,508,44.4997,2540000,17.9205,4078.04,508
-44421.31640625,4312.24,509,44.4086,2545000,18.2998,4051.85,509
-44589.1328125,4279.33,510,44.2134,2550000,17.5316,4231.45,510
-45016.87109375,4256.72,511,44.0901,2555000,18.2923,4227.27,511
-44464.94921875,4314.09,512,43.9445,2560000,18.4651,4146.48,512
-42188.0625,4244.67,513,44.3963,2565000,17.3441,3554.62,513
-45199.1875,4266.55,514,44.2895,2570000,17.9893,3931.09,514
-45451.98828125,4316.58,515,44.1349,2575000,18.9071,4039.62,515
-45461.6171875,4280.55,516,44.2361,2580000,18.1164,3492.72,516
-46568.69140625,4335.8,517,44.1657,2585000,19.4015,4236.99,517
-43986.44140625,4307.12,518,44.3425,2590000,16.7921,3969.01,518
-44701.81640625,4297.84,519,44.0874,2595000,17.059,4271.63,519
-44917.546875,4313.72,520,44.3852,2600000,17.3314,3838.05,520
-46033.43359375,4315.73,521,44.4008,2605000,18.8227,4024.96,521
-46497.0703125,4320.39,522,44.4952,2610000,19.1476,4284.18,522
-46287.26171875,4313.85,523,43.9986,2615000,18.3249,4137.4,523
-46896.8515625,4305.67,524,44.3879,2620000,19.3442,4120.99,524
-45364.13671875,4300.69,525,44.2449,2625000,17.3353,4066.4,525
-45235.22265625,4281.34,526,44.2628,2630000,16.8676,3953.1,526
-44217.76171875,4310.77,527,43.9993,2635000,16.5852,4088.48,527
-45865.859375,4284.27,528,43.9824,2640000,18.4531,4143.18,528
-46814.5390625,4290.61,529,44.2131,2645000,18.8573,4137.93,529
-47168.9296875,4313.35,530,44.1436,2650000,18.8404,3975.41,530
-46860.69140625,4318.07,531,43.9209,2655000,18.9886,4259.94,531
-45258.11328125,4320.4,532,44.1814,2660000,17.6263,3845.46,532
-47842.33203125,4300.39,533,44.1888,2665000,19.2779,3975.99,533
-47752.38671875,4321.48,534,43.8819,2670000,18.91,3608.3,534
-46837.328125,4320.86,535,44.0472,2675000,19.6504,4069.59,535
-46775.87109375,4325.91,536,44.0627,2680000,17.6209,4264.09,536
-46244.26171875,4325.13,537,44.2683,2685000,17.0988,3882.93,537
-45436.7109375,4298.12,538,44.5784,2690000,20.2905,4019.16,538
-45841.0,4314.86,539,44.2192,2695000,17.5252,3937.87,539
-46316.43359375,4135.15,540,43.9543,2700000,18.5034,3541.84,540
-47871.88671875,4318.59,541,44.0195,2705000,18.4923,3676.53,541
-47166.09765625,4257.05,542,43.9998,2710000,17.1143,3569.41,542
-46960.83984375,3789.28,543,44.0687,2715000,17.788,4001.54,543
-48874.0,4352.27,544,43.7234,2720000,18.9279,3548.5,544
-47401.9609375,4274.68,545,44.1309,2725000,18.7896,3618.78,545
-46707.16015625,4284.44,546,44.1885,2730000,19.2314,3701.14,546
-46253.64453125,4289.89,547,44.0611,2735000,17.3908,3738.58,547
-48828.7109375,4357.76,548,43.9976,2740000,18.5371,4057.08,548
-46214.6875,4259.95,549,44.0017,2745000,17.3403,3636.89,549
-46692.703125,4319.46,550,44.5311,2750000,17.9722,3501.32,550
-49092.36328125,4334.18,551,44.1817,2755000,18.6693,4191.97,551
-45512.921875,4326.54,552,44.5756,2760000,15.5921,3302.26,552
-48533.4140625,4311.39,553,44.0785,2765000,17.8318,3800.44,553
-43722.04296875,1701.44,554,44.9006,2770000,15.8123,2715.47,554
-46585.26171875,4120.6,555,44.61,2775000,16.0651,3721.14,555
-47757.640625,4161.45,556,44.5982,2780000,16.6289,3611.32,556
-48690.51953125,4369.27,557,44.0692,2785000,18.2474,3992.16,557
-47450.3125,4102.24,558,44.4019,2790000,17.2142,3471.56,558
-49297.22265625,4264.32,559,43.9441,2795000,18.0932,3394.62,559
-48903.35546875,4350.67,560,44.0921,2800000,17.8708,3980.86,560
-48595.64453125,4326.62,561,44.2737,2805000,17.9147,4258.98,561
-38655.3828125,-18.22,562,55.6259,2810000,54.6416,-16.44,562
-39433.625,992.53,563,46.8041,2815000,15.1449,480.16,563
-41764.56640625,343.65,564,46.8251,2820000,19.1646,527.97,564
-47733.78515625,3571.19,565,44.9436,2825000,16.923,2707.97,565
-48809.55859375,3688.88,566,44.7962,2830000,17.3728,3030.82,566
-48481.625,2122.85,567,44.3669,2835000,16.5153,2108.66,567
-50496.9609375,4110.22,568,43.9887,2840000,17.5833,3691.66,568
-49764.55859375,3937.84,569,44.5158,2845000,17.2989,3533.26,569
-48514.4453125,3516.29,570,44.4316,2850000,16.4908,3156.8,570
-50310.2734375,4071.64,571,44.0343,2855000,17.7567,3924.07,571
-50611.98046875,4117.45,572,44.3448,2860000,16.9212,3635.38,572
-51847.484375,4175.92,573,44.3334,2865000,18.0681,3739.65,573
-50996.9765625,4138.86,574,44.3959,2870000,17.7023,3805.72,574
-51753.03515625,4225.59,575,43.9557,2875000,18.2044,4201.27,575
-51452.89453125,4225.81,576,44.2199,2880000,17.3072,3891.99,576
-51420.62109375,4219.29,577,44.4383,2885000,17.0078,3937.93,577
-51490.7578125,4236.78,578,44.0888,2890000,19.4494,3903.63,578
-51239.984375,4220.78,579,44.413,2895000,17.5782,4057.63,579
-51978.78515625,4284.68,580,44.0016,2900000,18.1665,3797.1,580
-51809.02734375,4316.64,581,44.1943,2905000,19.1175,4150.54,581
-51337.12890625,4280.71,582,44.7525,2910000,17.2924,3837.36,582
-52041.78515625,4001.28,583,44.2295,2915000,17.4824,3467.94,583
-51928.0234375,4248.29,584,44.1234,2920000,17.7491,4005.94,584
-52040.109375,4258.84,585,44.1849,2925000,18.0244,3857.32,585
-51952.078125,4336.82,586,44.0239,2930000,17.6563,4225.9,586
-52858.9140625,4184.28,587,44.0806,2935000,18.8494,3857.29,587
-52641.6484375,4285.42,588,43.8499,2940000,18.6274,4075.11,588
-52886.5625,4160.12,589,44.35,2945000,17.497,4223.19,589
-52864.0546875,4323.7,590,43.9309,2950000,19.4776,3994.33,590
-53545.2421875,4314.42,591,44.172,2955000,17.2486,3813.41,591
-53073.32421875,4237.78,592,43.8771,2960000,17.1267,3655.46,592
-51689.72265625,4238.16,593,43.6266,2965000,17.9413,3651.29,593
-53326.2109375,4056.04,594,44.4492,2970000,17.1103,3680.36,594
-52658.734375,3961.0,595,43.9951,2975000,17.4515,3930.75,595
-52681.9375,4136.01,596,44.0193,2980000,17.394,4001.23,596
-52531.6015625,4263.67,597,44.1376,2985000,17.7678,4046.06,597
-52923.1796875,4278.44,598,43.941,2990000,17.884,4037.69,598
-53036.01953125,4275.68,599,43.9806,2995000,17.8938,3492.57,599
-52971.0,4275.56,600,44.162,3000000,19.5601,4288.09,600
-52604.6640625,4135.99,601,43.7894,3005000,17.9014,3988.03,601
-53683.13671875,4187.94,602,43.9207,3010000,18.367,3924.1,602
-52821.36328125,4275.36,603,43.8326,3015000,18.6325,4052.37,603
-53170.8515625,4274.39,604,44.0232,3020000,18.6851,3865.78,604
-52398.8203125,4095.37,605,44.0046,3025000,19.0876,3875.23,605
-53013.1953125,3850.2,606,43.6138,3030000,18.7996,3786.95,606
-53192.125,4092.7,607,43.9152,3035000,18.506,3504.41,607
-53753.30078125,4309.76,608,44.1726,3040000,18.4383,3777.17,608
-53522.40625,4162.07,609,44.5874,3045000,16.4439,3474.6,609
-53468.0546875,3977.67,610,44.125,3050000,19.0704,4036.45,610
-53588.671875,4284.38,611,44.018,3055000,19.1323,4099.49,611
-53134.1875,4249.85,612,44.4291,3060000,18.3276,3681.31,612
-54000.21875,3840.27,613,43.9971,3065000,19.1595,3505.56,613
-54174.80078125,3910.77,614,44.3521,3070000,17.859,3929.56,614
-53603.5,4278.1,615,43.7895,3075000,17.8782,4115.1,615
-54428.32421875,4304.43,616,43.9104,3080000,18.8022,4249.59,616
-53111.80859375,4247.34,617,43.9575,3085000,18.9638,3634.62,617
-55276.109375,4256.37,618,44.2982,3090000,19.0007,4036.7,618
-54317.87109375,4295.49,619,43.8312,3095000,18.8854,4000.54,619
-54428.37890625,4313.77,620,44.2368,3100000,18.7665,3585.13,620
-54762.828125,4281.69,621,44.1218,3105000,19.4557,3880.09,621
-54247.92578125,4318.55,622,44.0806,3110000,18.6226,4005.44,622
-54817.71484375,4333.1,623,44.25,3115000,18.7137,4279.27,623
-54842.28515625,4297.05,624,44.2582,3120000,18.7621,4127.08,624
-53990.68359375,4297.25,625,44.0199,3125000,19.5864,4031.65,625
-54143.703125,4025.12,626,44.0508,3130000,18.6435,3485.24,626
-53402.5703125,4111.88,627,44.2482,3135000,19.139,4138.2,627
-54520.81640625,4353.2,628,43.9588,3140000,20.0943,4333.41,628
-55282.14453125,4313.48,629,44.1637,3145000,19.2829,4290.7,629
-54319.9765625,4327.34,630,44.0272,3150000,19.1767,4179.13,630
-54160.3828125,4144.26,631,44.0935,3155000,18.5796,3992.61,631
-54976.26171875,4287.05,632,43.9287,3160000,19.1347,4216.03,632
-54581.34375,4337.75,633,43.7432,3165000,19.077,4085.86,633
-54506.81640625,4299.06,634,43.7138,3170000,18.8765,4163.44,634
-55022.265625,4295.86,635,43.8666,3175000,18.9642,4005.04,635
-55142.33203125,4354.06,636,43.6415,3180000,19.7142,4195.93,636
-54620.88671875,4340.3,637,43.8285,3185000,19.7449,4299.37,637
-54944.18359375,4343.69,638,43.7497,3190000,18.5481,4295.95,638
-54094.96875,4300.84,639,43.887,3195000,18.6483,4174.28,639
-56369.84765625,4317.81,640,44.0544,3200000,19.3493,4313.49,640
-55716.57421875,4347.4,641,44.0219,3205000,18.717,4294.33,641
-55523.87890625,4303.23,642,44.0697,3210000,19.6168,4134.87,642
-55618.33984375,4319.28,643,43.7507,3215000,19.2423,4288.89,643
-56055.8984375,4304.36,644,44.3106,3220000,19.2416,4313.79,644
-55312.5,4369.88,645,44.0177,3225000,19.6865,4343.25,645
-55192.171875,4311.23,646,44.0244,3230000,19.0765,4177.9,646
-54793.05078125,4353.38,647,43.6115,3235000,19.2475,4203.1,647
-56972.94140625,4309.24,648,44.2143,3240000,19.1843,4183.36,648
-55723.76171875,4378.65,649,43.9345,3245000,19.6236,4341.74,649
-56109.1640625,4367.46,650,44.0815,3250000,19.4116,4343.21,650
-56796.23828125,4366.37,651,44.0282,3255000,19.3386,3866.31,651
-56247.91015625,4351.79,652,44.2319,3260000,19.5462,4348.46,652
-55270.06640625,4342.78,653,43.7397,3265000,19.5062,4323.51,653
-56177.28125,4336.02,654,43.7652,3270000,18.9118,4046.36,654
-56471.83203125,4357.14,655,43.7299,3275000,19.2382,4301.85,655
-56940.76171875,4371.73,656,43.8399,3280000,19.3836,4225.88,656
-56202.17578125,4343.25,657,44.0898,3285000,19.8622,4212.98,657
-56880.03125,4371.27,658,43.791,3290000,19.0823,4206.1,658
-55843.375,4329.04,659,43.9459,3295000,18.7496,4211.19,659
-57114.46484375,4362.88,660,43.7881,3300000,19.2019,4181.78,660
-56295.6484375,4360.0,661,43.7471,3305000,18.6102,3844.0,661
-56367.26953125,4356.62,662,43.9922,3310000,18.9757,3870.34,662
-56036.359375,4356.07,663,43.5768,3315000,18.9213,4191.63,663
-56830.3359375,4373.13,664,43.3165,3320000,19.4452,4271.75,664
-56459.328125,4346.54,665,43.3825,3325000,18.5699,4028.97,665
-54354.19140625,3787.43,666,44.1713,3330000,21.3197,3074.93,666
-57541.921875,4367.13,667,43.8974,3335000,19.3499,4334.45,667
-56912.109375,4355.2,668,43.2735,3340000,19.3816,4322.37,668
-56782.6953125,4372.42,669,43.7489,3345000,19.699,4161.88,669
-56875.98828125,4427.11,670,43.489,3350000,19.3778,4368.43,670
-56669.5078125,4439.38,671,43.8036,3355000,19.4208,3997.25,671
-57205.01171875,4422.46,672,43.7321,3360000,19.7693,4196.32,672
-56436.60546875,4371.07,673,43.5099,3365000,18.4337,4338.88,673
-56534.05078125,4261.13,674,43.7209,3370000,18.8049,4201.65,674
-57121.95703125,4234.34,675,43.6875,3375000,18.4969,4153.32,675
-57001.71484375,4375.09,676,43.0818,3380000,18.5436,4345.63,676
-56778.3125,4331.31,677,43.6038,3385000,18.7023,3887.84,677
-57332.89453125,4159.05,678,43.4658,3390000,18.464,3603.49,678
-57247.87890625,4369.09,679,43.838,3395000,19.0742,4244.96,679
-56827.109375,4362.06,680,43.867,3400000,18.541,3694.62,680
-57747.43359375,4342.28,681,43.6295,3405000,18.8302,4187.97,681
-57177.98046875,4389.44,682,43.5611,3410000,18.9532,4128.01,682
-57756.09375,4377.79,683,43.1626,3415000,18.6872,4160.82,683
-58352.84765625,4411.32,684,43.5425,3420000,19.1991,4053.04,684
-56509.5546875,4297.21,685,43.4402,3425000,19.1228,4147.92,685
-58302.6640625,4429.7,686,43.7951,3430000,19.4811,4279.62,686
-58629.2578125,4387.09,687,43.5818,3435000,18.6589,4174.34,687
-57623.65625,4400.29,688,43.7322,3440000,19.3308,3684.28,688
-57429.60546875,4342.32,689,43.9278,3445000,18.5499,4107.54,689
-57367.51171875,4361.11,690,43.5036,3450000,18.0712,4229.04,690
-57944.86328125,4195.48,691,43.6335,3455000,18.807,4332.4,691
-57171.62109375,4382.08,692,43.5983,3460000,18.4793,3997.99,692
-56846.8359375,4326.95,693,44.4854,3465000,19.7847,4087.55,693
-57703.640625,4387.21,694,43.6433,3470000,19.015,4255.61,694
-57521.3828125,4377.87,695,43.7871,3475000,18.5049,4335.74,695
-58348.83984375,4350.1,696,43.789,3480000,19.3979,4306.83,696
-58783.38671875,4169.93,697,43.8677,3485000,18.5245,4078.87,697
-58766.05859375,4356.85,698,43.6177,3490000,18.4058,4350.06,698
-58908.0625,4343.08,699,44.1069,3495000,19.1057,4194.41,699
-59909.1328125,4353.7,700,43.9404,3500000,18.8301,4189.06,700
-59161.80078125,4370.34,701,43.3966,3505000,18.5535,4305.56,701
-58476.30859375,4360.17,702,43.7009,3510000,19.3838,4341.31,702
-59412.140625,4323.39,703,44.1376,3515000,18.919,3969.89,703
-58868.3046875,4357.83,704,43.8193,3520000,19.0355,4096.62,704
-59096.28515625,4357.72,705,43.944,3525000,19.0771,4202.78,705
-58817.3828125,4344.93,706,43.7842,3530000,18.9593,4156.88,706
-59754.15234375,4375.2,707,44.0173,3535000,19.5321,4361.45,707
-58800.625,4328.98,708,43.9588,3540000,19.1624,4338.79,708
-58709.9921875,4365.39,709,43.8807,3545000,19.0568,4246.09,709
-58682.05078125,4378.84,710,43.4969,3550000,19.4606,4338.58,710
-58763.63671875,4343.24,711,43.8665,3555000,19.2732,4240.46,711
-58984.73828125,4363.71,712,43.4913,3560000,19.0306,4343.98,712
-59647.46484375,4374.58,713,43.8356,3565000,18.9115,4182.83,713
-59975.8203125,4357.63,714,43.8748,3570000,18.7502,4278.51,714
-59720.96484375,4351.92,715,43.5513,3575000,18.5091,4338.89,715
-59139.171875,4336.21,716,43.7306,3580000,18.7873,4152.28,716
-59465.80859375,4353.56,717,43.9332,3585000,19.1202,4236.17,717
-59393.34375,4343.77,718,43.7852,3590000,18.5904,4208.51,718
-60089.578125,4364.13,719,43.9132,3595000,19.1146,4354.09,719
-59733.56640625,4382.38,720,43.6678,3600000,19.1771,4246.53,720
-59948.26953125,4371.73,721,43.8808,3605000,18.824,4337.25,721
-60713.12890625,4362.67,722,43.7999,3610000,19.5284,4368.97,722
-59864.6875,4369.5,723,43.6219,3615000,18.4402,4262.71,723
-59853.2890625,4351.42,724,43.8876,3620000,18.2773,4334.81,724
-61184.7578125,4351.57,725,43.8962,3625000,18.7268,4309.88,725
-60411.8515625,4351.06,726,43.794,3630000,19.0729,4204.05,726
-59086.4375,4375.63,727,43.7019,3635000,19.1955,4158.82,727
-60285.20703125,4321.94,728,43.624,3640000,18.7576,4349.14,728
-60060.2890625,4371.19,729,43.8676,3645000,18.2375,4078.97,729
-60916.9765625,4357.55,730,43.7733,3650000,19.2233,4351.82,730
-60558.83984375,4305.71,731,43.9705,3655000,18.7823,4300.15,731
-58858.6875,4351.4,732,43.707,3660000,18.3561,4343.58,732
-60639.9375,4362.36,733,43.698,3665000,18.4523,4154.4,733
-59939.953125,4359.79,734,43.6284,3670000,18.4019,4203.39,734
-59629.21875,4373.1,735,43.5543,3675000,18.3152,4324.82,735
-60092.28515625,4371.37,736,43.3393,3680000,18.9193,4214.44,736
-60132.87109375,4337.07,737,43.4951,3685000,18.6786,4244.08,737
-60535.2109375,4356.64,738,43.7082,3690000,18.7201,4252.73,738
-61263.9921875,4267.1,739,43.5144,3695000,18.4735,4064.36,739
-59623.94140625,4357.89,740,43.5026,3700000,18.1327,4145.08,740
-59750.57421875,4365.86,741,43.5265,3705000,18.6956,4198.44,741
-59772.4609375,4358.09,742,43.2618,3710000,18.5018,4335.17,742
-60132.1328125,4350.45,743,43.4514,3715000,17.8934,4176.15,743
-60263.1953125,4337.32,744,43.6533,3720000,18.4126,4314.68,744
-60960.1328125,4380.93,745,43.1485,3725000,18.8038,4204.97,745
-59925.82421875,4369.9,746,43.5364,3730000,19.0685,4184.14,746
-60070.95703125,4340.5,747,43.5026,3735000,18.99,3884.53,747
-59735.64453125,4336.8,748,43.9538,3740000,17.8571,3949.78,748
-60446.04296875,4365.72,749,43.5333,3745000,19.1802,3978.95,749
-61239.63671875,4443.22,750,43.6294,3750000,18.3323,4347.94,750
-60521.515625,4382.5,751,43.7075,3755000,18.7057,4360.11,751
-60076.87890625,4369.95,752,43.2941,3760000,18.1654,4255.61,752
-59980.15234375,4387.32,753,43.318,3765000,18.5439,4228.99,753
-60379.70703125,4364.33,754,43.4622,3770000,18.0847,4216.0,754
-60830.94140625,4255.11,755,43.4488,3775000,18.4524,4164.52,755
-60924.83984375,4196.4,756,43.5745,3780000,17.7719,4172.37,756
-61199.71484375,4406.18,757,43.3238,3785000,18.6219,3768.95,757
-61947.15625,4407.35,758,43.553,3790000,18.4511,4268.94,758
-60108.21875,4359.62,759,43.2951,3795000,18.3969,4202.15,759
-61127.6171875,4401.14,760,43.5149,3800000,17.0737,3975.29,760
-60078.21875,4445.7,761,43.4644,3805000,17.5659,4276.88,761
-61810.0390625,4409.73,762,43.6481,3810000,18.5248,4196.85,762
-62338.15625,4403.27,763,43.8498,3815000,18.7473,4309.13,763
-62191.48046875,4391.4,764,43.5248,3820000,18.6972,3731.68,764
-62325.3203125,4415.42,765,43.7232,3825000,18.086,4180.75,765
-62570.08984375,4451.19,766,43.9974,3830000,18.9369,4410.9,766
-62529.671875,4458.64,767,43.736,3835000,19.0321,4373.8,767
-62531.1796875,4449.94,768,43.5529,3840000,18.9438,4265.03,768
-61577.29296875,4429.38,769,43.8862,3845000,19.0379,4412.89,769
-62368.8046875,4466.98,770,43.8054,3850000,19.407,4400.04,770
-61903.62890625,4436.19,771,43.5323,3855000,18.9198,4389.22,771
-62442.3125,4438.34,772,43.7413,3860000,19.0527,4185.95,772
-62539.05859375,4454.8,773,43.2202,3865000,19.1891,4414.51,773
-61920.109375,4461.9,774,43.6504,3870000,18.3946,4243.06,774
-61363.984375,4426.74,775,43.5582,3875000,19.0788,4399.1,775
-61486.8984375,4415.9,776,43.4443,3880000,18.4155,4370.04,776
-63359.14453125,4436.35,777,43.6402,3885000,18.8073,4395.77,777
-62870.30859375,4445.69,778,43.6803,3890000,19.4008,4408.08,778
-62927.62890625,4414.2,779,44.0763,3895000,18.395,4367.97,779
