Running Forward KL,Itration,Running Update Time,Running Reverse KL,Real Sto Return,Running Env Steps,Real Det Return,Reward Loss
23.8557,28,28,17.016,2829.85,140000,3156.01,-411.1427001953125
23.4387,29,29,15.6446,3029.51,145000,3024.65,-382.48895263671875
23.1871,30,30,24.3535,2844.44,150000,3097.22,-587.0985717773438
23.0242,31,31,27.3065,2413.83,155000,3202.87,-690.1317749023438
23.1196,32,32,16.2357,2947.79,160000,3114.89,-481.0113525390625
22.868,33,33,14.8355,2782.44,165000,3166.24,-395.5540771484375
21.9509,34,34,13.7974,3126.71,170000,3119.52,-413.36505126953125
36.6303,35,35,42.3252,-2.34,175000,-2.39,-1254.731689453125
38.5128,36,36,31.5451,981.05,180000,983.08,-1043.493408203125
37.5695,37,37,27.759,1015.25,185000,1013.93,-1045.5789794921875
22.7143,38,38,14.6136,2941.96,190000,3148.88,-413.6068115234375
23.3218,39,39,22.371,1740.25,195000,2244.94,-791.6726684570312
23.5288,40,40,25.5479,1572.23,200000,2568.53,-904.6365966796875
23.0714,41,41,17.3442,2941.41,205000,3120.66,-668.5978393554688
21.8123,42,42,19.5286,2809.04,210000,2500.45,-679.15283203125
22.8225,43,43,22.1871,2002.64,215000,3200.54,-789.0849609375
21.3162,44,44,12.586,2774.42,220000,3135.94,-421.7327575683594
22.3606,45,45,26.5864,1861.4,225000,3126.31,-935.9839477539062
22.3837,46,46,25.7033,2028.15,230000,3271.42,-875.2673950195312
20.4926,47,47,16.0543,2991.43,235000,3238.59,-564.1558837890625
20.7445,48,48,12.4299,3072.53,240000,3237.08,-495.3312683105469
20.7386,49,49,14.9859,3186.57,245000,3207.31,-559.5196533203125
19.9257,50,50,11.6269,3189.79,250000,3198.21,-466.48712158203125
19.6978,51,51,11.9011,3147.0,255000,3242.4,-414.9813537597656
19.5401,52,52,14.3994,3003.88,260000,3267.0,-571.26904296875
18.6334,53,53,11.2029,3163.76,265000,3259.13,-448.5419921875
19.4425,54,54,12.01,3126.77,270000,3274.39,-438.614990234375
19.4664,55,55,12.2304,3254.47,275000,3242.14,-462.15045166015625
18.763,56,56,11.7953,3268.31,280000,3250.42,-444.4561767578125
18.4652,57,57,11.8364,3279.93,285000,3282.92,-426.0183410644531
18.6653,58,58,11.522,3274.66,290000,3278.12,-449.1142883300781
18.7892,59,59,11.3538,3101.15,295000,3255.05,-478.6303405761719
17.8992,60,60,10.8692,3088.07,300000,3306.15,-490.0101013183594
17.6298,61,61,11.3345,3309.56,305000,3318.15,-451.3255615234375
18.3198,62,62,11.2611,3288.27,310000,3292.14,-475.32720947265625
16.8436,63,63,10.5836,3288.28,315000,3331.29,-414.76953125
18.3644,64,64,10.8163,3271.88,320000,3292.18,-496.10626220703125
17.2781,65,65,10.8311,3341.27,325000,3344.09,-447.05181884765625
16.7518,66,66,10.533,3369.08,330000,3376.06,-417.2486877441406
17.0546,67,67,10.308,3341.84,335000,3350.01,-401.0677490234375
15.6003,68,68,9.7157,3291.92,340000,3390.54,-304.30523681640625
16.5285,69,69,9.9577,3354.9,345000,3359.55,-390.79071044921875
17.4931,70,70,10.378,3278.06,350000,3295.03,-634.869384765625
17.6895,71,71,11.4871,3335.74,355000,3339.95,-522.8967895507812
15.9202,72,72,9.5299,3119.03,360000,3371.41,-367.7783508300781
17.7443,73,73,10.9571,3314.7,365000,3241.83,-495.3876953125
16.1356,74,74,10.0513,3356.36,370000,3363.04,-440.21044921875
16.6998,75,75,10.119,3159.17,375000,3296.35,-554.3257446289062
16.4632,76,76,9.5713,3323.51,380000,3342.64,-491.22601318359375
16.8861,77,77,10.4706,3341.15,385000,3345.44,-477.9381103515625
16.7422,78,78,10.0783,3281.62,390000,3343.77,-477.3614196777344
15.7251,79,79,9.8849,2887.72,395000,3399.93,-337.4564208984375
16.0619,80,80,10.1506,3209.63,400000,3400.74,-452.4545593261719
16.3624,81,81,9.7848,3325.63,405000,3338.88,-436.7622985839844
15.3571,82,82,9.8896,3281.23,410000,3425.74,-259.93182373046875
16.0744,83,83,9.9538,3251.88,415000,3361.45,-434.2736511230469
15.4838,84,84,9.7928,3280.98,420000,3389.83,-292.5113525390625
14.8228,85,85,9.575,3364.92,425000,3382.56,-325.658935546875
15.4594,86,86,9.6068,3281.39,430000,3376.64,-337.74603271484375
14.5775,87,87,8.7297,3131.61,435000,3409.99,-275.1763610839844
15.6449,88,88,9.4501,3285.45,440000,3373.64,-312.02996826171875
15.1771,89,89,9.3439,3316.02,445000,3366.05,-422.7349853515625
15.9213,90,90,9.9141,3323.54,450000,3372.99,-470.2851867675781
15.7434,91,91,10.9385,2893.58,455000,3473.18,-466.29364013671875
15.165,92,92,9.823,3374.5,460000,3386.36,-409.5440979003906
16.3332,93,93,9.8322,3331.29,465000,3346.1,-522.7285766601562
15.9186,94,94,13.7562,3233.35,470000,3382.5,-667.934814453125
15.7666,95,95,9.354,3250.23,475000,3343.56,-506.7417297363281
14.671,96,96,8.7863,3361.6,480000,3378.87,-354.11810302734375
14.5684,97,97,8.5851,3386.95,485000,3410.25,-275.985107421875
15.8749,98,98,10.3379,3361.7,490000,3357.0,-473.01531982421875
14.8823,99,99,9.0749,3367.21,495000,3368.13,-396.8019714355469
15.3167,100,100,9.4318,3362.99,500000,3354.93,-403.7191162109375
14.8964,101,101,9.0339,3221.3,505000,3336.06,-400.64105224609375
15.7659,102,102,10.0217,3354.22,510000,3344.35,-520.2313842773438
16.1179,103,103,9.4491,3293.99,515000,3358.18,-509.47137451171875
15.8988,104,104,10.0195,3352.25,520000,3373.11,-501.864013671875
15.3716,105,105,9.6562,3298.02,525000,3388.0,-472.23944091796875
15.2648,106,106,9.1261,3377.05,530000,3388.5,-445.484375
14.8477,107,107,8.632,3350.11,535000,3392.89,-377.19879150390625
16.0265,108,108,8.9924,3389.2,540000,3397.58,-333.9692687988281
15.1026,109,109,9.6894,3338.16,545000,3404.54,-354.797119140625
15.1033,110,110,9.3918,3399.72,550000,3386.89,-244.6739501953125
15.7419,111,111,9.5877,3368.53,555000,3376.95,-475.4662170410156
15.2982,112,112,8.6968,3347.57,560000,3344.01,-474.0428771972656
15.7815,113,113,9.5979,3315.46,565000,3324.52,-605.3125
16.4909,114,114,10.0415,3344.04,570000,3348.35,-578.2343139648438
14.1071,115,115,8.461,3359.62,575000,3351.67,-367.1340026855469
15.2524,116,116,9.3863,3169.91,580000,3411.4,-482.9317932128906
14.7363,117,117,8.9913,3346.6,585000,3347.84,-510.44073486328125
15.608,118,118,9.4235,3365.52,590000,3374.06,-416.4438171386719
15.6405,119,119,9.5556,2047.68,595000,3355.61,-494.5281066894531
15.1256,120,120,9.2182,3366.14,600000,3383.77,-514.0848388671875
16.5052,121,121,13.1972,2402.01,605000,2885.61,-749.9365234375
15.7045,122,122,9.4096,3353.58,610000,3373.78,-646.6265258789062
15.2722,123,123,9.4634,3384.96,615000,3391.8,-477.79888916015625
15.9176,124,124,9.8945,3230.03,620000,3350.45,-592.7177124023438
15.9339,125,125,10.0383,2919.48,625000,3391.72,-480.92193603515625
14.8195,126,126,8.8719,3374.46,630000,3361.9,-511.966552734375
15.8532,127,127,9.6806,3339.71,635000,3345.44,-606.0794677734375
15.4589,128,128,9.5933,3275.85,640000,3383.24,-547.2823486328125
15.521,129,129,8.9687,3366.27,645000,3372.69,-500.2950744628906
15.1038,130,130,8.4273,3328.49,650000,3359.64,-575.045166015625
15.4418,131,131,8.7814,3329.24,655000,3352.81,-584.9182739257812
14.3364,132,132,8.121,3395.45,660000,3386.16,-442.1383361816406
15.0981,133,133,8.5909,3328.04,665000,3349.62,-636.3661499023438
15.0716,134,134,8.8104,3345.69,670000,3370.22,-560.6582641601562
15.1894,135,135,8.4915,3328.22,675000,3381.54,-508.72039794921875
15.7772,136,136,9.5975,3366.37,680000,3387.68,-608.0550537109375
15.6075,137,137,9.6819,3300.42,685000,3429.06,-512.4385375976562
14.8832,138,138,8.5849,3340.99,690000,3405.97,-512.3373413085938
15.2367,139,139,9.3666,3386.78,695000,3386.5,-559.8055419921875
14.6062,140,140,8.773,3304.41,700000,3430.37,-439.01983642578125
15.3662,141,141,9.5308,3348.34,705000,3359.89,-633.9000244140625
15.3892,142,142,11.0664,2999.63,710000,3429.77,-658.476806640625
15.1012,143,143,9.0809,3254.82,715000,3420.1,-527.5316772460938
15.9694,144,144,10.0355,3396.41,720000,3414.35,-672.3553466796875
15.4031,145,145,9.1425,3337.86,725000,3358.8,-655.2723388671875
14.8821,146,146,8.7039,3327.91,730000,3402.71,-488.61956787109375
15.8406,147,147,10.0712,3355.59,735000,3379.83,-651.1316528320312
15.5655,148,148,9.7767,3353.58,740000,3377.08,-662.1090087890625
14.986,149,149,9.2565,3402.69,745000,3395.68,-445.0225524902344
14.4346,150,150,8.6404,3346.31,750000,3394.98,-477.21429443359375
15.1637,151,151,9.1055,3368.76,755000,3382.37,-570.620361328125
14.6953,152,152,8.7872,3353.32,760000,3401.84,-603.3991088867188
14.7059,153,153,8.9851,3364.0,765000,3379.53,-649.8561401367188
14.3291,154,154,8.3143,3189.15,770000,3414.84,-453.3346862792969
15.4852,155,155,9.1012,3339.1,775000,3354.99,-657.97412109375
14.9858,156,156,8.8815,3043.11,780000,3407.09,-660.228271484375
14.8658,157,157,9.1523,3377.06,785000,3381.57,-648.2128295898438
15.1783,158,158,9.1634,3350.28,790000,3394.06,-650.7418823242188
15.3819,159,159,9.7851,3353.27,795000,3397.79,-666.4039916992188
14.8221,160,160,8.7277,3406.87,800000,3408.71,-585.2265625
14.9876,161,161,9.0568,3371.0,805000,3395.54,-655.3487548828125
14.6354,162,162,8.6756,3257.19,810000,3393.54,-614.0892944335938
15.3397,163,163,9.3402,3416.88,815000,3414.54,-637.2823486328125
15.538,164,164,9.6496,3413.58,820000,3423.77,-609.0698852539062
15.7178,165,165,9.7752,3338.97,825000,3406.35,-683.6057739257812
14.6064,166,166,8.0649,3255.53,830000,3382.94,-566.8145751953125
14.9947,167,167,9.3153,3409.37,835000,3412.91,-558.8233642578125
14.5954,168,168,8.3613,3387.16,840000,3392.22,-598.8927612304688
14.681,169,169,8.2707,3305.35,845000,3416.14,-653.4249877929688
15.6016,170,170,9.5202,3357.24,850000,3381.48,-765.8856201171875
15.1367,171,171,8.8112,3364.44,855000,3382.82,-678.9484252929688
14.8933,172,172,8.2893,3291.42,860000,3407.42,-636.9655151367188
14.9576,173,173,8.6063,3333.41,865000,3384.85,-696.2197265625
15.2741,174,174,9.1762,3357.6,870000,3376.23,-774.1559448242188
14.8485,175,175,8.5332,3378.1,875000,3404.3,-617.244140625
14.9327,176,176,8.9663,3393.0,880000,3410.98,-608.5380249023438
15.5464,177,177,9.1948,3349.97,885000,3357.83,-787.1982421875
14.674,178,178,8.637,3389.92,890000,3405.19,-575.4449462890625
14.4389,179,179,8.2201,3256.72,895000,3353.94,-772.863037109375
14.964,180,180,8.7993,3354.85,900000,3397.81,-743.4681396484375
14.8952,181,181,8.9258,3344.04,905000,3401.83,-722.7430419921875
14.9605,182,182,8.7173,3373.89,910000,3390.34,-629.6983642578125
14.9385,183,183,8.9053,3407.88,915000,3412.23,-644.9940185546875
15.6137,184,184,9.2381,3340.29,920000,3355.52,-768.26318359375
15.0644,185,185,9.3668,3302.66,925000,3427.77,-708.021240234375
14.977,186,186,8.736,3080.34,930000,3425.46,-686.52978515625
15.0153,187,187,8.6538,3382.32,935000,3405.02,-709.0018920898438
14.7889,188,188,8.908,3318.5,940000,3376.13,-812.99169921875
15.543,189,189,9.4261,3254.45,945000,3406.13,-879.7750854492188
15.7099,190,190,9.2979,3122.15,950000,3422.91,-854.1375732421875
15.1392,191,191,9.0378,3275.65,955000,3413.71,-626.4443969726562
14.4707,192,192,8.3452,3258.81,960000,3392.59,-830.5508422851562
14.5999,193,193,8.1465,3396.17,965000,3401.01,-653.0453491210938
14.9652,194,194,8.5573,3334.47,970000,3396.33,-738.4209594726562
14.897,195,195,8.946,3367.99,975000,3390.62,-844.4721069335938
14.8698,196,196,8.6524,2932.11,980000,3452.63,-700.5786743164062
14.8171,197,197,8.6308,3362.95,985000,3406.67,-651.7621459960938
14.6372,198,198,8.2355,3317.53,990000,3368.71,-838.633544921875
14.7919,199,199,8.4028,3379.46,995000,3392.54,-753.4644775390625
