Running Env Steps,Itration,Running Forward KL,Real Sto Return,Reward Loss,Running Update Time,Real Det Return,Running Reverse KL
3915000,783,45.3182,4188.7,-67878.9375,783,4185.12,24.4835
3920000,784,44.9322,3995.29,-68257.046875,784,4156.51,24.4736
3925000,785,45.0662,4181.92,-67533.3984375,785,4178.67,23.5705
3930000,786,45.3491,3900.78,-68692.484375,786,4165.65,24.0304
3935000,787,46.0957,3855.37,-68898.96875,787,4158.83,24.7366
3940000,788,45.6942,4234.7,-68691.4140625,788,4194.97,23.1851
3945000,789,44.8674,4214.24,-67655.421875,789,4214.51,23.1576
3950000,790,44.9895,4127.52,-67875.2265625,790,4181.19,24.2439
3955000,791,45.1883,4016.56,-68122.1171875,791,4199.67,26.0292
3960000,792,45.2428,4269.92,-69014.0625,792,4182.12,25.2454
3965000,793,45.3842,4104.79,-68756.2265625,793,4121.87,24.4766
3970000,794,45.5717,4210.64,-69693.859375,794,4186.07,23.5001
3975000,795,45.7221,4013.73,-69446.3828125,795,4090.52,22.777
3980000,796,45.7053,4133.31,-69626.796875,796,4145.56,23.5735
3985000,797,45.2771,3928.1,-69116.46875,797,4102.36,23.4916
3990000,798,45.3189,3997.0,-69987.6875,798,4285.34,22.8791
3995000,799,44.9567,3870.1,-69276.703125,799,4152.14,24.4434
4000000,800,45.0869,3955.89,-68899.9140625,800,3741.13,24.7556
4005000,801,45.1501,4144.76,-69681.8046875,801,4147.82,23.0953
4010000,802,45.8605,3840.17,-69566.0859375,802,4118.93,25.2178
4015000,803,45.2234,4110.52,-68957.8984375,803,4015.54,22.5849
4020000,804,45.339,4169.77,-69864.7890625,804,4200.91,21.8243
4025000,805,45.6404,3786.12,-68967.890625,805,4085.79,25.2887
4030000,806,45.6499,3779.65,-69914.34375,806,4080.18,25.0508
4035000,807,45.0779,3862.51,-69645.234375,807,4058.9,22.2691
4040000,808,44.6984,3485.32,-69693.4609375,808,4153.98,21.8135
4045000,809,44.9463,3805.0,-69665.90625,809,4195.67,21.7044
4050000,810,44.4579,4255.5,-69758.7421875,810,4144.14,23.7051
4055000,811,45.3005,4040.74,-71350.3046875,811,4119.47,23.5525
4060000,812,45.3445,3944.17,-69929.6953125,812,4095.77,22.2368
4065000,813,44.4868,4205.44,-69635.1015625,813,4183.86,23.0589
4070000,814,44.9673,3531.84,-69295.34375,814,3886.17,22.3285
4075000,815,45.0594,4097.5,-69442.1796875,815,4191.08,24.4422
4080000,816,45.0338,3900.15,-69910.296875,816,4200.85,23.9504
4085000,817,44.819,3535.33,-69752.8671875,817,3668.68,22.4088
4090000,818,44.6801,3956.16,-68938.953125,818,4166.29,24.2503
4095000,819,44.6178,4291.67,-69213.5234375,819,4394.32,24.9612
4100000,820,44.9597,3839.58,-69546.9140625,820,4156.55,23.4484
4105000,821,44.6944,4070.73,-70599.9375,821,4211.87,24.6796
4110000,822,44.9583,3705.57,-69615.375,822,4290.84,24.4413
4115000,823,45.0632,4273.0,-70938.203125,823,4243.53,23.4149
4120000,824,45.2254,4013.76,-71287.7578125,824,4176.64,22.7898
4125000,825,45.0887,4130.42,-69702.40625,825,4148.39,24.373
4130000,826,45.4161,4078.05,-68998.859375,826,4071.52,24.4635
4135000,827,44.9299,3997.96,-70418.546875,827,4137.15,21.9473
4140000,828,44.7385,4137.71,-69437.484375,828,4080.98,23.9505
4145000,829,44.8148,4123.64,-69377.3515625,829,4061.17,24.1533
4150000,830,44.4754,4121.11,-69535.5078125,830,4072.55,24.0806
4155000,831,45.2824,4160.21,-70426.234375,831,4128.5,22.9125
4160000,832,44.9255,3649.16,-70112.9453125,832,4084.59,22.8524
4165000,833,44.9287,4147.75,-70752.9609375,833,4139.31,22.1733
4170000,834,45.2234,3849.77,-70663.84375,834,4142.45,24.4578
4175000,835,44.3256,4073.31,-69069.984375,835,4075.47,22.6803
4180000,836,44.7081,3869.09,-71340.6171875,836,4240.69,21.8816
4185000,837,45.1297,4131.72,-69642.734375,837,4222.0,24.172
4190000,838,45.1856,4082.63,-70236.40625,838,4202.73,24.4678
4195000,839,44.9257,4118.94,-69390.34375,839,4223.33,23.6361
4200000,840,44.7978,4077.15,-69066.1171875,840,4095.08,23.7144
4205000,841,46.108,3818.71,-70987.8046875,841,4176.9,24.7003
4210000,842,44.9597,3967.14,-69659.2890625,842,4046.61,22.304
4215000,843,45.2362,3853.28,-70825.765625,843,4099.89,24.1201
4220000,844,45.6454,3823.64,-69947.140625,844,4022.89,22.8676
4225000,845,45.5257,3845.1,-69094.171875,845,3904.42,23.8645
4230000,846,45.1652,3809.45,-69618.6796875,846,3911.88,22.3852
4235000,847,45.0571,4104.73,-70419.640625,847,4049.52,23.5659
4240000,848,44.9234,3579.85,-69247.9609375,848,3730.98,22.0496
4245000,849,44.8881,3936.35,-69757.109375,849,4003.68,23.8725
4250000,850,45.5337,3669.21,-70235.828125,850,3992.06,23.4508
4255000,851,45.5567,4035.04,-71285.0390625,851,4206.62,25.2119
4260000,852,45.0714,3989.05,-70265.4296875,852,4063.31,24.1304
4265000,853,45.5116,3877.59,-70023.7734375,853,3932.17,22.1188
4270000,854,45.3793,3953.24,-70737.4140625,854,4088.51,24.0071
4275000,855,45.1615,3605.67,-69942.375,855,3918.07,22.4977
4280000,856,45.818,4024.99,-71696.2109375,856,4074.93,24.5993
4285000,857,45.7328,4020.53,-71249.90625,857,4130.33,24.6329
4290000,858,45.034,4031.51,-70094.109375,858,4035.24,23.1888
4295000,859,45.2312,4163.79,-71272.1796875,859,4115.3,23.2689
4300000,860,45.1652,3835.09,-70234.078125,860,4001.71,23.617
4305000,861,45.4216,4001.07,-69628.421875,861,4076.72,24.5137
4310000,862,45.39,3955.62,-71052.6171875,862,3981.39,21.5075
4315000,863,45.7389,3333.67,-70488.0078125,863,3878.68,23.5444
4320000,864,46.0916,4164.04,-71805.0703125,864,4057.91,24.1782
4325000,865,45.4465,3525.78,-69782.46875,865,3915.49,21.9723
4330000,866,45.4247,3797.33,-71256.59375,866,4098.61,24.1564
4335000,867,46.0719,3842.74,-70495.7734375,867,4066.88,23.0883
4340000,868,45.0027,3984.1,-69708.9375,868,3936.24,23.1415
4345000,869,45.0946,4059.55,-70368.375,869,3928.29,23.1574
4350000,870,45.2064,3907.87,-70705.921875,870,4159.2,24.3134
4355000,871,46.2725,3564.09,-71970.625,871,4209.02,24.5695
4360000,872,45.7051,3996.77,-70834.6875,872,3949.44,22.9901
4365000,873,45.4731,4175.95,-71153.3125,873,4185.29,24.7893
4370000,874,45.1305,3998.37,-71114.921875,874,4145.28,24.3261
4375000,875,45.4521,4066.36,-71469.703125,875,4155.26,24.6301
4380000,876,45.5974,3879.53,-72080.640625,876,4133.31,22.1319
4385000,877,44.9493,3808.37,-72087.03125,877,4081.38,23.1335
4390000,878,45.2878,4154.57,-72310.7890625,878,4001.55,24.6087
4395000,879,45.5462,3786.14,-72059.6796875,879,4202.49,24.7882
4400000,880,45.8316,4216.63,-71977.0546875,880,4149.44,24.539
4405000,881,45.7349,3918.4,-72404.5390625,881,4276.37,23.895
4410000,882,45.2869,3881.49,-72227.2265625,882,3996.13,22.1318
4415000,883,45.4471,3764.28,-72682.0,883,4267.96,24.0892
4420000,884,46.1162,4094.34,-72392.8046875,884,4263.31,24.5675
4425000,885,45.053,4153.73,-71997.484375,885,4185.5,22.751
4430000,886,45.5718,3987.17,-72508.1953125,886,4115.18,22.7841
4435000,887,45.0043,4053.97,-71539.6953125,887,3946.64,24.0278
4440000,888,45.7388,3574.46,-72314.6484375,888,4184.1,25.9243
4445000,889,45.788,4054.69,-71375.546875,889,4111.9,24.1605
4450000,890,45.3166,4091.12,-72425.4609375,890,4032.73,24.6476
4455000,891,45.6221,4123.11,-73080.3125,891,4150.79,24.5695
