Running Env Steps,Itration,Running Forward KL,Real Sto Return,Reward Loss,Running Update Time,Real Det Return,Running Reverse KL
715000,143,43.475,3985.71,-8159.1142578125,143,4068.36,23.5381
720000,144,44.0049,4118.88,-8314.7607421875,144,4314.94,23.6481
725000,145,43.5997,4194.04,-8662.6318359375,145,4148.26,22.6261
730000,146,43.0583,4226.09,-8405.7119140625,146,4167.97,22.8082
735000,147,43.9599,4084.19,-8680.3046875,147,4228.67,23.375
740000,148,43.2771,4160.76,-8816.8994140625,148,4127.45,23.7175
745000,149,43.93,4280.08,-8775.322265625,149,4170.7,21.6254
750000,150,43.4007,4100.32,-8522.2978515625,150,4067.86,21.4702
755000,151,43.2764,4094.92,-8661.912109375,151,4121.11,21.6025
760000,152,43.3977,4313.19,-8851.5703125,152,4186.81,23.2241
765000,153,43.3502,4234.77,-8980.7890625,153,4174.9,22.7938
770000,154,43.5244,4182.62,-9106.896484375,154,4094.76,23.4656
775000,155,43.8985,4371.36,-9408.98046875,155,4234.6,23.423
780000,156,43.111,4160.46,-9077.5380859375,156,4210.86,21.1257
785000,157,44.0347,4337.3,-9592.6005859375,157,4299.04,23.8221
790000,158,44.1708,4298.54,-10001.9130859375,158,4314.73,23.5912
795000,159,43.8755,4103.05,-9860.3203125,159,4233.83,22.258
800000,160,43.8038,4339.38,-9989.021484375,160,4333.78,23.0418
805000,161,43.7709,4191.55,-9928.181640625,161,4156.48,23.6231
810000,162,43.7643,4337.07,-9888.86328125,162,4288.17,24.3273
815000,163,43.6782,4227.2,-9934.162109375,163,4262.37,23.6657
820000,164,43.3806,3954.84,-10010.4892578125,164,4111.61,21.9149
825000,165,43.2881,4304.24,-10030.7666015625,165,4261.87,23.6552
830000,166,43.6658,4338.75,-10419.689453125,166,4251.9,24.6177
835000,167,43.7243,3802.26,-10214.33203125,167,4472.74,19.9768
840000,168,44.9729,4364.04,-11142.765625,168,4347.32,25.0596
845000,169,43.5315,4256.61,-10860.10546875,169,4212.14,23.7814
850000,170,44.0391,4393.39,-11150.177734375,170,4343.19,24.3767
855000,171,44.2138,4218.59,-11240.478515625,171,4487.9,24.5304
860000,172,43.6137,4328.21,-10982.806640625,172,4241.73,23.5738
865000,173,44.0481,4256.6,-11383.951171875,173,4268.44,24.3821
870000,174,43.4488,4064.42,-10835.830078125,174,3937.66,21.492
875000,175,43.2745,4125.43,-11167.6494140625,175,4177.07,22.5209
880000,176,43.1113,4074.78,-10907.3251953125,176,4116.66,21.0694
885000,177,43.6275,4362.05,-11457.9833984375,177,4317.85,23.6058
890000,178,43.6353,4260.79,-11690.25,178,4176.11,23.9932
895000,179,44.2292,4260.77,-11990.91796875,179,4247.57,24.9371
900000,180,44.3075,4409.69,-12013.974609375,180,4347.41,23.8374
905000,181,43.396,4106.95,-11686.0810546875,181,4173.7,23.1988
910000,182,43.3947,4419.42,-12065.828125,182,4419.75,23.8975
915000,183,43.6461,4093.66,-12186.138671875,183,4190.78,23.2122
920000,184,44.2869,4257.26,-12570.6474609375,184,4146.97,24.2557
925000,185,43.9854,4066.9,-12479.833984375,185,4344.81,24.2344
930000,186,43.9714,4326.45,-12729.21875,186,4192.71,24.0161
935000,187,43.7072,4316.94,-12607.408203125,187,4152.98,23.4765
940000,188,43.992,4089.82,-12462.626953125,188,4123.82,22.2336
945000,189,43.9406,4392.55,-13336.18359375,189,4417.62,24.907
950000,190,44.3702,4279.4,-12994.982421875,190,4253.34,23.9869
955000,191,44.0111,4180.73,-13470.6279296875,191,4290.6,24.5771
960000,192,43.831,4222.01,-13106.462890625,192,4104.35,22.5898
965000,193,43.7764,3934.64,-13566.5458984375,193,4304.58,22.1796
970000,194,43.5842,3914.47,-12943.802734375,194,4032.36,21.689
975000,195,44.6707,4253.28,-13889.669921875,195,4402.18,24.3191
980000,196,43.9271,4294.67,-13540.5791015625,196,4220.35,23.2876
985000,197,43.3176,4404.44,-13704.5771484375,197,4351.15,23.2334
990000,198,43.5254,4053.58,-13192.1015625,198,3988.59,21.9619
995000,199,43.4787,4188.23,-13728.322265625,199,4138.24,22.5083
1000000,200,43.4983,4289.15,-14141.6240234375,200,4114.31,23.9355
1005000,201,43.4733,4316.43,-14471.12890625,201,4182.24,23.65
1010000,202,43.4569,4277.64,-14551.275390625,202,4160.3,23.7467
1015000,203,43.3069,4230.4,-14661.498046875,203,4213.2,23.4233
1020000,204,43.6668,4304.66,-14897.55859375,204,4172.95,23.9379
1025000,205,43.6649,3963.59,-15178.8779296875,205,4348.28,23.2529
1030000,206,43.3319,4292.32,-15007.2568359375,206,4264.34,23.9622
1035000,207,43.3516,4337.35,-15140.0595703125,207,4194.37,23.1696
1040000,208,43.3532,4197.69,-15053.8505859375,208,4178.05,23.0461
1045000,209,43.2404,4189.8,-14706.6201171875,209,4159.22,22.0945
1050000,210,43.8725,4005.81,-14818.16796875,210,4159.19,21.7037
1055000,211,43.0021,4146.02,-15202.84375,211,3988.22,22.2068
1060000,212,43.4315,4238.88,-15682.5029296875,212,4116.37,23.0657
1065000,213,43.0875,4244.68,-15449.0849609375,213,4035.49,22.5997
1070000,214,43.507,4223.07,-16069.0810546875,214,4135.23,23.7593
1075000,215,43.2445,4331.73,-16285.5517578125,215,4107.52,22.8555
1080000,216,43.6989,4201.68,-16034.5751953125,216,4107.95,23.2505
1085000,217,43.5982,4111.21,-16709.28125,217,4125.92,23.6814
1090000,218,42.849,4214.76,-16397.369140625,218,4122.53,22.6711
1095000,219,43.8375,3891.15,-16361.1025390625,219,4112.32,22.1259
1100000,220,43.1701,4149.55,-16233.404296875,220,3976.05,21.7251
1105000,221,43.1827,4059.14,-16876.302734375,221,4052.22,22.7984
1110000,222,43.2391,4033.49,-15825.1552734375,222,3944.26,22.1466
1115000,223,43.684,4163.73,-17000.482421875,223,3967.22,22.046
1120000,224,43.0681,4263.15,-17182.849609375,224,4167.58,22.6098
1125000,225,43.1479,4266.5,-16870.171875,225,4028.1,21.9963
1130000,226,42.8289,4286.77,-17148.001953125,226,4135.11,21.3769
1135000,227,43.0478,4267.5,-17715.142578125,227,4112.64,22.9632
1140000,228,43.109,4216.3,-17109.400390625,228,4057.84,22.1509
1145000,229,43.2109,4208.89,-17147.423828125,229,4236.98,20.8632
1150000,230,43.1811,4206.57,-17521.634765625,230,4086.28,21.5006
1155000,231,43.1778,4176.08,-17308.24609375,231,3989.22,20.8711
1160000,232,43.3685,4075.44,-17526.095703125,232,4052.18,21.4184
1165000,233,43.3599,3986.46,-17960.205078125,233,4070.76,22.0023
1170000,234,43.1848,4006.29,-17550.9765625,234,4118.22,20.6749
1175000,235,43.2923,3884.73,-18420.68359375,235,4196.11,21.4179
1180000,236,43.2695,4153.25,-17643.126953125,236,4240.92,20.9232
1185000,237,42.683,4236.6,-17306.59765625,237,4185.19,20.2762
1190000,238,43.3627,4213.57,-18644.416015625,238,4177.4,21.0526
1195000,239,43.6559,4221.49,-18853.689453125,239,4243.95,20.8967
1200000,240,43.6436,4068.6,-18604.919921875,240,4176.52,20.4294
1205000,241,43.191,3782.57,-19007.03125,241,4261.52,21.0437
1210000,242,42.7798,4089.33,-17956.16015625,242,4149.99,18.6665
1215000,243,43.4491,3460.24,-17249.796875,243,4228.25,20.6453
1220000,244,43.4707,3784.6,-16678.068359375,244,4261.94,22.5794
1225000,245,43.6409,4212.24,-19387.671875,245,4225.5,21.6228
1230000,246,43.3904,4114.46,-19120.556640625,246,4139.27,21.7794
1235000,247,43.1256,4222.76,-20356.671875,247,4121.07,22.1563
1240000,248,42.6721,4236.16,-20071.30859375,248,4163.68,21.623
1245000,249,43.1607,4078.92,-20505.896484375,249,4143.79,22.2887
1250000,250,42.6322,3950.18,-19851.240234375,250,3987.92,21.2502
1255000,251,42.9047,4209.12,-20550.0234375,251,4032.6,21.6977
1260000,252,43.1331,3977.08,-21093.416015625,252,3976.91,22.2538
1265000,253,43.43,4098.84,-20762.953125,253,4060.12,20.5534
1270000,254,43.2775,4384.57,-21906.76171875,254,4217.88,21.6869
1275000,255,43.1307,4060.96,-21193.25,255,4029.41,21.7544
1280000,256,43.4859,4110.18,-21712.560546875,256,4006.19,22.258
1285000,257,43.5487,3708.45,-20754.330078125,257,3934.11,20.8904
1290000,258,43.5087,3875.89,-21094.140625,258,3981.21,21.4098
1295000,259,43.3824,4127.37,-22311.994140625,259,4014.77,22.3854
1300000,260,43.7967,3956.33,-22626.599609375,260,4044.25,22.7277
1305000,261,42.9822,4050.89,-22083.4765625,261,3870.62,21.5845
1310000,262,43.4581,4128.42,-22791.3046875,262,3935.28,22.0549
1315000,263,43.1748,3959.01,-22987.59375,263,4065.47,22.0312
1320000,264,43.1559,3309.49,-22531.59765625,264,4146.87,20.4141
1325000,265,43.2167,3587.02,-22998.6484375,265,4204.92,22.0458
1330000,266,43.6108,3904.29,-23104.78125,266,3995.85,21.8833
1335000,267,42.7868,4088.72,-23899.396484375,267,4125.91,22.5409
1340000,268,43.531,4220.99,-23354.435546875,268,4081.98,23.0971
1345000,269,43.9014,3966.0,-22969.09375,269,4145.04,24.7098
1350000,270,43.5959,3809.84,-22874.4609375,270,4127.68,22.7322
1355000,271,43.0492,3608.12,-22682.236328125,271,4219.87,23.1197
1360000,272,43.8529,3631.03,-22265.4375,272,4089.85,22.1338
1365000,273,43.1128,3856.11,-24479.083984375,273,4126.87,22.2954
1370000,274,43.7825,3983.48,-23564.84375,274,4056.78,22.9305
1375000,275,43.5978,3900.81,-23442.033203125,275,3992.55,23.4604
1380000,276,43.5821,3869.44,-22855.09765625,276,3975.8,20.4352
1385000,277,43.4301,4049.61,-23686.515625,277,3997.1,19.5674
1390000,278,43.1631,4039.55,-24566.384765625,278,3960.9,20.0934
1395000,279,43.0546,3857.08,-25569.78125,279,3982.63,22.4232
1400000,280,43.409,4012.69,-25081.095703125,280,3943.4,21.4313
1405000,281,43.4394,3544.13,-26163.8515625,281,3980.71,22.0867
1410000,282,43.3182,4041.51,-25941.25,282,3913.6,21.571
1415000,283,43.7641,3883.64,-25864.05859375,283,4006.54,21.6696
1420000,284,43.2742,3988.78,-25624.86328125,284,3830.73,21.0557
1425000,285,43.8712,3837.46,-25437.341796875,285,3780.32,20.8787
1430000,286,43.4196,4011.2,-25180.203125,286,3895.22,19.6679
1435000,287,43.1667,3733.89,-25200.57421875,287,3713.79,19.8986
1440000,288,43.644,3818.76,-25837.21484375,288,3845.47,21.5208
1445000,289,43.3604,4023.35,-25297.890625,289,3809.78,19.4741
1450000,290,44.1824,3907.46,-26473.70703125,290,4040.46,23.978
1455000,291,43.4264,3610.13,-25997.97265625,291,3462.45,21.1157
1460000,292,43.4857,3715.01,-26219.783203125,292,3840.08,23.1856
1465000,293,43.5395,3987.77,-24434.462890625,293,3977.33,22.6087
1470000,294,43.4365,3673.53,-26603.529296875,294,3472.05,20.866
1475000,295,43.5469,3871.12,-24548.302734375,295,3993.33,22.9138
1480000,296,43.6557,4097.63,-26482.10546875,296,3846.94,20.63
1485000,297,43.1115,3678.2,-27415.513671875,297,4047.58,22.658
1490000,298,43.6626,3860.59,-24368.505859375,298,3565.18,19.4607
1495000,299,43.8811,3673.18,-27739.521484375,299,3645.22,25.7686
1500000,300,44.0198,4113.31,-28889.869140625,300,4036.34,23.5413
1505000,301,43.1834,3893.97,-27683.802734375,301,3203.15,20.8512
1510000,302,44.0536,4028.91,-28782.75390625,302,3910.03,22.135
1515000,303,43.9799,3198.15,-25762.701171875,303,2966.01,18.8976
1520000,304,43.8437,3659.38,-28673.861328125,304,4009.75,21.9473
1525000,305,43.4541,3586.81,-29060.498046875,305,3838.43,22.3837
1530000,306,44.031,3959.02,-26282.41015625,306,4119.05,21.6925
1535000,307,43.6572,3633.27,-28981.123046875,307,2221.94,22.0392
1540000,308,44.3549,4109.08,-29476.107421875,308,3973.37,23.0375
1545000,309,43.9546,3747.27,-29273.408203125,309,3122.94,21.9894
1550000,310,43.9709,4134.86,-29777.212890625,310,4061.95,24.1981
1555000,311,44.0679,3953.35,-27634.705078125,311,3973.77,24.3214
1560000,312,44.3921,3529.82,-26837.40625,312,4090.23,28.0382
1565000,313,44.3918,3700.86,-31868.3125,313,4209.45,24.3005
1570000,314,44.3982,2993.24,-29360.443359375,314,4187.98,26.0947
1575000,315,44.3329,4206.27,-30599.302734375,315,4076.71,23.6391
1580000,316,43.4,3958.69,-31363.19140625,316,4189.82,23.6084
1585000,317,43.9471,4202.05,-32231.478515625,317,4559.54,24.6966
1590000,318,44.1517,3773.69,-31838.55859375,318,4227.24,24.1454
1595000,319,44.5663,4100.79,-32110.794921875,319,4129.29,24.3315
1600000,320,44.7922,4334.27,-32142.06640625,320,4230.83,24.897
1605000,321,44.2785,4313.19,-32513.421875,321,4257.05,24.1566
1610000,322,44.0812,4020.2,-31247.138671875,322,3878.71,21.9859
1615000,323,43.9662,4236.5,-32847.36328125,323,4015.87,24.5108
1620000,324,44.0491,4369.36,-32396.623046875,324,4258.55,23.6508
1625000,325,44.1522,4290.56,-33092.43359375,325,4069.92,24.6549
1630000,326,44.405,4326.85,-32514.87109375,326,4330.08,23.7308
1635000,327,43.9188,4332.14,-33381.87890625,327,4274.13,25.0795
1640000,328,44.3442,4351.17,-33908.0,328,4418.7,25.2007
1645000,329,43.9813,4322.0,-33664.0078125,329,4360.57,24.3768
1650000,330,43.8964,4154.18,-33398.859375,330,4459.81,24.598
1655000,331,43.9711,4181.99,-33195.5546875,331,4428.75,23.8965
1660000,332,43.973,4157.32,-34298.859375,332,4234.79,24.39
1665000,333,44.1983,4292.66,-34273.85546875,333,4221.25,24.0044
1670000,334,44.327,4298.5,-34862.1640625,334,4215.49,24.8667
1675000,335,44.4799,4390.14,-34904.80078125,335,4247.36,25.5747
1680000,336,44.4649,4180.21,-33871.640625,336,4338.32,27.0997
1685000,337,44.2779,4284.78,-34568.33984375,337,4207.57,23.3833
1690000,338,44.1595,4330.21,-35077.7734375,338,4222.68,24.7209
1695000,339,44.491,4390.33,-34583.5,339,4319.32,23.8378
1700000,340,44.2369,4255.03,-33883.078125,340,4153.83,23.8645
1705000,341,44.8518,4282.3,-35355.546875,341,4286.41,24.1497
1710000,342,45.3833,3699.52,-32618.396484375,342,4042.52,28.6991
1715000,343,44.8839,4069.39,-35378.63671875,343,3929.75,24.3093
1720000,344,44.2151,4126.79,-35072.64453125,344,4428.97,23.7723
1725000,345,44.3433,4346.75,-35607.609375,345,4303.02,23.9646
1730000,346,44.8043,3490.29,-34484.859375,346,4390.51,20.9634
1735000,347,44.4315,3971.05,-34181.875,347,4366.0,20.8108
1740000,348,44.4311,4248.38,-35654.2265625,348,4441.67,23.6668
1745000,349,44.6618,4220.61,-36335.65625,349,4424.28,23.6232
1750000,350,44.5585,4298.89,-36602.890625,350,4406.03,23.5433
1755000,351,44.4807,3784.19,-35315.1875,351,4478.51,22.4737
1760000,352,44.4,4380.9,-37207.65234375,352,4270.86,24.5393
1765000,353,44.837,4135.0,-36220.7421875,353,4446.61,23.3067
1770000,354,43.9833,4369.87,-37570.12890625,354,4285.44,25.0941
1775000,355,44.0548,4274.14,-36335.37109375,355,4418.78,21.9508
1780000,356,44.1888,4068.35,-36382.41015625,356,4513.26,22.5163
1785000,357,44.2201,4056.46,-36525.375,357,4353.29,22.2998
1790000,358,44.7123,4264.23,-38304.57421875,358,4074.85,24.499
1795000,359,44.6175,3860.81,-36542.72265625,359,4239.9,22.0468
1800000,360,44.3589,4032.28,-37590.55078125,360,4194.25,22.5206
1805000,361,44.1008,4299.93,-37953.921875,361,4064.45,23.6236
1810000,362,44.3398,3955.28,-38226.19140625,362,4225.9,24.2213
1815000,363,44.3217,3581.46,-38334.859375,363,4255.12,24.0094
1820000,364,44.1089,3953.33,-38897.35546875,364,4100.72,24.0992
1825000,365,44.0613,4258.92,-38113.98046875,365,4107.36,23.5817
1830000,366,44.4134,4260.32,-38910.41015625,366,4165.86,24.929
1835000,367,44.3442,3805.4,-38768.87109375,367,4229.28,23.1934
1840000,368,43.7325,4126.3,-38127.02734375,368,4266.94,23.286
1845000,369,44.6225,3820.11,-36287.57421875,369,4192.9,21.9072
1850000,370,44.0264,4303.68,-38807.6796875,370,4062.08,23.7743
1855000,371,44.5172,4116.32,-39640.390625,371,4119.69,24.8107
1860000,372,44.6056,4364.75,-39458.5546875,372,4203.59,24.7129
1865000,373,44.7491,4249.16,-39509.67578125,373,3905.72,23.7625
1870000,374,44.7539,4303.16,-40333.5234375,374,4087.7,24.232
1875000,375,44.4352,4206.31,-40121.83203125,375,3972.69,23.6898
1880000,376,44.032,4153.62,-39321.40234375,376,3893.45,22.7648
1885000,377,44.2313,4103.05,-39973.4765625,377,3950.73,23.5529
1890000,378,44.6272,4228.39,-41502.171875,378,4055.26,24.79
1895000,379,43.5419,3638.47,-38526.98046875,379,3819.59,20.6642
1900000,380,43.3309,3549.5,-38105.46484375,380,3872.22,21.4252
1905000,381,43.9315,4137.38,-38475.81640625,381,4013.4,20.9604
1910000,382,43.5469,3908.06,-40803.24609375,382,3964.33,23.3455
1915000,383,43.9563,4141.98,-39712.65234375,383,4064.56,22.3566
1920000,384,44.1339,4160.57,-40805.03515625,384,3905.31,23.1182
1925000,385,44.2979,3819.46,-41540.62109375,385,4282.17,23.0635
1930000,386,43.87,4162.37,-39624.625,386,4047.47,21.0745
1935000,387,44.6911,3995.47,-41649.98828125,387,4292.8,22.4714
1940000,388,44.6473,4128.67,-41152.71484375,388,4195.52,23.2143
1945000,389,44.5264,4067.74,-41843.13671875,389,3984.01,22.6491
1950000,390,44.0808,4126.82,-42128.73828125,390,4016.64,23.1319
