Running Forward KL,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Reverse KL,Running Env Steps
66.005,-3964.192138671875,1288.89,1829.9,63,63,31.6977,315000
64.4758,-3821.6083984375,1033.97,1399.74,64,64,31.535,320000
64.8485,-3862.929443359375,1235.71,1553.69,65,65,33.4025,325000
65.8124,-4072.66455078125,1400.62,2189.56,66,66,33.0473,330000
65.2949,-4155.458984375,1249.31,1955.54,67,67,33.063,335000
65.0939,-4155.2998046875,1209.81,1741.02,68,68,32.3985,340000
66.448,-4082.226318359375,1718.63,2000.17,69,69,37.9085,345000
64.3634,-4055.059326171875,1501.83,1689.81,70,70,32.7635,350000
64.307,-4131.63134765625,2275.44,2762.84,71,71,34.467,355000
66.0437,-4137.82080078125,1622.8,2819.13,72,72,36.3201,360000
67.3218,-4128.49755859375,1641.32,2768.77,73,73,43.9231,365000
65.8372,-4273.728515625,2016.39,2586.76,74,74,36.6827,370000
66.2403,-4459.45849609375,2049.74,3243.96,75,75,36.6981,375000
66.5485,-4694.12890625,1395.81,1961.95,76,76,35.3035,380000
66.9304,-4654.34130859375,2191.2,2343.7,77,77,39.0245,385000
68.1222,-4789.6416015625,2138.09,2930.26,78,78,35.6743,390000
66.4537,-5169.50927734375,1514.72,2148.88,79,79,33.9068,395000
66.5111,-4832.60009765625,1660.25,2407.16,80,80,39.8692,400000
68.7571,-4553.96630859375,2012.17,2309.69,81,81,46.8981,405000
69.5512,-4573.826171875,2683.23,3381.8,82,82,50.0104,410000
68.4493,-4703.81689453125,2116.95,2617.55,83,83,45.7029,415000
68.3503,-4847.20068359375,2306.95,3512.03,84,84,45.5518,420000
68.8387,-5047.412109375,1950.78,2501.5,85,85,41.3132,425000
68.0437,-4965.59765625,2456.54,3722.78,86,86,45.0217,430000
73.0398,-4458.87744140625,2537.8,3957.13,87,87,54.9444,435000
74.3772,-4527.384765625,2646.49,3830.32,88,88,56.7914,440000
71.3207,-4790.703125,2760.89,3960.11,89,89,54.5034,445000
70.6767,-4669.5205078125,3350.14,4009.97,90,90,56.0052,450000
69.1935,-4705.52587890625,3044.27,3969.04,91,91,51.1655,455000
82.5391,-4587.88720703125,3467.07,4248.69,92,92,70.9764,460000
70.6633,-5009.2880859375,3264.83,4484.81,93,93,54.8343,465000
74.7456,-4777.83447265625,3592.94,4146.48,94,94,60.9062,470000
76.619,-4876.46435546875,3384.47,3928.55,95,95,62.5379,475000
71.5474,-5075.81787109375,2638.47,3596.61,96,96,54.2745,480000
82.8514,-4853.73828125,3400.75,3982.04,97,97,72.8548,485000
71.8964,-5350.63818359375,2990.35,4620.92,98,98,58.1296,490000
71.4751,-5634.85693359375,2673.94,4234.15,99,99,54.406,495000
71.665,-5751.8798828125,3226.02,4181.7,100,100,57.8908,500000
70.227,-5742.9814453125,3054.41,4056.87,101,101,53.7949,505000
74.7903,-5370.70458984375,2906.63,3848.75,102,102,63.8688,510000
77.3465,-5658.953125,3245.82,4184.83,103,103,68.3237,515000
71.4257,-5894.04443359375,3497.33,3969.65,104,104,52.4461,520000
80.2493,-5508.7353515625,3690.9,4760.13,105,105,74.697,525000
85.1388,-5431.87744140625,3414.33,4680.31,106,106,74.5004,530000
71.3609,-6017.046875,2788.84,4616.56,107,107,53.9017,535000
72.0762,-6091.61328125,4028.51,4458.47,108,108,57.4345,540000
77.6054,-5910.20751953125,3366.69,4234.79,109,109,70.8464,545000
83.1321,-5868.4501953125,3598.96,4489.29,110,110,74.2377,550000
73.7505,-6157.27099609375,2983.0,3527.96,111,111,61.665,555000
72.3959,-6395.28955078125,4171.99,4801.38,112,112,58.8361,560000
70.4225,-6854.6748046875,3386.28,4104.13,113,113,49.3376,565000
74.974,-6660.16650390625,3884.27,4760.49,114,114,65.7088,570000
71.5423,-6762.0458984375,3835.72,4726.44,115,115,58.0994,575000
77.6412,-6337.17431640625,3174.45,4193.42,116,116,68.7416,580000
82.5597,-6573.5625,2746.2,3467.17,117,117,72.4076,585000
74.0618,-6571.99853515625,3873.73,4323.62,118,118,61.0852,590000
81.7735,-6796.10888671875,3690.37,4852.79,119,119,70.115,595000
85.6,-6965.35107421875,3828.5,4967.98,120,120,75.5576,600000
76.9716,-7181.43798828125,3063.58,3926.86,121,121,65.8952,605000
72.8628,-7585.5654296875,3500.28,4773.84,122,122,64.6414,610000
70.2884,-7596.9375,4150.34,4732.35,123,123,55.0124,615000
75.68,-7510.0654296875,3485.29,4697.55,124,124,69.4047,620000
74.1312,-7617.59033203125,4041.93,4815.42,125,125,62.4658,625000
80.6859,-7467.0283203125,3996.39,4354.15,126,126,73.8476,630000
76.5251,-7617.45703125,4144.92,4851.29,127,127,71.234,635000
77.6489,-8041.28173828125,4089.54,5153.86,128,128,74.3849,640000
79.4992,-8056.57421875,3530.77,4550.97,129,129,77.6566,645000
77.8813,-7980.5791015625,4025.66,4885.36,130,130,73.4595,650000
85.8451,-8138.64697265625,3170.75,4222.39,131,131,81.6979,655000
71.3263,-8819.6123046875,3047.75,5022.28,132,132,53.319,660000
76.2061,-8740.36328125,4384.33,5172.61,133,133,70.3889,665000
81.3267,-8532.82421875,3741.09,4611.72,134,134,78.5725,670000
74.9838,-8931.560546875,3678.58,4680.5,135,135,71.3173,675000
85.2343,-8846.048828125,4220.9,4325.58,136,136,81.6855,680000
81.6308,-9033.1494140625,3794.63,4823.52,137,137,80.9709,685000
77.2267,-9231.8935546875,4228.62,4865.29,138,138,75.6535,690000
80.9051,-9306.1728515625,4314.01,5038.51,139,139,75.2031,695000
76.2735,-9811.65234375,3678.74,5407.54,140,140,75.0291,700000
87.6196,-9843.8828125,4790.11,5049.66,141,141,89.2408,705000
82.0214,-9655.7587890625,4228.32,5061.19,142,142,77.0308,710000
79.8543,-10073.0419921875,4754.31,5278.57,143,143,82.8341,715000
75.5163,-10194.7158203125,4316.36,4989.01,144,144,70.2111,720000
80.7626,-10530.291015625,5080.26,5280.09,145,145,79.1588,725000
85.2242,-11014.3095703125,4961.88,5261.33,146,146,83.4391,730000
74.1896,-11072.005859375,4631.58,5196.94,147,147,74.6839,735000
76.0735,-10866.8134765625,4195.5,5010.93,148,148,77.4844,740000
76.0264,-10966.2724609375,4497.39,4845.74,149,149,76.395,745000
82.547,-11356.783203125,4218.38,5079.4,150,150,84.3147,750000
81.8143,-11551.8193359375,4645.26,4971.14,151,151,84.2271,755000
86.1186,-11746.494140625,4269.66,5297.16,152,152,92.444,760000
85.6889,-11847.603515625,4832.08,5313.85,153,153,89.9059,765000
80.1225,-12302.720703125,4790.13,5393.37,154,154,83.2494,770000
86.2326,-12469.70703125,5068.96,5372.09,155,155,87.5865,775000
81.1743,-12578.8369140625,4733.68,5134.33,156,156,87.8576,780000
81.1659,-12628.8046875,4789.54,4697.78,157,157,91.7315,785000
85.3861,-12800.05859375,4680.41,4817.35,158,158,85.7974,790000
79.8885,-12996.9228515625,4827.22,5349.52,159,159,81.4485,795000
74.1674,-13150.927734375,4681.66,5162.63,160,160,70.7251,800000
80.5729,-13495.34375,4863.59,5371.65,161,161,87.4769,805000
85.2096,-13667.6513671875,4947.4,5204.56,162,162,91.0851,810000
85.9632,-13906.0341796875,4713.04,5247.68,163,163,86.7425,815000
87.1186,-14140.0634765625,4719.82,5313.8,164,164,90.583,820000
87.5438,-14360.3515625,4924.35,4719.04,165,165,94.325,825000
83.7754,-14619.984375,4596.26,5136.0,166,166,82.3655,830000
84.8604,-14781.40625,4954.67,5087.68,167,167,89.0577,835000
89.6799,-14685.787109375,4300.59,5281.64,168,168,96.7012,840000
87.7516,-15319.087890625,4891.28,5001.76,169,169,92.9913,845000
90.0979,-15306.9140625,4743.93,4872.06,170,170,98.5128,850000
89.0602,-15848.4306640625,5092.26,4881.87,171,171,91.8892,855000
88.7047,-15811.2734375,4681.23,4857.86,172,172,96.4603,860000
83.1142,-16142.267578125,4747.12,4844.06,173,173,85.8413,865000
85.0148,-16467.48046875,4895.56,5175.8,174,174,90.5289,870000
79.3029,-16735.58984375,5142.82,5499.29,175,175,84.9257,875000
86.7649,-16830.11328125,4749.55,4834.06,176,176,85.7824,880000
85.9704,-16837.21875,4979.62,5537.68,177,177,89.6898,885000
77.2108,-16805.734375,4689.76,5162.64,178,178,82.6423,890000
85.2384,-17517.798828125,4596.43,4917.4,179,179,87.5786,895000
76.4228,-17562.205078125,4797.92,5392.42,180,180,80.5003,900000
80.6921,-18237.30859375,4977.0,5365.42,181,181,87.7036,905000
88.4269,-18092.23828125,4638.4,5446.41,182,182,92.349,910000
89.6381,-18399.06640625,4487.9,4956.79,183,183,94.2997,915000
86.9439,-18246.20703125,4982.48,5280.81,184,184,88.3943,920000
89.0346,-19221.171875,5130.14,5454.72,185,185,95.0234,925000
86.2854,-18779.998046875,5048.02,5247.41,186,186,93.0951,930000
90.3024,-19811.5078125,4474.81,5376.83,187,187,98.0387,935000
89.4543,-19507.296875,5131.44,5112.89,188,188,98.3039,940000
88.0878,-19874.32421875,5134.87,5661.28,189,189,93.3316,945000
90.6992,-20154.107421875,4443.65,4876.42,190,190,100.3859,950000
85.9064,-20304.71875,5085.15,5345.45,191,191,91.0883,955000
85.3179,-20800.533203125,5124.32,5516.2,192,192,84.8525,960000
89.281,-21417.251953125,4857.69,5372.67,193,193,98.659,965000
90.0211,-21327.75390625,5282.09,5305.45,194,194,96.3825,970000
87.4151,-21228.8125,4627.95,5536.08,195,195,93.9783,975000
87.619,-21530.021484375,5056.62,5494.26,196,196,94.4659,980000
88.1057,-21945.75390625,5239.74,5482.7,197,197,94.9507,985000
88.9473,-22523.248046875,4580.66,5449.63,198,198,95.7272,990000
85.2981,-22726.51953125,4735.59,5514.94,199,199,89.6103,995000
88.7688,-22908.173828125,5196.77,5169.64,200,200,101.7026,1000000
89.2039,-23318.05078125,4724.66,5432.46,201,201,103.4387,1005000
91.4047,-23384.298828125,4733.49,5413.54,202,202,102.2656,1010000
88.8643,-23917.921875,4828.55,4931.83,203,203,99.3397,1015000
88.1495,-24096.015625,5104.25,5120.13,204,204,96.6826,1020000
85.1351,-24218.16015625,5319.46,5368.43,205,205,92.5246,1025000
84.9574,-24666.619140625,4885.68,5544.38,206,206,97.0441,1030000
85.659,-24666.12890625,4605.85,4942.99,207,207,93.3887,1035000
89.9426,-25034.880859375,4957.72,5524.13,208,208,99.5541,1040000
86.5406,-25587.71484375,5041.25,5073.11,209,209,94.1946,1045000
87.3186,-25997.076171875,4883.95,5104.58,210,210,98.3658,1050000
89.456,-26149.775390625,5370.27,5627.09,211,211,98.2633,1055000
89.1018,-26498.1328125,5212.35,5492.12,212,212,96.4298,1060000
79.8495,-26030.560546875,4970.24,5329.83,213,213,91.1414,1065000
86.0963,-27081.044921875,4352.6,5411.08,214,214,95.8575,1070000
86.5365,-26844.16015625,5102.64,5459.64,215,215,95.9355,1075000
87.9781,-27480.59375,4876.53,5511.69,216,216,96.782,1080000
84.581,-27301.4921875,5315.78,5692.9,217,217,87.8431,1085000
79.794,-27397.1171875,5118.38,5647.02,218,218,89.8671,1090000
87.5802,-27897.5625,5398.63,5733.38,219,219,93.9423,1095000
87.1744,-28504.611328125,4840.67,5648.95,220,220,94.1915,1100000
88.8669,-28597.326171875,4503.63,5163.71,221,221,99.1833,1105000
86.6207,-28779.904296875,5213.06,5733.25,222,222,94.3229,1110000
85.7588,-29424.162109375,5123.64,5708.78,223,223,95.2467,1115000
76.6259,-28655.349609375,5478.89,5028.16,224,224,85.5433,1120000
76.7569,-28630.173828125,5183.95,5577.6,225,225,85.2147,1125000
77.9976,-29223.240234375,5392.32,5689.19,226,226,86.329,1130000
86.0026,-30843.294921875,5012.02,5572.53,227,227,94.7439,1135000
86.9981,-30951.73828125,4930.92,5731.85,228,228,93.9506,1140000
85.6574,-30870.201171875,5054.07,5521.02,229,229,89.4466,1145000
85.8558,-31726.7578125,4928.99,5446.41,230,230,92.9985,1150000
86.9526,-31702.78515625,4906.15,5667.77,231,231,96.2561,1155000
81.8167,-31418.294921875,5227.52,5689.02,232,232,93.3353,1160000
87.3797,-31529.94921875,5012.83,5183.52,233,233,90.9395,1165000
87.5997,-32336.970703125,4988.69,5628.47,234,234,94.9814,1170000
89.8581,-32990.12890625,5442.77,5738.99,235,235,97.3734,1175000
83.6213,-33083.328125,5481.57,5768.48,236,236,95.9049,1180000
83.545,-33044.84375,5351.6,5509.65,237,237,91.6753,1185000
87.1268,-33854.13671875,5037.08,5610.71,238,238,96.9745,1190000
87.4108,-32841.15625,4765.57,5604.74,239,239,93.9637,1195000
85.4298,-33832.5859375,5138.01,5377.08,240,240,93.3278,1200000
85.9523,-35123.38671875,4889.65,5690.22,241,241,97.2969,1205000
86.8865,-35026.5546875,5340.51,5909.98,242,242,93.8862,1210000
88.1266,-35342.72265625,4909.18,5834.5,243,243,97.9965,1215000
86.2048,-35369.3203125,5560.27,5739.51,244,244,94.2711,1220000
87.9401,-35913.765625,4877.07,5610.54,245,245,93.4313,1225000
86.1014,-35961.859375,5019.82,5430.62,246,246,93.406,1230000
76.5796,-34658.078125,4438.72,5577.17,247,247,88.6039,1235000
79.9605,-35649.80078125,4991.67,5796.67,248,248,88.3769,1240000
87.4326,-36569.59765625,5031.96,5762.11,249,249,94.8959,1245000
88.6184,-37101.7421875,5248.82,5273.53,250,250,98.154,1250000
88.6673,-37008.83203125,5015.82,5475.13,251,251,95.5226,1255000
90.3424,-37799.69921875,4889.17,5662.55,252,252,100.5851,1260000
86.3905,-37089.51171875,4894.23,5439.82,253,253,90.9215,1265000
89.1288,-38166.6328125,5297.44,5691.32,254,254,94.7774,1270000
89.009,-38739.5625,4569.21,5739.55,255,255,97.1824,1275000
89.5247,-39236.3203125,4942.24,5884.1,256,256,97.7835,1280000
88.8896,-39470.64453125,5228.26,5693.05,257,257,97.8585,1285000
87.9141,-39816.640625,5296.65,5839.3,258,258,96.7372,1290000
89.111,-39914.1640625,5274.54,5767.77,259,259,99.0736,1295000
87.9998,-40238.078125,5522.58,5774.25,260,260,97.1158,1300000
76.055,-38189.0546875,5257.16,5652.22,261,261,87.7618,1305000
77.6194,-39296.79296875,5526.59,5597.1,262,262,87.2454,1310000
88.7238,-40888.1015625,5064.37,5796.2,263,263,97.4732,1315000
85.6852,-41190.5390625,5271.67,5360.56,264,264,91.275,1320000
87.7427,-41473.5078125,5367.78,5790.05,265,265,97.4522,1325000
87.3805,-42394.078125,4772.62,5688.45,266,266,97.1079,1330000
81.6168,-41239.26171875,4977.01,5751.49,267,267,87.7824,1335000
88.7136,-42162.4375,5377.66,5472.97,268,268,95.129,1340000
85.4403,-42083.16015625,5615.25,5952.49,269,269,92.7354,1345000
87.7911,-43354.875,4928.62,5647.2,270,270,98.5888,1350000
82.3214,-42408.74609375,5341.93,5538.91,271,271,92.518,1355000
76.7007,-41077.4765625,5305.94,5716.82,272,272,82.1362,1360000
88.395,-43676.78125,5164.3,5606.84,273,273,97.6147,1365000
87.2043,-44154.1015625,5222.91,5675.05,274,274,93.1219,1370000
86.2799,-44245.34765625,4613.14,5773.72,275,275,95.5244,1375000
84.9128,-43664.078125,4293.61,5258.66,276,276,87.5133,1380000
76.0947,-42661.2265625,4974.01,5913.61,277,277,87.2684,1385000
87.1305,-45727.28125,5159.74,5890.27,278,278,96.2255,1390000
86.967,-45183.4921875,5018.66,4895.9,279,279,94.6162,1395000
78.127,-44168.16796875,4917.12,5634.26,280,280,86.4308,1400000
87.0236,-46354.3828125,5243.68,5359.43,281,281,92.9524,1405000
86.6311,-46570.30859375,5367.83,4995.46,282,282,96.6984,1410000
77.7928,-44377.09375,3840.6,4938.34,283,283,84.3971,1415000
88.373,-47322.89453125,4943.27,5336.28,284,284,96.8676,1420000
79.9494,-46426.953125,5071.5,5798.38,285,285,89.5831,1425000
87.3892,-47402.1796875,5590.48,5739.54,286,286,93.0169,1430000
77.5487,-45550.46484375,5302.72,5521.57,287,287,84.4108,1435000
87.3877,-48160.046875,5062.02,5884.35,288,288,92.7001,1440000
79.3215,-46490.875,5456.69,5504.7,289,289,83.9771,1445000
80.4783,-47158.05078125,4417.68,5352.65,290,290,86.9515,1450000
72.8406,-42277.1796875,4131.49,5620.33,291,291,68.8957,1455000
78.3485,-47565.5078125,4601.09,5516.64,292,292,84.9524,1460000
81.6704,-48457.39453125,4621.6,5268.73,293,293,92.9025,1465000
84.1432,-48775.67578125,5292.62,5751.4,294,294,89.8449,1470000
74.4174,-44448.54296875,4891.22,4933.8,295,295,72.8043,1475000
77.2256,-48048.66796875,4935.16,5773.18,296,296,82.0558,1480000
80.1149,-49778.5703125,4692.03,5822.0,297,297,86.8245,1485000
82.8899,-50594.5078125,5003.66,5826.8,298,298,88.4788,1490000
87.0355,-50960.02734375,4615.0,5386.87,299,299,93.991,1495000
85.1638,-50478.4140625,4571.37,5966.44,300,300,85.4456,1500000
86.0482,-52172.953125,4517.88,5571.36,301,301,90.6568,1505000
85.9027,-52186.6796875,5555.96,5995.58,302,302,90.3446,1510000
73.336,-44735.45703125,5291.56,4583.67,303,303,67.8532,1515000
78.8133,-50615.5390625,5399.28,5820.44,304,304,85.272,1520000
88.1867,-52331.0390625,4519.03,4902.65,305,305,91.8963,1525000
77.596,-50516.5,4639.92,4944.17,306,306,81.1042,1530000
77.5539,-51572.6484375,4994.77,5349.68,307,307,83.1315,1535000
76.8601,-50931.7109375,4807.83,5231.69,308,308,77.3297,1540000
79.6049,-51895.53125,5418.24,5149.5,309,309,89.09,1545000
76.3849,-51227.31640625,5102.48,6023.25,310,310,79.393,1550000
85.0765,-53495.14453125,4284.25,5695.23,311,311,86.1447,1555000
84.4525,-54993.4375,4213.61,5678.72,312,312,89.9101,1560000
81.498,-54040.21484375,4115.26,5923.88,313,313,84.6269,1565000
76.5887,-52643.953125,3915.89,4356.91,314,314,80.7625,1570000
78.4354,-53211.04296875,5039.04,6001.59,315,315,81.8447,1575000
82.9068,-54749.1015625,4066.36,5701.56,316,316,86.164,1580000
73.1028,-50903.5703125,4007.54,5891.79,317,317,72.2953,1585000
76.652,-52539.9453125,5402.79,5470.48,318,318,78.013,1590000
83.7671,-55105.73046875,4971.58,5937.77,319,319,85.5237,1595000
77.8799,-54364.17578125,4707.81,5185.83,320,320,79.878,1600000
74.5549,-51347.0,5364.88,5709.73,321,321,74.3941,1605000
78.5258,-54856.46484375,4817.98,5268.84,322,322,85.3244,1610000
80.9445,-55772.265625,4895.99,6068.18,323,323,82.3783,1615000
86.3741,-57571.44921875,4645.07,5632.39,324,324,91.6974,1620000
85.0273,-56734.35546875,4744.06,5717.98,325,325,83.5449,1625000
78.5296,-55249.5859375,5027.47,5556.41,326,326,79.5911,1630000
78.8834,-55097.859375,4300.03,5829.2,327,327,80.0012,1635000
85.2946,-57098.33203125,4402.48,5757.75,328,328,84.2714,1640000
86.5238,-57618.9921875,5236.79,5476.04,329,329,86.5863,1645000
86.2406,-58279.484375,4741.86,5968.65,330,330,87.3409,1650000
74.3661,-53637.58984375,5240.71,5849.99,331,331,73.0319,1655000
75.3602,-54220.73828125,4700.43,5425.04,332,332,75.9555,1660000
73.5677,-52704.65625,4999.7,5797.4,333,333,70.8419,1665000
74.2693,-53974.77734375,4502.08,5084.69,334,334,70.3319,1670000
84.3106,-59065.0546875,4378.3,5880.08,335,335,85.3131,1675000
85.6529,-59350.7421875,4308.03,5738.22,336,336,85.1344,1680000
80.4679,-58553.625,4377.0,5364.44,337,337,85.8299,1685000
72.3415,-52469.45703125,4709.72,5923.33,338,338,65.3312,1690000
81.1822,-59297.3125,5343.14,5867.54,339,339,82.2386,1695000
76.5575,-56492.3515625,5653.05,5526.09,340,340,79.9688,1700000
74.6533,-56083.12890625,4667.51,4916.97,341,341,74.2794,1705000
74.1324,-54095.390625,4177.03,4837.19,342,342,70.5313,1710000
73.2148,-53799.65625,4005.58,5332.08,343,343,68.4667,1715000
85.9287,-59346.49609375,4526.73,5580.11,344,344,85.7109,1720000
77.5813,-57756.91015625,4372.93,5977.08,345,345,78.4224,1725000
72.9363,-54853.5859375,4747.64,6068.69,346,346,68.5788,1730000
83.9001,-60876.16796875,5241.21,6101.03,347,347,84.3955,1735000
78.8205,-59313.75390625,4779.02,6100.8,348,348,79.8598,1740000
72.4572,-51576.0546875,5121.72,5256.71,349,349,62.9665,1745000
85.4783,-60557.64453125,4494.39,5537.1,350,350,86.1003,1750000
70.9563,-51723.12109375,4607.82,6026.93,351,351,62.6606,1755000
73.1537,-55310.8828125,5038.68,5419.31,352,352,71.6043,1760000
74.6489,-57253.40625,4867.31,5832.91,353,353,75.5188,1765000
85.6366,-60751.75390625,5149.51,5938.83,354,354,86.1957,1770000
83.8699,-61075.734375,4955.87,5530.28,355,355,84.4519,1775000
75.0631,-58843.26171875,5451.74,5624.65,356,356,79.2903,1780000
84.2917,-61942.1953125,5207.57,6024.46,357,357,86.5207,1785000
87.2142,-62459.46484375,5144.26,5732.9,358,358,89.1647,1790000
80.4266,-60526.47265625,5728.06,6205.06,359,359,78.6505,1795000
78.967,-59553.625,4703.72,5617.16,360,360,80.4867,1800000
72.5943,-55895.9140625,5346.74,5445.73,361,361,69.1169,1805000
84.6183,-63225.8125,4579.27,5222.61,362,362,88.924,1810000
78.1784,-58368.875,4529.36,5658.64,363,363,77.9452,1815000
81.1835,-62095.33203125,4915.35,5535.15,364,364,82.4974,1820000
83.4212,-62660.4921875,5242.37,6156.9,365,365,85.3337,1825000
82.1136,-63739.8671875,3944.25,5731.58,366,366,85.3001,1830000
83.9541,-63339.07421875,5147.5,5874.29,367,367,85.0872,1835000
73.6678,-58036.484375,4827.18,6075.42,368,368,71.9667,1840000
82.0799,-63908.78515625,4622.47,5604.24,369,369,83.2201,1845000
84.7181,-64218.578125,5254.25,6112.64,370,370,85.5831,1850000
80.2637,-62332.26171875,4857.4,6154.39,371,371,80.6848,1855000
83.9107,-62992.2109375,5309.43,6162.73,372,372,83.6042,1860000
75.6672,-60622.83203125,5012.72,6057.06,373,373,75.5083,1865000
83.7301,-63498.20703125,5238.64,6056.86,374,374,85.9502,1870000
84.4632,-64219.62109375,5021.64,6066.12,375,375,86.0114,1875000
75.4501,-60598.890625,5394.23,5787.7,376,376,76.7225,1880000
81.5366,-62974.55078125,5136.05,6000.2,377,377,83.7793,1885000
82.747,-65178.34765625,5102.16,6059.5,378,378,85.308,1890000
85.8891,-64494.2578125,4883.97,5862.42,379,379,86.5799,1895000
79.423,-61741.0390625,5150.08,6121.28,380,380,79.6347,1900000
83.3417,-65712.203125,5064.48,5831.05,381,381,86.7833,1905000
82.4164,-64866.3046875,4802.86,6069.33,382,382,87.0021,1910000
84.3564,-65387.609375,5603.4,5954.57,383,383,88.7695,1915000
81.6544,-63253.078125,5199.66,5879.52,384,384,81.9682,1920000
79.2397,-64063.62109375,4592.56,6053.01,385,385,83.7133,1925000
87.0497,-65414.1328125,4575.8,5837.4,386,386,87.2026,1930000
83.7092,-65673.046875,4488.24,5191.25,387,387,86.6374,1935000
85.9613,-66693.6796875,5242.94,6063.07,388,388,92.7944,1940000
84.5104,-66288.859375,5354.01,5740.8,389,389,88.7225,1945000
78.1003,-62724.3046875,4995.68,5738.39,390,390,81.822,1950000
84.9236,-66412.03125,4892.63,6103.27,391,391,89.1217,1955000
87.2325,-66217.53125,5290.78,5621.54,392,392,92.3725,1960000
86.3046,-66766.8125,5413.7,6008.09,393,393,88.0885,1965000
