Real Sto Return,Reward Loss,Running Reverse KL,Running Forward KL,Running Env Steps,Real Det Return,Running Update Time,Itration
230.39,-4016.844482421875,30.9634,71.8268,280000,787.31,56,56
256.2,-4100.76318359375,31.438,71.6168,285000,854.88,57,57
233.3,-4280.2138671875,31.8603,74.942,290000,673.48,58,58
194.42,-4333.35400390625,30.9815,73.7148,295000,684.95,59,59
198.6,-4429.787109375,31.4783,71.0413,300000,795.58,60,60
232.88,-4513.10791015625,31.7714,73.5897,305000,742.3,61,61
266.51,-4578.82421875,31.1333,71.633,310000,941.31,62,62
251.71,-4709.53564453125,31.1625,73.9955,315000,705.11,63,63
255.49,-4841.86962890625,31.6799,72.8377,320000,559.83,64,64
236.46,-4974.7333984375,31.9151,75.5039,325000,730.67,65,65
244.39,-5049.19091796875,31.0203,74.5036,330000,837.2,66,66
235.94,-5103.7626953125,30.8542,71.0827,335000,857.54,67,67
248.04,-5275.5947265625,30.9236,73.8417,340000,838.28,68,68
277.44,-5420.2333984375,31.5904,74.2234,345000,801.93,69,69
247.61,-5501.05029296875,31.4285,73.9879,350000,896.55,70,70
275.84,-5655.3046875,32.1546,73.2428,355000,808.92,71,71
222.75,-5702.4794921875,31.156,73.6719,360000,819.54,72,72
257.58,-5893.24169921875,31.9289,74.5299,365000,833.47,73,73
269.56,-5940.94970703125,31.5041,72.8349,370000,900.59,74,74
236.21,-6023.271484375,31.3807,74.2351,375000,840.48,75,75
269.07,-6168.00341796875,31.1625,74.0877,380000,742.96,76,76
265.93,-6335.4287109375,31.8546,75.0376,385000,894.57,77,77
242.03,-6390.9599609375,31.6648,74.0689,390000,762.98,78,78
219.09,-6569.552734375,31.8845,74.7004,395000,900.98,79,79
283.26,-6700.447265625,31.6072,73.7658,400000,839.96,80,80
272.21,-6774.77490234375,31.6518,73.264,405000,834.14,81,81
263.54,-6910.22802734375,31.1198,72.786,410000,793.39,82,82
309.46,-7010.71728515625,31.9749,71.3617,415000,903.24,83,83
254.19,-7159.3037109375,31.1619,72.6855,420000,732.02,84,84
256.27,-7358.0380859375,31.7326,75.0479,425000,881.72,85,85
292.71,-7472.76513671875,31.8071,73.9442,430000,788.6,86,86
277.2,-7626.06005859375,31.8268,73.9464,435000,892.67,87,87
261.01,-7721.54296875,31.6813,73.3825,440000,841.3,88,88
224.7,-7911.9912109375,31.5703,74.9544,445000,819.02,89,89
222.18,-8046.01904296875,31.5319,74.1332,450000,825.11,90,90
240.35,-8134.3720703125,31.4255,74.104,455000,734.2,91,91
268.81,-8362.611328125,31.8659,75.6118,460000,843.84,92,92
270.09,-8447.904296875,31.827,75.2935,465000,753.97,93,93
251.03,-8564.3427734375,31.8976,73.4993,470000,889.5,94,94
264.09,-8697.4765625,31.0629,73.5267,475000,803.07,95,95
278.27,-8923.96875,31.4738,76.0581,480000,940.1,96,96
247.56,-9107.8701171875,32.0973,75.7617,485000,791.53,97,97
206.94,-9165.77734375,31.5723,75.0959,490000,688.71,98,98
272.31,-9365.1689453125,31.3647,74.9114,495000,828.81,99,99
291.91,-9529.4482421875,31.8076,75.0572,500000,883.83,100,100
284.4,-9657.068359375,31.4406,73.744,505000,940.1,101,101
287.01,-9873.6083984375,31.5842,74.6759,510000,883.01,102,102
198.37,-10060.490234375,31.7808,75.2178,515000,999.93,103,103
270.82,-10076.8623046875,31.3093,74.0932,520000,851.66,104,104
286.15,-10355.2890625,32.0811,75.4633,525000,891.22,105,105
276.74,-10495.255859375,31.9924,74.9301,530000,752.1,106,106
255.84,-10638.6328125,31.6689,74.8221,535000,735.58,107,107
253.7,-10846.390625,31.3384,74.5571,540000,776.96,108,108
313.93,-11097.8759765625,31.7741,75.5848,545000,828.08,109,109
313.69,-11242.7138671875,32.0267,74.1338,550000,805.34,110,110
287.26,-11140.0576171875,30.9407,72.7635,555000,936.18,111,111
286.0,-11662.2978515625,31.7513,75.9404,560000,832.65,112,112
310.23,-11711.8525390625,31.364,74.7061,565000,750.23,113,113
312.23,-11914.1259765625,31.2778,75.3031,570000,855.46,114,114
249.51,-12004.771484375,31.2105,75.2558,575000,849.7,115,115
273.34,-12249.5771484375,31.7035,73.9424,580000,687.52,116,116
272.29,-12522.74609375,31.9262,75.3402,585000,834.25,117,117
291.17,-12652.724609375,31.7619,74.3345,590000,912.06,118,118
246.47,-12874.228515625,31.7826,74.7083,595000,769.43,119,119
283.18,-13230.5263671875,31.7805,75.9024,600000,892.79,120,120
311.37,-13293.6201171875,31.3144,72.7474,605000,927.12,121,121
293.46,-13357.96484375,31.226,74.5575,610000,855.36,122,122
272.66,-13657.0078125,31.51,74.1339,615000,787.06,123,123
268.51,-13858.14453125,31.5408,73.9918,620000,854.41,124,124
280.44,-13967.24609375,31.3349,72.7216,625000,838.75,125,125
226.59,-14403.5791015625,31.8362,75.4535,630000,751.02,126,126
272.65,-14491.73828125,31.2517,74.4538,635000,599.5,127,127
304.82,-14752.68359375,31.7973,74.9103,640000,795.25,128,128
282.15,-14832.154296875,31.7418,74.1142,645000,786.08,129,129
269.21,-15429.2353515625,31.6422,75.4762,650000,845.17,130,130
281.36,-15458.0712890625,32.052,74.9772,655000,748.2,131,131
325.76,-15680.0244140625,31.5184,73.9134,660000,799.75,132,132
301.54,-15945.3134765625,31.9401,74.7548,665000,944.13,133,133
266.42,-16140.453125,31.2956,74.8649,670000,794.4,134,134
259.5,-16471.8046875,31.9022,74.4579,675000,837.43,135,135
271.86,-16613.92578125,31.498,74.6798,680000,741.56,136,136
335.16,-16617.224609375,32.0979,74.4863,685000,892.75,137,137
298.16,-17002.78515625,32.0991,74.5446,690000,881.05,138,138
310.48,-17358.30859375,31.995,74.9433,695000,852.61,139,139
277.55,-17715.859375,31.6286,73.6076,700000,845.12,140,140
302.59,-17703.44140625,31.5714,74.2107,705000,800.82,141,141
253.77,-18064.353515625,31.7173,75.6421,710000,787.73,142,142
295.12,-18319.154296875,32.2998,75.8407,715000,819.0,143,143
267.87,-18629.580078125,31.7709,75.6291,720000,895.73,144,144
276.99,-18838.34765625,31.8646,74.8359,725000,887.18,145,145
272.07,-19376.505859375,31.9619,75.8955,730000,834.36,146,146
310.0,-19566.138671875,31.292,75.4668,735000,937.81,147,147
332.56,-19522.3515625,31.6038,74.9213,740000,801.67,148,148
280.71,-20136.595703125,31.7609,74.2296,745000,940.56,149,149
314.17,-20020.328125,31.4778,73.6959,750000,994.22,150,150
305.36,-20744.515625,31.7354,76.77,755000,798.7,151,151
263.0,-20924.779296875,31.5182,75.9077,760000,900.09,152,152
320.27,-21104.697265625,32.3411,76.2979,765000,946.28,153,153
278.36,-21504.857421875,31.5721,73.7576,770000,848.58,154,154
279.01,-21807.087890625,31.3852,73.7564,775000,854.63,155,155
320.71,-22050.859375,31.2473,74.6653,780000,748.2,156,156
241.77,-22320.5625,31.8757,74.6404,785000,801.17,157,157
329.86,-22714.25390625,31.9613,73.9653,790000,897.81,158,158
323.57,-23224.638671875,32.5732,76.356,795000,827.57,159,159
310.79,-23286.068359375,31.5619,75.001,800000,896.44,160,160
316.43,-23729.236328125,31.6021,74.7898,805000,894.14,161,161
284.62,-23895.861328125,31.8513,75.4047,810000,941.75,162,162
295.81,-24324.97265625,31.7946,75.9378,815000,940.95,163,163
275.52,-24616.763671875,31.6401,75.7178,820000,799.91,164,164
296.76,-24844.240234375,31.9511,74.6477,825000,886.88,165,165
270.42,-25131.76953125,31.7672,75.488,830000,947.68,166,166
237.3,-25463.10546875,30.97,74.8084,835000,948.24,167,167
293.38,-25591.12890625,31.8204,74.0174,840000,948.37,168,168
313.22,-25672.634765625,31.3482,73.9692,845000,857.78,169,169
318.53,-26746.35546875,31.7194,75.2866,850000,897.57,170,170
299.68,-27201.48828125,31.7888,75.366,855000,949.22,171,171
322.63,-27429.794921875,32.2421,74.484,860000,830.38,172,172
283.29,-27965.177734375,31.5436,73.5573,865000,892.11,173,173
307.51,-28092.806640625,31.3694,73.7372,870000,751.36,174,174
260.16,-28701.48828125,31.8628,74.8305,875000,942.8,175,175
256.05,-28937.72265625,31.9508,74.5159,880000,897.8,176,176
305.24,-28913.578125,31.4626,74.1842,885000,891.37,177,177
314.65,-29283.25390625,31.5569,76.1981,890000,698.27,178,178
292.02,-29621.974609375,31.8035,74.4223,895000,996.59,179,179
272.79,-30453.865234375,31.4023,75.0833,900000,942.13,180,180
307.08,-30778.349609375,31.7371,75.6543,905000,877.43,181,181
279.55,-30829.263671875,31.4655,74.929,910000,898.07,182,182
333.4,-31243.693359375,31.6172,74.4976,915000,894.59,183,183
345.98,-31713.1484375,31.8283,74.4573,920000,957.68,184,184
339.77,-31884.28515625,31.647,74.234,925000,897.45,185,185
249.26,-32639.451171875,31.7741,76.0813,930000,732.45,186,186
310.04,-32820.140625,31.7411,76.0206,935000,943.65,187,187
280.11,-32960.07421875,31.1734,75.1922,940000,1001.53,188,188
269.48,-33690.67578125,31.5061,74.9514,945000,944.13,189,189
300.1,-34757.12109375,32.0868,75.9653,950000,880.63,190,190
288.73,-34559.48046875,31.7129,75.9414,955000,893.8,191,191
318.79,-34721.625,31.7919,75.7029,960000,906.99,192,192
272.45,-35192.76953125,31.5837,75.9641,965000,894.43,193,193
286.85,-35636.8828125,31.6614,75.7552,970000,905.71,194,194
297.76,-36209.46875,31.6991,75.5909,975000,895.68,195,195
238.51,-36721.63671875,31.9671,75.9625,980000,740.07,196,196
311.73,-37256.34765625,31.497,75.4298,985000,933.94,197,197
230.8,-37235.640625,30.9628,74.3881,990000,900.47,198,198
291.18,-37998.90234375,31.5528,75.4812,995000,744.53,199,199
327.4,-38641.10546875,31.8349,75.2333,1000000,939.83,200,200
260.84,-39180.296875,31.7242,75.6391,1005000,891.74,201,201
283.18,-39233.6328125,31.6033,75.078,1010000,700.44,202,202
257.49,-38889.09765625,31.4579,74.1786,1015000,750.09,203,203
306.43,-40781.12890625,31.9247,75.868,1020000,887.42,204,204
298.89,-40892.69140625,31.4849,75.2958,1025000,845.56,205,205
303.26,-40959.390625,31.9016,74.4024,1030000,849.57,206,206
292.3,-41654.734375,31.6649,76.794,1035000,744.36,207,207
319.25,-41892.4765625,31.8095,74.8876,1040000,792.49,208,208
305.48,-42625.3125,32.1412,75.777,1045000,792.01,209,209
282.45,-42371.56640625,31.9943,74.9074,1050000,895.36,210,210
299.67,-43366.09375,31.958,75.1706,1055000,787.39,211,211
295.6,-43725.51953125,32.2796,77.13,1060000,837.29,212,212
274.15,-44121.796875,31.521,75.7043,1065000,734.61,213,213
282.09,-44391.93359375,31.677,75.4962,1070000,885.28,214,214
266.23,-45277.68359375,31.9571,75.1691,1075000,843.63,215,215
279.7,-45714.671875,32.1651,75.8097,1080000,941.43,216,216
257.31,-45372.4765625,31.2514,74.4938,1085000,741.54,217,217
256.86,-45813.10546875,31.6238,75.3766,1090000,844.18,218,218
271.82,-46763.76171875,31.5694,75.7285,1095000,795.93,219,219
281.17,-46315.05078125,31.3742,75.7448,1100000,845.96,220,220
269.48,-47442.46875,31.7494,75.8161,1105000,833.61,221,221
251.12,-47861.08984375,31.4393,75.5701,1110000,939.64,222,222
256.62,-48232.0078125,31.2101,75.5981,1115000,891.29,223,223
265.9,-48784.50390625,31.7016,76.0261,1120000,947.03,224,224
293.47,-48549.45703125,31.1389,75.8127,1125000,988.57,225,225
283.46,-48905.94140625,31.1817,75.8674,1130000,722.37,226,226
265.17,-49642.11328125,31.1081,74.8404,1135000,793.17,227,227
266.51,-50626.0,31.3013,75.2541,1140000,844.86,228,228
278.91,-51432.76171875,31.6069,76.2274,1145000,843.74,229,229
274.96,-51234.9140625,31.4789,75.4275,1150000,896.69,230,230
287.28,-51674.23828125,31.3826,75.4914,1155000,819.31,231,231
271.23,-52161.09375,31.4816,76.4883,1160000,840.91,232,232
239.85,-52476.203125,31.0833,76.2533,1165000,840.8,233,233
245.23,-52201.65234375,31.4422,75.1848,1170000,707.49,234,234
213.42,-53135.62890625,31.0652,75.329,1175000,891.61,235,235
267.59,-53874.23828125,31.2759,75.1417,1180000,742.04,236,236
287.83,-53549.6171875,31.4789,75.2398,1185000,902.32,237,237
262.97,-54612.44140625,31.417,76.3754,1190000,710.56,238,238
256.22,-53960.30078125,31.3355,74.7466,1195000,849.05,239,239
272.79,-55238.6640625,31.5274,75.3523,1200000,843.26,240,240
250.67,-54783.81640625,30.9758,74.4289,1205000,702.18,241,241
231.82,-56127.53125,31.4121,75.2397,1210000,847.33,242,242
238.83,-55828.99609375,31.366,76.0393,1215000,896.5,243,243
261.55,-56839.00390625,31.7294,76.8114,1220000,842.7,244,244
259.36,-56410.49609375,31.1918,75.6037,1225000,748.24,245,245
228.7,-57599.88671875,31.9134,76.8521,1230000,845.47,246,246
257.89,-57243.609375,31.4534,76.3308,1235000,938.37,247,247
205.75,-58306.796875,30.9906,75.177,1240000,697.07,248,248
242.88,-58289.26953125,31.4557,75.9827,1245000,845.1,249,249
265.81,-57832.59765625,31.0269,76.588,1250000,798.69,250,250
256.82,-58901.109375,31.3222,76.2639,1255000,847.26,251,251
234.42,-59706.95703125,31.3967,76.2473,1260000,798.27,252,252
176.53,-59629.57421875,32.2545,75.3051,1265000,904.8,253,253
248.08,-60325.3359375,31.7138,75.5783,1270000,839.44,254,254
272.9,-59707.83203125,31.0332,76.1443,1275000,845.25,255,255
284.46,-60827.54296875,31.5913,76.4735,1280000,845.26,256,256
261.19,-61196.53125,31.0417,75.6385,1285000,800.36,257,257
247.26,-60790.01171875,30.9997,75.4404,1290000,738.69,258,258
275.77,-61586.30859375,31.3178,75.2394,1295000,783.88,259,259
273.29,-61159.640625,30.8235,75.4392,1300000,899.63,260,260
280.06,-61372.54296875,30.8773,75.7714,1305000,750.06,261,261
247.83,-61566.18359375,30.9629,76.1986,1310000,888.94,262,262
228.79,-63205.5078125,30.9242,75.5812,1315000,899.56,263,263
260.64,-61760.0546875,30.6834,75.3342,1320000,843.02,264,264
250.5,-63723.07421875,31.0079,74.9208,1325000,793.4,265,265
221.64,-63766.80859375,30.6289,75.0314,1330000,851.8,266,266
236.55,-64075.015625,31.0451,75.0693,1335000,648.93,267,267
283.1,-64953.671875,31.3811,76.5819,1340000,904.66,268,268
212.46,-64948.66796875,31.3297,76.3478,1345000,850.24,269,269
277.66,-65413.578125,30.817,75.209,1350000,888.43,270,270
273.33,-65618.8828125,30.9824,75.7686,1355000,858.53,271,271
276.21,-66276.921875,31.1124,76.193,1360000,854.65,272,272
276.95,-66492.96875,30.9271,74.8187,1365000,852.39,273,273
257.7,-66435.078125,30.5209,74.4767,1370000,609.25,274,274
264.68,-65918.125,30.8227,75.0871,1375000,905.07,275,275
253.91,-66635.6484375,30.5751,75.2322,1380000,854.05,276,276
220.18,-67464.625,30.7736,74.9334,1385000,800.5,277,277
182.73,-67806.2421875,30.6044,74.9429,1390000,748.9,278,278
249.04,-67662.640625,31.2933,75.2886,1395000,701.29,279,279
231.97,-68600.4921875,30.9504,75.818,1400000,802.08,280,280
256.04,-69455.890625,30.8488,75.2063,1405000,810.04,281,281
271.23,-68792.3359375,30.9622,75.735,1410000,699.56,282,282
251.61,-69765.03125,30.9749,75.5711,1415000,749.16,283,283
198.48,-70227.984375,30.9578,75.3644,1420000,752.5,284,284
255.78,-69258.390625,30.7791,74.9526,1425000,899.07,285,285
246.89,-71873.546875,31.19,75.6195,1430000,789.11,286,286
260.46,-71182.171875,31.3105,76.1182,1435000,842.52,287,287
250.68,-71781.2109375,30.957,75.2385,1440000,799.46,288,288
250.59,-72595.15625,30.8953,74.9266,1445000,841.86,289,289
250.05,-72829.984375,31.3719,75.2327,1450000,847.31,290,290
305.21,-70998.4609375,30.509,75.3265,1455000,904.22,291,291
311.48,-72600.5078125,31.0379,75.7675,1460000,995.95,292,292
319.56,-73026.171875,30.7538,75.7252,1465000,858.01,293,293
303.13,-73640.828125,31.1453,76.4864,1470000,893.52,294,294
237.43,-74240.8046875,30.9448,75.0054,1475000,793.22,295,295
235.95,-75059.796875,30.6729,76.1457,1480000,751.84,296,296
233.7,-75638.7109375,31.1804,74.9837,1485000,793.87,297,297
254.15,-75013.6171875,31.2552,75.6593,1490000,839.69,298,298
255.86,-75444.734375,30.6664,75.5494,1495000,794.2,299,299
221.0,-74369.1796875,30.7745,74.4926,1500000,897.13,300,300
263.78,-76655.9453125,31.0556,75.9417,1505000,996.67,301,301
281.3,-76544.1484375,30.7053,76.0358,1510000,852.31,302,302
257.97,-77087.0390625,30.8469,75.0761,1515000,989.56,303,303
246.9,-76520.7890625,30.9723,75.8454,1520000,851.51,304,304
261.48,-77532.671875,30.6127,75.4277,1525000,898.83,305,305
317.29,-77233.9140625,30.6931,76.0913,1530000,1003.7,306,306
264.9,-77134.96875,30.6418,75.2421,1535000,1005.09,307,307
246.97,-78919.5859375,30.4463,76.2543,1540000,985.19,308,308
273.7,-78624.0859375,30.8152,75.5391,1545000,895.26,309,309
218.26,-78901.21875,30.2433,76.3845,1550000,854.11,310,310
284.01,-81355.421875,30.3668,75.7131,1555000,799.11,311,311
245.28,-79750.296875,30.4669,75.7583,1560000,904.08,312,312
237.78,-80785.4765625,30.3556,75.0716,1565000,851.97,313,313
247.22,-80975.3828125,30.5874,75.613,1570000,900.23,314,314
258.38,-82440.2578125,30.5777,75.1972,1575000,853.52,315,315
241.59,-82157.4375,30.4564,75.3056,1580000,852.85,316,316
247.13,-82046.390625,30.5845,75.6033,1585000,858.43,317,317
243.38,-82047.3828125,30.493,75.146,1590000,892.1,318,318
215.55,-82991.3671875,30.9274,75.6564,1595000,903.25,319,319
262.58,-83281.796875,30.4184,74.3739,1600000,805.28,320,320
251.7,-83686.75,30.5125,75.7647,1605000,897.0,321,321
272.73,-83717.6015625,30.7951,75.3539,1610000,851.47,322,322
261.83,-84859.4296875,30.538,74.4282,1615000,901.28,323,323
221.71,-84547.59375,30.9299,74.9189,1620000,951.64,324,324
241.36,-84595.28125,30.4701,74.0738,1625000,855.88,325,325
216.16,-84637.9296875,30.203,74.6681,1630000,761.0,326,326
251.19,-87029.109375,30.7347,75.8435,1635000,954.88,327,327
257.11,-86034.0390625,30.9358,75.651,1640000,748.26,328,328
242.17,-86138.7421875,30.6392,74.3502,1645000,853.21,329,329
250.09,-86573.0546875,30.4477,74.8287,1650000,754.89,330,330
280.19,-87056.3515625,30.7602,75.1648,1655000,900.6,331,331
282.97,-88402.9921875,31.0172,75.2971,1660000,701.7,332,332
235.72,-88869.9140625,31.0348,76.1444,1665000,854.84,333,333
268.61,-87881.09375,30.5168,74.8161,1670000,748.9,334,334
248.24,-88092.734375,30.4266,74.2657,1675000,894.51,335,335
254.23,-88802.828125,30.9614,75.7589,1680000,949.17,336,336
232.44,-89614.3984375,30.7365,75.9175,1685000,904.58,337,337
280.81,-90113.1328125,30.9484,76.3962,1690000,754.02,338,338
296.42,-90270.9296875,30.8812,76.3496,1695000,903.2,339,339
233.81,-90222.359375,31.0891,74.7491,1700000,807.93,340,340
262.15,-90706.5546875,30.8471,75.9271,1705000,855.37,341,341
294.95,-90812.1015625,31.1442,75.58,1710000,952.08,342,342
244.39,-90897.71875,30.8013,75.4759,1715000,902.57,343,343
273.4,-92750.8125,31.5186,75.908,1720000,904.87,344,344
251.84,-91953.2578125,31.2462,76.1065,1725000,811.22,345,345
239.6,-91311.59375,30.4705,75.4158,1730000,1005.52,346,346
237.7,-91828.7734375,30.6895,75.5396,1735000,800.84,347,347
299.95,-91287.5234375,30.8935,76.2574,1740000,900.03,348,348
260.07,-92494.4609375,30.8366,74.6628,1745000,845.78,349,349
280.12,-92919.7109375,30.7048,74.7021,1750000,798.56,350,350
271.51,-91752.3203125,31.1703,74.3345,1755000,805.43,351,351
292.12,-93106.2734375,31.1884,75.4526,1760000,947.74,352,352
302.78,-91795.984375,30.7924,75.9219,1765000,847.13,353,353
234.12,-92472.515625,30.8435,73.9056,1770000,801.73,354,354
262.46,-93279.6484375,31.0001,76.6019,1775000,946.04,355,355
273.78,-91856.53125,30.8045,74.6151,1780000,808.71,356,356
207.91,-93863.046875,31.2532,75.2558,1785000,803.82,357,357
261.76,-93776.015625,31.3214,75.444,1790000,906.45,358,358
268.74,-92985.34375,30.9234,75.0947,1795000,754.82,359,359
277.91,-92924.296875,30.5977,75.9447,1800000,759.88,360,360
254.52,-92930.3046875,30.5641,75.2023,1805000,802.71,361,361
221.64,-94077.9765625,30.7181,74.4367,1810000,852.54,362,362
240.29,-94135.890625,30.746,75.4627,1815000,846.28,363,363
242.88,-93986.3203125,30.9237,75.9593,1820000,946.06,364,364
296.99,-93888.9375,30.9589,75.531,1825000,797.61,365,365
216.63,-94498.7578125,30.9837,76.206,1830000,839.86,366,366
228.44,-94554.578125,31.3256,75.6001,1835000,753.54,367,367
250.51,-95194.765625,31.4587,76.3536,1840000,747.26,368,368
272.16,-94019.53125,31.1344,75.8719,1845000,952.43,369,369
250.58,-94200.59375,31.4777,75.4202,1850000,844.06,370,370
267.8,-94534.25,31.2764,76.5479,1855000,843.99,371,371
263.96,-93409.671875,31.1512,76.0641,1860000,893.37,372,372
241.9,-94026.4765625,31.085,75.6449,1865000,890.55,373,373
273.34,-94778.890625,31.1284,74.9915,1870000,795.68,374,374
297.56,-94460.890625,31.4433,75.9561,1875000,796.26,375,375
241.36,-94956.2421875,31.6033,73.6827,1880000,945.28,376,376
240.11,-94252.6015625,31.0047,74.9001,1885000,898.31,377,377
332.09,-94664.2265625,30.9503,75.3449,1890000,850.59,378,378
268.41,-94863.59375,31.1343,75.7272,1895000,894.71,379,379
285.53,-95361.546875,31.4802,75.5981,1900000,900.84,380,380
263.67,-95291.9296875,30.9875,75.7138,1905000,804.35,381,381
278.67,-95243.9921875,31.6879,76.3539,1910000,949.88,382,382
264.73,-95411.609375,31.5156,75.2091,1915000,854.59,383,383
271.06,-95153.8828125,31.1757,75.8481,1920000,856.33,384,384
235.49,-95262.7109375,31.9019,75.8005,1925000,949.64,385,385
270.94,-95407.2578125,31.0017,75.9884,1930000,801.55,386,386
264.88,-95385.7734375,31.4743,75.7247,1935000,854.77,387,387
261.4,-96097.9296875,31.2415,75.1805,1940000,754.37,388,388
302.58,-96008.6796875,31.2022,76.1077,1945000,949.9,389,389
259.58,-95546.390625,30.938,75.4796,1950000,906.64,390,390
272.46,-95875.671875,31.0891,75.4416,1955000,953.7,391,391
246.05,-95738.4296875,31.4192,75.3693,1960000,949.54,392,392
297.13,-95988.015625,31.1579,76.5287,1965000,900.64,393,393
261.58,-95483.203125,30.99,75.2677,1970000,945.87,394,394
262.67,-95404.5625,31.1536,75.7977,1975000,1007.2,395,395
274.78,-96224.578125,31.3035,76.3385,1980000,953.89,396,396
255.86,-96045.765625,31.277,75.8656,1985000,949.82,397,397
322.43,-95963.9296875,31.694,76.4501,1990000,850.58,398,398
299.82,-95944.203125,31.1609,75.9144,1995000,946.65,399,399
266.02,-95929.0390625,31.1369,75.1316,2000000,948.78,400,400
321.28,-95638.390625,31.4483,74.8813,2005000,947.84,401,401
301.2,-96388.4140625,31.3538,75.6541,2010000,944.88,402,402
292.02,-96265.40625,31.731,75.453,2015000,752.72,403,403
275.03,-95790.1796875,31.0574,76.035,2020000,947.41,404,404
246.93,-95858.9296875,31.3148,76.2476,2025000,950.56,405,405
257.92,-95914.28125,31.2808,75.4343,2030000,948.63,406,406
317.49,-95913.6953125,30.7051,75.5364,2035000,1003.06,407,407
301.74,-96411.7734375,30.8552,75.2816,2040000,755.43,408,408
322.97,-96320.4765625,31.543,76.0306,2045000,953.54,409,409
297.71,-96032.359375,31.362,76.0886,2050000,854.81,410,410
266.62,-96478.65625,31.3717,76.0251,2055000,858.14,411,411
296.95,-96527.4765625,30.7613,75.9216,2060000,904.78,412,412
250.08,-96335.71875,30.8276,75.1276,2065000,950.27,413,413
260.05,-96368.125,31.3611,75.5407,2070000,954.38,414,414
284.76,-96379.5625,31.157,75.724,2075000,904.44,415,415
