Real Sto Return,Running Reverse KL,Running Forward KL,Running Env Steps,Reward Loss,Itration,Real Det Return,Running Update Time
2904.27,17.5559,30.7335,625000,-214.10739135742188,125,3222.66,125
1671.87,22.361,31.5079,630000,-515.3087158203125,126,1880.61,126
2177.22,22.4882,31.6915,635000,-474.96038818359375,127,3623.98,127
1839.85,21.577,31.6166,640000,-483.4258728027344,128,3212.73,128
1763.86,19.9144,31.0975,645000,-492.67510986328125,129,2103.18,129
1798.13,19.1094,31.2027,650000,-518.3635864257812,130,2606.75,130
1300.52,18.602,31.3497,655000,-581.1272583007812,131,1239.06,131
1651.78,18.7694,31.6916,660000,-475.7264099121094,132,3472.91,132
1989.39,19.0897,31.0868,665000,-503.37420654296875,133,2010.99,133
1561.7,18.2701,31.3997,670000,-544.559814453125,134,1528.7,134
1867.98,14.4393,29.6856,675000,-419.5113525390625,135,3210.21,135
1905.0,15.5595,30.4302,680000,-401.3683166503906,136,2959.41,136
1602.74,17.3354,30.3991,685000,-564.6851196289062,137,1856.93,137
2069.41,15.6945,29.8121,690000,-495.1340026855469,138,3242.21,138
1243.21,15.5191,30.3249,695000,-578.5782470703125,139,1958.32,139
1564.4,18.2712,30.9516,700000,-585.541015625,140,1759.61,140
1710.72,19.6477,30.7327,705000,-566.8567504882812,141,1911.45,141
2458.93,16.941,30.3702,710000,-264.6440124511719,142,3355.33,142
1498.9,20.1435,31.7965,715000,-614.3343505859375,143,1736.45,143
2635.74,16.2227,29.3988,720000,-286.5303649902344,144,3199.36,144
1431.07,14.6068,32.0364,725000,-634.3717651367188,145,1855.19,145
3077.74,15.5292,29.4249,730000,-277.54437255859375,146,3193.36,146
1400.89,16.6016,30.7855,735000,-650.654296875,147,1858.94,147
2566.28,15.3952,29.1271,740000,-423.7413024902344,148,3295.31,148
2885.61,14.0331,28.6112,745000,-351.86761474609375,149,3286.09,149
2247.37,14.401,29.4258,750000,-420.1491394042969,150,3404.59,150
2395.01,15.0153,29.167,755000,-429.650634765625,151,3453.88,151
2930.98,14.2182,29.582,760000,-491.53717041015625,152,3330.41,152
1378.16,15.3038,30.3809,765000,-676.4046020507812,153,2799.47,153
2090.8,17.9831,32.1833,770000,-691.1133422851562,154,3483.32,154
1833.12,15.2941,31.2496,775000,-616.606689453125,155,3437.13,155
1840.79,16.455,29.7088,780000,-550.44970703125,156,3400.72,156
1372.03,18.246,32.1934,785000,-786.2471313476562,157,2485.76,157
2205.99,16.002,30.1007,790000,-525.0616455078125,158,3391.2,158
2874.62,15.2236,28.6374,795000,-300.56451416015625,159,3284.02,159
2833.41,24.7848,29.1817,800000,-317.0453796386719,160,3240.06,160
1490.55,16.2284,30.0701,805000,-762.4563598632812,161,3194.2,161
2266.75,16.1338,29.9093,810000,-526.9429321289062,162,3360.85,162
1906.71,18.36,30.653,815000,-568.3696899414062,163,3363.7,163
3072.75,16.2511,30.0494,820000,-419.6636657714844,164,3295.99,164
2094.74,27.4712,31.4502,825000,-639.4695434570312,165,3573.86,165
1884.25,14.4828,29.563,830000,-590.0171508789062,166,3447.16,166
2284.06,15.602,29.3892,835000,-586.3215942382812,167,3398.38,167
2796.68,16.0025,29.6778,840000,-284.46905517578125,168,3427.85,168
2820.13,17.6008,29.8451,845000,-650.2648315429688,169,3369.78,169
2440.85,16.9951,29.9798,850000,-520.8153686523438,170,3285.35,170
2274.65,15.6953,29.7261,855000,-585.9586181640625,171,3282.55,171
2872.28,15.6546,29.1447,860000,-427.50042724609375,172,3294.41,172
1466.89,19.0123,30.3894,865000,-783.8614501953125,173,1910.54,173
1254.72,16.6786,31.4516,870000,-836.7411499023438,174,1424.36,174
2071.51,15.3832,28.6153,875000,-466.32586669921875,175,3454.44,175
2796.94,16.1571,29.3686,880000,-482.0903015136719,176,3301.83,176
2522.0,16.1414,28.917,885000,-483.37860107421875,177,3399.4,177
1641.62,19.9488,32.1208,890000,-935.57421875,178,3300.06,178
2820.27,17.4038,31.3765,895000,-663.9971923828125,179,3262.85,179
1909.02,16.1624,30.806,900000,-731.0774536132812,180,3087.64,180
2415.89,18.4926,29.8921,905000,-720.0587158203125,181,3214.85,181
1921.09,15.4597,31.0175,910000,-799.6044311523438,182,3192.03,182
2931.18,14.6027,29.6299,915000,-454.7386779785156,183,3366.29,183
848.13,18.9233,32.2526,920000,-1069.3076171875,184,413.44,184
1490.39,14.8852,30.1104,925000,-815.9063110351562,185,2864.47,185
2586.78,15.7597,30.2229,930000,-712.3442993164062,186,3253.38,186
3066.05,15.9806,29.3422,935000,-444.24200439453125,187,3249.8,187
1640.32,19.3819,30.3945,940000,-838.0059204101562,188,3334.69,188
2222.69,16.4499,30.0675,945000,-679.23974609375,189,3305.07,189
1455.42,33.0217,31.0386,950000,-907.8145141601562,190,1358.85,190
1370.94,53.7844,31.8758,955000,-1134.703125,191,2071.58,191
2885.17,15.2863,28.487,960000,-246.41102600097656,192,3258.14,192
1525.12,17.645,30.9468,965000,-994.6075439453125,193,1551.33,193
2779.01,15.1784,29.9023,970000,-388.1146240234375,194,3313.2,194
1828.07,14.438,29.5231,975000,-612.26025390625,195,3324.63,195
2260.56,14.5239,28.4685,980000,-667.05126953125,196,3321.4,196
2151.85,15.6251,29.8925,985000,-824.4909057617188,197,3101.51,197
1278.85,19.7707,30.9022,990000,-1054.1195068359375,198,1641.83,198
1488.89,14.1715,31.3267,995000,-841.5524291992188,199,3537.71,199
