Real Sto Return,Running Update Time,Running Env Steps,Running Forward KL,Reward Loss,Itration,Real Det Return,Running Reverse KL
1962.42,394,1970000,156.6981,-63134.9765625,394,2327.72,15.1075
2000.28,395,1975000,156.6396,-63326.2421875,395,2380.8,15.3486
1966.26,396,1980000,156.5223,-62983.01953125,396,2338.6,15.0157
1980.86,397,1985000,156.6149,-63354.9765625,397,2335.92,15.1623
1999.14,398,1990000,156.4026,-63642.30859375,398,2345.93,15.1331
1978.26,399,1995000,156.6742,-63553.21875,399,2352.47,15.2823
1974.29,400,2000000,156.6917,-63736.77734375,400,2331.13,15.2287
1979.12,401,2005000,156.7324,-63974.5703125,401,2358.32,15.2517
1973.91,402,2010000,156.571,-63986.828125,402,2365.62,15.1048
1981.99,403,2015000,156.7188,-64035.328125,403,2362.76,15.2389
1972.56,404,2020000,156.5021,-64053.1484375,404,2339.85,15.2606
1989.19,405,2025000,156.5694,-64132.33203125,405,2348.1,15.1569
1980.89,406,2030000,156.6656,-64474.9609375,406,2344.44,15.3592
1970.54,407,2035000,156.6955,-64490.8359375,407,2335.57,15.0406
1963.01,408,2040000,156.76,-64533.77734375,408,2347.53,15.0881
1970.03,409,2045000,156.5775,-64444.06640625,409,2343.38,15.2087
1966.64,410,2050000,156.7606,-64657.1171875,410,2324.8,15.003
1970.87,411,2055000,156.5798,-64748.625,411,2353.91,14.9783
1977.84,412,2060000,156.568,-64993.546875,412,2344.3,15.2076
1961.81,413,2065000,156.6394,-65021.46875,413,2327.34,14.9416
1975.08,414,2070000,156.5532,-65187.48046875,414,2344.44,15.0315
1972.06,415,2075000,156.5749,-65212.12890625,415,2339.35,15.181
1958.44,416,2080000,156.5948,-65575.5703125,416,2302.57,15.0357
1961.46,417,2085000,156.6707,-65592.6484375,417,2355.87,15.0728
1957.17,418,2090000,156.7181,-65699.890625,418,2335.31,15.0772
1959.18,419,2095000,156.7052,-65766.390625,419,2349.14,14.9923
1959.5,420,2100000,156.5939,-65991.5,420,2343.88,15.0769
1985.38,421,2105000,156.8169,-65901.2265625,421,2353.84,15.1644
1965.76,422,2110000,156.7981,-66146.5703125,422,2350.48,15.1719
1968.51,423,2115000,156.5376,-66207.640625,423,2336.2,15.0115
1941.11,424,2120000,156.7912,-66448.0625,424,2324.94,14.9632
1968.24,425,2125000,156.7506,-66463.6328125,425,2353.53,15.1142
1949.62,426,2130000,156.4236,-66712.125,426,2320.58,15.0215
1965.91,427,2135000,156.7611,-66827.0,427,2298.54,15.2399
1975.7,428,2140000,156.7207,-66773.1171875,428,2333.9,15.0025
1946.26,429,2145000,156.6923,-67117.8984375,429,2334.66,15.0472
1963.29,430,2150000,156.7005,-67093.0546875,430,2348.37,15.3227
1962.88,431,2155000,156.7227,-67108.8046875,431,2339.1,15.0537
1946.29,432,2160000,156.7153,-67469.34375,432,2314.81,15.1754
1980.53,433,2165000,156.5232,-67217.765625,433,2347.55,15.1748
1954.67,434,2170000,156.6103,-67542.7734375,434,2333.84,15.2732
1971.9,435,2175000,156.7596,-67578.0703125,435,2332.05,15.3916
1968.86,436,2180000,156.816,-67521.671875,436,2327.87,15.2099
1965.47,437,2185000,156.6953,-67772.4296875,437,2307.99,15.2324
1967.36,438,2190000,156.7722,-67916.3828125,438,2318.31,15.1923
1934.99,439,2195000,156.64,-67835.5859375,439,2284.38,15.0283
1964.35,440,2200000,156.7076,-67852.125,440,2335.22,15.1891
1952.43,441,2205000,156.7739,-68462.4609375,441,2328.18,15.2654
1970.19,442,2210000,156.6154,-68490.5390625,442,2300.88,15.2153
1954.63,443,2215000,156.8014,-68545.796875,443,2300.97,15.2922
1972.07,444,2220000,156.7739,-68457.90625,444,2303.76,15.1108
1973.59,445,2225000,156.5259,-68475.453125,445,2317.27,15.2022
1962.86,446,2230000,156.699,-68950.9921875,446,2325.32,15.1801
1973.65,447,2235000,156.6647,-68928.578125,447,2313.03,15.201
1971.6,448,2240000,156.7777,-68911.234375,448,2308.4,15.2683
1961.48,449,2245000,156.6337,-69020.796875,449,2296.56,15.2238
1973.57,450,2250000,156.7831,-69144.4375,450,2325.43,15.4451
1991.2,451,2255000,156.6538,-69285.6328125,451,2323.04,15.2373
1971.96,452,2260000,156.6517,-69579.9453125,452,2311.93,15.2971
1965.27,453,2265000,156.649,-69641.421875,453,2282.83,15.1677
1988.15,454,2270000,156.629,-69889.2109375,454,2338.33,15.3584
1996.71,455,2275000,156.8151,-69959.15625,455,2326.67,15.4701
1988.21,456,2280000,156.665,-69994.7890625,456,2332.27,15.2804
1988.56,457,2285000,156.6666,-70042.3203125,457,2313.56,15.246
1970.95,458,2290000,156.6165,-70228.984375,458,2320.57,15.2939
1995.36,459,2295000,156.6762,-70719.953125,459,2311.95,15.541
1969.47,460,2300000,156.8511,-70280.953125,460,2307.56,15.3257
1965.34,461,2305000,156.5978,-70609.328125,461,2314.09,15.1838
1991.58,462,2310000,156.5021,-70633.5234375,462,2287.26,15.1964
1972.33,463,2315000,156.603,-70687.4921875,463,2317.11,15.1789
1975.26,464,2320000,156.6793,-70699.5390625,464,2304.78,15.2496
1966.74,465,2325000,156.7399,-70819.671875,465,2300.81,15.098
1968.79,466,2330000,156.5927,-71137.59375,466,2299.96,15.2994
1959.89,467,2335000,156.6761,-71260.09375,467,2282.0,15.1271
1979.6,468,2340000,156.6462,-71315.5390625,468,2284.56,15.158
1960.2,469,2345000,156.4948,-71334.796875,469,2307.07,15.0306
1946.24,470,2350000,156.5448,-71524.171875,470,2279.82,15.1379
1968.37,471,2355000,156.5863,-71706.4609375,471,2267.56,15.1691
1964.04,472,2360000,156.8192,-71632.8828125,472,2293.96,15.241
1973.08,473,2365000,156.5921,-71979.28125,473,2283.16,15.0659
1944.33,474,2370000,156.9643,-71976.28125,474,2264.26,15.2026
1971.81,475,2375000,156.5549,-72237.265625,475,2306.49,15.1636
1962.93,476,2380000,156.7752,-72145.4140625,476,2285.61,15.2007
1975.9,477,2385000,156.4668,-72512.0234375,477,2276.63,15.3347
1970.79,478,2390000,156.6555,-72605.296875,478,2255.83,15.1436
1970.89,479,2395000,156.5574,-72451.9921875,479,2259.94,15.0828
1999.07,480,2400000,156.783,-72678.859375,480,2303.33,15.4212
1983.78,481,2405000,156.7233,-72642.828125,481,2332.4,15.186
1975.31,482,2410000,156.5438,-72767.1953125,482,2310.4,15.2786
1978.07,483,2415000,156.6051,-73122.7109375,483,2322.23,15.4057
1969.11,484,2420000,156.64,-73182.7109375,484,2280.26,15.1696
1986.21,485,2425000,156.5299,-73491.203125,485,2341.27,15.3396
1980.29,486,2430000,156.6989,-73067.34375,486,2315.97,15.2129
1977.84,487,2435000,156.5895,-73336.28125,487,2292.92,15.2287
1974.27,488,2440000,156.6013,-73547.390625,488,2298.3,15.1524
1959.17,489,2445000,156.7124,-73537.890625,489,2300.91,15.2283
1969.06,490,2450000,156.6138,-73718.71875,490,2289.24,15.474
1989.52,491,2455000,156.7276,-73886.4765625,491,2325.66,15.2683
1992.56,492,2460000,156.5702,-73764.59375,492,2316.44,15.257
2001.02,493,2465000,156.521,-73993.453125,493,2299.91,15.103
1979.11,494,2470000,156.5049,-74134.609375,494,2304.31,15.042
1973.47,495,2475000,156.6361,-74160.921875,495,2317.88,15.3101
1956.66,496,2480000,156.6853,-74161.171875,496,2264.53,15.0235
1971.74,497,2485000,156.7255,-74338.8515625,497,2283.3,15.2445
1969.0,498,2490000,156.5892,-74569.421875,498,2310.36,15.1178
1965.05,499,2495000,156.695,-74749.5078125,499,2283.47,15.1992
1991.03,500,2500000,156.5155,-74785.359375,500,2311.74,15.1275
1968.1,501,2505000,156.6328,-74652.0625,501,2293.49,15.1803
1980.35,502,2510000,156.5362,-75107.8125,502,2329.67,15.2393
1970.43,503,2515000,156.4992,-75105.3671875,503,2298.77,15.2733
1990.28,504,2520000,156.4857,-75099.0078125,504,2318.2,15.2998
2001.08,505,2525000,156.4363,-75674.09375,505,2295.41,15.3567
1965.57,506,2530000,156.5745,-75433.3046875,506,2274.6,15.0323
1965.96,507,2535000,156.6192,-75342.03125,507,2256.95,15.1081
2003.46,508,2540000,156.7584,-75627.7421875,508,2313.18,15.0269
1976.73,509,2545000,156.4852,-76062.3984375,509,2298.43,15.0106
1997.65,510,2550000,156.5568,-75828.671875,510,2288.91,15.2762
1991.71,511,2555000,156.5449,-76238.1953125,511,2292.61,15.0446
1986.12,512,2560000,156.486,-75955.59375,512,2293.75,15.199
1964.98,513,2565000,156.6615,-76352.765625,513,2313.43,15.1654
1962.89,514,2570000,156.535,-76197.3984375,514,2245.71,15.0607
1962.51,515,2575000,156.4819,-76427.2421875,515,2249.39,14.9744
1966.3,516,2580000,156.5965,-76380.8046875,516,2288.98,15.1418
1991.96,517,2585000,156.6353,-76393.390625,517,2267.3,15.1676
1971.35,518,2590000,156.6024,-76669.1015625,518,2269.41,15.0776
1973.78,519,2595000,156.3036,-77052.21875,519,2278.43,15.1656
1992.41,520,2600000,156.488,-76921.0625,520,2290.62,15.1579
1981.17,521,2605000,156.6267,-76780.84375,521,2257.96,15.0627
1974.14,522,2610000,156.634,-76918.1953125,522,2263.25,15.17
1959.43,523,2615000,156.42,-76904.984375,523,2198.08,15.0477
1976.34,524,2620000,156.5317,-77234.6328125,524,2290.74,15.1279
1965.61,525,2625000,156.4125,-77549.578125,525,2303.06,14.9986
1979.39,526,2630000,156.5891,-77423.046875,526,2287.31,15.1367
2001.25,527,2635000,156.4963,-77641.515625,527,2294.58,15.3118
1978.22,528,2640000,156.6709,-77657.78125,528,2271.09,15.0592
1958.02,529,2645000,156.4812,-77658.7109375,529,2242.16,15.1176
1979.49,530,2650000,156.6238,-77698.1796875,530,2240.83,15.1383
1983.77,531,2655000,156.5942,-78151.015625,531,2260.03,15.0547
1967.43,532,2660000,156.5803,-78028.4296875,532,2248.12,15.1792
1973.94,533,2665000,156.5601,-78091.203125,533,2264.75,15.1112
1947.79,534,2670000,156.522,-78180.2265625,534,2239.54,15.0082
1966.38,535,2675000,156.5487,-78411.28125,535,2232.51,15.2306
1959.07,536,2680000,156.4349,-78496.4765625,536,2241.34,15.1844
2000.6,537,2685000,156.5707,-78865.8984375,537,2292.02,15.2737
1976.12,538,2690000,156.5786,-78581.5234375,538,2283.22,15.233
1986.07,539,2695000,156.7109,-78988.6171875,539,2293.97,15.1609
1983.62,540,2700000,156.4839,-79302.3203125,540,2255.67,15.0431
1999.97,541,2705000,156.482,-78932.09375,541,2301.22,15.0851
1960.04,542,2710000,156.6651,-79089.7734375,542,2248.61,14.9687
1983.77,543,2715000,156.7121,-79286.4765625,543,2278.79,15.1391
1994.22,544,2720000,156.5213,-79357.4765625,544,2289.42,15.1367
1979.4,545,2725000,156.5487,-79212.671875,545,2275.42,14.9882
1977.66,546,2730000,156.5528,-79686.0234375,546,2269.57,15.1957
1979.64,547,2735000,156.6379,-79942.859375,547,2287.99,15.2318
1971.23,548,2740000,156.8467,-79737.234375,548,2270.56,15.2261
1971.55,549,2745000,156.581,-80042.625,549,2260.87,15.0092
1978.92,550,2750000,156.7133,-79973.6953125,550,2299.73,15.0348
1967.08,551,2755000,156.5791,-80016.9140625,551,2239.95,15.0612
1975.77,552,2760000,156.62,-80111.5390625,552,2285.28,15.0776
1992.92,553,2765000,156.4959,-80372.71875,553,2325.08,14.9721
1990.04,554,2770000,156.6404,-80413.0,554,2310.63,15.214
2010.75,555,2775000,156.5593,-80471.625,555,2315.27,15.1828
1993.0,556,2780000,156.3549,-80390.6796875,556,2280.09,15.1331
1986.42,557,2785000,156.6607,-80727.0703125,557,2289.57,15.0468
1955.1,558,2790000,156.6435,-80572.0703125,558,2261.7,14.992
1973.43,559,2795000,156.426,-80891.2265625,559,2268.9,15.054
2012.59,560,2800000,156.6544,-80844.7578125,560,2334.19,15.0467
1985.61,561,2805000,156.6126,-80873.03125,561,2286.4,14.9925
1992.84,562,2810000,156.6599,-81017.6171875,562,2307.14,15.0512
1972.19,563,2815000,156.4893,-81259.4375,563,2274.29,14.9493
1994.34,564,2820000,156.6105,-81061.109375,564,2280.19,15.0593
1992.01,565,2825000,156.5952,-81366.8828125,565,2308.27,15.1095
1980.58,566,2830000,156.5933,-81370.6640625,566,2305.19,14.9979
1963.32,567,2835000,156.4803,-81327.8671875,567,2289.75,15.0082
1963.5,568,2840000,156.5114,-81424.578125,568,2303.03,14.9097
1992.82,569,2845000,156.5629,-81724.046875,569,2312.05,14.9782
1966.29,570,2850000,156.7533,-81647.8203125,570,2301.34,15.1117
1999.72,571,2855000,156.5253,-81982.875,571,2315.72,15.1482
1982.86,572,2860000,156.703,-81792.6171875,572,2292.6,15.081
2005.23,573,2865000,156.4937,-81845.5625,573,2342.36,15.0977
2011.01,574,2870000,156.6719,-82115.140625,574,2339.74,15.2104
1983.12,575,2875000,156.6578,-82585.578125,575,2336.09,15.1111
1994.38,576,2880000,156.536,-82380.921875,576,2309.5,15.083
2013.53,577,2885000,156.4518,-82804.2265625,577,2326.01,15.2433
1995.6,578,2890000,156.545,-82601.4375,578,2294.33,14.9969
2010.66,579,2895000,156.6374,-82635.53125,579,2365.78,15.2793
2004.11,580,2900000,156.5852,-82624.7890625,580,2344.32,15.0283
1984.48,581,2905000,156.5158,-82951.5625,581,2316.92,14.9645
2013.85,582,2910000,156.5216,-82983.3984375,582,2327.69,15.0688
1989.5,583,2915000,156.4618,-83115.59375,583,2334.72,15.1309
1998.42,584,2920000,156.6065,-83013.5546875,584,2327.53,15.1355
1968.71,585,2925000,156.4588,-83036.4296875,585,2314.14,14.967
1988.7,586,2930000,156.644,-83183.859375,586,2313.58,15.1084
1998.36,587,2935000,156.5132,-83481.78125,587,2354.07,15.1286
2016.41,588,2940000,156.5236,-83545.3203125,588,2367.52,15.2436
2000.62,589,2945000,156.5733,-83848.6796875,589,2340.11,15.2533
2004.19,590,2950000,156.5677,-83665.6953125,590,2342.94,15.208
1998.68,591,2955000,156.7147,-83570.375,591,2319.63,15.1539
2014.81,592,2960000,156.6047,-83725.28125,592,2344.78,15.0979
2001.76,593,2965000,156.6658,-83719.859375,593,2343.78,15.2099
2007.92,594,2970000,156.6222,-83875.96875,594,2367.63,15.1639
2000.56,595,2975000,156.5287,-83975.9765625,595,2349.15,15.1998
2029.89,596,2980000,156.3701,-84229.8671875,596,2380.33,15.1469
1986.43,597,2985000,156.604,-84269.65625,597,2339.69,15.0282
1989.67,598,2990000,156.599,-84331.0546875,598,2356.05,15.2282
2007.17,599,2995000,156.5363,-84137.875,599,2365.08,15.1919
