Reward Loss,Running Reverse KL,Itration,Real Sto Return,Running Update Time,Running Env Steps,Running Forward KL,Real Det Return
-333.6758117675781,20.1285,79,1664.76,79,395000,26.8707,3073.7
-436.20050048828125,20.4456,80,2474.4,80,400000,26.976,3105.82
-477.06689453125,20.3239,81,1683.49,81,405000,27.0493,3086.41
-527.9242553710938,22.6449,82,1364.18,82,410000,27.3479,1314.26
-573.321044921875,21.2979,83,1009.4,83,415000,27.2586,1158.22
-565.3789672851562,21.3699,84,1293.2,84,420000,27.214,1342.62
-583.640625,22.8981,85,1230.37,85,425000,27.2801,1381.57
-514.2725219726562,18.4874,86,1953.28,86,430000,26.6395,2422.2
-616.7326049804688,24.4828,87,1484.94,87,435000,26.7319,1384.13
-472.2812805175781,18.7548,88,1960.92,88,440000,26.3671,3092.67
-607.0593872070312,23.228,89,1199.49,89,445000,26.92,1335.68
-412.11444091796875,18.2408,90,1975.63,90,450000,25.7416,3039.0
-682.3697509765625,30.8418,91,1197.8,91,455000,27.051,1120.75
-613.4308471679688,26.6956,92,1307.88,92,460000,27.4273,1337.84
-242.53329467773438,22.8872,93,2857.64,93,465000,26.1655,3096.1
-686.6307373046875,34.4619,94,1351.5,94,470000,27.2203,1389.82
-650.6458129882812,21.4684,95,1235.95,95,475000,26.5677,1302.0
-649.2529296875,30.335,96,1339.4,96,480000,26.7948,1426.59
-451.82391357421875,18.5446,97,2193.18,97,485000,26.0003,3091.83
-587.7982177734375,22.3708,98,1812.29,98,490000,26.7847,3102.27
-547.513671875,18.9369,99,1805.36,99,495000,26.2811,3085.53
-676.8412475585938,22.9268,100,1537.23,100,500000,27.1308,1425.72
-549.5437622070312,24.3469,101,2568.36,101,505000,26.1867,3057.12
-252.9889373779297,19.1463,102,2824.27,102,510000,25.8162,3083.21
-482.08111572265625,28.7621,103,2454.48,103,515000,26.0356,3108.95
-764.8470458984375,36.1685,104,1318.1,104,520000,27.2117,1331.4
-737.4346923828125,23.9871,105,1210.65,105,525000,26.928,1169.12
-477.14227294921875,21.3619,106,2361.83,106,530000,25.4438,3058.72
-375.9771423339844,21.1021,107,2956.34,107,535000,25.8431,3104.53
-766.27685546875,25.8594,108,1249.56,108,540000,26.7594,1436.9
-592.0443725585938,21.4588,109,2103.11,109,545000,26.4129,3145.67
-416.4389953613281,21.1063,110,2622.44,110,550000,25.5084,3110.92
-304.3814392089844,17.3418,111,2780.79,111,555000,25.724,3125.65
-582.4487915039062,17.3486,112,1712.35,112,560000,25.5936,3091.31
-600.8222045898438,28.0979,113,2586.83,113,565000,25.7418,3139.26
-353.0589904785156,17.2948,114,2760.01,114,570000,25.0952,3139.58
-422.7461853027344,19.3635,115,2363.16,115,575000,25.1608,3115.1
-730.3771362304688,21.9491,116,2310.79,116,580000,25.9431,3125.32
-436.5357360839844,20.0247,117,2433.27,117,585000,25.4516,3122.91
-542.86181640625,17.5613,118,2140.61,118,590000,25.3855,3122.15
-555.6641845703125,20.4015,119,2495.24,119,595000,25.6772,3145.02
-505.07666015625,17.7002,120,2506.8,120,600000,25.9012,3177.03
-492.40777587890625,19.5714,121,2573.62,121,605000,25.6471,3144.09
-546.1192016601562,18.9156,122,2616.18,122,610000,25.5739,3143.78
-529.6981811523438,15.3229,123,2151.09,123,615000,25.1415,3157.93
-536.8409423828125,19.5332,124,2185.74,124,620000,25.0315,3114.59
-401.267578125,18.3526,125,3032.99,125,625000,25.1932,3125.39
-387.8091125488281,17.9558,126,2951.46,126,630000,26.0245,3190.23
-576.775146484375,14.0318,127,1814.75,127,635000,24.9984,3145.97
-579.6991577148438,14.4355,128,1961.76,128,640000,25.3341,3167.92
-521.155029296875,16.3884,129,2642.36,129,645000,25.7508,3160.8
-476.53369140625,14.9914,130,2303.0,130,650000,25.0763,3159.7
-398.00482177734375,16.6859,131,2716.09,131,655000,26.0324,3167.35
-652.139404296875,20.2713,132,2065.73,132,660000,25.6085,3151.64
-521.825927734375,17.5164,133,2202.49,133,665000,25.6047,3154.26
-680.5658569335938,16.8262,134,1925.71,134,670000,25.7609,3165.91
-560.0921020507812,15.0367,135,2749.48,135,675000,24.6822,3164.38
-572.1008911132812,14.6489,136,2090.4,136,680000,24.8776,3150.09
-363.1136474609375,16.2879,137,2828.69,137,685000,25.1094,3140.41
-532.7876586914062,17.1204,138,2144.06,138,690000,25.1307,3146.51
-698.2788696289062,19.9854,139,2262.4,139,695000,25.2848,3149.68
-523.5540161132812,20.6954,140,2719.63,140,700000,25.786,3158.34
-601.9532470703125,17.6172,141,2425.01,141,705000,25.0964,3150.61
-666.7094116210938,22.0203,142,2722.48,142,710000,25.4858,3158.56
-626.6253662109375,16.0222,143,2796.14,143,715000,24.7422,3157.14
-532.154052734375,16.6452,144,2625.93,144,720000,25.0931,3158.81
-562.8695678710938,16.7242,145,2554.11,145,725000,25.2844,3175.92
-636.14599609375,18.1473,146,2775.06,146,730000,25.1514,3168.25
-795.6470336914062,20.3531,147,2003.9,147,735000,24.9067,3147.8
-833.0853271484375,16.8572,148,1931.04,148,740000,25.9832,3180.9
-723.8424072265625,17.2393,149,2434.69,149,745000,25.2319,3162.68
-505.452392578125,15.8681,150,2887.02,150,750000,24.867,3149.42
-621.1719970703125,15.3282,151,2164.09,151,755000,24.7193,3195.54
-272.86822509765625,17.1921,152,3074.16,152,760000,26.4189,3157.99
-713.1189575195312,16.5895,153,2524.92,153,765000,25.2624,3167.68
-733.7149658203125,16.4322,154,2621.96,154,770000,24.9426,3160.16
-725.374755859375,15.6476,155,2033.55,155,775000,25.0282,3165.41
-610.82275390625,15.688,156,2521.09,156,780000,25.0966,3183.12
-693.426513671875,17.142,157,2366.08,157,785000,24.6589,3171.69
-836.876953125,17.5496,158,2036.89,158,790000,26.0052,3185.05
-265.02203369140625,15.7939,159,2998.33,159,795000,25.0969,3170.54
-793.8041381835938,20.5946,160,2429.04,160,800000,26.1029,3179.88
-421.55413818359375,15.8665,161,3068.53,161,805000,25.4384,3169.97
-764.4710083007812,16.5716,162,2014.12,162,810000,25.0792,3185.49
-615.2034912109375,18.0793,163,2913.7,163,815000,24.713,3170.09
-762.8944091796875,17.3657,164,2306.12,164,820000,25.1876,3160.29
-879.5030517578125,18.6732,165,2659.59,165,825000,25.4662,3176.86
-406.0460205078125,15.5705,166,2718.05,166,830000,25.0119,3168.75
-702.27734375,17.4018,167,2391.08,167,835000,25.2297,3192.34
-562.1982421875,15.9185,168,2788.87,168,840000,24.3144,3175.37
-437.158935546875,15.8976,169,2867.45,169,845000,24.7801,3203.98
-556.623779296875,16.5102,170,2767.94,170,850000,24.1323,3180.56
-474.8873596191406,16.4443,171,2961.68,171,855000,24.9141,3155.99
-455.4909973144531,16.8132,172,2798.78,172,860000,24.7668,3167.01
-277.150634765625,15.798,173,3168.69,173,865000,24.673,3167.8
-422.48291015625,15.2882,174,3075.1,174,870000,24.3538,3169.83
-293.94256591796875,15.6158,175,3167.94,175,875000,24.8645,3185.69
-484.6178283691406,16.3928,176,2711.49,176,880000,25.0223,3181.28
-292.3396911621094,15.5618,177,2847.13,177,885000,24.6,3168.49
-939.1229858398438,20.0467,178,2189.28,178,890000,24.4389,3183.28
-1163.2139892578125,21.7767,179,1632.44,179,895000,25.5248,3169.28
-552.69677734375,15.8722,180,2666.04,180,900000,23.7708,3176.27
-637.562744140625,15.7481,181,2829.91,181,905000,24.415,3168.77
-460.5968017578125,15.3624,182,2866.37,182,910000,24.359,3193.96
-923.4401245117188,17.2668,183,2324.43,183,915000,25.4487,3182.64
-1073.17333984375,20.117,184,2409.76,184,920000,25.4372,3183.94
-912.5299682617188,17.2595,185,2368.63,185,925000,24.6917,3176.48
-918.2840576171875,20.747,186,1895.84,186,930000,24.8762,3204.68
-478.9060363769531,16.2022,187,2860.19,187,935000,24.2094,3190.03
-534.6277465820312,16.4623,188,2985.09,188,940000,24.1971,3182.73
-447.4175109863281,15.601,189,2443.06,189,945000,23.747,3189.15
-883.7095947265625,18.6001,190,2128.19,190,950000,24.0814,3185.08
-615.8739624023438,16.3105,191,2203.46,191,955000,24.5119,3200.99
-910.1719360351562,19.3043,192,2404.22,192,960000,24.3695,3169.95
-930.2944946289062,16.3026,193,2270.87,193,965000,24.5701,3189.81
-567.0689697265625,14.5849,194,2855.09,194,970000,23.7841,3156.66
-754.5798950195312,17.0978,195,3045.14,195,975000,24.2235,3192.99
-869.696533203125,19.3837,196,2056.32,196,980000,23.3237,3231.11
-486.2401428222656,14.8874,197,2881.57,197,985000,23.7466,3156.02
-661.4738159179688,16.4311,198,2811.01,198,990000,23.4732,3193.21
-429.33892822265625,15.0506,199,3061.36,199,995000,23.888,3209.38
