Real Sto Return,Itration,Running Update Time,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Running Reverse KL
5065.93,768,768,5158.41,3840000,-10538.2060546875,40.9345,18.4151
4942.8,769,769,5027.06,3845000,-10399.3359375,40.8997,19.5551
5028.66,770,770,5028.79,3850000,-10709.427734375,41.5418,19.284
4894.18,771,771,5083.2,3855000,-10456.2939453125,41.9803,18.6558
4920.42,772,772,4936.27,3860000,-10453.9912109375,41.1642,19.9721
4844.05,773,773,5090.64,3865000,-10641.3154296875,41.1862,20.0575
4718.4,774,774,4943.83,3870000,-10849.5634765625,42.4602,19.4325
4934.15,775,775,4934.45,3875000,-11072.4375,42.1387,18.5838
4102.61,776,776,5026.29,3880000,-11309.404296875,42.3959,19.2691
4962.32,777,777,4991.17,3885000,-10699.453125,41.6439,19.7833
4842.85,778,778,4882.9,3890000,-10656.4345703125,41.9964,20.0211
4599.76,779,779,4359.34,3895000,-10451.6474609375,42.5551,21.7896
4701.0,780,780,4941.12,3900000,-10736.9365234375,42.0572,19.7206
4852.72,781,781,4916.49,3905000,-10800.1875,41.5165,19.4831
4920.4,782,782,4907.88,3910000,-10712.5771484375,42.0878,19.9052
4900.96,783,783,4967.33,3915000,-10692.1650390625,40.8451,19.2199
4881.9,784,784,4918.71,3920000,-10710.9609375,41.4215,19.8177
4876.94,785,785,4871.96,3925000,-10699.7080078125,41.1922,19.3317
4931.6,786,786,5097.48,3930000,-10609.4970703125,41.2729,19.2498
4718.69,787,787,4978.86,3935000,-10396.380859375,41.5876,18.7875
4899.74,788,788,4997.29,3940000,-10696.146484375,41.1748,19.3608
4652.66,789,789,4900.01,3945000,-10740.884765625,41.4925,19.386
4926.94,790,790,4952.32,3950000,-10791.1474609375,41.568,19.6891
4882.94,791,791,4979.76,3955000,-10808.029296875,41.1275,18.2637
3978.17,792,792,4898.52,3960000,-10309.2978515625,41.5442,19.6199
4733.41,793,793,4859.85,3965000,-11068.921875,42.2768,20.088
4880.58,794,794,4921.95,3970000,-10612.7060546875,41.9485,18.631
4612.04,795,795,4929.14,3975000,-10497.392578125,41.4342,18.8931
4421.55,796,796,4763.08,3980000,-11299.962890625,43.1937,19.0063
4877.92,797,797,4898.63,3985000,-11092.8056640625,42.644,20.5404
4232.37,798,798,4899.21,3990000,-10784.4140625,42.075,19.4253
4599.91,799,799,4842.64,3995000,-10632.095703125,42.704,22.4061
4330.3,800,800,4896.43,4000000,-10376.4462890625,40.9932,19.362
4975.13,801,801,5029.59,4005000,-10823.1708984375,41.5168,19.2048
4764.38,802,802,5000.89,4010000,-10571.08203125,42.8427,19.5564
4556.33,803,803,4960.06,4015000,-10865.0654296875,41.9742,19.5047
4481.36,804,804,4946.21,4020000,-10514.7294921875,41.8137,21.0283
4538.78,805,805,4893.51,4025000,-10418.693359375,41.531,19.6713
4156.49,806,806,4999.27,4030000,-10469.78515625,42.328,20.306
4764.81,807,807,4898.38,4035000,-11037.111328125,41.9674,20.5181
3410.84,808,808,4985.81,4040000,-10421.1943359375,41.7662,23.0858
4033.36,809,809,4995.14,4045000,-10850.49609375,40.9761,19.0216
2706.23,810,810,3858.63,4050000,-10207.0966796875,42.9846,39.4904
4513.01,811,811,4825.88,4055000,-11115.0849609375,41.1327,18.6915
3440.45,812,812,2898.86,4060000,-11096.0078125,41.832,20.2412
3932.47,813,813,4902.91,4065000,-10944.2578125,41.8107,19.1865
4395.94,814,814,5070.1,4070000,-10954.173828125,41.0497,21.3259
4609.06,815,815,4874.41,4075000,-10851.193359375,41.2155,19.6652
4327.08,816,816,5126.63,4080000,-10882.66796875,41.3383,19.917
4712.05,817,817,3370.32,4085000,-10887.46484375,41.6048,19.1809
4820.48,818,818,4761.22,4090000,-11023.2314453125,41.7466,19.1857
4642.5,819,819,4739.59,4095000,-10956.3349609375,41.9685,19.5027
4482.81,820,820,4688.87,4100000,-10883.1826171875,42.4477,22.9485
3305.24,821,821,3801.78,4105000,-10595.302734375,42.9338,47.6306
4447.5,822,822,4948.19,4110000,-11319.8974609375,42.0355,19.7666
4478.63,823,823,4438.56,4115000,-11135.591796875,41.9328,19.6984
4049.04,824,824,4715.33,4120000,-11171.80078125,41.8106,21.3941
4652.41,825,825,5100.99,4125000,-10853.4482421875,42.0639,20.9339
4258.73,826,826,5121.58,4130000,-10681.6337890625,41.9523,31.2884
4182.17,827,827,4551.36,4135000,-11048.517578125,41.8063,28.6753
4726.68,828,828,4933.65,4140000,-11099.85546875,42.5633,29.8424
4391.81,829,829,5106.29,4145000,-11136.3369140625,43.0914,22.8535
2756.45,830,830,4445.09,4150000,-10293.732421875,43.6268,65.6784
4014.82,831,831,5181.53,4155000,-11013.0537109375,41.623,25.6894
3618.3,832,832,4925.18,4160000,-10429.71875,42.4282,47.5483
3292.28,833,833,5069.96,4165000,-10863.7314453125,41.7838,36.939
4862.72,834,834,4842.25,4170000,-10712.125,41.9059,20.4714
4225.98,835,835,5161.33,4175000,-10553.7744140625,41.7368,32.873
4326.57,836,836,5038.0,4180000,-10882.576171875,42.4407,29.5057
5044.3,837,837,5179.32,4185000,-10927.19140625,41.6235,19.3735
3972.56,838,838,5170.3,4190000,-11558.0390625,42.1491,20.5878
4417.09,839,839,5085.76,4195000,-10949.6025390625,41.2695,22.4516
3612.64,840,840,3467.67,4200000,-10594.7470703125,42.2308,31.7202
4324.38,841,841,5070.77,4205000,-10663.4267578125,42.5951,34.6594
4544.7,842,842,5080.09,4210000,-11200.5546875,41.7944,22.6082
4891.39,843,843,4916.52,4215000,-10827.548828125,42.2534,21.834
4578.1,844,844,5052.95,4220000,-11404.6689453125,42.8456,21.0594
4936.03,845,845,5082.48,4225000,-11017.8994140625,41.6953,20.1657
4930.59,846,846,5068.7,4230000,-10827.724609375,41.6381,20.9525
4214.48,847,847,5009.23,4235000,-10576.3720703125,40.9135,19.3727
3102.97,848,848,2852.82,4240000,-11612.3828125,42.0248,18.5809
4874.22,849,849,4980.93,4245000,-10813.0322265625,40.8694,20.3112
4963.78,850,850,5014.31,4250000,-11230.078125,41.435,19.3841
4909.92,851,851,4958.65,4255000,-11025.60546875,42.5473,20.8711
4718.11,852,852,4941.35,4260000,-10584.791015625,42.1055,19.9275
4430.88,853,853,4812.96,4265000,-10950.0791015625,41.9039,19.43
4924.08,854,854,4932.71,4270000,-10440.7568359375,41.1174,20.1048
4620.01,855,855,4502.4,4275000,-10848.640625,41.958,22.2189
4608.97,856,856,4966.13,4280000,-11512.1220703125,41.5143,19.7555
4970.45,857,857,5005.7,4285000,-11138.19921875,41.5541,19.2546
4124.85,858,858,4744.37,4290000,-10946.466796875,41.7062,31.0963
3265.54,859,859,3618.08,4295000,-11067.5166015625,42.1415,38.7258
4597.63,860,860,4940.94,4300000,-11518.705078125,42.1897,24.1466
4692.95,861,861,4901.9,4305000,-10955.9287109375,41.4286,30.1623
4494.76,862,862,5002.41,4310000,-11401.9853515625,41.8877,25.8688
4342.03,863,863,4949.35,4315000,-11174.38671875,42.5009,34.5183
4766.19,864,864,4930.53,4320000,-11792.1708984375,42.2282,20.3272
3975.88,865,865,4807.66,4325000,-11051.2998046875,41.9668,36.4729
4183.55,866,866,4977.54,4330000,-10975.4677734375,41.8153,39.1948
4810.23,867,867,5174.39,4335000,-10987.244140625,40.7992,19.0378
4296.8,868,868,4760.55,4340000,-11031.3896484375,41.5721,25.4268
4864.76,869,869,4873.8,4345000,-10978.0048828125,40.3769,18.3644
4258.01,870,870,4882.76,4350000,-11170.56640625,41.8729,32.1864
4745.85,871,871,4316.54,4355000,-11336.7626953125,41.3251,18.8247
4718.79,872,872,4866.59,4360000,-11276.255859375,41.6453,22.6957
4999.82,873,873,4995.22,4365000,-11275.7705078125,42.2045,21.4123
4446.84,874,874,4967.46,4370000,-10956.7060546875,41.684,30.7339
2542.25,875,875,4696.61,4375000,-11125.6162109375,43.2294,47.1165
3589.64,876,876,4817.59,4380000,-11481.0380859375,42.0278,24.9826
3748.78,877,877,4435.11,4385000,-11157.5087890625,40.5075,24.6663
4415.02,878,878,4771.34,4390000,-11143.5078125,41.1472,24.0959
4434.05,879,879,3990.9,4395000,-11192.6064453125,41.1219,28.1083
4105.85,880,880,4896.62,4400000,-11054.4189453125,41.3599,27.7494
4387.33,881,881,4976.86,4405000,-11317.0380859375,41.2287,21.1708
4609.47,882,882,4748.81,4410000,-11323.74609375,41.3507,19.6549
4413.85,883,883,4751.22,4415000,-11437.1318359375,40.8042,18.8096
4952.83,884,884,4986.41,4420000,-11380.271484375,41.5821,20.4529
4240.41,885,885,4851.06,4425000,-11529.23046875,43.1315,34.1331
4646.39,886,886,4859.92,4430000,-11520.2080078125,42.439,21.5017
4133.43,887,887,4832.53,4435000,-11499.205078125,42.2382,21.854
4455.22,888,888,4903.79,4440000,-11978.7998046875,43.1897,23.7655
4660.84,889,889,4850.51,4445000,-11693.55859375,42.1677,20.2766
3018.88,890,890,4895.93,4450000,-11263.2783203125,42.9663,37.9465
4752.39,891,891,4820.04,4455000,-11557.673828125,41.6724,19.7744
4545.79,892,892,4926.16,4460000,-11549.8291015625,41.9679,28.6144
4034.73,893,893,4953.5,4465000,-11592.7607421875,42.6289,31.2477
4918.25,894,894,4980.12,4470000,-11628.11328125,42.7883,20.3327
5043.58,895,895,5070.66,4475000,-11374.0,42.1438,20.7824
5054.58,896,896,5122.75,4480000,-11442.30078125,42.1591,21.4581
4907.87,897,897,4948.0,4485000,-11569.0048828125,42.7721,19.7623
3938.75,898,898,4827.42,4490000,-11417.8896484375,41.9734,25.1679
3916.91,899,899,4712.93,4495000,-11186.591796875,41.8303,27.4993
4297.11,900,900,4893.82,4500000,-11243.7861328125,41.5543,19.7272
4754.56,901,901,4632.83,4505000,-11425.111328125,41.3106,18.8097
5025.83,902,902,5013.52,4510000,-11628.6298828125,42.0014,18.3474
4736.57,903,903,5053.3,4515000,-11507.7587890625,41.5214,19.3509
4343.68,904,904,4914.18,4520000,-11284.1669921875,41.4268,22.1548
4773.84,905,905,4973.64,4525000,-11461.732421875,41.4065,18.2589
4715.76,906,906,4892.01,4530000,-11655.1259765625,42.0252,19.1898
4686.02,907,907,4750.84,4535000,-11573.419921875,41.8199,19.467
4927.14,908,908,4771.04,4540000,-11576.9326171875,41.8412,19.133
4697.26,909,909,4783.77,4545000,-11494.2197265625,41.5935,23.1072
4423.81,910,910,4896.87,4550000,-11465.09765625,41.9603,24.4872
4685.22,911,911,4882.63,4555000,-11627.607421875,42.0957,22.7341
4866.96,912,912,4895.42,4560000,-11680.3125,41.7722,19.5103
4349.47,913,913,4931.88,4565000,-11527.9609375,42.5241,18.7727
4520.95,914,914,4725.12,4570000,-11579.505859375,42.4741,21.3411
4890.59,915,915,4813.66,4575000,-12072.822265625,42.3048,20.0593
4977.31,916,916,5013.89,4580000,-11887.9033203125,42.0592,23.8408
4899.74,917,917,4803.5,4585000,-11678.146484375,41.772,20.7352
4980.55,918,918,4935.94,4590000,-12159.4775390625,42.6176,20.5275
4927.1,919,919,4909.96,4595000,-11997.466796875,43.068,24.6523
4924.61,920,920,4909.73,4600000,-11827.9873046875,42.2305,24.5953
4972.12,921,921,4996.34,4605000,-11949.5439453125,42.2369,21.1904
4891.97,922,922,4841.23,4610000,-11891.115234375,42.3101,20.6091
4926.66,923,923,4928.69,4615000,-11500.6845703125,41.5155,21.2932
4965.93,924,924,4926.11,4620000,-11893.5771484375,42.4968,21.6537
4868.64,925,925,4968.09,4625000,-11428.05859375,42.0716,19.746
4562.06,926,926,4961.68,4630000,-11824.57421875,42.3458,20.7237
4568.95,927,927,5012.19,4635000,-12001.3369140625,42.5001,21.2912
4301.28,928,928,4878.42,4640000,-11678.2265625,42.4983,20.5724
4993.73,929,929,5005.8,4645000,-12172.8310546875,42.982,20.5858
3896.93,930,930,5002.82,4650000,-12006.775390625,42.8553,23.6979
4841.25,931,931,5049.68,4655000,-12037.986328125,42.7812,25.3372
3884.86,932,932,4874.44,4660000,-11737.9765625,42.5877,29.995
4692.88,933,933,4938.96,4665000,-12149.044921875,43.049,20.5426
3734.12,934,934,4582.91,4670000,-11972.4326171875,42.0999,20.552
4208.41,935,935,4632.62,4675000,-11883.6025390625,42.5931,26.925
4197.66,936,936,5074.99,4680000,-12004.9931640625,43.403,30.2256
4607.41,937,937,4886.13,4685000,-12087.8544921875,42.6635,23.2077
3842.47,938,938,5154.3,4690000,-11691.3486328125,43.4613,36.8562
4112.94,939,939,4916.02,4695000,-11917.0263671875,44.5133,41.7966
4233.91,940,940,5084.07,4700000,-11911.0166015625,43.1244,20.1808
3353.06,941,941,4641.65,4705000,-12497.9873046875,44.5299,36.1665
386.49,942,942,417.04,4710000,-12163.25390625,47.821,57.273
130.87,943,943,81.73,4715000,-11273.3388671875,52.3845,39.5421
323.49,944,944,1345.82,4720000,-9589.009765625,47.5456,51.296
3789.45,945,945,819.04,4725000,-11643.5869140625,42.0312,29.1171
4485.17,946,946,3806.03,4730000,-12304.755859375,42.4763,20.7838
4203.9,947,947,4559.78,4735000,-11736.51171875,42.1676,21.5496
4178.07,948,948,2977.58,4740000,-11439.39453125,42.042,28.2094
4828.37,949,949,4823.02,4745000,-11916.5458984375,42.345,20.6009
4872.01,950,950,4862.96,4750000,-11799.890625,42.2639,20.2939
4767.59,951,951,4818.34,4755000,-11319.8857421875,41.9342,20.3436
4467.81,952,952,4809.16,4760000,-11367.9482421875,42.231,23.3206
3763.09,953,953,4365.2,4765000,-11538.853515625,43.0009,21.2823
4766.83,954,954,4773.49,4770000,-11744.7578125,41.9009,20.2204
4330.13,955,955,4566.95,4775000,-11960.1962890625,43.0705,30.4012
4764.5,956,956,4867.05,4780000,-11860.974609375,42.4557,20.5911
4914.27,957,957,5163.9,4785000,-11466.8154296875,41.3849,19.7454
4705.91,958,958,4923.77,4790000,-11467.3974609375,41.1651,18.7889
4891.58,959,959,4851.05,4795000,-11355.2412109375,41.6579,19.0979
4754.58,960,960,4981.51,4800000,-11672.7587890625,41.3715,19.9804
4853.04,961,961,4916.57,4805000,-11708.39453125,42.2909,19.4998
4837.44,962,962,5114.0,4810000,-11617.421875,41.419,19.4427
4894.04,963,963,4746.61,4815000,-11873.95703125,42.4418,19.867
5028.57,964,964,4980.52,4820000,-12033.611328125,42.7888,20.2943
5064.44,965,965,5113.01,4825000,-11577.109375,42.0162,19.8195
4950.89,966,966,4987.18,4830000,-11946.515625,41.6129,20.1327
4945.42,967,967,4913.79,4835000,-12200.9072265625,43.0072,20.8512
5024.44,968,968,5119.22,4840000,-12175.2490234375,42.8677,21.2412
4801.32,969,969,5006.29,4845000,-11803.6865234375,42.176,19.9713
5071.77,970,970,5138.6,4850000,-11976.392578125,42.7948,20.4518
5042.68,971,971,5046.39,4855000,-12011.4365234375,42.7409,20.2676
5060.16,972,972,5056.79,4860000,-12099.5302734375,42.9744,21.0701
5101.54,973,973,5077.4,4865000,-11700.3583984375,41.7708,20.1563
5032.42,974,974,4961.62,4870000,-12288.080078125,42.8128,20.8145
5065.08,975,975,5051.69,4875000,-11835.7431640625,41.4103,20.4814
5096.61,976,976,5108.65,4880000,-11627.068359375,41.3472,19.5722
4819.92,977,977,4999.32,4885000,-12491.2353515625,43.7563,21.9095
4947.79,978,978,4831.87,4890000,-12255.3916015625,42.6999,20.3757
5052.51,979,979,4968.07,4895000,-12491.7041015625,43.0096,21.0406
5143.5,980,980,5134.0,4900000,-11684.3935546875,40.6991,19.2493
5182.04,981,981,5237.53,4905000,-11731.8818359375,41.3228,19.5049
5086.99,982,982,5075.02,4910000,-11668.751953125,41.5835,20.9134
5177.47,983,983,5241.56,4915000,-12077.4365234375,42.2174,20.4762
5055.86,984,984,5132.34,4920000,-12146.64453125,43.2613,20.5666
5075.74,985,985,5190.36,4925000,-11763.162109375,42.2063,20.6143
4845.01,986,986,5106.03,4930000,-12415.9013671875,43.3669,21.3215
4861.17,987,987,5214.95,4935000,-11756.8447265625,42.2329,19.7723
5053.76,988,988,5024.07,4940000,-11255.3486328125,40.5723,19.3637
5183.5,989,989,5191.75,4945000,-12188.6416015625,42.7991,20.4723
4914.65,990,990,5218.39,4950000,-11836.5556640625,41.7237,19.7492
4447.0,991,991,4460.43,4955000,-11497.1181640625,41.7732,19.0406
4912.86,992,992,5137.96,4960000,-11910.0478515625,42.2488,19.8403
4961.19,993,993,5220.13,4965000,-11813.2607421875,41.0564,19.6845
4166.87,994,994,4949.0,4970000,-11839.08984375,42.145,20.6032
5066.52,995,995,5056.94,4975000,-12397.15234375,43.2338,21.5955
4926.78,996,996,4909.19,4980000,-11976.236328125,41.4277,19.3289
5148.16,997,997,5196.63,4985000,-12170.419921875,41.9834,20.9678
3241.42,998,998,4038.56,4990000,-12345.3466796875,42.3647,21.5567
5210.89,999,999,5268.53,4995000,-12434.578125,43.019,21.1825
4643.7,1000,1000,1191.74,5000000,-12317.380859375,41.4402,18.1602
5177.14,1001,1001,5234.62,5005000,-12260.3095703125,41.8226,19.9438
4799.59,1002,1002,5376.99,5010000,-12170.71484375,41.57,19.7742
4635.72,1003,1003,4988.05,5015000,-12165.0712890625,42.1401,19.8014
5154.58,1004,1004,5306.94,5020000,-12282.2646484375,42.6798,20.764
5082.78,1005,1005,5130.5,5025000,-12068.048828125,41.4238,20.1936
5026.44,1006,1006,5159.98,5030000,-11590.666015625,41.2159,19.6993
5038.19,1007,1007,5067.33,5035000,-12065.2958984375,42.6072,20.767
5040.71,1008,1008,5098.12,5040000,-12043.5732421875,41.8216,20.4117
5071.01,1009,1009,5145.58,5045000,-11936.9453125,42.4019,21.8958
5070.58,1010,1010,5126.43,5050000,-12156.3525390625,42.6282,21.2766
5050.48,1011,1011,5137.91,5055000,-11788.51953125,41.7501,19.9779
5119.74,1012,1012,5187.28,5060000,-11943.6630859375,42.6309,21.0336
5098.63,1013,1013,5232.19,5065000,-12057.869140625,41.5701,20.3879
5199.14,1014,1014,5283.54,5070000,-12110.74609375,42.5932,20.7532
4708.51,1015,1015,5274.45,5075000,-11935.9404296875,41.6449,19.9933
4843.03,1016,1016,5242.13,5080000,-11891.345703125,41.5982,19.1825
4633.41,1017,1017,5013.06,5085000,-12045.4658203125,42.2157,18.0253
4430.15,1018,1018,5250.39,5090000,-11742.1171875,41.4908,18.9929
5143.52,1019,1019,5153.27,5095000,-12114.0400390625,42.2027,20.7552
4405.95,1020,1020,5199.18,5100000,-11898.2744140625,42.2289,19.7431
5068.08,1021,1021,5208.64,5105000,-12012.9814453125,43.0417,20.5097
511.62,1022,1022,468.38,5110000,-11600.5078125,47.8618,36.6623
4459.39,1023,1023,4426.05,5115000,-12949.8828125,43.3654,24.4224
883.49,1024,1024,867.86,5120000,-10037.068359375,47.0351,53.2226
1910.9,1025,1025,1776.67,5125000,-11657.181640625,42.6433,26.4299
3228.43,1026,1026,1594.35,5130000,-11932.1484375,44.0685,25.6774
4913.31,1027,1027,1636.71,5135000,-12097.744140625,42.6991,22.7943
5087.57,1028,1028,5212.08,5140000,-12161.423828125,42.4784,20.9654
5198.25,1029,1029,5222.45,5145000,-12113.689453125,42.6638,21.515
5141.9,1030,1030,5234.71,5150000,-11545.17578125,41.0987,19.4334
5165.51,1031,1031,5418.85,5155000,-11508.4384765625,41.3955,20.3162
5153.78,1032,1032,5272.04,5160000,-11601.01171875,41.5247,20.7511
5159.24,1033,1033,5308.09,5165000,-11048.1611328125,39.3692,18.9594
5043.47,1034,1034,5384.6,5170000,-11880.658203125,41.5828,19.8717
4927.57,1035,1035,5470.4,5175000,-11301.6064453125,40.3053,18.3232
5023.17,1036,1036,5451.96,5180000,-11533.9033203125,40.8592,19.2333
5013.67,1037,1037,5199.61,5185000,-11650.47265625,40.4464,19.8022
5232.17,1038,1038,5244.85,5190000,-11693.94921875,40.7279,24.0662
4064.4,1039,1039,5220.03,5195000,-11742.7890625,40.2202,17.2082
4771.81,1040,1040,5226.46,5200000,-11765.037109375,40.2218,18.7883
4906.08,1041,1041,5249.97,5205000,-11547.2353515625,40.0107,18.5059
4563.6,1042,1042,5293.74,5210000,-12027.5068359375,42.3508,19.5614
4983.15,1043,1043,5313.69,5215000,-11617.6181640625,41.0159,18.9423
5209.04,1044,1044,5381.87,5220000,-12253.8359375,41.2845,19.2107
5254.17,1045,1045,5316.41,5225000,-12392.6435546875,42.1513,20.6416
5243.44,1046,1046,5232.25,5230000,-12205.0244140625,42.1228,19.8981
5219.61,1047,1047,5260.22,5235000,-12230.34765625,41.8678,21.0144
5189.98,1048,1048,5251.29,5240000,-12301.3115234375,41.9827,20.303
5180.39,1049,1049,5196.17,5245000,-12290.4931640625,41.6854,21.1318
5147.47,1050,1050,5139.54,5250000,-11957.1953125,41.4076,18.8969
4967.69,1051,1051,5113.49,5255000,-12190.8505859375,41.3419,20.4328
4849.21,1052,1052,5212.85,5260000,-11827.0732421875,40.9365,20.4191
4775.03,1053,1053,5066.09,5265000,-12189.9150390625,41.1585,20.223
4886.73,1054,1054,5063.11,5270000,-12414.0478515625,42.3844,21.7421
5023.86,1055,1055,5107.09,5275000,-12465.9345703125,42.8845,21.2269
-2.25,1056,1056,-2.17,5280000,-11933.8642578125,51.6406,36.9798
3165.54,1057,1057,1331.26,5285000,-12008.8447265625,42.3399,15.866
4401.49,1058,1058,4730.86,5290000,-11448.6787109375,41.3723,26.5302
4858.69,1059,1059,5060.61,5295000,-12223.3505859375,42.0523,21.6232
4978.77,1060,1060,4997.76,5300000,-12118.9140625,41.8025,21.2345
5042.78,1061,1061,5083.63,5305000,-12598.73828125,43.0494,23.89
56.22,1062,1062,65.18,5310000,-12625.40625,51.7753,36.6666
4890.63,1063,1063,5175.18,5315000,-12456.783203125,42.1618,21.3149
5042.3,1064,1064,5087.43,5320000,-12219.7021484375,41.4142,20.6155
4644.95,1065,1065,5016.76,5325000,-11769.4130859375,41.182,19.1204
20.51,1066,1066,22.88,5330000,-9996.98828125,55.4426,53.4103
327.45,1067,1067,423.19,5335000,-10884.779296875,55.7917,56.1531
805.83,1068,1068,1020.4,5340000,-12329.033203125,48.5624,38.7075
401.69,1069,1069,376.35,5345000,-11952.1201171875,51.8301,52.2701
1209.8,1070,1070,1335.66,5350000,-10403.642578125,46.4444,71.621
1743.76,1071,1071,1374.22,5355000,-10729.1376953125,45.1656,76.075
2284.18,1072,1072,2707.77,5360000,-11357.296875,45.4325,29.7423
1060.88,1073,1073,1607.44,5365000,-10860.7763671875,44.7792,74.0193
1532.13,1074,1074,1806.85,5370000,-10834.1484375,45.5196,62.8799
3159.7,1075,1075,2972.97,5375000,-11539.2890625,42.743,31.1765
2734.76,1076,1076,3184.46,5380000,-11607.05078125,43.2719,35.4941
2907.04,1077,1077,4107.8,5385000,-11285.568359375,41.6752,39.9738
3571.51,1078,1078,3348.56,5390000,-11274.8779296875,43.3505,37.8477
4278.85,1079,1079,4568.2,5395000,-13064.603515625,45.0455,23.4116
4295.79,1080,1080,4476.77,5400000,-12643.1181640625,44.2947,24.7047
4417.85,1081,1081,4536.94,5405000,-12323.3125,43.42,25.0678
3965.74,1082,1082,3909.18,5410000,-12087.171875,42.9334,24.074
4206.39,1083,1083,4586.46,5415000,-11695.474609375,41.4801,20.9555
4405.37,1084,1084,4695.98,5420000,-11461.66796875,41.0203,20.9545
4523.18,1085,1085,4625.98,5425000,-11747.6064453125,41.0867,21.0675
4423.78,1086,1086,4613.06,5430000,-11938.0986328125,41.2894,20.5397
4036.67,1087,1087,3993.52,5435000,-11592.5419921875,40.9292,20.87
4742.01,1088,1088,4632.46,5440000,-12341.693359375,42.0542,20.6012
2894.46,1089,1089,4611.74,5445000,-12284.7998046875,41.8767,20.5167
3792.26,1090,1090,4491.46,5450000,-11408.8623046875,41.6029,25.3387
2307.24,1091,1091,4320.54,5455000,-11605.3408203125,40.9493,20.519
1644.45,1092,1092,3342.92,5460000,-11917.775390625,43.1982,46.1272
3237.58,1093,1093,3413.14,5465000,-11678.974609375,42.1001,21.7995
4133.47,1094,1094,4839.1,5470000,-12138.3837890625,41.7488,18.9722
4886.34,1095,1095,4957.54,5475000,-12338.048828125,42.275,20.086
4828.15,1096,1096,4866.24,5480000,-12311.8134765625,42.7139,20.4506
4932.6,1097,1097,4906.91,5485000,-12079.095703125,41.9854,21.0182
4506.18,1098,1098,4878.56,5490000,-12153.71875,42.1659,20.0013
4946.74,1099,1099,4976.43,5495000,-12841.1787109375,42.2961,21.3815
4821.45,1100,1100,5094.48,5500000,-12767.50390625,42.9738,20.6046
4928.01,1101,1101,4917.96,5505000,-12805.6279296875,42.4768,20.4633
4989.41,1102,1102,4942.79,5510000,-12243.4501953125,41.8945,20.9979
3202.36,1103,1103,3045.13,5515000,-11789.154296875,42.4355,20.1479
269.86,1104,1104,186.03,5520000,-12217.44921875,49.0045,30.4495
742.1,1105,1105,706.1,5525000,-11453.3984375,48.249,30.7763
959.87,1106,1106,739.24,5530000,-11096.8583984375,44.3864,32.2373
872.12,1107,1107,759.49,5535000,-11052.16015625,48.0665,33.0123
4309.71,1108,1108,4761.97,5540000,-11917.2705078125,40.0337,19.6484
4973.94,1109,1109,5070.16,5545000,-12469.716796875,40.6818,20.8326
3526.02,1110,1110,4839.94,5550000,-12166.080078125,40.2878,20.3666
5244.12,1111,1111,5310.45,5555000,-12524.890625,41.0931,20.911
5113.51,1112,1112,5168.81,5560000,-12526.4189453125,41.9252,21.1812
5156.18,1113,1113,5269.94,5565000,-12959.8212890625,41.1839,20.7901
5140.16,1114,1114,5161.85,5570000,-13128.466796875,42.0486,22.7835
5127.93,1115,1115,5159.17,5575000,-13501.126953125,42.2444,22.865
5186.06,1116,1116,5144.48,5580000,-13377.9033203125,43.0702,23.1934
4705.79,1117,1117,5211.56,5585000,-12782.4970703125,42.6878,22.3537
5200.48,1118,1118,5293.31,5590000,-12862.2685546875,43.1765,21.7292
5087.94,1119,1119,5104.56,5595000,-13144.45703125,42.6691,21.8968
5106.99,1120,1120,5152.69,5600000,-13089.2509765625,42.2197,21.8427
4985.31,1121,1121,5033.81,5605000,-12860.9638671875,41.7087,22.5245
5194.66,1122,1122,5197.35,5610000,-12651.55078125,41.0028,21.2005
4915.76,1123,1123,4971.17,5615000,-12955.9755859375,41.4132,21.3931
5162.8,1124,1124,5251.32,5620000,-13259.7333984375,42.4403,21.8852
4776.91,1125,1125,5012.31,5625000,-12530.498046875,41.7551,20.6923
5145.93,1126,1126,5268.89,5630000,-13022.431640625,41.9278,21.6436
4919.81,1127,1127,5184.38,5635000,-13098.16015625,42.2362,24.8849
817.85,1128,1128,1346.13,5640000,-13766.1435546875,45.2984,43.2517
1318.55,1129,1129,287.09,5645000,-12655.4111328125,45.7751,37.8786
5016.38,1130,1130,5051.8,5650000,-12974.7138671875,42.801,21.7571
5026.27,1131,1131,5012.64,5655000,-12699.369140625,42.6693,23.2602
4857.4,1132,1132,5174.12,5660000,-12287.25390625,40.5511,20.271
4657.39,1133,1133,5084.45,5665000,-12288.4521484375,39.9871,19.7894
4719.22,1134,1134,5079.94,5670000,-11693.2275390625,41.3903,26.7794
4994.43,1135,1135,5023.35,5675000,-12949.4775390625,41.1127,20.8755
3905.93,1136,1136,3247.18,5680000,-12329.90234375,41.6646,28.1878
4827.4,1137,1137,5125.02,5685000,-11756.853515625,39.8726,23.511
4378.25,1138,1138,4427.07,5690000,-12218.3857421875,39.9733,29.6691
3637.15,1139,1139,2386.42,5695000,-12192.2451171875,40.9806,23.7099
1779.79,1140,1140,543.16,5700000,-12600.4443359375,42.9515,19.5673
4920.82,1141,1141,5178.58,5705000,-12360.84765625,39.7835,20.3007
3570.35,1142,1142,4228.18,5710000,-12916.328125,40.9028,21.7609
5092.43,1143,1143,5061.98,5715000,-12176.439453125,39.8173,20.2887
5007.46,1144,1144,5010.17,5720000,-12358.712890625,39.7742,20.694
