Real Sto Return,Itration,Running Update Time,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Running Reverse KL
3523.11,57,57,3663.87,285000,-376.7266845703125,44.2056,17.1797
3611.14,58,58,3701.84,290000,-354.3444519042969,43.3983,18.0128
3423.67,59,59,3700.22,295000,-399.47833251953125,43.0549,16.2218
3580.91,60,60,3647.38,300000,-354.3038635253906,43.2849,16.6832
3593.54,61,61,3673.57,305000,-418.4385070800781,43.5304,16.1663
3443.77,62,62,3819.36,310000,-470.0018310546875,43.3674,19.6223
3505.64,63,63,3709.66,315000,-415.80010986328125,43.0791,17.0819
3698.83,64,64,3738.97,320000,-391.38555908203125,42.754,15.6936
3664.98,65,65,3676.48,325000,-400.4568176269531,42.703,15.9912
3523.13,66,66,3459.33,330000,-406.9635925292969,42.5168,14.9327
3579.11,67,67,3537.94,335000,-441.4465026855469,42.5925,16.7513
3347.64,68,68,3648.04,340000,-456.22442626953125,42.5391,14.9499
3362.78,69,69,3640.29,345000,-394.1423034667969,42.0387,15.4112
3365.39,70,70,3714.39,350000,-462.36962890625,42.708,14.9067
3625.25,71,71,3691.03,355000,-433.4446105957031,42.4143,15.6759
3594.92,72,72,3806.13,360000,-453.1002502441406,42.2637,15.3174
3494.17,73,73,3654.74,365000,-447.1225280761719,42.627,16.1068
3687.77,74,74,3671.97,370000,-442.3779602050781,42.3345,17.1304
2472.78,75,75,2164.33,375000,-642.3502197265625,43.7967,29.9468
3664.1,76,76,3662.67,380000,-502.16217041015625,43.3576,15.8289
3429.76,77,77,3620.74,385000,-473.5287780761719,43.0647,16.8755
3563.17,78,78,3714.37,390000,-478.3561706542969,42.6486,16.5568
3569.42,79,79,3631.79,395000,-451.5958557128906,42.1476,15.7244
3734.61,80,80,3738.94,400000,-474.9723815917969,42.1395,15.45
3250.02,81,81,3672.59,405000,-505.1029968261719,42.2329,14.7452
3322.31,82,82,3681.35,410000,-530.706787109375,42.7844,16.7174
3689.97,83,83,3697.02,415000,-495.3241882324219,42.0189,15.3684
3600.72,84,84,3652.07,420000,-501.70947265625,42.5312,16.2692
3629.06,85,85,3877.74,425000,-537.3818969726562,42.529,15.4148
3543.12,86,86,3510.43,430000,-526.5901489257812,42.5786,14.5366
3737.86,87,87,3783.75,435000,-531.3942260742188,42.0149,15.5915
3729.88,88,88,3708.46,440000,-546.625,42.7589,16.855
3520.52,89,89,3606.42,445000,-566.7378540039062,42.4632,15.1662
3710.36,90,90,3759.61,450000,-562.5939331054688,42.3507,15.3532
3698.24,91,91,3764.91,455000,-565.2281494140625,42.3616,16.5595
3667.6,92,92,3649.08,460000,-571.9586791992188,41.8758,14.4342
3561.38,93,93,3788.28,465000,-570.821533203125,42.3256,15.3159
3523.3,94,94,3666.05,470000,-611.1064453125,42.402,15.9831
3713.85,95,95,3703.34,475000,-554.1821899414062,41.9195,15.7579
3690.51,96,96,3720.87,480000,-589.73828125,42.2749,15.8407
3404.33,97,97,3644.8,485000,-579.9136962890625,42.2026,15.5403
3673.16,98,98,3680.28,490000,-561.822265625,41.9233,15.9537
3815.8,99,99,3837.07,495000,-593.0338134765625,42.2396,17.2387
3655.61,100,100,3733.21,500000,-620.610107421875,42.3287,15.1439
3662.15,101,101,3633.78,505000,-654.810546875,42.3991,15.4627
3750.89,102,102,3757.21,510000,-638.54296875,42.7331,17.7368
3440.06,103,103,3724.59,515000,-670.8631591796875,42.7076,16.3858
2869.36,104,104,3722.66,520000,-708.8084716796875,42.8635,15.9557
3553.94,105,105,3688.12,525000,-664.6703491210938,41.9419,14.3195
3423.28,106,106,3384.17,530000,-647.805419921875,41.4418,15.2467
3195.22,107,107,3742.46,535000,-727.7593383789062,42.9838,16.75
3311.05,108,108,3796.32,540000,-678.9410400390625,41.7242,15.7997
3384.66,109,109,2991.96,545000,-749.2786254882812,42.339,14.2199
3059.6,110,110,2636.49,550000,-727.0684204101562,41.9439,14.7493
3696.75,111,111,3798.13,555000,-740.5477905273438,42.0259,15.3107
3607.23,112,112,3804.89,560000,-701.7859497070312,42.041,16.9645
2696.09,113,113,1322.74,565000,-766.0165405273438,42.2596,14.5808
3662.76,114,114,3821.79,570000,-695.7625732421875,41.9294,15.2939
3494.46,115,115,3967.12,575000,-688.4343872070312,41.4883,15.4513
3675.17,116,116,3882.01,580000,-700.276123046875,41.9465,15.3768
3654.5,117,117,3831.15,585000,-806.6884155273438,42.3227,16.9502
3557.8,118,118,3764.91,590000,-717.4288330078125,42.0607,14.9857
3874.61,119,119,3975.1,595000,-721.3831176757812,41.7649,14.6582
3893.32,120,120,3869.01,600000,-746.6591186523438,41.6376,14.2941
3507.13,121,121,3857.5,605000,-807.2120971679688,41.9907,16.4559
3812.46,122,122,3836.3,610000,-662.1511840820312,41.851,15.6853
3747.0,123,123,3872.82,615000,-720.1292724609375,41.2451,14.7591
3648.64,124,124,3836.42,620000,-798.690185546875,41.9938,15.8201
3803.06,125,125,3848.26,625000,-705.5255126953125,40.9346,14.8004
3827.37,126,126,3689.94,630000,-729.9768676757812,40.9828,15.2147
3450.68,127,127,3716.85,635000,-865.3623046875,42.1771,15.7011
3877.59,128,128,3960.58,640000,-707.52099609375,40.8086,15.3958
3878.64,129,129,3896.58,645000,-701.2232055664062,41.1328,14.7178
3919.62,130,130,3920.78,650000,-755.8721923828125,40.7073,15.2186
3967.35,131,131,4057.55,655000,-684.6866455078125,40.5221,14.4567
3882.59,132,132,3964.38,660000,-816.1740112304688,41.1002,14.4494
3879.01,133,133,3977.55,665000,-755.0914306640625,41.0033,15.1016
4038.02,134,134,4234.92,670000,-815.5891723632812,41.0297,14.4581
3878.45,135,135,4142.2,675000,-724.0789794921875,40.6486,14.4751
4126.69,136,136,4171.71,680000,-759.3145141601562,41.4393,15.2739
3986.05,137,137,3778.99,685000,-713.2588500976562,41.0461,15.4225
3891.95,138,138,3902.66,690000,-881.9601440429688,40.6216,13.3539
3975.16,139,139,4168.94,695000,-817.6454467773438,40.3613,13.5326
4097.0,140,140,4113.61,700000,-728.3921508789062,40.9142,15.4764
3783.65,141,141,4017.2,705000,-995.7657470703125,41.7207,15.3435
3892.23,142,142,3985.76,710000,-891.8217163085938,41.0332,14.4381
3827.91,143,143,4014.43,715000,-813.3718872070312,41.1645,15.1441
3953.23,144,144,3944.21,720000,-855.7617797851562,41.0496,16.6593
3887.07,145,145,3921.58,725000,-803.2611694335938,41.3312,15.5959
4017.74,146,146,4040.68,730000,-796.9744262695312,41.1939,15.6716
4110.21,147,147,4007.06,735000,-798.5979614257812,41.1754,16.7412
4111.84,148,148,4179.46,740000,-872.3770141601562,40.7042,14.891
4134.41,149,149,4062.21,745000,-778.344482421875,40.1513,15.5353
4083.18,150,150,4298.81,750000,-846.445556640625,40.0432,14.6605
4214.3,151,151,4261.9,755000,-797.4166870117188,41.4399,17.6668
4300.81,152,152,4363.58,760000,-780.061767578125,39.715,15.433
4278.95,153,153,4339.26,765000,-824.5039672851562,39.1619,15.0048
4167.18,154,154,4277.96,770000,-809.244384765625,40.3906,15.4029
4212.48,155,155,4286.81,775000,-789.3026733398438,40.8884,16.6505
4281.21,156,156,4363.52,780000,-898.8648071289062,39.8756,15.1483
4010.04,157,157,4351.83,785000,-940.5547485351562,41.381,16.1035
4268.78,158,158,4237.72,790000,-853.4105224609375,41.1644,17.1104
4117.42,159,159,4116.55,795000,-851.6227416992188,39.4388,13.7026
4154.83,160,160,4338.01,800000,-852.5975341796875,39.3651,14.4557
4139.56,161,161,4181.16,805000,-824.6318969726562,40.1569,17.1112
4152.28,162,162,4206.58,810000,-851.1219482421875,40.3467,15.2747
4332.52,163,163,4332.92,815000,-901.82470703125,40.7775,16.7273
4281.28,164,164,4418.06,820000,-887.3234252929688,39.7387,15.6394
4250.9,165,165,4394.15,825000,-878.82568359375,40.9972,17.0091
4073.31,166,166,4288.89,830000,-852.0296630859375,39.2092,14.2469
4203.2,167,167,4115.04,835000,-925.1919555664062,40.6032,16.9985
4303.67,168,168,4227.02,840000,-981.8681030273438,41.0673,16.2707
4326.77,169,169,4445.36,845000,-941.83154296875,41.0864,16.5341
4270.39,170,170,4360.24,850000,-889.5745239257812,39.5429,15.9547
4439.27,171,171,4603.41,855000,-967.5430297851562,40.5306,15.361
3789.84,172,172,4543.45,860000,-962.7704467773438,39.6207,14.3387
4359.18,173,173,4591.83,865000,-950.5601806640625,41.9207,17.2072
4343.89,174,174,4511.68,870000,-988.5925903320312,40.6833,16.7869
4384.23,175,175,4420.16,875000,-965.6431884765625,40.6103,16.3575
4280.99,176,176,4288.22,880000,-1008.6755981445312,41.0202,16.4198
3809.23,177,177,4063.03,885000,-1082.5352783203125,40.6017,14.8423
4532.41,178,178,4655.72,890000,-962.7836303710938,41.301,17.3622
4050.96,179,179,4163.07,895000,-1030.3282470703125,40.9746,16.4814
3799.96,180,180,4107.44,900000,-1072.64404296875,41.2363,17.3817
4497.75,181,181,4574.86,905000,-1120.2139892578125,41.4876,16.9388
4400.44,182,182,4497.77,910000,-1009.8045043945312,40.1186,17.0144
4295.48,183,183,4546.91,915000,-1033.3397216796875,39.1724,16.037
4452.11,184,184,4461.12,920000,-1011.9111328125,40.5942,16.7549
4370.08,185,185,4280.93,925000,-1118.6099853515625,41.5077,17.965
4116.05,186,186,4481.33,930000,-1179.9527587890625,40.6649,15.7883
1693.3,187,187,1963.15,935000,-1458.8543701171875,41.073,53.257
2650.29,188,188,2329.46,940000,-1568.868408203125,41.9191,31.4469
4170.7,189,189,4240.22,945000,-1154.79736328125,40.4418,17.9621
3862.01,190,190,3346.75,950000,-1130.737060546875,39.0998,15.0584
3610.48,191,191,4386.44,955000,-1211.1151123046875,40.9504,16.3636
4539.63,192,192,4657.72,960000,-1157.4759521484375,41.0599,17.3906
4499.19,193,193,4624.18,965000,-1165.05029296875,40.2246,17.1694
4467.74,194,194,4580.15,970000,-1106.6766357421875,39.4175,15.7747
4390.94,195,195,4554.31,975000,-1174.11474609375,39.9454,16.0779
4031.45,196,196,3724.91,980000,-1158.3717041015625,40.1679,16.2682
3999.43,197,197,4230.49,985000,-1256.640869140625,41.7272,18.3922
4260.28,198,198,3559.0,990000,-1103.962158203125,40.0564,17.5578
4385.7,199,199,4297.79,995000,-1120.7265625,39.5719,18.9683
4392.4,200,200,4385.59,1000000,-1241.4820556640625,40.3381,18.2165
4588.15,201,201,4515.8,1005000,-1150.357666015625,39.4553,17.0649
4491.24,202,202,4558.88,1010000,-1242.515380859375,40.2959,18.1464
4643.51,203,203,4588.93,1015000,-1201.090576171875,39.9988,18.1053
4587.65,204,204,4584.72,1020000,-1171.623046875,39.2603,16.3638
4535.86,205,205,4628.3,1025000,-1230.5418701171875,40.2565,17.6508
4430.22,206,206,4515.2,1030000,-1234.275146484375,40.2244,16.8923
4422.55,207,207,4481.77,1035000,-1255.1136474609375,39.9204,17.1829
4532.53,208,208,4722.97,1040000,-1199.799072265625,38.6248,16.179
4520.12,209,209,4748.93,1045000,-1205.885009765625,38.8593,16.4605
4549.62,210,210,4492.04,1050000,-1224.111083984375,39.0038,15.579
4483.63,211,211,4629.85,1055000,-1289.3359375,39.2826,16.565
4582.85,212,212,4717.47,1060000,-1225.2030029296875,39.7924,16.7315
4077.14,213,213,4489.49,1065000,-1354.2850341796875,38.6909,14.3812
4480.45,214,214,4618.65,1070000,-1308.806640625,39.1999,15.3317
3964.75,215,215,4522.03,1075000,-1324.067138671875,38.6495,15.7485
4523.77,216,216,4652.93,1080000,-1317.49658203125,39.2312,16.1373
4559.32,217,217,4676.96,1085000,-1299.593994140625,39.5255,16.8415
4505.13,218,218,4596.04,1090000,-1337.2218017578125,39.8162,16.7676
4362.76,219,219,4641.12,1095000,-1385.99658203125,38.9503,15.8897
4579.37,220,220,4581.43,1100000,-1450.5162353515625,38.857,17.8588
4373.63,221,221,4568.08,1105000,-1523.896484375,39.7777,18.229
4388.05,222,222,4412.2,1110000,-1475.7618408203125,39.7762,18.261
4585.88,223,223,4648.53,1115000,-1454.561767578125,40.3342,17.5897
4542.44,224,224,3395.71,1120000,-1613.328369140625,40.2763,18.351
4567.54,225,225,4722.28,1125000,-1447.753173828125,39.5883,17.032
4256.43,226,226,4609.91,1130000,-1513.687744140625,39.8461,19.152
4194.72,227,227,4779.91,1135000,-1607.360595703125,40.1987,17.4341
4717.7,228,228,2598.0,1140000,-1567.94140625,39.8022,17.1862
3576.46,229,229,4372.1,1145000,-1827.16162109375,40.3247,16.5569
472.54,230,230,551.24,1150000,-2388.2431640625,47.9411,30.9072
824.94,231,231,4569.94,1155000,-2477.047119140625,46.7865,57.8274
275.84,232,232,15.94,1160000,-2478.380859375,50.4188,34.4212
451.64,233,233,435.89,1165000,-2584.005859375,49.8757,27.1544
746.76,234,234,812.95,1170000,-2308.050537109375,47.5816,47.1227
1273.55,235,235,1494.82,1175000,-2457.0625,45.0768,19.392
1112.59,236,236,704.22,1180000,-2252.857421875,43.6032,15.8371
2016.2,237,237,2669.67,1185000,-2303.4638671875,43.9704,25.4244
1853.83,238,238,3209.54,1190000,-2041.767822265625,40.6181,19.4668
1759.26,239,239,1169.76,1195000,-2208.625732421875,41.3713,19.8068
1084.1,240,240,1401.56,1200000,-2096.35107421875,40.8252,14.5882
2566.1,241,241,1614.35,1205000,-2203.89306640625,41.5353,16.1962
3203.56,242,242,4454.92,1210000,-1932.893798828125,39.5387,14.5422
3326.99,243,243,993.65,1215000,-1982.66650390625,40.2129,14.5779
3631.21,244,244,4490.62,1220000,-1767.3592529296875,39.7845,17.1122
4171.93,245,245,4611.26,1225000,-1809.8580322265625,39.7772,15.7376
4522.61,246,246,4659.48,1230000,-1916.457763671875,40.2189,15.5943
4199.01,247,247,4474.72,1235000,-1833.45654296875,40.3694,16.605
4446.39,248,248,4533.98,1240000,-1723.16748046875,40.2641,16.8131
4526.68,249,249,4597.04,1245000,-1862.0452880859375,40.9124,16.1031
4426.68,250,250,4487.65,1250000,-1847.603515625,40.0939,17.3327
4516.21,251,251,4771.77,1255000,-1750.7950439453125,39.7929,16.9934
4286.19,252,252,4406.98,1260000,-1975.360107421875,41.3232,19.3742
4636.97,253,253,4767.46,1265000,-1825.4527587890625,40.9911,18.5666
4513.36,254,254,4358.53,1270000,-1992.3033447265625,40.4677,17.1013
4599.79,255,255,4804.45,1275000,-2069.80859375,40.7466,16.3424
4635.54,256,256,4633.57,1280000,-1911.419189453125,41.7992,18.5259
4660.76,257,257,4702.22,1285000,-1887.47705078125,40.7207,17.9067
4662.33,258,258,4702.91,1290000,-1940.1983642578125,40.9045,17.7965
4570.3,259,259,4726.15,1295000,-2074.59326171875,41.4253,17.4492
4613.59,260,260,4626.12,1300000,-2060.490234375,41.8697,19.0121
4367.84,261,261,4740.56,1305000,-2098.98974609375,39.7268,15.6341
4221.19,262,262,4092.39,1310000,-2249.742919921875,42.4076,17.4118
3847.62,263,263,4618.19,1315000,-2282.9736328125,41.267,15.0549
4075.33,264,264,4893.95,1320000,-2067.237060546875,41.4984,17.2554
3546.72,265,265,4827.95,1325000,-2310.423828125,41.6079,15.2242
3919.89,266,266,4734.45,1330000,-2362.2470703125,40.8924,14.7478
3615.34,267,267,4832.95,1335000,-2118.21533203125,40.4545,15.9895
3111.29,268,268,4799.6,1340000,-2441.66357421875,41.8047,14.561
3863.58,269,269,4781.8,1345000,-2163.931396484375,41.1013,16.677
4505.41,270,270,4778.31,1350000,-2235.45166015625,40.4922,15.661
4044.0,271,271,4779.62,1355000,-2279.89306640625,40.4836,16.4061
4597.13,272,272,4735.23,1360000,-2088.76611328125,40.0142,17.1649
4614.42,273,273,4705.81,1365000,-2289.175537109375,40.0099,16.298
4363.47,274,274,4752.45,1370000,-2156.52001953125,39.7024,17.2281
4497.3,275,275,4855.78,1375000,-2211.115234375,39.9219,18.7363
4345.6,276,276,4658.66,1380000,-2238.86962890625,39.2911,16.9951
4631.87,277,277,4606.45,1385000,-2249.018310546875,40.063,18.3049
4492.55,278,278,4257.6,1390000,-2345.818115234375,40.6202,19.4514
4585.18,279,279,4649.2,1395000,-2404.233642578125,40.9647,19.7012
4603.27,280,280,4719.47,1400000,-2390.365234375,40.7501,19.4784
4649.5,281,281,4612.39,1405000,-2426.25,41.0389,19.9758
4630.43,282,282,4483.8,1410000,-2316.9443359375,40.1008,18.9607
4398.44,283,283,4678.74,1415000,-2315.608642578125,40.0208,18.8396
3800.04,284,284,4793.8,1420000,-2473.79345703125,40.3515,17.4539
4603.41,285,285,4671.8,1425000,-2442.180419921875,41.1029,19.279
4596.56,286,286,4746.34,1430000,-2356.78759765625,40.9662,18.3065
4663.61,287,287,4837.11,1435000,-2378.873291015625,40.534,17.9725
4670.3,288,288,4504.59,1440000,-2440.642578125,40.4013,18.0629
4682.74,289,289,4818.88,1445000,-2409.770263671875,40.5778,18.1626
4687.74,290,290,4829.25,1450000,-2460.359619140625,40.1127,17.6218
4799.65,291,291,4865.5,1455000,-2481.5869140625,41.4867,18.9994
4782.76,292,292,4893.89,1460000,-2600.890625,41.4966,19.3808
3818.59,293,293,4909.64,1465000,-2761.421630859375,41.7512,18.233
4650.8,294,294,4774.28,1470000,-2493.382080078125,40.6432,18.3514
4733.81,295,295,4875.73,1475000,-2556.104736328125,40.9056,19.9959
4723.32,296,296,4842.44,1480000,-2620.62060546875,40.8725,19.7787
4753.1,297,297,4845.66,1485000,-2589.571044921875,40.7077,18.3263
4739.95,298,298,4812.06,1490000,-2626.149658203125,41.3552,19.2
4760.66,299,299,4764.75,1495000,-2548.75341796875,40.32,18.643
4594.47,300,300,4728.78,1500000,-2764.21484375,41.4662,17.7468
4690.67,301,301,4746.07,1505000,-2593.7548828125,40.5471,18.8661
4785.73,302,302,4819.08,1510000,-2633.40771484375,41.3336,18.8917
4711.59,303,303,4842.63,1515000,-2724.45166015625,41.2525,19.3027
4632.7,304,304,4600.73,1520000,-2682.845458984375,40.9997,18.7894
4674.15,305,305,4596.38,1525000,-2782.81494140625,41.8426,20.1379
4645.72,306,306,4708.57,1530000,-2778.434326171875,41.1083,19.2445
4763.54,307,307,4767.23,1535000,-2620.391357421875,41.0164,18.7443
4737.57,308,308,4686.88,1540000,-2759.4375,40.0118,18.2974
4823.48,309,309,4898.97,1545000,-2713.67333984375,40.8619,17.4129
4447.24,310,310,4830.82,1550000,-2918.8408203125,41.3143,16.6968
4469.81,311,311,4829.47,1555000,-3049.11474609375,41.118,17.1063
4825.58,312,312,4883.43,1560000,-2741.685302734375,40.5362,19.2542
4890.26,313,313,4895.58,1565000,-2736.62646484375,40.7884,18.3289
4871.94,314,314,4905.39,1570000,-2775.850830078125,40.4917,17.8889
4762.64,315,315,4769.57,1575000,-2781.897216796875,40.6349,19.0317
4788.38,316,316,4794.32,1580000,-2814.12744140625,40.4144,19.1047
4782.04,317,317,4855.69,1585000,-2943.176025390625,40.2599,17.6003
4717.04,318,318,4789.71,1590000,-2817.558837890625,39.6062,18.7592
4654.34,319,319,4787.15,1595000,-2992.618408203125,41.3201,18.6717
4786.9,320,320,4824.47,1600000,-2939.427734375,39.8378,17.3804
4735.87,321,321,4848.23,1605000,-3139.342041015625,41.3068,18.4588
4707.33,322,322,4985.96,1610000,-3000.9384765625,39.8881,17.2828
4721.85,323,323,4936.99,1615000,-2902.516357421875,40.1697,18.2237
4469.19,324,324,4906.2,1620000,-3121.243896484375,40.1182,17.4312
4456.3,325,325,4904.07,1625000,-3019.63330078125,40.4641,17.4583
4900.94,326,326,4949.95,1630000,-3117.65625,40.997,19.5775
4831.04,327,327,4898.7,1635000,-3116.796142578125,40.9521,19.1405
4716.91,328,328,4876.69,1640000,-3127.9580078125,40.9369,18.4025
4820.77,329,329,4796.48,1645000,-3172.156494140625,40.8422,17.1683
4614.28,330,330,4834.15,1650000,-3363.7158203125,41.5754,18.2006
4632.42,331,331,4778.83,1655000,-3180.986572265625,42.1327,18.8945
4799.09,332,332,4797.67,1660000,-3069.2353515625,40.6023,17.6589
4678.41,333,333,4741.86,1665000,-3178.263427734375,40.3641,17.6404
4291.58,334,334,4731.66,1670000,-3561.125244140625,41.6705,17.259
3690.88,335,335,4752.12,1675000,-3585.2265625,42.2089,16.152
4520.35,336,336,4629.9,1680000,-3602.862060546875,41.5116,18.6651
4754.57,337,337,4713.23,1685000,-3233.453369140625,41.3595,18.2133
4742.29,338,338,4860.84,1690000,-3414.036865234375,41.5635,17.9428
4727.6,339,339,4084.51,1695000,-3462.328369140625,41.6496,18.3404
3828.88,340,340,3132.63,1700000,-3864.1806640625,41.6704,15.2865
4623.53,341,341,4829.18,1705000,-3400.003173828125,41.5186,17.2697
4512.81,342,342,4885.4,1710000,-3416.17578125,40.4651,16.75
3828.02,343,343,2936.5,1715000,-3767.236328125,41.235,16.0235
4322.38,344,344,1822.09,1720000,-3762.724853515625,40.59,14.9552
15.78,345,345,8.74,1725000,-4618.8916015625,53.0846,63.1532
4677.37,346,346,4892.0,1730000,-3267.854736328125,39.7978,17.505
4738.43,347,347,4881.31,1735000,-3513.3251953125,40.6084,17.9879
4737.9,348,348,4831.99,1740000,-3583.5615234375,40.7945,17.0313
4726.02,349,349,4825.45,1745000,-3274.594482421875,40.6797,18.5762
4110.96,350,350,3392.44,1750000,-4075.51806640625,40.5792,15.327
3807.21,351,351,5009.02,1755000,-3514.781494140625,40.0499,17.12
3065.69,352,352,4936.27,1760000,-4336.0556640625,41.7606,14.6648
3935.42,353,353,5098.79,1765000,-4000.10009765625,40.9751,15.9924
3783.26,354,354,4776.48,1770000,-3879.612548828125,40.6597,16.9339
4004.56,355,355,4817.04,1775000,-3661.36767578125,40.2391,18.8133
4606.15,356,356,4838.37,1780000,-4011.16943359375,41.164,17.1239
4722.2,357,357,4884.29,1785000,-3753.017333984375,40.9581,19.8775
4410.68,358,358,4978.93,1790000,-3732.9140625,39.7806,16.8266
4916.55,359,359,4903.52,1795000,-3617.975830078125,40.4592,19.8918
4789.2,360,360,4788.95,1800000,-3676.316650390625,40.1841,18.9739
4793.82,361,361,4856.45,1805000,-3879.42138671875,41.0456,19.2101
4860.4,362,362,4887.19,1810000,-3776.284423828125,40.1412,20.0285
3854.27,363,363,4349.8,1815000,-3916.86181640625,40.6556,21.0707
4875.22,364,364,4888.17,1820000,-3825.117919921875,39.9982,19.8948
4929.26,365,365,4970.46,1825000,-3850.520263671875,40.5252,20.133
4845.33,366,366,4891.37,1830000,-3886.766845703125,40.0374,20.0424
4692.46,367,367,4913.65,1835000,-3796.293212890625,40.5257,20.6507
4752.97,368,368,4975.04,1840000,-3874.083984375,40.0761,19.936
4937.71,369,369,4996.21,1845000,-4169.6591796875,41.2204,19.2177
4791.21,370,370,5065.31,1850000,-3805.317626953125,39.1984,19.1747
4144.36,371,371,4923.17,1855000,-4136.8818359375,41.499,20.4026
4621.71,372,372,4963.59,1860000,-4035.776611328125,40.442,19.8356
4997.37,373,373,5090.43,1865000,-4227.32373046875,41.1019,19.7991
4918.47,374,374,4914.16,1870000,-4291.37255859375,40.45,19.9287
4651.03,375,375,5085.12,1875000,-3865.684326171875,39.4094,19.1107
4611.91,376,376,5000.49,1880000,-4378.8349609375,40.6271,17.9225
4721.14,377,377,4953.55,1885000,-4173.13232421875,40.2424,19.0159
4903.81,378,378,4887.71,1890000,-4301.591796875,40.5589,20.1073
4962.08,379,379,5030.09,1895000,-4435.0,40.0385,18.1799
4586.19,380,380,5019.27,1900000,-4102.79443359375,40.1177,19.1691
4704.17,381,381,4983.49,1905000,-4176.890625,40.6163,18.9419
4387.7,382,382,5157.76,1910000,-4059.864013671875,39.7882,18.9752
4739.6,383,383,4742.04,1915000,-4281.62841796875,40.4968,19.8362
