Real Det Return,Running Update Time,Reward Loss,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Forward KL
2335.34,372,-63030.51953125,1860000,15.4947,1959.77,372,156.6314
2327.14,373,-62988.1640625,1865000,15.5579,1960.8,373,156.6314
2283.37,374,-63082.41015625,1870000,15.3337,1932.91,374,156.7287
2337.85,375,-63097.57421875,1875000,15.3033,1979.74,375,156.537
2314.58,376,-63360.8984375,1880000,15.4078,1955.93,376,156.5957
2331.84,377,-63574.24609375,1885000,15.4373,1973.11,377,156.5761
2328.85,378,-63739.171875,1890000,15.2701,1971.44,378,156.5879
2319.97,379,-63878.1171875,1895000,15.5557,1969.16,379,156.4472
2322.64,380,-63901.56640625,1900000,15.3342,1959.92,380,156.7035
2328.98,381,-63930.796875,1905000,15.4799,1970.6,381,156.5662
2306.37,382,-63921.953125,1910000,15.1207,1966.32,382,156.5512
2337.28,383,-64325.7578125,1915000,15.144,1968.03,383,156.6077
2337.11,384,-64703.90234375,1920000,15.3366,1960.36,384,156.4636
2348.65,385,-64485.7109375,1925000,15.3287,1996.69,385,156.5188
2339.62,386,-64546.82421875,1930000,15.2733,1956.25,386,156.5642
2351.04,387,-64913.63671875,1935000,15.3036,1983.19,387,156.5743
2318.53,388,-65052.1953125,1940000,15.3579,1961.47,388,156.5979
2326.62,389,-65119.78515625,1945000,15.2579,1960.61,389,156.57
2330.98,390,-65183.49609375,1950000,15.1405,1944.34,390,156.5698
2314.53,391,-64976.953125,1955000,15.128,1953.63,391,156.5385
2345.23,392,-65793.0703125,1960000,15.3407,1952.47,392,156.5435
2339.7,393,-65464.578125,1965000,15.3227,1957.31,393,156.515
