Itration,Real Sto Return,Running Reverse KL,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps
36,7632.87,17.0851,151.676,-3113.210205078125,8223.75,36,180000
37,7895.61,17.4776,151.5862,-3114.9951171875,8383.5,37,185000
38,7830.57,16.7257,151.991,-3159.551025390625,8414.2,38,190000
39,8054.69,17.0101,151.8376,-3451.5849609375,8599.33,39,195000
40,8112.74,16.0648,151.3108,-3395.995361328125,8512.57,40,200000
41,8076.23,16.0612,151.1884,-3442.758544921875,8478.76,41,205000
42,8085.21,17.193,151.3893,-3562.732666015625,8520.37,42,210000
43,8467.23,16.5892,150.6114,-3627.494384765625,8929.07,43,215000
44,8239.33,16.5366,150.5459,-3812.0673828125,8613.18,44,220000
45,8487.41,15.5232,150.1449,-3955.185546875,9108.26,45,225000
46,8624.07,16.5237,150.1314,-3857.601806640625,9179.18,46,230000
47,8337.96,16.2674,150.7076,-4034.857421875,8724.66,47,235000
48,8674.04,16.4054,149.976,-3937.232666015625,9199.17,48,240000
49,8738.47,15.2301,149.7214,-4227.8505859375,8936.04,49,245000
50,8186.78,16.4907,150.0703,-4199.7802734375,9330.46,50,250000
51,8973.59,15.7884,149.252,-4226.63330078125,9414.48,51,255000
52,8940.56,16.1297,149.2729,-4106.2900390625,9421.3,52,260000
53,8484.31,16.4428,149.4876,-4464.60595703125,9150.66,53,265000
54,9040.98,16.6423,149.2804,-4602.3349609375,9340.88,54,270000
55,9053.15,16.7912,149.1668,-4509.84619140625,9702.24,55,275000
56,8994.77,17.022,149.2549,-4627.1611328125,9587.56,56,280000
57,8881.77,17.391,148.5348,-4626.00341796875,9687.44,57,285000
58,9125.27,16.7323,147.8376,-4674.052734375,9605.27,58,290000
59,7553.27,16.507,148.3431,-4932.43017578125,9682.83,59,295000
60,9100.28,16.3794,148.4032,-5103.82958984375,9462.84,60,300000
61,9290.63,17.9234,149.2091,-4952.94970703125,9584.89,61,305000
62,8674.89,17.1058,148.4192,-5045.08740234375,9923.6,62,310000
63,9384.32,16.7999,148.1327,-5193.22607421875,9642.8,63,315000
64,9619.55,18.4316,148.305,-5133.5712890625,10042.41,64,320000
65,9465.13,18.42,147.8301,-5263.29150390625,9864.3,65,325000
66,9739.63,17.4419,147.1081,-5221.474609375,10240.04,66,330000
67,9587.81,17.5972,147.5706,-5386.08349609375,10016.06,67,335000
68,9279.68,16.8744,147.3533,-5469.08349609375,9988.71,68,340000
69,9435.65,17.9471,147.5031,-5518.64013671875,10227.57,69,345000
70,9853.83,17.1799,146.9956,-5560.49755859375,10228.01,70,350000
71,9776.16,17.6823,146.3978,-5660.2763671875,10194.8,71,355000
72,9426.32,17.3453,148.3349,-6025.595703125,9761.96,72,360000
73,9295.69,15.9387,147.5207,-6423.623046875,9666.86,73,365000
74,9641.81,16.8224,147.175,-6117.24658203125,10047.3,74,370000
75,9571.35,16.5003,146.1934,-6132.291015625,10392.39,75,375000
76,10054.89,17.706,146.3541,-6018.826171875,10431.16,76,380000
77,9952.97,17.6727,147.2006,-6235.654296875,10402.13,77,385000
78,9744.33,18.0245,147.3032,-6231.88330078125,10397.46,78,390000
79,10104.41,17.5614,146.8537,-6304.837890625,10503.61,79,395000
80,9831.17,18.4549,146.5824,-6409.5888671875,9810.45,80,400000
81,10016.69,17.7403,146.6257,-6451.6845703125,10597.46,81,405000
82,10132.03,16.4957,147.4228,-6911.64794921875,10678.44,82,410000
83,9843.17,18.2309,146.8477,-6901.4384765625,10114.96,83,415000
84,10115.72,18.2343,146.7311,-6819.01123046875,10531.28,84,420000
85,10113.56,15.8885,146.4669,-7101.10498046875,10654.43,85,425000
86,10122.11,16.4381,146.5401,-7443.5517578125,10697.0,86,430000
87,9239.59,16.2395,146.4795,-7243.97900390625,10779.54,87,435000
88,10231.92,17.5457,146.6416,-7192.0517578125,10616.28,88,440000
89,10256.38,17.0906,145.3674,-7173.69921875,10707.36,89,445000
90,10246.78,17.656,146.4358,-7376.259765625,10674.88,90,450000
91,10263.64,16.2818,145.0448,-7386.6689453125,10882.15,91,455000
92,10116.01,17.8193,145.9897,-7342.5849609375,10816.24,92,460000
93,10427.66,17.8704,145.1112,-7372.87744140625,10817.08,93,465000
94,9911.86,17.6001,145.608,-7503.34326171875,10076.61,94,470000
95,10337.36,17.9103,145.8407,-7485.4423828125,10818.38,95,475000
96,10497.82,17.3581,145.759,-7892.32861328125,10688.26,96,480000
97,9524.18,17.6266,145.7056,-7739.6142578125,10774.95,97,485000
98,10264.8,18.114,145.9234,-7795.83154296875,10806.21,98,490000
99,10308.79,18.2709,145.5332,-7830.84130859375,10783.34,99,495000
100,10436.92,17.8498,145.6273,-7891.591796875,11019.49,100,500000
101,10233.31,17.1299,145.2442,-7986.30810546875,10886.08,101,505000
102,10047.39,16.3986,145.0007,-8443.0751953125,10821.9,102,510000
103,10146.97,15.9327,145.2527,-8620.62890625,11032.94,103,515000
104,10413.59,17.1228,145.8054,-8285.4384765625,10944.1,104,520000
105,9937.02,16.8842,144.546,-8442.5126953125,11016.7,105,525000
106,10118.67,16.2203,145.0051,-8848.345703125,10732.9,106,530000
107,10540.71,18.5995,145.2357,-8473.564453125,10959.05,107,535000
108,10485.62,17.716,145.829,-8723.0751953125,10712.24,108,540000
109,10540.51,16.8863,144.9029,-8813.02734375,11074.69,109,545000
110,10637.66,17.774,145.4533,-8764.5576171875,11106.1,110,550000
111,10680.17,17.406,144.7413,-8733.994140625,11253.97,111,555000
112,10573.88,17.3138,144.0434,-8928.4287109375,10367.85,112,560000
113,10271.91,17.7319,145.098,-9050.7158203125,10710.01,113,565000
114,10541.2,17.7405,144.6536,-9348.7177734375,11079.94,114,570000
115,10475.29,17.262,143.9471,-9262.4814453125,10961.23,115,575000
116,10683.55,17.0352,143.7622,-9394.716796875,11252.63,116,580000
117,10596.01,17.6825,145.0636,-8926.509765625,11100.63,117,585000
118,10413.06,17.7252,145.3509,-9520.22265625,11328.27,118,590000
119,10583.14,16.9337,144.4111,-9542.662109375,11139.2,119,595000
120,10124.03,17.6834,144.0322,-9625.4814453125,11282.44,120,600000
121,10395.02,18.1557,143.879,-9775.52734375,10355.63,121,605000
122,10450.54,17.7665,144.8288,-9825.603515625,11328.81,122,610000
123,10056.1,16.3831,144.3472,-10235.5576171875,10896.61,123,615000
124,10757.39,16.2331,144.1001,-10087.9833984375,11291.28,124,620000
125,10716.28,16.6088,143.6743,-9982.5703125,11366.2,125,625000
126,10882.5,18.0758,144.0122,-9699.341796875,11280.59,126,630000
127,10694.0,16.8604,144.0997,-10240.3037109375,11384.12,127,635000
128,10748.53,17.1049,144.1231,-10384.35546875,11335.73,128,640000
129,10499.23,17.2511,144.0561,-10060.478515625,11173.13,129,645000
130,10709.87,18.7906,144.0696,-10260.5458984375,11140.32,130,650000
131,10805.68,17.907,143.6954,-10272.732421875,11339.43,131,655000
132,10930.05,18.4483,144.2173,-10249.318359375,11329.35,132,660000
133,10807.57,17.9778,143.4079,-10330.7138671875,11383.84,133,665000
134,10863.32,17.3587,143.8672,-10783.5283203125,11534.79,134,670000
135,10294.89,17.7647,145.0854,-11266.798828125,11190.5,135,675000
136,10976.23,17.2945,143.0233,-10267.3642578125,11413.61,136,680000
137,10781.23,17.9585,143.571,-10933.6474609375,11471.35,137,685000
138,11103.37,17.4767,143.7808,-10822.890625,11423.77,138,690000
139,10582.07,17.2718,143.6171,-10643.1259765625,11477.59,139,695000
140,10792.33,17.9216,143.2776,-10757.34765625,11593.1,140,700000
141,11083.71,18.2221,143.7594,-11179.9189453125,11643.08,141,705000
142,10811.38,18.1212,143.8324,-10991.9775390625,11619.52,142,710000
143,10968.44,18.4034,143.5867,-11299.9697265625,11313.98,143,715000
144,11017.66,17.6169,144.3964,-11215.181640625,11492.49,144,720000
145,11157.06,17.8965,143.8229,-11296.4248046875,11619.15,145,725000
146,11100.38,18.3744,145.1049,-11495.77734375,11411.4,146,730000
147,10906.27,17.7784,143.8318,-11763.197265625,11199.44,147,735000
148,10625.29,17.9222,143.7721,-11775.5439453125,11321.64,148,740000
149,11130.76,18.1438,143.149,-11814.318359375,11470.81,149,745000
150,10920.94,17.2338,143.1277,-11870.5439453125,11415.93,150,750000
151,11242.74,17.2547,143.6384,-12073.708984375,11685.88,151,755000
152,10655.52,17.8139,142.5811,-11528.9853515625,11434.59,152,760000
153,11251.68,17.8653,143.6702,-11625.4599609375,11689.84,153,765000
154,11061.25,17.628,143.0053,-11801.779296875,11432.75,154,770000
155,10515.05,17.0894,142.9858,-12205.203125,11627.55,155,775000
156,10716.89,18.1962,143.3031,-11841.46484375,11649.5,156,780000
157,10744.95,16.4533,143.4294,-12656.7568359375,11598.66,157,785000
158,11042.77,18.2783,143.3991,-12098.326171875,11500.28,158,790000
159,11248.4,18.4416,143.4061,-12409.3369140625,11565.28,159,795000
160,11192.89,17.4148,142.1088,-11620.3408203125,11652.24,160,800000
161,11097.91,17.4971,143.0629,-12487.361328125,11661.26,161,805000
162,10925.12,16.7761,143.0348,-12751.923828125,11564.18,162,810000
163,10951.4,17.564,143.0487,-12621.3662109375,11391.68,163,815000
164,11131.57,15.7978,142.646,-13526.931640625,11551.06,164,820000
165,11194.95,17.4786,141.9084,-12434.9033203125,11630.78,165,825000
166,11159.44,18.2812,142.4829,-12889.39453125,11749.26,166,830000
167,10750.32,18.2527,143.1317,-13220.3564453125,11670.4,167,835000
168,10650.63,16.7258,142.2412,-12930.89453125,11600.53,168,840000
169,10851.51,16.6351,143.1103,-13532.5224609375,10868.3,169,845000
170,11200.51,17.3562,142.3876,-13450.90625,11381.07,170,850000
171,10288.15,18.4525,143.2621,-13795.740234375,11613.48,171,855000
172,10718.27,17.6956,143.1883,-13390.646484375,11660.72,172,860000
173,10740.41,17.6585,143.4187,-13915.34765625,11236.63,173,865000
174,11194.1,18.6316,143.8205,-13355.83984375,11564.35,174,870000
175,11285.17,17.6374,141.901,-13443.33203125,11798.94,175,875000
176,11101.37,18.0138,142.8526,-14123.3212890625,11481.59,176,880000
177,11077.12,17.587,142.7955,-13245.0791015625,11553.34,177,885000
178,10082.96,16.6827,142.2044,-14308.2578125,11382.03,178,890000
179,10245.62,17.9965,142.8398,-14135.236328125,11255.49,179,895000
180,11068.25,18.3663,141.8609,-13934.185546875,11686.69,180,900000
181,9642.99,16.4653,142.4123,-15300.4580078125,11103.72,181,905000
182,11265.8,18.7626,142.737,-14221.8251953125,11678.97,182,910000
183,11138.35,17.8586,142.941,-14577.10546875,11482.26,183,915000
184,11091.48,18.7821,143.3761,-14468.0859375,11542.13,184,920000
185,11003.98,16.8972,142.7486,-14826.37890625,11786.79,185,925000
186,11348.3,17.337,143.5058,-14855.3828125,11706.76,186,930000
187,10727.34,18.0891,143.4114,-14838.2080078125,11238.62,187,935000
188,11376.88,17.3535,142.4725,-14854.9150390625,11850.91,188,940000
189,11082.58,17.4095,142.2815,-15017.626953125,11619.38,189,945000
190,8839.77,15.3945,143.3407,-16558.79296875,11020.6,190,950000
191,11144.16,18.114,143.0633,-15586.4755859375,11612.47,191,955000
192,10751.38,16.2453,143.2462,-16262.74609375,11514.62,192,960000
193,11261.87,17.9654,142.4649,-15180.9248046875,11784.92,193,965000
194,11303.68,17.1577,142.5455,-15820.857421875,11795.29,194,970000
195,11086.91,17.9771,142.9393,-16165.099609375,11693.72,195,975000
196,11246.06,17.8692,142.0261,-15422.7138671875,11872.41,196,980000
197,10910.65,17.1455,142.802,-16070.025390625,11351.57,197,985000
198,11145.17,18.9629,142.6241,-16152.39453125,11667.48,198,990000
199,11198.27,17.5885,142.7775,-15955.2822265625,11701.68,199,995000
200,11311.52,18.0582,142.7841,-16038.4365234375,11862.18,200,1000000
201,11015.48,17.3127,142.8772,-16610.607421875,11498.44,201,1005000
202,11170.84,18.4966,143.6044,-16401.103515625,11574.01,202,1010000
203,11194.64,17.6214,142.4534,-16529.185546875,11798.86,203,1015000
204,11280.27,19.0293,142.8342,-16126.3857421875,11664.31,204,1020000
205,11207.46,17.6896,143.0385,-16516.28515625,11682.32,205,1025000
206,11261.75,17.5566,143.121,-16828.37890625,11772.07,206,1030000
207,11220.91,17.4268,142.1846,-17192.501953125,11791.23,207,1035000
208,11144.24,18.2827,143.5232,-17275.162109375,11650.36,208,1040000
209,11367.29,17.7556,142.5308,-16672.15625,11750.07,209,1045000
210,10746.35,17.7945,142.5926,-17089.833984375,10733.55,210,1050000
211,11200.55,18.0487,142.2333,-17086.748046875,11668.19,211,1055000
212,11227.22,18.1364,142.735,-17212.45703125,11639.18,212,1060000
213,11114.2,16.9037,141.6386,-17932.49609375,11584.62,213,1065000
214,11151.4,17.8333,142.5549,-17583.16796875,11751.31,214,1070000
215,11219.37,17.5316,142.0509,-17779.271484375,11607.37,215,1075000
216,11275.82,16.7107,141.6146,-18596.869140625,11801.02,216,1080000
217,11096.68,17.4927,142.6436,-18182.99609375,11493.71,217,1085000
218,11370.06,17.7454,141.904,-17930.1015625,11938.64,218,1090000
219,11179.25,17.5527,141.0402,-18381.412109375,11791.01,219,1095000
220,11166.85,17.8019,142.6123,-18387.0234375,11704.34,220,1100000
221,11053.92,17.6815,141.9695,-17861.466796875,11889.08,221,1105000
222,11245.99,17.2308,142.1247,-18802.24609375,11649.33,222,1110000
223,11327.42,17.5863,141.4028,-18888.990234375,11700.17,223,1115000
224,11238.48,18.4759,142.6599,-18750.568359375,11719.87,224,1120000
225,11368.75,17.7575,142.2358,-18558.755859375,11882.57,225,1125000
226,11268.89,17.5685,142.0875,-18759.21875,11942.08,226,1130000
227,11268.95,17.3297,140.9636,-19055.80859375,11798.47,227,1135000
228,11225.48,16.8721,142.3821,-19827.85546875,11785.56,228,1140000
229,11393.9,17.4814,141.3278,-19331.01171875,12025.21,229,1145000
230,11212.04,17.3284,142.5581,-19566.48828125,11801.09,230,1150000
231,10923.38,17.4835,142.0963,-19950.00390625,11868.49,231,1155000
232,11415.94,17.8953,141.3272,-19144.021484375,11944.83,232,1160000
233,11302.35,17.8729,141.6516,-20092.6953125,11823.64,233,1165000
234,11262.12,17.1172,141.9189,-20004.84375,11763.79,234,1170000
235,11046.06,17.1586,141.4861,-19956.61328125,11622.56,235,1175000
236,11260.68,17.0996,141.8155,-20176.123046875,11784.22,236,1180000
237,11269.09,17.957,141.6281,-19864.384765625,12019.27,237,1185000
238,11511.38,17.6907,142.2687,-19877.8828125,11922.22,238,1190000
239,11228.63,17.4379,141.6428,-20709.0234375,11629.1,239,1195000
240,11351.55,17.7723,141.8679,-20568.05859375,11902.14,240,1200000
241,11377.81,18.4936,141.2987,-20021.69921875,11864.1,241,1205000
242,11210.59,16.6715,141.3297,-20956.669921875,11667.8,242,1210000
243,11308.81,17.985,142.1505,-20893.62109375,11671.32,243,1215000
244,11444.48,18.1376,142.6914,-20628.515625,11289.23,244,1220000
245,11450.59,17.5937,140.9718,-21084.701171875,11904.38,245,1225000
246,10222.09,18.0269,141.4543,-21232.072265625,11888.42,246,1230000
247,11343.95,17.026,142.3273,-21704.185546875,11958.02,247,1235000
248,11522.35,18.2946,141.0609,-21028.912109375,12044.05,248,1240000
249,10282.34,17.7272,141.941,-22019.40625,11750.34,249,1245000
250,11094.85,17.8567,141.8742,-21469.3359375,11813.24,250,1250000
251,11465.33,16.456,141.5074,-22504.18359375,11996.38,251,1255000
252,11478.61,18.066,141.2767,-21577.400390625,11338.78,252,1260000
253,11356.98,17.8648,141.1201,-21681.451171875,11897.21,253,1265000
254,10874.25,17.2744,142.2099,-21860.63671875,11460.35,254,1270000
255,10757.86,16.9846,141.4676,-22775.736328125,11795.52,255,1275000
256,11457.58,18.3393,141.6188,-21741.365234375,11910.33,256,1280000
257,10456.0,17.7102,140.8929,-22476.552734375,11723.74,257,1285000
258,11347.12,17.3378,140.7113,-22560.953125,11874.94,258,1290000
259,11532.36,18.1323,141.7221,-22200.10546875,12025.3,259,1295000
260,11408.3,18.3607,141.4374,-22376.62109375,11774.28,260,1300000
261,11481.36,18.5252,141.2351,-21982.16015625,11886.78,261,1305000
262,11502.97,19.112,141.3562,-22591.005859375,10782.47,262,1310000
263,10790.62,18.2928,141.9344,-23031.35546875,11853.29,263,1315000
264,10712.83,17.1697,141.2342,-23143.263671875,11937.17,264,1320000
265,11495.41,18.3949,141.3166,-22955.392578125,11954.37,265,1325000
266,11545.05,17.674,140.8257,-22876.7265625,11751.6,266,1330000
267,9958.98,18.0465,140.9789,-23131.916015625,10068.89,267,1335000
268,11474.75,17.8879,140.8088,-23539.1171875,11348.04,268,1340000
269,11091.73,18.41,141.7951,-23833.3203125,11779.21,269,1345000
270,11217.73,17.1843,141.0,-23911.833984375,11814.15,270,1350000
271,11413.15,18.2397,141.2239,-23101.08203125,11404.5,271,1355000
272,11134.43,18.9834,140.799,-22942.509765625,11426.51,272,1360000
273,11474.15,18.9177,140.8178,-23265.119140625,11882.54,273,1365000
274,11585.51,17.6153,140.2781,-23282.9296875,12051.86,274,1370000
275,11245.9,18.5707,140.7723,-23333.4453125,12012.79,275,1375000
276,11530.98,18.5691,141.682,-23899.115234375,12024.8,276,1380000
277,11281.51,18.2403,140.6614,-23510.228515625,12019.72,277,1385000
278,10720.07,18.6188,140.0565,-23892.517578125,12173.47,278,1390000
279,11589.9,17.7457,140.5297,-23370.01171875,12105.81,279,1395000
280,11481.21,18.6171,141.3619,-24656.98046875,11310.65,280,1400000
281,11138.76,18.3491,140.6964,-24255.873046875,11829.8,281,1405000
282,11249.55,17.9511,142.4426,-24669.734375,11214.26,282,1410000
283,11184.26,17.9558,140.8667,-23983.978515625,11732.98,283,1415000
284,11379.33,18.2074,140.8337,-24471.88671875,11898.88,284,1420000
285,11216.44,17.273,140.5913,-24420.33984375,11840.36,285,1425000
286,11409.01,18.0278,140.6306,-24785.703125,11495.34,286,1430000
287,11646.82,16.9624,140.5117,-24634.544921875,12142.21,287,1435000
288,11191.93,18.4233,140.15,-24558.8203125,12064.24,288,1440000
289,11484.17,17.2072,140.3546,-25249.279296875,12156.15,289,1445000
290,10394.27,17.6527,141.89,-26087.62109375,11986.73,290,1450000
291,11311.28,17.0096,141.0192,-25647.091796875,11674.7,291,1455000
292,11263.63,17.2365,140.7466,-25029.0625,12104.86,292,1460000
293,11561.15,18.2953,139.9535,-24538.697265625,11407.54,293,1465000
294,11474.46,17.233,141.0278,-25750.3203125,12048.03,294,1470000
295,11576.77,18.4345,141.0277,-25238.28515625,12124.97,295,1475000
296,11234.76,18.3072,139.6664,-24790.990234375,12143.0,296,1480000
297,10722.65,18.7498,140.3833,-25760.859375,11546.03,297,1485000
298,11230.42,18.0054,140.3188,-25735.974609375,12041.26,298,1490000
299,10742.28,17.68,140.1913,-26383.88671875,12142.67,299,1495000
300,10463.79,17.5392,139.3121,-25630.55859375,11967.66,300,1500000
301,10060.76,17.6117,140.8771,-26331.87890625,11974.35,301,1505000
302,11064.43,18.4874,140.6772,-26398.107421875,12184.55,302,1510000
303,9435.99,15.7446,140.178,-27132.755859375,12096.67,303,1515000
304,10432.26,17.8214,141.0577,-27297.568359375,12147.37,304,1520000
305,9863.22,15.3575,141.3791,-27574.64453125,11954.16,305,1525000
306,10598.51,17.0355,140.5917,-26928.572265625,12152.47,306,1530000
307,11582.56,18.2808,139.7288,-26490.1171875,12136.95,307,1535000
308,10720.52,17.1646,141.2319,-27207.185546875,11963.65,308,1540000
309,11572.31,19.1024,140.831,-27189.88671875,11960.44,309,1545000
310,10966.45,17.5632,140.6457,-27331.021484375,12221.59,310,1550000
311,11258.03,18.8488,141.8088,-27720.912109375,11754.74,311,1555000
312,10969.78,17.3749,140.315,-27620.583984375,12222.86,312,1560000
313,11028.41,19.2656,139.5551,-27037.603515625,10727.46,313,1565000
314,11195.49,19.129,141.1353,-27665.384765625,11906.06,314,1570000
315,11033.3,16.4776,140.3425,-28381.849609375,12133.19,315,1575000
316,11540.66,16.3496,139.9444,-28032.634765625,12125.64,316,1580000
317,7401.45,16.9994,140.3223,-28559.80859375,12216.39,317,1585000
318,9779.92,17.5428,140.2478,-28013.537109375,12191.62,318,1590000
319,10717.88,16.1366,141.1535,-28891.27734375,12030.25,319,1595000
320,11167.64,19.0152,139.4749,-27691.048828125,11728.94,320,1600000
321,11079.17,18.9788,139.2316,-27324.935546875,12050.48,321,1605000
322,11190.66,18.3085,140.2343,-28497.134765625,11988.9,322,1610000
323,10196.29,16.7602,141.008,-29241.79296875,11876.41,323,1615000
324,10839.56,18.6429,140.0062,-29456.736328125,12071.31,324,1620000
325,10085.8,17.029,141.4688,-29691.099609375,12069.9,325,1625000
326,11145.45,19.1176,140.2271,-28780.205078125,11605.77,326,1630000
327,11189.49,18.3026,140.814,-28817.904296875,11749.12,327,1635000
328,10848.31,17.4833,142.0689,-30060.462890625,10819.06,328,1640000
329,9809.83,16.766,141.835,-29338.267578125,11765.66,329,1645000
330,10748.62,15.319,140.5668,-30020.130859375,11773.67,330,1650000
331,10359.15,17.1133,140.5734,-29917.509765625,11797.3,331,1655000
332,10435.95,18.4426,140.6401,-29039.658203125,11241.3,332,1660000
333,10372.3,15.9043,140.6521,-29406.212890625,11828.41,333,1665000
334,11316.33,18.7011,140.7891,-30290.072265625,11815.4,334,1670000
335,10935.19,17.1136,139.1303,-29196.111328125,12192.46,335,1675000
336,11268.9,18.5108,140.0322,-29169.408203125,11673.75,336,1680000
337,10931.47,16.5857,139.8208,-30085.66796875,11812.95,337,1685000
338,10998.09,17.9421,140.9474,-28482.5625,11182.52,338,1690000
339,9748.29,17.842,140.3229,-29164.828125,11587.81,339,1695000
340,11082.26,17.796,139.9314,-30692.73828125,11935.81,340,1700000
341,10191.17,17.3475,142.0798,-31122.896484375,11212.47,341,1705000
342,10510.35,17.2862,139.8745,-30435.94921875,12057.65,342,1710000
343,11106.21,18.3589,140.777,-30694.787109375,11203.04,343,1715000
344,11186.5,17.5333,139.8338,-30773.677734375,11815.6,344,1720000
345,9391.97,16.9504,141.3017,-30310.16796875,10812.07,345,1725000
346,10826.22,18.2473,140.7227,-30999.845703125,11653.37,346,1730000
347,11150.83,19.1714,139.8357,-30627.58984375,11951.88,347,1735000
348,10904.18,18.476,142.1031,-30860.91796875,11211.32,348,1740000
349,10280.36,17.9532,143.5572,-31545.1484375,10404.49,349,1745000
350,11267.44,19.1378,141.7023,-30781.56640625,11602.77,350,1750000
351,10806.37,17.5809,141.5119,-30753.1640625,11471.1,351,1755000
352,10371.12,18.9418,141.5296,-30895.84375,11060.38,352,1760000
353,8960.17,17.1421,140.3391,-31819.669921875,11633.68,353,1765000
354,11366.22,19.0074,140.561,-31800.880859375,11883.51,354,1770000
355,11139.74,17.6327,141.2051,-31836.650390625,11440.34,355,1775000
356,11047.7,18.4787,141.2682,-31028.916015625,11294.11,356,1780000
357,10592.8,17.7852,141.2798,-31925.935546875,11264.35,357,1785000
358,10873.28,18.1497,141.1876,-31998.484375,11475.89,358,1790000
359,9372.94,16.7044,142.1371,-32861.81640625,11199.21,359,1795000
360,11115.37,17.2922,140.6571,-32313.6015625,11432.63,360,1800000
361,11391.86,18.2697,141.0517,-31671.404296875,11778.11,361,1805000
362,10587.91,16.7683,142.1596,-33434.0703125,11495.25,362,1810000
363,10830.66,19.0205,141.2218,-32650.845703125,11598.35,363,1815000
364,11012.23,18.4397,141.8605,-32912.55078125,11370.97,364,1820000
365,10925.31,17.0975,141.8801,-32305.982421875,11299.26,365,1825000
366,11412.32,17.4177,141.2546,-32926.50390625,11796.79,366,1830000
367,10901.36,18.4096,141.5482,-31951.3515625,11513.53,367,1835000
368,10954.56,18.9468,142.8155,-33128.94921875,10690.11,368,1840000
369,10806.13,17.7199,140.3098,-33432.66796875,12037.93,369,1845000
370,11091.75,18.526,141.3126,-33145.94921875,11240.91,370,1850000
371,11553.18,19.535,139.8067,-32718.22265625,11912.27,371,1855000
372,11426.9,18.9095,140.5602,-33326.75,11855.7,372,1860000
373,11517.89,19.1713,140.9025,-33967.37890625,11790.16,373,1865000
374,10605.91,18.9737,140.6758,-32897.58203125,11490.97,374,1870000
375,11015.62,19.0587,140.1875,-32124.53125,11628.42,375,1875000
376,11406.55,19.8751,140.6545,-32740.013671875,11594.1,376,1880000
377,11328.29,18.7024,138.6848,-33444.17578125,12066.17,377,1885000
378,11340.22,17.3673,139.2176,-33717.51171875,11579.63,378,1890000
379,11096.58,17.5644,141.2556,-33681.4375,11317.77,379,1895000
380,11046.11,17.2601,140.1333,-32953.08984375,11654.07,380,1900000
381,11440.69,19.1241,139.8564,-31870.9296875,11720.33,381,1905000
382,10703.02,16.5582,138.2627,-32496.544921875,12104.11,382,1910000
383,11686.03,19.0849,139.1397,-34011.66015625,12109.91,383,1915000
384,10844.09,18.8122,139.787,-33636.42578125,12009.71,384,1920000
385,11055.73,19.1651,139.6387,-33438.796875,11728.45,385,1925000
386,11749.5,19.4086,139.4447,-34188.765625,11980.74,386,1930000
387,10912.07,18.8854,139.8289,-33283.6328125,11946.16,387,1935000
388,11064.13,18.1697,139.0439,-33813.93359375,12057.35,388,1940000
389,10314.29,17.6752,139.5656,-35021.578125,12256.66,389,1945000
