Itration,Real Det Return,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Running Reverse KL,Reward Loss
120,1949.4,120,600000,1743.98,45.2745,15.1527,-1140.422119140625
121,2050.85,121,605000,1853.61,46.0873,13.9112,-1203.3197021484375
122,1836.72,122,610000,1488.94,45.5909,13.6054,-1157.381591796875
123,3052.18,123,615000,2048.4,45.2368,15.2616,-1011.29248046875
124,2148.63,124,620000,1940.28,45.5544,14.9908,-1188.7850341796875
125,2830.99,125,625000,1647.53,46.079,13.0824,-1181.744873046875
126,2341.72,126,630000,2268.98,44.9046,14.0421,-1062.1478271484375
127,3588.4,127,635000,2562.35,45.3604,16.2066,-1011.67724609375
128,3109.07,128,640000,2022.69,45.6503,15.4163,-1055.3265380859375
129,2524.56,129,645000,2071.02,45.7367,14.8719,-1120.515869140625
130,2310.91,130,650000,1899.82,45.6475,14.7479,-1202.43701171875
131,3136.93,131,655000,2779.21,45.1585,18.9905,-916.1996459960938
132,2714.68,132,660000,1935.74,45.9943,15.6886,-1193.311767578125
133,3619.51,133,665000,3220.45,45.347,16.1536,-1093.306396484375
134,2742.51,134,670000,1839.85,45.8373,17.8954,-1269.4371337890625
135,3085.46,135,675000,2085.94,45.5827,16.7907,-1068.992431640625
136,3323.09,136,680000,2740.44,45.5157,19.0317,-1013.5968627929688
137,2818.41,137,685000,1849.96,46.04,14.9374,-1241.4710693359375
138,1956.29,138,690000,1804.21,45.5016,16.412,-1240.92041015625
139,2935.59,139,695000,2266.34,45.5477,16.9774,-1254.135498046875
140,3632.89,140,700000,3165.06,45.2438,15.2215,-1133.6617431640625
141,2288.07,141,705000,1834.13,45.8114,15.7459,-1364.14990234375
142,3521.1,142,710000,2990.89,44.4714,16.9095,-1035.5322265625
143,3298.7,143,715000,2206.64,45.0994,16.468,-1226.8619384765625
144,3145.0,144,720000,2399.1,45.3466,15.6555,-1192.0633544921875
145,1490.51,145,725000,2273.08,44.901,16.272,-1290.4903564453125
146,3220.9,146,730000,2428.23,44.916,18.5511,-1231.1083984375
147,2055.84,147,735000,1993.58,45.744,15.0843,-1338.2711181640625
148,2652.09,148,740000,2388.67,45.3825,16.3602,-1162.1202392578125
149,3704.79,149,745000,3472.57,44.8991,16.7693,-1116.6380615234375
150,3342.68,150,750000,2516.59,45.3301,16.9259,-1178.5997314453125
151,3810.66,151,755000,3045.49,44.9064,16.0938,-1246.27099609375
152,3431.17,152,760000,2408.81,45.3317,15.8912,-1309.7496337890625
153,3687.27,153,765000,3190.43,45.0962,17.8961,-1173.7730712890625
154,3653.71,154,770000,2681.21,45.4905,16.2376,-1253.9656982421875
155,3634.69,155,775000,3383.59,45.1858,16.7925,-1175.626708984375
156,2877.88,156,780000,2438.96,45.5331,16.3948,-1354.933837890625
157,3806.14,157,785000,2857.56,45.3286,17.7965,-1285.3944091796875
158,3618.07,158,790000,3128.08,45.4139,23.0469,-1232.4351806640625
159,3865.7,159,795000,3545.27,44.9039,18.4646,-1096.7581787109375
160,3587.69,160,800000,3633.51,45.4438,18.9146,-1067.197998046875
161,3611.12,161,805000,3572.51,45.4674,17.5678,-1177.9036865234375
162,3765.3,162,810000,3612.93,45.5582,19.4967,-1203.3441162109375
163,3801.35,163,815000,3193.63,45.7063,19.6711,-1265.03662109375
164,3667.03,164,820000,3620.02,45.1978,19.1268,-1119.3101806640625
165,3834.68,165,825000,3634.61,44.9717,19.9279,-1077.6962890625
166,3808.87,166,830000,3632.87,45.2418,19.4167,-1193.58349609375
167,3718.22,167,835000,3757.76,45.1852,18.9626,-1171.029052734375
168,3904.37,168,840000,3450.98,44.9689,19.6738,-1157.5302734375
169,3774.83,169,845000,3385.18,44.9274,18.6615,-1192.5528564453125
170,3798.93,170,850000,3639.16,45.2171,18.7051,-1276.2005615234375
171,3567.98,171,855000,3676.41,45.3033,18.1903,-1245.201171875
172,3887.34,172,860000,3717.38,45.1586,18.585,-1316.0281982421875
173,3711.2,173,865000,3840.94,45.1056,18.7201,-1282.0379638671875
174,3751.38,174,870000,3482.26,44.4337,18.3815,-1288.846923828125
175,3770.78,175,875000,3832.19,44.9066,20.1686,-1286.893310546875
176,3872.56,176,880000,3330.47,45.6119,19.6711,-1499.4559326171875
177,3890.29,177,885000,3758.18,44.4742,18.0396,-1321.920166015625
178,3765.68,178,890000,3747.95,45.1941,19.3531,-1322.8304443359375
179,3921.48,179,895000,3469.83,44.9607,18.3886,-1422.3851318359375
180,3650.02,180,900000,3736.0,45.2672,18.4823,-1380.9324951171875
181,3895.64,181,905000,3424.84,45.3263,19.1873,-1405.0897216796875
182,3689.94,182,910000,3649.48,44.7558,18.551,-1385.8399658203125
183,3807.48,183,915000,3885.2,44.9742,19.8928,-1360.9237060546875
184,3844.55,184,920000,3721.67,44.9761,18.9375,-1344.4248046875
185,4044.94,185,925000,2918.02,44.5616,18.5315,-1424.680419921875
186,3699.19,186,930000,3830.92,44.9873,18.5841,-1410.0672607421875
187,3774.22,187,935000,3880.99,45.0617,19.1431,-1427.4437255859375
188,3829.44,188,940000,3864.81,44.5971,19.1027,-1379.490478515625
189,3948.54,189,945000,3870.99,45.0869,19.5667,-1400.81689453125
190,3666.78,190,950000,3863.27,45.1936,19.6188,-1435.528076171875
191,3943.07,191,955000,3584.47,44.81,19.34,-1424.0885009765625
192,3852.4,192,960000,3562.61,44.5518,17.23,-1453.2977294921875
193,3830.86,193,965000,3643.19,44.8852,20.3435,-1449.07470703125
194,3858.27,194,970000,3714.64,44.7844,18.1701,-1533.16162109375
195,3943.17,195,975000,2805.53,44.0905,18.042,-1495.384521484375
196,3770.01,196,980000,3605.56,44.2299,17.5419,-1568.61376953125
197,3850.91,197,985000,3660.4,44.9935,19.0853,-1510.3692626953125
198,3759.0,198,990000,3738.16,44.6245,18.6128,-1512.1380615234375
199,3899.16,199,995000,3866.17,45.0439,19.1488,-1552.9781494140625
200,4017.67,200,1000000,3698.19,44.8061,20.1084,-1528.210693359375
201,3931.66,201,1005000,3530.34,44.8403,18.876,-1563.89208984375
202,3956.28,202,1010000,3794.75,44.9455,19.5796,-1567.817626953125
203,3833.79,203,1015000,3718.57,45.0096,19.9082,-1588.3662109375
204,3860.92,204,1020000,3737.72,44.9498,20.1446,-1598.6878662109375
205,3860.86,205,1025000,3572.84,44.9145,18.3323,-1703.1109619140625
206,3842.33,206,1030000,3647.43,44.8689,19.6835,-1640.56591796875
207,3780.46,207,1035000,3834.1,45.1252,19.7761,-1647.530029296875
208,3837.86,208,1040000,3660.83,44.2683,19.3859,-1670.99169921875
209,3825.8,209,1045000,3878.47,45.3566,19.7413,-1704.7808837890625
210,3863.59,210,1050000,3684.11,44.831,19.4001,-1694.2974853515625
211,3774.96,211,1055000,3837.78,44.9444,20.2732,-1732.06591796875
212,3898.41,212,1060000,3606.74,44.7028,20.369,-1727.2708740234375
213,3913.92,213,1065000,3792.8,44.8155,20.2197,-1740.943359375
214,3875.03,214,1070000,3854.51,45.2497,20.5398,-1748.161376953125
215,3865.22,215,1075000,3779.49,45.2233,20.4246,-1768.4378662109375
216,3882.74,216,1080000,3828.23,45.0562,20.2827,-1771.13818359375
217,3966.84,217,1085000,3626.28,45.0751,19.8931,-1775.9541015625
218,3842.21,218,1090000,3835.2,45.0335,19.4268,-1821.0211181640625
219,3881.75,219,1095000,3704.86,44.6541,19.7878,-1788.451171875
220,3847.2,220,1100000,3646.64,44.4014,18.8021,-1803.9429931640625
221,3791.61,221,1105000,3928.81,45.0426,20.0226,-1832.3836669921875
222,3806.38,222,1110000,3774.28,44.7773,19.9553,-1831.8629150390625
223,3820.43,223,1115000,3755.06,44.8635,18.9775,-1857.6815185546875
224,3832.18,224,1120000,3930.2,44.9343,20.1355,-1873.49755859375
225,3698.39,225,1125000,3793.86,44.636,17.5865,-1975.5360107421875
226,3885.29,226,1130000,3901.7,44.8804,20.5651,-1902.442626953125
227,3853.6,227,1135000,3746.25,44.4843,19.5572,-1894.88916015625
228,3857.51,228,1140000,3934.15,45.0422,20.2888,-1902.1712646484375
229,3934.0,229,1145000,3976.7,44.8835,20.1031,-1926.687255859375
230,3836.32,230,1150000,3945.4,44.7752,18.9103,-2033.285888671875
231,3880.54,231,1155000,3757.36,44.9687,20.3058,-1989.998779296875
232,4021.44,232,1160000,3997.11,44.7598,19.8839,-2001.962890625
233,3911.33,233,1165000,3737.3,44.6437,19.6651,-1983.83837890625
234,3957.83,234,1170000,3958.95,44.4377,20.8842,-2068.00341796875
235,3858.87,235,1175000,3747.43,44.3844,19.287,-2063.819091796875
236,3959.52,236,1180000,3855.86,44.5874,20.1522,-2032.94775390625
237,3873.79,237,1185000,3948.62,44.7853,19.6015,-2055.42431640625
238,3846.64,238,1190000,3944.59,44.8467,20.5869,-2073.798583984375
239,3862.66,239,1195000,3873.56,44.7892,19.848,-2083.488525390625
240,3915.36,240,1200000,3987.56,44.5515,19.614,-2093.756103515625
241,3920.35,241,1205000,3699.77,44.4586,19.3496,-2090.49609375
242,3913.92,242,1210000,3898.41,44.823,20.3937,-2105.218505859375
243,3923.02,243,1215000,3933.1,44.7369,19.377,-2164.363525390625
244,3944.85,244,1220000,3702.03,44.8011,19.6721,-2157.73583984375
245,3969.44,245,1225000,3987.32,44.443,19.2429,-2160.1748046875
246,4037.18,246,1230000,3828.41,44.419,19.8357,-2136.04052734375
247,3930.96,247,1235000,3920.16,44.089,18.5047,-2163.83349609375
248,3933.56,248,1240000,3963.31,44.3779,18.8008,-2185.192138671875
249,3948.02,249,1245000,3943.04,44.4741,19.5851,-2190.127197265625
250,3881.96,250,1250000,3901.61,45.0413,19.4164,-2229.113525390625
251,3939.81,251,1255000,3917.03,44.8732,20.6457,-2255.916015625
252,3981.52,252,1260000,3850.96,44.7144,20.4108,-2239.226806640625
253,3977.76,253,1265000,3896.8,44.6811,19.8761,-2294.19580078125
254,3914.14,254,1270000,3903.76,44.563,19.6089,-2309.26708984375
255,3961.58,255,1275000,3967.5,44.4305,20.4925,-2292.54052734375
256,3960.56,256,1280000,3610.35,44.4523,19.7782,-2318.6669921875
257,3992.7,257,1285000,3950.41,44.4475,19.4502,-2318.6884765625
258,3974.48,258,1290000,3954.15,44.539,19.9724,-2335.768310546875
259,4007.7,259,1295000,3920.12,44.2682,19.5288,-2365.620849609375
260,3895.39,260,1300000,3997.94,44.5999,19.9188,-2383.06787109375
261,3969.94,261,1305000,3938.2,44.3519,19.7545,-2395.1533203125
262,3966.5,262,1310000,3870.98,44.242,19.2306,-2415.26025390625
263,4010.22,263,1315000,3956.6,44.7727,20.7486,-2449.57958984375
264,3988.96,264,1320000,3987.99,44.6561,19.4772,-2440.222412109375
265,4006.43,265,1325000,3862.65,44.712,19.6762,-2464.083251953125
266,4038.11,266,1330000,3892.42,44.5658,19.5702,-2480.654052734375
267,4034.16,267,1335000,3821.28,44.5126,18.8527,-2495.634765625
268,4020.75,268,1340000,4017.84,44.5181,19.2644,-2500.045654296875
269,3924.75,269,1345000,3979.8,44.6788,19.0461,-2531.12158203125
270,3974.61,270,1350000,3937.28,44.4057,20.4323,-2521.304443359375
271,4086.24,271,1355000,3785.51,44.2427,18.6198,-2572.0380859375
272,3948.79,272,1360000,3962.85,44.4954,18.5354,-2640.351318359375
273,4017.7,273,1365000,3930.39,44.2829,19.1282,-2595.12841796875
274,4009.03,274,1370000,3932.06,44.5441,19.7532,-2629.1943359375
275,4031.71,275,1375000,4011.13,44.6652,19.5475,-2628.70361328125
276,4072.97,276,1380000,3806.25,44.4792,19.7209,-2647.121337890625
277,4043.8,277,1385000,3532.59,44.2798,19.0931,-2641.6103515625
278,4016.96,278,1390000,3873.35,44.2587,18.4941,-2717.0224609375
279,3987.31,279,1395000,3979.79,44.174,18.8883,-2683.841552734375
280,3962.17,280,1400000,3930.14,44.4934,19.0985,-2714.246337890625
281,3965.05,281,1405000,3932.64,44.4681,19.5501,-2705.761474609375
282,3991.16,282,1410000,3737.81,44.2329,18.6197,-2769.059326171875
283,4008.84,283,1415000,3998.0,44.7124,18.2102,-2796.5087890625
284,3962.63,284,1420000,3944.55,44.3539,18.7221,-2751.8837890625
285,3997.72,285,1425000,3982.76,44.6986,18.3852,-2818.344482421875
286,3879.48,286,1430000,3884.66,44.3411,17.9449,-2816.354736328125
287,3997.73,287,1435000,3874.0,44.2762,18.4946,-2857.089111328125
288,4021.34,288,1440000,3979.51,44.5265,18.5903,-2835.48681640625
289,4012.3,289,1445000,3952.97,44.4304,18.0436,-2858.862548828125
290,4013.58,290,1450000,3788.09,44.4088,18.2193,-2854.364990234375
291,4008.11,291,1455000,3978.24,44.6236,18.7924,-2850.796875
292,3976.59,292,1460000,3987.29,44.0933,18.4409,-2874.421630859375
293,3993.26,293,1465000,3992.84,44.6003,18.512,-2925.898193359375
294,3998.57,294,1470000,3903.56,44.5892,18.8179,-2940.669677734375
295,3938.05,295,1475000,3876.96,44.4871,18.0762,-2930.32421875
296,3999.25,296,1480000,3972.19,44.6725,18.9586,-2976.232421875
297,3998.23,297,1485000,3836.75,44.3077,18.6006,-2986.205322265625
298,3889.12,298,1490000,3904.27,44.2614,18.2793,-3044.531494140625
299,3877.86,299,1495000,3897.24,44.4301,18.7507,-3063.853515625
300,3943.89,300,1500000,3971.63,44.4434,18.5375,-3081.575927734375
301,3957.96,301,1505000,3959.98,44.5357,18.6435,-3055.04736328125
302,3961.88,302,1510000,3982.41,44.2927,18.458,-3123.124755859375
303,3993.1,303,1515000,3915.52,44.274,18.8027,-3094.111083984375
304,3974.22,304,1520000,3841.38,44.4613,18.8507,-3080.59326171875
305,3978.45,305,1525000,3999.52,44.044,18.74,-3146.44970703125
306,3977.55,306,1530000,3992.36,44.8029,19.0352,-3225.65185546875
307,3978.49,307,1535000,3974.12,44.1337,18.0745,-3201.0009765625
308,3940.87,308,1540000,3967.89,44.0428,18.0936,-3267.34716796875
309,3915.08,309,1545000,3963.96,44.0666,18.3279,-3299.290283203125
310,3955.07,310,1550000,3902.45,44.36,18.5354,-3263.346923828125
311,3985.07,311,1555000,4028.34,44.2748,18.334,-3328.307861328125
312,4045.15,312,1560000,3997.92,44.1761,19.0117,-3306.21826171875
313,3946.24,313,1565000,3999.21,44.246,18.1615,-3351.763916015625
314,3982.26,314,1570000,3997.37,44.3501,18.5089,-3340.711181640625
315,3878.65,315,1575000,3822.94,43.9747,18.3714,-3447.1708984375
316,3927.67,316,1580000,3748.92,44.0005,17.8551,-3460.578369140625
317,3959.84,317,1585000,3932.52,44.1526,18.1461,-3397.40869140625
318,3883.96,318,1590000,3949.01,44.0925,18.2126,-3469.558837890625
319,3922.3,319,1595000,3966.38,44.0572,18.1361,-3459.982666015625
320,3970.08,320,1600000,3917.62,44.0792,17.3703,-3547.22607421875
321,3929.55,321,1605000,3929.95,44.2983,18.5026,-3541.44140625
322,3865.09,322,1610000,3940.24,44.0969,17.4096,-3604.580078125
323,3969.6,323,1615000,3722.21,43.979,18.1317,-3560.904296875
324,3852.76,324,1620000,3947.75,44.4351,17.9025,-3645.660400390625
325,3898.55,325,1625000,3839.83,44.3871,17.5041,-3639.985107421875
326,3891.98,326,1630000,3957.93,44.256,17.2811,-3670.54736328125
327,3931.98,327,1635000,3926.7,44.3268,17.8576,-3683.81298828125
328,3925.92,328,1640000,3832.52,44.5795,17.5759,-3695.86669921875
329,3695.04,329,1645000,3864.78,44.2005,17.0633,-3804.76708984375
330,3911.58,330,1650000,3855.96,44.0285,17.8158,-3715.7783203125
331,3979.76,331,1655000,3990.83,44.1414,17.3578,-3741.394775390625
332,3802.62,332,1660000,3907.65,44.1512,17.4692,-3805.251953125
333,3944.24,333,1665000,3825.41,43.9825,16.9777,-3773.6201171875
334,3937.72,334,1670000,3837.2,44.0173,17.7525,-3805.531982421875
335,3942.04,335,1675000,3976.21,44.0188,17.5923,-3911.1376953125
336,3740.19,336,1680000,3781.57,44.386,17.2891,-3915.993408203125
337,3943.04,337,1685000,3811.33,44.3998,18.2944,-3918.91259765625
338,3886.24,338,1690000,3610.3,44.2004,17.8569,-3927.09228515625
339,3886.95,339,1695000,3865.32,44.2855,17.7345,-4033.119140625
340,3904.21,340,1700000,3898.25,44.1798,17.7905,-4031.00341796875
341,3814.07,341,1705000,3928.79,44.1844,17.3107,-4071.95654296875
342,3872.91,342,1710000,3916.06,43.6917,17.6567,-4006.2685546875
343,3875.97,343,1715000,3942.25,44.2278,17.333,-4137.076171875
344,3944.73,344,1720000,3889.0,43.9355,17.5177,-4103.4130859375
345,3949.97,345,1725000,3964.6,44.0339,17.8621,-4117.00439453125
346,3900.82,346,1730000,3971.87,43.9335,16.8419,-4194.82568359375
347,3856.54,347,1735000,3921.76,44.053,17.1733,-4223.46630859375
348,3948.14,348,1740000,3909.46,44.0909,17.2377,-4187.25830078125
349,3964.55,349,1745000,3986.67,44.3885,17.9069,-4317.603515625
350,3969.01,350,1750000,3929.43,44.0326,17.1496,-4268.896484375
351,3883.54,351,1755000,3961.29,44.3886,18.1107,-4264.96630859375
352,3881.52,352,1760000,3955.97,44.5143,16.54,-4301.02880859375
353,3912.09,353,1765000,3989.58,43.8076,17.3055,-4294.4853515625
354,3897.23,354,1770000,3976.56,43.96,17.4096,-4380.87939453125
355,3838.29,355,1775000,3910.6,44.1541,16.349,-4479.642578125
356,3912.66,356,1780000,3949.43,44.196,17.3844,-4422.5517578125
357,3935.34,357,1785000,4002.61,44.0333,16.9246,-4329.24560546875
358,3937.08,358,1790000,3940.83,44.2065,17.4154,-4441.2744140625
359,3984.79,359,1795000,3961.49,43.6538,17.4959,-4460.24951171875
360,3916.06,360,1800000,3969.09,44.0939,17.3301,-4527.65478515625
361,3965.23,361,1805000,3957.49,44.1297,17.2293,-4577.357421875
362,3956.56,362,1810000,3895.65,43.8677,17.7532,-4587.3515625
363,3984.31,363,1815000,3573.6,44.2014,17.3518,-4600.76171875
364,3965.71,364,1820000,4002.72,44.0103,17.8069,-4601.97705078125
365,-21.97,365,1825000,-21.79,53.8375,103.5836,-5393.11767578125
366,3296.39,366,1830000,3579.78,44.2091,16.8815,-4707.5947265625
367,3363.06,367,1835000,3607.3,43.9873,16.1185,-4830.7900390625
368,3337.91,368,1840000,3645.11,44.3138,16.7328,-4881.10546875
369,3483.99,369,1845000,3775.2,44.2735,16.9556,-4909.6123046875
370,3555.32,370,1850000,3872.4,44.1955,16.9284,-4825.7646484375
371,3660.01,371,1855000,3895.06,44.2987,16.4623,-4891.0322265625
372,3811.31,372,1860000,3901.48,43.8951,16.6243,-4817.21337890625
373,3956.07,373,1865000,4008.79,43.563,17.2425,-4813.7265625
374,3924.68,374,1870000,3975.24,43.9446,16.9607,-4970.26904296875
375,3850.89,375,1875000,3924.48,43.8398,16.962,-4878.716796875
376,3864.83,376,1880000,4013.84,43.793,17.3568,-4857.67431640625
377,3812.46,377,1885000,3881.32,43.9263,16.583,-5017.16455078125
378,3630.54,378,1890000,3909.05,44.1331,16.59,-5069.7255859375
379,3987.2,379,1895000,3986.78,44.3481,17.7824,-4932.95068359375
380,3848.16,380,1900000,3882.72,44.1551,16.5405,-5153.1494140625
381,3815.6,381,1905000,3840.21,44.0273,16.8883,-5122.88671875
382,3928.09,382,1910000,3955.89,44.2133,16.6877,-5090.43017578125
