Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss,Running Forward KL,Real Sto Return,Itration
475000,3031.54,95,21.8022,-570.7355346679688,45.0104,3425.49,95
480000,3561.07,96,23.992,-561.36376953125,45.1203,2927.69,96
485000,3494.18,97,19.8824,-555.3606567382812,44.9075,3291.62,97
490000,2401.23,98,24.4371,-618.1405029296875,44.9042,3190.5,98
495000,3045.18,99,23.6584,-558.9204711914062,46.0268,3428.37,99
500000,3396.73,100,25.8956,-645.0469970703125,45.1883,3339.61,100
505000,2703.51,101,18.9561,-600.9891357421875,44.6984,3258.49,101
510000,3478.68,102,18.637,-523.9244995117188,45.223,3444.68,102
515000,3378.89,103,19.5535,-549.4323120117188,45.1619,2980.28,103
520000,3541.89,104,19.6824,-517.8856811523438,45.0247,3180.07,104
525000,3605.21,105,23.1419,-645.3250732421875,45.2785,3040.36,105
530000,3648.29,106,17.9084,-549.7913208007812,45.1212,3349.5,106
535000,3711.41,107,18.5177,-555.4039306640625,45.2775,3683.61,107
540000,2971.46,108,17.2168,-613.5296630859375,45.0312,3184.27,108
545000,3545.35,109,17.7961,-574.6754150390625,45.0509,3212.47,109
550000,3175.77,110,16.533,-578.8529052734375,44.3871,3453.71,110
555000,3438.53,111,18.9497,-595.5587768554688,45.6081,3569.71,111
560000,3693.75,112,19.1282,-550.3114624023438,45.023,3436.78,112
565000,3380.27,113,18.2696,-586.5631103515625,44.7549,3556.17,113
570000,3612.29,114,17.9,-624.8110961914062,45.1061,3544.55,114
575000,3056.26,115,17.9377,-576.7239379882812,45.2221,3282.84,115
580000,2972.73,116,19.4885,-598.9719848632812,44.633,3503.3,116
585000,3580.87,117,22.1624,-690.2028198242188,44.7465,3376.52,117
590000,3360.4,118,17.237,-640.42626953125,44.8879,3185.2,118
595000,3373.45,119,17.3651,-642.4049072265625,44.5556,3399.3,119
600000,3592.31,120,16.4897,-665.0151977539062,43.8469,2798.98,120
605000,3714.24,121,17.8856,-635.550537109375,44.3222,3537.18,121
610000,3670.33,122,18.7417,-647.1314697265625,44.3637,3414.62,122
615000,3642.86,123,17.6157,-690.6992797851562,44.2458,3303.42,123
620000,3763.85,124,18.994,-668.60986328125,44.6866,3294.32,124
625000,3809.26,125,17.89,-719.65478515625,44.2728,3270.65,125
630000,3838.26,126,17.3294,-669.426513671875,43.8551,3525.82,126
635000,3633.0,127,19.1279,-703.434814453125,43.6797,3348.84,127
640000,3561.01,128,17.826,-693.6201171875,44.4844,3681.18,128
645000,3754.26,129,17.7224,-689.9887084960938,44.2654,3567.68,129
650000,3735.31,130,19.3031,-692.3568115234375,44.1321,3705.65,130
655000,3751.75,131,17.296,-708.7474975585938,43.6911,3590.17,131
660000,3857.76,132,18.6982,-736.78173828125,44.2035,3793.74,132
665000,3738.0,133,18.1741,-734.197265625,44.0067,3706.8,133
670000,3798.47,134,18.3718,-728.4505615234375,43.9153,3592.92,134
675000,3853.19,135,18.7099,-726.2031860351562,43.9888,3850.77,135
680000,3853.95,136,19.263,-751.4991455078125,44.3209,3791.13,136
685000,3858.9,137,18.1245,-754.9025268554688,43.6789,3723.19,137
690000,3837.58,138,19.0504,-767.1510009765625,44.3752,3808.61,138
695000,3773.29,139,19.3712,-803.2616577148438,44.0167,3691.01,139
700000,3848.24,140,18.3929,-789.968994140625,43.9775,3749.54,140
705000,3834.51,141,17.5825,-767.7333374023438,44.17,3604.97,141
710000,3849.52,142,19.2463,-757.1697387695312,43.7901,3815.97,142
715000,3882.74,143,20.3914,-836.8026123046875,44.3914,3874.01,143
720000,3849.83,144,17.4912,-824.932373046875,43.9902,3799.05,144
725000,3811.77,145,18.7986,-843.615234375,43.954,3635.99,145
730000,3914.54,146,18.7986,-881.4628295898438,44.2782,3898.77,146
735000,3858.64,147,18.6864,-828.6758422851562,43.7577,3501.02,147
740000,3868.32,148,17.1099,-845.69384765625,43.7872,3790.7,148
745000,3835.3,149,18.3584,-826.462890625,43.9216,3817.45,149
750000,3881.79,150,18.4758,-864.4834594726562,43.4834,3867.34,150
755000,3931.08,151,19.1338,-901.711181640625,43.9861,3827.62,151
760000,3911.78,152,19.038,-855.0531616210938,44.0275,3578.05,152
765000,3883.87,153,19.3801,-884.5947875976562,44.2096,3652.46,153
770000,3881.79,154,18.2177,-901.3020629882812,44.1868,3752.97,154
775000,3929.92,155,18.8186,-892.544677734375,43.8415,3847.16,155
780000,3933.33,156,18.1036,-866.0264282226562,42.8652,3882.1,156
785000,3988.01,157,18.9012,-904.4766235351562,43.5252,3897.91,157
790000,3927.76,158,18.8401,-941.8743286132812,44.1534,3893.89,158
795000,3721.62,159,18.7518,-935.6943359375,43.2383,3843.52,159
800000,3971.85,160,18.9656,-999.1890258789062,43.9385,3940.39,160
805000,4028.19,161,19.4331,-951.3063354492188,43.7328,3953.9,161
810000,4009.97,162,19.726,-991.8605346679688,43.8656,3747.49,162
815000,3955.28,163,19.8941,-955.38232421875,43.6113,3794.99,163
820000,3970.67,164,18.9885,-974.1113891601562,43.7792,3961.52,164
825000,3927.07,165,17.7852,-953.2996215820312,43.3846,3903.04,165
830000,3926.49,166,18.8597,-984.42138671875,43.4959,3932.19,166
835000,4005.18,167,18.7381,-973.5724487304688,43.3707,3967.13,167
840000,3771.07,168,17.9527,-984.6159057617188,42.627,3740.21,168
845000,3910.07,169,19.0473,-992.4578857421875,43.3734,3966.92,169
850000,3942.73,170,17.9669,-1018.2437744140625,43.5962,3866.69,170
855000,3877.31,171,19.3244,-1037.8892822265625,43.47,3891.92,171
860000,4062.1,172,18.7761,-1080.475341796875,43.6519,4018.57,172
865000,4009.99,173,17.979,-1035.2891845703125,43.3731,3962.21,173
870000,3994.44,174,19.7322,-1045.243896484375,43.358,3996.69,174
875000,3904.21,175,18.2796,-1050.883056640625,42.9518,3824.13,175
880000,3905.39,176,17.1165,-1090.0692138671875,43.4925,3994.28,176
885000,3964.16,177,17.6926,-1112.1160888671875,43.7951,3920.53,177
890000,4006.15,178,18.7084,-1104.3807373046875,43.5848,3848.42,178
895000,3987.88,179,19.696,-1089.245849609375,43.3225,3878.95,179
900000,3906.68,180,18.4484,-1114.0936279296875,43.299,3931.87,180
905000,4017.96,181,18.3034,-1087.30322265625,42.7669,3817.6,181
910000,4063.33,182,19.0345,-1124.0172119140625,43.536,4014.54,182
915000,3974.93,183,18.3393,-1152.557861328125,43.639,3931.42,183
920000,3977.99,184,20.4107,-1196.8245849609375,44.0569,3979.43,184
925000,4060.0,185,19.6471,-1214.8128662109375,43.709,4016.34,185
930000,3990.6,186,17.292,-1150.5208740234375,44.1019,3773.07,186
935000,4021.77,187,17.9725,-1157.1746826171875,43.2957,3995.48,187
940000,4060.93,188,18.6119,-1145.1240234375,43.1083,4039.26,188
945000,4053.22,189,19.1836,-1195.686767578125,43.4144,3995.49,189
950000,3996.06,190,19.7098,-1225.69873046875,43.2814,3888.79,190
955000,4061.45,191,19.2833,-1161.1119384765625,43.5062,3917.85,191
960000,3964.11,192,18.5943,-1250.934326171875,43.5972,3950.41,192
965000,4060.15,193,19.1163,-1234.10693359375,43.7682,3983.6,193
970000,4061.74,194,19.4895,-1264.234375,43.0975,4014.95,194
975000,4018.41,195,18.2982,-1216.98681640625,43.3114,4007.8,195
980000,4063.89,196,19.4258,-1252.3746337890625,43.2732,4043.34,196
985000,4040.29,197,18.2593,-1236.4527587890625,43.5618,4005.61,197
990000,4103.33,198,18.9073,-1268.4071044921875,43.3899,4081.59,198
995000,4043.68,199,18.0007,-1248.473388671875,42.4919,3948.28,199
1000000,4077.43,200,18.7429,-1288.70556640625,42.9835,4041.54,200
1005000,4047.81,201,17.9984,-1278.2054443359375,43.2295,4009.99,201
1010000,4038.9,202,18.4104,-1275.1861572265625,43.2574,4046.76,202
1015000,4061.64,203,19.3938,-1334.1829833984375,43.1593,4039.72,203
1020000,4030.39,204,18.478,-1327.094970703125,43.2139,4026.08,204
1025000,4037.52,205,18.3235,-1329.90869140625,43.3671,4046.09,205
1030000,4055.1,206,18.9638,-1309.479248046875,43.0521,4038.04,206
1035000,4090.17,207,19.0796,-1346.27685546875,43.1797,4052.87,207
1040000,4080.34,208,19.0493,-1335.797119140625,43.2817,4063.18,208
1045000,4070.74,209,18.8291,-1347.6009521484375,43.5956,4081.55,209
1050000,4052.37,210,19.6343,-1396.04248046875,43.3707,4029.31,210
1055000,4083.6,211,19.1479,-1395.5218505859375,43.1317,4071.36,211
1060000,4064.68,212,18.7123,-1409.4588623046875,42.8203,4046.39,212
1065000,4087.03,213,18.5018,-1375.7333984375,42.902,4109.45,213
1070000,4084.78,214,19.3562,-1426.8863525390625,43.1204,4072.72,214
1075000,4104.44,215,19.2096,-1428.177978515625,43.1691,4053.3,215
1080000,4102.19,216,19.348,-1432.321044921875,43.2433,4086.4,216
1085000,4108.68,217,19.5276,-1428.5517578125,42.9941,4118.88,217
1090000,4103.62,218,19.3152,-1470.872314453125,43.1716,4080.61,218
1095000,4101.23,219,20.0584,-1480.4111328125,43.1875,4079.5,219
1100000,4118.18,220,19.9782,-1531.544677734375,43.0671,4115.91,220
1105000,4109.03,221,20.351,-1524.663818359375,43.2507,4129.25,221
1110000,4084.58,222,20.7269,-1534.8575439453125,42.9703,4093.92,222
1115000,4122.88,223,20.1785,-1543.74462890625,42.9223,4116.18,223
1120000,4131.02,224,20.0383,-1562.1002197265625,42.5856,4120.15,224
1125000,4097.76,225,20.1465,-1589.32666015625,43.1338,4110.43,225
1130000,4163.34,226,20.5158,-1605.1895751953125,43.3128,4153.42,226
1135000,4126.19,227,20.491,-1625.697998046875,42.9427,4141.93,227
1140000,4070.59,228,20.2985,-1615.3175048828125,42.9427,4076.0,228
1145000,4142.92,229,20.3699,-1645.4197998046875,43.1655,4144.35,229
1150000,4088.98,230,20.3369,-1663.787841796875,43.2341,4092.93,230
1155000,4152.57,231,19.4398,-1660.1693115234375,43.2769,4115.23,231
1160000,4106.91,232,20.032,-1683.92529296875,42.9216,4105.92,232
1165000,4152.79,233,20.6269,-1723.6976318359375,43.1691,4147.52,233
1170000,4114.43,234,20.1514,-1722.1229248046875,43.255,4106.81,234
1175000,4121.87,235,20.6021,-1741.3570556640625,43.448,4141.16,235
1180000,4135.58,236,20.2063,-1753.08203125,43.1387,4162.69,236
1185000,4135.17,237,20.3875,-1794.0762939453125,43.2563,4142.61,237
1190000,4114.15,238,20.2058,-1768.3995361328125,43.2385,4143.94,238
1195000,4156.11,239,20.7834,-1815.773193359375,43.4379,4150.9,239
1200000,4192.62,240,21.2855,-1843.0782470703125,43.2795,4186.03,240
1205000,4150.44,241,22.1274,-1882.20166015625,43.4728,4177.88,241
1210000,4193.31,242,21.3612,-1858.7642822265625,43.3754,4213.11,242
1215000,4152.53,243,20.9665,-1891.5018310546875,43.2484,4168.09,243
1220000,4174.34,244,21.7877,-1863.7491455078125,43.4936,4203.77,244
1225000,4155.98,245,20.4186,-1887.551025390625,43.1141,4146.32,245
1230000,4170.06,246,21.4144,-1912.9449462890625,43.0545,4190.13,246
1235000,4138.27,247,20.0746,-1913.8369140625,42.6815,4165.52,247
1240000,4115.21,248,21.1812,-1966.5234375,43.0803,4145.36,248
1245000,4138.42,249,21.4615,-1956.2037353515625,43.2926,4163.78,249
1250000,4146.15,250,20.7119,-1983.5577392578125,42.9928,4166.23,250
1255000,4154.87,251,20.178,-2003.050048828125,43.0724,4163.08,251
1260000,4114.76,252,21.17,-2029.3521728515625,43.5702,4141.91,252
1265000,4113.46,253,20.4483,-2003.8929443359375,43.1648,4178.95,253
1270000,4160.38,254,21.1066,-2010.51953125,43.2371,4197.14,254
1275000,4109.4,255,19.8037,-2033.6446533203125,42.9227,4055.16,255
1280000,4132.26,256,19.6791,-2019.4161376953125,42.9776,4178.6,256
1285000,4141.32,257,19.2765,-2026.316650390625,42.9168,4141.41,257
1290000,4122.98,258,20.7945,-2124.679931640625,43.4326,4170.33,258
1295000,4106.17,259,19.5979,-2124.402099609375,42.842,4161.22,259
1300000,4149.13,260,21.0587,-2120.69384765625,43.3358,4168.18,260
1305000,4119.49,261,18.6084,-2118.0634765625,43.082,4137.28,261
1310000,4116.52,262,19.8955,-2168.733154296875,43.2849,4109.5,262
1315000,4258.6,263,21.4384,-2248.84716796875,43.5875,4261.54,263
1320000,4187.85,264,20.3294,-2229.168212890625,43.2334,4163.69,264
1325000,4187.05,265,19.4495,-2243.17041015625,42.7465,4202.37,265
1330000,4188.45,266,20.6903,-2277.922607421875,43.1433,4190.21,266
1335000,4157.97,267,20.3626,-2249.0546875,43.2253,4156.06,267
1340000,4184.43,268,21.136,-2290.16259765625,43.5087,4196.06,268
1345000,4181.46,269,19.5138,-2252.837158203125,42.8084,4076.67,269
1350000,4206.76,270,20.9606,-2388.959228515625,43.56,4152.14,270
1355000,4231.9,271,22.0977,-2395.359619140625,43.7167,4249.07,271
1360000,4181.38,272,20.8231,-2367.616943359375,43.226,4165.37,272
1365000,4233.54,273,19.4957,-2445.5693359375,43.4342,4239.05,273
1370000,4200.67,274,20.945,-2405.76806640625,43.1326,4200.36,274
1375000,4189.54,275,20.6123,-2440.9580078125,43.2059,4194.7,275
1380000,4226.4,276,20.6616,-2463.10498046875,43.1298,4227.19,276
1385000,4177.68,277,20.3503,-2492.93359375,42.8778,4190.06,277
1390000,4167.88,278,20.7885,-2522.274658203125,43.0083,4200.87,278
1395000,4235.94,279,20.9498,-2535.1982421875,43.2763,4223.21,279
1400000,4182.31,280,21.2146,-2552.26171875,43.4705,4200.59,280
1405000,4230.81,281,19.9893,-2564.22412109375,43.3229,4219.55,281
1410000,4219.99,282,21.1214,-2559.016357421875,43.1172,4247.93,282
1415000,4187.38,283,20.0461,-2559.238037109375,43.2599,4189.63,283
1420000,4165.1,284,20.494,-2643.27490234375,42.9767,4196.25,284
1425000,4225.21,285,20.4183,-2655.03759765625,43.0716,4207.08,285
1430000,4273.89,286,20.8596,-2646.2001953125,43.2659,4229.12,286
1435000,4222.81,287,21.8096,-2712.93896484375,43.4835,4229.65,287
1440000,4283.13,288,21.1227,-2764.34912109375,43.2589,4262.33,288
1445000,4291.7,289,21.1716,-2719.999755859375,43.7735,4270.44,289
1450000,4250.77,290,20.8668,-2785.10546875,43.8177,4208.5,290
1455000,4240.51,291,20.7947,-2827.4716796875,43.7267,4253.79,291
1460000,4312.81,292,20.4851,-2905.749755859375,43.8604,4266.77,292
1465000,4257.52,293,21.3938,-2900.08056640625,43.6063,4239.69,293
1470000,4268.39,294,21.9285,-2950.884521484375,43.5448,4272.14,294
1475000,4305.72,295,21.3922,-2924.80712890625,43.9038,4154.83,295
1480000,4362.09,296,21.4979,-2909.972412109375,43.3681,4305.72,296
1485000,4311.92,297,21.1467,-2909.239990234375,43.5172,4287.16,297
1490000,4295.58,298,21.1464,-2915.968994140625,43.1852,4272.98,298
1495000,4262.86,299,21.5309,-2971.005859375,43.5323,4210.87,299
1500000,4287.66,300,22.049,-2987.625732421875,42.9955,4252.82,300
1505000,4337.02,301,21.6694,-2982.39599609375,43.2763,4301.29,301
1510000,4324.7,302,21.5096,-3079.224609375,43.4411,4306.55,302
1515000,4305.59,303,21.7256,-3081.916259765625,43.5794,4283.4,303
1520000,4297.94,304,21.524,-3058.648193359375,43.7593,4294.62,304
1525000,4228.76,305,20.4533,-2994.89697265625,43.5102,4215.41,305
1530000,4308.05,306,21.6912,-3085.664794921875,43.5958,4282.74,306
1535000,4299.21,307,21.367,-3097.167724609375,43.6169,4255.19,307
1540000,4284.08,308,20.6451,-3139.48046875,43.3632,4251.36,308
1545000,4285.09,309,20.974,-3124.29833984375,43.5684,4253.84,309
1550000,4343.55,310,21.6097,-3177.092529296875,43.3963,4311.0,310
1555000,4312.97,311,20.973,-3298.5771484375,43.372,4279.59,311
1560000,4363.99,312,21.4767,-3257.95263671875,43.179,4325.91,312
1565000,4279.24,313,21.5486,-3277.966064453125,43.5229,4274.12,313
1570000,4305.39,314,21.2531,-3270.79833984375,43.3959,4293.31,314
1575000,4278.64,315,20.8405,-3302.870361328125,43.3898,4265.24,315
1580000,4287.85,316,20.5433,-3255.89453125,42.9975,4291.85,316
1585000,4265.66,317,20.4781,-3292.515869140625,43.3992,4276.6,317
1590000,4319.41,318,21.3684,-3423.099609375,43.4107,4279.17,318
1595000,4302.45,319,21.8538,-3455.396240234375,43.4506,4301.72,319
1600000,4341.6,320,21.2799,-3407.787109375,43.4633,4316.27,320
1605000,4316.27,321,21.4427,-3486.404541015625,43.4032,4310.47,321
1610000,4346.46,322,22.0015,-3585.7666015625,43.8691,4339.98,322
1615000,4365.52,323,22.3176,-3642.7333984375,44.0062,4344.42,323
1620000,4360.0,324,22.0915,-3563.900634765625,43.3785,4335.45,324
1625000,4248.86,325,20.9436,-3512.91357421875,43.2188,4145.56,325
1630000,4278.21,326,20.2253,-3587.068359375,42.7651,4263.34,326
1635000,4361.25,327,21.4596,-3574.44091796875,43.5812,4307.61,327
1640000,4300.27,328,20.9611,-3584.33642578125,43.1288,4276.54,328
1645000,4319.62,329,20.3843,-3542.874267578125,42.5692,4273.43,329
1650000,4344.31,330,22.5021,-3670.63134765625,43.3166,4324.92,330
1655000,4297.61,331,21.4665,-3729.25927734375,43.1601,4303.14,331
1660000,4291.12,332,20.7287,-3711.50048828125,42.7035,4268.48,332
1665000,4271.8,333,21.1405,-3730.308837890625,43.0561,4287.42,333
1670000,4290.93,334,20.4534,-3747.113525390625,42.5266,4280.86,334
1675000,4321.57,335,21.3275,-3884.427978515625,42.9583,4312.0,335
1680000,4326.29,336,20.9588,-3776.603759765625,42.7808,4303.42,336
1685000,4303.19,337,19.9329,-3843.29736328125,42.7162,4008.37,337
1690000,90.5,338,37.5075,-3506.865966796875,51.2216,47.4,338
1695000,777.33,339,57.0774,-3903.7744140625,47.7992,654.13,339
1700000,1240.03,340,45.6893,-3681.1474609375,46.3265,1119.87,340
1705000,1199.13,341,29.1416,-3547.64794921875,44.8224,1359.93,341
1710000,2563.0,342,18.1464,-3673.136474609375,44.2911,2097.45,342
1715000,1532.86,343,23.9772,-3652.338623046875,43.9579,1841.38,343
1720000,1711.42,344,19.4079,-3984.794921875,43.7114,3416.84,344
1725000,3546.55,345,22.8759,-3886.350830078125,43.6966,3370.24,345
1730000,2778.64,346,20.8903,-3809.349609375,42.7391,2830.87,346
1735000,2634.29,347,21.3317,-4026.2080078125,43.7918,3597.49,347
1740000,3354.25,348,20.8726,-3990.725830078125,43.4844,3833.13,348
1745000,4198.63,349,21.3316,-3991.33642578125,43.5478,4216.62,349
1750000,4240.39,350,21.7142,-4162.2451171875,43.1073,4050.65,350
1755000,4256.12,351,20.7202,-4093.4072265625,43.394,3881.87,351
1760000,4330.58,352,22.1878,-4256.7734375,43.4995,4098.5,352
1765000,4097.36,353,20.2795,-4123.99658203125,43.337,4196.59,353
1770000,4207.52,354,21.2021,-4229.06298828125,43.4192,4109.01,354
1775000,4230.5,355,21.1282,-4255.3154296875,43.5482,4070.88,355
1780000,4237.28,356,20.6169,-4227.951171875,43.5468,3919.95,356
1785000,4213.85,357,21.4449,-4360.73095703125,43.5791,4198.4,357
1790000,4276.85,358,20.9612,-4405.89453125,43.3337,4214.22,358
1795000,4306.68,359,21.6233,-4435.4541015625,43.7485,4242.46,359
1800000,4318.07,360,21.6452,-4486.3486328125,42.868,4301.98,360
1805000,4299.04,361,22.3849,-4554.4892578125,44.1356,4287.24,361
1810000,4362.38,362,22.5792,-4573.578125,43.5921,4306.74,362
1815000,4291.69,363,22.3573,-4648.0751953125,43.9615,4293.63,363
1820000,4384.93,364,22.6418,-4688.93017578125,43.5703,4164.49,364
1825000,4392.42,365,22.0482,-4773.41015625,43.987,4140.38,365
1830000,4409.49,366,23.4469,-4757.5546875,43.6141,4336.47,366
1835000,4414.03,367,23.238,-4836.06201171875,43.5612,4387.81,367
1840000,4471.34,368,23.3805,-4901.10009765625,43.845,4331.11,368
1845000,4408.91,369,21.2898,-4926.05029296875,44.0028,4352.61,369
1850000,4419.68,370,23.034,-5008.00537109375,44.1312,4385.17,370
1855000,4426.64,371,23.6557,-5058.5048828125,44.0713,4407.55,371
1860000,4429.43,372,22.8953,-5081.29833984375,43.3658,4343.65,372
1865000,4448.0,373,22.674,-5095.91357421875,43.3645,4399.58,373
1870000,4410.35,374,22.1455,-5133.060546875,43.2765,4360.87,374
1875000,4424.83,375,22.6391,-5187.626953125,43.3794,4383.08,375
1880000,4452.16,376,22.9665,-5211.9091796875,44.0327,4403.67,376
1885000,4461.2,377,22.1144,-5182.2822265625,43.4598,4345.86,377
1890000,4473.37,378,23.5282,-5195.20263671875,43.8024,4415.4,378
1895000,4456.15,379,23.0714,-5266.85595703125,43.5311,4406.02,379
1900000,4421.81,380,22.6697,-5161.982421875,43.5973,4384.0,380
1905000,4428.89,381,22.1761,-5185.98193359375,43.1653,4370.92,381
1910000,4472.8,382,22.8586,-5234.21484375,43.5548,4405.37,382
1915000,4517.68,383,22.8716,-5286.84619140625,43.5052,4414.62,383
1920000,4501.6,384,23.5219,-5356.2802734375,43.3663,4455.81,384
