Real Sto Return,Running Forward KL,Real Det Return,Running Reverse KL,Itration
4655.23,34.443,4852.97,13.4428,104
4818.5,33.6159,4812.92,12.7338,105
4788.67,34.2893,4831.01,13.2243,106
4749.54,35.1419,4778.96,13.868,107
4844.68,34.5089,4908.8,13.4893,108
4771.1,34.5642,4824.25,13.2238,109
4769.51,34.6577,4848.18,13.5858,110
4867.23,34.7208,4911.6,13.6496,111
4740.32,34.7969,4794.96,12.9235,112
4826.11,35.4708,4911.56,13.1702,113
4746.48,35.0169,4871.48,14.0402,114
4834.6,34.1435,4923.53,13.02,115
4795.7,35.1988,4820.31,14.3102,116
4767.4,35.0133,4846.33,13.7847,117
4747.4,34.2218,4872.9,12.4928,118
4756.59,34.6341,4870.53,12.5358,119
4720.91,35.0916,4868.36,13.1431,120
4899.89,34.1979,4983.17,13.3303,121
4925.56,34.3008,4997.76,12.734,122
4868.82,33.7937,4919.82,12.9363,123
4852.94,34.5809,4853.23,13.7133,124
4606.72,32.8921,5054.57,12.2348,125
4836.99,34.0941,4930.48,12.7566,126
4828.37,35.1865,4882.68,13.3201,127
4883.43,34.9242,4903.84,13.5085,128
4894.41,33.2722,4929.32,12.1806,129
4897.75,33.5961,4979.48,12.4963,130
4851.49,34.5553,4925.14,12.9701,131
4805.05,35.2924,4888.66,12.7787,132
4884.37,34.077,4886.54,12.158,133
4894.42,34.4591,4872.89,12.854,134
4959.59,33.2362,5047.84,12.1482,135
4865.47,35.092,4965.06,12.9169,136
4884.47,34.3873,4848.11,12.457,137
4812.46,34.9606,4855.69,13.0551,138
4934.67,33.9025,5110.91,13.0212,139
5004.65,33.5596,5056.16,12.915,140
4863.5,34.0188,4919.37,12.6334,141
4830.34,34.3147,4942.69,12.5483,142
4985.53,33.4036,4997.33,12.4535,143
4701.99,34.1746,4942.63,12.2993,144
4698.53,33.7105,4894.98,13.0124,145
4873.67,34.0862,4915.48,12.8498,146
4879.41,33.9928,4935.23,12.3373,147
4939.35,34.0729,4957.7,13.0459,148
4919.49,34.1181,4884.46,13.5957,149
4954.18,34.1983,4998.19,13.144,150
4974.33,33.6943,4966.42,12.7632,151
4971.99,33.5817,4947.0,12.7982,152
5088.56,32.0708,5276.22,12.1965,153
4868.79,33.668,4925.73,11.7561,154
4919.73,33.9483,5108.14,12.6529,155
4936.45,33.334,4993.21,11.9101,156
5035.88,33.3149,5089.54,12.1727,157
5007.14,33.4064,5203.68,12.7352,158
4981.01,33.5503,4989.95,12.5756,159
5007.96,32.7279,5121.94,12.5085,160
5044.31,33.1015,5183.43,11.8586,161
4967.96,33.4513,5089.87,12.5976,162
5086.46,32.6391,5156.25,12.5335,163
4983.82,33.4207,5075.56,11.9963,164
4984.81,32.5091,5211.22,12.255,165
4946.29,33.2534,5222.77,11.9156,166
5025.38,33.0032,5086.25,12.5599,167
4954.29,34.2134,5035.94,11.9077,168
5031.44,33.1351,5188.02,12.2803,169
4875.96,34.165,4914.99,12.8233,170
5071.09,32.0785,5100.13,12.5461,171
4942.81,33.8708,4922.2,13.1705,172
5134.02,32.8116,5091.32,12.6221,173
4921.05,33.691,5075.25,11.8402,174
5100.47,32.9844,5200.2,11.9532,175
5123.78,32.3861,5167.81,12.0089,176
5126.73,32.8131,5084.94,13.5219,177
5112.96,32.745,5178.91,12.5534,178
4943.83,34.637,4951.37,12.2271,179
4939.71,33.8485,4954.46,11.6714,180
5079.19,32.9117,5098.39,13.1177,181
4823.81,34.4837,4843.05,12.9747,182
5060.41,32.9407,5038.35,12.4197,183
4919.23,34.6446,4929.89,12.193,184
5006.93,32.9411,5115.97,12.1582,185
5122.19,32.4101,5148.93,12.1339,186
5014.38,32.942,5062.56,11.9151,187
5129.94,32.9005,5214.69,12.4382,188
5117.23,33.1878,5188.6,12.6103,189
5094.17,33.1263,5072.03,12.2395,190
5077.53,32.5266,5097.5,12.4369,191
5032.52,32.2026,5027.78,11.9077,192
5129.41,32.5272,5161.61,11.9604,193
5088.18,33.0322,5062.53,12.6803,194
5249.67,31.7999,5296.02,12.0938,195
5204.84,32.5254,5137.52,12.3065,196
5189.01,32.3228,5288.64,12.7683,197
4855.62,31.9603,5119.97,11.9527,198
5076.63,32.806,5219.83,12.691,199
4847.67,33.227,5198.03,11.8992,200
5164.28,32.7918,5243.86,12.1014,201
5138.83,32.7699,5216.56,12.2035,202
5209.54,33.4091,5310.9,12.6586,203
4981.32,32.6156,5256.38,12.436,204
5224.94,31.2336,5266.2,12.0712,205
5295.56,31.7797,5321.33,12.1299,206
5262.34,31.9388,5291.38,12.5086,207
5279.19,31.9231,5331.68,12.0899,208
5295.12,31.9271,5293.82,12.4462,209
5269.94,32.2754,5309.53,13.2263,210
5309.7,32.202,5287.26,13.0512,211
5263.18,32.2218,5312.78,12.4001,212
5289.36,32.3337,5414.4,12.7047,213
5269.44,32.7313,5353.62,14.6727,214
5202.86,32.2187,5306.15,12.031,215
5308.0,31.9117,5374.38,12.5554,216
5173.88,32.8379,5255.98,12.2075,217
5230.46,32.857,5310.23,12.1354,218
5237.32,32.8597,5362.35,12.147,219
5235.48,32.9435,5369.9,12.6715,220
5245.67,33.0294,5322.3,12.5773,221
5250.2,32.6388,5312.2,12.5566,222
5237.61,32.4373,5175.12,12.088,223
5276.47,32.5386,5398.55,12.8225,224
5272.85,32.6164,5423.38,12.1679,225
5223.88,32.6923,5345.01,12.8341,226
408.23,50.6331,428.71,64.6595,227
650.04,51.1163,731.79,27.3776,228
282.44,54.6196,136.84,51.4284,229
1495.36,41.9033,3074.47,37.0664,230
863.87,45.614,1410.72,22.9163,231
2025.53,38.9821,2169.21,34.2884,232
3928.24,40.4248,3980.24,17.849,233
4369.44,36.831,4743.56,14.396,234
3789.05,35.4047,4030.23,15.9644,235
4512.84,34.012,4392.77,14.3747,236
4259.82,34.9658,4689.27,27.5382,237
3215.03,34.7286,4434.09,13.9711,238
4014.14,35.9645,4447.23,22.3683,239
4475.08,34.8853,5142.33,16.7592,240
4821.97,33.7405,5000.92,12.7708,241
4973.95,33.0433,4947.42,12.7884,242
4856.9,33.2384,4840.31,13.0849,243
5030.79,32.4972,4843.07,13.0198,244
5049.22,32.7288,4882.43,12.8378,245
5168.04,32.9277,5054.73,13.5893,246
5118.57,32.6589,5051.9,12.9173,247
5037.0,32.6201,5017.33,13.0127,248
5115.88,31.6695,5053.75,12.9562,249
5218.03,31.9519,5125.53,12.9224,250
5136.56,32.0116,5053.59,12.4777,251
5243.27,31.0738,5168.91,13.2444,252
5233.59,32.3031,5223.35,13.4682,253
5196.75,32.3459,5350.47,13.8191,254
5200.32,31.6937,5155.8,12.7789,255
5188.55,31.9411,5289.38,13.2909,256
5182.05,32.5102,5380.98,12.9213,257
5156.07,32.884,5414.75,16.4033,258
5188.56,32.209,5376.94,12.7109,259
5226.23,32.3779,5490.22,13.0585,260
5232.11,32.4007,5460.63,13.491,261
5279.82,31.6128,5546.77,12.8324,262
5229.06,32.2202,5430.44,13.5038,263
5252.06,32.4084,5487.59,13.3966,264
5284.13,31.9012,5537.13,12.7968,265
5248.96,32.996,5465.37,13.126,266
5295.4,32.6699,5491.57,13.3083,267
5271.86,32.2278,5487.26,13.658,268
5350.99,31.6514,5585.55,13.3483,269
5277.53,32.4846,5537.06,13.0207,270
5321.69,32.1382,5456.91,12.9137,271
5306.07,31.6719,5447.28,12.4263,272
5314.56,31.7413,5429.27,13.0513,273
5322.87,31.6579,5497.39,12.8435,274
5287.65,31.474,5435.85,12.5374,275
5330.54,31.8699,5450.85,12.9771,276
5358.37,31.1376,5460.82,12.4734,277
5313.73,31.3767,5457.61,12.5262,278
5298.92,32.1034,5438.78,12.7031,279
5322.7,31.7545,5415.55,12.1613,280
5338.4,31.6363,5462.98,12.6262,281
5317.31,32.0964,5405.03,12.3997,282
5386.58,31.8634,5498.37,12.3705,283
5374.41,31.5821,5539.79,12.8623,284
5106.58,31.0316,5489.22,12.3486,285
5365.82,31.4384,5553.65,12.1447,286
5332.57,31.6513,5552.38,12.396,287
5108.73,31.5499,5570.24,12.3413,288
5342.77,31.5516,5356.81,12.4485,289
4789.95,30.9759,5536.93,12.4629,290
5350.5,31.4084,5493.3,12.8241,291
5339.11,31.7372,5534.77,13.2771,292
5292.49,32.406,5471.46,12.9628,293
5309.84,31.7257,5541.85,12.878,294
5318.05,32.0703,5494.3,13.6279,295
5316.32,31.9633,5544.26,12.8646,296
5279.56,33.1916,5469.13,14.0144,297
5301.91,32.5908,5480.73,14.1322,298
5334.32,31.5408,5527.84,13.0693,299
5319.66,31.9867,5521.38,13.5433,300
5351.86,31.836,5624.82,13.3454,301
5333.97,32.2336,5537.48,13.8677,302
5371.04,31.5731,5581.13,13.5663,303
4848.58,33.1598,5020.09,15.1113,304
4837.3,32.2201,5123.48,14.2199,305
5389.62,31.3548,5567.73,13.4133,306
5273.51,33.2619,5485.39,14.844,307
5341.58,32.9058,5575.83,14.1232,308
5354.16,31.4745,5535.65,13.5124,309
5292.19,33.5611,5574.61,14.7215,310
5314.88,31.9339,5561.08,14.3482,311
5333.45,32.3629,5589.3,14.7154,312
5275.93,32.3553,5281.79,14.5997,313
5322.82,32.1889,5535.42,14.406,314
5344.14,32.4331,5437.91,14.7246,315
5251.87,32.4956,5387.53,14.1666,316
5309.56,32.9021,5601.23,14.8427,317
5343.59,32.4897,5547.81,15.0583,318
5228.1,33.9188,5434.52,15.0386,319
5306.44,33.1049,5471.17,15.3649,320
3094.3,35.1318,4770.81,48.2791,321
4841.42,33.8028,4982.72,16.8255,322
1716.11,38.3614,2020.55,76.3623,323
-8.57,58.6636,-9.27,108.5525,324
5093.09,32.031,5160.11,20.2958,325
4589.11,31.353,4875.28,18.7223,326
5113.65,30.6294,5051.11,14.5641,327
5175.66,31.1268,5314.81,14.8092,328
4905.37,31.0403,5070.27,14.2563,329
4932.3,32.5453,5044.16,15.4672,330
5018.0,33.9679,5207.94,15.6338,331
5143.34,34.9268,5335.04,15.5491,332
5171.21,35.5096,5296.23,15.7386,333
878.08,37.6835,-36.31,34.9599,334
5081.79,35.8654,5208.82,16.4208,335
5057.92,35.9932,5153.74,17.8591,336
5084.88,34.5543,5204.52,17.2679,337
5190.91,34.88,5318.33,17.5901,338
5160.18,33.9543,5384.71,16.0894,339
5184.06,34.0249,5352.12,16.1048,340
5162.07,33.6291,5347.1,15.5315,341
5155.44,34.4281,5339.86,16.0461,342
5189.39,34.2315,5340.22,16.1996,343
5150.62,34.383,5328.19,15.8138,344
5164.46,34.2665,5312.78,16.0537,345
5163.62,34.4409,5343.64,16.7115,346
5157.71,34.252,5338.56,16.654,347
5210.27,32.7485,5331.46,15.2711,348
5225.44,33.7923,5376.96,15.7567,349
5237.92,33.1918,5385.99,15.7708,350
5220.74,33.2503,5348.95,15.3513,351
5264.91,32.7463,5433.71,15.4049,352
5227.91,33.1328,5411.53,15.4428,353
5262.39,33.2751,5458.67,15.6113,354
5289.16,33.1036,5439.04,15.4307,355
5269.69,32.6944,5388.85,14.6971,356
5245.34,33.4747,5393.53,15.2735,357
5273.16,33.1098,5412.38,15.5373,358
5307.27,32.3352,5433.83,14.136,359
5268.41,32.8904,5411.86,14.9472,360
5351.34,32.4279,5522.22,14.9457,361
5239.48,32.3565,5404.5,14.3302,362
5230.57,32.3755,5444.64,14.462,363
5175.5,33.5037,5408.56,14.6351,364
5192.74,32.5378,5303.91,13.2033,365
5221.52,33.2688,5356.19,14.2915,366
5211.03,33.0351,5343.04,14.3326,367
5207.37,31.8399,5336.87,13.445,368
5239.76,32.0426,5365.64,13.9849,369
5292.59,31.5686,5375.29,14.1954,370
5263.96,31.9208,5366.43,13.4734,371
5284.49,31.2459,5437.89,13.5873,372
5150.71,32.1913,5227.49,13.733,373
5246.96,31.7612,5387.16,13.9694,374
5276.6,31.5006,5430.41,14.069,375
5324.11,30.1787,5476.93,13.4036,376
4828.58,32.3066,5411.04,13.6625,377
5311.18,32.3068,5564.49,14.1549,378
5360.99,31.3328,5512.51,13.485,379
5285.81,32.5602,5561.06,14.3436,380
5375.63,31.6089,5505.0,14.0163,381
3948.11,35.3185,4329.3,13.0161,382
5233.38,33.6481,5439.94,15.9962,383
-5.01,41.0276,-5.97,24.1011,384
3071.89,40.9622,2585.54,22.3612,385
4119.82,40.5447,4136.79,32.1479,386
1527.17,42.1753,1366.31,23.6885,387
618.82,48.0251,799.42,58.9744,388
726.61,45.7749,799.21,50.9258,389
297.49,51.4995,303.22,50.6524,390
1430.14,42.2133,1532.51,26.4923,391
737.69,43.6893,584.54,101.6859,392
2602.4,37.6475,3049.21,30.8473,393
4604.39,33.5451,4451.02,17.5776,394
4504.05,37.1499,4057.95,17.7132,395
4744.64,34.9742,4713.65,17.9126,396
4698.45,36.4696,4644.3,18.9354,397
5048.22,33.0436,5224.65,17.0347,398
5135.28,32.6921,5251.12,17.0446,399
5187.38,33.1467,5299.86,16.1712,400
5120.7,32.9928,5393.07,15.3124,401
