Running Env Steps,Real Sto Return,Running Forward KL,Running Update Time,Itration,Reward Loss,Real Det Return,Running Reverse KL
155000,1626.63,157.6815,31,31,-1248.0333251953125,1968.09,16.6387
160000,1670.36,157.7536,32,32,-1289.3218994140625,1982.21,17.0583
165000,1628.32,157.5965,33,33,-1327.98486328125,1972.7,16.5581
170000,1685.76,157.6515,34,34,-1356.6619873046875,2011.3,16.6755
175000,1655.64,157.4007,35,35,-1407.259033203125,2024.5,16.5769
180000,1639.14,157.6228,36,36,-1428.7471923828125,1903.41,16.5253
185000,1691.38,157.4925,37,37,-1485.7205810546875,2014.9,16.8645
190000,1687.2,157.5186,38,38,-1513.4208984375,2039.93,16.4883
195000,1671.3,157.4831,39,39,-1542.7745361328125,2050.39,16.4326
200000,1674.41,157.3155,40,40,-1585.243408203125,1935.34,16.2814
205000,1707.41,157.3369,41,41,-1608.1141357421875,2075.03,16.6213
210000,1679.24,157.3349,42,42,-1652.522216796875,2028.63,16.375
215000,1702.74,157.3631,43,43,-1700.8018798828125,2088.11,16.5144
220000,1679.13,157.3184,44,44,-1735.2127685546875,2007.7,16.4313
225000,1711.22,157.4565,45,45,-1783.711669921875,2059.12,16.6677
230000,1722.76,157.2095,46,46,-1808.94091796875,2044.44,16.328
235000,1705.01,157.2343,47,47,-1836.5758056640625,2054.03,16.5832
240000,1770.39,157.3155,48,48,-1877.0400390625,2116.92,16.6306
245000,1726.04,157.3879,49,49,-1918.6070556640625,2023.03,16.2221
250000,1707.61,157.3991,50,50,-1962.1505126953125,2049.66,16.3851
255000,1731.44,157.3332,51,51,-1998.7125244140625,2070.7,16.4422
260000,1732.85,157.4285,52,52,-2044.9171142578125,2068.07,16.3607
265000,1768.42,157.1406,53,53,-2064.57861328125,2099.28,16.5034
270000,1758.08,157.2998,54,54,-2125.297119140625,2107.91,16.4426
275000,1778.1,157.217,55,55,-2140.1904296875,2114.22,16.3855
280000,1777.56,157.3023,56,56,-2198.373046875,2118.49,16.4456
285000,1738.67,157.127,57,57,-2217.7685546875,2085.14,16.1997
290000,1753.76,157.0016,58,58,-2246.897216796875,2067.2,16.015
295000,1761.82,157.0872,59,59,-2308.234619140625,2106.22,16.4174
300000,1710.04,157.3709,60,60,-2343.608154296875,2005.01,16.0104
305000,1776.44,157.0686,61,61,-2372.01513671875,2097.18,16.0902
310000,1741.0,157.0184,62,62,-2399.7568359375,2090.22,15.9449
315000,1770.27,157.1162,63,63,-2441.228271484375,2101.63,16.1523
320000,1740.55,157.3618,64,64,-2497.879150390625,2084.26,16.3266
325000,1744.14,157.1685,65,65,-2538.56640625,2095.39,16.227
330000,1756.54,157.0955,66,66,-2569.614501953125,2102.57,16.0796
335000,1778.97,157.125,67,67,-2629.21142578125,2131.48,16.4532
340000,1784.5,157.1086,68,68,-2647.690185546875,2112.39,15.9673
345000,1753.78,157.1416,69,69,-2667.476806640625,2097.71,15.8431
350000,1774.26,157.2112,70,70,-2739.009521484375,2104.08,16.1422
355000,1769.76,156.9198,71,71,-2761.32470703125,2129.87,16.0779
360000,1772.46,157.0076,72,72,-2806.788330078125,2086.22,16.0074
365000,1801.96,157.0384,73,73,-2846.175048828125,2132.38,16.1206
370000,1775.85,157.0243,74,74,-2888.614013671875,2138.68,15.8468
375000,1789.42,157.1656,75,75,-2947.09912109375,2152.24,16.3556
380000,1794.66,157.1825,76,76,-2974.530517578125,2101.3,16.1549
385000,1744.14,156.9693,77,77,-3013.071044921875,2068.22,15.8554
390000,1786.35,157.2213,78,78,-3030.4931640625,2151.55,16.124
395000,1803.68,157.2213,79,79,-3077.779296875,2140.51,16.1869
400000,1791.98,157.1171,80,80,-3114.80615234375,2133.34,16.1103
405000,1822.36,156.9024,81,81,-3173.348876953125,2111.83,16.1098
410000,1789.47,157.2246,82,82,-3220.900634765625,2104.96,15.943
415000,1803.08,157.0933,83,83,-3260.024169921875,2126.7,16.0084
420000,1774.19,156.9403,84,84,-3300.394287109375,2131.59,15.9124
425000,1809.02,157.034,85,85,-3317.741455078125,2169.92,16.0412
430000,1831.37,156.9946,86,86,-3394.99267578125,2149.67,16.2237
435000,1802.75,157.0,87,87,-3415.287841796875,2158.35,15.9195
440000,1848.17,157.0847,88,88,-3503.86181640625,2214.35,16.4512
445000,1790.39,156.9776,89,89,-3496.47119140625,2133.69,15.9044
450000,1818.95,156.7938,90,90,-3567.913818359375,2156.69,15.8797
455000,1803.99,156.8839,91,91,-3583.25439453125,2096.94,15.8941
460000,1790.47,157.16,92,92,-3647.817138671875,2117.97,15.9612
465000,1816.15,157.1618,93,93,-3693.90771484375,2169.45,16.4107
470000,1763.3,157.0603,94,94,-3723.7236328125,2099.6,15.7693
475000,1851.38,157.0799,95,95,-3754.615234375,2172.44,16.192
480000,1831.57,156.813,96,96,-3808.935302734375,2191.32,16.0185
485000,1799.07,156.7924,97,97,-3848.68310546875,2184.78,15.8196
490000,1826.53,156.7772,98,98,-3883.229248046875,2165.48,15.9931
495000,1805.86,156.9888,99,99,-3953.10693359375,2168.87,15.799
500000,1836.47,156.9558,100,100,-4004.363525390625,2183.76,16.0458
505000,1847.81,156.9439,101,101,-4046.080078125,2149.31,16.1683
510000,1823.76,157.0341,102,102,-4081.78515625,2195.93,15.9815
515000,1779.79,156.9345,103,103,-4139.42431640625,2163.57,16.0744
520000,1814.6,156.8829,104,104,-4142.07080078125,2143.19,15.8011
525000,1830.36,156.9853,105,105,-4165.83154296875,2138.21,15.9268
530000,1847.53,157.0149,106,106,-4271.2919921875,2203.86,16.1608
535000,1840.18,156.9125,107,107,-4285.82958984375,2174.35,15.8236
540000,1766.97,157.0067,108,108,-4335.57470703125,2127.98,15.6536
545000,1838.21,156.6879,109,109,-4401.38818359375,2148.86,15.8071
550000,1839.18,157.1041,110,110,-4458.67578125,2175.28,16.1694
555000,1806.34,156.9629,111,111,-4507.1865234375,2190.73,15.8183
560000,1816.26,156.8603,112,112,-4534.455078125,2173.28,15.7315
565000,1845.25,156.7386,113,113,-4609.71240234375,2172.0,16.1667
570000,1807.8,156.951,114,114,-4622.1708984375,2119.92,15.7095
575000,1830.34,156.8258,115,115,-4675.58251953125,2173.64,15.7812
580000,1817.19,156.8784,116,116,-4694.546875,2179.12,15.5464
585000,1864.78,156.8595,117,117,-4777.1669921875,2210.42,15.7592
590000,1844.04,156.9578,118,118,-4822.22412109375,2220.02,15.9801
595000,1864.71,156.8798,119,119,-4888.28564453125,2205.14,15.7617
600000,1837.02,156.9123,120,120,-4925.25732421875,2194.19,15.9011
605000,1837.52,156.7384,121,121,-4969.36669921875,2172.58,15.4401
610000,1849.74,156.9579,122,122,-5002.24267578125,2194.26,15.8452
615000,1860.06,156.8474,123,123,-5043.484375,2179.4,15.7126
620000,1894.04,156.8857,124,124,-5117.4404296875,2216.51,15.8933
625000,1856.76,156.8081,125,125,-5169.525390625,2222.7,15.7066
630000,1858.54,156.8484,126,126,-5188.287109375,2193.6,15.9305
635000,1805.17,156.6801,127,127,-5256.7646484375,2136.86,15.3181
640000,1863.14,156.7729,128,128,-5288.54443359375,2244.22,15.9598
645000,1846.97,156.7251,129,129,-5336.8330078125,2223.08,15.7818
650000,1872.84,156.9084,130,130,-5453.31298828125,2249.69,16.1413
655000,1860.9,156.8817,131,131,-5485.34228515625,2197.04,15.7978
660000,1870.01,156.7004,132,132,-5510.515625,2183.53,15.652
665000,1879.52,156.7283,133,133,-5570.02490234375,2211.58,15.5686
670000,1875.34,156.7791,134,134,-5640.57861328125,2196.2,15.6616
675000,1873.1,156.914,135,135,-5698.6962890625,2230.52,16.0208
680000,1851.52,156.7109,136,136,-5725.51220703125,2224.85,15.4471
685000,1835.78,156.821,137,137,-5784.91845703125,2172.62,15.552
690000,1873.07,156.8655,138,138,-5819.0234375,2210.68,15.756
695000,1863.37,156.7687,139,139,-5865.00830078125,2226.19,15.7276
700000,1868.2,156.8923,140,140,-5903.947265625,2208.9,16.0009
705000,1890.28,156.9087,141,141,-5944.21826171875,2240.73,15.9343
710000,1852.38,156.8634,142,142,-6007.5185546875,2213.9,15.63
715000,1856.87,156.811,143,143,-6070.9619140625,2216.18,15.6825
720000,1883.06,156.7963,144,144,-6071.4921875,2219.64,15.8331
725000,1826.85,157.0294,145,145,-6146.07958984375,2170.58,15.6334
730000,1894.21,156.6446,146,146,-6182.14453125,2219.26,15.5612
735000,1906.85,156.6868,147,147,-6189.6708984375,2236.45,15.5889
740000,1888.55,156.8687,148,148,-6241.8349609375,2220.81,15.6654
745000,1900.8,156.9191,149,149,-6293.28076171875,2262.63,16.0081
750000,1896.17,156.8847,150,150,-6383.2060546875,2237.13,15.7917
755000,1872.66,156.6205,151,151,-6408.666015625,2229.88,15.604
760000,1904.21,156.681,152,152,-6445.85546875,2237.67,15.5609
765000,1849.21,156.837,153,153,-6500.15771484375,2165.14,15.4633
770000,1878.98,156.8502,154,154,-6533.24951171875,2215.0,15.822
775000,1918.45,156.712,155,155,-6573.134765625,2242.53,15.9057
780000,1880.83,156.8455,156,156,-6621.70703125,2244.0,15.8895
785000,1818.37,156.6629,157,157,-6706.07421875,2183.6,15.3567
790000,1902.44,156.5991,158,158,-6704.4384765625,2264.42,15.7814
795000,1885.37,156.7312,159,159,-6747.876953125,2215.55,15.6469
800000,1908.9,156.7874,160,160,-6811.88671875,2224.18,15.5721
805000,1857.23,156.7891,161,161,-6854.138671875,2247.73,15.6124
810000,1907.71,156.8143,162,162,-6886.18603515625,2221.95,15.7325
815000,1891.97,156.8506,163,163,-6892.22265625,2236.71,15.7975
820000,1904.19,156.6004,164,164,-6987.66064453125,2269.52,15.6844
825000,1874.65,156.816,165,165,-7000.9345703125,2240.79,15.6507
830000,1902.3,156.6735,166,166,-7045.94921875,2217.03,15.4684
835000,1884.41,156.7542,167,167,-7076.75390625,2209.44,15.6861
840000,1899.12,156.7142,168,168,-7162.34619140625,2264.08,15.4883
845000,1884.3,156.8015,169,169,-7226.0966796875,2238.85,15.8444
850000,1851.61,156.6075,170,170,-7282.96484375,2218.61,15.4434
855000,1889.35,156.6981,171,171,-7347.37060546875,2225.97,15.6855
860000,1864.65,156.699,172,172,-7341.37939453125,2236.9,15.4885
865000,1923.87,156.7177,173,173,-7394.16943359375,2247.16,15.8387
870000,1920.77,156.6923,174,174,-7383.55224609375,2233.79,15.7096
875000,1875.59,156.7012,175,175,-7443.89599609375,2188.04,15.575
880000,1910.3,156.7316,176,176,-7522.43798828125,2268.62,15.9461
885000,1912.97,156.6794,177,177,-7489.439453125,2232.93,15.8488
890000,1912.31,156.6838,178,178,-7543.255859375,2260.12,15.5862
895000,1916.26,156.8186,179,179,-7573.15185546875,2259.56,15.5506
900000,1911.33,156.9147,180,180,-7600.1689453125,2219.11,15.8288
905000,1936.78,156.8385,181,181,-7669.24169921875,2290.3,15.9623
910000,1925.36,156.7223,182,182,-7671.2255859375,2238.52,15.5705
915000,1897.99,156.6044,183,183,-7669.8173828125,2226.68,15.5866
920000,1890.05,156.845,184,184,-7748.65185546875,2226.72,15.3203
925000,1903.72,156.7817,185,185,-7780.40283203125,2245.85,15.7698
930000,1854.17,156.6546,186,186,-7776.74609375,2193.16,15.5178
935000,1905.31,156.7382,187,187,-7812.2099609375,2209.1,15.5741
940000,1893.09,156.5315,188,188,-7837.2529296875,2240.29,15.3262
945000,1944.88,156.7996,189,189,-7930.25146484375,2276.59,15.7045
950000,1917.55,156.8197,190,190,-7944.34521484375,2289.38,15.9316
955000,1904.86,156.683,191,191,-7936.75146484375,2253.68,15.4708
960000,1919.66,156.5296,192,192,-8011.1591796875,2299.59,15.6661
965000,1911.95,156.6563,193,193,-7987.58984375,2256.11,15.4993
970000,1950.77,156.6107,194,194,-8032.94775390625,2283.1,15.8205
975000,1912.19,156.556,195,195,-8041.31787109375,2275.06,15.3408
980000,1914.37,156.8272,196,196,-8109.35009765625,2289.38,15.4267
985000,1903.94,156.7901,197,197,-8071.10400390625,2245.16,15.3802
990000,1921.06,156.5387,198,198,-8124.115234375,2268.03,15.5753
995000,1947.57,156.6212,199,199,-8146.193359375,2306.29,15.6917
1000000,1925.06,156.7656,200,200,-8152.595703125,2239.22,15.7038
1005000,1937.39,156.6858,201,201,-8197.1337890625,2257.27,15.7167
1010000,1929.58,156.805,202,202,-8261.98828125,2283.21,15.7242
1015000,1926.55,156.7763,203,203,-8262.8935546875,2231.1,15.5694
1020000,1935.12,156.9175,204,204,-8293.0087890625,2266.49,15.5425
1025000,1909.39,156.677,205,205,-8313.6279296875,2259.47,15.4854
1030000,1938.83,156.608,206,206,-8304.1787109375,2270.68,15.5534
1035000,1904.07,156.6096,207,207,-8348.6318359375,2246.96,15.3514
1040000,1915.6,156.7181,208,208,-8407.0634765625,2244.04,15.3408
1045000,1923.91,156.4458,209,209,-8392.423828125,2258.76,15.3556
1050000,1923.66,156.6876,210,210,-8466.9892578125,2263.92,15.4117
1055000,1913.01,156.8023,211,211,-8461.9189453125,2253.29,15.5046
1060000,1909.05,156.937,212,212,-8502.658203125,2244.55,15.5931
1065000,1916.81,156.8078,213,213,-8546.4765625,2267.35,15.4388
1070000,1935.85,156.7345,214,214,-8540.955078125,2285.8,15.4769
1075000,1928.58,156.7179,215,215,-8577.37890625,2264.85,15.5712
1080000,1935.18,156.8589,216,216,-8596.5751953125,2261.43,15.5852
1085000,1929.33,156.7345,217,217,-8593.625,2263.59,15.3199
1090000,1930.34,156.7882,218,218,-8655.267578125,2265.33,15.5156
1095000,1938.64,156.7577,219,219,-8671.9033203125,2295.16,15.6267
1100000,1961.84,156.5696,220,220,-8712.5185546875,2279.5,15.6116
1105000,1936.59,156.7585,221,221,-8746.5302734375,2262.73,15.6094
1110000,1942.73,156.7708,222,222,-8769.9970703125,2300.26,15.4781
1115000,1927.02,156.6403,223,223,-8752.814453125,2259.47,15.4182
1120000,1951.58,156.7224,224,224,-8825.7666015625,2309.43,15.7006
1125000,1926.52,156.9356,225,225,-8851.0546875,2273.42,15.6987
1130000,1923.66,156.7687,226,226,-8888.5546875,2288.63,15.6149
1135000,1931.35,156.6209,227,227,-8912.0478515625,2286.95,15.5997
1140000,1932.91,156.91,228,228,-8947.0322265625,2277.65,15.551
1145000,1936.86,156.8115,229,229,-8955.8720703125,2289.14,15.8829
1150000,1929.26,156.8062,230,230,-9010.6376953125,2279.17,15.5909
1155000,1931.22,156.7847,231,231,-9016.7724609375,2253.92,15.5886
1160000,1933.24,156.8377,232,232,-9028.931640625,2285.53,15.5092
1165000,1909.52,156.685,233,233,-9049.90625,2279.92,15.4146
1170000,1911.79,156.8035,234,234,-9088.396484375,2298.97,15.6142
1175000,1912.44,156.5814,235,235,-9070.09375,2267.45,15.4772
1180000,1930.49,156.723,236,236,-9150.2470703125,2278.43,15.6076
1185000,1930.28,156.7576,237,237,-9168.0966796875,2301.21,15.7546
1190000,1927.94,156.9307,238,238,-9192.12890625,2278.72,15.6923
1195000,1927.64,156.9116,239,239,-9243.478515625,2289.29,15.7094
1200000,1930.78,156.6866,240,240,-9259.45703125,2291.13,15.6644
1205000,1935.57,156.7491,241,241,-9261.77734375,2292.32,15.5134
1210000,1906.34,156.6989,242,242,-9271.3017578125,2298.74,15.4894
1215000,1889.74,156.7089,243,243,-9314.0673828125,2166.76,15.7046
1220000,1914.43,156.7056,244,244,-9327.4150390625,2285.73,15.5093
1225000,1933.68,156.6723,245,245,-9344.650390625,2291.15,15.4536
1230000,1909.38,156.7934,246,246,-9409.4365234375,2273.47,15.6272
1235000,1925.82,156.7043,247,247,-9445.3662109375,2315.05,15.6114
1240000,1943.29,156.6032,248,248,-9449.3134765625,2297.53,15.6485
1245000,1941.12,156.662,249,249,-9444.4912109375,2296.64,15.5956
1250000,1917.99,156.7155,250,250,-9490.0673828125,2298.06,15.5429
1255000,1963.0,156.6959,251,251,-9521.921875,2309.14,15.6388
1260000,1935.75,156.8517,252,252,-9553.7646484375,2285.76,15.7758
1265000,1935.63,156.85,253,253,-9553.9541015625,2269.15,15.4121
1270000,1944.75,156.7434,254,254,-9581.763671875,2272.91,15.6913
1275000,1923.29,156.7815,255,255,-9601.0947265625,2280.55,15.679
1280000,1930.27,156.6901,256,256,-9617.6103515625,2286.04,15.9076
1285000,1908.79,156.7653,257,257,-9666.3486328125,2158.46,15.7715
1290000,1912.9,156.7158,258,258,-9657.240234375,2148.74,15.5187
1295000,1904.98,156.6476,259,259,-9701.9501953125,2226.71,15.5869
1300000,1938.11,156.7758,260,260,-9765.1923828125,2313.98,15.8121
1305000,1912.49,156.7911,261,261,-9729.443359375,2269.1,15.5107
1310000,1950.51,156.754,262,262,-9765.1708984375,2279.95,15.6528
1315000,1957.56,156.8052,263,263,-9811.0087890625,2311.02,15.8548
1320000,1958.92,156.8356,264,264,-9868.052734375,2295.8,15.8614
1325000,1932.88,156.6228,265,265,-9838.056640625,2244.32,15.7323
1330000,1933.71,156.7134,266,266,-9868.5625,2266.73,15.7273
1335000,1925.32,156.7645,267,267,-9882.998046875,1634.17,15.6205
1340000,1910.91,156.7868,268,268,-9910.6923828125,2145.53,15.4614
1345000,1938.18,156.8783,269,269,-9967.9345703125,2311.64,15.8588
1350000,1937.91,156.7424,270,270,-9936.5791015625,2297.61,15.4639
1355000,1879.19,156.6355,271,271,-9933.3427734375,2118.31,15.5255
1360000,1920.31,156.7246,272,272,-9996.2177734375,2291.41,15.6029
1365000,1896.67,156.7174,273,273,-10017.0478515625,2102.18,15.6241
1370000,1948.22,156.7973,274,274,-10084.6103515625,2287.7,15.8169
1375000,1907.72,156.7786,275,275,-10065.0224609375,2279.98,15.6051
1380000,1930.63,156.6308,276,276,-10072.765625,1862.85,15.4344
1385000,1910.73,156.772,277,277,-10114.416015625,2038.52,15.6974
1390000,1894.56,156.7067,278,278,-10117.6796875,2131.98,15.4027
1395000,1915.8,156.8535,279,279,-10148.1279296875,2244.11,15.5206
1400000,1928.16,156.5341,280,280,-10160.39453125,2288.36,15.5806
1405000,1936.08,156.798,281,281,-10168.5234375,2288.91,15.5214
1410000,1909.64,156.8639,282,282,-10267.9267578125,1730.04,15.6623
1415000,1921.83,156.6103,283,283,-10253.7724609375,1871.68,15.4791
1420000,1907.4,156.6064,284,284,-10288.1728515625,1600.08,15.5629
1425000,1929.74,156.7061,285,285,-10317.70703125,2183.4,15.5472
1430000,1898.69,156.6805,286,286,-10293.94140625,1750.51,15.486
1435000,1925.79,156.5801,287,287,-10381.1396484375,1754.47,15.5666
1440000,1928.14,156.9132,288,288,-10385.408203125,2271.51,15.5176
1445000,1933.02,156.6803,289,289,-10409.576171875,2258.81,15.4743
1450000,1921.61,156.7284,290,290,-10464.576171875,2266.61,15.7536
1455000,1954.01,156.6537,291,291,-10456.013671875,2291.6,15.5301
1460000,1930.4,156.619,292,292,-10465.337890625,2029.19,15.5287
1465000,1926.87,156.7604,293,293,-10500.5986328125,2152.73,15.457
1470000,1912.31,156.7476,294,294,-10528.57421875,2140.94,15.4345
1475000,1910.15,156.7555,295,295,-10530.1103515625,2255.89,15.5779
1480000,1913.44,156.9459,296,296,-10581.9677734375,1986.91,15.5195
1485000,1900.37,156.7625,297,297,-10566.228515625,2235.39,15.3583
1490000,1922.92,156.6065,298,298,-10610.740234375,2145.71,15.5496
1495000,1896.73,156.8106,299,299,-10636.353515625,2231.18,15.4237
1500000,1928.08,156.8047,300,300,-10650.23046875,2260.72,15.5639
1505000,1935.58,156.7611,301,301,-10687.0,2260.16,15.4245
1510000,1928.63,156.6932,302,302,-10721.009765625,2302.09,15.4945
1515000,1917.12,156.7736,303,303,-10707.8203125,2264.07,15.3537
1520000,1937.1,156.6996,304,304,-10783.0947265625,2252.41,15.5358
1525000,1922.02,156.6697,305,305,-10782.0048828125,2281.11,15.5268
1530000,1907.29,156.8006,306,306,-10774.755859375,2252.05,15.4178
1535000,1931.05,156.7523,307,307,-10813.26953125,2144.77,15.5196
1540000,1933.35,156.677,308,308,-10845.0888671875,2154.65,15.377
1545000,1948.6,156.7234,309,309,-10863.142578125,2286.76,15.4497
1550000,1944.99,156.7454,310,310,-10898.0048828125,2267.2,15.665
1555000,1924.94,156.8168,311,311,-10932.697265625,2260.18,15.6129
1560000,1888.87,156.72,312,312,-10926.712890625,2262.6,15.4186
1565000,1936.25,156.6691,313,313,-11025.7890625,2284.92,15.6239
1570000,1920.9,156.6896,314,314,-10973.328125,2263.16,15.2555
1575000,1914.31,156.8593,315,315,-11033.7470703125,2285.26,15.4721
1580000,1942.04,156.6745,316,316,-11005.759765625,2165.85,15.4992
1585000,1915.37,156.76,317,317,-11043.78125,2257.65,15.3546
1590000,1940.64,156.7725,318,318,-11109.841796875,2259.41,15.5454
1595000,1955.88,156.8322,319,319,-11138.8388671875,2301.71,15.6188
1600000,1944.41,156.7689,320,320,-11131.5458984375,2278.91,15.5669
1605000,1960.61,156.7966,321,321,-11169.806640625,2293.48,15.7463
1610000,1936.07,156.7941,322,322,-11162.6025390625,2283.05,15.3713
1615000,1929.21,156.677,323,323,-11185.201171875,2294.55,15.6206
1620000,1922.22,156.7241,324,324,-11205.287109375,2275.46,15.3223
1625000,1942.66,156.7794,325,325,-11269.109375,2292.19,15.6848
1630000,1947.91,156.6878,326,326,-11276.4794921875,2280.68,15.4295
1635000,1954.47,156.4903,327,327,-11321.1318359375,2300.63,15.365
1640000,1930.86,156.7044,328,328,-11341.4931640625,2284.27,15.4523
1645000,1954.8,156.7036,329,329,-11338.8505859375,2304.14,15.4555
1650000,1930.19,156.7373,330,330,-11356.6123046875,2265.29,15.325
1655000,1944.85,156.7275,331,331,-11412.390625,2290.18,15.3291
1660000,1950.92,156.8186,332,332,-11446.7900390625,2300.44,15.4483
1665000,1947.65,156.7263,333,333,-11476.6943359375,2294.31,15.4597
1670000,1922.82,156.6677,334,334,-11458.806640625,2259.92,15.1016
1675000,1917.2,156.6403,335,335,-11500.068359375,2257.99,15.3063
1680000,1946.38,156.853,336,336,-11511.189453125,2277.97,15.4511
1685000,1934.88,156.8314,337,337,-11581.8974609375,2284.79,15.3481
1690000,1933.0,156.6811,338,338,-11583.7626953125,2263.52,15.4056
1695000,1962.53,156.5706,339,339,-11592.18359375,2288.48,15.437
1700000,1902.12,156.6899,340,340,-11653.333984375,2251.21,15.3495
1705000,1922.78,156.6027,341,341,-11663.974609375,2270.84,15.3268
1710000,1926.95,156.7105,342,342,-11685.3671875,2268.81,15.2727
1715000,1924.77,156.7998,343,343,-11691.744140625,2244.83,15.2908
1720000,1924.77,156.7546,344,344,-11735.8681640625,2280.64,15.3932
1725000,1952.41,156.5948,345,345,-11800.6474609375,2299.43,15.3264
1730000,1943.8,156.5922,346,346,-11811.8505859375,2286.59,15.1702
1735000,1905.92,156.7286,347,347,-11773.6611328125,2258.13,15.1214
1740000,1944.22,156.5581,348,348,-11823.5927734375,2297.26,15.3986
1745000,1919.42,156.5596,349,349,-11876.9287109375,2265.86,15.2543
1750000,1927.41,156.6165,350,350,-11842.0048828125,2249.29,15.0906
1755000,1959.34,156.6248,351,351,-11923.7236328125,2297.01,15.4175
1760000,1936.67,156.6145,352,352,-11940.76953125,2301.45,15.2447
1765000,1935.24,156.6604,353,353,-11961.84765625,2286.7,15.2064
1770000,1933.34,156.6819,354,354,-11955.5810546875,2169.34,15.3037
1775000,1901.3,156.6354,355,355,-11957.111328125,2267.95,15.1466
1780000,1947.85,156.6944,356,356,-12088.958984375,2292.33,15.3136
1785000,1940.22,156.7921,357,357,-12097.6728515625,2316.88,15.355
1790000,1936.34,156.6519,358,358,-12115.66015625,2297.26,15.1882
1795000,1899.14,156.5717,359,359,-12112.638671875,2287.87,15.2564
1800000,1935.98,156.8785,360,360,-12162.806640625,2295.84,15.3562
1805000,1937.51,156.6177,361,361,-12165.384765625,2254.5,15.139
1810000,1931.34,156.583,362,362,-12236.4521484375,2270.52,15.2148
1815000,1905.73,156.7821,363,363,-12223.16015625,2269.9,15.1177
1820000,1918.61,156.5509,364,364,-12228.3955078125,2268.55,15.3243
1825000,1931.21,156.7477,365,365,-12243.8740234375,2269.38,15.074
1830000,1929.05,156.6355,366,366,-12314.2724609375,2320.02,15.3907
1835000,1918.23,156.7065,367,367,-12319.779296875,2274.93,15.3653
1840000,1935.69,156.6292,368,368,-12345.2265625,2281.43,15.3074
1845000,1948.48,156.7274,369,369,-12347.2978515625,2285.3,15.3038
1850000,1920.32,156.5206,370,370,-12378.51171875,2264.18,15.1404
1855000,1883.58,156.7703,371,371,-12442.65234375,2251.97,15.2045
1860000,1932.55,156.5555,372,372,-12401.19140625,2290.2,14.9972
1865000,1885.62,156.7135,373,373,-12475.8515625,2245.65,15.2625
