Real Sto Return,Running Reverse KL,Running Forward KL,Real Det Return,Itration
326.75,13.2361,47.9824,631.12,136
753.7,18.2509,48.908,434.95,137
474.56,13.8003,48.0746,695.35,138
734.26,13.6004,48.3187,1006.6,139
219.04,18.0966,48.0482,747.99,140
51.94,22.6808,52.4623,-11.37,141
601.76,15.2467,47.509,468.1,142
937.64,16.2554,46.907,924.21,143
1147.48,15.6852,46.5811,1217.44,144
1037.11,26.6413,49.1756,985.36,145
452.92,25.9657,47.8796,711.59,146
773.59,18.5894,47.2252,938.28,147
738.71,26.2522,47.4872,640.24,148
805.41,46.5561,48.0714,1171.8,149
581.57,26.3329,49.1584,785.16,150
858.29,41.5025,48.2338,1333.78,151
971.32,16.8538,46.8518,559.96,152
1233.48,24.5503,47.5479,1171.25,153
314.46,33.8622,49.8837,178.74,154
455.34,23.0502,47.7851,505.7,155
769.1,19.3152,48.6604,958.54,156
322.56,13.4321,48.7713,218.45,157
779.06,25.2519,48.254,1024.13,158
1038.41,13.6192,48.7293,890.24,159
671.38,13.7608,47.203,264.55,160
611.02,31.3236,49.9238,483.61,161
435.43,37.1803,49.6432,700.91,162
1880.16,12.8731,46.3735,2398.27,163
1408.39,14.66,47.1057,1555.56,164
336.08,14.233,46.9277,701.12,165
1527.71,12.5326,46.9823,1373.52,166
1920.3,15.5701,46.8322,1727.56,167
1660.49,17.0541,46.6933,1364.79,168
1202.13,16.7707,45.7146,1358.26,169
925.12,20.874,47.1013,1154.9,170
2731.01,15.7085,46.6821,2683.55,171
988.31,16.0925,46.5398,1193.72,172
768.55,16.2507,46.681,1209.72,173
890.47,21.5937,46.8056,472.13,174
2199.32,14.0615,46.0463,2123.48,175
1369.13,20.5478,47.5205,931.12,176
1630.84,18.5535,47.1223,1541.1,177
491.16,15.5622,48.6047,577.04,178
825.66,20.8063,49.0569,948.45,179
2202.46,15.8737,46.921,2730.72,180
1037.8,13.0648,47.1987,768.67,181
1087.21,25.4443,47.4818,1385.03,182
1454.38,17.6879,46.1073,1725.26,183
1784.69,22.7194,46.9428,1562.57,184
1400.6,14.7263,46.1374,1209.31,185
2023.04,16.8212,47.8826,2345.49,186
1156.91,21.7747,47.6047,1317.19,187
1147.78,14.5788,46.0594,1434.9,188
2069.26,24.2989,47.4756,2627.4,189
988.34,36.4958,48.3181,1140.27,190
928.35,16.6127,46.6468,1435.85,191
1005.78,13.7608,46.7482,1390.49,192
1006.77,28.1836,46.7174,1016.96,193
2057.63,17.0168,45.5619,2584.59,194
1981.98,20.2681,46.7216,1562.89,195
1939.71,30.1051,45.9146,1940.76,196
1259.23,14.4504,45.5984,2038.97,197
2276.63,36.0023,46.8975,2062.99,198
1640.57,13.1861,46.4571,1093.65,199
988.14,18.1175,47.6596,919.67,200
669.54,41.3251,47.7066,512.63,201
903.87,30.565,48.417,606.36,202
575.76,27.2109,47.9325,478.37,203
931.08,14.5716,46.8715,1155.11,204
1461.49,25.783,46.9624,2358.85,205
1244.34,19.8723,48.0676,1127.11,206
1840.8,20.0957,46.7863,1726.32,207
941.72,51.714,47.2307,1271.54,208
332.17,50.3131,47.9411,332.56,209
530.0,51.1978,49.8489,824.21,210
1221.66,18.9685,46.9402,1200.97,211
2096.18,18.6337,46.7386,2519.82,212
578.84,20.051,49.0142,277.51,213
647.62,15.0131,47.5763,651.4,214
2265.95,13.9488,46.8059,2717.89,215
1020.27,16.9481,46.6253,1264.7,216
2113.84,14.6145,45.7186,2455.43,217
2166.25,14.4037,45.6386,2221.32,218
1254.05,15.2123,46.3926,1433.14,219
1137.29,16.8782,46.5571,1032.29,220
890.48,37.6943,45.8166,131.61,221
842.36,22.8097,48.5153,760.22,222
512.03,42.8466,47.8028,408.22,223
1781.25,31.7882,46.5769,1271.62,224
1306.67,27.8124,46.9315,258.44,225
929.51,26.1318,47.0141,1187.47,226
845.99,24.5417,47.4093,360.99,227
1343.63,17.7865,48.5995,1211.15,228
972.74,15.6024,46.6082,1250.39,229
478.63,28.5674,46.7005,1438.91,230
1247.21,19.5179,46.9887,2522.82,231
907.95,13.8816,47.526,600.53,232
3429.47,17.287,46.0059,3622.31,233
1632.18,15.6431,46.5917,1847.15,234
1502.57,13.5353,46.5478,864.51,235
2656.2,14.9637,46.2413,2709.69,236
2105.6,14.7436,45.1854,2224.6,237
1881.44,16.9032,45.655,1422.54,238
2693.15,15.7494,45.6938,3375.83,239
1161.77,13.7399,46.0062,1238.08,240
938.32,18.9267,47.1796,1269.36,241
1334.07,19.4596,47.4718,1393.52,242
1610.54,23.908,46.574,1628.19,243
1301.6,18.918,46.1967,2837.62,244
2746.89,20.9643,46.2631,2367.1,245
2235.66,14.1514,45.9665,2526.59,246
3066.0,21.5482,46.3805,2363.16,247
2373.76,29.4459,45.8029,2248.17,248
2469.03,29.3474,46.7301,2504.5,249
3222.31,27.9818,45.9981,3004.49,250
3146.2,18.443,45.527,2322.25,251
2666.52,19.3587,45.6825,3046.1,252
3517.47,17.8659,46.1794,2963.79,253
2255.23,16.4196,47.3769,2799.44,254
220.63,43.9491,49.6982,241.76,255
2764.37,15.6437,46.3675,2961.16,256
2393.93,18.8127,47.1354,2427.81,257
1507.1,14.3403,47.7907,1137.92,258
2456.06,15.9425,46.5189,3155.99,259
2979.27,15.3971,46.4961,2971.26,260
2597.32,17.783,46.2629,2825.6,261
2072.57,17.7955,45.7012,2801.95,262
1656.47,13.2376,44.6243,2840.14,263
2143.73,15.3154,45.2083,2518.37,264
2041.24,13.2943,46.0348,1953.69,265
1213.11,17.7636,47.5049,1618.43,266
2239.05,15.3663,47.2441,2898.71,267
2084.71,14.6394,45.9879,2270.92,268
2004.49,12.6606,45.9786,2028.58,269
2490.19,14.0858,45.599,2820.2,270
1435.72,12.9729,46.0206,892.94,271
1957.51,12.9523,45.593,721.3,272
1936.69,14.8437,45.7906,2618.87,273
2695.44,14.5306,44.7328,2507.07,274
1363.03,15.6924,44.7891,961.5,275
1962.18,15.8997,45.0312,1739.71,276
1010.97,15.3783,47.1128,418.92,277
1584.5,19.2015,46.9239,1782.82,278
1484.05,14.9145,47.0391,1805.05,279
1373.29,15.892,47.0992,530.99,280
1836.21,15.2279,46.3174,2343.26,281
1921.53,16.3183,46.197,1889.22,282
888.81,14.6183,47.1165,1436.95,283
2165.8,15.0592,45.2368,2137.75,284
1775.48,17.2349,46.9456,2455.18,285
2050.29,15.5199,45.9373,1726.22,286
1762.49,18.8558,47.6024,2131.96,287
2763.07,16.0565,46.1379,3127.66,288
1289.63,17.5357,46.7228,1636.46,289
468.84,16.3614,47.5186,438.17,290
1518.31,19.799,46.8426,1912.97,291
768.82,19.1532,47.2488,1159.63,292
1173.77,27.927,47.3872,2109.86,293
1049.41,27.4694,47.8408,1202.12,294
1169.36,19.9506,47.88,1524.1,295
665.17,29.5011,47.4747,1245.72,296
584.23,24.4808,47.9239,1256.55,297
1907.94,32.1266,48.1458,1323.02,298
1803.95,29.3692,47.2385,1862.75,299
551.32,22.8527,47.9651,1399.71,300
1479.95,23.6423,48.4539,1234.7,301
1003.3,21.7191,49.1576,1803.67,302
1980.8,20.7357,47.2729,2522.83,303
1711.27,21.2608,49.0619,117.01,304
1734.6,31.1562,47.0622,2548.22,305
1402.34,16.0295,46.4051,1461.01,306
850.6,20.7366,47.9567,2881.15,307
2099.31,18.7417,46.255,3166.04,308
1296.44,16.3728,46.7964,2193.3,309
1839.06,17.4134,47.0193,1342.02,310
2576.76,20.4214,45.7649,3202.5,311
2524.72,16.6566,45.2692,1624.33,312
1320.2,14.4843,45.9957,1237.19,313
175.57,22.1231,47.2422,242.54,314
1243.51,15.3057,45.7671,337.22,315
2640.46,18.7882,45.5562,2631.55,316
2991.9,15.7474,44.8812,3254.81,317
3237.56,16.8688,45.4876,3475.34,318
266.65,39.1794,48.7234,617.7,319
684.32,28.6463,46.5305,567.33,320
2468.33,25.0771,46.7496,1978.0,321
1125.41,15.2798,46.0731,3038.03,322
2251.44,17.7154,46.4088,2061.97,323
1976.83,14.455,46.029,2442.33,324
2501.66,17.596,45.6961,2596.83,325
1429.08,26.1826,47.6859,2103.85,326
2180.49,14.3312,47.0912,1665.87,327
1836.48,20.7319,47.6947,1990.14,328
2758.47,20.0395,46.1013,1490.92,329
1745.75,16.9093,46.6851,1343.75,330
1958.45,14.7947,46.9629,1985.51,331
2313.34,23.5727,46.9731,2314.48,332
2388.37,16.2079,45.9976,2852.02,333
1683.63,22.0905,48.1602,2581.81,334
1985.22,19.7057,47.2208,2891.39,335
963.31,48.9348,48.2099,1506.91,336
2460.06,33.554,47.21,2767.4,337
1713.01,29.8171,47.7547,1651.93,338
1967.27,35.2218,48.1285,1915.46,339
731.1,32.5011,49.0745,749.41,340
1855.3,21.357,47.3998,511.28,341
1215.43,40.592,47.5795,1175.31,342
1604.11,43.9702,47.092,2930.46,343
1794.9,37.8988,47.8355,2566.69,344
1519.17,23.5365,48.1968,2168.51,345
1557.54,33.1949,48.6496,2664.29,346
2313.0,24.1968,46.6597,2121.73,347
1203.58,24.3662,47.578,1443.07,348
1357.25,66.5953,49.5333,1146.22,349
539.0,93.3949,50.2541,494.0,350
1983.96,34.7466,47.4551,2339.02,351
