Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps,Itration,Real Det Return,Running Forward KL
17.8024,-799.0723876953125,5776.6,32,160000,32,6228.6,154.4046
17.267,-784.0762329101562,5929.19,33,165000,33,6532.13,153.7472
17.6152,-784.967529296875,5903.27,34,170000,34,6300.1,154.5604
16.7818,-819.8140258789062,5786.27,35,175000,35,6706.47,153.6209
17.765,-832.1585083007812,6272.87,36,180000,36,6722.44,153.6042
17.2415,-832.569580078125,6154.0,37,185000,37,6702.49,153.395
17.6007,-889.5882568359375,6256.86,38,190000,38,6799.98,153.4169
17.7108,-867.21240234375,6466.9,39,195000,39,6980.41,153.0372
16.7606,-896.3397827148438,6572.79,40,200000,40,7066.72,153.1447
17.3121,-913.0009765625,6588.71,41,205000,41,7049.22,153.4913
17.0684,-927.5809326171875,6487.82,42,210000,42,7128.0,153.7045
17.5571,-950.9755859375,6732.98,43,215000,43,7256.09,152.9325
17.9015,-975.5064697265625,6653.22,44,220000,44,7024.73,153.7387
17.3772,-990.2446899414062,6476.9,45,225000,45,7009.98,153.3055
17.8655,-982.406982421875,6751.26,46,230000,46,7337.0,152.7762
15.2843,-1006.0579833984375,6464.31,47,235000,47,6605.89,152.3333
17.675,-1001.109619140625,6959.45,48,240000,48,7476.27,152.4652
15.8771,-1031.4422607421875,6717.27,49,245000,49,7088.31,152.3683
17.0866,-1050.8868408203125,7019.77,50,250000,50,7444.16,152.218
18.5968,-1071.5203857421875,7218.18,51,255000,51,7780.3,152.0684
17.0251,-1054.54345703125,6975.29,52,260000,52,7665.2,152.003
17.507,-1082.79736328125,6914.42,53,265000,53,7465.13,151.981
16.9179,-1114.1204833984375,6944.88,54,270000,54,7416.2,152.6689
16.0793,-1093.19140625,7115.66,55,275000,55,7521.08,152.4641
17.0181,-1126.4415283203125,7192.75,56,280000,56,7620.78,152.1882
17.9468,-1165.8067626953125,7211.6,57,285000,57,7733.93,152.5853
17.4739,-1170.0482177734375,7147.43,58,290000,58,7530.85,152.1179
17.2061,-1150.4036865234375,7501.49,59,295000,59,8006.38,152.1327
17.1935,-1196.066650390625,7128.28,60,300000,60,7551.42,152.825
17.9325,-1180.419189453125,7816.03,61,305000,61,8304.25,151.2893
17.4862,-1201.4534912109375,7696.48,62,310000,62,8169.75,152.1976
16.2346,-1258.9737548828125,7160.6,63,315000,63,7993.4,151.6828
17.6606,-1272.5064697265625,7563.03,64,320000,64,8254.54,151.5246
17.6847,-1260.4857177734375,7720.96,65,325000,65,8235.44,152.1699
18.0933,-1282.9342041015625,7863.87,66,330000,66,8279.78,151.3108
17.4827,-1294.227783203125,7893.25,67,335000,67,8317.66,151.0175
17.3935,-1289.3486328125,7833.87,68,340000,68,8536.05,151.2277
17.1977,-1322.4169921875,7808.66,69,345000,69,8219.85,151.6666
15.9415,-1263.89208984375,7854.28,70,350000,70,8415.11,151.041
17.4486,-1347.36962890625,7649.42,71,355000,71,8427.17,150.8807
18.0562,-1369.930419921875,8214.74,72,360000,72,8645.83,150.7458
17.8169,-1356.3994140625,7881.4,73,365000,73,8576.94,151.3454
17.907,-1383.5323486328125,8108.66,74,370000,74,8563.72,151.1434
18.6955,-1432.03125,8122.83,75,375000,75,8387.13,150.7461
17.3717,-1404.692626953125,7960.11,76,380000,76,8694.81,151.4462
17.3275,-1395.6422119140625,8249.68,77,385000,77,8959.26,150.0172
18.4171,-1442.5906982421875,8220.24,78,390000,78,8620.8,150.7932
15.522,-1497.136962890625,7607.49,79,395000,79,8396.98,150.8332
16.8291,-1499.895751953125,8388.74,80,400000,80,8802.76,150.4439
17.7428,-1508.018310546875,8103.54,81,405000,81,8687.22,150.7914
16.7403,-1475.9638671875,8540.37,82,410000,82,9136.52,150.3149
17.2874,-1505.6036376953125,8424.8,83,415000,83,8992.36,150.4033
17.3173,-1537.0543212890625,8594.31,84,420000,84,9105.48,150.5917
16.6994,-1583.6419677734375,8173.1,85,425000,85,8814.32,150.6036
17.7869,-1589.4527587890625,8384.09,86,430000,86,8977.92,150.6379
17.9066,-1596.5694580078125,8257.29,87,435000,87,8561.47,151.3608
17.4545,-1610.9476318359375,8566.16,88,440000,88,9105.45,150.6368
17.668,-1649.2215576171875,8599.52,89,445000,89,9143.87,151.209
16.9504,-1629.468994140625,8663.72,90,450000,90,9143.61,150.5731
16.0736,-1657.8568115234375,8250.26,91,455000,91,9373.66,151.1
17.028,-1700.980712890625,8665.55,92,460000,92,9272.02,150.4758
17.8607,-1663.738037109375,8822.77,93,465000,93,9444.02,150.57
18.2265,-1682.1622314453125,7647.81,94,470000,94,9235.68,150.85
14.8988,-1775.4759521484375,7887.52,95,475000,95,8910.79,150.3431
17.247,-1749.6114501953125,8762.1,96,480000,96,9304.77,150.8781
17.3447,-1738.22802734375,8376.87,97,485000,97,9331.66,150.2075
17.6961,-1803.88037109375,8284.95,98,490000,98,8662.5,151.1594
16.7779,-1831.819091796875,8598.35,99,495000,99,9071.4,150.7755
18.0442,-1829.4212646484375,8858.2,100,500000,100,9354.82,150.4866
17.3061,-1819.613525390625,8710.9,101,505000,101,9140.57,150.2182
17.0823,-1843.8416748046875,8470.13,102,510000,102,8951.12,150.0966
16.3635,-1946.8572998046875,8141.69,103,515000,103,9283.2,150.2701
17.3671,-1887.3170166015625,8999.89,104,520000,104,9555.45,150.608
18.1992,-1958.275390625,8740.39,105,525000,105,9197.85,150.813
17.5086,-1936.5733642578125,8697.24,106,530000,106,9161.86,150.9985
16.6085,-1919.6063232421875,8335.23,107,535000,107,8891.41,150.6995
17.604,-1961.9156494140625,8823.44,108,540000,108,9355.76,150.5912
15.6387,-2039.471435546875,8289.53,109,545000,109,9345.8,150.09
16.8889,-2010.1373291015625,8857.31,110,550000,110,9291.02,149.82
17.5337,-2015.3638916015625,9145.67,111,555000,111,9631.68,149.8057
18.4824,-2035.168701171875,8568.49,112,560000,112,9039.71,150.4505
15.8958,-2094.572509765625,8557.93,113,565000,113,9661.8,149.6531
15.8784,-2079.83447265625,7689.76,114,570000,114,9353.35,148.9566
18.1747,-2067.40380859375,8904.75,115,575000,115,9786.6,149.9734
17.5763,-2077.87060546875,9228.26,116,580000,116,9723.89,149.8173
17.4698,-2102.5625,9251.89,117,585000,117,9792.42,149.3616
15.5701,-2177.177490234375,8678.67,118,590000,118,9377.7,150.081
18.0338,-2164.74853515625,8955.98,119,595000,119,9322.85,150.3302
17.0919,-2194.23779296875,8949.12,120,600000,120,9468.35,149.7206
17.5391,-2184.26025390625,9204.51,121,605000,121,9683.21,150.4078
17.7443,-2217.127197265625,9298.67,122,610000,122,9787.11,150.1341
17.3821,-2280.728515625,9207.6,123,615000,123,9840.87,150.5641
17.39,-2222.24560546875,9065.79,124,620000,124,9834.28,149.8336
17.182,-2273.257080078125,9432.74,125,625000,125,9908.94,149.7563
17.9622,-2269.66162109375,9163.61,126,630000,126,9508.37,148.8347
17.4971,-2291.9482421875,9318.29,127,635000,127,9783.69,149.3524
17.4237,-2332.24853515625,9039.41,128,640000,128,9444.77,150.9097
17.4213,-2383.9990234375,9342.69,129,645000,129,9767.52,150.1409
17.3321,-2380.417236328125,9447.75,130,650000,130,9994.49,149.2992
18.1835,-2419.382568359375,9238.0,131,655000,131,9703.73,149.9697
17.3121,-2400.6875,9276.31,132,660000,132,9955.39,148.7127
17.0066,-2512.357421875,8689.04,133,665000,133,9283.89,148.8257
17.003,-2510.051513671875,9305.66,134,670000,134,9712.28,149.3958
16.3111,-2484.013916015625,9260.51,135,675000,135,9904.82,149.1197
16.9748,-2525.05615234375,9108.2,136,680000,136,9484.16,149.8005
17.1531,-2549.97509765625,9154.67,137,685000,137,9867.33,149.6691
17.8632,-2565.69677734375,9514.47,138,690000,138,9967.95,149.3904
17.6639,-2590.603271484375,9301.63,139,695000,139,9418.27,149.7128
17.7781,-2562.190673828125,9502.09,140,700000,140,9929.03,149.6266
17.9751,-2633.63623046875,9431.47,141,705000,141,9854.85,150.3783
17.9703,-2612.028076171875,9517.62,142,710000,142,10057.94,149.5276
18.2556,-2678.85693359375,9026.79,143,715000,143,9480.2,149.7711
18.1832,-2690.68212890625,9280.02,144,720000,144,9769.66,148.8817
18.1364,-2777.057373046875,9473.28,145,725000,145,9852.33,149.8207
17.7363,-2698.9404296875,9695.61,146,730000,146,10153.31,148.9287
16.9498,-2691.804443359375,9467.38,147,735000,147,10065.82,149.082
18.0231,-2802.442626953125,8988.93,148,740000,148,9525.93,150.0176
18.2016,-2763.618896484375,9691.2,149,745000,149,10157.62,149.4191
18.6079,-2743.072998046875,9188.91,150,750000,150,9644.81,149.5938
17.2162,-2878.984619140625,9240.62,151,755000,151,9992.96,148.9734
19.0615,-2868.94091796875,9214.48,152,760000,152,9749.04,149.9858
17.4181,-2763.88623046875,9848.69,153,765000,153,10348.75,149.1866
17.7955,-2931.6259765625,9679.77,154,770000,154,10226.0,149.9101
16.6671,-2920.112060546875,9523.2,155,775000,155,10024.81,148.8183
17.722,-2933.844970703125,9742.52,156,780000,156,10240.41,149.1217
18.0871,-2987.538330078125,9780.61,157,785000,157,10260.06,149.0779
17.6051,-3012.392578125,9383.49,158,790000,158,10066.83,148.2988
17.5742,-2938.478515625,9817.04,159,795000,159,10253.66,148.3487
17.2044,-3074.15576171875,9602.09,160,800000,160,9984.98,149.0646
17.6206,-3075.91796875,9461.07,161,805000,161,10009.63,149.0849
17.5415,-3094.490966796875,9337.72,162,810000,162,9845.74,149.9295
17.2862,-3129.71630859375,9600.97,163,815000,163,10280.85,149.3592
17.5393,-3083.25732421875,9758.18,164,820000,164,10355.77,148.8215
18.2586,-3104.1845703125,9668.12,165,825000,165,10122.55,149.6734
17.195,-3061.830078125,9993.99,166,830000,166,10461.34,148.0782
17.9252,-3218.01513671875,9811.54,167,835000,167,10345.96,148.219
18.1322,-3202.93505859375,9783.31,168,840000,168,10324.77,149.0613
17.572,-3192.21044921875,9799.4,169,845000,169,10378.02,149.0042
17.8755,-3239.878662109375,9778.15,170,850000,170,10346.7,149.6207
18.1325,-3267.754150390625,9794.17,171,855000,171,10291.93,149.3845
18.0897,-3380.685546875,9896.36,172,860000,172,10310.8,150.2967
18.2068,-3257.002685546875,9948.77,173,865000,173,10420.1,148.7096
17.711,-3341.162109375,9811.13,174,870000,174,10076.5,148.5759
17.1953,-3349.666748046875,9966.86,175,875000,175,10496.06,149.1689
18.1072,-3486.211181640625,9999.09,176,880000,176,10549.01,149.326
17.2724,-3453.4482421875,9952.32,177,885000,177,10438.7,148.2373
17.3701,-3428.00634765625,10112.55,178,890000,178,10624.67,148.6377
18.2095,-3509.72216796875,9983.57,179,895000,179,10547.91,148.7322
17.4121,-3497.513671875,10011.13,180,900000,180,10145.49,148.768
18.7954,-3524.175537109375,9896.74,181,905000,181,10344.53,148.5818
17.5942,-3529.447509765625,9623.68,182,910000,182,10443.44,149.011
18.1849,-3608.089599609375,9910.78,183,915000,183,10389.66,149.2606
18.437,-3636.124755859375,9593.36,184,920000,184,9974.21,149.3401
17.5015,-3592.222412109375,10046.58,185,925000,185,10565.6,148.4799
18.0767,-3710.591064453125,9878.64,186,930000,186,10268.97,148.299
17.8789,-3724.647705078125,9897.52,187,935000,187,10493.65,149.3301
19.1244,-3714.022216796875,9930.47,188,940000,188,10373.11,148.6626
18.9866,-3849.048095703125,9952.68,189,945000,189,10161.99,148.2236
17.5725,-3665.644775390625,10008.46,190,950000,190,10536.95,148.2268
16.2716,-3885.48046875,8322.12,191,955000,191,9918.95,148.7662
17.4595,-3810.966064453125,9988.86,192,960000,192,10009.09,148.8844
17.9899,-4018.64013671875,9683.35,193,965000,193,10070.46,149.0418
18.4994,-3907.404296875,10011.48,194,970000,194,10640.98,148.8213
18.3932,-3954.44580078125,10162.99,195,975000,195,10619.74,148.6686
18.4001,-4000.1240234375,10212.25,196,980000,196,10666.25,148.9857
17.1018,-4039.5869140625,9723.35,197,985000,197,10207.28,148.3972
17.2055,-3906.9091796875,10109.28,198,990000,198,10229.66,147.6762
15.7341,-4390.9326171875,8567.94,199,995000,199,8624.94,149.3182
17.0638,-3993.402587890625,9973.74,200,1000000,200,10605.96,148.1574
16.5466,-4122.09765625,9756.17,201,1005000,201,10330.8,148.4954
16.8415,-4039.73681640625,9910.89,202,1010000,202,10361.32,148.1638
17.737,-4064.710693359375,10018.55,203,1015000,203,10556.2,147.9923
17.205,-4160.43115234375,10100.21,204,1020000,204,10605.06,147.4497
17.4294,-4235.17333984375,10017.09,205,1025000,205,10539.64,148.4151
15.8212,-4229.34130859375,9445.28,206,1030000,206,10320.46,148.167
16.5023,-4201.5302734375,9950.39,207,1035000,207,10571.59,147.5849
17.439,-4181.1181640625,9719.74,208,1040000,208,10689.91,147.7909
17.1656,-4251.88232421875,10026.32,209,1045000,209,10058.42,148.4281
16.3826,-4288.26416015625,9419.8,210,1050000,210,10437.73,147.4966
16.795,-4350.58251953125,9633.19,211,1055000,211,10532.46,147.5246
17.5343,-4329.44921875,10183.63,212,1060000,212,10605.6,147.9497
16.1816,-4523.50439453125,8491.08,213,1065000,213,9912.5,147.9882
17.5971,-4442.541015625,10056.16,214,1070000,214,10566.19,148.0782
17.8112,-4465.5390625,9656.34,215,1075000,215,10723.0,147.5754
17.3337,-4378.8837890625,10040.71,216,1080000,216,10622.53,146.9908
17.522,-4380.90869140625,10108.4,217,1085000,217,10689.02,146.6714
19.1146,-4548.1318359375,10111.68,218,1090000,218,10568.31,147.9433
17.3953,-4509.861328125,10174.7,219,1095000,219,10744.93,146.4325
16.7293,-4501.94287109375,10214.45,220,1100000,220,10730.47,147.4083
16.5155,-4595.55908203125,10144.0,221,1105000,221,10687.84,148.1459
17.0271,-4565.55517578125,10255.22,222,1110000,222,10697.81,147.5257
17.2605,-4635.16259765625,10094.81,223,1115000,223,10622.98,147.0019
17.5176,-4603.68115234375,10060.97,224,1120000,224,10311.86,146.9363
17.7033,-4721.05859375,10184.5,225,1125000,225,10771.16,147.5338
17.6351,-4639.23291015625,9797.88,226,1130000,226,10731.05,147.043
16.7509,-4747.0166015625,10077.51,227,1135000,227,10654.63,146.769
17.0916,-4845.2724609375,9999.67,228,1140000,228,10687.11,147.0736
17.917,-4867.73974609375,10165.2,229,1145000,229,10642.3,147.1533
15.8181,-4866.40087890625,9633.32,230,1150000,230,10568.6,147.7763
16.3406,-4867.7587890625,9833.98,231,1155000,231,10793.78,147.4852
17.3422,-4923.9619140625,10156.44,232,1160000,232,10803.02,147.9961
17.411,-5010.6240234375,10360.26,233,1165000,233,10842.57,147.5619
15.5894,-5034.1142578125,10089.51,234,1170000,234,10728.29,146.7356
18.2097,-4974.4990234375,10312.78,235,1175000,235,10890.77,147.7277
16.9506,-5117.52001953125,9718.32,236,1180000,236,10341.56,147.2511
17.7804,-5011.61474609375,9855.81,237,1185000,237,10906.07,147.2957
16.1218,-5126.1474609375,9967.3,238,1190000,238,10829.09,147.2595
17.0379,-5140.57275390625,9987.98,239,1195000,239,10768.3,147.3266
17.5084,-5206.44873046875,10047.2,240,1200000,240,10820.58,148.1317
18.0222,-5314.4658203125,10288.93,241,1205000,241,10711.32,148.4267
17.6446,-5213.57470703125,10359.68,242,1210000,242,10859.61,147.5111
17.4395,-5167.70458984375,9875.58,243,1215000,243,10886.92,147.8161
18.2757,-5394.4970703125,10415.37,244,1220000,244,10776.08,147.5413
17.4164,-5352.22900390625,10440.85,245,1225000,245,11119.6,147.9589
16.2551,-5467.2333984375,9969.98,246,1230000,246,10911.58,147.5265
17.8879,-5483.7685546875,10079.74,247,1235000,247,10899.49,147.8135
17.6561,-5408.2001953125,10286.78,248,1240000,248,10771.01,147.3931
18.2667,-5534.5966796875,10418.07,249,1245000,249,10927.03,148.2867
17.2109,-5660.4306640625,10032.07,250,1250000,250,10861.61,147.5836
17.9153,-5554.46142578125,10443.5,251,1255000,251,10869.48,147.9062
17.2569,-5661.39892578125,10038.12,252,1260000,252,10710.43,148.2287
17.9907,-5556.96875,9942.7,253,1265000,253,10514.56,148.0174
17.7379,-5681.57958984375,10489.13,254,1270000,254,11003.19,147.3346
16.8526,-5633.88916015625,10564.03,255,1275000,255,11001.23,147.4291
17.4367,-5645.5361328125,10381.11,256,1280000,256,10982.82,147.6679
18.1789,-5826.9521484375,10467.91,257,1285000,257,10984.88,147.8664
17.4202,-5837.068359375,10320.81,258,1290000,258,10899.71,147.8141
17.7563,-5830.57177734375,10205.28,259,1295000,259,10810.4,147.9917
17.6628,-5741.13916015625,10370.85,260,1300000,260,11064.48,146.6917
16.8422,-5868.5576171875,10219.78,261,1305000,261,10976.81,148.4633
17.7081,-5918.98486328125,10457.13,262,1310000,262,10984.37,147.3855
17.869,-6019.83056640625,10540.4,263,1315000,263,10940.94,147.9142
17.3537,-6030.01611328125,9927.15,264,1320000,264,10851.48,147.9259
16.9672,-6007.36572265625,10366.74,265,1325000,265,10656.84,147.2163
17.012,-5905.5810546875,9813.27,266,1330000,266,10823.6,147.6253
17.6177,-6043.6923828125,10344.62,267,1335000,267,10897.97,147.2345
17.4318,-6226.97998046875,10501.45,268,1340000,268,11015.4,148.2787
17.3556,-6300.61474609375,10056.08,269,1345000,269,10803.32,147.6317
17.4643,-6309.89404296875,10306.8,270,1350000,270,10778.82,146.9848
17.3244,-6228.78662109375,10557.97,271,1355000,271,10910.16,147.5707
17.4557,-6356.9609375,10302.16,272,1360000,272,10806.7,146.8998
17.7276,-6326.9208984375,10377.57,273,1365000,273,10963.01,147.7586
17.7933,-6397.60888671875,10457.25,274,1370000,274,10895.54,147.434
17.4746,-6342.59521484375,10448.5,275,1375000,275,10489.19,147.7963
17.5573,-6365.42041015625,10335.55,276,1380000,276,10855.49,146.1354
17.5414,-6341.5078125,10375.78,277,1385000,277,10806.14,147.9747
17.2526,-6377.1650390625,9073.57,278,1390000,278,10892.63,146.9807
17.0919,-6386.724609375,9840.15,279,1395000,279,10262.1,147.2914
17.2575,-6551.37060546875,10275.39,280,1400000,280,10828.34,147.0445
17.7291,-6623.23193359375,9965.32,281,1405000,281,10329.71,147.5757
16.9564,-6578.56787109375,9720.55,282,1410000,282,10565.2,147.6678
16.681,-6756.025390625,9895.93,283,1415000,283,10473.39,148.5345
16.9361,-6885.51220703125,9786.09,284,1420000,284,10449.02,148.2584
16.9896,-6588.80029296875,10159.6,285,1425000,285,10698.43,148.1316
18.0804,-6712.79931640625,10158.24,286,1430000,286,10679.92,147.8509
16.5555,-6850.2880859375,10186.17,287,1435000,287,10238.52,148.3528
16.6528,-6732.48779296875,9808.62,288,1440000,288,10352.0,147.5309
17.5096,-6935.173828125,9404.93,289,1445000,289,10296.39,148.0477
15.9342,-6852.69189453125,9496.03,290,1450000,290,10557.05,146.6791
16.6561,-6738.66259765625,10059.25,291,1455000,291,10661.86,147.6427
17.5783,-6790.15185546875,10431.17,292,1460000,292,10929.81,147.5436
17.1398,-7022.92724609375,9871.96,293,1465000,293,10368.33,147.4656
18.2647,-7091.1181640625,9625.23,294,1470000,294,10873.63,147.5615
18.4095,-6845.0927734375,10165.83,295,1475000,295,10983.72,148.1514
17.5664,-7137.6552734375,9399.67,296,1480000,296,10548.88,147.988
16.6924,-6923.12841796875,9270.12,297,1485000,297,10901.78,147.085
16.9211,-7096.5751953125,9583.31,298,1490000,298,10785.75,147.4041
16.7912,-7024.63916015625,8769.31,299,1495000,299,10499.86,147.6864
16.6644,-7108.5205078125,9158.07,300,1500000,300,10071.32,147.3497
17.323,-7292.35888671875,9060.81,301,1505000,301,10740.05,148.153
18.0044,-7342.12158203125,9282.58,302,1510000,302,10673.44,147.279
17.9242,-7246.00732421875,10385.03,303,1515000,303,10872.03,147.9137
16.6231,-7214.5263671875,9727.34,304,1520000,304,10963.04,148.2733
17.5439,-7063.07373046875,9326.26,305,1525000,305,11030.45,146.1215
15.2808,-7088.8681640625,8786.21,306,1530000,306,10586.92,147.9921
17.9528,-7359.89111328125,10323.68,307,1535000,307,10929.99,147.7304
16.2239,-7372.38427734375,10440.37,308,1540000,308,10665.35,148.2361
17.7347,-7193.4462890625,10466.51,309,1545000,309,11104.59,147.9365
17.013,-7195.53369140625,10582.86,310,1550000,310,11057.69,147.5405
16.3043,-7408.8359375,9954.99,311,1555000,311,11187.06,147.8252
17.998,-7485.32177734375,9804.39,312,1560000,312,10991.07,147.498
17.9441,-7512.7822265625,9684.93,313,1565000,313,10928.15,148.2687
16.9554,-7231.2802734375,10216.22,314,1570000,314,10750.73,147.4619
15.6163,-7225.18798828125,9965.84,315,1575000,315,11050.02,148.1377
15.7977,-7418.00732421875,6469.81,316,1580000,316,7485.36,147.5804
17.3687,-7592.1552734375,10515.35,317,1585000,317,10877.63,147.3255
17.6491,-7414.3603515625,10037.29,318,1590000,318,10879.91,147.2505
17.6335,-7542.4677734375,9780.87,319,1595000,319,11284.27,147.0142
18.4039,-7534.150390625,10544.01,320,1600000,320,11233.65,146.6512
17.2845,-7456.1611328125,10587.8,321,1605000,321,11200.82,147.6358
17.0149,-7611.47314453125,9700.43,322,1610000,322,9845.11,148.4123
16.9281,-7641.5595703125,10318.23,323,1615000,323,10649.16,147.3075
16.6712,-7651.4853515625,10551.39,324,1620000,324,10738.57,147.4533
18.1872,-7675.88427734375,10821.91,325,1625000,325,11041.7,146.9405
17.7644,-7669.05859375,9973.44,326,1630000,326,11074.01,147.5823
18.6436,-7612.13525390625,10861.5,327,1635000,327,11380.98,148.1535
18.111,-7881.5517578125,10650.23,328,1640000,328,11243.61,147.2634
16.7924,-7818.9140625,10642.79,329,1645000,329,11243.13,147.2305
18.0871,-7744.36328125,10706.85,330,1650000,330,11012.22,146.1453
17.2495,-7785.5537109375,10390.02,331,1655000,331,10939.1,146.3038
18.7199,-8045.419921875,10786.16,332,1660000,332,11321.61,147.9548
17.1897,-7869.99853515625,10285.0,333,1665000,333,10564.52,147.2109
18.7494,-7915.29638671875,10528.81,334,1670000,334,11320.36,147.6221
16.9112,-7940.56640625,10346.99,335,1675000,335,11297.66,147.0217
18.2208,-7995.25,10420.92,336,1680000,336,11311.99,148.1104
18.7347,-7938.626953125,10423.04,337,1685000,337,10898.92,147.3217
16.8847,-7921.37353515625,10368.11,338,1690000,338,10828.05,147.3494
17.7273,-7958.6572265625,10088.35,339,1695000,339,11378.56,147.6772
16.4379,-8035.6123046875,8492.64,340,1700000,340,10206.84,147.9374
17.2876,-8110.85791015625,10591.16,341,1705000,341,10998.19,147.2799
18.2287,-8132.599609375,10851.7,342,1710000,342,11415.17,146.8985
19.0212,-8181.30419921875,10719.39,343,1715000,343,11244.96,147.4786
18.7001,-8253.654296875,10750.72,344,1720000,344,11329.51,147.1752
18.6879,-8506.5390625,10747.15,345,1725000,345,11224.59,147.9084
18.8498,-8449.0537109375,10416.1,346,1730000,346,10983.71,147.7382
18.4042,-8701.251953125,10685.81,347,1735000,347,11165.93,147.2649
19.0923,-8361.927734375,9558.94,348,1740000,348,10183.4,147.0458
16.7316,-8362.7509765625,8598.56,349,1745000,349,10614.73,148.4076
18.4308,-8635.53125,9681.66,350,1750000,350,10768.05,148.6219
18.7044,-8516.21875,10607.8,351,1755000,351,10756.37,147.0322
17.99,-8532.23828125,10569.07,352,1760000,352,11154.27,147.8612
18.6596,-8500.8525390625,8948.43,353,1765000,353,11413.11,147.1204
18.9136,-8784.650390625,10416.99,354,1770000,354,11033.9,148.1039
18.8972,-8653.9208984375,10704.4,355,1775000,355,11341.2,147.5248
17.8766,-8340.1669921875,10693.09,356,1780000,356,11275.41,147.7303
19.2977,-8756.2626953125,9870.16,357,1785000,357,11127.99,147.6349
19.182,-8585.7578125,10509.89,358,1790000,358,10990.1,147.4346
19.2027,-8648.4248046875,10789.47,359,1795000,359,11351.25,147.2908
19.0796,-8857.2265625,10669.22,360,1800000,360,11134.68,148.1743
17.9769,-8549.17578125,9570.72,361,1805000,361,11159.77,147.0517
18.7703,-8775.5556640625,10575.31,362,1810000,362,11197.88,147.7656
17.6337,-8781.5439453125,10243.39,363,1815000,363,11394.04,147.6004
18.5975,-8913.1201171875,10394.46,364,1820000,364,11345.03,146.7816
18.4681,-8842.2529296875,10740.62,365,1825000,365,11344.73,147.2247
18.5034,-8833.353515625,10000.45,366,1830000,366,9814.51,146.9862
18.274,-8805.5947265625,10805.79,367,1835000,367,11343.76,147.0619
18.2289,-9050.3837890625,9172.34,368,1840000,368,11353.46,147.3112
21.8311,-8735.04296875,10437.2,369,1845000,369,11331.35,147.3303
18.2919,-8735.5234375,11028.23,370,1850000,370,11448.14,146.6793
18.9948,-9065.7734375,10742.79,371,1855000,371,11297.17,147.5036
19.2851,-9096.515625,10155.43,372,1860000,372,10761.86,147.4052
19.2931,-8775.09375,10387.93,373,1865000,373,11339.5,147.5161
18.7384,-9012.6904296875,10856.88,374,1870000,374,11447.57,147.2933
19.0011,-8994.162109375,10888.99,375,1875000,375,11321.42,146.6367
18.7714,-9024.177734375,10522.32,376,1880000,376,11284.32,147.1459
19.6151,-9082.828125,10658.05,377,1885000,377,11441.95,147.7283
19.2153,-9100.6875,10889.53,378,1890000,378,11297.79,147.1491
19.3091,-9177.4189453125,10506.81,379,1895000,379,11161.52,147.1468
19.4328,-9000.2431640625,10713.65,380,1900000,380,11270.63,147.6969
18.3421,-8892.65234375,10488.83,381,1905000,381,11000.43,147.0312
18.724,-8795.7783203125,10692.74,382,1910000,382,11250.75,146.9106
18.8997,-9151.76171875,10726.12,383,1915000,383,11335.76,147.2661
