Reward Loss,Running Env Steps,Itration,Real Det Return,Running Forward KL,Real Sto Return,Running Update Time,Running Reverse KL
-259.63079833984375,280000,56,3332.69,18.1182,3246.78,56,10.8122
-247.38156127929688,285000,57,3425.13,18.257,3398.93,57,12.1161
-311.7680358886719,290000,58,3367.7,19.2929,3351.19,58,12.6685
-346.1710510253906,295000,59,3363.35,19.5263,3350.63,59,11.8815
-300.7808837890625,300000,60,3408.13,18.5349,3399.78,60,12.4141
-301.23809814453125,305000,61,3421.22,18.3994,3387.58,61,12.1494
-265.3302917480469,310000,62,3432.44,17.9499,3420.58,62,11.996
-346.14215087890625,315000,63,3403.3,19.207,3377.87,63,12.8159
-317.8844299316406,320000,64,3416.17,18.4984,3417.07,64,12.1532
-307.9293212890625,325000,65,3456.58,18.6635,3426.3,65,12.4375
-328.4083557128906,330000,66,3455.51,19.4769,3433.9,66,13.2454
-327.2396240234375,335000,67,3414.84,17.5934,3383.83,67,11.4783
-345.11749267578125,340000,68,3456.4,18.4135,3411.31,68,12.0751
-396.1304931640625,345000,69,3412.07,18.4792,3382.6,69,12.0663
-442.95819091796875,350000,70,3415.78,19.1352,3404.26,70,12.8654
-330.31182861328125,355000,71,3474.73,17.2492,3388.14,71,10.8546
-395.21136474609375,360000,72,3448.72,17.9965,3413.61,72,11.9576
-334.0293884277344,365000,73,3457.33,17.6718,3396.45,73,11.5864
-389.7804870605469,370000,74,3465.0,17.8137,3283.6,74,13.0455
-308.056396484375,375000,75,3465.61,16.5657,3331.1,75,10.7258
-318.30865478515625,380000,76,3475.58,17.4441,3447.01,76,11.1961
-338.2574157714844,385000,77,3462.54,16.9624,3424.15,77,10.7932
-394.70574951171875,390000,78,3453.56,17.3875,3008.42,78,11.764
-452.2785339355469,395000,79,3447.56,18.4627,3344.75,79,11.881
-415.2520751953125,400000,80,3472.95,17.066,3136.83,80,10.8371
-364.6784973144531,405000,81,3494.5,17.1506,3143.39,81,9.9767
-393.7296142578125,410000,82,3446.93,16.575,3077.68,82,10.73
-366.54632568359375,415000,83,3464.16,16.693,3445.39,83,10.5712
-371.8613586425781,420000,84,3457.93,17.3429,3383.32,84,10.9776
-442.7698059082031,425000,85,3447.01,17.4917,3426.32,85,11.563
-367.637939453125,430000,86,3449.32,16.9273,3319.95,86,10.6231
-436.4264831542969,435000,87,3450.12,16.6638,3429.7,87,10.6486
-349.5007019042969,440000,88,3455.32,16.5424,3426.65,88,10.5133
-421.8845520019531,445000,89,3453.74,16.6108,3427.02,89,11.1093
-406.251708984375,450000,90,3449.15,16.9007,3326.12,90,10.5433
-318.74505615234375,455000,91,3470.55,16.298,3004.0,91,10.1984
-374.47998046875,460000,92,3452.51,15.486,3420.39,92,9.9162
-537.6327514648438,465000,93,3432.68,17.6327,3050.87,93,10.0481
-467.8585510253906,470000,94,3458.42,17.3377,3040.53,94,10.3445
-443.26519775390625,475000,95,3415.17,17.0742,2977.58,95,11.7543
-516.45751953125,480000,96,3418.39,16.6504,3050.91,96,10.5659
-494.1268005371094,485000,97,3455.51,16.9646,3424.05,97,10.9131
-440.06884765625,490000,98,3443.14,16.4419,3424.3,98,10.7385
-467.89959716796875,495000,99,3435.67,16.3256,3407.39,99,10.4578
-564.275634765625,500000,100,3446.84,17.6247,3242.59,100,10.9878
-468.5140686035156,505000,101,3450.93,15.6094,3432.16,101,9.9901
-478.7361145019531,510000,102,3463.94,16.0313,3428.29,102,10.4782
-570.193115234375,515000,103,3436.07,16.5831,3412.67,103,11.0174
-483.2976379394531,520000,104,3444.54,16.3719,3329.31,104,10.6915
-562.8673095703125,525000,105,3437.56,16.8081,3430.01,105,11.3678
-579.8361206054688,530000,106,3439.83,17.0382,3424.32,106,11.0952
-608.9520874023438,535000,107,3424.19,16.8095,3409.27,107,11.1828
-603.1182861328125,540000,108,3426.34,16.5539,3263.07,108,11.0113
-549.7232666015625,545000,109,3441.62,16.4161,3262.34,109,10.0978
-446.5233154296875,550000,110,3463.89,15.0967,3389.48,110,10.0205
-516.1994018554688,555000,111,3470.82,16.4511,3314.07,111,10.0737
-593.7415161132812,560000,112,3417.45,16.9915,3096.58,112,10.8326
-629.5950927734375,565000,113,3407.62,15.8351,3388.32,113,10.4484
-579.7965698242188,570000,114,3434.44,16.7817,3342.35,114,11.0241
-607.8934326171875,575000,115,3466.46,16.016,3453.1,115,10.6791
-564.50048828125,580000,116,3461.7,16.2604,3249.6,116,10.6568
-594.2250366210938,585000,117,3464.52,16.0702,3299.04,117,10.5043
-680.5213623046875,590000,118,3431.19,16.6029,3347.71,118,11.4817
-693.5303344726562,595000,119,3451.07,16.4379,3177.89,119,10.7041
-642.0697021484375,600000,120,3445.66,16.5446,3218.99,120,10.5947
-702.8861083984375,605000,121,3440.92,16.0401,3198.01,121,10.1655
-528.2589111328125,610000,122,3472.34,15.7231,3460.87,122,9.4881
-646.2090454101562,615000,123,3447.41,17.1001,3427.31,123,11.8315
-698.8153076171875,620000,124,3416.15,16.7036,3398.58,124,11.1643
-693.6220703125,625000,125,3441.67,16.2186,3421.9,125,11.2915
-670.1769409179688,630000,126,3429.89,15.0929,3408.74,126,10.1201
-757.3232421875,635000,127,3415.07,16.0668,3399.75,127,10.9495
-733.1834106445312,640000,128,3436.3,16.6558,3407.78,128,11.329
-737.8731689453125,645000,129,3430.85,16.2128,3415.2,129,11.237
-664.947998046875,650000,130,3428.43,15.8185,3408.27,130,10.789
-726.3802490234375,655000,131,3435.19,16.0994,3404.66,131,11.0548
-663.0020141601562,660000,132,3427.35,15.9449,3424.4,132,10.4501
-893.072509765625,665000,133,3397.98,16.7694,3379.7,133,11.417
-737.6544799804688,670000,134,3406.13,16.3628,3334.48,134,10.5705
-759.8086547851562,675000,135,3410.96,16.5327,3406.74,135,11.2143
-738.720458984375,680000,136,3420.08,16.1987,3404.5,136,10.5581
-680.8583374023438,685000,137,3434.16,15.5842,3420.48,137,10.4641
-783.2645263671875,690000,138,3420.84,17.6063,3402.61,138,11.7316
-778.5145263671875,695000,139,3407.91,16.4232,3403.5,139,11.2965
-710.6487426757812,700000,140,3443.27,17.5299,3393.29,140,11.4675
-938.682861328125,705000,141,3419.87,17.1727,3412.84,141,11.9053
-824.096435546875,710000,142,3397.3,16.3062,3393.94,142,10.937
-906.3486328125,715000,143,3415.02,16.6604,3409.89,143,11.2626
-877.5311889648438,720000,144,3412.71,16.7441,3395.07,144,10.7651
-862.6751098632812,725000,145,3425.65,16.7404,3349.85,145,10.8707
-935.5140991210938,730000,146,3415.53,16.0602,3394.09,146,10.7571
-789.229736328125,735000,147,3430.22,15.2198,3390.01,147,10.0112
-892.6121826171875,740000,148,3441.25,15.8296,3417.68,148,10.3926
-997.1914672851562,745000,149,3409.43,16.6533,3393.97,149,11.1615
-883.7178955078125,750000,150,3427.74,15.6015,3400.39,150,10.2873
-796.35791015625,755000,151,3434.13,15.8319,3403.63,151,10.7839
-933.5711669921875,760000,152,3409.29,16.62,3372.58,152,10.7683
-793.6976318359375,765000,153,3448.98,15.3234,3425.14,153,10.2578
-824.65087890625,770000,154,3454.57,15.7792,3440.88,154,10.3647
-679.2572021484375,775000,155,3452.84,14.6034,3433.52,155,9.3646
-877.2052001953125,780000,156,3442.52,15.7765,3427.34,156,10.1941
-861.55126953125,785000,157,3436.39,15.1494,3418.23,157,9.5444
-836.931396484375,790000,158,3447.65,15.5473,3429.73,158,10.1764
-725.0936279296875,795000,159,3463.24,14.7744,3445.28,159,9.6727
-812.0884399414062,800000,160,3437.07,15.9644,3422.65,160,10.3036
-964.0796508789062,805000,161,3397.84,16.2721,3386.78,161,10.8517
-994.5543823242188,810000,162,3377.7,17.0646,1822.06,162,38.0165
-823.7902221679688,815000,163,3369.62,17.2534,3358.73,163,11.7201
-1072.5537109375,820000,164,3310.09,18.4944,3309.84,164,12.0122
-915.4990234375,825000,165,3448.69,18.1724,3434.72,165,12.9113
-1019.0252075195312,830000,166,3450.79,17.627,3183.6,166,11.581
-954.9404296875,835000,167,3416.58,16.6699,3406.48,167,11.5757
-926.4762573242188,840000,168,3424.3,16.608,3406.79,168,11.0822
-990.7765502929688,845000,169,3434.54,17.3787,3422.22,169,11.9154
-998.8074340820312,850000,170,3427.69,15.9323,3401.95,170,10.255
-1022.8096313476562,855000,171,3432.06,16.3129,3360.27,171,10.8281
-1101.03125,860000,172,3440.84,16.2634,3419.4,172,10.809
-986.8717041015625,865000,173,3441.33,15.8544,3428.4,173,10.272
-1056.2425537109375,870000,174,3428.1,16.1666,3410.57,174,10.8444
-1178.975830078125,875000,175,3401.39,17.0083,3381.15,175,11.7967
-1133.6890869140625,880000,176,3388.39,16.8784,3371.08,176,10.9761
-1040.004638671875,885000,177,3440.64,16.9703,3414.84,177,11.8715
-1072.4454345703125,890000,178,3443.54,16.1353,3425.15,178,11.168
-1116.862060546875,895000,179,3441.73,16.4154,3415.82,179,11.5878
-1060.66259765625,900000,180,3425.24,15.8679,3409.52,180,10.8637
-990.5757446289062,905000,181,3432.11,15.9705,3410.11,181,10.809
-1022.8582763671875,910000,182,3447.64,16.052,3432.38,182,10.733
-1034.49462890625,915000,183,3434.76,16.0015,3406.28,183,10.6579
-1106.6241455078125,920000,184,3448.73,16.1546,3421.39,184,11.1325
-1027.1417236328125,925000,185,3455.9,15.5735,3435.62,185,10.5304
-1036.567626953125,930000,186,3433.67,15.9937,3403.96,186,10.8209
-1041.0587158203125,935000,187,3459.62,15.4999,3438.1,187,10.757
-1104.15966796875,940000,188,3433.12,16.0022,3412.25,188,10.7014
-1129.850341796875,945000,189,3444.98,15.8521,3410.99,189,10.5654
-1142.496337890625,950000,190,3434.53,15.8081,3415.4,190,10.2954
-1186.1904296875,955000,191,3437.53,16.4417,3412.04,191,10.9026
-1386.009765625,960000,192,3435.1,16.6193,3410.35,192,10.8639
-1320.04736328125,965000,193,3418.84,16.6936,3390.16,193,10.9371
-1177.4595947265625,970000,194,3416.98,15.6664,3398.23,194,10.2093
-1237.9696044921875,975000,195,3442.87,15.9911,3431.77,195,10.4368
-1276.558349609375,980000,196,3406.81,16.1342,3379.15,196,10.816
-1212.186767578125,985000,197,3432.95,16.1061,3414.84,197,10.9211
-1346.9129638671875,990000,198,3418.5,16.039,3391.13,198,10.3394
-1220.8780517578125,995000,199,3461.29,15.9102,3435.28,199,10.4022
