Real Det Return,Running Env Steps,Running Update Time,Running Forward KL,Reward Loss,Real Sto Return,Running Reverse KL,Itration
4451.59,1935000,387,39.4126,-20368.6796875,4139.29,15.8784,387
4515.21,1940000,388,39.1938,-19984.49609375,3872.15,16.2136,388
4458.84,1945000,389,39.3627,-20246.384765625,4161.02,16.12,389
4227.32,1950000,390,39.4741,-21162.048828125,3828.65,16.1242,390
4416.1,1955000,391,39.4207,-21029.5546875,4172.98,15.5397,391
4407.89,1960000,392,38.9691,-20985.052734375,4040.09,15.4533,392
4215.43,1965000,393,39.1747,-21737.927734375,4353.5,16.5587,393
4302.68,1970000,394,40.1126,-22118.53125,4421.98,17.5283,394
4279.38,1975000,395,39.5459,-21859.095703125,4413.85,16.7498,395
4456.92,1980000,396,39.2042,-20912.58984375,4379.76,15.2856,396
4477.84,1985000,397,39.3528,-21106.556640625,4364.63,16.2437,397
4400.1,1990000,398,39.3479,-22089.4765625,4449.97,16.6817,398
4456.35,1995000,399,38.988,-21637.064453125,4465.93,15.7194,399
4450.37,2000000,400,38.9841,-20771.205078125,4502.25,16.5557,400
4498.31,2005000,401,39.371,-21398.109375,4499.87,16.3906,401
4386.28,2010000,402,39.438,-21919.341796875,4240.5,16.8815,402
4193.58,2015000,403,39.7016,-21911.873046875,4432.35,16.4287,403
4433.77,2020000,404,39.2423,-21803.783203125,4248.65,16.199,404
4460.32,2025000,405,39.2486,-21255.076171875,4490.32,16.3308,405
4401.7,2030000,406,38.8216,-21683.75390625,4408.33,16.1002,406
4372.63,2035000,407,39.6354,-22403.435546875,4437.27,16.7918,407
4408.84,2040000,408,39.4305,-22414.171875,4271.79,16.1143,408
4405.66,2045000,409,39.2762,-22145.564453125,4436.23,16.2246,409
4359.17,2050000,410,39.4751,-21712.330078125,4389.55,16.7423,410
4340.85,2055000,411,39.4823,-22689.162109375,4356.98,16.0882,411
4353.21,2060000,412,39.445,-23341.87890625,4387.66,16.2284,412
4394.22,2065000,413,39.2711,-22958.576171875,4396.92,16.0046,413
4388.34,2070000,414,39.6332,-22945.1015625,4404.1,16.1537,414
4366.32,2075000,415,39.6851,-22751.251953125,4377.6,15.9775,415
4374.77,2080000,416,39.656,-23530.361328125,4350.64,16.1382,416
4332.79,2085000,417,39.2282,-23048.6796875,4348.64,15.5925,417
4378.83,2090000,418,39.9828,-24275.83203125,4201.86,16.5614,418
4341.34,2095000,419,39.8311,-23636.560546875,4350.23,16.3894,419
4398.0,2100000,420,39.4936,-23200.34765625,4403.62,16.0952,420
4382.88,2105000,421,39.9282,-23458.162109375,4381.14,16.3297,421
4404.17,2110000,422,39.3026,-23829.4375,4413.94,15.8626,422
4348.94,2115000,423,39.7491,-23877.15234375,4354.39,16.3876,423
4436.84,2120000,424,39.3189,-22992.267578125,4450.22,16.0988,424
3868.06,2125000,425,42.3816,-31512.533203125,3264.1,16.8699,425
4077.77,2130000,426,42.9501,-29111.9921875,4083.55,20.7792,426
2338.27,2135000,427,41.2307,-25494.32421875,3784.58,17.7507,427
4277.71,2140000,428,40.2341,-26478.0546875,4285.6,18.0129,428
4330.75,2145000,429,39.7047,-24627.8671875,4328.85,17.8258,429
4352.17,2150000,430,39.5097,-25269.7265625,4333.93,16.4518,430
4278.63,2155000,431,39.9308,-25598.15234375,4310.43,16.1107,431
4340.27,2160000,432,39.5928,-24533.951171875,4361.33,15.853,432
4422.54,2165000,433,39.6908,-24765.14453125,4432.52,16.0834,433
4424.28,2170000,434,39.5136,-25008.193359375,4410.27,15.8626,434
4459.44,2175000,435,39.4948,-24657.26171875,4465.08,16.948,435
4451.21,2180000,436,39.7241,-24490.6328125,4450.29,16.5885,436
4410.76,2185000,437,39.5387,-24938.572265625,4404.43,17.6141,437
4490.12,2190000,438,39.3533,-24546.390625,4469.98,15.9867,438
4424.63,2195000,439,39.1347,-24541.654296875,4454.24,16.4868,439
4507.74,2200000,440,39.6103,-24688.8828125,4413.92,15.7292,440
4483.0,2205000,441,39.0164,-24427.60546875,4476.8,16.5333,441
4545.39,2210000,442,39.0092,-24596.384765625,4477.57,15.8329,442
4519.06,2215000,443,39.0009,-24957.298828125,4418.27,15.9618,443
4545.04,2220000,444,39.2141,-25081.513671875,4375.29,15.4352,444
4532.26,2225000,445,39.5773,-25362.9140625,4486.47,15.3671,445
4504.29,2230000,446,38.968,-24725.5,4527.09,16.3453,446
4523.78,2235000,447,39.1417,-25624.05078125,4373.69,15.9788,447
4449.58,2240000,448,39.3257,-25933.046875,4265.86,15.9648,448
4522.91,2245000,449,39.2148,-24822.740234375,4532.44,16.79,449
4521.85,2250000,450,39.2571,-25382.58203125,4525.33,16.5441,450
4506.57,2255000,451,38.7004,-25204.1640625,4523.55,16.4782,451
4494.4,2260000,452,38.885,-25327.896484375,4499.96,16.1426,452
4539.43,2265000,453,39.308,-25532.912109375,4559.76,15.6932,453
4638.19,2270000,454,38.7154,-25741.865234375,4362.04,15.6384,454
4492.61,2275000,455,39.0563,-25874.8359375,4433.53,15.9247,455
4484.0,2280000,456,39.0506,-25734.087890625,4452.04,15.6787,456
4451.93,2285000,457,38.7357,-26270.94921875,4462.61,16.0458,457
4525.03,2290000,458,38.9975,-25898.21484375,4501.84,15.969,458
4556.88,2295000,459,38.7356,-25980.056640625,4507.85,16.2317,459
4507.15,2300000,460,38.632,-26395.474609375,4468.84,15.6611,460
4509.9,2305000,461,38.6937,-26217.59765625,4478.74,15.9733,461
4580.79,2310000,462,38.9705,-26631.9375,4512.72,16.3205,462
4589.17,2315000,463,38.8843,-25870.18359375,4525.16,16.1421,463
4587.72,2320000,464,39.1021,-26423.1953125,4514.43,15.991,464
4612.71,2325000,465,38.3039,-25596.45703125,4392.5,15.7307,465
4605.92,2330000,466,38.795,-26180.783203125,4549.13,16.0532,466
4604.48,2335000,467,38.6175,-26546.55859375,4551.92,15.625,467
4632.95,2340000,468,38.9604,-26713.630859375,4582.72,16.1497,468
4589.21,2345000,469,38.8136,-26044.970703125,4569.97,15.934,469
4637.2,2350000,470,38.9233,-26332.8359375,4577.77,16.0531,470
4519.06,2355000,471,38.0121,-25976.466796875,4545.8,15.6643,471
4608.46,2360000,472,38.9265,-26941.35546875,4556.04,16.0517,472
4562.05,2365000,473,38.5309,-27276.931640625,4560.39,16.0703,473
4588.8,2370000,474,38.4951,-27587.71484375,4555.84,16.1953,474
4625.93,2375000,475,38.7154,-27198.298828125,4565.64,16.3773,475
4561.92,2380000,476,38.9115,-27986.9921875,4551.6,14.8449,476
4682.13,2385000,477,38.2149,-27111.685546875,4577.88,16.0181,477
4588.15,2390000,478,38.7113,-28151.06640625,4520.62,15.7278,478
4629.91,2395000,479,38.3085,-27055.6171875,4574.78,15.6149,479
4605.98,2400000,480,38.7134,-27385.4765625,4555.1,15.6556,480
4657.03,2405000,481,38.0975,-27748.3203125,4562.25,15.804,481
4700.61,2410000,482,38.2032,-27118.44921875,4616.1,15.6953,482
4635.23,2415000,483,38.8483,-28503.3671875,4576.77,15.7162,483
4678.37,2420000,484,38.4714,-28240.818359375,4587.06,15.9533,484
4585.19,2425000,485,38.5498,-28417.77734375,4542.91,16.5051,485
4610.34,2430000,486,38.4667,-27912.677734375,4541.66,15.5276,486
4658.8,2435000,487,38.6252,-28533.9296875,4555.49,16.2181,487
4603.87,2440000,488,38.3318,-28155.736328125,4518.85,15.9678,488
4652.8,2445000,489,38.63,-27676.6875,4544.46,16.0256,489
4616.3,2450000,490,38.7823,-28702.1171875,4476.61,15.9106,490
4675.14,2455000,491,38.1875,-27767.671875,4597.09,15.8165,491
4679.03,2460000,492,38.1782,-28032.64453125,4590.56,16.0099,492
4673.83,2465000,493,38.9441,-29300.689453125,4015.57,15.497,493
4668.01,2470000,494,38.9088,-28558.767578125,4577.16,15.4225,494
4707.44,2475000,495,38.5276,-25754.02734375,4048.39,18.2212,495
4643.41,2480000,496,38.5459,-28443.62890625,4572.71,16.0034,496
4690.6,2485000,497,38.5506,-28365.4609375,4599.89,16.2424,497
4602.17,2490000,498,38.8268,-29218.412109375,4332.12,16.0458,498
4571.12,2495000,499,39.4137,-29980.91796875,4493.24,16.4405,499
985.0,2500000,500,44.4121,-43905.7734375,908.64,25.4565,500
1374.64,2505000,501,45.3708,-35904.52734375,1489.86,20.4981,501
3174.58,2510000,502,45.4341,-42872.5390625,3118.07,25.6135,502
3224.47,2515000,503,40.9484,-34495.640625,2192.29,23.132,503
594.85,2520000,504,46.9361,-37811.71875,588.43,33.7007,504
688.7,2525000,505,47.9792,-35868.6640625,697.19,41.0366,505
4449.72,2530000,506,42.1333,-33853.23828125,3565.3,25.7863,506
4139.55,2535000,507,41.1798,-32442.46875,4120.34,20.2716,507
1591.91,2540000,508,41.8491,-34020.0625,2972.08,24.777,508
4188.57,2545000,509,41.7323,-32136.423828125,4203.88,22.0977,509
4314.85,2550000,510,40.2212,-30284.2890625,4242.2,18.6291,510
4271.57,2555000,511,39.9096,-32339.052734375,4275.76,18.5232,511
4381.51,2560000,512,39.8907,-31973.94921875,4336.96,17.3293,512
4401.06,2565000,513,40.0633,-30985.798828125,4371.36,19.1668,513
4544.75,2570000,514,39.2771,-30371.60546875,4521.42,17.1845,514
4558.24,2575000,515,38.9719,-30788.45703125,4535.61,16.8886,515
4506.47,2580000,516,40.0711,-31347.126953125,4449.89,17.0892,516
226.86,2585000,517,43.5581,-34049.2890625,457.08,27.2506,517
3965.01,2590000,518,40.4137,-31804.9375,3216.39,17.69,518
4445.95,2595000,519,39.402,-29686.1328125,4395.83,18.3543,519
4269.61,2600000,520,39.4551,-30158.68359375,4469.77,18.9166,520
4541.33,2605000,521,39.3067,-29965.7890625,4490.44,18.2097,521
4545.95,2610000,522,39.6419,-30398.72265625,4450.08,18.1666,522
4597.68,2615000,523,39.0165,-32029.59375,4518.79,17.2203,523
4701.52,2620000,524,39.0843,-31828.759765625,4563.78,16.5591,524
4216.46,2625000,525,39.8873,-32969.06640625,4496.1,16.465,525
4229.1,2630000,526,38.9729,-31867.796875,4571.85,16.5838,526
4290.34,2635000,527,39.5789,-31711.9140625,4576.52,17.2971,527
4255.67,2640000,528,38.5952,-30830.4453125,4634.81,16.7289,528
4239.39,2645000,529,39.0812,-31197.955078125,4601.82,16.6785,529
4233.09,2650000,530,39.2765,-31859.35546875,4540.81,16.489,530
4215.68,2655000,531,39.4313,-32496.46484375,4493.74,16.6623,531
4333.14,2660000,532,39.0409,-31799.90625,4577.49,16.4408,532
4226.61,2665000,533,39.0982,-32783.02734375,4574.34,16.5158,533
4220.11,2670000,534,38.7306,-31992.646484375,4506.34,16.5132,534
4220.61,2675000,535,38.9485,-32131.623046875,4391.52,16.2952,535
4251.98,2680000,536,38.8994,-31283.197265625,4594.98,16.2035,536
4677.03,2685000,537,38.3299,-32214.01953125,4619.58,16.6836,537
4199.28,2690000,538,39.2801,-32519.3515625,4544.52,16.6152,538
4752.45,2695000,539,38.0352,-30614.869140625,4675.22,16.5254,539
4727.53,2700000,540,38.6106,-30508.072265625,4653.38,16.3747,540
4746.42,2705000,541,39.0177,-31270.794921875,4622.14,16.294,541
4787.21,2710000,542,38.9106,-31088.328125,4667.05,16.5548,542
4766.92,2715000,543,38.5502,-31262.685546875,4669.41,17.0126,543
4694.09,2720000,544,38.8612,-31746.486328125,4612.0,16.8027,544
4699.25,2725000,545,38.5429,-31119.8046875,4589.33,16.7918,545
4748.68,2730000,546,38.8405,-31070.140625,4660.38,17.3708,546
4689.81,2735000,547,38.4956,-31803.5390625,4608.76,17.3063,547
4706.39,2740000,548,38.6196,-30389.12890625,4615.98,17.1994,548
4709.16,2745000,549,38.6673,-31050.6953125,4609.47,17.494,549
4735.85,2750000,550,38.5508,-31764.43359375,4636.71,16.7358,550
4736.76,2755000,551,39.0236,-30720.84765625,4657.53,17.1947,551
4676.78,2760000,552,38.8444,-32961.97265625,4585.13,16.8412,552
4687.41,2765000,553,38.8058,-32225.751953125,4516.38,17.0957,553
4660.51,2770000,554,39.0209,-32719.392578125,4605.51,16.903,554
4641.94,2775000,555,38.8141,-32808.359375,4608.93,16.9039,555
4674.29,2780000,556,38.8376,-32864.6328125,4578.02,16.6258,556
4714.05,2785000,557,38.9199,-32642.44921875,4592.28,17.1,557
4683.44,2790000,558,38.8937,-32682.4453125,4516.86,17.009,558
4675.18,2795000,559,38.787,-32146.15234375,4614.2,16.9781,559
4682.18,2800000,560,38.8674,-33246.63671875,4607.46,16.351,560
4736.28,2805000,561,38.496,-32693.5703125,4688.48,16.4873,561
4681.57,2810000,562,38.7542,-33678.8046875,4535.84,17.1495,562
4723.04,2815000,563,38.47,-32904.203125,4622.72,16.8361,563
4695.14,2820000,564,38.6673,-33875.8125,4619.04,16.8349,564
4357.8,2825000,565,39.1048,-34385.1328125,4560.81,16.871,565
4759.92,2830000,566,38.9742,-32862.75,4643.22,16.836,566
4737.65,2835000,567,38.883,-33150.8203125,4460.69,17.0353,567
4785.2,2840000,568,38.4937,-34931.921875,3704.47,16.4275,568
4670.34,2845000,569,39.0657,-31918.984375,4147.36,20.2376,569
4739.09,2850000,570,38.4317,-34655.8984375,4510.12,16.7967,570
4723.54,2855000,571,39.1727,-34691.7421875,4532.61,20.3879,571
4662.58,2860000,572,39.2283,-34538.98828125,4427.03,20.2141,572
1.42,2865000,573,52.0083,-32629.775390625,1.82,65.0904,573
4636.88,2870000,574,38.6453,-32607.984375,4178.28,17.1527,574
4674.68,2875000,575,38.7661,-34578.41015625,4457.56,17.2205,575
4740.65,2880000,576,38.9605,-37019.05859375,4441.83,16.0454,576
4666.73,2885000,577,38.6257,-34451.4921875,4645.85,17.2047,577
4653.56,2890000,578,38.7305,-36210.90625,4626.41,16.6863,578
4718.31,2895000,579,38.6436,-34450.02734375,4446.93,17.7627,579
4750.56,2900000,580,38.362,-35427.1796875,4226.52,16.4926,580
4764.61,2905000,581,38.392,-34503.46875,4645.54,16.9234,581
4707.13,2910000,582,38.7243,-36151.2734375,4588.46,17.1697,582
4777.44,2915000,583,38.122,-34434.671875,4616.58,16.0011,583
4799.8,2920000,584,38.546,-35474.76171875,4625.49,16.4176,584
4708.18,2925000,585,38.321,-35505.05078125,4586.64,16.2532,585
4742.37,2930000,586,38.3723,-36372.64453125,4542.4,16.3908,586
4717.14,2935000,587,38.2987,-35868.45703125,4621.56,16.1805,587
4766.5,2940000,588,38.4848,-35690.53125,4606.49,16.0955,588
4748.35,2945000,589,37.9589,-35760.53515625,4658.22,15.7885,589
4718.24,2950000,590,38.1647,-36845.11328125,4592.61,15.256,590
4724.62,2955000,591,38.0808,-37318.26171875,4580.12,15.9771,591
4687.58,2960000,592,38.5361,-36492.5859375,4586.61,15.6767,592
4691.87,2965000,593,38.6967,-36039.3671875,4604.47,15.6655,593
4761.37,2970000,594,38.1478,-35709.71875,4369.43,15.4939,594
4694.03,2975000,595,38.4618,-36613.35546875,4582.39,16.1244,595
4682.3,2980000,596,38.3971,-37436.56640625,4525.21,15.7292,596
4648.09,2985000,597,38.7153,-37634.15234375,4559.55,15.5973,597
4685.52,2990000,598,37.9718,-36464.7734375,4619.75,15.5966,598
4673.96,2995000,599,38.5245,-36875.01171875,4449.93,15.9069,599
4668.1,3000000,600,38.6202,-37817.1484375,4555.03,15.5286,600
4772.69,3005000,601,37.9758,-36037.0078125,4449.16,15.7186,601
4697.71,3010000,602,38.635,-36518.66015625,4580.23,15.3442,602
4708.18,3015000,603,38.469,-38903.234375,4546.97,15.6885,603
4800.46,3020000,604,37.5092,-37112.71484375,4579.9,15.0803,604
4790.02,3025000,605,37.9742,-37969.3046875,4619.38,15.0595,605
4804.45,3030000,606,37.7572,-37825.97265625,4604.45,15.8117,606
4762.79,3035000,607,37.7191,-36943.52734375,4608.96,15.6984,607
4711.4,3040000,608,38.265,-36426.85546875,4441.31,16.055,608
4760.38,3045000,609,38.2602,-38357.9921875,4367.54,16.0402,609
4717.54,3050000,610,38.1486,-38669.26953125,4401.37,15.7321,610
4812.39,3055000,611,37.9525,-37682.09375,4638.32,15.8,611
4762.34,3060000,612,37.9285,-37585.0234375,4536.33,15.6547,612
4727.51,3065000,613,38.065,-37802.05859375,4612.95,15.1514,613
4771.54,3070000,614,37.6137,-36887.34765625,4668.66,15.8814,614
4759.81,3075000,615,37.7263,-37852.41015625,4588.38,15.6814,615
4721.58,3080000,616,37.925,-38988.265625,4406.63,15.6241,616
4820.94,3085000,617,37.5004,-37812.30078125,4570.36,15.8037,617
4808.43,3090000,618,37.9271,-37346.078125,4637.28,15.6114,618
4779.66,3095000,619,37.8683,-37128.51171875,4404.23,15.8855,619
4772.9,3100000,620,38.0655,-37408.69921875,4638.24,16.1375,620
4811.16,3105000,621,37.6885,-37882.078125,4470.99,15.6994,621
4737.17,3110000,622,38.1477,-36914.515625,4444.38,16.4188,622
4843.49,3115000,623,37.6959,-38794.78125,4617.11,15.6114,623
4777.41,3120000,624,38.0231,-38703.37890625,4619.0,16.1155,624
4804.91,3125000,625,37.4537,-37994.171875,4645.35,15.8537,625
4775.36,3130000,626,37.6335,-38526.5703125,4615.48,15.9868,626
4775.0,3135000,627,37.6526,-37860.63671875,4615.24,15.9849,627
4779.85,3140000,628,37.9482,-38424.29296875,4618.91,16.0685,628
4750.46,3145000,629,38.0652,-37167.84375,4615.32,16.2986,629
4765.28,3150000,630,37.9416,-37457.96484375,4619.61,15.8908,630
4783.63,3155000,631,38.171,-37303.6015625,4616.26,16.0787,631
4797.14,3160000,632,38.0755,-37912.37890625,4649.32,16.0985,632
4817.06,3165000,633,38.168,-37557.04296875,4478.25,14.8818,633
4788.44,3170000,634,38.0686,-37662.8515625,4699.68,16.4158,634
4837.28,3175000,635,37.4866,-36696.171875,4717.56,16.6694,635
4789.6,3180000,636,37.9765,-38544.99609375,4459.91,16.1998,636
4794.35,3185000,637,37.8413,-39092.62890625,4672.61,15.626,637
4754.98,3190000,638,37.9771,-38071.78125,4608.23,16.1935,638
4825.56,3195000,639,37.8996,-37771.1953125,4186.97,15.9959,639
4741.89,3200000,640,38.3294,-36538.83984375,4627.52,15.9811,640
4750.27,3205000,641,37.7566,-36710.76953125,4398.35,16.2838,641
963.49,3210000,642,46.8836,-45694.03515625,702.06,30.5477,642
4088.83,3215000,643,41.7786,-39885.28125,3817.86,20.9626,643
480.44,3220000,644,40.7574,-45655.8203125,1150.76,17.4104,644
3391.37,3225000,645,40.7713,-45243.375,2982.04,18.0281,645
3184.08,3230000,646,38.7562,-38922.015625,3823.31,17.8871,646
4502.16,3235000,647,39.3396,-39054.87890625,4377.15,18.3351,647
4351.27,3240000,648,38.5365,-37171.99609375,4426.61,15.3728,648
4408.17,3245000,649,39.0614,-38133.890625,3892.72,15.7493,649
4651.19,3250000,650,38.4157,-37493.234375,4298.45,17.905,650
4749.32,3255000,651,37.7999,-36104.84375,4645.73,17.1643,651
4838.24,3260000,652,37.0441,-35654.29296875,4757.55,16.4633,652
660.35,3265000,653,46.1576,-37431.93359375,816.7,22.3883,653
1532.42,3270000,654,39.4451,-39354.3671875,3657.4,18.2871,654
4712.35,3275000,655,37.8835,-40191.46484375,4534.69,18.0145,655
4686.3,3280000,656,38.0494,-39753.01171875,4535.05,17.1219,656
4811.43,3285000,657,38.2687,-39078.59375,4676.99,17.8081,657
4616.61,3290000,658,38.9393,-36772.49609375,4541.76,17.9843,658
4792.48,3295000,659,37.6565,-36756.22265625,4613.99,16.5218,659
4907.43,3300000,660,37.0197,-38031.44921875,4525.7,16.0556,660
4869.35,3305000,661,37.5235,-37337.109375,4678.46,15.9935,661
4873.38,3310000,662,37.2602,-36289.6484375,4691.54,16.0025,662
4862.89,3315000,663,37.8301,-35820.7734375,4710.35,16.0985,663
4859.63,3320000,664,37.3268,-36748.98828125,4655.59,15.8536,664
4881.47,3325000,665,37.2097,-35600.578125,4715.56,15.8367,665
4826.59,3330000,666,37.4292,-36978.72265625,4659.45,15.51,666
4836.27,3335000,667,37.4714,-35899.32421875,4744.92,16.259,667
4854.52,3340000,668,37.6956,-36772.46484375,4747.64,15.9737,668
4849.72,3345000,669,37.1549,-36292.44140625,4736.75,15.8654,669
4915.34,3350000,670,37.2091,-36378.7421875,4758.01,15.9135,670
4864.49,3355000,671,37.759,-36188.89453125,4760.12,16.2099,671
4889.99,3360000,672,37.1676,-37199.3828125,4557.35,15.7744,672
4877.9,3365000,673,37.4416,-35645.390625,4753.68,16.1852,673
4857.05,3370000,674,37.1347,-37555.24609375,4667.13,15.4522,674
4797.52,3375000,675,37.7293,-37512.3515625,4714.63,15.9943,675
4936.76,3380000,676,37.0009,-36702.16015625,4625.94,15.431,676
4884.97,3385000,677,36.5666,-35682.48046875,4747.45,15.9516,677
4882.76,3390000,678,37.4984,-36261.3203125,4805.41,16.1648,678
4824.36,3395000,679,37.5584,-35621.08984375,4759.65,16.6672,679
4881.61,3400000,680,37.2031,-35452.203125,4765.07,16.3978,680
4748.06,3405000,681,38.1046,-37176.94140625,4696.36,16.5661,681
4822.8,3410000,682,37.4895,-35899.56640625,4753.73,16.2869,682
4830.78,3415000,683,37.6184,-37681.53125,4672.19,16.1146,683
4815.03,3420000,684,37.5091,-36457.4765625,4694.65,16.3593,684
4818.07,3425000,685,37.9438,-36824.02734375,4729.82,16.7898,685
4877.98,3430000,686,37.8977,-37938.828125,4517.37,17.8418,686
4836.21,3435000,687,37.5645,-38479.703125,4690.19,16.1597,687
4866.88,3440000,688,36.98,-38404.37109375,4710.74,16.2872,688
4841.3,3445000,689,37.5935,-38582.66015625,4731.64,16.3273,689
4894.49,3450000,690,37.3449,-38241.52734375,4746.49,15.9785,690
4864.79,3455000,691,37.5736,-38430.37890625,4685.74,15.8019,691
4822.15,3460000,692,37.4522,-37219.4296875,4693.9,16.2401,692
4845.15,3465000,693,37.2339,-37557.47265625,4739.97,16.3561,693
4771.4,3470000,694,37.7602,-42179.0234375,4399.12,16.765,694
4500.59,3475000,695,39.1507,-43282.0234375,4291.54,17.9197,695
35.34,3480000,696,51.0553,-38464.609375,47.03,29.6507,696
440.2,3485000,697,50.68,-24820.484375,403.98,35.9435,697
2445.09,3490000,698,44.05,-42343.3828125,2607.62,23.1019,698
1763.38,3495000,699,40.8035,-44390.22265625,2627.22,36.6417,699
3751.62,3500000,700,43.7046,-46927.98046875,3592.34,20.0152,700
3327.81,3505000,701,39.3006,-43696.6015625,3422.86,18.4488,701
3772.56,3510000,702,38.7382,-40824.98046875,2398.85,18.9458,702
4853.7,3515000,703,37.6105,-45334.53515625,4541.54,23.5837,703
97.61,3520000,704,53.1367,-38838.4375,99.63,57.6023,704
22.34,3525000,705,57.1397,-66076.1953125,22.39,72.7907,705
660.02,3530000,706,50.1415,-53821.3984375,497.24,35.1374,706
1457.06,3535000,707,45.9988,-30562.65625,1017.44,42.7,707
1343.22,3540000,708,46.7557,-38392.9140625,1367.97,49.0932,708
803.62,3545000,709,46.4598,-31435.849609375,900.67,56.9536,709
2712.49,3550000,710,44.0754,-47108.64453125,2579.03,25.5613,710
3667.02,3555000,711,43.6926,-51707.12109375,3693.79,22.9325,711
2919.16,3560000,712,43.5188,-45097.22265625,2015.06,24.9067,712
1777.37,3565000,713,43.7866,-42037.07421875,1042.1,35.0898,713
3574.42,3570000,714,42.2321,-45286.11328125,3236.24,23.8527,714
1818.88,3575000,715,43.8918,-53833.890625,2009.85,22.8139,715
1815.31,3580000,716,43.8744,-47308.359375,1388.22,35.9645,716
3974.68,3585000,717,41.9739,-44314.87890625,3108.26,31.0006,717
4252.65,3590000,718,41.012,-46136.125,3893.68,23.0873,718
4172.27,3595000,719,40.7831,-48440.62109375,4062.82,21.0621,719
4245.06,3600000,720,40.0123,-44579.8203125,3810.62,33.7161,720
4589.0,3605000,721,39.1338,-44865.55859375,3902.95,29.5242,721
4288.86,3610000,722,38.9706,-46013.6484375,4181.98,28.3488,722
4215.17,3615000,723,40.4694,-43952.65625,3019.91,44.4216,723
4750.57,3620000,724,38.3697,-41597.83203125,4491.3,21.8979,724
45.48,3625000,725,54.3998,-73289.21875,51.84,58.116,725
55.61,3630000,726,53.9756,-53915.96484375,264.22,35.9747,726
2686.4,3635000,727,39.0096,-43412.0703125,3090.65,21.0803,727
4709.57,3640000,728,38.1695,-41559.44921875,4553.67,20.9448,728
4675.6,3645000,729,38.9683,-40907.61328125,3767.79,22.2531,729
4696.34,3650000,730,38.7855,-37457.18359375,4357.93,20.365,730
4695.85,3655000,731,38.7309,-41948.16796875,3711.42,18.8193,731
4676.95,3660000,732,38.2231,-38782.609375,4240.92,20.3414,732
4710.84,3665000,733,38.3651,-39693.98046875,4472.45,20.0373,733
4739.99,3670000,734,38.8337,-39672.3671875,4632.99,21.0385,734
4715.56,3675000,735,37.9932,-39881.796875,4387.44,20.1046,735
4755.59,3680000,736,37.6128,-41177.6953125,4428.2,19.0157,736
4790.27,3685000,737,37.9377,-41002.453125,4642.43,19.338,737
4743.84,3690000,738,37.627,-40949.125,4717.35,19.4537,738
4757.68,3695000,739,37.9041,-41753.1328125,4726.52,19.738,739
4712.22,3700000,740,37.5848,-41275.70703125,4685.15,19.541,740
4679.14,3705000,741,37.9844,-41092.64453125,4668.95,19.0843,741
4695.16,3710000,742,37.7258,-40734.17578125,4683.85,19.3721,742
4699.86,3715000,743,38.1228,-40978.453125,4694.23,19.5926,743
4696.6,3720000,744,37.6025,-41650.36328125,4671.85,19.3075,744
4690.5,3725000,745,38.0018,-41507.05078125,4634.54,18.1791,745
4711.67,3730000,746,37.8875,-41415.95703125,4677.94,18.789,746
4675.87,3735000,747,38.0247,-42694.54296875,4645.66,19.1456,747
4694.89,3740000,748,37.9023,-41833.75390625,4675.34,18.9272,748
4660.87,3745000,749,37.5743,-41219.7578125,4636.66,18.4536,749
4651.31,3750000,750,37.77,-42488.0234375,4616.52,18.8483,750
4746.3,3755000,751,37.3396,-42292.5390625,4644.72,18.4618,751
4731.17,3760000,752,37.3431,-42749.6015625,4628.12,18.5946,752
4735.45,3765000,753,37.5307,-42180.24609375,4650.74,18.8987,753
4669.96,3770000,754,37.4237,-42218.046875,4666.84,18.7215,754
4747.87,3775000,755,37.7349,-42168.359375,4642.5,18.4616,755
4802.09,3780000,756,37.711,-40947.7109375,4675.78,19.2235,756
4790.56,3785000,757,37.221,-42698.58984375,4677.9,18.1777,757
4782.41,3790000,758,37.6545,-43243.1171875,4687.87,18.149,758
4805.48,3795000,759,37.3465,-42991.81640625,4686.17,18.3378,759
4769.79,3800000,760,37.3655,-43021.94921875,4676.34,18.1558,760
4745.33,3805000,761,37.3574,-43758.45703125,4658.78,17.6557,761
4783.04,3810000,762,37.2972,-43140.1640625,4677.44,17.9165,762
4719.99,3815000,763,37.7075,-43398.17578125,4641.15,17.9084,763
4769.63,3820000,764,37.5099,-44119.046875,4695.09,18.1826,764
4782.24,3825000,765,36.7202,-43499.10546875,4691.99,17.683,765
4784.85,3830000,766,37.2859,-43366.55078125,4701.99,17.749,766
4806.06,3835000,767,37.0133,-43654.89453125,4701.45,17.9189,767
4790.09,3840000,768,36.895,-43464.046875,4702.53,17.9669,768
4799.42,3845000,769,37.567,-43171.62890625,4706.39,18.0194,769
4771.82,3850000,770,37.0785,-43005.71875,4695.04,18.3843,770
4769.79,3855000,771,37.3154,-44560.86328125,4688.08,18.0787,771
4793.56,3860000,772,37.5516,-44247.13671875,4705.97,18.0146,772
4786.73,3865000,773,37.2424,-42828.35546875,4689.62,17.8773,773
4798.78,3870000,774,37.5356,-43624.2421875,4711.95,18.5301,774
4787.95,3875000,775,37.9056,-43557.671875,4692.96,17.8279,775
4787.56,3880000,776,37.4151,-43231.390625,4697.86,18.6241,776
4801.96,3885000,777,37.354,-43043.71875,4691.09,18.2262,777
4791.46,3890000,778,37.1779,-43578.71484375,4700.28,18.5333,778
