Real Det Return,Running Env Steps,Running Reverse KL,Real Sto Return,Reward Loss,Running Update Time,Itration,Running Forward KL
2175.76,440000,15.859,1796.11,-2630.146484375,88,88,156.7219
2183.49,445000,15.7934,1822.74,-2659.14697265625,89,89,156.9038
2126.68,450000,15.681,1755.13,-2717.83740234375,90,90,156.8089
2127.43,455000,15.8292,1801.37,-2741.257080078125,91,91,157.0433
2208.79,460000,16.0422,1833.71,-2786.329833984375,92,92,157.0661
2130.0,465000,15.8459,1802.38,-2812.408203125,93,93,156.9611
2184.99,470000,15.9667,1810.57,-2842.614013671875,94,94,156.8589
2177.44,475000,15.8856,1826.73,-2860.914794921875,95,95,156.8316
2185.2,480000,15.9157,1823.02,-2911.67919921875,96,96,157.1401
2158.99,485000,15.9145,1808.8,-2940.81103515625,97,97,156.9693
2157.69,490000,15.7255,1828.97,-2953.868896484375,98,98,156.7987
2190.28,495000,15.8847,1796.02,-3018.743896484375,99,99,156.9602
2171.99,500000,15.8086,1828.06,-3010.009033203125,100,100,157.0225
2125.0,505000,15.7528,1799.31,-3075.9609375,101,101,156.9988
2183.33,510000,15.6519,1827.14,-3103.329345703125,102,102,156.751
2180.01,515000,15.6746,1816.78,-3125.677001953125,103,103,156.6636
2200.38,520000,15.9139,1833.05,-3195.8828125,104,104,156.9728
2193.61,525000,15.8105,1827.17,-3207.067626953125,105,105,156.7366
2199.59,530000,15.5336,1831.27,-3244.04931640625,106,106,156.8699
2160.98,535000,15.9755,1832.17,-3274.13916015625,107,107,156.9019
2205.72,540000,15.7044,1855.45,-3319.944091796875,108,108,156.9077
2183.49,545000,15.9252,1841.18,-3357.958740234375,109,109,156.8329
2153.83,550000,15.7867,1830.76,-3381.171875,110,110,156.9095
2163.76,555000,15.7841,1862.94,-3427.685302734375,111,111,156.7517
2151.63,560000,15.9204,1821.45,-3462.823486328125,112,112,156.9668
2203.26,565000,15.8707,1852.71,-3536.353515625,113,113,156.8429
2246.55,570000,15.8521,1866.85,-3557.346923828125,114,114,156.875
2197.04,575000,15.769,1839.65,-3573.12451171875,115,115,156.8401
2234.04,580000,15.8905,1867.12,-3637.17724609375,116,116,156.9388
2198.97,585000,15.6493,1841.13,-3630.48974609375,117,117,156.9188
2185.35,590000,15.8477,1849.02,-3698.926025390625,118,118,156.8628
2204.26,595000,15.7244,1846.09,-3716.2470703125,119,119,156.798
2153.94,600000,15.489,1834.92,-3709.64990234375,120,120,156.8577
2188.14,605000,15.653,1843.53,-3794.142822265625,121,121,156.9185
2186.22,610000,15.8163,1840.68,-3831.30712890625,122,122,156.8692
2152.99,615000,15.7028,1830.88,-3851.974609375,123,123,156.7939
2193.19,620000,15.8419,1865.26,-3905.722412109375,124,124,156.9392
2218.03,625000,15.7175,1855.72,-3940.010986328125,125,125,156.8036
2218.45,630000,15.63,1855.95,-3980.302001953125,126,126,156.9059
2196.96,635000,15.8225,1868.64,-4019.4072265625,127,127,156.7631
2203.69,640000,15.8016,1902.35,-4042.63818359375,128,128,156.7564
2229.51,645000,15.8341,1872.18,-4115.36083984375,129,129,156.8379
2203.8,650000,15.4962,1873.79,-4148.0986328125,130,130,156.8097
2228.03,655000,15.6612,1878.32,-4171.15283203125,131,131,156.6466
2181.74,660000,15.5908,1859.77,-4205.77197265625,132,132,156.6881
2200.78,665000,16.1004,1896.27,-4267.1220703125,133,133,156.8283
2202.56,670000,15.8606,1889.41,-4292.60400390625,134,134,156.7233
2211.98,675000,15.4991,1846.04,-4334.79296875,135,135,156.7617
2247.0,680000,16.0694,1881.48,-4409.009765625,136,136,156.8769
2235.7,685000,15.6579,1873.88,-4421.12158203125,137,137,156.7661
2155.9,690000,15.5912,1841.65,-4437.453125,138,138,156.8257
2195.06,695000,15.5599,1861.75,-4485.6357421875,139,139,156.7694
2217.38,700000,15.5968,1867.83,-4522.9580078125,140,140,156.9444
2221.49,705000,15.5129,1855.23,-4592.62890625,141,141,156.695
2223.37,710000,15.645,1878.61,-4641.72265625,142,142,156.8767
2197.35,715000,15.7078,1876.52,-4668.10205078125,143,143,156.8587
2195.08,720000,15.5496,1875.52,-4683.91357421875,144,144,156.676
2194.26,725000,15.7018,1874.97,-4760.9111328125,145,145,156.8255
2219.32,730000,15.6776,1893.35,-4795.90380859375,146,146,156.6323
2207.94,735000,15.8073,1878.04,-4823.81201171875,147,147,156.8408
2197.4,740000,15.5784,1872.47,-4853.92724609375,148,148,156.7691
2189.48,745000,15.5972,1858.89,-4903.02294921875,149,149,156.6879
2249.19,750000,15.8899,1902.01,-4981.4931640625,150,150,156.8523
2251.32,755000,15.7264,1901.32,-5031.76220703125,151,151,156.7064
2178.6,760000,15.4918,1859.14,-5046.84130859375,152,152,156.8004
2226.44,765000,15.7956,1903.9,-5121.65576171875,153,153,156.6891
2234.49,770000,15.7516,1883.18,-5168.10791015625,154,154,156.6272
2224.61,775000,15.5712,1902.81,-5173.1220703125,155,155,156.8155
2208.98,780000,15.5172,1889.04,-5203.71533203125,156,156,156.6422
2231.98,785000,15.7028,1919.71,-5298.15576171875,157,157,156.7264
2226.76,790000,15.5809,1898.11,-5311.65625,158,158,156.7388
2236.32,795000,15.6266,1870.03,-5386.86767578125,159,159,156.7652
2172.08,800000,15.5513,1844.67,-5394.4150390625,160,160,156.7185
2239.22,805000,15.7484,1884.17,-5449.5732421875,161,161,156.7179
2265.68,810000,15.5183,1906.56,-5493.4931640625,162,162,156.6221
2250.12,815000,15.6273,1879.81,-5548.900390625,163,163,156.7682
2219.75,820000,15.6086,1900.09,-5580.251953125,164,164,156.716
2193.51,825000,15.5013,1887.24,-5629.69921875,165,165,156.7178
2220.94,830000,15.6737,1899.85,-5681.28466796875,166,166,156.7985
2245.18,835000,15.6348,1903.02,-5727.3857421875,167,167,156.7916
2193.65,840000,15.4911,1891.41,-5709.57568359375,168,168,156.6712
2192.59,845000,15.4327,1834.04,-5805.923828125,169,169,156.8369
2230.91,850000,15.3409,1881.12,-5840.91796875,170,170,156.6679
2201.23,855000,15.4504,1901.04,-5870.6923828125,171,171,156.6857
2238.7,860000,15.4476,1865.35,-5955.08203125,172,172,156.7676
2222.24,865000,15.5047,1885.39,-6016.2451171875,173,173,156.7744
2253.43,870000,15.5384,1910.85,-6076.33837890625,174,174,156.5998
2237.22,875000,15.5117,1908.43,-6089.3994140625,175,175,156.6492
2235.13,880000,15.8001,1885.87,-6137.30419921875,176,176,156.7729
2242.37,885000,15.6404,1916.97,-6209.07080078125,177,177,156.8102
2249.57,890000,15.4692,1901.31,-6248.33642578125,178,178,156.6869
2256.34,895000,15.6256,1916.11,-6303.5908203125,179,179,156.6038
2226.28,900000,15.54,1895.16,-6331.29931640625,180,180,156.9016
2241.99,905000,15.5576,1899.01,-6400.4541015625,181,181,156.7295
2227.65,910000,15.4109,1890.78,-6436.45947265625,182,182,156.7026
2220.79,915000,15.4808,1893.65,-6498.23486328125,183,183,156.7399
2226.79,920000,15.3619,1887.08,-6543.93115234375,184,184,156.5341
2246.09,925000,15.4707,1892.93,-6596.4609375,185,185,156.5945
2223.25,930000,15.3789,1880.18,-6623.904296875,186,186,156.6786
2253.92,935000,15.4711,1890.47,-6706.18359375,187,187,156.8042
2232.36,940000,15.545,1875.99,-6757.27978515625,188,188,156.8395
2245.52,945000,15.4233,1912.34,-6817.7607421875,189,189,156.8398
2214.95,950000,15.4399,1894.64,-6825.0390625,190,190,156.6312
2271.88,955000,15.4127,1888.06,-6888.52001953125,191,191,156.7982
2216.7,960000,15.4207,1872.31,-6933.8056640625,192,192,156.6996
2268.27,965000,15.853,1918.73,-7020.30615234375,193,193,156.7022
2277.3,970000,15.6828,1941.0,-7099.51513671875,194,194,156.563
2232.24,975000,15.2544,1906.61,-7094.9287109375,195,195,156.7289
2280.6,980000,15.6483,1912.2,-7187.0390625,196,196,156.7896
2219.26,985000,15.5278,1874.77,-7202.25537109375,197,197,156.736
2245.2,990000,15.424,1914.51,-7288.39111328125,198,198,156.8406
2262.4,995000,15.4832,1903.32,-7312.86279296875,199,199,156.8408
2205.13,1000000,15.194,1884.27,-7383.92236328125,200,200,156.6873
2218.98,1005000,15.3128,1897.03,-7430.3828125,201,201,156.697
2190.31,1010000,15.1832,1877.72,-7471.47412109375,202,202,156.5675
2222.4,1015000,15.2213,1895.99,-7565.09765625,203,203,156.7466
2214.51,1020000,15.1858,1886.52,-7610.88623046875,204,204,156.6117
2225.48,1025000,15.2795,1882.88,-7676.96826171875,205,205,156.8697
2224.5,1030000,15.3216,1891.05,-7704.44775390625,206,206,156.5655
2229.01,1035000,15.2316,1903.28,-7773.55712890625,207,207,156.5307
2189.26,1040000,15.3099,1880.32,-7842.79833984375,208,208,156.7099
2190.96,1045000,15.076,1885.24,-7890.5751953125,209,209,156.72
2191.0,1050000,15.1868,1893.35,-7958.35400390625,210,210,156.7731
2215.25,1055000,15.2642,1888.62,-8002.91455078125,211,211,156.7361
2231.46,1060000,15.3232,1891.54,-8072.78173828125,212,212,156.7082
2206.22,1065000,15.2406,1898.58,-8139.251953125,213,213,156.6956
2228.09,1070000,15.1816,1904.92,-8175.54833984375,214,214,156.7374
2181.58,1075000,15.2446,1893.13,-8210.6142578125,215,215,156.5192
2230.57,1080000,15.4186,1910.96,-8319.7939453125,216,216,156.7486
2211.5,1085000,15.3601,1893.67,-8361.3837890625,217,217,156.7168
2209.69,1090000,15.3658,1882.81,-8443.09765625,218,218,156.6997
2240.1,1095000,15.5214,1907.21,-8472.0048828125,219,219,156.6275
2221.03,1100000,15.2506,1897.82,-8531.8818359375,220,220,156.7619
2233.14,1105000,15.3316,1902.94,-8607.3798828125,221,221,156.5625
2241.2,1110000,15.4663,1914.16,-8640.1044921875,222,222,156.5881
2251.24,1115000,15.5422,1921.4,-8697.185546875,223,223,156.6122
2238.79,1120000,15.4225,1894.04,-8760.4501953125,224,224,156.6159
2257.84,1125000,15.5737,1913.64,-8812.9013671875,225,225,156.6826
2237.04,1130000,15.4587,1906.45,-8859.595703125,226,226,156.5992
2259.73,1135000,15.5909,1925.59,-8941.2490234375,227,227,156.6189
2232.48,1140000,15.6419,1929.05,-8978.677734375,228,228,156.7194
2253.51,1145000,15.6798,1931.04,-9037.009765625,229,229,156.7918
2214.34,1150000,15.2445,1920.05,-9035.078125,230,230,156.6954
2236.17,1155000,15.3726,1898.18,-9108.2041015625,231,231,156.763
2226.57,1160000,15.5565,1905.74,-9169.3251953125,232,232,156.8547
2248.39,1165000,15.5216,1897.03,-9184.7529296875,233,233,156.9058
2265.72,1170000,15.4171,1938.21,-9227.14453125,234,234,156.5645
2254.75,1175000,15.3637,1934.03,-9261.1494140625,235,235,156.5828
2241.42,1180000,15.3893,1928.72,-9339.572265625,236,236,156.7188
2251.32,1185000,15.4302,1924.0,-9358.763671875,237,237,156.8003
2240.21,1190000,15.4892,1922.81,-9401.5732421875,238,238,156.6284
2254.02,1195000,15.4612,1915.12,-9437.1240234375,239,239,156.6708
2262.25,1200000,15.5359,1930.95,-9497.4501953125,240,240,156.6554
2266.33,1205000,15.5552,1935.03,-9526.6376953125,241,241,156.6683
2239.37,1210000,15.3195,1917.25,-9526.7216796875,242,242,156.7272
2248.25,1215000,15.4637,1918.5,-9615.685546875,243,243,156.7724
2235.12,1220000,15.3625,1937.4,-9660.85546875,244,244,156.7508
2220.86,1225000,15.3707,1920.29,-9682.1240234375,245,245,156.7829
2226.9,1230000,15.4639,1910.83,-9705.876953125,246,246,156.5851
2251.5,1235000,15.5164,1928.93,-9753.9677734375,247,247,156.8098
2266.87,1240000,15.5312,1938.93,-9791.181640625,248,248,156.6463
2262.01,1245000,15.4913,1928.97,-9864.93359375,249,249,156.6562
2266.05,1250000,15.4455,1923.72,-9887.7470703125,250,250,156.7246
2244.22,1255000,15.534,1928.54,-9924.5673828125,251,251,156.5762
2277.63,1260000,15.6575,1940.9,-9988.2744140625,252,252,156.7366
2260.3,1265000,15.5311,1919.72,-10012.5390625,253,253,156.6438
2276.1,1270000,15.5961,1945.04,-10042.470703125,254,254,156.7223
2254.64,1275000,15.719,1931.4,-10092.435546875,255,255,156.6277
2265.34,1280000,15.6881,1932.39,-10167.7021484375,256,256,156.7046
2252.56,1285000,15.3207,1920.44,-10168.0107421875,257,257,156.7601
2254.99,1290000,15.4825,1932.29,-10185.353515625,258,258,156.6227
2286.51,1295000,15.5184,1935.7,-10236.0380859375,259,259,156.6255
2259.69,1300000,15.3047,1931.83,-10259.962890625,260,260,156.6542
2271.05,1305000,15.4332,1931.2,-10269.419921875,261,261,156.6134
2248.11,1310000,15.3288,1925.95,-10340.6787109375,262,262,156.77
2237.72,1315000,15.2498,1914.72,-10356.197265625,263,263,156.7165
2246.8,1320000,15.2762,1931.71,-10390.3076171875,264,264,156.4934
2235.37,1325000,15.367,1919.53,-10441.908203125,265,265,156.7166
2280.53,1330000,15.3328,1928.3,-10476.74609375,266,266,156.412
2257.4,1335000,15.5943,1925.04,-10502.5625,267,267,156.5867
2278.03,1340000,15.3917,1941.08,-10550.4208984375,268,268,156.6709
2272.78,1345000,15.3488,1938.11,-10551.458984375,269,269,156.602
2238.31,1350000,15.3231,1920.79,-10636.3505859375,270,270,156.5544
2270.6,1355000,15.2278,1947.67,-10665.28515625,271,271,156.5705
2267.52,1360000,15.4405,1935.09,-10709.904296875,272,272,156.7675
2273.11,1365000,15.3704,1930.88,-10728.6748046875,273,273,156.66
2257.99,1370000,15.2088,1931.82,-10715.9306640625,274,274,156.4995
2275.4,1375000,15.3492,1933.02,-10751.703125,275,275,156.7425
2249.22,1380000,15.2327,1913.15,-10795.1337890625,276,276,156.6981
2271.3,1385000,15.3691,1910.69,-10833.5126953125,277,277,156.6929
2270.3,1390000,15.2129,1923.61,-10815.6552734375,278,278,156.5108
2258.33,1395000,15.2402,1920.3,-10891.439453125,279,279,156.6914
2252.88,1400000,15.1121,1933.66,-10930.1171875,280,280,156.5552
2270.57,1405000,15.1902,1926.57,-10980.0263671875,281,281,156.6353
2280.16,1410000,15.27,1920.54,-10983.48828125,282,282,156.5678
2274.93,1415000,15.2446,1923.44,-11035.625,283,283,156.6903
2265.54,1420000,15.279,1942.48,-10998.3310546875,284,284,156.7284
2248.34,1425000,15.1688,1927.22,-11074.9267578125,285,285,156.551
2257.79,1430000,15.1753,1940.64,-11070.4833984375,286,286,156.793
2271.04,1435000,15.2485,1924.84,-11110.7958984375,287,287,156.6049
2261.31,1440000,15.357,1944.06,-11160.6337890625,288,288,156.4853
2263.36,1445000,15.0928,1926.16,-11167.623046875,289,289,156.6195
2291.17,1450000,15.447,1948.18,-11229.7177734375,290,290,156.5517
2295.71,1455000,15.4641,1939.95,-11230.4853515625,291,291,156.5826
2258.32,1460000,15.2285,1923.41,-11252.7392578125,292,292,156.6965
2296.1,1465000,15.2814,1943.96,-11293.607421875,293,293,156.4563
2301.16,1470000,15.3475,1938.81,-11324.4423828125,294,294,156.5758
2304.68,1475000,15.239,1942.11,-11390.4052734375,295,295,156.5838
2285.37,1480000,15.2285,1949.47,-11398.77734375,296,296,156.5741
2300.4,1485000,15.1235,1941.89,-11450.4970703125,297,297,156.5848
2307.62,1490000,15.3587,1952.19,-11427.0927734375,298,298,156.4326
2286.28,1495000,15.2278,1949.17,-11464.43359375,299,299,156.6445
2282.96,1500000,15.183,1942.6,-11488.3916015625,300,300,156.573
2304.41,1505000,15.2383,1946.8,-11563.751953125,301,301,156.6096
2303.17,1510000,15.2176,1947.87,-11531.0361328125,302,302,156.6178
2302.03,1515000,15.3295,1946.2,-11591.5361328125,303,303,156.6197
2291.61,1520000,15.3127,1943.99,-11573.296875,304,304,156.5204
2303.17,1525000,15.1549,1934.67,-11626.455078125,305,305,156.568
2293.96,1530000,15.3304,1945.7,-11659.841796875,306,306,156.5662
2277.18,1535000,15.279,1933.62,-11668.3408203125,307,307,156.5617
2284.68,1540000,15.278,1922.67,-11703.599609375,308,308,156.6239
2287.66,1545000,15.2592,1946.15,-11728.3037109375,309,309,156.5144
2276.7,1550000,15.2533,1937.73,-11798.8056640625,310,310,156.6711
2274.77,1555000,15.3317,1943.76,-11793.3017578125,311,311,156.6207
2292.23,1560000,15.1104,1922.67,-11809.78125,312,312,156.5465
2292.83,1565000,15.4055,1938.15,-11853.0439453125,313,313,156.6436
2306.53,1570000,15.4011,1953.03,-11902.4365234375,314,314,156.7113
2305.73,1575000,15.4105,1971.95,-11911.0166015625,315,315,156.6098
2299.44,1580000,15.32,1952.83,-11984.177734375,316,316,156.5789
2318.28,1585000,15.3486,1954.77,-12011.8408203125,317,317,156.551
2288.59,1590000,15.3109,1947.43,-11995.087890625,318,318,156.5113
2298.63,1595000,15.234,1960.02,-12042.306640625,319,319,156.5468
2289.78,1600000,15.3951,1952.9,-12045.072265625,320,320,156.6438
2310.08,1605000,15.342,1946.19,-12119.1728515625,321,321,156.5472
2285.88,1610000,15.2588,1941.08,-12141.0361328125,322,322,156.6184
2288.76,1615000,15.4617,1941.34,-12203.845703125,323,323,156.6616
2296.18,1620000,15.2698,1953.78,-12200.7998046875,324,324,156.5731
2288.32,1625000,15.2846,1924.93,-12190.30859375,325,325,156.6254
2294.98,1630000,15.3393,1966.33,-12263.7333984375,326,326,156.5537
2298.86,1635000,15.3481,1952.8,-12271.4345703125,327,327,156.617
2264.42,1640000,15.2549,1946.25,-12336.5869140625,328,328,156.6043
2294.12,1645000,15.5206,1946.9,-12354.0322265625,329,329,156.5285
2308.34,1650000,15.3056,1971.06,-12372.474609375,330,330,156.5251
2292.48,1655000,15.2339,1942.9,-12424.21484375,331,331,156.6068
2289.52,1660000,15.342,1944.24,-12421.873046875,332,332,156.5451
2286.08,1665000,15.3476,1953.71,-12492.00390625,333,333,156.5326
2300.09,1670000,15.435,1956.28,-12546.73828125,334,334,156.664
2273.55,1675000,15.2328,1952.89,-12502.5263671875,335,335,156.6064
2300.5,1680000,15.2109,1945.32,-12555.9140625,336,336,156.5662
2298.41,1685000,15.3429,1950.56,-12623.203125,337,337,156.5133
2299.14,1690000,15.3522,1962.7,-12587.8037109375,338,338,156.6589
2308.56,1695000,15.2434,1953.98,-12666.5390625,339,339,156.6113
2298.79,1700000,15.2138,1948.47,-12674.2607421875,340,340,156.6708
2295.45,1705000,15.2892,1965.66,-12717.787109375,341,341,156.5405
2299.53,1710000,15.2907,1953.33,-12751.5380859375,342,342,156.6756
2305.72,1715000,15.4336,1968.22,-12769.5595703125,343,343,156.584
2310.91,1720000,15.3259,1944.28,-12859.236328125,344,344,156.6
2285.4,1725000,15.146,1951.28,-12807.3212890625,345,345,156.5923
2316.51,1730000,15.4557,1978.81,-12926.74609375,346,346,156.6356
2321.02,1735000,15.1914,1964.02,-12961.560546875,347,347,156.5386
2288.35,1740000,15.4367,1946.95,-12961.587890625,348,348,156.6095
2321.7,1745000,15.3358,1959.08,-12999.615234375,349,349,156.6972
2318.31,1750000,15.2116,1973.61,-13061.0908203125,350,350,156.5172
2309.76,1755000,15.1941,1958.22,-13045.6396484375,351,351,156.5947
2311.45,1760000,15.3244,1966.28,-13078.4287109375,352,352,156.7031
2321.29,1765000,15.3706,1982.39,-13140.064453125,353,353,156.6577
2287.17,1770000,15.2472,1947.9,-13114.671875,354,354,156.5952
2317.06,1775000,15.3221,1961.52,-13154.1767578125,355,355,156.7639
2324.33,1780000,15.3775,1968.32,-13225.037109375,356,356,156.7055
2305.74,1785000,15.3527,1970.88,-13210.2451171875,357,357,156.5555
2289.06,1790000,15.1418,1948.43,-13228.666015625,358,358,156.5862
2331.26,1795000,15.2857,1960.58,-13240.04296875,359,359,156.4711
2318.25,1800000,15.3796,1979.19,-13349.5830078125,360,360,156.5927
2298.55,1805000,15.2661,1970.13,-13296.37890625,361,361,156.7127
2275.82,1810000,15.1564,1955.85,-13312.1396484375,362,362,156.6495
2294.81,1815000,15.2458,1965.49,-13341.7080078125,363,363,156.7582
2298.69,1820000,15.1872,1955.53,-13339.5400390625,364,364,156.7531
2318.77,1825000,15.3029,1976.37,-13392.8671875,365,365,156.7071
2304.28,1830000,15.4063,1970.26,-13440.4501953125,366,366,156.6142
2304.84,1835000,15.297,1960.14,-13468.9404296875,367,367,156.5505
2326.86,1840000,15.3067,1948.55,-13504.6982421875,368,368,156.591
2314.18,1845000,15.2487,1952.96,-13499.7451171875,369,369,156.791
2296.21,1850000,15.3158,1954.44,-13508.560546875,370,370,156.5677
2306.66,1855000,15.116,1963.18,-13469.80859375,371,371,156.5896
2286.39,1860000,15.087,1945.78,-13585.0693359375,372,372,156.4574
2325.89,1865000,15.4186,1966.84,-13635.0322265625,373,373,156.5395
2309.04,1870000,15.0545,1949.29,-13607.8818359375,374,374,156.5324
2309.21,1875000,15.4523,1967.2,-13667.96484375,375,375,156.4744
2321.3,1880000,15.1854,1962.9,-13661.140625,376,376,156.6368
2304.49,1885000,15.2134,1950.23,-13694.423828125,377,377,156.7408
2335.29,1890000,15.328,1968.1,-13735.3515625,378,378,156.6516
2313.54,1895000,15.3445,1957.07,-13779.70703125,379,379,156.5653
2319.69,1900000,15.2979,1966.83,-13797.81640625,380,380,156.6367
2335.34,1905000,15.3691,1971.76,-13844.2626953125,381,381,156.6275
2315.61,1910000,15.41,1979.96,-13830.18359375,382,382,156.6767
2298.7,1915000,15.2016,1955.22,-13805.791015625,383,383,156.6674
2307.87,1920000,15.3251,1948.96,-13935.0283203125,384,384,156.5793
2324.87,1925000,15.1903,1954.0,-13873.9912109375,385,385,156.4847
