Running Forward KL,Running Env Steps,Running Reverse KL,Running Update Time,Itration,Reward Loss,Real Sto Return,Real Det Return
22.522,270000,16.8633,54,54,-559.7640991210938,2337.69,3137.09
22.0986,275000,15.1474,55,55,-380.49261474609375,2003.47,3162.13
21.3626,280000,14.3727,56,56,-214.2606658935547,3124.74,3246.2
22.7936,285000,16.4931,57,57,-625.5659790039062,2337.56,3115.15
22.3531,290000,14.1362,58,58,-314.5488586425781,2893.91,3081.18
22.22,295000,17.4228,59,59,-871.8345336914062,2405.64,3124.83
21.2808,300000,15.0826,60,60,-620.2040405273438,2777.22,3105.28
21.8004,305000,16.6739,61,61,-789.3980712890625,2231.27,3141.85
21.2159,310000,13.8054,62,62,-299.56292724609375,3010.85,3119.71
21.267,315000,14.9407,63,63,-266.1670227050781,3095.07,3240.31
22.2786,320000,19.1192,64,64,-1060.9351806640625,1928.82,3234.61
20.308,325000,13.507,65,65,-301.7256774902344,3243.61,3226.94
20.756,330000,13.6448,66,66,-201.10006713867188,3027.14,3230.95
21.629,335000,13.5692,67,67,-461.77862548828125,2840.07,3139.85
22.4448,340000,14.2476,68,68,-517.2398681640625,2848.98,3135.6
21.237,345000,13.2259,69,69,-406.3837585449219,3064.53,3120.68
21.1145,350000,14.3081,70,70,-321.7875061035156,3243.01,3236.95
22.6314,355000,19.8753,71,71,-1260.05517578125,2259.46,3282.08
21.1097,360000,13.5987,72,72,-625.505615234375,3104.25,3206.71
22.3091,365000,14.0387,73,73,-446.3525085449219,3090.54,3066.54
22.2471,370000,14.3454,74,74,-409.44024658203125,3048.02,3175.47
21.1665,375000,14.5696,75,75,-406.32244873046875,3204.14,3206.16
19.7189,380000,12.5096,76,76,-334.9718017578125,3256.56,3240.92
21.4051,385000,13.8539,77,77,-460.1954040527344,3060.04,3175.31
20.2986,390000,13.299,78,78,-377.1622009277344,3229.49,3227.01
20.2242,395000,13.5149,79,79,-562.8146362304688,2939.06,3268.5
22.4372,400000,14.6546,80,80,-499.49383544921875,3084.88,3098.08
19.8284,405000,12.477,81,81,-381.356201171875,3036.0,3231.96
21.24,410000,13.5215,82,82,-436.66815185546875,3216.6,3202.39
20.5171,415000,12.6102,83,83,-393.3064880371094,3218.24,3207.09
21.1495,420000,16.7959,84,84,-1202.491943359375,1999.89,3276.2
19.3823,425000,12.6903,85,85,-272.0193176269531,3252.96,3250.46
20.3523,430000,13.0924,86,86,-422.11962890625,3272.66,3272.18
21.0924,435000,14.0261,87,87,-588.5560913085938,3035.7,3248.0
19.975,440000,13.0639,88,88,-389.1614990234375,3262.59,3294.37
20.5065,445000,17.3217,89,89,-828.0512084960938,2235.41,3285.36
20.5619,450000,13.3004,90,90,-528.9578247070312,3115.37,3240.12
20.9952,455000,14.6139,91,91,-484.1940612792969,3004.34,3328.27
19.3381,460000,13.4895,92,92,-405.27557373046875,3345.13,3383.61
21.3414,465000,18.998,93,93,-1157.0946044921875,2217.57,3346.54
20.6768,470000,14.683,94,94,-602.7615356445312,2531.47,3259.37
19.9207,475000,14.681,95,95,-680.8787841796875,2834.58,3366.25
19.6611,480000,13.7414,96,96,-547.6647338867188,2981.73,3332.56
21.5966,485000,23.6811,97,97,-1650.2513427734375,1786.46,2961.03
20.0283,490000,12.919,98,98,-492.62017822265625,3292.2,3302.93
21.7614,495000,27.2417,99,99,-1583.2825927734375,2453.59,3301.12
19.7862,500000,12.8251,100,100,-500.8066711425781,3246.11,3248.53
20.3399,505000,14.4169,101,101,-682.6854858398438,3066.01,3328.54
20.1983,510000,13.8925,102,102,-684.4114990234375,2804.46,3329.41
22.7759,515000,27.0705,103,103,-2048.344970703125,1524.4,3329.17
19.7463,520000,14.0829,104,104,-690.197265625,3148.01,3383.32
20.8565,525000,15.6057,105,105,-473.28314208984375,3383.08,3367.19
19.8661,530000,12.4144,106,106,-574.1646728515625,3072.09,3292.95
20.1677,535000,13.1089,107,107,-493.6078796386719,2872.84,3362.44
19.4948,540000,12.5091,108,108,-582.1197509765625,3254.33,3263.34
20.7211,545000,20.7076,109,109,-1302.3289794921875,2545.2,3379.19
20.2949,550000,14.3062,110,110,-477.6260681152344,2929.83,3365.34
20.8044,555000,14.8894,111,111,-579.8396606445312,3223.21,3347.97
20.2894,560000,14.1813,112,112,-802.662109375,3001.54,3316.61
19.369,565000,13.1757,113,113,-513.8329467773438,3240.23,3343.63
19.8483,570000,13.1537,114,114,-704.9534912109375,2927.44,3323.89
19.6189,575000,13.9612,115,115,-508.6310119628906,3341.0,3357.47
20.4221,580000,15.3635,116,116,-643.1910400390625,2595.32,3390.22
19.9087,585000,13.7465,117,117,-651.8352661132812,2659.52,3347.38
20.2769,590000,13.9245,118,118,-839.8707275390625,3275.72,3285.41
19.4359,595000,12.8189,119,119,-760.4253540039062,2870.41,3300.08
20.0657,600000,13.0677,120,120,-651.7984008789062,3264.41,3296.05
19.513,605000,13.274,121,121,-654.1112670898438,3151.97,3375.5
19.4592,610000,12.9348,122,122,-621.8162231445312,3294.04,3293.66
19.2534,615000,12.7511,123,123,-559.8280029296875,3091.36,3331.7
19.2976,620000,13.267,124,124,-597.8986206054688,3288.96,3315.16
19.0656,625000,13.6966,125,125,-637.290283203125,3126.71,3317.57
19.8865,630000,12.9145,126,126,-806.666259765625,2958.77,3336.47
19.7667,635000,13.6759,127,127,-725.187255859375,3060.59,3326.57
19.4216,640000,13.2846,128,128,-659.5184936523438,3297.21,3311.01
18.5183,645000,12.2617,129,129,-560.4419555664062,3357.87,3387.58
20.2416,650000,20.8748,130,130,-1332.1318359375,2695.07,3421.02
19.7989,655000,13.3562,131,131,-683.32275390625,3131.07,3330.27
19.1773,660000,13.1429,132,132,-581.7732543945312,3216.22,3355.19
20.2553,665000,15.8833,133,133,-1112.631591796875,2740.03,3385.8
19.6439,670000,16.5674,134,134,-955.1021728515625,3139.61,3383.99
19.2422,675000,12.9702,135,135,-608.6849975585938,2785.39,3378.72
19.4867,680000,14.5883,136,136,-733.2400512695312,3246.81,3404.73
20.4282,685000,17.3706,137,137,-1016.1381225585938,2926.78,3379.02
19.9697,690000,13.7396,138,138,-619.4190673828125,3365.39,3394.37
18.6107,695000,12.7262,139,139,-599.9959716796875,3145.55,3373.35
19.2943,700000,13.4947,140,140,-631.806396484375,3366.31,3392.93
18.9397,705000,15.4875,141,141,-833.7410888671875,3257.96,3377.05
18.8726,710000,14.5195,142,142,-721.015380859375,3371.31,3417.52
19.3269,715000,12.7303,143,143,-748.3602905273438,3296.75,3307.5
19.2569,720000,12.9509,144,144,-605.9624633789062,3163.84,3416.3
19.2322,725000,13.6865,145,145,-784.9824829101562,3281.35,3426.47
19.1848,730000,13.4585,146,146,-673.9382934570312,3377.0,3401.28
19.5178,735000,13.0058,147,147,-696.8026733398438,3224.95,3343.71
18.4702,740000,12.3111,148,148,-642.957763671875,3365.69,3398.73
20.107,745000,19.0691,149,149,-1282.12353515625,2333.73,3366.13
19.1617,750000,13.7523,150,150,-971.7798461914062,3373.86,3381.15
18.8583,755000,12.5737,151,151,-837.3427734375,3278.72,3400.29
19.3403,760000,12.7201,152,152,-1135.797607421875,2589.01,3365.85
21.6613,765000,18.0726,153,153,-2422.41162109375,1604.58,3456.43
18.8515,770000,12.7385,154,154,-632.59326171875,3373.03,3360.86
20.4865,775000,18.3957,155,155,-1151.2117919921875,2924.73,3355.11
18.6571,780000,12.9055,156,156,-631.916748046875,3373.23,3400.37
18.2866,785000,12.4466,157,157,-611.0485229492188,3192.2,3413.48
18.9335,790000,13.2054,158,158,-718.9647827148438,3366.85,3384.53
18.651,795000,12.6237,159,159,-663.5380249023438,3356.72,3383.6
19.4548,800000,13.7672,160,160,-735.46240234375,3362.52,3395.83
18.699,805000,13.0582,161,161,-618.6468505859375,3358.25,3389.98
18.8411,810000,12.6854,162,162,-763.20849609375,3329.53,3346.55
19.1097,815000,13.1541,163,163,-681.3364868164062,3378.56,3411.11
19.0999,820000,12.6851,164,164,-717.8836059570312,3369.36,3430.83
18.6495,825000,12.9596,165,165,-708.861328125,3370.17,3387.6
18.5547,830000,12.4799,166,166,-700.3748168945312,3370.31,3387.66
19.0385,835000,12.7245,167,167,-918.5286254882812,3363.95,3402.44
19.424,840000,14.2644,168,168,-1575.44775390625,2624.32,3423.93
19.3668,845000,14.1931,169,169,-1076.52880859375,3159.88,3420.18
19.1439,850000,11.7147,170,170,-1121.264404296875,2867.51,3409.2
19.2985,855000,13.0181,171,171,-839.4371948242188,3126.64,3446.13
19.8348,860000,14.1875,172,172,-1087.1165771484375,2543.22,3430.59
19.2395,865000,12.5734,173,173,-1017.6622314453125,3359.59,3393.8
19.0332,870000,13.4702,174,174,-833.7867431640625,3370.65,3395.19
19.1576,875000,14.0094,175,175,-872.1531372070312,3380.42,3407.4
18.7019,880000,12.9638,176,176,-795.7979125976562,3402.94,3446.6
18.5282,885000,12.8577,177,177,-847.0628662109375,3372.35,3395.62
18.1724,890000,12.2396,178,178,-831.7027587890625,3376.54,3401.62
18.7204,895000,12.2304,179,179,-853.6414794921875,3370.66,3406.8
17.8892,900000,11.5559,180,180,-736.4860229492188,3385.36,3459.21
18.3484,905000,12.8977,181,181,-839.7706298828125,3398.43,3405.73
20.5975,910000,21.4127,182,182,-2211.106689453125,2250.48,3425.65
18.9633,915000,12.7736,183,183,-866.461181640625,3346.24,3449.34
19.0098,920000,12.5473,184,184,-882.619140625,3325.48,3377.5
19.27,925000,12.6181,185,185,-1055.0799560546875,3022.86,3397.38
18.6552,930000,12.0103,186,186,-915.0216674804688,3384.16,3422.68
19.0023,935000,12.3689,187,187,-985.212158203125,3339.2,3380.35
19.0291,940000,12.9298,188,188,-954.6663818359375,3367.22,3413.66
18.0224,945000,12.3693,189,189,-870.3565673828125,3385.06,3418.73
18.7773,950000,12.6207,190,190,-945.6160278320312,3258.54,3412.93
18.4897,955000,12.3321,191,191,-953.2468872070312,3365.33,3412.18
18.2424,960000,12.0889,192,192,-991.557373046875,3361.1,3409.96
19.3211,965000,13.277,193,193,-1016.0485229492188,3357.49,3390.64
18.7055,970000,12.3713,194,194,-846.4693603515625,3285.19,3435.24
18.1259,975000,11.9269,195,195,-972.59375,3326.82,3355.52
18.8807,980000,12.5194,196,196,-959.8158569335938,3350.35,3386.65
18.6216,985000,12.2047,197,197,-968.6154174804688,3381.46,3407.05
19.3447,990000,12.463,198,198,-986.4590454101562,3230.93,3391.57
19.0823,995000,12.0802,199,199,-1225.28125,3240.65,3405.93
