Running Forward KL,Real Det Return,Itration,Running Reverse KL,Real Sto Return
42.6007,4374.33,118,21.4981,4241.47
42.8054,4381.75,119,19.244,4288.74
42.6399,4430.43,120,21.1533,4327.96
42.1911,4414.67,121,21.1388,4323.34
42.6261,4438.35,122,21.0063,4349.22
43.0079,4361.4,123,20.9028,4293.83
42.1601,4323.79,124,21.3653,4291.07
41.7587,4338.88,125,19.8448,4272.28
41.7635,4345.86,126,19.7376,4291.96
42.3869,4335.15,127,20.5297,4152.52
42.4186,4253.88,128,20.2305,4199.34
43.0191,4273.03,129,20.2387,4194.19
42.4557,4399.1,130,20.0031,4324.93
42.4696,4404.26,131,20.2906,4344.31
42.0691,4345.67,132,17.9959,4036.85
42.6824,4441.4,133,18.7803,4048.27
42.3052,4369.26,134,19.1252,4070.83
42.4512,4354.57,135,19.1946,4266.65
42.5216,4374.74,136,20.6985,4303.22
42.2624,4389.99,137,19.6784,4318.29
42.2757,4364.73,138,19.584,4191.37
42.483,4326.85,139,20.5864,4264.6
42.7456,4393.31,140,21.0206,4330.37
42.649,4421.12,141,21.8165,4328.06
42.3649,4389.57,142,19.6643,4278.78
42.2425,4386.52,143,20.0692,4309.56
41.9495,4338.21,144,19.3839,4283.66
42.5791,4382.99,145,19.3701,4186.09
41.7821,4286.83,146,17.8112,4232.13
41.8117,4313.51,147,20.0044,4283.18
42.0721,4337.57,148,19.3428,4274.43
42.7672,4267.85,149,20.5986,4175.85
42.5714,4294.42,150,20.1372,4221.11
42.4971,4361.88,151,20.2231,4301.52
43.0401,4347.86,152,21.0125,4204.34
42.0388,4352.43,153,19.3457,4311.66
42.0164,4274.74,154,17.8294,4199.39
42.3904,4404.16,155,19.7067,4296.97
42.402,4350.26,156,19.6565,4291.5
42.6389,4317.63,157,19.2989,4267.79
42.3363,4412.28,158,19.1717,4314.58
41.552,4366.83,159,19.2397,4314.26
41.4906,4374.88,160,18.5212,4316.42
41.9851,4396.1,161,19.0994,4286.79
41.7863,4393.87,162,19.4429,4330.63
42.1789,4369.07,163,18.9098,4283.73
42.1406,4419.53,164,20.2427,4366.61
41.6535,4354.76,165,18.6873,4301.62
42.2034,4340.35,166,19.1875,4293.67
41.4198,4406.8,167,18.664,4343.05
41.6858,4406.68,168,18.9199,4329.65
41.7385,4367.78,169,18.6741,4286.38
41.978,4341.4,170,18.6314,4287.66
41.4165,4517.1,171,19.0606,4410.6
41.6935,4425.73,172,18.8705,4314.1
42.3859,4429.0,173,19.6071,4363.12
41.9696,4408.95,174,18.5726,4319.37
41.6879,4346.97,175,18.291,4281.22
42.2544,4387.69,176,19.056,4326.28
41.9291,4443.19,177,18.9442,4369.19
41.8307,4417.5,178,18.7834,4349.23
41.6944,4403.13,179,18.2582,4327.4
41.9295,4450.59,180,18.4931,4363.09
41.8272,4354.68,181,18.9682,4337.51
41.9132,4476.99,182,18.3395,4344.5
41.4633,4442.12,183,18.4046,4368.14
41.7775,4380.13,184,18.0418,4322.58
41.3881,4442.65,185,18.034,4395.53
41.8116,4468.28,186,19.2926,4416.28
41.2642,4434.63,187,17.2718,4328.65
41.5424,4386.42,188,17.8827,4312.01
42.1171,4381.24,189,18.8519,4338.72
41.8266,4460.89,190,18.8878,4414.58
41.9703,4481.71,191,19.7194,4418.61
41.5187,4488.44,192,17.9617,4393.15
41.5677,4393.64,193,17.1074,4188.46
41.6124,4430.95,194,18.3763,4406.86
41.9093,4410.29,195,19.1271,4333.85
41.254,4471.12,196,18.3377,4393.86
41.1639,4398.82,197,17.2546,4352.79
41.9565,4377.61,198,18.1221,4329.17
41.8824,4414.4,199,18.7701,4360.73
41.4417,4388.23,200,17.7934,4332.9
41.2442,4413.5,201,17.4602,4352.52
41.303,4405.11,202,17.5576,4265.74
41.373,4451.98,203,17.6792,4392.06
41.6324,4374.71,204,18.3659,4353.04
41.3226,4396.62,205,17.6105,4354.92
42.1768,4392.7,206,17.3883,4317.52
41.8315,4425.27,207,17.7015,4364.0
41.5859,4444.12,208,17.6094,4410.79
41.8606,4468.04,209,17.3065,4410.96
41.616,4416.91,210,17.8889,4393.43
41.5609,4424.31,211,17.1265,4320.17
41.5775,4410.44,212,17.4447,4260.03
41.6232,4409.35,213,16.2481,4299.88
41.5234,4438.49,214,17.3117,4386.77
41.7433,4421.29,215,17.7026,4202.0
41.7966,4470.71,216,16.8328,4268.03
41.6755,4431.23,217,17.8489,4271.37
41.7401,4448.08,218,17.6899,4362.92
41.8552,4456.8,219,17.8843,4224.03
41.5498,4433.19,220,17.2227,4411.56
42.0682,4399.94,221,17.8298,4349.32
41.5366,4442.63,222,18.6244,4381.55
41.8949,4405.24,223,18.5561,4245.98
41.8094,4403.16,224,17.403,4292.19
41.4711,4388.95,225,17.5928,4387.51
41.6402,4378.06,226,17.1849,4228.8
40.8475,4429.01,227,16.7849,4328.75
41.9344,4359.92,228,17.4106,4281.26
41.6106,4385.68,229,16.2308,4288.8
41.8223,4376.51,230,17.177,4327.88
41.5831,4375.39,231,17.0734,4335.87
41.4158,4443.4,232,17.1924,4335.39
41.6965,4395.66,233,17.9328,4280.18
41.4183,4391.64,234,17.1389,4325.69
41.359,4369.82,235,17.1786,4337.19
41.1639,4379.34,236,17.2651,4345.54
41.5094,4395.32,237,17.4676,4312.84
41.6419,4376.3,238,17.6398,4278.57
41.8747,4403.36,239,17.5233,4372.22
41.4338,4398.22,240,16.8982,4275.85
41.6432,4406.63,241,17.4049,4300.09
41.754,4388.14,242,17.0933,4339.34
41.462,4416.9,243,16.258,4344.19
41.9144,4424.28,244,16.4336,4383.4
41.3967,4420.24,245,17.1377,4172.88
41.274,4474.17,246,16.9657,4406.97
41.194,4450.48,247,17.8179,4382.52
41.759,4424.01,248,17.2087,4328.35
41.7336,4409.74,249,17.6506,4381.85
41.7238,4423.12,250,18.0651,4285.82
41.3612,4436.33,251,17.1308,4388.7
42.028,4421.46,252,18.1441,4347.1
41.7123,4440.45,253,18.0963,4396.37
41.6946,4403.33,254,17.5488,4363.73
41.526,4422.58,255,17.8282,4331.55
41.4524,4498.1,256,17.7136,4425.37
41.1054,4524.32,257,17.1013,4286.24
41.418,4454.48,258,17.237,4401.13
41.2807,4447.2,259,16.813,4401.11
41.2274,4312.86,260,17.0424,4313.15
41.0962,4473.7,261,15.6639,4341.64
41.1593,4490.63,262,16.4848,4169.76
41.4939,4450.04,263,16.556,4271.01
41.3711,4485.32,264,16.7724,4282.38
41.5626,4363.82,265,16.7361,4015.37
41.5949,4425.25,266,16.51,4234.16
41.7159,4264.9,267,15.9115,3953.94
41.8096,3929.81,268,16.0726,3955.55
41.0585,4366.89,269,16.7834,4137.39
41.4748,3945.28,270,16.4524,4142.28
41.3693,4426.98,271,17.0142,4180.62
41.1165,4435.78,272,16.2838,4342.71
41.0112,4282.88,273,16.1525,4253.23
41.2401,4441.44,274,16.2416,4351.31
41.1985,4233.01,275,16.1793,4235.83
41.3305,4296.17,276,15.986,4045.59
41.6096,4207.81,277,16.7426,4135.44
41.4283,4441.12,278,16.7135,4381.96
41.0167,4350.39,279,16.3691,3774.06
41.7502,4421.73,280,16.8336,4244.36
41.075,4454.21,281,16.4269,4368.32
41.2869,4427.46,282,16.0491,4316.61
40.9706,4379.84,283,16.7913,4201.74
41.0299,4464.2,284,16.171,4344.12
41.0585,4439.36,285,16.822,4337.56
40.7963,4479.64,286,15.5699,4334.26
40.9457,4347.39,287,16.0357,4284.08
41.0832,4457.24,288,16.5428,4323.2
40.8867,4368.73,289,16.1757,4324.73
41.1874,4400.53,290,16.4289,4347.61
40.7942,4411.34,291,16.2848,4161.93
41.3223,4485.37,292,16.3048,4229.9
40.6579,4439.18,293,16.637,4374.27
40.9954,4417.69,294,16.5627,4265.25
40.8898,4394.55,295,16.4108,4370.59
41.2882,4441.52,296,17.9377,4331.44
41.063,4392.8,297,17.3172,4351.74
40.9096,4477.21,298,16.4467,4296.18
40.8423,4445.48,299,16.9108,4394.51
41.0616,4432.01,300,17.0933,4342.16
41.1076,4428.05,301,16.6155,4302.88
41.0226,4486.27,302,16.2133,4052.89
41.0003,4443.19,303,15.5858,4025.5
40.6451,4430.52,304,16.382,4125.85
41.3923,4440.69,305,16.5344,4189.71
40.6265,4445.32,306,16.6892,4311.33
40.2208,4421.43,307,16.4619,4117.58
40.3228,4438.92,308,16.7858,4370.77
40.6465,4377.92,309,16.1008,4367.95
40.6154,4391.72,310,15.9867,4355.29
41.0834,4445.91,311,17.0789,4287.23
41.3728,4393.33,312,15.799,4193.23
41.0181,4412.86,313,15.8075,4345.75
40.5297,4439.62,314,15.9239,4358.88
40.8499,4387.36,315,15.8522,4365.16
41.0043,4419.51,316,15.9951,4370.66
40.5037,4411.0,317,20.1328,4312.55
48.2242,468.26,318,33.7422,500.81
49.3837,595.61,319,75.9463,530.35
49.0425,542.12,320,20.7599,584.79
45.9376,1246.34,321,24.5887,819.26
44.8024,1055.16,322,51.2199,883.42
42.8666,3616.62,323,16.6107,2613.84
43.1563,3968.54,324,19.3623,2682.32
42.1992,3295.16,325,16.3174,2980.51
42.2669,3710.3,326,16.3007,2769.52
41.6599,4349.47,327,17.3375,3612.39
42.6958,3165.27,328,17.0861,3638.69
41.5626,4265.86,329,17.9979,3942.47
41.5663,3996.5,330,17.0677,4011.91
41.4679,3767.68,331,16.9969,3384.66
41.8434,3566.36,332,15.8133,3832.49
40.909,4359.59,333,17.0376,4135.04
40.6016,4333.01,334,16.5003,3994.05
56.3508,54.67,335,105.5874,442.81
41.0163,4356.44,336,17.4245,4279.16
41.4421,4242.11,337,17.8089,4218.66
40.9062,4385.66,338,16.5923,4214.51
41.1276,4408.28,339,17.119,4340.9
41.1113,4422.45,340,17.1846,4302.0
40.9726,4403.54,341,16.9547,4312.34
40.6556,4431.62,342,17.4576,4328.37
40.3763,4431.26,343,17.1683,4384.24
40.7125,4413.85,344,17.2199,4353.76
41.366,4408.13,345,17.6809,4350.83
41.501,4418.65,346,18.0645,4343.37
41.4636,4411.02,347,17.1068,4353.21
40.2064,4391.22,348,16.264,4314.68
40.868,4401.16,349,16.5951,4258.99
41.1137,4384.78,350,17.299,4320.02
41.0004,4385.94,351,16.7899,4337.51
40.9767,4389.47,352,16.7618,4343.7
40.9999,4419.59,353,17.108,4360.54
41.3848,4423.79,354,17.9413,4288.87
41.2077,4350.92,355,17.1662,4284.65
40.9158,4426.26,356,16.9045,4337.66
41.5292,4388.52,357,17.6215,4326.18
41.4411,4419.43,358,16.7597,4321.22
41.3031,4442.61,359,17.4084,4342.29
40.8966,4466.39,360,17.5202,4371.65
41.5771,4412.57,361,17.83,4316.76
41.7763,4399.47,362,17.5471,4316.47
40.9373,4462.22,363,17.5051,4356.03
41.1618,4473.97,364,17.4775,4395.1
41.3871,4453.13,365,17.6187,4366.06
41.4489,4453.59,366,17.6683,4365.86
41.4245,4436.17,367,17.5472,4343.26
41.4414,4465.76,368,18.156,4375.27
40.9652,4480.24,369,16.9752,4386.22
41.2099,4426.55,370,16.8712,4336.85
41.5138,4437.57,371,17.2864,4359.64
41.0894,4437.98,372,16.7182,4339.52
41.2489,4462.47,373,17.5822,4392.69
41.7119,4443.17,374,17.4028,4358.41
41.4434,4470.06,375,16.9725,4388.73
41.3281,4427.41,376,16.1264,4368.26
40.8913,4479.9,377,17.0334,4411.5
41.0719,4431.93,378,16.676,4370.5
41.3273,4450.8,379,17.0255,4365.46
40.9282,4455.69,380,17.2077,4394.35
41.6193,4432.2,381,17.7611,4387.43
41.6655,4427.04,382,18.0842,4378.14
41.6785,4434.41,383,18.2727,4409.97
40.327,4678.59,384,17.1211,4099.92
45.9186,1180.47,385,44.424,1258.17
42.55,4266.38,386,18.5031,4212.68
43.1466,4135.23,387,18.6797,4043.83
42.5332,4214.49,388,20.2543,4114.76
42.258,4403.44,389,20.2621,4359.92
42.3771,4451.05,390,22.2858,4346.93
42.3149,4480.38,391,20.7299,4437.05
42.1365,4423.22,392,20.1819,4362.48
42.4377,4284.62,393,20.9486,4136.59
41.9166,4328.64,394,19.5293,4268.09
40.984,4393.83,395,17.6401,4342.55
41.2348,4338.33,396,17.1027,4277.65
40.3364,4372.02,397,16.6899,4321.93
40.581,4342.57,398,16.7342,4311.22
40.786,4407.36,399,16.9229,4367.24
41.093,4411.39,400,17.3547,4362.54
40.7207,4402.58,401,16.4601,4347.37
40.656,4428.03,402,17.4217,4372.9
40.551,4409.04,403,16.2403,4364.3
40.6234,4425.37,404,16.5665,4348.34
40.7227,4415.32,405,16.7586,4369.81
40.715,4429.08,406,16.4716,4384.4
40.369,4468.87,407,16.0931,4381.55
40.7636,4400.6,408,16.0944,4336.22
40.5891,4465.08,409,17.3197,4413.42
40.5243,4503.63,410,17.1132,4430.01
40.9052,4471.76,411,16.9137,4398.29
40.993,4506.83,412,16.4134,4420.79
40.8667,4453.32,413,16.8584,4397.65
40.1901,4513.65,414,16.7964,4435.79
40.0758,4484.35,415,16.284,4432.94
40.4486,4466.36,416,16.0001,4387.32
40.8488,4461.32,417,15.9057,4397.62
42.5867,-13.44,418,15.3514,-12.31
40.6496,4480.97,419,16.748,4405.44
40.4528,4514.32,420,16.2472,4407.99
40.917,4535.57,421,17.4822,4445.34
40.3749,4527.78,422,17.3726,4448.37
40.6494,4472.5,423,16.7792,4414.5
40.5361,4487.31,424,17.1772,4405.72
40.8124,4464.43,425,16.2581,4365.53
40.2468,4453.32,426,16.1416,4365.67
40.5501,4525.87,427,16.4814,4422.73
40.5954,4493.66,428,16.2047,4402.81
40.5168,4473.93,429,16.4063,4370.32
40.5586,4494.34,430,16.3497,4414.41
40.4371,4493.21,431,15.982,4394.38
40.9004,4520.63,432,16.3964,4429.17
