Running Reverse KL,Reward Loss,Running Env Steps,Itration,Real Det Return,Running Update Time,Real Sto Return,Running Forward KL
14.288,-260.8909912109375,590000,118,3409.86,118,2929.49,20.4958
12.9821,-206.92156982421875,595000,119,3426.98,119,3316.78,19.3138
12.3929,-196.4207305908203,600000,120,3421.02,120,3391.9,19.0796
13.7475,-207.9923095703125,605000,121,3384.73,121,3251.15,19.6816
13.1451,-208.8221893310547,610000,122,3381.38,122,3373.0,19.511
13.0942,-199.02354431152344,615000,123,3419.96,123,3401.36,19.2934
14.4935,-211.8067169189453,620000,124,3427.24,124,3400.55,19.5807
14.1148,-241.9583740234375,625000,125,3373.1,125,3354.4,20.147
12.9594,-214.46006774902344,630000,126,3411.67,126,3294.54,19.219
13.238,-231.91273498535156,635000,127,3397.23,127,3364.51,19.5366
15.3573,-237.35791015625,640000,128,3415.95,128,3377.27,19.3283
14.6039,-201.15858459472656,645000,129,3443.41,129,3417.14,19.5133
16.8659,-442.1068115234375,650000,130,3392.42,130,2054.88,21.254
12.0721,-304.7720947265625,655000,131,3441.06,131,2292.72,20.1432
78.2663,-948.6717529296875,660000,132,6.37,132,6.26,38.1126
43.6538,-840.652099609375,665000,133,199.96,133,91.71,38.9631
65.472,-1016.9747924804688,670000,134,13.68,134,12.6,37.2829
40.9885,-847.5934448242188,675000,135,1003.24,135,1001.49,38.0562
53.4954,-861.1284790039062,680000,136,978.22,136,978.27,39.2742
43.6459,-878.7368774414062,685000,137,993.57,137,993.44,39.6363
33.4392,-897.56640625,690000,138,981.71,138,977.84,39.6952
16.5076,-653.1765747070312,695000,139,1927.41,139,1179.54,23.3824
19.7553,-708.5247802734375,700000,140,2171.05,140,1424.51,23.9463
28.5684,-539.88427734375,705000,141,2521.44,141,2708.12,19.6064
43.4412,-643.4466552734375,710000,142,3043.92,142,2281.94,21.2963
14.27,-319.8551025390625,715000,143,3423.71,143,2895.97,20.4116
14.4553,-257.57537841796875,720000,144,3462.38,144,3427.49,20.3455
13.9814,-258.7015686035156,725000,145,3432.61,145,3380.3,19.816
13.1185,-265.1446533203125,730000,146,3438.7,146,3398.67,20.1032
13.1447,-262.12054443359375,735000,147,3401.49,147,3251.16,19.5631
14.395,-242.11842346191406,740000,148,3468.06,148,3421.35,20.2199
13.1314,-252.9458465576172,745000,149,3458.92,149,3230.32,19.797
12.7038,-239.10403442382812,750000,150,3443.36,150,3299.76,19.3191
13.1165,-201.934814453125,755000,151,3464.92,151,3280.54,19.4568
14.2257,-299.1418151855469,760000,152,3380.2,152,3353.72,21.0404
18.5204,-559.0697021484375,765000,153,3407.49,153,2405.33,21.1897
13.9805,-339.3270263671875,770000,154,3421.55,154,2939.35,19.7266
12.7564,-271.3379211425781,775000,155,3385.92,155,3215.69,19.2731
13.4879,-257.486328125,780000,156,3412.68,156,3401.66,19.7465
12.7721,-281.44134521484375,785000,157,3366.58,157,3376.51,19.7331
14.994,-522.6893920898438,790000,158,3417.26,158,2638.59,21.2229
14.4918,-373.4632873535156,795000,159,3392.18,159,2859.88,20.5083
12.5222,-322.6054382324219,800000,160,3322.33,160,3261.03,19.689
15.2535,-339.49322509765625,805000,161,3394.07,161,3203.63,19.6318
12.6761,-272.392822265625,810000,162,3397.54,162,3361.06,19.112
12.1039,-301.05865478515625,815000,163,3388.81,163,3226.53,18.9812
13.6681,-308.61419677734375,820000,164,3392.94,164,3315.14,19.7328
15.0061,-281.99737548828125,825000,165,3392.33,165,3232.04,19.9295
12.5293,-281.51513671875,830000,166,3387.08,166,3144.74,19.0439
13.1319,-284.3822326660156,835000,167,3370.24,167,3338.99,19.2578
13.2777,-283.76495361328125,840000,168,3395.24,168,3291.43,19.4921
16.2772,-424.1953430175781,845000,169,3402.18,169,2994.02,20.5415
12.9426,-289.9158630371094,850000,170,3428.15,170,3298.05,19.5617
13.0689,-269.5627136230469,855000,171,3408.28,171,3384.16,19.0607
12.5901,-319.6754455566406,860000,172,3384.94,172,3359.45,19.3796
11.7847,-267.2169189453125,865000,173,3426.27,173,3075.92,18.109
13.4425,-290.6504211425781,870000,174,3412.94,174,3348.18,19.506
12.9036,-289.7392578125,875000,175,3392.29,175,3336.63,18.9569
12.528,-332.0425720214844,880000,176,3396.16,176,3237.69,18.8324
13.2027,-283.10894775390625,885000,177,3409.17,177,3256.74,19.2434
13.1131,-320.7226867675781,890000,178,3432.54,178,3413.3,19.9477
12.6887,-317.6634216308594,895000,179,3389.21,179,3366.9,19.1034
13.2397,-335.4996337890625,900000,180,3392.62,180,3373.2,19.355
13.5365,-408.65557861328125,905000,181,3310.4,181,3006.09,20.7522
12.2343,-322.3973388671875,910000,182,3370.1,182,3363.86,18.9327
13.1763,-343.87176513671875,915000,183,3386.86,183,3371.54,19.7892
12.3102,-318.9908752441406,920000,184,3384.31,184,3353.77,18.7206
12.4781,-358.05487060546875,925000,185,3407.48,185,3236.29,19.3726
11.2958,-294.0546875,930000,186,3420.31,186,3368.81,17.4489
12.5734,-332.4369201660156,935000,187,3402.26,187,3384.18,19.2079
11.3447,-306.1427001953125,940000,188,3361.77,188,3337.32,17.402
13.0151,-297.9234313964844,945000,189,3435.83,189,3408.07,19.0884
13.2684,-425.4367980957031,950000,190,3360.28,190,3313.96,20.0373
13.8142,-330.9674377441406,955000,191,3444.39,191,3395.76,19.8651
11.7843,-314.798583984375,960000,192,3426.36,192,3393.63,18.0598
13.9495,-460.2454833984375,965000,193,3392.87,193,3210.69,21.0365
13.2319,-332.0322570800781,970000,194,3431.29,194,3403.6,19.059
12.0143,-364.30865478515625,975000,195,3396.3,195,3357.58,18.6537
12.1228,-360.45330810546875,980000,196,3417.68,196,3245.85,18.9756
11.8361,-407.8078918457031,985000,197,3362.71,197,3144.95,19.3861
10.4999,-356.4501953125,990000,198,3371.7,198,3329.99,17.3334
12.7826,-381.9419860839844,995000,199,3398.53,199,3354.82,18.9136
