Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return
156.7071,1904.2,180,-9052.5322265625,15.2971,180,900000,2243.74
156.8236,1893.68,181,-9046.7470703125,15.4159,181,905000,2233.5
156.7566,1933.85,182,-9120.9384765625,15.7312,182,910000,2275.19
156.5552,1934.96,183,-9174.8740234375,16.0224,183,915000,2284.42
156.7134,1925.8,184,-9150.2001953125,15.5043,184,920000,2274.85
156.761,1883.93,185,-9223.576171875,15.2332,185,925000,2231.81
156.6182,1934.45,186,-9245.470703125,15.4986,186,930000,2214.82
156.6844,1911.22,187,-9271.2548828125,15.8221,187,935000,2251.17
156.8916,1924.16,188,-9338.10546875,15.779,188,940000,2289.5
156.6994,1907.75,189,-9333.2998046875,15.4594,189,945000,2273.62
156.6426,1924.18,190,-9401.8212890625,15.2556,190,950000,2303.44
156.8404,1917.91,191,-9420.5517578125,15.4559,191,955000,2240.07
156.7539,1878.84,192,-9414.4296875,15.0702,192,960000,2212.34
156.7043,1893.79,193,-9456.0703125,15.2841,193,965000,2265.66
156.9125,1866.52,194,-9496.96875,15.3597,194,970000,2217.22
156.8425,1889.42,195,-9582.1171875,15.6065,195,975000,2252.49
156.7544,1916.3,196,-9569.3369140625,15.3534,196,980000,2271.87
156.6419,1903.2,197,-9629.05859375,15.5547,197,985000,2295.35
156.7238,1881.52,198,-9649.7109375,15.1948,198,990000,2193.22
156.7616,1907.7,199,-9697.0654296875,15.6591,199,995000,2265.5
156.7135,1876.64,200,-9713.49609375,15.3519,200,1000000,2186.8
156.8192,1845.78,201,-9740.197265625,15.1763,201,1005000,2184.43
156.7233,1860.47,202,-9789.203125,15.2776,202,1010000,2212.14
156.7819,1891.44,203,-9806.806640625,15.3641,203,1015000,2244.89
156.7643,1839.38,204,-9847.857421875,15.1352,204,1020000,2197.04
156.9814,1883.36,205,-9889.490234375,15.2233,205,1025000,2249.5
156.6703,1898.59,206,-9907.3603515625,15.2858,206,1030000,2248.24
156.7171,1915.85,207,-9928.25390625,15.3435,207,1035000,2266.87
156.7345,1916.43,208,-9991.322265625,15.3854,208,1040000,2262.56
156.812,1923.13,209,-10007.7001953125,15.3818,209,1045000,2282.72
156.7854,1917.13,210,-10023.4365234375,15.5415,210,1050000,2265.11
156.8288,1922.14,211,-10055.6337890625,15.4684,211,1055000,2277.97
156.6201,1902.5,212,-10065.09765625,15.5416,212,1060000,2256.78
156.902,1901.72,213,-10113.4541015625,15.585,213,1065000,2216.14
156.7913,1898.47,214,-10136.98046875,15.3978,214,1070000,2234.32
156.985,1906.85,215,-10163.892578125,15.4261,215,1075000,2212.73
156.6582,1903.97,216,-10211.3515625,15.4193,216,1080000,2258.85
156.6297,1905.38,217,-10253.076171875,15.4216,217,1085000,2242.02
156.7334,1937.18,218,-10258.916015625,15.5286,218,1090000,2291.42
156.6983,1915.18,219,-10317.1201171875,15.4345,219,1095000,2242.42
156.8711,1916.0,220,-10295.064453125,15.1259,220,1100000,2250.35
156.7461,1923.63,221,-10348.5400390625,15.3656,221,1105000,2285.64
156.713,1907.69,222,-10369.3037109375,15.288,222,1110000,2278.86
156.6989,1925.96,223,-10380.21875,15.3708,223,1115000,2285.91
156.712,1906.73,224,-10442.833984375,15.0813,224,1120000,2263.14
156.6806,1910.37,225,-10489.470703125,15.3113,225,1125000,2288.69
156.6497,1929.44,226,-10464.9462890625,15.4778,226,1130000,2275.56
156.6828,1952.36,227,-10517.20703125,15.5878,227,1135000,2300.36
156.7544,1913.51,228,-10552.154296875,15.3472,228,1140000,2282.54
156.7874,1904.63,229,-10543.4228515625,15.5284,229,1145000,2253.71
156.5274,1912.49,230,-10616.83984375,14.9574,230,1150000,2269.64
156.6828,1889.05,231,-10594.802734375,15.3774,231,1155000,2281.4
156.635,1909.97,232,-10634.19140625,15.4875,232,1160000,2270.29
156.6716,1924.36,233,-10640.9609375,15.4629,233,1165000,2288.76
156.614,1915.77,234,-10694.8994140625,15.3719,234,1170000,2287.0
156.7748,1912.87,235,-10697.3330078125,15.4621,235,1175000,2287.35
156.7128,1913.61,236,-10742.8994140625,15.3694,236,1180000,2302.25
156.6791,1927.25,237,-10779.44921875,15.4092,237,1185000,2319.5
156.6461,1929.96,238,-10807.2001953125,15.4063,238,1190000,2295.53
156.7564,1915.87,239,-10764.119140625,15.3242,239,1195000,2276.6
156.6621,1955.01,240,-10856.625,15.4896,240,1200000,2310.08
156.833,1917.71,241,-10828.611328125,15.5104,241,1205000,2287.87
156.8469,1907.58,242,-10873.0693359375,15.401,242,1210000,2292.81
156.6937,1886.05,243,-10885.658203125,15.3824,243,1215000,2267.33
156.6976,1915.91,244,-10880.96484375,15.5309,244,1220000,2289.37
156.7336,1899.18,245,-10918.984375,15.3488,245,1225000,2297.92
156.6786,1930.73,246,-10947.85546875,15.3666,246,1230000,2294.51
156.6567,1898.05,247,-10938.8388671875,15.3159,247,1235000,2245.19
156.5958,1913.42,248,-11049.046875,15.2514,248,1240000,2300.91
156.6859,1920.97,249,-11055.8994140625,15.5255,249,1245000,2267.73
156.6329,1891.83,250,-11033.0205078125,15.4169,250,1250000,2280.28
156.766,1909.11,251,-11068.876953125,15.4467,251,1255000,2262.85
156.5976,1923.97,252,-11140.814453125,15.3162,252,1260000,2306.02
156.7391,1934.64,253,-11120.3505859375,15.6265,253,1265000,2301.53
156.8327,1922.88,254,-11130.2509765625,15.4493,254,1270000,2300.77
156.6345,1930.18,255,-11212.0478515625,15.6561,255,1275000,2304.5
156.6534,1907.48,256,-11156.6376953125,15.3407,256,1280000,2264.0
156.7374,1935.25,257,-11253.1953125,15.5664,257,1285000,2307.98
156.6579,1940.0,258,-11280.359375,15.5195,258,1290000,2315.22
156.6179,1942.73,259,-11299.6630859375,15.6692,259,1295000,2308.41
156.8217,1930.18,260,-11313.3837890625,15.5805,260,1300000,2288.06
156.7689,1946.81,261,-11356.529296875,15.6141,261,1305000,2305.08
156.6338,1939.82,262,-11387.2587890625,15.4079,262,1310000,2306.75
157.0731,1228.08,263,-11585.8349609375,14.7523,263,1315000,1517.97
156.6854,1812.95,264,-11393.6259765625,15.3718,264,1320000,2235.61
156.9502,1946.97,265,-11400.3115234375,15.7918,265,1325000,2271.95
157.9254,307.0,266,-12104.9365234375,15.2163,266,1330000,301.73
158.2412,96.93,267,-12206.9072265625,20.7142,267,1335000,85.06
156.8691,1439.37,268,-12097.7265625,15.9728,268,1340000,1687.61
156.7436,1580.61,269,-11864.212890625,15.4904,269,1345000,1792.38
161.3503,-409.49,270,-9860.2685546875,30.548,270,1350000,-445.76
157.172,530.6,271,-10840.759765625,17.5533,271,1355000,-252.6
159.5612,-151.2,272,-10617.8681640625,18.474,272,1360000,-129.38
160.6293,-447.49,273,-9961.859375,37.3478,273,1365000,-576.15
159.8896,-120.7,274,-10027.59375,19.4775,274,1370000,-159.09
156.9656,903.13,275,-11119.572265625,16.9183,275,1375000,997.72
158.8808,247.91,276,-12774.087890625,17.5832,276,1380000,213.22
157.3706,247.17,277,-10863.3076171875,15.989,277,1385000,13.42
156.9155,1600.47,278,-11482.087890625,14.9586,278,1390000,1850.07
156.8131,1717.1,279,-11703.0146484375,15.2679,279,1395000,1895.61
156.7012,1588.89,280,-11738.1162109375,14.9962,280,1400000,1874.78
156.6563,939.26,281,-11509.9755859375,14.4785,281,1405000,1541.4
159.567,-1094.61,282,-11349.7724609375,18.4393,282,1410000,-1085.15
159.9304,-1352.32,283,-10557.12890625,16.1453,283,1415000,-1257.4
158.7992,-40.63,284,-10522.9755859375,15.1905,284,1420000,4.71
161.1456,-417.92,285,-9605.0791015625,57.5077,285,1425000,-419.52
156.9451,849.94,286,-11290.7197265625,12.4556,286,1430000,823.49
156.9871,1186.38,287,-11648.3203125,13.2974,287,1435000,996.69
157.0125,483.91,288,-11125.4052734375,12.4831,288,1440000,659.04
157.4744,111.08,289,-11322.2255859375,13.3128,289,1445000,126.74
157.2987,-202.43,290,-11271.6865234375,16.7236,290,1450000,-154.92
157.3807,35.04,291,-11269.126953125,16.0874,291,1455000,81.63
157.194,175.77,292,-11442.8037109375,14.2364,292,1460000,300.6
157.0911,422.41,293,-10697.396484375,15.2576,293,1465000,526.93
158.9517,-627.29,294,-10718.697265625,20.7467,294,1470000,-621.98
157.6741,-136.86,295,-11433.68359375,12.0444,295,1475000,-152.78
157.7688,-162.19,296,-12905.6533203125,15.7421,296,1480000,-171.2
157.043,254.55,297,-12849.9326171875,16.2479,297,1485000,116.27
157.7342,-478.76,298,-12798.12890625,19.1263,298,1490000,-491.98
157.9741,-400.4,299,-13727.287109375,14.8493,299,1495000,-437.42
157.1627,470.74,300,-13010.11328125,14.8244,300,1500000,405.16
156.9409,393.82,301,-12290.4873046875,12.7624,301,1505000,675.6
157.8651,-256.21,302,-12314.6630859375,39.45,302,1510000,-297.63
158.1688,-26.81,303,-12980.5107421875,17.155,303,1515000,-119.3
156.8361,931.4,304,-12523.931640625,15.9956,304,1520000,1181.57
158.2091,-131.58,305,-12015.8876953125,24.3279,305,1525000,-250.81
159.8012,-148.24,306,-10825.572265625,15.7551,306,1530000,-59.74
157.6793,177.36,307,-12416.1552734375,20.5421,307,1535000,202.7
158.0557,42.26,308,-12982.9482421875,15.0973,308,1540000,35.92
157.0343,629.18,309,-12524.7265625,17.0296,309,1545000,733.61
158.5401,-134.5,310,-12303.130859375,28.9691,310,1550000,-258.11
157.1738,698.32,311,-12644.89453125,15.7654,311,1555000,854.4
158.8712,-700.54,312,-10787.638671875,26.1106,312,1560000,-642.88
161.0548,-320.19,313,-10985.4375,22.0248,313,1565000,-301.5
159.0321,-146.83,314,-12514.390625,27.5431,314,1570000,-117.19
158.7951,-273.44,315,-11761.314453125,19.579,315,1575000,-257.44
158.4016,-123.81,316,-12754.5732421875,24.3941,316,1580000,-159.92
157.2799,868.76,317,-13223.294921875,16.6519,317,1585000,1031.87
157.1852,895.93,318,-13192.4794921875,16.1794,318,1590000,1004.55
157.1428,1134.74,319,-13059.853515625,14.6752,319,1595000,1376.5
158.3547,16.24,320,-12522.2939453125,15.9049,320,1600000,-58.22
158.293,47.45,321,-12381.7392578125,17.5121,321,1605000,-26.16
156.8094,664.4,322,-13108.37890625,13.829,322,1610000,696.66
157.0057,1467.77,323,-12749.5078125,15.3913,323,1615000,1845.47
157.2443,1265.49,324,-12540.4677734375,14.6423,324,1620000,1481.14
157.1748,666.06,325,-12824.2236328125,14.6477,325,1625000,692.21
157.9391,83.55,326,-13100.90625,15.0849,326,1630000,86.11
156.9894,1565.22,327,-12796.046875,15.5497,327,1635000,1910.94
156.8677,1586.53,328,-12752.232421875,14.8628,328,1640000,1984.84
156.7182,1459.13,329,-12604.6005859375,14.2093,329,1645000,1585.23
156.674,1368.58,330,-12592.1337890625,14.0812,330,1650000,1732.83
156.7929,1290.85,331,-12563.6064453125,14.266,331,1655000,1532.71
156.9557,1546.09,332,-12707.755859375,14.8634,332,1660000,2007.16
157.2742,669.79,333,-11294.5400390625,14.2135,333,1665000,531.95
156.7803,1603.72,334,-12746.1982421875,14.6956,334,1670000,1967.61
156.9107,1606.41,335,-12685.45703125,14.9019,335,1675000,1986.62
157.0305,1581.35,336,-12603.90234375,14.6814,336,1680000,1825.39
157.4628,444.63,337,-10321.9189453125,14.4326,337,1685000,494.63
157.672,928.99,338,-13211.265625,14.6755,338,1690000,1116.07
157.1372,1505.66,339,-12749.240234375,14.4231,339,1695000,1758.4
157.3192,1047.87,340,-13300.1328125,14.4171,340,1700000,1226.4
157.5011,18.5,341,-10838.0263671875,14.6028,341,1705000,-183.75
157.1476,1520.48,342,-12510.25,16.8101,342,1710000,814.79
158.0435,-177.53,343,-9638.107421875,18.46,343,1715000,-153.45
157.0443,385.33,344,-12502.24609375,13.4231,344,1720000,-103.83
156.8192,1248.69,345,-12621.6025390625,14.2314,345,1725000,1169.32
156.8576,1107.09,346,-12684.6259765625,15.633,346,1730000,305.71
157.1407,1491.47,347,-12997.6162109375,14.6927,347,1735000,1745.33
157.0706,1090.51,348,-13248.6279296875,13.8263,348,1740000,1071.6
156.9722,1090.6,349,-13451.5322265625,14.2182,349,1745000,1304.72
157.3331,234.51,350,-10056.7451171875,22.8745,350,1750000,162.66
156.9689,721.62,351,-12588.6728515625,13.5303,351,1755000,-146.73
157.3152,360.65,352,-13688.65234375,14.0729,352,1760000,-62.38
157.7784,535.56,353,-14554.1513671875,16.9069,353,1765000,528.26
157.0978,1759.88,354,-13068.810546875,16.5812,354,1770000,2112.55
157.059,1467.75,355,-12008.9248046875,14.3879,355,1775000,1730.13
157.0927,1343.41,356,-13360.8359375,15.0476,356,1780000,1596.21
157.5217,352.63,357,-14468.578125,15.776,357,1785000,421.82
157.0704,971.25,358,-13195.326171875,14.8086,358,1790000,1225.84
156.8489,1767.14,359,-13127.4326171875,15.6073,359,1795000,2128.24
156.9836,857.59,360,-13907.541015625,14.1651,360,1800000,888.68
157.0122,842.45,361,-14164.2783203125,14.9686,361,1805000,865.77
157.1683,816.9,362,-14105.640625,15.6261,362,1810000,1071.75
157.064,615.59,363,-14156.8525390625,15.0533,363,1815000,713.24
157.0159,1112.29,364,-14099.6630859375,15.517,364,1820000,1424.75
156.8493,683.01,365,-13566.30859375,13.7403,365,1825000,773.23
156.6159,746.45,366,-13545.9189453125,13.6823,366,1830000,843.32
157.133,172.01,367,-12173.830078125,11.8611,367,1835000,-54.57
157.2705,700.8,368,-14255.599609375,14.5533,368,1840000,819.35
156.8961,1786.06,369,-13290.5478515625,16.2228,369,1845000,2015.72
156.704,1762.94,370,-13317.95703125,16.0193,370,1850000,2108.98
157.3731,764.15,371,-13777.6044921875,15.0094,371,1855000,924.23
156.7459,1755.87,372,-13363.1279296875,15.4609,372,1860000,2109.43
156.7136,1782.72,373,-13398.8037109375,15.4906,373,1865000,2081.45
156.7661,1818.41,374,-13344.7783203125,15.5217,374,1870000,2136.43
156.5879,1503.28,375,-13452.9326171875,14.8841,375,1875000,1582.67
156.9421,1025.78,376,-13579.978515625,13.9545,376,1880000,991.93
156.8628,1812.46,377,-13457.201171875,15.5591,377,1885000,2158.73
156.8038,1786.6,378,-13529.119140625,15.4761,378,1890000,2154.03
156.6507,1807.13,379,-13524.1318359375,15.205,379,1895000,1989.64
156.7531,1769.41,380,-13599.2490234375,14.9936,380,1900000,1938.95
156.8103,1757.78,381,-13554.4853515625,15.1238,381,1905000,2094.99
156.6564,1765.56,382,-13623.3154296875,14.9317,382,1910000,2117.0
156.7003,1683.69,383,-13601.4404296875,14.6315,383,1915000,2092.23
156.7506,1629.66,384,-13592.7412109375,14.5027,384,1920000,1993.95
156.72,1718.99,385,-13665.9931640625,14.7055,385,1925000,2058.87
156.8855,1648.18,386,-13581.1552734375,14.9309,386,1930000,1847.31
157.2642,550.07,387,-13955.2998046875,13.5421,387,1935000,558.43
157.4009,625.35,388,-14112.5546875,14.8531,388,1940000,526.58
