Real Det Return,Itration,Real Sto Return,Running Forward KL,Running Reverse KL
5603.26,134,5479.74,89.8691,80.4635
5692.06,135,4709.05,90.9247,84.7397
5570.04,136,4581.46,79.6765,85.0921
5639.16,137,5478.47,88.9341,90.1993
5795.23,138,5038.44,85.6529,83.0559
5671.44,139,5219.12,93.5067,89.1818
5543.6,140,4843.55,94.9213,92.8272
5232.36,141,5175.03,91.4397,89.0414
5664.37,142,5366.83,93.3186,89.1604
5676.91,143,4679.23,88.1374,83.5592
5860.18,144,4423.97,91.9796,86.836
5831.69,145,5123.24,90.4942,86.5961
5909.09,146,5284.05,92.2177,90.8089
5240.33,147,5223.68,75.6366,71.3153
5463.7,148,4373.57,91.138,87.5925
5532.75,149,5152.69,93.8128,95.7408
5498.08,150,5195.1,89.1932,83.55
5823.21,151,4907.66,84.9845,89.5155
5620.16,152,5434.27,91.2429,89.6004
5624.04,153,4897.36,88.0875,85.3178
5544.76,154,4845.84,90.5008,91.6793
5444.24,155,4634.65,82.9816,84.2228
5811.43,156,5061.45,92.6938,89.7627
5833.94,157,5190.59,90.3094,81.6618
5879.75,158,5179.57,90.3021,87.593
5506.19,159,5131.34,92.1549,93.4813
5901.84,160,4793.29,79.9841,79.4818
5345.59,161,4816.23,86.0821,80.905
5632.74,162,5109.6,94.2024,91.2017
5778.02,163,5016.89,92.5046,92.3779
5793.08,164,5143.13,91.2145,85.2729
5635.37,165,4730.2,94.2483,95.4932
5441.07,166,5417.26,93.3208,91.6365
5743.69,167,5004.14,93.6574,88.8324
5911.32,168,5641.06,93.3033,91.426
5855.56,169,5290.27,96.7446,100.428
5485.9,170,5191.75,85.0673,84.9885
5530.29,171,4975.2,91.4667,86.7844
5512.04,172,5451.66,94.1201,93.4868
5675.28,173,4919.64,79.4172,82.5559
5629.26,174,5396.12,91.3401,81.5623
5668.86,175,5357.46,93.1798,90.118
5832.85,176,4586.19,81.0464,83.3777
5861.19,177,4960.7,92.0164,92.6336
5732.98,178,4912.92,90.726,90.3228
5571.51,179,5561.26,89.2602,83.1605
5369.05,180,5260.54,92.3276,94.8114
5724.28,181,4838.03,79.6786,84.6273
5634.65,182,5234.4,91.9874,92.9149
5991.38,183,5234.95,77.7439,77.9532
5521.26,184,5232.71,91.0718,88.9026
6035.09,185,5505.64,90.8054,89.741
5509.83,186,5449.59,89.131,86.1933
5925.99,187,5561.34,92.3177,92.9839
5933.1,188,5540.54,92.7771,99.7059
5779.6,189,5517.42,84.7638,85.3591
5888.1,190,5529.67,94.5353,94.3662
5999.87,191,5292.5,92.65,93.6181
5909.31,192,5573.95,92.9969,93.797
5875.64,193,5495.0,93.882,94.545
6012.36,194,5589.86,88.7509,84.3452
5907.89,195,5509.75,93.2262,100.1582
5860.14,196,5583.13,93.6192,95.9658
5866.57,197,5236.58,90.9468,92.5648
5929.32,198,5183.18,94.3424,102.3303
5772.43,199,5325.31,81.2204,92.4579
5827.15,200,4912.96,92.2732,95.9497
5886.31,201,5609.89,91.5669,93.8436
5939.49,202,5650.2,79.613,88.8659
5435.58,203,5405.71,93.7969,98.7267
5861.81,204,5549.04,79.2385,85.147
5959.85,205,5664.44,94.4673,97.188
6013.54,206,5655.05,91.963,96.1139
5589.98,207,5288.49,93.5559,97.7744
5943.95,208,5648.21,92.2804,95.4057
6020.46,209,5450.68,79.4151,84.9163
5734.47,210,5280.87,90.681,96.4746
5874.25,211,5244.8,91.7602,97.4802
5849.7,212,5427.33,93.2646,100.3947
5992.45,213,5190.21,91.4246,96.4009
5935.82,214,5623.56,92.7727,100.6132
5616.36,215,5705.93,93.6821,96.4877
5934.6,216,5593.55,92.7425,98.4619
5736.44,217,5235.24,95.0512,102.3176
5984.69,218,5584.95,92.3641,104.0595
5998.99,219,5711.15,93.0638,99.693
6006.86,220,5488.7,94.0615,98.3995
6028.9,221,5264.86,94.452,99.1219
5928.58,222,5446.06,83.8993,94.9965
5978.93,223,5700.04,92.0402,97.2884
5756.81,224,5273.39,93.1671,100.0903
5856.44,225,5533.23,91.2333,98.8242
5887.14,226,5403.12,91.5879,93.8096
5871.0,227,5340.83,92.0548,99.0479
5876.27,228,5499.94,92.2424,99.0928
5971.33,229,5190.88,91.4388,96.378
5924.72,230,5331.69,91.7582,96.2262
5999.85,231,4914.66,92.7643,98.9802
5958.69,232,5579.04,86.4596,95.563
5942.38,233,5351.16,90.0046,95.9596
5960.96,234,5647.52,91.0648,97.4268
5920.98,235,5633.21,92.8027,98.7272
5945.9,236,5498.8,91.2896,97.9126
6000.32,237,5685.21,90.3181,96.1729
5962.45,238,5640.15,91.266,96.5041
6018.75,239,5495.7,91.8295,99.6691
5596.56,240,5051.67,90.0113,92.5364
5712.82,241,5353.07,91.4615,94.2544
5992.09,242,5345.2,77.7347,86.949
5861.37,243,5245.34,90.7335,92.0984
5998.39,244,5687.94,90.0138,98.2639
5934.92,245,5590.77,92.7496,99.7897
5898.57,246,5037.56,90.1617,95.6517
5998.46,247,4899.15,89.5919,94.2721
6083.02,248,5442.5,80.2398,87.0924
6032.27,249,5420.09,92.4928,100.6674
5956.97,250,5167.93,89.4966,93.2989
5792.91,251,5720.3,91.7443,98.7581
5931.93,252,5711.07,85.962,95.8784
5749.62,253,5686.26,90.9085,94.6225
5982.44,254,5097.68,86.1733,94.2062
5924.35,255,5535.9,91.1231,94.6772
5790.55,256,5219.13,89.2657,95.8438
5849.36,257,5661.92,90.4043,96.4365
5975.25,258,4636.55,79.4867,88.7289
5666.67,259,4773.53,77.6238,83.1792
6063.38,260,5551.01,90.8204,94.1367
5394.57,261,5028.99,90.9466,92.5299
5687.75,262,4541.15,87.66,94.0407
5795.42,263,4807.22,78.7853,87.0854
5441.25,264,4588.28,90.5772,96.9673
5946.98,265,4411.65,90.8564,94.2763
5998.69,266,5186.39,91.9964,101.4033
5615.02,267,5376.8,90.7277,96.3496
5795.7,268,5463.11,78.1674,85.908
5818.07,269,5050.12,77.4465,84.4518
5903.72,270,5268.88,90.7856,95.5448
5933.78,271,5430.48,80.1888,90.0671
5785.36,272,5686.96,90.2942,98.0129
5699.87,273,5555.94,83.0114,91.0861
5999.34,274,5738.13,91.1791,97.7048
6084.83,275,5095.45,91.5547,98.8469
5988.27,276,5425.73,92.448,102.2028
5794.06,277,5562.32,90.447,95.1151
6184.3,278,5805.51,90.1629,93.5559
5890.8,279,5711.88,91.0998,94.0537
5210.35,280,5725.1,88.4623,91.0312
6080.24,281,5657.4,90.9585,97.2552
6125.44,282,5725.9,92.4786,97.8967
6120.77,283,5693.65,90.477,95.2803
6108.31,284,5767.36,77.8548,82.133
5886.53,285,5422.66,91.519,97.1478
5993.2,286,5178.48,90.6792,93.1568
6074.11,287,5230.51,89.6256,94.3664
5917.58,288,5136.21,82.4523,88.1542
5811.24,289,5416.39,81.1636,81.8017
5619.42,290,5145.52,91.3558,96.689
6091.9,291,5254.23,79.9075,84.0251
5366.93,292,5224.58,91.0165,97.9606
5786.87,293,5334.48,91.5445,92.2729
6067.98,294,5843.75,79.7695,85.8538
6112.39,295,5654.32,80.3664,88.014
6041.9,296,5490.56,90.8286,92.6918
5951.34,297,5539.72,92.8096,99.3123
5790.33,298,5241.9,90.89,97.077
6143.71,299,5493.29,91.8953,95.8657
5774.95,300,5494.24,91.4508,98.3956
5949.92,301,5209.02,79.4967,79.0878
4867.61,302,5214.11,88.5472,92.5071
5122.44,303,5160.02,91.8983,96.1901
6067.16,304,5308.54,90.1405,95.143
5946.34,305,5490.65,91.6525,95.5508
5576.24,306,4530.22,79.3499,83.6715
6149.71,307,5473.98,91.5384,98.9586
5810.56,308,4902.27,91.7563,94.3176
5731.37,309,4981.28,91.059,97.9245
5941.72,310,5016.62,91.8552,96.885
6102.71,311,5425.68,91.8303,97.0794
5587.57,312,5488.26,81.1835,90.9681
6043.82,313,5238.49,89.6474,95.3348
5895.92,314,5336.75,89.4546,96.9244
5765.67,315,4903.78,89.8552,95.6652
5823.73,316,5786.07,91.6001,98.7238
5820.34,317,4622.6,81.3021,90.0742
5993.55,318,5387.42,78.8588,84.9898
6141.78,319,5632.94,79.5214,88.2965
5749.89,320,5244.11,81.2733,90.2818
5452.05,321,4878.45,91.9431,96.6651
5686.2,322,5161.01,88.4641,96.8758
5932.43,323,5533.8,92.574,101.1329
5857.34,324,5005.98,93.8254,97.5737
6070.13,325,5563.61,91.7301,100.7772
5454.52,326,4582.31,91.9467,97.69
6067.34,327,5397.24,91.4046,99.2666
6077.1,328,5022.19,90.0605,95.7398
6068.9,329,5256.4,92.6144,96.0915
5777.65,330,5104.4,88.5346,92.6872
5908.84,331,5354.47,90.6921,94.1692
5473.86,332,4659.21,90.0225,94.9656
5800.1,333,4569.58,89.5268,94.4843
4944.67,334,5166.66,82.3089,85.4926
5780.42,335,4303.16,91.3608,94.6793
5730.15,336,4632.87,87.622,89.8096
5621.99,337,5403.31,91.8074,90.7713
5864.34,338,5232.57,91.2748,96.1691
5439.55,339,5206.51,91.3796,100.4964
5878.17,340,5725.26,90.9824,96.0097
6002.47,341,5276.35,80.1233,83.8077
5820.98,342,5281.57,88.2092,91.7566
5875.49,343,5201.37,82.1377,86.253
6057.05,344,5150.75,89.0103,90.1384
5974.29,345,5382.25,88.377,93.5422
5929.9,346,5335.28,88.7826,94.0304
6072.93,347,4690.32,88.9823,95.2613
5774.99,348,5178.33,88.3741,93.388
5820.21,349,5008.69,81.7008,84.576
5992.7,350,5571.54,88.7051,93.1702
5379.27,351,5192.41,89.2103,97.2396
5334.45,352,5436.73,86.8765,90.974
5809.19,353,5501.55,88.7752,92.9097
5650.86,354,5274.76,89.6044,91.0322
5830.47,355,5264.24,88.4622,97.593
6074.31,356,4352.33,90.1598,91.8805
5922.09,357,5120.64,89.7425,97.137
5997.17,358,5406.68,90.5052,100.8981
6107.66,359,5476.59,87.808,94.083
5710.36,360,5714.99,91.3882,96.8634
5895.85,361,5342.55,88.501,92.5484
5288.21,362,5544.53,88.4097,90.1173
5938.33,363,5523.97,88.4011,92.7895
6106.08,364,5084.28,85.0892,92.9262
5996.99,365,5416.69,86.1845,90.7177
5883.2,366,5437.94,89.6769,97.0551
5836.33,367,5338.02,89.2249,95.1876
5732.98,368,4963.1,89.4446,95.5287
5889.25,369,5326.61,90.6975,99.4616
5945.11,370,5603.74,83.6973,85.7413
6039.21,371,5472.02,92.1699,100.5823
5195.26,372,5134.3,84.9075,89.9891
6107.67,373,4771.12,92.5292,102.4427
6030.65,374,5435.9,90.3842,100.7626
5797.35,375,5115.1,90.6517,95.8605
5757.01,376,5479.91,92.0407,100.3023
5835.87,377,5715.3,88.8867,100.5787
6026.84,378,5245.08,91.613,101.813
5483.96,379,4972.92,90.993,99.4285
5670.02,380,5186.46,90.2415,91.6073
