Reward Loss,Running Env Steps,Real Det Return,Running Forward KL,Running Reverse KL,Real Sto Return,Running Update Time,Itration
-3971.020751953125,535000,2185.92,156.471,14.818,1836.1,107,107
-4053.0400390625,540000,2217.26,156.7033,15.1203,1824.84,108,108
-4096.3076171875,545000,2191.5,156.575,15.0385,1824.09,109,109
-4099.85693359375,550000,2216.69,156.6015,15.1101,1843.29,110,110
-4163.44921875,555000,2274.46,156.6244,15.0849,1884.14,111,111
-4251.509765625,560000,2224.47,156.7145,15.092,1838.1,112,112
-4272.3662109375,565000,2231.51,156.5459,15.0127,1876.42,113,113
-4327.37060546875,570000,2250.71,156.7013,15.0881,1858.54,114,114
-4379.04248046875,575000,2226.23,156.6126,15.1775,1850.83,115,115
-4453.39111328125,580000,2268.87,156.4923,15.1679,1891.3,116,116
-4487.87451171875,585000,2227.77,156.8269,15.1019,1854.41,117,117
-4511.982421875,590000,2268.55,156.6077,15.0291,1858.19,118,118
-4597.486328125,595000,2204.49,156.7061,15.0479,1839.98,119,119
-4642.26025390625,600000,2217.29,156.564,15.0394,1841.0,120,120
-4665.18701171875,605000,2229.3,156.6233,15.0419,1867.72,121,121
-4761.25537109375,610000,2236.43,156.6273,14.9252,1896.72,122,122
-4753.4130859375,615000,2238.66,156.5496,14.91,1872.65,123,123
-4830.80419921875,620000,2215.39,156.5103,14.8892,1826.6,124,124
-4862.49560546875,625000,2247.98,156.6321,14.8702,1873.02,125,125
-4936.32373046875,630000,2245.8,156.5262,15.0698,1877.16,126,126
-4977.13818359375,635000,2243.31,156.6864,14.956,1855.67,127,127
-5056.58349609375,640000,2216.06,156.6247,15.015,1841.22,128,128
-5103.20556640625,645000,2291.61,156.709,15.3023,1899.91,129,129
-5160.3359375,650000,2243.9,156.5744,14.8591,1860.92,130,130
-5189.009765625,655000,2279.01,156.6226,15.1692,1909.53,131,131
-5291.87939453125,660000,2260.7,156.7067,15.0912,1895.52,132,132
-5312.43115234375,665000,2245.8,156.4977,14.8102,1859.78,133,133
-5406.1923828125,670000,2234.69,156.7359,15.0165,1870.24,134,134
-5423.51708984375,675000,2263.77,156.7062,14.9404,1867.64,135,135
-5499.7412109375,680000,2186.87,156.6106,14.9324,1858.98,136,136
-5532.2666015625,685000,2263.09,156.5733,14.9338,1870.84,137,137
-5608.49560546875,690000,2244.15,156.653,14.7535,1850.16,138,138
-5664.5703125,695000,2253.41,156.5144,15.0813,1877.0,139,139
-5704.59765625,700000,2256.48,156.6579,15.1142,1900.04,140,140
-5757.9560546875,705000,2278.87,156.6076,15.0327,1873.18,141,141
-5837.63623046875,710000,2239.93,156.6058,15.082,1907.35,142,142
-5864.80029296875,715000,2257.52,156.6908,14.8072,1870.23,143,143
-5913.31640625,720000,2252.48,156.6882,14.9913,1861.86,144,144
-5940.83203125,725000,2249.91,156.6785,14.8249,1856.65,145,145
-5986.56298828125,730000,2270.81,156.6251,14.9347,1869.42,146,146
-6031.9013671875,735000,2268.94,156.4769,14.9128,1888.72,147,147
-6095.177734375,740000,2296.78,156.616,15.0423,1910.68,148,148
-6192.376953125,745000,2255.85,156.5749,15.1025,1886.64,149,149
-6210.470703125,750000,2246.57,156.6221,14.8899,1877.04,150,150
-6220.43115234375,755000,2244.65,156.6964,14.8778,1875.12,151,151
-6246.638671875,760000,2269.82,156.535,14.8971,1890.4,152,152
-6307.35791015625,765000,2266.51,156.4853,14.7306,1888.94,153,153
-6398.98193359375,770000,2247.41,156.7047,15.039,1872.67,154,154
-6399.95458984375,775000,2252.95,156.5239,14.8383,1887.01,155,155
-6430.9931640625,780000,2281.09,156.6477,15.1809,1903.08,156,156
-6481.44970703125,785000,2248.95,156.5363,14.8277,1845.67,157,157
-6520.03271484375,790000,2293.14,156.5909,14.9641,1911.16,158,158
-6567.44921875,795000,2267.93,156.6519,14.9764,1917.11,159,159
-6617.38671875,800000,2292.28,156.4576,15.1841,1928.19,160,160
-6683.919921875,805000,2288.14,156.6569,15.0037,1904.09,161,161
-6692.939453125,810000,2258.24,156.6764,14.9739,1904.46,162,162
-6755.92138671875,815000,2230.49,156.529,14.844,1892.35,163,163
-6782.8017578125,820000,2291.5,156.6174,14.9549,1917.93,164,164
-6863.6328125,825000,2312.55,156.4582,14.9917,1919.55,165,165
-6904.47900390625,830000,2274.57,156.4618,14.9094,1890.45,166,166
-6944.2900390625,835000,2270.87,156.5017,14.8879,1888.24,167,167
-6994.62109375,840000,2286.25,156.6977,15.1981,1918.44,168,168
-7040.80126953125,845000,2278.28,156.4872,14.9792,1898.61,169,169
-7065.65869140625,850000,2288.57,156.4903,14.8695,1916.36,170,170
-7119.46875,855000,2256.54,156.5075,14.8279,1900.35,171,171
-7183.23828125,860000,2279.03,156.6709,14.8506,1908.74,172,172
-7187.39453125,865000,2277.16,156.5004,14.7475,1897.44,173,173
-7196.3896484375,870000,2277.08,156.4536,15.0111,1922.54,174,174
-7268.96484375,875000,2251.23,156.513,14.748,1909.86,175,175
-7341.537109375,880000,2239.3,156.5004,14.6916,1908.4,176,176
-7352.943359375,885000,2244.12,156.5279,14.4591,1884.09,177,177
-7414.3681640625,890000,2265.2,156.4336,14.7154,1903.09,178,178
-7468.89111328125,895000,2280.92,156.3785,14.8708,1915.99,179,179
-7518.0458984375,900000,2260.04,156.5323,14.8213,1891.18,180,180
-7557.986328125,905000,2284.99,156.4236,14.7327,1872.63,181,181
-7596.69873046875,910000,2221.59,156.6041,14.8015,1895.53,182,182
-7630.27294921875,915000,2268.31,156.5963,14.7647,1887.55,183,183
-7668.7041015625,920000,2284.41,156.5699,14.751,1907.21,184,184
-7682.54736328125,925000,2279.21,156.4211,14.8263,1928.4,185,185
-7739.1533203125,930000,2294.77,156.5859,14.8449,1916.59,186,186
-7760.13232421875,935000,2297.55,156.4475,14.8964,1929.26,187,187
-7799.61572265625,940000,2284.01,156.5584,14.7835,1912.81,188,188
-7771.39208984375,945000,2295.81,156.466,14.9161,1935.44,189,189
-7840.525390625,950000,2297.1,156.5157,15.0597,1920.79,190,190
-7857.13720703125,955000,2286.71,156.3253,14.6493,1918.65,191,191
-7879.6748046875,960000,2312.01,156.5869,14.8368,1935.29,192,192
-7950.55126953125,965000,2316.43,156.5156,14.945,1920.18,193,193
-7962.6123046875,970000,2272.54,156.611,14.9284,1912.75,194,194
-7967.43701171875,975000,2256.05,156.5826,14.7342,1901.58,195,195
-8018.4697265625,980000,2272.87,156.7212,15.072,1943.28,196,196
-8004.3896484375,985000,2263.85,156.4443,14.78,1908.03,197,197
-8073.45947265625,990000,2291.23,156.6204,14.7724,1915.06,198,198
-8079.84375,995000,2245.72,156.4629,14.872,1912.51,199,199
-8078.47705078125,1000000,2283.04,156.604,14.8429,1892.96,200,200
-8086.17578125,1005000,2281.41,156.4524,14.6179,1914.03,201,201
-8133.45166015625,1010000,2282.59,156.4919,14.7165,1910.37,202,202
-8153.74658203125,1015000,2272.21,156.5579,14.6698,1897.67,203,203
-8206.220703125,1020000,2268.38,156.5494,14.6244,1899.87,204,204
-8206.7919921875,1025000,2274.82,156.4645,14.6592,1906.25,205,205
-8225.2392578125,1030000,2275.03,156.3913,14.7074,1918.3,206,206
-8254.2841796875,1035000,2277.69,156.4675,14.6381,1909.22,207,207
-8308.34375,1040000,2270.49,156.5854,14.7146,1905.12,208,208
-8324.607421875,1045000,2283.14,156.5437,14.6155,1906.38,209,209
-8364.5908203125,1050000,2273.88,156.4854,14.61,1901.88,210,210
-8401.8349609375,1055000,2267.35,156.4129,14.7505,1908.13,211,211
-8408.5712890625,1060000,2266.85,156.394,14.5352,1906.02,212,212
-8427.92578125,1065000,2280.85,156.4645,14.483,1884.14,213,213
-8470.1962890625,1070000,2281.23,156.5333,14.6902,1902.64,214,214
-8478.6435546875,1075000,2280.6,156.3333,14.8755,1924.99,215,215
-8532.7626953125,1080000,2278.69,156.4537,14.7868,1901.12,216,216
-8575.994140625,1085000,2271.2,156.4833,14.7162,1900.01,217,217
-8572.560546875,1090000,2273.79,156.4313,14.7789,1927.12,218,218
-8610.3779296875,1095000,2266.17,156.546,14.722,1891.39,219,219
-8606.5126953125,1100000,2278.4,156.4767,14.7479,1916.61,220,220
-8665.947265625,1105000,2282.07,156.3989,14.6842,1930.78,221,221
-8688.7685546875,1110000,2283.09,156.4806,14.6802,1915.18,222,222
-8717.587890625,1115000,2289.59,156.4446,14.7019,1935.01,223,223
-8750.0078125,1120000,2266.76,156.6104,14.6359,1905.49,224,224
-8784.052734375,1125000,2261.99,156.4517,14.7556,1923.65,225,225
-8801.8818359375,1130000,2268.22,156.6474,14.7681,1900.41,226,226
-8821.6494140625,1135000,2269.97,156.394,14.6463,1918.52,227,227
-8848.3173828125,1140000,2287.86,156.4152,14.755,1916.79,228,228
-8899.6240234375,1145000,2291.53,156.4778,14.7436,1948.29,229,229
-8902.5185546875,1150000,2293.56,156.426,14.7689,1914.78,230,230
-8931.453125,1155000,2284.03,156.5031,14.6475,1918.0,231,231
-9003.12890625,1160000,2270.83,156.412,14.5731,1917.63,232,232
-8992.6103515625,1165000,2281.0,156.4442,14.6279,1900.97,233,233
-9014.46484375,1170000,2259.84,156.3967,14.5574,1895.6,234,234
-9059.583984375,1175000,2283.3,156.5083,14.7001,1905.6,235,235
-9075.107421875,1180000,2297.0,156.5457,14.7031,1905.41,236,236
-9108.5732421875,1185000,2279.18,156.5404,14.5096,1931.53,237,237
-9122.5712890625,1190000,2272.7,156.5225,14.5387,1934.77,238,238
-9153.0498046875,1195000,2293.47,156.5684,14.6857,1922.5,239,239
-9172.28515625,1200000,2293.36,156.403,14.6301,1921.76,240,240
-9225.673828125,1205000,2279.4,156.439,14.5679,1920.62,241,241
-9242.357421875,1210000,2268.52,156.4998,14.5272,1911.13,242,242
-9265.8896484375,1215000,2268.41,156.3396,14.721,1916.19,243,243
-9291.60546875,1220000,2288.88,156.3234,14.5602,1932.76,244,244
-9345.5302734375,1225000,2298.4,156.5235,14.7232,1928.24,245,245
-9328.568359375,1230000,2286.73,156.4706,14.7366,1929.56,246,246
-9344.8134765625,1235000,2294.62,156.3946,14.5919,1939.5,247,247
-9418.267578125,1240000,2277.38,156.4263,14.6318,1910.58,248,248
-9431.552734375,1245000,2289.37,156.3818,14.6632,1937.41,249,249
-9442.7255859375,1250000,2283.18,156.3987,14.5154,1934.71,250,250
-9466.2978515625,1255000,2310.71,156.5776,14.6969,1930.87,251,251
-9483.1416015625,1260000,2293.03,156.529,14.8929,1935.46,252,252
-9497.6455078125,1265000,2283.16,156.7015,14.6139,1928.4,253,253
-9520.4716796875,1270000,2291.23,156.4015,14.5694,1931.01,254,254
-9537.1357421875,1275000,2299.07,156.5448,14.6629,1936.88,255,255
-9559.8935546875,1280000,2310.99,156.5496,14.6208,1918.72,256,256
-9599.8515625,1285000,2320.27,156.525,14.7518,1936.15,257,257
-9647.607421875,1290000,2301.54,156.4263,14.7273,1933.79,258,258
-9657.6396484375,1295000,2294.08,156.441,14.7515,1927.56,259,259
-9687.5791015625,1300000,2308.3,156.4426,14.6543,1946.89,260,260
-9715.8232421875,1305000,2309.29,156.5645,14.7633,1905.61,261,261
-9728.443359375,1310000,2291.26,156.4714,14.4754,1910.32,262,262
-9760.4423828125,1315000,2296.91,156.5077,14.7824,1937.38,263,263
-9742.623046875,1320000,2336.92,156.4949,14.6262,1939.59,264,264
-9780.119140625,1325000,2303.13,156.365,14.6203,1924.04,265,265
-9801.873046875,1330000,2313.17,156.4393,14.673,1937.04,266,266
-9800.638671875,1335000,2312.3,156.4131,14.6055,1921.35,267,267
-9824.74609375,1340000,2307.64,156.522,14.6656,1911.26,268,268
-9836.978515625,1345000,2324.03,156.4699,14.6999,1937.18,269,269
-9866.4453125,1350000,2298.14,156.5768,14.6288,1920.23,270,270
-9933.8466796875,1355000,2303.77,156.5188,14.6372,1926.83,271,271
-9910.837890625,1360000,2317.5,156.4986,14.6403,1928.47,272,272
-9931.162109375,1365000,2308.73,156.3531,14.6991,1930.26,273,273
-9983.388671875,1370000,2312.21,156.4636,14.6877,1925.14,274,274
-9988.7490234375,1375000,2317.26,156.5549,14.7098,1911.48,275,275
-10021.255859375,1380000,2334.15,156.4917,14.5218,1911.92,276,276
-10033.4423828125,1385000,2307.99,156.5222,14.7932,1940.32,277,277
-10042.078125,1390000,2324.91,156.3967,14.6722,1920.69,278,278
-10080.44921875,1395000,2337.27,156.6134,14.7139,1927.16,279,279
-10103.8193359375,1400000,2327.41,156.3876,14.6954,1943.55,280,280
-10133.8583984375,1405000,2331.69,156.534,14.6183,1936.42,281,281
-10166.5,1410000,2308.82,156.485,14.6966,1940.2,282,282
-10141.9248046875,1415000,2314.04,156.5299,14.6459,1927.32,283,283
-10209.7626953125,1420000,2313.99,156.5435,14.747,1922.65,284,284
-10202.8125,1425000,2320.12,156.4302,14.6662,1940.19,285,285
-10230.8974609375,1430000,2288.64,156.5044,14.6613,1919.24,286,286
-10258.046875,1435000,2310.48,156.5346,14.7411,1927.94,287,287
-10256.701171875,1440000,2312.28,156.4274,14.7257,1939.3,288,288
-10289.4384765625,1445000,2332.73,156.627,14.8503,1952.79,289,289
-10293.8544921875,1450000,2329.19,156.5472,14.7432,1946.93,290,290
-10323.6181640625,1455000,2319.94,156.7058,14.7343,1930.38,291,291
-10333.453125,1460000,2310.34,156.4546,14.7308,1935.39,292,292
-10373.365234375,1465000,2322.6,156.5202,14.841,1948.25,293,293
-10372.3388671875,1470000,2304.99,156.5611,14.8938,1928.02,294,294
-10441.5380859375,1475000,2329.36,156.5792,14.9049,1944.6,295,295
-10375.75,1480000,2314.18,156.6107,14.8776,1937.96,296,296
-10479.2216796875,1485000,2244.8,156.6196,14.5977,1884.66,297,297
-10409.396484375,1490000,2323.5,156.6322,14.7359,1935.17,298,298
-10488.1689453125,1495000,2316.8,156.5303,14.8435,1944.73,299,299
-10428.8486328125,1500000,2308.64,156.6054,14.6597,1947.18,300,300
-10514.1865234375,1505000,2343.85,156.6541,15.0041,1965.09,301,301
-10522.025390625,1510000,2315.46,156.5124,15.0724,1957.34,302,302
-10570.8759765625,1515000,2312.7,156.3916,14.986,1964.83,303,303
-10525.216796875,1520000,2307.42,156.7331,14.8277,1969.53,304,304
-10555.455078125,1525000,2324.27,156.6929,14.9541,1955.08,305,305
-10580.4609375,1530000,2329.86,156.5071,14.91,1968.69,306,306
-10588.7841796875,1535000,2332.37,156.6647,14.967,1972.76,307,307
-10611.345703125,1540000,2323.32,156.3602,14.9813,1966.22,308,308
-10612.20703125,1545000,2343.49,156.4697,14.8322,1959.29,309,309
-10655.4384765625,1550000,2324.27,156.685,15.0798,1960.04,310,310
-10661.2236328125,1555000,2316.43,156.7386,14.9961,1968.32,311,311
-10670.9189453125,1560000,2333.22,156.5104,14.8548,1962.21,312,312
-10685.931640625,1565000,2325.2,156.5128,15.0241,1979.64,313,313
-10740.5478515625,1570000,2318.27,156.5403,14.9981,1968.78,314,314
-10715.345703125,1575000,2316.48,156.5105,14.8397,1964.47,315,315
-10735.9892578125,1580000,2324.37,156.4531,14.8751,1977.63,316,316
-10794.8916015625,1585000,2317.04,156.5734,14.9427,1960.62,317,317
-10772.458984375,1590000,2310.2,156.6322,14.7916,1960.71,318,318
-10791.3642578125,1595000,2340.45,156.537,14.9081,1954.2,319,319
-10785.1787109375,1600000,2313.19,156.5445,14.8843,1964.64,320,320
-10780.857421875,1605000,2309.04,156.4772,14.7389,1932.87,321,321
-10838.234375,1610000,2309.81,156.5177,14.6754,1942.99,322,322
-10864.6337890625,1615000,2289.51,156.5634,14.7286,1938.38,323,323
-10871.7578125,1620000,2273.78,156.6005,14.6607,1908.05,324,324
-10900.654296875,1625000,2295.66,156.5803,14.576,1915.86,325,325
-10901.67578125,1630000,2277.65,156.5445,14.6648,1920.62,326,326
-10905.2578125,1635000,2303.59,156.5794,14.6567,1915.29,327,327
-10930.2861328125,1640000,2291.31,156.4634,14.7716,1924.73,328,328
-10916.0,1645000,2285.08,156.48,14.7651,1914.11,329,329
-10959.39453125,1650000,2294.79,156.5453,14.6982,1939.45,330,330
-10988.4765625,1655000,2305.35,156.5478,14.8038,1942.73,331,331
-11021.01953125,1660000,2301.38,156.4579,14.7305,1936.05,332,332
-11032.9580078125,1665000,2305.68,156.5288,14.6344,1930.16,333,333
-11023.830078125,1670000,2297.41,156.6059,14.6766,1931.05,334,334
-11022.1767578125,1675000,2271.23,156.5358,14.5798,1889.19,335,335
-11091.2177734375,1680000,2279.02,156.6119,14.737,1911.36,336,336
-11091.265625,1685000,2313.34,156.6109,14.5314,1902.52,337,337
-11100.4931640625,1690000,2283.98,156.5418,14.657,1920.72,338,338
-11146.212890625,1695000,2287.63,156.6487,14.5934,1929.31,339,339
-11114.4912109375,1700000,2292.79,156.4432,14.5452,1934.57,340,340
-11149.271484375,1705000,2272.26,156.6588,14.6935,1934.38,341,341
-11181.794921875,1710000,2290.38,156.5595,14.6563,1937.31,342,342
-11208.474609375,1715000,2296.09,156.5099,14.6805,1937.05,343,343
-11198.3134765625,1720000,2310.58,156.5063,14.5933,1934.15,344,344
-11216.9609375,1725000,2303.03,156.5699,14.7282,1937.08,345,345
-11209.580078125,1730000,2297.06,156.5144,14.6154,1920.95,346,346
-11232.1865234375,1735000,2276.0,156.605,14.5348,1927.04,347,347
-11267.0400390625,1740000,2305.21,156.4946,14.7237,1927.73,348,348
-11283.28515625,1745000,2304.31,156.672,14.8963,1935.72,349,349
-11312.7021484375,1750000,2304.06,156.5601,14.7708,1954.48,350,350
-11350.212890625,1755000,2290.63,156.5749,14.7573,1935.92,351,351
-11333.0908203125,1760000,2304.56,156.5741,14.6465,1940.76,352,352
-11356.6015625,1765000,2301.52,156.587,14.7721,1933.88,353,353
-11370.64453125,1770000,2296.28,156.6845,14.6756,1935.66,354,354
-11371.8642578125,1775000,2305.11,156.6029,14.8205,1924.78,355,355
-11427.009765625,1780000,2325.23,156.5607,14.7205,1942.6,356,356
-11415.2548828125,1785000,2316.97,156.6573,14.7565,1925.57,357,357
-11436.5029296875,1790000,2308.62,156.602,14.6243,1951.78,358,358
-11440.2578125,1795000,2314.12,156.485,14.577,1936.16,359,359
-11483.3544921875,1800000,2294.95,156.5726,14.5824,1915.99,360,360
-11489.6796875,1805000,2300.31,156.6112,14.647,1933.67,361,361
-11522.052734375,1810000,2314.83,156.5309,14.5808,1947.72,362,362
-11515.2119140625,1815000,2334.93,156.5546,14.734,1944.58,363,363
-11482.609375,1820000,2296.06,156.4922,14.7003,1957.85,364,364
-11549.2958984375,1825000,2298.44,156.7316,14.7924,1964.18,365,365
-11580.8623046875,1830000,2317.4,156.4838,14.6507,1965.39,366,366
-11570.8466796875,1835000,2306.75,156.7274,14.7434,1950.36,367,367
-11603.0634765625,1840000,2304.68,156.6085,14.7558,1931.48,368,368
-11616.19140625,1845000,2340.36,156.407,14.6019,1956.56,369,369
-11626.5654296875,1850000,2307.29,156.4441,14.8705,1953.33,370,370
-11641.322265625,1855000,2312.15,156.6478,14.7645,1954.11,371,371
-11653.3916015625,1860000,2290.94,156.4574,14.9227,1958.88,372,372
-11693.697265625,1865000,2305.68,156.5383,14.6104,1955.35,373,373
-11741.962890625,1870000,2308.61,156.5223,14.786,1963.62,374,374
-11700.220703125,1875000,2291.41,156.5428,14.5378,1947.81,375,375
-11785.4501953125,1880000,2341.9,156.4122,14.7265,1964.55,376,376
-11769.173828125,1885000,2315.47,156.4642,14.6523,1959.24,377,377
-11810.625,1890000,2329.03,156.663,14.9387,1965.77,378,378
