Running Forward KL,Real Sto Return,Running Reverse KL,Itration,Real Det Return
274.9566,4655.65,73.4966,82,3217.42
278.168,5235.14,85.4392,83,4705.18
275.3537,4352.02,88.2114,84,3370.95
271.8819,5162.26,86.1014,85,2378.04
283.3374,5022.6,98.5917,86,4405.86
262.174,4555.69,63.938,87,4138.42
271.7505,3802.12,94.7286,88,3150.59
278.4233,4526.51,97.5788,89,2284.75
276.2249,3546.81,99.9414,90,1713.64
266.7847,4400.97,78.787,91,3364.33
275.8007,3832.1,102.1001,92,2678.79
277.8664,3947.61,89.4289,93,2181.83
267.1354,3870.74,77.0468,94,2429.35
260.5487,4838.05,58.5945,95,4007.65
266.7319,4797.6,64.9781,96,2282.58
263.0949,4380.26,70.2385,97,4612.72
257.8668,5036.72,55.8795,98,3860.73
264.757,4783.14,64.6589,99,3728.84
267.8513,4859.93,75.1019,100,2900.42
282.1167,4358.81,101.7777,101,4671.24
262.7371,4861.84,70.9233,102,3454.16
275.7615,4725.62,82.0992,103,2421.48
280.0756,4843.31,102.2179,104,3194.21
268.5546,5197.96,72.812,105,4425.05
268.2781,4802.21,70.0031,106,3198.96
272.0941,4340.9,72.0154,107,1993.27
280.2611,4795.35,120.8026,108,3464.16
266.8868,4389.0,73.9582,109,1889.02
272.7921,4988.55,81.8284,110,5323.82
268.1208,5098.66,75.3112,111,3286.01
274.5182,5191.8,87.595,112,2719.74
270.4149,4754.92,74.0368,113,4448.49
271.1129,5000.24,77.1574,114,5284.36
273.28,4867.94,86.7161,115,4673.81
267.0801,5072.31,74.8021,116,2729.37
266.3701,4916.93,68.932,117,4679.65
268.5163,4508.79,72.5454,118,4232.29
268.8593,4793.24,75.2999,119,5377.11
268.723,5099.12,86.3548,120,5153.06
266.5715,4559.8,71.0537,121,5311.9
268.0002,4850.91,85.0385,122,2057.37
276.1513,4292.06,113.0097,123,2423.14
265.5283,4462.55,64.2218,124,4475.68
274.3857,4844.16,68.9656,125,1292.28
265.4611,4844.15,62.7449,126,1774.41
269.8476,4530.74,77.9903,127,3492.34
262.3288,4828.44,54.3275,128,5333.66
262.2806,5214.04,63.9968,129,5073.09
267.8508,4565.21,65.902,130,3414.08
266.9039,4706.6,62.2804,131,3970.21
266.6,5152.91,69.9952,132,5163.43
269.0971,4894.16,70.7328,133,2799.89
267.7694,4641.88,59.0954,134,5125.69
270.3251,4385.23,77.4737,135,4305.24
269.3728,5102.44,74.0619,136,4737.29
265.0281,4966.53,61.5837,137,5370.79
272.8623,4785.05,73.9317,138,3393.68
267.2065,4766.13,64.9555,139,3824.66
264.4422,5233.72,68.6991,140,5281.64
269.2625,4885.97,66.4715,141,5210.82
263.695,5019.24,64.4842,142,4526.01
267.8731,5287.18,61.4498,143,5393.78
269.4918,5098.06,70.6277,144,5449.01
262.8374,5158.69,57.4555,145,4637.52
266.1717,5300.09,68.4106,146,5412.22
258.0694,5226.41,65.1017,147,5415.9
269.5571,5182.29,70.3757,148,5088.72
267.8848,5208.98,67.3456,149,5337.99
268.8161,5251.1,64.1958,150,3074.96
264.4657,5286.44,61.9498,151,5164.83
268.4726,5096.91,74.7019,152,4246.76
271.9397,5328.56,71.0524,153,5422.43
268.4787,5238.81,65.7803,154,3666.7
271.7168,5251.59,77.3746,155,4997.82
266.658,5086.42,66.8894,156,5408.13
269.8231,5241.7,72.6425,157,4725.55
263.7207,5248.77,60.601,158,5367.27
268.2978,5300.21,70.3081,159,5169.67
266.2992,5323.87,70.4664,160,5395.95
267.7275,5320.76,66.2035,161,5405.48
267.2481,5263.66,68.5633,162,4653.28
270.2955,5025.62,70.8245,163,4895.4
266.1419,5322.1,63.0577,164,5448.27
267.612,5421.04,77.5575,165,5005.96
265.8237,5300.15,73.1142,166,5416.56
264.9426,5274.84,64.0435,167,4424.49
261.5676,5295.03,60.942,168,5180.74
271.3571,5226.33,71.2295,169,5521.67
265.7108,5084.83,61.4068,170,5441.74
267.1158,5297.28,62.8543,171,5431.39
268.2404,5136.17,65.1451,172,5172.79
264.7858,5281.55,62.7636,173,5175.26
263.3717,5206.24,58.7358,174,4786.3
264.8476,5316.41,65.7685,175,5241.98
264.252,5162.08,66.7025,176,5483.34
264.8933,5169.19,60.9673,177,5435.51
265.1402,5043.75,61.1025,178,5375.95
267.5097,5308.84,65.0912,179,5382.13
269.5399,5351.98,71.0741,180,5417.81
271.5209,5068.07,82.3501,181,5515.61
266.3528,5265.05,66.4512,182,5460.0
268.1459,5391.72,72.4348,183,5534.94
268.1236,5349.64,62.8024,184,5216.08
263.9185,5019.63,60.972,185,5424.56
268.3315,5299.12,63.663,186,5402.6
264.9395,5222.08,67.6499,187,5345.75
269.0925,5128.64,74.8624,188,4699.72
274.1471,5282.28,79.4659,189,5445.57
268.0318,5340.55,61.4399,190,5169.36
261.3511,5270.71,58.3585,191,5193.83
266.5672,5241.78,63.4262,192,5187.16
261.7703,5339.97,60.12,193,5447.51
263.22,5294.82,62.364,194,5421.17
268.408,5326.99,65.2059,195,5405.67
262.2401,5327.05,59.268,196,4929.48
266.3998,5324.47,65.8841,197,5169.67
265.3403,5114.7,58.94,198,5343.11
269.7413,5272.49,67.0285,199,5317.8
267.3764,5259.87,58.1697,200,5234.75
265.5552,5239.15,56.372,201,5257.36
268.7968,5280.44,63.5571,202,5279.37
273.9648,5283.22,71.7723,203,5280.12
272.1737,5316.37,71.7095,204,5331.01
266.2275,5353.39,65.0147,205,5366.65
265.6565,5354.07,61.7925,206,4415.35
