Running Reverse KL,Real Sto Return,Running Env Steps,Real Det Return,Itration,Reward Loss,Running Forward KL,Running Update Time
30.1641,828.27,160000,840.03,32,-1142.788330078125,32.7459,32
48.113,300.25,165000,302.62,33,-1202.1639404296875,32.0165,33
67.6782,430.35,170000,509.35,34,-1042.73046875,31.8142,34
69.084,437.37,175000,435.85,35,-1324.6622314453125,35.5549,35
49.4153,598.45,180000,552.7,36,-1507.64697265625,33.912,36
50.7922,284.4,185000,282.58,37,-1395.7547607421875,33.1849,37
24.4961,322.8,190000,324.81,38,-1214.8817138671875,30.482,38
202.0233,93.41,195000,93.23,39,-1681.4674072265625,33.5004,39
55.0947,22.58,200000,22.54,40,-1629.131103515625,32.3183,40
66.8324,1021.16,205000,1020.87,41,-1773.8759765625,35.055,41
30.59,1056.8,210000,1056.93,42,-1406.142333984375,34.3836,42
53.5345,1040.92,215000,1041.32,43,-1755.8184814453125,34.2033,43
37.12,686.54,220000,623.17,44,-1209.875732421875,30.1953,44
215.0416,52.77,225000,57.08,45,-1895.1917724609375,34.5347,45
47.0324,1030.6,230000,1032.37,46,-1871.874755859375,35.1152,46
40.0682,2.69,235000,2.67,47,-1523.2186279296875,33.5373,47
67.7244,365.56,240000,380.22,48,-2021.883056640625,31.754,48
85.3922,256.92,245000,253.56,49,-1604.6282958984375,32.22,49
27.4973,145.42,250000,144.25,50,-1838.189697265625,31.1241,50
165.9851,60.01,255000,60.7,51,-2008.59814453125,31.5755,51
69.856,239.77,260000,238.74,52,-2048.343017578125,31.9389,52
111.5286,206.92,265000,204.17,53,-2183.86767578125,32.4102,53
54.7794,303.73,270000,307.99,54,-2190.835693359375,31.2203,54
21.3395,274.34,275000,259.65,55,-1432.4300537109375,29.5559,55
62.3392,183.73,280000,176.45,56,-2379.121826171875,32.4077,56
48.946,218.11,285000,218.7,57,-2071.72705078125,33.5831,57
69.5448,157.22,290000,160.35,58,-2288.013916015625,31.8585,58
39.8693,878.92,295000,874.3,59,-2008.3648681640625,32.6005,59
132.6536,183.15,300000,167.25,60,-2201.027587890625,35.9516,60
43.8897,211.56,305000,214.72,61,-2378.404052734375,34.9042,61
109.9123,356.96,310000,308.06,62,-2350.087158203125,33.0393,62
177.5442,68.74,315000,68.83,63,-2433.14306640625,32.3875,63
176.6516,80.18,320000,80.58,64,-2413.70458984375,35.0223,64
182.3978,47.84,325000,52.04,65,-2519.8720703125,35.5985,65
46.0889,75.0,330000,75.19,66,-2471.59423828125,36.1576,66
33.4817,102.11,335000,102.03,67,-2638.62548828125,35.506,67
39.6312,241.6,340000,245.11,68,-2638.6943359375,32.0164,68
83.5661,244.38,345000,249.09,69,-2970.618896484375,32.4019,69
38.7524,151.63,350000,145.38,70,-2951.101806640625,32.2482,70
40.389,258.53,355000,260.26,71,-2814.853271484375,33.3846,71
30.7456,262.54,360000,263.32,72,-2708.74755859375,32.0723,72
83.9512,942.88,365000,942.5,73,-3177.22607421875,38.5696,73
132.5557,982.38,370000,982.58,74,-3164.44873046875,39.086,74
143.4876,986.59,375000,986.78,75,-3193.979736328125,39.8284,75
37.7127,990.15,380000,991.54,76,-3206.68896484375,37.3422,76
63.5441,1003.49,385000,1003.3,77,-3125.543701171875,36.098,77
131.9723,976.7,390000,976.81,78,-3394.53955078125,39.042,78
42.6098,877.48,395000,878.15,79,-2571.5439453125,34.6545,79
42.6003,1034.33,400000,1034.36,80,-3299.617431640625,34.3099,80
53.3092,1028.78,405000,1028.79,81,-3383.110107421875,34.6067,81
75.239,1036.29,410000,1036.37,82,-3527.6591796875,34.4305,82
36.9063,1033.55,415000,1034.13,83,-3508.3427734375,34.1475,83
57.9975,1048.56,420000,1048.72,84,-3683.48486328125,34.34,84
23.5097,1003.09,425000,999.21,85,-3428.316650390625,33.8332,85
111.561,374.07,430000,350.81,86,-3216.79736328125,32.4672,86
50.802,415.02,435000,410.56,87,-3806.333984375,32.8119,87
71.1147,408.81,440000,432.16,88,-3376.507080078125,32.239,88
50.4654,935.4,445000,1041.09,89,-3708.277587890625,34.145,89
22.0778,1020.43,450000,1019.44,90,-2918.712646484375,33.7813,90
40.6434,392.44,455000,388.14,91,-3721.12890625,33.7727,91
52.4726,832.27,460000,899.58,92,-2941.525146484375,33.3069,92
118.3743,443.37,465000,443.92,93,-3199.9033203125,33.8732,93
48.856,849.61,470000,707.1,94,-3069.336669921875,33.3304,94
128.2781,570.7,475000,594.67,95,-3250.28125,33.7697,95
153.2426,406.93,480000,404.02,96,-3311.465087890625,33.8497,96
102.1028,660.27,485000,574.1,97,-3508.661865234375,33.961,97
28.8126,1003.93,490000,954.78,98,-3437.423095703125,32.9312,98
58.2266,1058.54,495000,1058.15,99,-3871.419677734375,33.447,99
86.4206,1040.91,500000,1046.65,100,-4468.740234375,33.861,100
33.738,1034.5,505000,1034.48,101,-4611.29736328125,36.5584,101
24.1237,1037.64,510000,1038.91,102,-4407.423828125,35.4032,102
21.9306,1056.29,515000,1060.11,103,-4126.91015625,33.6442,103
31.2699,1029.06,520000,1029.04,104,-4603.35205078125,36.1352,104
24.1303,1048.06,525000,1053.93,105,-4060.934814453125,34.4817,105
20.131,1032.5,530000,1038.84,106,-3786.836669921875,33.3291,106
24.5106,1011.62,535000,1008.48,107,-3986.5439453125,33.7986,107
22.3068,1016.92,540000,1017.45,108,-3912.207763671875,33.4099,108
19.131,1017.12,545000,1016.72,109,-3937.451904296875,33.0971,109
28.4339,998.57,550000,999.73,110,-4359.82666015625,33.9118,110
18.7311,1032.68,555000,1033.8,111,-4070.851806640625,33.5973,111
20.9258,1050.45,560000,1054.12,112,-4179.88330078125,33.9224,112
24.9583,1031.35,565000,1033.4,113,-4604.82470703125,33.6375,113
21.7578,1053.15,570000,1051.22,114,-4090.906982421875,33.5306,114
41.0628,1000.83,575000,998.59,115,-5153.78955078125,35.5823,115
41.4388,719.64,580000,962.82,116,-5187.83935546875,33.7631,116
46.1424,935.07,585000,882.84,117,-4953.18310546875,33.3883,117
20.6469,998.52,590000,1003.3,118,-3970.9296875,32.1326,118
34.0552,1026.13,595000,1028.46,119,-5381.27099609375,33.66,119
22.691,1024.63,600000,1024.14,120,-5312.82177734375,34.0246,120
22.4152,1021.6,605000,1020.94,121,-5261.5263671875,33.6828,121
31.44,1048.11,610000,1050.77,122,-5311.9765625,34.6146,122
111.3145,1061.07,615000,1061.14,123,-5447.810546875,34.7641,123
105.6254,1061.06,620000,1060.86,124,-5455.7744140625,34.1345,124
19.875,987.43,625000,1027.62,125,-5362.052734375,33.9932,125
18.7413,978.68,630000,1017.14,126,-5267.74267578125,33.5308,126
30.6339,1018.72,635000,1019.02,127,-5985.08056640625,35.6417,127
35.5545,1019.8,640000,1019.98,128,-6051.85986328125,34.8149,128
34.0934,1032.06,645000,1032.2,129,-6102.20751953125,35.6862,129
20.9644,936.92,650000,987.21,130,-4465.0546875,32.9985,130
18.643,1037.48,655000,932.2,131,-5318.060546875,33.612,131
17.2626,1056.6,660000,1033.28,132,-4750.79638671875,32.7,132
17.2546,1053.44,665000,1119.55,133,-4791.150390625,32.6941,133
21.3222,1016.78,670000,927.36,134,-5508.03857421875,33.9221,134
42.7594,1013.29,675000,1013.24,135,-6355.83984375,38.6336,135
68.9867,1027.64,680000,1027.45,136,-6249.5029296875,38.7419,136
25.1195,1010.78,685000,1010.33,137,-6072.49658203125,36.96,137
45.3371,1030.23,690000,1030.02,138,-6343.8486328125,37.8744,138
60.2208,1028.14,695000,1028.35,139,-6399.1845703125,37.2484,139
96.8094,1023.62,700000,1023.33,140,-6575.94189453125,38.2132,140
100.0174,1023.98,705000,1023.67,141,-6719.6171875,37.8056,141
37.1582,1033.26,710000,1033.47,142,-6563.861328125,38.3771,142
48.0921,1017.55,715000,1017.28,143,-6643.10888671875,37.8047,143
58.55,1034.44,720000,1034.32,144,-7286.4013671875,37.4441,144
33.8243,1048.16,725000,1048.76,145,-7093.64111328125,33.6049,145
90.8181,373.9,730000,463.97,146,-7138.0087890625,33.2582,146
30.2712,1052.19,735000,1051.61,147,-7015.9990234375,34.1107,147
81.9426,1018.24,740000,1017.11,148,-6919.66162109375,33.8798,148
40.5629,843.14,745000,850.92,149,-7147.2978515625,35.1658,149
130.6203,1016.69,750000,1016.57,150,-7749.74169921875,35.3115,150
71.5819,1017.57,755000,1017.62,151,-7683.9677734375,35.0025,151
122.5309,1026.29,760000,1026.31,152,-7294.52197265625,35.2656,152
111.9769,1024.71,765000,1024.76,153,-7362.70751953125,37.2884,153
93.1042,1048.17,770000,1047.96,154,-7456.24609375,39.6795,154
94.8783,303.93,775000,282.91,155,-7329.46630859375,34.0955,155
115.8324,180.21,780000,179.97,156,-7498.05322265625,33.8247,156
88.5008,565.99,785000,559.38,157,-6602.919921875,34.9883,157
71.2974,649.93,790000,632.03,158,-6509.37744140625,34.0474,158
30.1482,1042.27,795000,1042.03,159,-7849.056640625,34.0567,159
45.364,1058.05,800000,1057.83,160,-7841.2080078125,34.8372,160
111.1153,1009.4,805000,1009.31,161,-8101.14404296875,38.1384,161
55.2019,1029.95,810000,1029.91,162,-8718.0400390625,38.876,162
