Reward Loss,Running Update Time,Running Env Steps,Real Det Return,Real Sto Return,Running Forward KL,Running Reverse KL,Itration
-229.63470458984375,31,155000,842.75,851.83,27.2949,69.6349,31
-197.04910278320312,32,160000,2016.73,1362.64,26.1426,56.2742,32
-223.65545654296875,33,165000,1009.89,1012.25,26.3528,60.2672,33
-241.36874389648438,34,170000,1081.36,1062.82,26.9411,58.3654,34
-242.54791259765625,35,175000,1036.11,1040.95,26.422,56.842,35
-237.2942352294922,36,180000,1274.55,1204.62,25.92,53.8881,36
-261.8380126953125,37,185000,1066.1,1055.76,26.8965,57.6297,37
-263.36175537109375,38,190000,1183.36,1164.49,27.1007,55.7579,38
-279.1551208496094,39,195000,1043.73,1094.05,26.1575,58.0898,39
-273.6961975097656,40,200000,1641.58,1120.79,27.1312,55.4641,40
-284.5675354003906,41,205000,1189.27,1328.05,27.1309,59.0506,41
-267.3210144042969,42,210000,3062.89,1657.16,24.9337,47.7997,42
-315.175537109375,43,215000,1137.95,1126.52,26.0906,59.1337,43
-302.3851623535156,44,220000,1840.77,1216.38,25.8206,50.0865,44
-320.7126159667969,45,225000,2423.6,1515.38,25.8064,50.6143,45
-329.1422424316406,46,230000,3116.8,1374.3,25.4853,50.6376,46
-335.12347412109375,47,235000,2198.84,1387.86,26.637,51.9571,47
-376.08453369140625,48,240000,999.6,936.93,27.0232,57.4081,48
-339.8765869140625,49,245000,1211.01,1259.77,25.6039,45.4206,49
-375.33941650390625,50,250000,2008.71,1436.75,26.5512,54.4523,50
-360.6300964355469,51,255000,3083.39,1441.73,25.8921,48.8964,51
-396.89837646484375,52,260000,1234.73,1346.58,26.1279,48.5189,52
-373.51824951171875,53,265000,3115.14,1691.53,25.4478,50.6312,53
-391.3183288574219,54,270000,2801.45,1206.11,26.2667,55.6274,54
-355.08709716796875,55,275000,3062.57,1601.87,25.4845,52.1515,55
-408.12750244140625,56,280000,2125.15,1332.16,26.2795,59.1346,56
-354.9641418457031,57,285000,3131.96,2101.48,26.1346,47.6413,57
-418.6920166015625,58,290000,2929.09,1739.84,25.7326,49.2295,58
-425.9621276855469,59,295000,3101.3,1415.09,25.7937,55.0458,59
-452.229248046875,60,300000,1346.66,1287.59,26.6283,55.5046,60
-461.2216796875,61,305000,1236.99,1065.17,27.0238,55.421,61
-376.4024353027344,62,310000,3099.39,1980.57,25.7737,42.8939,62
-450.98583984375,63,315000,3083.73,1823.14,25.6279,48.1016,63
-338.7370910644531,64,320000,3092.87,2048.7,25.9009,38.3213,64
-475.876953125,65,325000,2261.65,1474.1,26.2149,53.1625,65
-473.5600891113281,66,330000,3124.91,1735.66,26.1043,50.6623,66
-273.1379089355469,67,335000,3081.39,2899.65,26.2184,30.6145,67
-388.2890930175781,68,340000,3109.49,1947.28,25.3666,40.876,68
-442.6854553222656,69,345000,3093.8,2277.54,26.2048,42.9487,69
-340.7486877441406,70,350000,3071.66,2010.67,25.5273,34.6558,70
-515.5226440429688,71,355000,3096.43,1734.05,26.5089,52.7758,71
-464.09375,72,360000,3095.3,2017.64,25.881,41.4041,72
-253.4510498046875,73,365000,3067.2,2735.21,26.1925,26.0128,73
-551.7744750976562,74,370000,3131.54,1178.87,25.9311,46.6214,74
-544.5277709960938,75,375000,3141.77,1371.53,26.3548,46.2548,75
-366.7107849121094,76,380000,3169.2,2146.49,25.728,32.2348,76
-313.39178466796875,77,385000,3089.08,2409.79,25.1828,27.8321,77
-340.6275329589844,78,390000,3154.91,2773.23,26.667,29.4909,78
-521.892578125,79,395000,3099.81,2350.11,25.8919,43.896,79
-364.89801025390625,80,400000,3108.74,2530.68,25.9341,29.8501,80
-538.2570190429688,81,405000,3180.2,1616.04,26.3752,39.773,81
-314.10894775390625,82,410000,3130.8,2427.84,25.7905,23.7597,82
-302.0351867675781,83,415000,3116.18,2772.41,26.3491,26.6234,83
-585.1310424804688,84,420000,3195.28,1540.4,26.3382,46.8419,84
-484.09405517578125,85,425000,3171.31,2004.43,26.3659,37.4838,85
-488.3835144042969,86,430000,3168.52,2274.72,25.8825,39.0268,86
-408.0904541015625,87,435000,3144.72,2411.71,25.6837,32.5201,87
-410.914794921875,88,440000,3168.52,2761.45,25.9745,28.9224,88
-469.1775817871094,89,445000,3107.24,2366.43,25.5908,32.147,89
-534.3529052734375,90,450000,3173.4,2099.78,26.0739,40.132,90
-420.7430114746094,91,455000,3141.74,2393.13,26.0063,29.8692,91
-591.8317260742188,92,460000,3183.93,2010.89,26.7569,40.015,92
-599.0570068359375,93,465000,3224.01,2048.79,26.1019,43.3455,93
-343.2369384765625,94,470000,3155.52,3071.36,27.7004,27.1504,94
-380.9033508300781,95,475000,3165.56,2776.73,25.9117,27.7673,95
-260.9549865722656,96,480000,3155.98,2960.26,26.7081,20.7884,96
-497.60699462890625,97,485000,3156.91,2524.72,26.2225,32.1949,97
-491.25830078125,98,490000,3143.4,2400.02,27.061,30.7511,98
-403.35076904296875,99,495000,3179.35,2750.61,26.5097,25.6978,99
-427.681884765625,100,500000,3202.95,2114.25,26.5789,26.933,100
-715.7032470703125,101,505000,3220.38,1549.21,25.8203,40.0164,101
-578.3740844726562,102,510000,3180.63,2124.04,26.3153,34.6381,102
-381.66510009765625,103,515000,3153.14,2858.89,26.8647,26.4114,103
-541.6239013671875,104,520000,3178.97,2412.97,25.9544,33.1492,104
-692.5355224609375,105,525000,3174.56,1700.58,25.9829,38.3276,105
-421.29058837890625,106,530000,3201.63,2908.31,26.6047,25.7528,106
-482.5869140625,107,535000,3191.41,2332.99,25.6959,27.2792,107
-251.2211151123047,108,540000,3180.1,3084.75,28.5061,20.3399,108
-404.27606201171875,109,545000,3171.48,3080.28,25.641,24.462,109
-575.6116943359375,110,550000,3219.01,2227.08,26.0945,29.3819,110
-475.9289855957031,111,555000,3191.41,2397.74,26.3149,26.3934,111
-536.8043823242188,112,560000,3174.8,2763.55,26.5701,29.7244,112
-748.5939331054688,113,565000,3206.79,2369.04,26.2555,38.0614,113
-385.5965270996094,114,570000,3201.87,2627.75,25.9784,23.718,114
-299.8919372558594,115,575000,3114.45,2590.13,27.2276,19.7075,115
-338.6628112792969,116,580000,3204.58,2922.36,27.0409,21.3474,116
-378.6282653808594,117,585000,3197.94,3006.25,27.6485,21.7605,117
-379.7312927246094,118,590000,3213.34,2840.13,28.088,22.1954,118
-343.6746520996094,119,595000,3180.25,2883.71,26.8826,20.4624,119
-321.14605712890625,120,600000,3179.88,3074.78,27.2817,19.4913,120
-460.8143615722656,121,605000,3225.64,2610.98,25.93,22.7451,121
-324.594970703125,122,610000,3202.11,2984.17,27.9831,20.4686,122
-781.0084228515625,123,615000,3173.44,1854.72,26.0042,34.041,123
-686.4583740234375,124,620000,3251.03,1880.48,26.1991,33.4324,124
-575.6616821289062,125,625000,3239.64,2609.72,26.5822,26.9966,125
-386.95794677734375,126,630000,3189.85,3019.23,27.2772,21.1803,126
-381.84649658203125,127,635000,3259.49,3205.55,27.3116,21.613,127
-444.39410400390625,128,640000,3242.3,2937.97,26.3116,21.6131,128
-395.59393310546875,129,645000,3204.01,3074.25,26.3865,20.2359,129
-551.197021484375,130,650000,3174.93,2339.68,26.0675,24.0512,130
-567.3334350585938,131,655000,3202.55,3088.29,25.5295,25.8523,131
-529.5750732421875,132,660000,3271.15,2726.03,26.5562,25.3455,132
-504.9014587402344,133,665000,3262.05,2424.18,26.141,22.1039,133
-427.2976379394531,134,670000,3187.26,2652.72,26.5634,21.5583,134
-380.3418273925781,135,675000,3247.14,2986.9,27.8081,20.1452,135
-743.9205322265625,136,680000,3216.49,2144.46,25.8631,33.3114,136
-523.9163208007812,137,685000,3260.55,2849.43,26.4465,23.2779,137
-754.8551635742188,138,690000,3255.93,2366.55,26.5517,34.5764,138
-446.896240234375,139,695000,3202.8,3166.94,26.4976,21.2065,139
-636.5967407226562,140,700000,3231.27,2619.0,26.1075,26.2716,140
-537.6652221679688,141,705000,3228.21,2879.97,26.5603,24.3118,141
-695.4083251953125,142,710000,3222.45,2536.06,26.3302,29.3712,142
-465.57574462890625,143,715000,3253.01,2972.72,26.96,20.4611,143
-607.1445922851562,144,720000,3241.83,2523.57,26.3158,25.0896,144
-643.5072021484375,145,725000,3260.48,2538.78,27.0429,23.1713,145
-694.1456909179688,146,730000,3238.67,2718.0,27.2168,28.7959,146
-587.0989990234375,147,735000,3236.47,2561.74,26.1113,25.1245,147
-481.61822509765625,148,740000,3240.42,2750.19,27.0156,20.3428,148
-418.1876220703125,149,745000,3229.48,3129.57,27.62,19.7545,149
-442.9533996582031,150,750000,3193.34,3017.71,27.2615,19.5928,150
-435.2733459472656,151,755000,3206.59,2924.87,27.4325,19.5223,151
-526.1076049804688,152,760000,3256.26,2733.37,27.3161,21.9473,152
-530.1339111328125,153,765000,3204.2,3075.87,26.3994,21.9225,153
-545.2896728515625,154,770000,3186.47,2559.23,26.8872,21.3939,154
-918.5240478515625,155,775000,3285.14,1827.66,26.87,35.4451,155
-1202.1497802734375,156,780000,388.27,377.64,28.6453,51.7803,156
-940.6240234375,157,785000,1507.56,1158.18,27.6804,36.9887,157
-545.6455688476562,158,790000,2693.54,2732.17,28.0868,18.8706,158
-510.6527099609375,159,795000,2735.68,2777.12,26.2692,16.9355,159
-579.9302368164062,160,800000,3131.41,3127.03,27.3413,20.3229,160
-560.20263671875,161,805000,3151.04,3155.91,27.7881,21.0163,161
-545.9107666015625,162,810000,3096.37,3098.85,27.0216,20.0631,162
-826.7589721679688,163,815000,3204.8,2340.49,26.3002,19.6383,163
-544.7550659179688,164,820000,3230.68,2864.85,27.1128,20.2059,164
-1093.841064453125,165,825000,-0.58,-0.57,40.1983,58.3093,165
-762.8211059570312,166,830000,282.54,301.3,28.1944,27.3304,166
-1087.2283935546875,167,835000,989.62,989.32,37.772,26.1968,167
-1067.811279296875,168,840000,49.79,50.55,36.9161,30.9247,168
-1214.667724609375,169,845000,16.3,15.5,38.5264,144.4642,169
-1022.405029296875,170,850000,980.11,1288.51,28.8789,36.1795,170
-709.7659301757812,171,855000,3191.65,2782.89,26.299,24.0951,171
-1094.9454345703125,172,860000,1825.44,1399.62,26.3378,34.735,172
-899.3070068359375,173,865000,3263.42,2657.45,26.6793,27.4993,173
-1093.3272705078125,174,870000,1700.79,1502.36,27.0065,31.1243,174
-749.051513671875,175,875000,2763.7,2018.93,26.5122,24.2014,175
-840.0980224609375,176,880000,3289.57,2421.96,26.1708,27.4075,176
-716.8360595703125,177,885000,3260.0,2318.25,26.2592,22.3445,177
-694.8709716796875,178,890000,3285.76,2642.3,26.1204,22.1745,178
-646.2766723632812,179,895000,3222.83,3043.04,27.3923,20.5952,179
-615.900634765625,180,900000,3264.18,2830.27,26.8847,19.8944,180
-643.4038696289062,181,905000,3273.73,2711.01,27.3507,18.8931,181
-895.5298461914062,182,910000,3271.98,1765.66,26.8542,23.0509,182
-785.0513305664062,183,915000,3232.89,2827.11,26.3973,22.0335,183
-755.969970703125,184,920000,3257.82,3082.37,25.2757,19.3639,184
-685.5698852539062,185,925000,3259.74,2737.99,26.6941,19.6969,185
-1200.3531494140625,186,930000,3225.48,1525.74,26.6353,26.487,186
-564.5223999023438,187,935000,3221.5,3122.78,27.3787,19.9283,187
-592.7685546875,188,940000,3224.68,3072.78,27.0283,19.9632,188
-592.895751953125,189,945000,3216.56,3106.93,27.6564,20.024,189
-736.101318359375,190,950000,3239.19,2767.41,26.8103,19.6276,190
-696.9210205078125,191,955000,3209.5,3011.44,26.2697,18.9473,191
-627.6262817382812,192,960000,3229.71,3116.83,26.3761,18.6938,192
-620.0819702148438,193,965000,3222.8,3103.33,27.277,19.4804,193
-804.2670288085938,194,970000,3244.95,2325.03,26.1348,18.7455,194
-707.5668334960938,195,975000,3245.31,2782.59,26.4985,19.3653,195
-605.5698852539062,196,980000,3218.16,3018.91,27.7741,19.6902,196
-743.7289428710938,197,985000,3189.35,2896.9,25.8019,19.2241,197
-735.696533203125,198,990000,3182.12,3076.92,26.4028,19.1692,198
-609.9990234375,199,995000,3228.83,3127.2,27.8283,19.5655,199
