Running Reverse KL,Running Env Steps,Itration,Running Forward KL,Real Sto Return,Running Update Time,Reward Loss,Real Det Return
26.3296,190000,38,34.0425,1040.06,38,-1274.6929931640625,1030.09
41.967,195000,39,34.0254,1035.82,39,-1637.0965576171875,1036.31
25.2506,200000,40,33.0104,386.05,40,-1435.458740234375,1058.72
46.1265,205000,41,32.8624,621.05,41,-1559.406982421875,760.0
58.8436,210000,42,38.4945,999.44,42,-1780.0037841796875,999.25
65.7765,215000,43,31.7873,371.31,43,-1986.1683349609375,371.41
38.4508,220000,44,31.9212,350.2,44,-1702.6951904296875,347.77
40.1106,225000,45,37.6059,1035.4,45,-1975.0892333984375,1035.29
58.9501,230000,46,39.7911,1012.43,46,-1978.80712890625,1012.55
27.8675,235000,47,32.1443,459.67,47,-1365.2376708984375,470.32
23.5949,240000,48,32.1843,331.48,48,-1456.637451171875,327.4
56.5998,245000,49,34.7409,1036.5,49,-2222.066162109375,1036.09
29.4306,250000,50,34.8199,1044.19,50,-1800.5936279296875,1044.73
37.7443,255000,51,34.8039,1063.06,51,-2269.96435546875,1062.99
37.8849,260000,52,35.133,1052.71,52,-2354.54638671875,1052.13
24.2895,265000,53,34.0553,675.58,53,-1695.5819091796875,673.69
52.7715,270000,54,35.1114,1037.73,54,-2447.926513671875,1036.82
38.6166,275000,55,34.7804,675.56,55,-2524.088134765625,634.49
41.4212,280000,56,35.2698,1031.86,56,-2114.72265625,1031.57
25.5049,285000,57,34.513,1036.13,57,-2175.06640625,1037.14
58.5363,290000,58,34.9695,1026.89,58,-2608.322509765625,1027.07
24.4015,295000,59,34.3246,1008.18,59,-2588.82275390625,965.2
57.16,300000,60,35.8152,1022.51,60,-2776.491943359375,1021.73
50.1582,305000,61,34.9817,1024.16,61,-2799.2275390625,1023.84
39.847,310000,62,36.0206,617.66,62,-2948.8408203125,618.3
52.6479,315000,63,35.0898,1028.26,63,-2984.618408203125,1028.03
31.1189,320000,64,35.0864,1073.19,64,-1979.91552734375,1073.52
45.1513,325000,65,35.3597,197.47,65,-3051.833984375,193.89
57.7095,330000,66,36.7004,1028.88,66,-3217.54248046875,1024.17
26.3566,335000,67,36.0526,531.71,67,-2963.278564453125,478.29
29.0975,340000,68,36.8375,1021.19,68,-3077.117919921875,1020.49
29.8907,345000,69,37.1593,1018.01,69,-3000.560546875,1018.65
57.5524,350000,70,36.7301,339.92,70,-3202.947509765625,339.61
31.4318,355000,71,36.7133,683.03,71,-3182.551025390625,773.63
208.5414,360000,72,36.8488,140.51,72,-3436.270751953125,142.37
124.9812,365000,73,34.5848,239.89,73,-2689.646484375,240.64
53.0486,370000,74,39.8237,1020.91,74,-3546.15234375,1021.06
44.5804,375000,75,39.5878,1011.81,75,-3566.731689453125,1011.89
74.3264,380000,76,38.207,1029.86,76,-3826.173828125,1029.84
50.3773,385000,77,35.9686,739.75,77,-3554.994140625,735.03
42.8714,390000,78,37.3803,65.73,78,-3910.40185546875,113.09
48.9668,395000,79,38.3173,69.1,79,-3970.14013671875,66.47
161.3013,400000,80,36.6891,36.23,80,-3751.031982421875,35.83
71.0579,405000,81,38.0428,745.29,81,-3985.744140625,573.36
71.0719,410000,82,38.1625,1026.69,82,-4028.9697265625,1026.84
58.4144,415000,83,37.9912,66.99,83,-4051.1728515625,67.55
42.4206,420000,84,38.2905,177.75,84,-4022.84814453125,178.35
68.5402,425000,85,33.9556,876.14,85,-3652.963134765625,877.21
135.1541,430000,86,39.4134,1013.98,86,-4325.8232421875,1013.58
117.4179,435000,87,38.8248,363.61,87,-4272.92041015625,364.43
83.9447,440000,88,39.0982,1004.9,88,-4464.181640625,1004.68
88.3274,445000,89,39.2742,980.18,89,-4400.73291015625,980.51
74.5125,450000,90,40.1715,388.98,90,-4757.32080078125,390.28
213.7051,455000,91,36.5779,7.7,91,-4819.48486328125,7.68
56.8524,460000,92,40.4655,43.26,92,-4728.185546875,42.25
99.9115,465000,93,40.6404,174.26,93,-4866.61328125,174.62
64.0129,470000,94,40.9681,984.34,94,-4732.564453125,984.6
70.2447,475000,95,40.5022,91.15,95,-5164.8212890625,92.09
73.4916,480000,96,40.4118,222.33,96,-5189.86669921875,221.44
53.4862,485000,97,39.7966,208.66,97,-5269.79248046875,208.76
104.0127,490000,98,41.1866,1005.17,98,-5046.93115234375,1005.21
126.7589,495000,99,40.6149,983.59,99,-5135.54296875,983.26
128.1364,500000,100,40.8449,986.94,100,-5190.6416015625,987.11
136.5134,505000,101,39.9038,268.31,101,-5187.1494140625,251.66
117.5924,510000,102,41.376,964.38,102,-5322.4375,943.85
85.9842,515000,103,41.1705,1016.38,103,-5475.98583984375,1016.43
151.7352,520000,104,40.9058,994.4,104,-5493.58984375,994.55
71.2767,525000,105,40.0834,399.88,105,-5511.169921875,398.79
227.9373,530000,106,40.7609,16.64,106,-5642.0771484375,16.61
75.8621,535000,107,40.3192,435.35,107,-5628.12158203125,435.43
220.102,540000,108,40.7312,25.23,108,-5864.32568359375,25.15
231.0526,545000,109,40.4667,6.16,109,-5949.4267578125,6.12
233.5793,550000,110,40.5866,8.76,110,-6051.7275390625,9.05
109.985,555000,111,40.5089,437.78,111,-5879.88134765625,442.47
114.719,560000,112,40.1533,304.19,112,-6021.94873046875,305.07
139.0348,565000,113,35.3904,160.09,113,-6069.99853515625,159.56
122.3855,570000,114,40.0992,229.36,114,-5839.1474609375,228.96
132.6986,575000,115,40.0578,227.04,115,-5993.0673828125,228.89
127.889,580000,116,39.9705,198.86,116,-6168.16162109375,198.15
125.611,585000,117,39.8114,206.88,117,-6186.423828125,207.12
126.8657,590000,118,39.7052,188.85,118,-6231.59326171875,186.35
109.4689,595000,119,40.0499,354.15,119,-6303.8388671875,354.99
107.5822,600000,120,40.4563,204.4,120,-6412.630859375,205.93
91.7982,605000,121,40.5442,500.2,121,-6657.4423828125,501.03
105.2415,610000,122,40.2859,275.78,122,-6806.5166015625,274.57
133.4291,615000,123,40.5945,1008.17,123,-6834.7333984375,1008.22
149.1737,620000,124,40.4632,1006.34,124,-6895.48681640625,1006.5
161.9899,625000,125,40.5417,1006.37,125,-6961.60595703125,1006.63
171.022,630000,126,40.5388,1008.7,126,-6986.00341796875,1008.44
165.8819,635000,127,40.3888,1013.09,127,-7093.150390625,1013.08
94.1626,640000,128,39.2151,1050.09,128,-7042.50146484375,1050.52
103.6124,645000,129,40.222,1038.57,129,-7128.74755859375,1038.54
123.3045,650000,130,40.0628,988.52,130,-7331.09423828125,988.67
95.2814,655000,131,38.5954,251.99,131,-7505.8212890625,251.74
117.9429,660000,132,39.2283,173.04,132,-7710.93505859375,163.47
118.7557,665000,133,40.1741,984.37,133,-7531.36376953125,984.42
120.4811,670000,134,41.1903,1018.16,134,-7523.19189453125,1018.11
126.2378,675000,135,40.2471,1023.58,135,-7681.98046875,1023.5
130.4514,680000,136,40.0715,1020.47,136,-7773.0439453125,1020.35
129.9975,685000,137,40.1717,1016.67,137,-7818.85693359375,1016.9
128.2227,690000,138,40.5013,1014.18,138,-7907.74169921875,1014.12
123.2582,695000,139,41.345,998.46,139,-7963.7998046875,998.17
84.4567,700000,140,39.8213,1028.11,140,-8009.7958984375,1027.94
107.9335,705000,141,39.9878,130.61,141,-8062.939453125,130.58
97.8905,710000,142,40.2223,1019.57,142,-8199.8408203125,1019.35
78.7013,715000,143,40.5099,1024.8,143,-8380.7568359375,1024.73
122.963,720000,144,41.1447,1006.04,144,-8401.916015625,1006.45
130.7842,725000,145,40.4234,976.86,145,-8460.7236328125,977.12
144.875,730000,146,38.4031,139.61,146,-8752.236328125,140.3
212.8115,735000,147,39.6142,8.48,147,-9347.900390625,8.16
235.307,740000,148,37.7389,7.41,148,-9513.04296875,7.23
114.4099,745000,149,40.7447,972.28,149,-8746.44140625,972.49
144.4681,750000,150,41.6804,999.05,150,-8778.126953125,999.42
131.9332,755000,151,40.7585,1009.27,151,-8957.2626953125,1009.67
137.8903,760000,152,40.5965,1007.07,152,-9020.4150390625,1007.14
122.006,765000,153,40.2722,1022.54,153,-9045.9619140625,1022.61
123.7983,770000,154,39.8047,493.29,154,-8951.0048828125,491.82
118.3014,775000,155,39.6182,269.98,155,-8972.1474609375,269.22
119.934,780000,156,39.7573,257.09,156,-9096.5458984375,259.31
118.8727,785000,157,39.7376,309.47,157,-9169.2861328125,308.35
35.2621,790000,158,38.9717,996.07,158,-9144.60546875,997.04
38.6461,795000,159,39.0456,937.79,159,-9206.037109375,725.52
40.1617,800000,160,39.8126,662.97,160,-9212.4814453125,628.97
38.3806,805000,161,39.9281,971.01,161,-9160.9140625,968.59
41.9369,810000,162,39.8954,978.16,162,-9368.3603515625,979.96
31.2771,815000,163,38.1534,95.15,163,-9258.9013671875,91.95
32.3648,820000,164,38.5841,163.29,164,-9446.8291015625,153.02
35.9195,825000,165,38.9424,940.39,165,-9567.6318359375,789.57
32.5035,830000,166,38.5181,990.62,166,-9215.8916015625,992.37
134.4767,835000,167,41.4605,988.16,167,-10223.349609375,988.28
130.784,840000,168,41.5769,985.24,168,-10318.2470703125,985.34
117.4103,845000,169,40.528,969.72,169,-10433.5126953125,969.71
217.8067,850000,170,37.3443,12.56,170,-10314.3291015625,12.53
212.1185,855000,171,37.5432,4.92,171,-10647.0224609375,4.91
210.8965,860000,172,37.7693,4.89,172,-11427.4130859375,4.89
227.2119,865000,173,37.6571,4.89,173,-11455.0517578125,4.9
214.5557,870000,174,37.639,4.89,174,-10589.1943359375,4.9
220.8391,875000,175,37.3739,4.92,175,-11388.7099609375,4.91
204.9891,880000,176,35.6099,4.9,176,-6960.865234375,4.92
208.6781,885000,177,35.4187,37.41,177,-7423.48193359375,38.29
212.1175,890000,178,34.8501,38.16,178,-7418.95947265625,37.71
220.3532,895000,179,34.8752,37.94,179,-9486.705078125,37.81
229.3004,900000,180,35.1414,38.01,180,-9646.0869140625,38.13
208.5486,905000,181,35.3767,38.12,181,-7795.5107421875,37.83
201.1262,910000,182,35.055,37.93,182,-8940.3779296875,38.03
211.8231,915000,183,35.4303,37.75,183,-8112.96826171875,38.18
227.3221,920000,184,34.4666,38.05,184,-10042.4990234375,38.03
211.1289,925000,185,35.2673,37.85,185,-8489.125,37.84
209.5425,930000,186,35.2595,37.83,186,-8546.287109375,38.09
201.4348,935000,187,35.054,37.74,187,-9605.126953125,37.83
155.8084,940000,188,33.7555,38.02,188,-10417.9580078125,37.84
71.2175,945000,189,33.8306,38.13,189,-10541.5810546875,37.8
73.8059,950000,190,33.332,37.96,190,-10390.6435546875,37.82
65.9849,955000,191,33.3475,37.91,191,-10738.5673828125,37.78
182.0873,960000,192,33.3906,37.77,192,-10774.7001953125,37.87
203.2684,965000,193,33.5089,37.97,193,-11305.2041015625,37.77
192.3451,970000,194,33.9611,38.16,194,-12245.779296875,37.88
181.689,975000,195,33.3094,37.97,195,-11247.7783203125,37.67
134.609,980000,196,32.6902,38.14,196,-11295.5087890625,37.71
117.6149,985000,197,32.8157,37.79,197,-10517.7666015625,37.92
126.3211,990000,198,33.5876,37.86,198,-11597.7998046875,38.01
74.4576,995000,199,35.2362,38.02,199,-11889.140625,37.39
