Reward Loss,Itration,Running Reverse KL,Running Env Steps,Real Det Return,Running Update Time,Running Forward KL,Real Sto Return
-97733.1875,406,762.3273,2030000,192.1,406,552.5986,208.56
-98723.7265625,407,1433.6651,2035000,141.21,407,552.9001,134.24
-98322.6171875,408,694.775,2040000,242.75,408,530.1035,240.95
-98804.5078125,409,1156.2526,2045000,64.77,409,744.8635,64.63
-98735.0625,410,1367.9151,2050000,62.45,410,726.4386,62.04
-98834.640625,411,2311.7605,2055000,59.15,411,738.0573,60.24
-98730.765625,412,1191.5623,2060000,63.48,412,748.8404,63.34
-98948.09375,413,2033.4453,2065000,64.33,413,748.3513,64.07
-98996.9375,414,2552.9623,2070000,94.59,414,612.4856,93.7
-97735.53125,415,490.8749,2075000,82.41,415,605.15,83.9
-97812.078125,416,557.099,2080000,64.52,416,656.7564,63.55
-99232.7421875,417,1734.6145,2085000,60.78,417,739.8504,60.25
-98793.703125,418,772.2252,2090000,69.05,418,690.9666,64.54
-96751.2734375,419,401.3785,2095000,61.09,419,614.9283,61.57
-98166.2109375,420,460.2367,2100000,64.63,420,632.5463,64.05
-98935.8046875,421,593.3207,2105000,60.08,421,662.2057,60.22
-99054.109375,422,518.7294,2110000,58.64,422,646.3386,61.24
-98985.75,423,585.9248,2115000,63.05,423,683.5765,63.26
-98991.4375,424,553.3871,2120000,60.82,424,681.1135,61.53
-98999.265625,425,742.4431,2125000,63.81,425,673.1629,63.83
-98901.953125,426,756.1009,2130000,64.47,426,672.9984,64.57
-98917.0625,427,688.7319,2135000,65.3,427,674.5616,64.95
-98534.171875,428,523.4895,2140000,62.28,428,690.7785,61.9
-99165.25,429,605.4924,2145000,61.18,429,702.8601,60.63
-99282.1328125,430,678.9351,2150000,60.44,430,703.4459,59.81
-98978.28125,431,502.507,2155000,58.1,431,685.3129,58.8
-99210.5078125,432,689.0014,2160000,60.48,432,689.9687,60.08
-99223.28125,433,704.6073,2165000,61.34,433,708.318,61.46
-98833.328125,434,572.5118,2170000,59.68,434,668.7483,59.89
-98435.4296875,435,621.5271,2175000,61.34,435,683.661,61.39
-99215.2109375,436,643.6142,2180000,64.89,436,677.8255,64.41
-99209.4921875,437,663.761,2185000,63.03,437,680.729,62.65
-99222.6171875,438,879.3568,2190000,59.73,438,695.4798,59.76
-99410.8515625,439,791.0046,2195000,62.45,439,692.7988,62.58
-99459.3203125,440,690.1253,2200000,62.02,440,709.0454,61.91
-99514.8828125,441,851.087,2205000,63.99,441,715.1176,63.36
-99549.453125,442,718.1252,2210000,63.11,442,715.988,62.88
-99553.5703125,443,818.7744,2215000,62.88,443,724.6511,62.98
-99540.4765625,444,792.773,2220000,64.66,444,710.7633,64.69
-99476.3828125,445,849.0069,2225000,61.77,445,704.7057,61.47
-99431.9921875,446,599.4065,2230000,62.44,446,705.797,62.43
-99503.9140625,447,660.0086,2235000,61.96,447,723.5154,62.04
-99485.1484375,448,648.329,2240000,59.26,448,706.658,59.75
-99505.84375,449,984.2791,2245000,63.49,449,711.6433,63.55
-99418.9453125,450,1108.7191,2250000,62.22,450,714.0893,61.61
-99507.7734375,451,960.0077,2255000,58.72,451,714.0887,58.89
-99496.3984375,452,1058.178,2260000,60.11,452,708.4267,60.47
-99537.0078125,453,1128.4421,2265000,62.8,453,716.9368,62.79
-99500.140625,454,1047.849,2270000,62.48,454,723.7932,62.16
-99517.96875,455,1015.9687,2275000,61.84,455,725.8205,62.59
-99495.90625,456,1100.1475,2280000,61.34,456,720.0695,61.6
-99460.3828125,457,1111.8701,2285000,63.05,457,733.0299,62.83
-99430.3515625,458,1207.256,2290000,61.48,458,726.5187,61.44
-99421.6953125,459,1233.7136,2295000,63.28,459,732.1977,63.23
-99260.703125,460,1306.7713,2300000,63.56,460,688.6509,63.25
-99335.859375,461,1279.5516,2305000,61.83,461,676.2408,62.3
-99275.9453125,462,1250.0163,2310000,61.86,462,638.299,61.91
-99357.921875,463,1142.6696,2315000,62.43,463,667.0021,62.79
-99239.5546875,464,1291.2738,2320000,64.45,464,669.2803,64.3
-99340.546875,465,1285.198,2325000,64.36,465,655.7576,64.15
-99379.265625,466,1048.787,2330000,64.77,466,654.6884,64.71
-99269.7734375,467,995.8707,2335000,64.98,467,671.5024,64.84
-99326.0546875,468,1072.6714,2340000,65.56,468,667.9371,65.3
-99187.25,469,1126.9536,2345000,65.46,469,656.96,65.17
-99267.1953125,470,1203.3218,2350000,65.3,470,681.0978,65.13
-99145.7890625,471,1039.5911,2355000,65.52,471,659.3301,65.2
-99124.625,472,1245.255,2360000,65.49,472,675.7949,64.87
-98899.5078125,473,1057.8286,2365000,65.5,473,678.6348,65.19
-99309.2890625,474,1300.9702,2370000,65.68,474,668.093,65.05
-99219.5234375,475,1141.6074,2375000,64.96,475,677.0432,64.77
-98427.890625,476,867.825,2380000,65.74,476,699.1381,64.85
-99012.4453125,477,941.9397,2385000,64.89,477,693.8847,64.51
-98856.5859375,478,845.9498,2390000,65.56,478,658.0395,65.39
-98925.6875,479,801.5211,2395000,65.6,479,684.7404,65.56
-99134.734375,480,887.6887,2400000,64.97,480,664.3936,65.06
-99298.28125,481,955.5971,2405000,63.0,481,695.8184,63.87
-99244.1328125,482,966.0725,2410000,65.91,482,675.7402,65.8
-99321.015625,483,1138.6449,2415000,66.4,483,685.0147,65.44
-99397.375,484,1187.149,2420000,65.99,484,706.7058,65.81
-99291.328125,485,1197.7172,2425000,66.91,485,653.2688,66.84
-99363.9765625,486,1223.1967,2430000,65.23,486,638.5055,65.61
-99333.59375,487,1242.0643,2435000,65.81,487,677.7982,64.97
-99400.8125,488,1176.6301,2440000,64.09,488,649.9618,64.49
-99384.015625,489,1207.4357,2445000,63.73,489,683.8148,63.83
-99428.0234375,490,1173.23,2450000,63.92,490,651.2212,64.24
-99442.1484375,491,1178.8569,2455000,65.71,491,656.0789,64.85
-99509.3828125,492,1200.4915,2460000,63.64,492,677.8233,63.42
-99420.4921875,493,1183.133,2465000,62.66,493,660.3142,63.52
-99478.5078125,494,1204.9287,2470000,61.29,494,670.1101,62.74
-99501.484375,495,1181.9975,2475000,61.41,495,690.4847,63.05
-99424.703125,496,1204.065,2480000,63.69,496,664.0326,64.15
-99385.6640625,497,1222.0419,2485000,61.25,497,661.6705,63.31
-99450.7109375,498,1197.9846,2490000,59.89,498,675.2628,61.15
-99414.4765625,499,1210.6256,2495000,61.29,499,675.8512,62.01
-99476.6328125,500,1203.995,2500000,60.41,500,700.8388,61.4
-99424.2265625,501,1186.9068,2505000,64.78,501,695.6908,64.45
-99530.875,502,1178.4738,2510000,60.06,502,703.8378,62.88
-99433.5390625,503,1192.7603,2515000,65.3,503,711.1279,64.06
-99528.4765625,504,1187.6055,2520000,61.48,504,706.056,61.95
-99550.4375,505,1157.1757,2525000,63.76,505,672.2874,63.8
-99375.7578125,506,1149.7728,2530000,65.42,506,662.27,64.55
-99571.2421875,507,1159.3905,2535000,62.53,507,704.171,64.19
-99487.171875,508,1155.6096,2540000,64.37,508,695.4918,64.42
-99553.859375,509,1166.8969,2545000,64.49,509,687.5249,64.0
-99553.9609375,510,1146.7138,2550000,64.83,510,692.6229,63.55
-99590.4609375,511,1155.025,2555000,64.66,511,722.0982,63.38
-99515.3828125,512,1170.0764,2560000,62.84,512,685.5656,63.06
-99515.515625,513,1144.4436,2565000,64.76,513,719.7698,63.78
-99429.625,514,1123.3408,2570000,62.86,514,673.7221,64.36
-99326.1953125,515,1135.4259,2575000,62.98,515,695.2851,63.53
-99353.046875,516,1136.6208,2580000,64.33,516,692.3872,63.93
-99522.2578125,517,1135.6231,2585000,61.39,517,715.2115,64.87
-99383.65625,518,1117.005,2590000,65.49,518,711.3616,64.25
-99523.6328125,519,1137.9659,2595000,64.5,519,710.5812,63.43
-99540.5546875,520,1124.4278,2600000,64.96,520,711.2293,65.09
-99562.7421875,521,1183.4619,2605000,61.03,521,724.2583,63.95
-99573.6796875,522,1110.7134,2610000,61.88,522,702.4166,62.44
-99593.015625,523,1136.4169,2615000,60.49,523,690.7007,62.9
-99630.5859375,524,1176.5184,2620000,61.17,524,717.9938,63.4
-99536.65625,525,1065.4987,2625000,61.41,525,688.3399,60.9
-99641.125,526,1163.6881,2630000,62.78,526,723.823,62.6
-99597.359375,527,1124.2282,2635000,63.16,527,705.2365,62.99
-99614.71875,528,1128.8463,2640000,62.8,528,732.4333,63.58
-99494.6953125,529,1169.7942,2645000,62.0,529,724.8721,62.36
-99477.8515625,530,1224.6076,2650000,60.04,530,729.397,63.39
-99461.75,531,1241.1018,2655000,59.8,531,735.537,60.69
-99387.8046875,532,1242.1614,2660000,64.32,532,716.9274,64.15
-99401.78125,533,1215.8114,2665000,64.18,533,717.7807,64.81
-99403.546875,534,1242.5989,2670000,63.83,534,727.7129,64.13
-99431.3984375,535,1238.9781,2675000,64.46,535,710.1393,64.1
-99190.8046875,536,954.472,2680000,62.75,536,667.9458,65.06
-99684.984375,537,1201.1656,2685000,65.2,537,718.07,64.3
-99754.7109375,538,1240.0189,2690000,62.94,538,741.2263,65.12
-99752.953125,539,1222.4337,2695000,67.95,539,723.8446,67.13
-99611.2734375,540,1180.8472,2700000,64.3,540,712.1476,64.25
-99354.546875,541,1171.1229,2705000,62.49,541,682.7036,63.12
-99541.6171875,542,1196.5501,2710000,61.44,542,709.6427,62.35
-99241.734375,543,1160.7925,2715000,63.37,543,633.2712,64.54
-99514.6328125,544,1240.3059,2720000,63.92,544,713.9859,62.83
-99481.4765625,545,1259.4316,2725000,66.89,545,724.1486,64.61
-99412.3203125,546,1206.4031,2730000,62.47,546,710.1403,63.39
-99560.5625,547,1219.7883,2735000,64.78,547,704.2997,63.63
-99523.890625,548,1203.7021,2740000,62.64,548,716.9339,62.85
-99568.6640625,549,1217.7235,2745000,60.28,549,708.0682,61.7
-99528.671875,550,1190.4862,2750000,62.9,550,700.3014,63.64
-99590.609375,551,1247.3965,2755000,63.92,551,719.7328,63.49
-99661.96875,552,1253.1065,2760000,64.25,552,699.7518,64.15
-99688.421875,553,1279.8644,2765000,64.05,553,704.612,63.67
-99623.796875,554,1269.5156,2770000,64.54,554,714.9045,64.32
-99581.7265625,555,1278.6824,2775000,63.05,555,721.7168,63.06
-99509.84375,556,1273.4341,2780000,62.76,556,718.2368,64.19
-99614.4375,557,1301.8952,2785000,63.7,557,731.614,63.95
-99567.3828125,558,1295.4943,2790000,64.54,558,731.9378,65.28
-99499.4296875,559,946.3418,2795000,68.24,559,740.5324,69.63
-99515.2890625,560,1105.1129,2800000,64.6,560,712.4439,67.01
-99488.2265625,561,1316.5626,2805000,64.36,561,699.0976,64.03
-99639.03125,562,910.5271,2810000,63.33,562,719.8406,64.49
-99660.3828125,563,1331.6859,2815000,64.92,563,716.4776,64.44
-99596.3515625,564,1334.6803,2820000,64.76,564,718.0217,66.24
-99652.6640625,565,1354.0825,2825000,64.22,565,722.5467,64.42
-98393.7734375,566,1242.9204,2830000,67.97,566,620.8876,65.58
-99542.8515625,567,1386.9004,2835000,62.94,567,726.7846,64.17
-99621.421875,568,1384.3651,2840000,62.85,568,718.9505,63.35
-99455.4140625,569,1415.2775,2845000,63.59,569,708.7878,63.17
-99530.7421875,570,1388.3156,2850000,64.34,570,718.6019,62.81
-99588.984375,571,1419.2124,2855000,62.68,571,725.9559,63.34
-99384.828125,572,1310.0741,2860000,62.59,572,685.6469,63.95
-99636.265625,573,1416.3902,2865000,64.58,573,721.6798,64.08
-99485.515625,574,1423.247,2870000,63.38,574,696.2488,63.81
-99685.765625,575,1430.9693,2875000,63.95,575,717.7856,64.2
-99679.671875,576,1411.3412,2880000,62.28,576,715.8624,62.49
-99679.9921875,577,1429.6691,2885000,63.56,577,735.7634,63.44
-99673.890625,578,1441.3989,2890000,63.19,578,722.7491,62.59
-99678.7734375,579,1463.5138,2895000,62.39,579,732.6037,62.89
-99501.421875,580,1326.6917,2900000,65.14,580,718.0996,64.17
-99668.484375,581,1444.1628,2905000,62.65,581,726.2831,62.4
-99620.3984375,582,1476.2059,2910000,64.07,582,728.0293,64.01
-99625.625,583,1369.4221,2915000,63.57,583,720.9676,63.56
-99656.84375,584,1481.2234,2920000,64.65,584,736.771,64.49
-99744.46875,585,1211.4924,2925000,63.26,585,742.7917,64.59
-99722.1171875,586,1095.6942,2930000,65.76,586,732.7398,65.71
-99731.4609375,587,927.0174,2935000,63.78,587,735.6328,63.68
-99727.6328125,588,781.8037,2940000,65.13,588,734.3021,65.05
-99716.921875,589,755.6247,2945000,65.44,589,725.6112,65.16
-99570.921875,590,823.0095,2950000,63.9,590,730.7123,64.12
-99688.96875,591,990.2193,2955000,65.78,591,742.9638,65.53
-99581.234375,592,791.9119,2960000,64.97,592,737.5929,64.73
-99670.828125,593,656.3154,2965000,64.08,593,739.4305,65.05
-99651.3359375,594,828.7297,2970000,64.84,594,735.6117,64.74
-99641.3671875,595,1487.0902,2975000,65.48,595,741.3038,65.53
-99626.40625,596,1376.2297,2980000,62.75,596,743.982,62.88
-99615.2734375,597,1068.7428,2985000,62.53,597,728.9124,62.81
-99590.0625,598,999.9634,2990000,64.34,598,726.7261,63.95
-99655.3203125,599,1052.502,2995000,64.17,599,742.289,64.02
