Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Env Steps,Reward Loss,Running Forward KL
136.8841,4995.1,5139.59,119,119,595000,-9325.7744140625,326.17
142.3502,4869.35,5336.42,120,120,600000,-10921.548828125,335.274
132.052,5044.89,4992.61,121,121,605000,-10106.037109375,323.899
146.3868,4390.51,4299.92,122,122,610000,-10440.087890625,331.6465
141.3366,4748.87,5379.57,123,123,615000,-10249.806640625,327.9404
149.6042,5187.74,5240.99,124,124,620000,-10401.109375,335.9353
134.7505,4843.51,4843.95,125,125,625000,-10315.744140625,326.1628
146.2121,4899.03,5229.1,126,126,630000,-11200.05078125,330.2332
135.5174,4824.87,5246.26,127,127,635000,-11368.7822265625,325.9652
143.894,5356.48,5437.74,128,128,640000,-11502.833984375,329.6352
144.2047,5153.95,5274.54,129,129,645000,-11342.7373046875,331.9933
132.6158,5243.89,5173.94,130,130,650000,-11199.1923828125,322.8812
139.5252,5234.38,5259.0,131,131,655000,-11501.6767578125,324.8421
146.5941,5173.56,5448.55,132,132,660000,-11735.287109375,322.7275
145.0878,5324.24,5442.67,133,133,665000,-12364.94140625,332.5535
149.4714,4566.46,4748.12,134,134,670000,-11551.0576171875,326.9393
148.0766,5147.76,5268.57,135,135,675000,-12331.314453125,326.6006
159.781,5146.58,4765.64,136,136,680000,-12225.158203125,342.6657
141.8736,5327.02,5295.22,137,137,685000,-12488.0625,327.022
139.513,5195.72,5217.3,138,138,690000,-12258.0546875,321.9059
142.8078,4471.25,5016.3,139,139,695000,-12397.060546875,329.8722
138.9932,5320.23,5471.64,140,140,700000,-12746.1494140625,314.977
146.8013,4636.75,5171.92,141,141,705000,-13152.8681640625,329.3361
138.9819,5280.25,5032.13,142,142,710000,-12968.7998046875,322.6192
140.5579,5260.48,4984.71,143,143,715000,-13067.8193359375,324.0116
153.9944,3190.83,2983.05,144,144,720000,-13561.4619140625,333.7219
156.5144,4607.29,3381.94,145,145,725000,-13539.9677734375,332.2009
151.2654,5076.35,3620.68,146,146,730000,-13840.01171875,334.2539
157.7535,5270.69,5207.64,147,147,735000,-14122.3935546875,330.3327
144.211,5018.66,5173.01,148,148,740000,-13954.01171875,334.046
144.8486,4794.98,5137.82,149,149,745000,-13935.1796875,327.2827
154.9173,4971.43,5169.67,150,150,750000,-14338.849609375,330.7945
161.477,4670.0,4873.91,151,151,755000,-14267.01953125,342.0569
136.5295,4920.76,4303.22,152,152,760000,-14275.955078125,324.7465
150.7606,5081.77,4958.24,153,153,765000,-14465.712890625,330.1099
154.2873,4829.66,4842.07,154,154,770000,-14925.55078125,327.2582
144.4263,5202.2,5224.9,155,155,775000,-14686.630859375,327.5579
141.9423,4826.45,5306.09,156,156,780000,-14769.87890625,327.6656
128.0769,4756.11,5157.4,157,157,785000,-14730.38671875,318.6384
144.3985,5051.95,5408.42,158,158,790000,-15472.0537109375,328.7181
148.5427,4979.86,5394.27,159,159,795000,-15338.95703125,325.7485
145.0423,5355.16,5238.83,160,160,800000,-15289.4208984375,330.8115
149.5304,5113.57,5085.81,161,161,805000,-15424.3544921875,332.4569
146.3871,4718.06,5410.01,162,162,810000,-15299.892578125,332.6525
142.4448,5106.9,5238.3,163,163,815000,-15328.2265625,325.7646
137.1805,4798.79,4950.26,164,164,820000,-15512.6630859375,326.4333
151.7596,5304.76,5392.91,165,165,825000,-16120.8193359375,332.0219
142.2237,5127.49,5357.78,166,166,830000,-15691.8642578125,329.2388
131.4579,5304.92,5434.99,167,167,835000,-15278.71484375,326.3093
125.1446,4656.59,5313.09,168,168,840000,-15914.5595703125,325.5394
135.6357,5291.59,5415.08,169,169,845000,-15949.376953125,324.5281
136.3705,4496.31,5494.53,170,170,850000,-15579.7548828125,320.1617
136.0701,5377.32,5455.03,171,171,855000,-15874.8798828125,320.602
132.2756,5056.86,5427.98,172,172,860000,-16255.798828125,326.2092
137.463,5327.73,5482.04,173,173,865000,-16528.048828125,326.9488
140.7276,5007.87,5203.84,174,174,870000,-15799.6767578125,325.7171
133.8789,5243.75,5440.06,175,175,875000,-16600.77734375,325.2386
130.1055,5223.47,5448.51,176,176,880000,-16442.794921875,324.5062
137.7453,4640.74,5502.61,177,177,885000,-16457.8046875,328.6104
132.4521,5278.42,5243.57,178,178,890000,-16590.81640625,330.8768
135.127,4929.39,5345.25,179,179,895000,-16498.033203125,327.9551
152.7974,4100.72,4544.51,180,180,900000,-16215.900390625,337.032
138.0858,4651.66,5354.3,181,181,905000,-16595.00390625,331.4626
131.0341,5267.66,5273.41,182,182,910000,-16688.533203125,323.4948
126.5723,5167.18,5082.82,183,183,915000,-16898.248046875,327.894
130.499,5320.1,5490.6,184,184,920000,-16869.517578125,323.6091
129.5963,5245.48,5504.98,185,185,925000,-16978.529296875,322.2289
127.246,5249.19,5527.72,186,186,930000,-16516.490234375,324.6708
123.7336,4958.8,5310.29,187,187,935000,-16813.109375,325.8155
135.7548,5159.92,5294.39,188,188,940000,-16902.16015625,324.964
127.6231,4886.4,5183.41,189,189,945000,-16945.43359375,322.1661
136.7765,5299.75,5518.53,190,190,950000,-17339.4921875,324.1308
129.7047,5116.03,5464.66,191,191,955000,-17128.970703125,323.2436
127.6009,4431.43,5544.56,192,192,960000,-16926.150390625,327.8446
136.7014,5009.03,5270.33,193,193,965000,-16962.4375,321.9473
130.4632,5314.37,5443.4,194,194,970000,-17537.734375,319.65
123.914,5062.76,5500.76,195,195,975000,-17321.96875,316.8132
134.4222,4984.64,5496.14,196,196,980000,-17140.205078125,331.9255
141.4967,4822.99,5244.21,197,197,985000,-17037.650390625,332.6429
126.8502,4815.52,5460.28,198,198,990000,-16937.689453125,320.2493
123.7958,5260.52,5267.68,199,199,995000,-17075.083984375,324.9757
134.9967,5325.99,5524.69,200,200,1000000,-17330.623046875,325.5764
124.0447,5261.61,4919.26,201,201,1005000,-17402.66015625,322.8757
131.4591,5269.21,5454.54,202,202,1010000,-17800.90234375,324.778
131.5784,5125.5,5484.3,203,203,1015000,-17463.654296875,324.8822
126.5013,5210.26,5485.08,204,204,1020000,-17560.666015625,321.0313
134.2092,4808.86,5468.14,205,205,1025000,-17264.896484375,325.8805
137.2775,4342.46,5571.91,206,206,1030000,-17321.75,324.7377
125.1679,5243.64,5450.8,207,207,1035000,-17563.970703125,321.5672
133.2475,5047.14,5297.1,208,208,1040000,-17502.201171875,318.9494
144.8292,4451.71,4595.89,209,209,1045000,-17292.748046875,330.1929
136.3745,5301.61,5538.56,210,210,1050000,-17802.189453125,329.4611
138.0955,4727.28,4331.26,211,211,1055000,-17658.025390625,328.9686
136.0396,4915.04,5504.01,212,212,1060000,-17377.140625,325.4743
139.1588,5214.08,4669.09,213,213,1065000,-17721.2421875,330.3481
173.1168,4743.02,4515.81,214,214,1070000,-17136.388671875,334.8381
147.5598,4157.03,5413.7,215,215,1075000,-17434.330078125,333.8805
142.8352,4246.47,4171.22,216,216,1080000,-17138.66796875,331.7476
167.3321,4247.52,4861.61,217,217,1085000,-17395.955078125,338.4177
187.0684,3179.69,3476.83,218,218,1090000,-16643.197265625,351.8936
143.9569,4520.66,5472.24,219,219,1095000,-17482.26953125,336.042
156.1297,3399.84,4820.76,220,220,1100000,-17080.498046875,337.469
140.9387,4922.6,3799.45,221,221,1105000,-17360.814453125,333.9053
168.3306,3547.55,4683.29,222,222,1110000,-17080.3984375,348.452
160.8907,4470.87,5447.73,223,223,1115000,-17689.083984375,334.8022
145.5898,5006.14,4937.18,224,224,1120000,-17460.490234375,332.993
171.5,4754.57,1997.67,225,225,1125000,-16877.46875,349.5261
151.3084,4660.24,3397.54,226,226,1130000,-17636.611328125,344.8515
167.4654,4199.45,748.55,227,227,1135000,-17474.5546875,351.3359
164.1195,3587.63,3069.02,228,228,1140000,-17160.52734375,349.7314
133.2537,3802.08,2843.4,229,229,1145000,-17795.90625,332.7195
128.8222,4283.55,4467.36,230,230,1150000,-17888.904296875,325.2147
132.1446,3991.34,1582.74,231,231,1155000,-18291.392578125,329.5467
119.9702,4309.79,4723.54,232,232,1160000,-18338.64453125,327.9955
130.1518,5236.37,5403.66,233,233,1165000,-18262.251953125,328.6269
186.0581,3521.39,3431.43,234,234,1170000,-16916.294921875,362.8941
142.1722,4190.43,4809.14,235,235,1175000,-18283.73046875,337.7082
153.0533,3918.29,3840.07,236,236,1180000,-17749.4765625,340.6267
151.2277,3724.65,4491.44,237,237,1185000,-18519.81640625,332.6206
208.6099,1026.86,2941.63,238,238,1190000,-15812.5625,371.5887
204.4062,2308.45,3752.4,239,239,1195000,-16584.2890625,358.2788
247.021,2334.83,2202.03,240,240,1200000,-14748.3291015625,396.1516
319.4245,1439.98,986.28,241,241,1205000,-13600.76953125,378.3544
232.047,2020.02,1026.21,242,242,1210000,-12976.330078125,419.7158
184.4538,2803.37,2793.68,243,243,1215000,-15032.38671875,363.6297
223.7206,1785.59,1049.41,244,244,1220000,-14253.8837890625,376.4511
137.3644,2761.61,3518.28,245,245,1225000,-17436.23046875,322.7372
204.8219,1107.37,880.67,246,246,1230000,-13831.6962890625,383.0268
181.885,1487.07,1372.99,247,247,1235000,-15014.87890625,347.6213
210.3256,1217.12,896.2,248,248,1240000,-14434.5419921875,376.4139
237.5328,1444.16,1032.35,249,249,1245000,-13476.125,398.0093
250.9243,480.23,309.6,250,250,1250000,-12515.1591796875,421.3068
190.4075,2118.86,1170.16,251,251,1255000,-14323.34375,351.7612
235.5364,416.42,612.33,252,252,1260000,-14063.9951171875,375.843
158.9899,2263.54,2135.64,253,253,1265000,-15610.5966796875,326.4424
154.1722,3610.46,2441.4,254,254,1270000,-15429.041015625,326.3907
201.2314,3652.13,3828.52,255,255,1275000,-15117.7138671875,343.2846
166.4001,4089.31,4267.36,256,256,1280000,-16181.97265625,334.8082
195.5422,3199.64,4086.34,257,257,1285000,-15758.1728515625,350.8512
212.8301,1855.19,1646.1,258,258,1290000,-15959.5244140625,389.2586
265.1168,935.88,1151.53,259,259,1295000,-14268.8984375,435.6253
262.6406,602.35,847.69,260,260,1300000,-14882.173828125,442.3222
244.1081,1792.87,779.38,261,261,1305000,-15703.93359375,411.6905
213.5643,3009.94,2759.97,262,262,1310000,-17001.47265625,403.3376
198.0732,4035.06,4490.24,263,263,1315000,-18244.28515625,396.5266
383.5209,1487.28,1361.04,264,264,1320000,-14803.205078125,456.3139
360.1443,842.59,747.81,265,265,1325000,-14766.361328125,459.6927
299.9401,943.34,1281.09,266,266,1330000,-14695.4365234375,390.4001
604.2147,892.51,1090.81,267,267,1335000,-15245.1171875,408.2156
545.1599,1259.92,1269.22,268,268,1340000,-13886.158203125,391.4639
326.975,954.63,1236.04,269,269,1345000,-15238.1552734375,397.1379
342.6226,865.26,652.11,270,270,1350000,-16034.408203125,420.1997
454.1999,794.56,526.91,271,271,1355000,-14991.962890625,460.6019
391.2234,399.38,498.52,272,272,1360000,-16680.64453125,492.2753
459.6648,232.11,210.3,273,273,1365000,-17528.3125,508.9758
550.3799,235.15,234.06,274,274,1370000,-13139.4931640625,538.4731
444.5666,140.05,155.0,275,275,1375000,-13477.880859375,562.8257
1205.9327,138.62,133.85,276,276,1380000,-19007.4609375,662.1409
529.1918,103.88,90.6,277,277,1385000,-15077.5341796875,625.2457
649.6164,90.17,85.76,278,278,1390000,-12991.1044921875,668.6333
1168.3363,69.42,70.66,279,279,1395000,-16885.8828125,686.0143
546.9382,66.2,66.75,280,280,1400000,-15917.265625,662.8609
631.1289,68.46,68.15,281,281,1405000,-14930.0146484375,678.0773
763.8053,65.86,65.56,282,282,1410000,-16559.27734375,644.9409
1003.0075,66.62,65.11,283,283,1415000,-18491.806640625,701.7729
1076.4739,64.53,62.35,284,284,1420000,-18497.34765625,683.8002
1235.4488,65.99,67.28,285,285,1425000,-19161.42578125,704.1959
1142.9254,67.18,65.83,286,286,1430000,-19248.5234375,705.0843
1217.0949,93.4,85.92,287,287,1435000,-18157.673828125,640.4839
1565.7849,100.78,101.14,288,288,1440000,-19405.353515625,687.7997
1464.8115,75.43,74.93,289,289,1445000,-19056.748046875,678.8626
1369.0001,64.04,64.69,290,290,1450000,-18981.404296875,624.245
1613.3561,64.49,65.78,291,291,1455000,-19405.09375,735.1301
1615.5243,62.94,64.31,292,292,1460000,-19336.998046875,745.7439
1589.3708,64.11,64.73,293,293,1465000,-19525.419921875,758.3953
1398.6927,63.27,63.84,294,294,1470000,-19136.236328125,728.5788
1418.6957,64.2,63.72,295,295,1475000,-19536.244140625,739.1854
1408.9967,67.69,66.95,296,296,1480000,-19389.1875,729.8224
1228.5232,63.42,62.5,297,297,1485000,-19390.95703125,721.001
1060.8149,62.76,62.81,298,298,1490000,-19597.083984375,759.6901
918.7424,61.36,60.86,299,299,1495000,-19468.4296875,724.7584
1006.0208,67.63,67.05,300,300,1500000,-19412.685546875,711.9141
1181.7526,175.02,172.93,301,301,1505000,-17770.1640625,555.2094
945.7872,212.67,216.05,302,302,1510000,-17079.40625,554.5053
1241.5069,66.99,66.7,303,303,1515000,-18381.71484375,651.3201
1291.1851,143.25,141.01,304,304,1520000,-17889.69921875,645.2875
883.6411,102.3,110.77,305,305,1525000,-17763.31640625,660.7045
979.9243,60.92,60.52,306,306,1530000,-19104.8984375,697.7534
1487.2113,62.6,62.57,307,307,1535000,-19563.482421875,776.2695
616.172,309.09,374.3,308,308,1540000,-16924.19140625,534.993
914.2921,212.02,208.8,309,309,1545000,-17932.830078125,533.875
490.6696,269.68,267.85,310,310,1550000,-17247.947265625,527.2316
554.0252,213.83,213.31,311,311,1555000,-16347.4580078125,567.4817
875.138,203.15,202.57,312,312,1560000,-17863.345703125,542.3359
1325.7059,199.3,199.18,313,313,1565000,-18577.5078125,538.8928
1117.5549,278.72,275.55,314,314,1570000,-17829.119140625,590.2765
1595.5653,286.93,284.29,315,315,1575000,-19197.341796875,591.8305
1187.652,271.54,279.66,316,316,1580000,-18021.720703125,545.1394
1017.095,358.71,353.24,317,317,1585000,-17137.07421875,533.4194
573.6054,217.2,233.7,318,318,1590000,-15675.7607421875,507.5869
438.1693,413.29,377.53,319,319,1595000,-16110.583984375,471.8119
855.4309,300.51,276.74,320,320,1600000,-15985.994140625,524.1524
773.6728,155.82,158.81,321,321,1605000,-17875.40625,609.678
971.0485,213.52,235.84,322,322,1610000,-16945.568359375,532.9518
853.9201,124.48,126.39,323,323,1615000,-17589.06640625,677.7363
639.7066,302.61,290.56,324,324,1620000,-17319.16796875,514.7003
710.8978,349.49,323.79,325,325,1625000,-17814.810546875,510.7082
957.2113,424.37,416.42,326,326,1630000,-16601.18359375,501.6682
502.7237,233.29,213.76,327,327,1635000,-17983.95703125,544.598
1896.7121,291.95,307.33,328,328,1640000,-18074.103515625,518.6224
658.3103,114.16,125.72,329,329,1645000,-18590.060546875,694.8729
834.7287,97.72,111.54,330,330,1650000,-18596.5546875,670.5596
661.6446,170.99,125.94,331,331,1655000,-17751.349609375,574.1433
576.8285,72.8,74.95,332,332,1660000,-18028.875,663.7661
616.6752,60.4,60.73,333,333,1665000,-18884.28515625,660.5176
398.2159,66.33,65.06,334,334,1670000,-17847.193359375,654.5414
395.5683,59.64,59.86,335,335,1675000,-18258.396484375,676.9555
405.1018,62.35,61.86,336,336,1680000,-18396.431640625,666.5148
532.0748,64.23,64.41,337,337,1685000,-17152.634765625,662.871
389.9307,69.76,70.32,338,338,1690000,-17479.51953125,671.065
425.7924,73.48,75.98,339,339,1695000,-17423.765625,670.684
376.412,84.28,87.73,340,340,1700000,-17169.67578125,657.3902
362.3752,63.71,63.3,341,341,1705000,-18202.87109375,660.8442
703.9792,67.95,73.14,342,342,1710000,-18132.203125,659.2657
749.5466,64.87,63.42,343,343,1715000,-17259.140625,672.992
713.9171,64.43,64.4,344,344,1720000,-17976.564453125,666.2215
1392.3261,62.61,62.72,345,345,1725000,-17699.216796875,674.7741
632.3162,61.86,61.47,346,346,1730000,-18081.890625,673.6356
1593.1361,62.95,62.51,347,347,1735000,-17952.412109375,672.5039
367.3325,63.45,63.3,348,348,1740000,-17586.283203125,659.3793
1165.9965,64.97,64.78,349,349,1745000,-17477.658203125,670.9192
458.8581,63.45,63.24,350,350,1750000,-18461.638671875,658.8572
1203.2496,63.66,63.51,351,351,1755000,-18357.974609375,659.9468
319.3899,63.11,63.12,352,352,1760000,-18353.56640625,657.5717
654.1905,63.82,63.31,353,353,1765000,-18789.017578125,671.7486
1377.8872,63.52,63.66,354,354,1770000,-18959.328125,679.1759
620.6231,62.96,62.36,355,355,1775000,-18827.10546875,699.01
1893.7285,62.31,63.0,356,356,1780000,-19013.65234375,688.1597
687.0983,62.36,62.14,357,357,1785000,-18947.501953125,662.647
1314.5984,62.54,63.17,358,358,1790000,-18956.87109375,686.1421
2061.3315,62.19,62.04,359,359,1795000,-19305.97265625,669.3312
1073.9047,61.68,62.0,360,360,1800000,-19256.94140625,671.2612
858.8282,60.54,61.04,361,361,1805000,-18837.208984375,648.0045
1231.6192,58.69,59.02,362,362,1810000,-19144.306640625,659.6226
1007.9579,60.23,60.04,363,363,1815000,-18971.296875,652.0639
960.5934,60.3,60.46,364,364,1820000,-19267.650390625,667.8934
389.9307,62.63,62.1,365,365,1825000,-19297.3671875,670.3215
1386.3883,61.7,61.85,366,366,1830000,-19368.337890625,671.3463
324.3881,62.26,62.02,367,367,1835000,-18785.86328125,626.407
679.1044,61.7,61.89,368,368,1840000,-19077.28125,647.371
312.4247,61.56,61.22,369,369,1845000,-18687.359375,620.434
302.161,60.62,60.58,370,370,1850000,-18694.3515625,627.3693
321.1601,60.77,60.72,371,371,1855000,-18290.763671875,619.651
316.5291,60.8,60.78,372,372,1860000,-18750.64453125,600.5894
439.7603,61.34,61.09,373,373,1865000,-18384.927734375,624.515
359.1768,62.43,62.36,374,374,1870000,-18615.181640625,653.6837
315.8565,61.43,61.38,375,375,1875000,-18248.39453125,635.9707
468.7692,60.48,60.47,376,376,1880000,-18726.673828125,621.2105
343.7959,61.23,61.54,377,377,1885000,-18799.484375,624.3433
327.9002,60.43,59.91,378,378,1890000,-18659.94140625,624.9774
318.2166,62.31,62.3,379,379,1895000,-18704.9140625,630.2318
346.0839,62.06,62.05,380,380,1900000,-18698.0625,614.3473
333.8206,62.57,62.58,381,381,1905000,-18609.091796875,624.6359
433.1838,62.25,62.26,382,382,1910000,-18783.6328125,612.2764
485.6957,62.67,62.64,383,383,1915000,-19015.93359375,664.5157
334.5742,62.37,62.37,384,384,1920000,-18804.455078125,607.3559
364.5291,62.4,62.47,385,385,1925000,-19072.453125,627.4548
363.6909,62.24,62.24,386,386,1930000,-19105.4453125,600.6743
385.9721,62.65,62.66,387,387,1935000,-18950.51171875,632.4092
375.5093,62.7,62.79,388,388,1940000,-19213.107421875,631.1778
452.3886,61.97,61.87,389,389,1945000,-19181.798828125,606.6428
554.1179,61.71,61.83,390,390,1950000,-19163.5546875,629.3865
694.0726,62.35,62.41,391,391,1955000,-19428.564453125,665.7893
1775.0592,62.63,62.62,392,392,1960000,-19358.265625,633.2011
358.6477,61.84,61.9,393,393,1965000,-19351.998046875,634.5129
349.6932,62.99,62.98,394,394,1970000,-19153.966796875,605.3634
508.3356,63.11,63.1,395,395,1975000,-19229.9921875,630.4339
514.8494,62.88,62.88,396,396,1980000,-19458.072265625,630.0224
510.8919,63.07,63.07,397,397,1985000,-19538.07421875,668.7042
473.2414,62.73,62.73,398,398,1990000,-19367.80859375,650.8372
