Real Det Return,Real Sto Return,Running Reverse KL,Itration,Running Forward KL
5724.64,5222.96,77.2642,168,85.2324
5558.28,4479.65,71.9338,169,85.946
5734.77,5260.97,68.106,170,76.1166
5693.36,5045.06,68.1168,171,85.2224
5682.09,5368.37,69.5681,172,83.7084
5594.03,4823.53,66.2869,173,79.9402
5551.51,5369.44,72.996,174,83.1779
5552.93,4841.12,69.7693,175,85.8544
5338.75,4621.08,70.7374,176,83.3981
5862.96,5199.25,68.6546,177,83.1366
5691.26,4981.27,74.7081,178,85.6629
5628.59,5303.35,74.4524,179,88.5893
5373.01,4414.16,70.1911,180,75.238
5628.99,5005.62,74.3894,181,84.4295
5615.85,5190.64,80.7131,182,90.1099
5128.05,3561.02,70.7304,183,76.0497
5330.77,4665.52,67.1151,184,82.3339
5711.85,5141.25,75.633,185,88.4564
5898.84,5199.7,74.3152,186,84.2989
5367.79,5036.07,72.5673,187,86.7098
5923.64,5324.65,69.0368,188,82.3821
5774.85,5099.84,64.5952,189,73.683
5221.22,4642.27,78.0529,190,86.7034
5365.04,4512.15,71.6019,191,83.9555
5757.38,4494.74,62.2524,192,73.6758
5762.54,5338.23,77.6381,193,88.1334
5884.3,5465.05,71.5108,194,82.1436
5732.31,5125.6,70.8695,195,77.0374
5742.3,4993.54,70.913,196,82.9883
5848.78,5392.63,69.7226,197,82.6472
5958.89,5522.06,69.1972,198,81.9618
5753.96,5404.01,66.2173,199,79.198
5871.34,5379.77,66.3688,200,80.2094
5612.47,5168.39,70.6732,201,81.0736
5726.9,4996.74,66.8273,202,79.6246
5827.52,5071.47,70.5102,203,81.1209
5896.7,4875.38,70.4807,204,81.5899
5969.39,5585.16,65.5162,205,73.9636
5921.68,5459.58,71.7525,206,83.4044
5575.23,5118.87,71.1138,207,83.9152
5974.0,5509.13,67.599,208,83.8012
5829.85,5231.54,65.0406,209,75.9781
5660.47,5530.37,72.373,210,82.9852
5964.37,5446.38,75.2272,211,86.5936
5856.37,5591.29,71.2699,212,82.7462
5940.42,5220.98,68.3373,213,82.4133
6006.91,5307.11,70.3187,214,81.9255
5931.15,5261.17,71.7557,215,83.4247
6045.32,5054.96,71.0501,216,83.1391
5742.73,5322.78,70.4552,217,83.1933
5962.39,5299.25,71.8638,218,76.7406
5931.19,5285.21,73.2361,219,84.1335
5996.86,5541.53,75.7049,220,84.5603
5948.92,5441.56,65.3258,221,75.069
5966.91,5601.84,69.5527,222,76.2387
5969.33,5337.97,73.361,223,82.0827
5702.97,5549.26,74.876,224,84.8671
5954.56,5602.13,73.6481,225,81.6906
5808.73,5451.55,74.3633,226,84.2316
6035.68,5670.15,74.2593,227,84.2067
5949.3,5553.06,74.3473,228,84.1285
6161.4,5507.81,74.7925,229,85.1392
5898.99,5606.13,76.675,230,83.4063
6058.08,5208.83,69.3588,231,77.3038
6069.95,5129.34,73.1936,232,84.892
6010.1,5519.97,75.0628,233,83.2431
6089.53,5687.84,73.1381,234,78.3116
5998.46,5656.67,69.7354,235,82.5445
6036.61,5533.48,73.5958,236,85.0663
6046.24,5734.47,76.2242,237,85.5461
5975.75,5524.14,72.7957,238,81.3941
5918.66,5639.16,70.0324,239,82.5252
6112.36,5713.29,67.02,240,77.7002
6136.53,5763.24,75.8208,241,84.9478
6105.91,5344.77,72.4724,242,84.818
6131.98,5494.32,72.4384,243,84.1764
6181.36,5770.76,74.333,244,84.6847
5949.18,5588.13,75.0241,245,84.4573
6172.09,5545.49,75.3864,246,84.6081
6035.84,5389.47,71.369,247,83.7327
6072.1,5696.82,74.7189,248,85.4072
6126.36,5335.21,70.3478,249,82.1581
5751.48,5518.35,72.4795,250,82.2566
6082.94,5448.2,73.6582,251,83.5867
6187.23,5564.64,69.6871,252,82.5869
6116.76,5669.93,72.8953,253,82.4297
6193.92,5617.5,69.1836,254,81.6355
6214.93,5419.76,69.8816,255,81.276
5947.64,5413.15,67.8464,256,79.9089
5893.6,5729.99,68.5905,257,79.4813
5922.69,5451.9,59.6707,258,71.8911
6120.97,5419.12,70.0253,259,81.1037
6102.82,5704.24,69.6508,260,79.1389
6053.77,5592.29,68.1906,261,79.9673
6219.26,5442.81,68.7655,262,79.8536
6000.66,5254.24,68.6309,263,80.9599
5889.31,5625.83,65.6838,264,79.3719
5696.35,5493.88,68.2524,265,82.2126
6143.69,5237.75,66.8766,266,79.7505
6120.01,5376.19,66.6435,267,79.0301
6295.91,5016.36,65.6859,268,78.702
5882.31,5605.82,68.3423,269,81.5638
6138.68,5408.1,72.0419,270,80.0323
5300.43,5412.51,59.2776,271,73.1306
6215.07,5665.84,68.9322,272,80.6484
5750.58,5480.23,67.3753,273,80.6282
6130.3,5621.2,59.4771,274,72.041
5877.17,5635.58,65.0012,275,80.1034
6012.69,5124.96,72.5014,276,81.4831
5875.25,4877.11,66.6634,277,78.4958
6103.48,5648.46,71.1789,278,82.724
5657.47,5315.81,72.411,279,81.9855
6082.83,5420.8,66.9831,280,79.9716
5664.32,4798.83,69.3388,281,80.6342
6243.68,5615.78,68.4507,282,79.546
5997.26,5010.58,62.4548,283,73.6689
6127.8,5068.5,64.3089,284,78.3639
6149.89,5706.68,72.2826,285,80.9847
6241.55,5684.93,66.1969,286,80.0766
6206.14,5562.32,69.6958,287,79.1196
6323.1,5566.32,63.4703,288,75.3712
5131.39,5032.19,68.322,289,79.754
6153.54,5672.41,72.7469,290,82.0033
6252.32,5453.19,57.2904,291,71.6173
6166.8,4921.74,63.4448,292,74.6167
6013.32,4992.46,69.0251,293,79.7676
6113.7,5428.43,67.0783,294,77.2175
6216.9,5572.41,69.5451,295,78.9443
5356.52,5384.18,69.265,296,79.4639
5804.52,5246.69,62.8069,297,73.6462
6242.2,5636.87,70.9691,298,81.0224
5933.05,4995.46,69.5229,299,79.701
6060.95,5545.68,69.9794,300,80.3194
6214.3,5561.0,60.5301,301,72.5877
6186.42,5496.99,70.3133,302,82.4583
6125.31,5548.33,66.2827,303,74.8732
6195.18,5411.67,70.0851,304,80.1513
6058.3,5109.3,63.5583,305,73.776
6252.9,5398.19,73.432,306,82.2288
6301.67,5832.21,71.4863,307,82.2353
5986.79,5276.35,72.7543,308,84.5211
6108.5,5234.4,69.7948,309,81.1314
6280.66,5381.82,61.0587,310,72.8173
6228.13,5016.47,72.7473,311,80.7641
6112.62,5305.5,68.7277,312,77.2648
6021.25,5670.72,70.0609,313,81.4822
6101.13,5372.23,74.3156,314,83.1701
6303.86,5662.52,67.1053,315,75.1238
5789.71,5273.66,72.662,316,84.3589
6100.12,5311.56,77.3634,317,82.4092
6199.18,5448.57,73.9596,318,83.6134
6041.53,4957.95,74.1846,319,83.1851
6353.52,5028.82,73.7366,320,83.7472
6140.12,5289.39,79.3075,321,86.0637
5964.68,5586.61,76.2527,322,87.9742
5676.91,5340.28,73.1487,323,84.0163
5984.21,5416.47,66.4711,324,75.5705
6011.0,5836.95,71.5169,325,84.5725
6030.84,4854.67,74.5745,326,87.3934
5951.81,4642.24,62.7613,327,74.396
6310.25,5380.85,72.0341,328,81.8921
6339.81,5255.49,71.3647,329,84.8736
6121.76,4862.66,65.3253,330,78.1647
6371.27,5634.89,69.0526,331,83.8236
6197.87,5168.79,68.9034,332,83.0255
5650.53,5471.23,53.0496,333,70.5389
5964.71,5032.84,73.8843,334,84.6431
6321.43,5096.85,68.511,335,84.827
6044.34,5251.6,63.3364,336,75.0089
6089.27,4824.39,66.6415,337,83.1768
5458.24,5397.33,71.2028,338,83.8247
