Running Reverse KL,Itration,Running Update Time,Reward Loss,Running Forward KL,Real Sto Return,Running Env Steps,Real Det Return
15.8851,72,72,-2042.3934326171875,157.0851,1749.12,360000,2108.56
15.8111,73,73,-2070.102294921875,157.2485,1690.96,365000,1922.37
16.5544,74,74,-2100.276611328125,157.1527,1783.49,370000,2127.69
15.7366,75,75,-2135.526123046875,157.3083,1713.64,375000,2027.15
15.9107,76,76,-2174.860595703125,157.1469,1696.9,380000,2046.32
15.8691,77,77,-2200.17529296875,157.0785,1709.37,385000,2038.58
15.8684,78,78,-2237.64501953125,156.9564,1745.14,390000,2051.4
16.0045,79,79,-2263.1318359375,157.159,1722.63,395000,2095.14
15.8729,80,80,-2293.2607421875,157.0377,1752.54,400000,2154.4
15.8945,81,81,-2330.385009765625,157.0584,1747.52,405000,2123.88
15.6659,82,82,-2349.93798828125,156.8128,1723.52,410000,2063.45
15.9631,83,83,-2400.981689453125,157.0486,1782.34,415000,2109.84
15.6162,84,84,-2432.63525390625,157.1409,1732.38,420000,2081.28
15.8466,85,85,-2475.100830078125,157.0917,1772.63,425000,2147.83
15.9114,86,86,-2502.470703125,156.8236,1809.91,430000,2177.15
16.2452,87,87,-2540.7392578125,157.1119,1806.36,435000,2156.47
15.9522,88,88,-2572.244140625,157.009,1777.47,440000,2164.67
15.9192,89,89,-2606.965087890625,157.0011,1776.16,445000,2130.19
15.8255,90,90,-2637.793701171875,157.1183,1752.84,450000,2122.21
15.5486,91,91,-2676.811279296875,157.1692,1749.62,455000,2085.58
16.1392,92,92,-2719.544921875,157.3406,1758.74,460000,2140.43
15.8847,93,93,-2758.669677734375,156.9907,1789.02,465000,2161.52
15.7023,94,94,-2784.67724609375,156.8536,1797.75,470000,2167.13
16.0683,95,95,-2816.4501953125,157.0916,1807.21,475000,2172.96
15.9174,96,96,-2858.5400390625,156.9427,1767.92,480000,2049.21
15.8415,97,97,-2904.0888671875,157.0267,1784.96,485000,2097.52
15.7021,98,98,-2928.478515625,157.0281,1746.43,490000,2152.35
15.897,99,99,-2966.20556640625,157.133,1790.3,495000,2132.88
15.9804,100,100,-2991.301513671875,156.9497,1815.45,500000,2187.62
15.9028,101,101,-3035.24755859375,157.1453,1797.03,505000,2178.19
15.7895,102,102,-3060.996337890625,157.0433,1810.1,510000,2150.68
15.7047,103,103,-3106.4619140625,157.0281,1769.16,515000,2057.42
15.9627,104,104,-3152.300537109375,156.9793,1777.65,520000,2112.6
15.9341,105,105,-3178.754638671875,156.8203,1796.45,525000,2177.89
15.8585,106,106,-3209.782958984375,156.9502,1803.4,530000,2126.79
15.8373,107,107,-3275.68994140625,157.1624,1760.23,535000,2113.49
15.8128,108,108,-3286.254638671875,156.9721,1800.05,540000,2188.1
15.8575,109,109,-3330.78125,157.1013,1775.93,545000,2086.21
15.961,110,110,-3380.97119140625,157.0069,1806.79,550000,2157.09
15.7354,111,111,-3379.5615234375,156.8423,1833.45,555000,2140.56
15.8825,112,112,-3452.545166015625,157.0156,1805.06,560000,2164.73
15.9297,113,113,-3507.935546875,157.0306,1811.18,565000,2187.82
15.7489,114,114,-3525.50830078125,156.8044,1780.57,570000,2140.82
15.9861,115,115,-3549.015380859375,157.0214,1815.75,575000,2184.28
15.5948,116,116,-3584.191650390625,156.9138,1803.33,580000,2178.06
15.8938,117,117,-3657.24072265625,157.0541,1819.45,585000,2161.03
15.4918,118,118,-3670.874267578125,156.7,1827.83,590000,2188.9
15.5696,119,119,-3734.32763671875,157.1824,1805.69,595000,2156.72
15.7027,120,120,-3745.093994140625,156.9192,1813.0,600000,2174.01
15.5552,121,121,-3809.177001953125,156.9907,1797.82,605000,2210.53
15.6248,122,122,-3840.9970703125,156.9003,1793.93,610000,2148.4
15.702,123,123,-3901.374755859375,156.9918,1820.17,615000,2167.59
15.8684,124,124,-3927.57275390625,156.877,1847.13,620000,2181.64
15.9068,125,125,-3996.831298828125,157.0998,1811.0,625000,2193.2
15.6917,126,126,-3997.28662109375,156.9716,1804.17,630000,2139.7
16.0521,127,127,-4061.496826171875,156.9414,1835.98,635000,2203.25
15.899,128,128,-4103.30615234375,157.2057,1830.35,640000,2194.15
15.7307,129,129,-4150.7646484375,157.2263,1756.71,645000,2123.4
15.7151,130,130,-4153.82666015625,156.8448,1819.09,650000,2170.39
15.5809,131,131,-4201.32421875,156.9628,1783.0,655000,2092.89
15.649,132,132,-4253.1630859375,156.8823,1837.45,660000,2177.66
15.6374,133,133,-4315.3935546875,156.9856,1795.48,665000,2163.27
15.637,134,134,-4343.97509765625,156.8366,1816.73,670000,2164.04
15.6014,135,135,-4393.119140625,156.9956,1814.41,675000,2164.51
15.9063,136,136,-4412.27294921875,156.9843,1834.86,680000,2201.86
16.0119,137,137,-4479.66845703125,156.8434,1889.4,685000,2240.49
15.7756,138,138,-4483.0263671875,156.8773,1836.18,690000,2186.47
15.8989,139,139,-4580.26025390625,156.9322,1824.99,695000,2178.61
15.2289,140,140,-4611.86962890625,156.9228,1791.04,700000,2143.38
15.627,141,141,-4651.53173828125,156.7265,1805.13,705000,2165.61
15.4931,142,142,-4699.2880859375,156.9678,1820.4,710000,2154.17
15.7605,143,143,-4775.8515625,156.8441,1831.42,715000,2175.63
15.3883,144,144,-4793.38916015625,156.9333,1830.09,720000,2148.61
15.6843,145,145,-4841.8408203125,156.6652,1831.75,725000,2162.54
15.9017,146,146,-4880.17041015625,157.0411,1847.27,730000,2191.65
15.3224,147,147,-4957.59521484375,157.0087,1797.66,735000,2059.54
15.4732,148,148,-4977.44970703125,156.9768,1816.8,740000,2179.69
15.6037,149,149,-5016.47509765625,156.9462,1845.68,745000,2167.04
15.6739,150,150,-5088.857421875,157.0519,1835.03,750000,2165.79
15.3775,151,151,-5140.60791015625,157.0563,1834.52,755000,2226.88
15.4636,152,152,-5152.85693359375,156.8156,1819.87,760000,2177.47
15.9303,153,153,-5228.2001953125,156.9438,1869.14,765000,2233.97
15.5092,154,154,-5268.859375,156.8836,1858.85,770000,2201.31
15.5083,155,155,-5308.7353515625,156.8212,1815.61,775000,2200.67
15.6834,156,156,-5372.2490234375,156.7353,1861.38,780000,2215.16
15.4704,157,157,-5384.83642578125,156.8079,1807.62,785000,2155.86
15.6447,158,158,-5516.5693359375,156.9446,1826.64,790000,2175.78
15.8812,159,159,-5513.65771484375,156.7823,1870.53,795000,2229.02
15.9849,160,160,-5609.07763671875,157.1061,1870.79,800000,2228.07
15.5119,161,161,-5613.197265625,156.7596,1843.77,805000,2204.04
16.0203,162,162,-5687.32080078125,156.8179,1866.92,810000,2247.61
15.3872,163,163,-5719.59228515625,156.8437,1865.25,815000,2234.54
15.6508,164,164,-5800.53125,156.952,1833.74,820000,2165.28
15.5313,165,165,-5826.90771484375,156.9227,1871.36,825000,2221.85
15.4128,166,166,-5876.78173828125,156.9565,1848.24,830000,2217.38
15.4252,167,167,-5908.3564453125,156.837,1819.57,835000,2137.14
15.6542,168,168,-5969.37255859375,156.9008,1858.05,840000,2195.71
15.4708,169,169,-6048.66552734375,156.7807,1856.25,845000,2193.99
15.4748,170,170,-6043.22802734375,156.7501,1867.06,850000,2204.9
15.7265,171,171,-6133.5947265625,156.7793,1881.91,855000,2240.74
15.5986,172,172,-6203.27978515625,156.8455,1899.87,860000,2265.84
15.5807,173,173,-6269.83447265625,156.808,1855.93,865000,2248.74
15.4077,174,174,-6343.6015625,156.8108,1857.56,870000,2227.69
15.1751,175,175,-6346.73828125,156.8517,1818.99,875000,2198.68
15.4166,176,176,-6402.8896484375,156.7151,1846.68,880000,2182.74
15.3711,177,177,-6484.8984375,156.7736,1870.18,885000,2201.53
15.2495,178,178,-6507.2939453125,156.7378,1866.41,890000,2215.37
15.7971,179,179,-6560.541015625,156.7763,1872.06,895000,2247.04
15.419,180,180,-6561.22216796875,156.5932,1856.96,900000,2210.0
15.5538,181,181,-6676.6796875,156.8711,1876.37,905000,2228.91
15.7859,182,182,-6659.76416015625,156.9479,1883.54,910000,2233.62
15.4567,183,183,-6783.01904296875,156.8338,1860.59,915000,2231.99
15.3926,184,184,-6825.048828125,156.9566,1833.8,920000,2221.59
15.3599,185,185,-6800.1240234375,156.6521,1841.98,925000,2208.14
15.3795,186,186,-6853.30810546875,156.7436,1865.99,930000,2194.82
15.7003,187,187,-6887.751953125,156.798,1869.15,935000,2211.84
15.7154,188,188,-7033.3125,156.9102,1889.25,940000,2267.32
15.5588,189,189,-7004.63525390625,156.6993,1891.25,945000,2244.16
15.4734,190,190,-7123.259765625,156.9295,1879.48,950000,2202.27
15.5994,191,191,-7141.58447265625,156.8573,1820.7,955000,2193.91
15.6007,192,192,-7176.83056640625,156.9022,1901.54,960000,2271.85
15.6866,193,193,-7199.3251953125,156.6747,1869.09,965000,2213.71
15.7347,194,194,-7298.859375,156.7558,1891.8,970000,2230.0
15.4824,195,195,-7288.17138671875,156.8131,1890.94,975000,2230.45
15.3268,196,196,-7334.04736328125,156.639,1895.44,980000,2228.53
15.934,197,197,-7408.2509765625,156.6943,1905.13,985000,2233.53
15.5469,198,198,-7427.794921875,156.455,1870.93,990000,2220.3
15.4206,199,199,-7478.03271484375,156.6893,1887.12,995000,2253.52
15.5696,200,200,-7556.2451171875,156.627,1908.77,1000000,2271.41
15.5046,201,201,-7617.31787109375,156.6675,1899.59,1005000,2252.19
15.4786,202,202,-7687.52099609375,156.7477,1898.2,1010000,2258.11
15.2735,203,203,-7721.06982421875,156.7792,1887.95,1015000,2252.27
15.3859,204,204,-7790.361328125,156.9305,1868.24,1020000,2218.65
15.5014,205,205,-7834.3955078125,156.6902,1886.31,1025000,2245.21
15.4342,206,206,-7910.181640625,156.7746,1883.75,1030000,2210.09
15.4659,207,207,-7960.861328125,156.7338,1882.58,1035000,2225.63
15.4182,208,208,-7974.328125,156.7332,1901.44,1040000,2242.84
15.2534,209,209,-8043.5888671875,156.5515,1892.04,1045000,2206.43
15.464,210,210,-8115.10205078125,156.7177,1893.36,1050000,2229.74
15.4403,211,211,-8136.00146484375,156.8206,1880.28,1055000,2220.85
15.5872,212,212,-8221.580078125,156.8315,1900.03,1060000,2246.04
15.5475,213,213,-8243.4326171875,156.8112,1887.46,1065000,2229.94
15.576,214,214,-8291.013671875,156.6675,1894.26,1070000,2224.29
15.4972,215,215,-8338.1953125,156.7839,1906.69,1075000,2265.08
15.4973,216,216,-8355.5419921875,156.798,1878.52,1080000,2231.5
15.5366,217,217,-8380.1064453125,156.7572,1879.72,1085000,2220.72
15.6256,218,218,-8418.751953125,156.8687,1868.56,1090000,2196.71
15.6901,219,219,-8475.451171875,156.7089,1883.65,1095000,2239.36
15.5365,220,220,-8481.6103515625,156.7739,1886.83,1100000,2215.68
15.4869,221,221,-8529.986328125,156.8594,1880.69,1105000,2233.86
15.5307,222,222,-8528.2666015625,156.9668,1897.38,1110000,2256.54
15.6449,223,223,-8615.146484375,156.9887,1886.69,1115000,2237.55
15.4827,224,224,-8606.52734375,156.6088,1903.05,1120000,2255.59
15.6059,225,225,-8641.7109375,156.9055,1887.62,1125000,2195.07
15.4274,226,226,-8668.3291015625,156.6194,1859.8,1130000,2189.56
15.4435,227,227,-8703.1396484375,156.7454,1892.91,1135000,2223.52
15.4588,228,228,-8737.8486328125,156.8446,1883.53,1140000,2201.56
15.4786,229,229,-8759.4619140625,156.7008,1882.31,1145000,2221.18
15.5487,230,230,-8796.1845703125,156.7891,1878.4,1150000,2194.01
15.3961,231,231,-8809.2744140625,156.8206,1854.31,1155000,2185.19
15.3969,232,232,-8850.0634765625,156.8222,1877.04,1160000,2210.03
15.3214,233,233,-8863.015625,156.7701,1871.04,1165000,2202.01
15.3755,234,234,-8908.9736328125,156.7441,1886.84,1170000,2186.39
15.2376,235,235,-8923.6943359375,156.7468,1875.43,1175000,2211.37
15.4353,236,236,-8970.03515625,156.5804,1886.42,1180000,2220.35
15.602,237,237,-8995.4365234375,156.6015,1879.5,1185000,2219.09
15.4108,238,238,-9059.96484375,156.7777,1885.19,1190000,2216.12
15.4388,239,239,-9078.4775390625,156.7766,1875.38,1195000,2212.57
15.4554,240,240,-9067.4267578125,156.7042,1881.92,1200000,2190.18
15.4873,241,241,-9122.0830078125,156.5914,1901.44,1205000,2202.14
15.4308,242,242,-9171.1328125,156.8454,1864.96,1210000,2194.93
15.3135,243,243,-9145.4306640625,156.873,1868.99,1215000,2194.97
15.4038,244,244,-9206.0107421875,156.8049,1879.57,1220000,2211.49
15.5473,245,245,-9268.5576171875,156.8095,1874.38,1225000,2205.08
15.2841,246,246,-9243.8193359375,156.794,1851.65,1230000,2182.47
15.688,247,247,-9288.6279296875,156.8051,1878.82,1235000,2208.87
15.6796,248,248,-9324.53125,156.6071,1885.39,1240000,2215.44
15.6396,249,249,-9353.197265625,156.741,1875.64,1245000,2221.12
15.4032,250,250,-9383.880859375,156.7458,1863.38,1250000,2204.44
15.3663,251,251,-9411.8115234375,156.822,1861.34,1255000,2170.71
15.7976,252,252,-9472.42578125,156.8519,1908.65,1260000,2220.3
15.5859,253,253,-9485.125,156.8798,1906.84,1265000,2227.23
15.54,254,254,-9537.0400390625,156.7986,1898.78,1270000,2230.25
15.6859,255,255,-9567.466796875,156.744,1908.1,1275000,2234.74
15.5605,256,256,-9602.9609375,156.6002,1901.99,1280000,2236.36
15.6837,257,257,-9628.2099609375,156.8347,1908.82,1285000,2243.02
15.5608,258,258,-9644.1767578125,156.647,1881.62,1290000,2197.8
15.6815,259,259,-9691.5966796875,156.7522,1912.7,1295000,2265.07
15.6415,260,260,-9728.603515625,156.6676,1887.85,1300000,2206.56
15.6118,261,261,-9753.51953125,156.7248,1895.88,1305000,2215.38
15.7064,262,262,-9797.818359375,156.8253,1913.95,1310000,2239.36
15.4863,263,263,-9823.2451171875,156.8829,1912.18,1315000,2257.67
15.5438,264,264,-9830.263671875,156.7656,1911.71,1320000,2210.7
15.6253,265,265,-9846.755859375,156.9204,1899.3,1325000,2217.42
15.7247,266,266,-9891.861328125,156.7695,1880.57,1330000,2164.9
15.6843,267,267,-9929.763671875,156.7736,1926.89,1335000,2228.66
15.553,268,268,-9918.37109375,156.6887,1884.0,1340000,2078.88
15.6035,269,269,-9972.88671875,156.8003,1887.32,1345000,1707.14
15.59,270,270,-10015.6904296875,156.6652,1869.39,1350000,2187.84
15.4864,271,271,-10041.796875,156.7513,1903.82,1355000,2231.49
15.5833,272,272,-10063.97265625,156.8647,1885.3,1360000,1903.74
15.5399,273,273,-10067.0908203125,156.833,1902.0,1365000,2191.26
15.4892,274,274,-10131.568359375,156.8019,1886.5,1370000,2176.75
15.4616,275,275,-10138.8447265625,156.841,1817.46,1375000,2121.17
15.4825,276,276,-10186.7490234375,156.7042,1883.89,1380000,2199.98
15.5968,277,277,-10205.0615234375,156.7176,1880.41,1385000,2191.72
15.7562,278,278,-10222.4365234375,156.6924,1886.28,1390000,2187.92
15.5036,279,279,-10284.4951171875,156.9042,1825.36,1395000,2137.11
15.4978,280,280,-10247.0322265625,156.7692,1891.24,1400000,2211.08
15.5481,281,281,-10294.6318359375,156.7085,1875.02,1405000,2149.4
15.5352,282,282,-10300.0068359375,156.6698,1906.06,1410000,2208.53
15.4592,283,283,-10353.94140625,156.5903,1881.52,1415000,2201.16
15.1209,284,284,-10350.826171875,156.6789,1878.76,1420000,2196.96
15.4437,285,285,-10384.12109375,156.8597,1859.52,1425000,2145.16
15.4841,286,286,-10433.298828125,156.7455,1881.35,1430000,2110.24
15.3071,287,287,-10442.859375,156.7511,1886.56,1435000,2180.54
15.5189,288,288,-10475.8720703125,156.7515,1888.53,1440000,2201.03
15.2423,289,289,-10510.5302734375,156.7918,1899.12,1445000,2246.72
15.5146,290,290,-10544.1005859375,156.6474,1862.96,1450000,2054.85
15.507,291,291,-10614.408203125,156.6738,1919.98,1455000,2234.2
15.3393,292,292,-10600.5595703125,156.5799,1917.2,1460000,2215.24
15.6532,293,293,-10647.927734375,156.6506,1910.66,1465000,2251.8
15.6204,294,294,-10700.48828125,156.4922,1929.67,1470000,2242.1
15.5239,295,295,-10742.609375,156.7359,1895.5,1475000,2242.01
15.3979,296,296,-10717.9990234375,156.72,1899.09,1480000,2218.28
15.3213,297,297,-10734.197265625,156.7387,1894.34,1485000,2226.07
15.6022,298,298,-10801.4326171875,156.5623,1932.71,1490000,2251.66
15.3538,299,299,-10835.8720703125,156.5287,1895.68,1495000,2209.11
15.6155,300,300,-10858.0810546875,156.6785,1917.8,1500000,2242.92
15.4681,301,301,-10868.8603515625,156.5055,1896.61,1505000,2244.73
15.5409,302,302,-10928.392578125,156.7159,1905.98,1510000,2267.85
15.5353,303,303,-10928.71484375,156.5727,1908.1,1515000,2221.24
15.5058,304,304,-10969.79296875,156.5884,1884.14,1520000,2204.47
15.352,305,305,-11017.84375,156.5417,1885.29,1525000,2228.74
15.7307,306,306,-11113.263671875,156.7247,1934.55,1530000,2287.88
15.4536,307,307,-11091.697265625,156.7247,1890.27,1535000,2221.99
15.5277,308,308,-11144.4013671875,156.5793,1906.12,1540000,2252.54
15.5154,309,309,-11099.5234375,156.7078,1903.32,1545000,2236.98
15.2001,310,310,-11156.69140625,156.3917,1933.41,1550000,2267.74
15.3108,311,311,-11160.0458984375,156.5953,1868.69,1555000,2213.05
15.3062,312,312,-11199.33984375,156.7096,1885.73,1560000,2221.91
15.3663,313,313,-11238.5458984375,156.7273,1900.46,1565000,2207.69
15.4883,314,314,-11272.78125,156.6635,1904.56,1570000,2245.34
15.2208,315,315,-11304.173828125,156.6246,1820.55,1575000,2243.43
15.4432,316,316,-11308.3408203125,156.703,1926.39,1580000,2267.72
15.5151,317,317,-11356.029296875,156.8549,1923.0,1585000,2255.57
15.785,318,318,-11470.388671875,156.7412,1903.26,1590000,2224.38
15.4892,319,319,-11426.876953125,156.6473,1919.68,1595000,2247.57
15.3905,320,320,-11424.572265625,156.6909,1914.5,1600000,2233.02
15.4555,321,321,-11477.7724609375,156.6666,1924.42,1605000,2236.67
15.595,322,322,-11552.0126953125,156.6859,1929.08,1610000,2298.0
15.5405,323,323,-11528.392578125,156.7134,1941.81,1615000,2284.3
15.3791,324,324,-11509.794921875,156.5588,1937.65,1620000,2285.81
15.3766,325,325,-11539.818359375,156.581,1913.29,1625000,2275.18
15.3909,326,326,-11645.0654296875,156.6141,1925.18,1630000,2295.57
15.576,327,327,-11580.314453125,156.5525,1929.03,1635000,2277.22
15.5367,328,328,-11610.3154296875,156.5383,1921.79,1640000,2261.94
15.6148,329,329,-11679.533203125,156.7882,1938.92,1645000,2303.99
15.5398,330,330,-11639.7939453125,156.5864,1948.61,1650000,2302.13
15.7552,331,331,-11690.8232421875,156.6219,1948.44,1655000,2295.31
15.7153,332,332,-11734.4697265625,156.5903,1932.75,1660000,2256.3
15.7613,333,333,-11761.38671875,156.605,1966.2,1665000,2300.11
15.6578,334,334,-11737.076171875,156.9379,1948.45,1670000,2311.85
15.5545,335,335,-11770.08203125,156.7061,1930.01,1675000,2300.8
15.6013,336,336,-11824.2451171875,156.6837,1940.67,1680000,2314.74
15.4547,337,337,-11815.4794921875,156.5386,1941.21,1685000,2306.51
15.449,338,338,-11855.6025390625,156.5571,1919.44,1690000,2254.16
15.5328,339,339,-11870.482421875,156.6697,1957.1,1695000,2311.5
15.574,340,340,-11861.3583984375,156.7368,1939.83,1700000,2297.4
15.5644,341,341,-11928.5693359375,156.5832,1932.79,1705000,2264.53
15.5288,342,342,-11928.548828125,156.7292,1908.01,1710000,2252.33
15.4683,343,343,-11944.3564453125,156.5517,1935.27,1715000,2253.65
15.4616,344,344,-12005.0791015625,156.608,1933.18,1720000,2285.36
15.3161,345,345,-11990.5546875,156.5444,1921.13,1725000,2269.36
15.4051,346,346,-12004.5654296875,156.8361,1912.42,1730000,2238.58
15.614,347,347,-12106.0498046875,156.5717,1931.84,1735000,2293.29
15.4448,348,348,-12081.33984375,156.5965,1919.87,1740000,2281.74
15.5678,349,349,-12056.576171875,156.8047,1930.9,1745000,2279.91
15.7669,350,350,-12159.828125,156.5867,1958.64,1750000,2279.34
15.6102,351,351,-12108.6787109375,156.6847,1912.24,1755000,2289.48
15.5289,352,352,-12129.74609375,156.9067,1891.21,1760000,2233.55
15.5524,353,353,-12160.2177734375,156.8036,1911.4,1765000,2259.23
15.5431,354,354,-12212.2529296875,156.7232,1935.59,1770000,2285.01
15.5948,355,355,-12233.0458984375,156.8043,1949.66,1775000,2282.55
15.6416,356,356,-12270.642578125,156.7722,1942.95,1780000,2298.49
15.7988,357,357,-12317.2802734375,156.6806,1929.93,1785000,2286.4
15.496,358,358,-12314.8662109375,156.9064,1889.38,1790000,2126.4
15.622,359,359,-12354.1513671875,156.7531,1890.65,1795000,2273.27
15.6217,360,360,-12343.267578125,156.8109,1904.57,1800000,2278.06
15.5164,361,361,-12369.2802734375,156.6006,1930.97,1805000,2290.22
15.4589,362,362,-12389.2314453125,156.6368,1916.5,1810000,2284.91
15.4476,363,363,-12410.873046875,156.7468,1919.18,1815000,2294.39
15.6617,364,364,-12489.6376953125,156.7808,1928.44,1820000,2310.16
15.6521,365,365,-12488.787109375,156.5619,1948.15,1825000,2292.78
15.446,366,366,-12480.9033203125,156.7112,1900.35,1830000,2281.06
15.8616,367,367,-12544.65234375,156.6334,1944.12,1835000,2304.03
15.647,368,368,-12532.0576171875,156.6161,1927.0,1840000,2322.22
15.7035,369,369,-12557.1455078125,156.6862,1931.35,1845000,2300.76
15.6275,370,370,-12621.77734375,156.726,1926.64,1850000,2298.06
15.5339,371,371,-12615.9482421875,156.6305,1939.94,1855000,2294.3
15.593,372,372,-12644.83984375,156.6531,1926.77,1860000,2279.84
15.5396,373,373,-12692.36328125,156.7515,1950.93,1865000,2295.94
15.5866,374,374,-12685.90625,156.839,1919.55,1870000,2306.98
15.3563,375,375,-12650.7646484375,156.4582,1880.93,1875000,2265.19
15.5986,376,376,-12694.1474609375,156.6586,1951.95,1880000,2288.11
15.3783,377,377,-12700.0029296875,156.5639,1937.77,1885000,2260.83
15.3914,378,378,-12769.9775390625,156.7773,1927.34,1890000,2276.75
15.5141,379,379,-12809.310546875,156.6999,1966.41,1895000,2289.42
15.5205,380,380,-12825.0888671875,156.7681,1937.49,1900000,2279.72
15.6033,381,381,-12858.2021484375,156.6968,1961.55,1905000,2315.69
15.6792,382,382,-12905.3095703125,156.7054,1944.74,1910000,2294.48
15.5792,383,383,-12929.1572265625,156.6369,1963.13,1915000,2295.22
15.5245,384,384,-12934.875,156.6896,1913.48,1920000,2276.57
15.5918,385,385,-12933.2998046875,156.6654,1951.01,1925000,2304.09
