Running Forward KL,Real Det Return,Real Sto Return,Running Reverse KL,Itration
42.9211,4453.95,4199.92,17.0368,390
43.0448,4418.42,4186.44,16.9018,391
42.651,4380.77,4098.35,17.1024,392
42.6383,4412.11,4201.6,16.8342,393
43.3362,4364.19,4093.18,16.253,394
42.6659,4400.76,4333.82,17.9454,395
43.1254,4468.95,4009.3,15.7339,396
43.0528,4394.97,4137.22,16.587,397
43.0573,4460.97,4118.38,17.3088,398
42.8262,4375.81,4218.29,16.4568,399
42.9729,4324.33,3892.41,16.3523,400
43.0908,4376.23,3865.3,16.0194,401
42.858,4335.32,4186.73,16.3478,402
43.1073,4468.38,4085.5,18.0123,403
43.5608,4455.45,4241.29,19.0981,404
42.7592,4473.05,3973.06,17.5698,405
43.0735,4434.99,4203.49,18.1454,406
43.1944,4440.63,4218.54,18.3318,407
43.2285,4423.17,4145.72,17.486,408
43.2405,4456.1,4384.52,18.0056,409
42.954,4389.77,3478.98,16.443,410
43.0633,4395.6,4072.26,17.2948,411
43.1657,3976.05,3983.83,17.1859,412
43.1278,4274.89,3819.82,18.0233,413
43.0903,4322.51,4096.11,17.9553,414
42.9612,4207.89,4014.21,17.9182,415
43.4179,4545.49,4419.94,18.5982,416
42.9808,4182.47,3453.16,17.6093,417
43.5326,4445.74,3909.81,17.0177,418
43.0256,4019.28,3997.45,16.2988,419
42.8548,4235.66,4087.57,16.6791,420
42.6916,4481.18,4428.03,18.681,421
43.2986,4312.67,3872.44,17.0024,422
42.8232,4382.36,4267.84,16.0599,423
42.9225,4550.39,4403.27,17.9262,424
42.9919,4241.85,4182.74,16.5153,425
43.2146,4339.79,4198.94,16.4649,426
42.8967,4312.35,4163.43,16.3757,427
42.8694,4201.28,4243.3,17.027,428
43.2791,4517.72,4138.92,18.0354,429
43.0719,4530.33,4283.33,17.5459,430
43.0984,4208.05,4133.07,16.7314,431
42.654,4405.42,4304.85,16.9136,432
43.3314,4120.93,4279.74,18.2422,433
43.0595,4348.75,4324.94,17.1996,434
43.1143,4545.69,4107.52,17.7916,435
43.3775,4402.31,4205.94,17.5099,436
42.3233,4435.39,4248.12,17.8323,437
42.8041,4398.09,4347.08,18.897,438
42.3869,4425.71,4068.28,17.7069,439
42.8921,4400.9,4338.59,18.7156,440
42.7076,4468.08,4386.19,18.6382,441
43.0972,4428.15,4314.12,18.6796,442
42.3834,4257.41,4055.0,18.1988,443
43.0908,4175.75,3959.46,17.6926,444
42.974,4323.98,3964.1,17.7086,445
43.2349,4374.76,4320.75,18.91,446
42.9552,4471.15,4199.9,17.0473,447
42.5237,4163.12,4250.12,18.3375,448
42.8667,4091.74,4204.56,18.2824,449
42.9245,4206.92,4145.02,17.96,450
43.1213,4121.6,4011.27,17.576,451
43.1684,4011.04,3616.99,15.6388,452
43.4616,4151.42,4223.94,17.2984,453
42.9353,4442.85,4088.94,17.8829,454
43.0992,4333.22,3974.24,17.5056,455
42.9832,4320.49,3654.97,17.8272,456
43.0864,4364.49,4237.1,18.4403,457
43.0009,4252.91,4271.3,17.5149,458
43.6315,4321.68,4350.53,18.6474,459
43.5615,4293.87,4276.23,18.7665,460
43.4887,4328.25,4219.64,18.716,461
43.2261,4437.45,4419.16,18.4204,462
42.8238,4372.41,4368.61,18.4465,463
42.9381,4449.95,4357.82,19.3118,464
43.5288,4439.03,4112.91,17.3279,465
43.2814,4496.75,4161.4,18.4423,466
43.745,4412.07,4307.05,19.2156,467
43.3323,4421.58,3673.22,17.1932,468
43.1768,4452.51,4323.47,19.1716,469
43.3328,4307.11,4146.84,20.1208,470
43.3291,4526.77,4114.4,21.2169,471
43.2274,4497.01,4147.09,18.6182,472
43.3142,4396.42,3490.23,19.0096,473
43.2894,4527.61,3631.65,21.7376,474
43.8625,4052.44,2719.7,24.2271,475
42.8334,4521.96,3744.83,18.0869,476
43.9809,4365.35,3387.43,23.107,477
43.9135,4231.51,3378.71,21.6083,478
43.5348,3304.01,2134.12,24.0588,479
43.7683,3268.86,3313.56,21.6461,480
43.5788,4295.74,3426.6,18.142,481
43.6829,3998.85,3185.14,21.0604,482
44.6856,3155.16,3332.41,28.2489,483
43.5853,4442.97,4229.82,19.8895,484
43.9532,4535.37,3378.12,19.1929,485
44.0483,4399.74,4037.44,24.1493,486
44.1866,4351.53,3820.64,16.8551,487
43.9514,4421.77,4111.68,20.7789,488
43.7957,3923.9,3650.6,20.6584,489
43.4292,4379.65,4261.3,18.9155,490
43.8379,3403.26,3916.31,19.0324,491
43.5135,4544.19,4203.83,18.145,492
43.3733,4417.14,4388.37,17.5164,493
43.4819,4582.05,3918.15,23.3874,494
43.3287,4490.97,4263.44,18.6459,495
43.1406,4563.25,4322.25,17.1474,496
43.5904,4560.0,3676.37,18.0224,497
43.0597,4389.44,4473.27,16.575,498
43.2001,4344.83,3974.38,18.0169,499
42.6373,4502.48,4452.49,17.4845,500
42.7625,4463.07,4069.92,17.4547,501
43.5753,4411.01,4056.11,17.9423,502
43.3056,4338.54,4317.8,18.0181,503
43.2747,4231.76,4198.33,16.9088,504
43.1627,4518.59,4120.82,18.0565,505
42.8994,4340.98,4370.35,18.4086,506
43.0769,4354.67,4211.02,18.4874,507
42.7679,4440.59,4172.19,17.8496,508
43.7902,4391.07,4348.54,18.836,509
43.5305,4192.23,4056.94,17.9564,510
43.6715,4347.43,4239.96,17.6046,511
43.3736,4411.81,4319.16,17.4204,512
43.3812,4322.16,4076.6,17.0723,513
43.0283,4399.47,4287.73,17.0633,514
43.1235,4387.04,4332.85,17.3869,515
43.4563,4232.49,4080.44,17.0209,516
43.189,4046.88,4190.43,17.9867,517
42.9869,4381.2,4323.22,17.3305,518
43.4094,4555.12,4272.07,19.3169,519
42.8022,4286.37,4020.22,18.1521,520
43.7054,4445.2,3940.49,19.3374,521
43.049,4404.68,4179.86,18.0227,522
43.5598,4401.2,4282.93,18.822,523
49.8614,879.77,492.42,30.1198,524
49.3757,534.54,528.25,47.233,525
47.0918,616.78,671.03,18.2541,526
46.9152,816.4,1248.15,23.3766,527
44.3378,1925.41,2239.6,18.5123,528
43.4675,3870.22,3639.01,18.5803,529
43.5354,3799.39,3369.4,23.8392,530
43.117,4195.62,3803.32,24.468,531
43.4938,4348.09,4153.22,21.4357,532
43.7957,4295.96,4267.56,19.3504,533
43.5029,4249.86,4242.51,21.4031,534
44.2662,4283.49,4154.56,21.6303,535
44.1375,3940.8,4293.76,19.7104,536
43.85,4540.23,4006.71,20.5733,537
43.2391,4448.54,4200.78,19.4561,538
43.565,4320.77,4160.48,19.2153,539
43.4103,4175.07,4151.01,19.52,540
43.4233,4457.27,4277.61,19.6331,541
43.5127,3888.01,4143.71,20.9287,542
43.3528,4430.31,4327.56,20.6641,543
43.2042,4317.96,3872.35,19.7457,544
42.5753,4404.6,4228.09,21.349,545
42.9504,4398.49,4186.53,20.635,546
43.043,4393.75,4251.52,19.6966,547
42.9213,4551.57,4367.11,19.2678,548
42.4646,4329.81,4417.16,18.8908,549
42.9147,4294.16,4440.98,18.3852,550
42.9849,4373.54,4330.2,18.3818,551
42.9821,4398.25,4184.13,19.0248,552
43.0514,4543.47,4460.58,18.7803,553
43.4327,4496.61,4188.29,18.3262,554
43.0256,4336.05,4306.95,17.6283,555
43.0532,4322.82,4410.18,18.6929,556
43.1331,4347.96,4348.4,17.4551,557
42.9766,4392.15,4372.06,18.8689,558
42.618,4477.03,4486.01,18.272,559
42.7214,4123.09,4317.32,17.6384,560
42.9981,4524.91,4409.46,19.2999,561
42.7613,4434.53,4363.24,18.7861,562
42.943,4537.36,4348.34,17.7337,563
43.1593,4531.98,4334.34,18.7323,564
42.9548,4460.72,4378.56,18.8319,565
42.9694,4358.28,4372.88,18.5419,566
43.1755,3815.07,4103.0,17.3735,567
43.5622,4437.72,4396.63,17.1725,568
43.5084,4507.18,4453.77,18.8023,569
43.2026,4524.8,4353.37,19.5857,570
43.0073,4566.26,4352.59,19.2061,571
43.1976,4450.89,4335.39,18.6165,572
43.2954,4518.08,4433.73,19.2898,573
43.0379,4541.21,4376.99,18.7074,574
43.7103,4563.04,4346.13,19.4916,575
43.0262,4610.57,4225.01,18.2269,576
43.004,4543.53,4456.78,19.4452,577
43.3723,4512.55,4337.34,19.454,578
42.8923,4541.48,4341.08,19.2957,579
43.2314,4292.3,4403.62,18.0477,580
43.1179,4505.43,4326.39,18.2469,581
42.8744,4477.44,4417.33,19.4124,582
43.2114,4472.51,4410.69,19.476,583
42.937,4498.91,4399.09,18.7124,584
43.0535,4376.35,4371.27,18.3209,585
43.3285,4462.74,4374.29,19.4602,586
42.989,4407.55,4231.55,18.7697,587
43.4604,4399.9,4383.87,19.1298,588
42.6609,4443.14,4420.18,19.3262,589
43.0283,4531.32,4420.59,19.7336,590
43.0627,4443.15,4437.91,19.2466,591
43.4334,4512.23,4338.79,18.9443,592
42.9918,4425.99,4329.37,18.953,593
42.9835,4447.99,4372.93,19.2017,594
42.6073,4508.75,4450.52,19.1754,595
43.2423,4596.59,4317.69,19.8379,596
43.4789,4393.18,4295.56,20.4129,597
43.1341,4400.63,4377.52,19.2478,598
43.5197,4154.53,4290.83,19.6717,599
43.3517,4419.01,4417.22,18.8348,600
43.4511,4323.11,4461.33,19.4698,601
42.8663,4500.95,4437.24,18.2372,602
42.7884,4273.44,4416.96,19.0735,603
43.529,4507.64,4373.2,18.5602,604
43.0379,4548.17,4415.62,18.4167,605
42.5566,4487.79,4336.29,18.0984,606
43.4446,4172.68,4274.92,18.7406,607
43.8939,-6.13,883.88,24.1067,608
51.0824,332.88,275.32,65.9079,609
55.2186,799.58,873.78,61.7828,610
49.6437,411.16,398.26,19.1681,611
48.5163,356.98,378.85,15.7335,612
47.5986,677.8,480.29,19.6634,613
46.8112,889.09,896.37,17.6073,614
45.4612,960.66,1045.53,15.7278,615
45.5352,1337.8,1389.58,15.3419,616
44.2338,2181.25,2129.44,16.7801,617
44.8497,3197.56,3412.26,19.8169,618
44.6431,3569.94,3637.36,20.745,619
43.913,3339.92,3262.67,16.8989,620
43.5944,3427.64,2711.17,16.698,621
44.0605,3216.99,3216.62,18.2965,622
43.4441,4035.16,3892.92,19.4754,623
43.0931,3448.0,3636.02,16.2466,624
43.2191,3292.14,3176.41,16.4966,625
43.0992,4221.46,3521.22,17.3802,626
42.9282,4079.98,3499.94,18.1326,627
43.6823,4370.64,3837.36,17.854,628
43.2153,3751.33,3460.89,18.4512,629
43.5469,4158.96,4350.69,18.8307,630
42.9695,4233.37,4148.97,18.5289,631
43.5981,4441.26,4362.6,18.9386,632
43.6201,4298.21,4212.66,19.479,633
43.7644,4360.18,4141.07,19.8832,634
43.5518,4292.77,4019.44,18.5955,635
43.7244,4422.51,4216.17,20.2177,636
44.0833,3633.32,4231.7,19.1494,637
43.9822,3924.64,4277.92,19.0521,638
43.7667,4043.02,3772.67,19.2934,639
43.2924,4177.14,4042.53,20.2425,640
