Real Det Return,Running Reverse KL,Itration,Real Sto Return,Running Forward KL
1770.78,31.0477,167,1515.03,46.6516
1038.22,17.2101,168,887.7,46.4418
821.7,16.0129,169,904.37,46.4137
1769.26,18.9984,170,2181.88,46.3123
2204.92,17.7997,171,1562.18,46.0141
2606.58,24.3151,172,2483.35,47.9342
2717.91,22.4556,173,2527.16,47.0529
2798.12,21.5245,174,2722.24,47.2479
3164.93,21.7759,175,2569.62,46.2298
3310.19,19.7637,176,3224.06,46.5132
3449.14,21.1768,177,3002.38,46.1844
3399.07,21.2819,178,3222.53,46.1327
3461.08,21.7921,179,2914.99,44.6528
3582.87,23.0174,180,3404.59,45.3947
3688.48,23.5506,181,3742.69,46.1376
3603.05,23.4218,182,3454.91,46.2325
3287.54,20.7528,183,3163.85,46.4322
3251.33,20.0316,184,3415.11,45.8228
3694.64,22.3648,185,3524.31,45.8545
3735.25,22.4064,186,3686.66,45.1762
3629.93,22.8664,187,3547.92,45.7921
3531.59,22.0984,188,3560.15,45.6334
3605.44,21.001,189,3487.82,45.6263
3623.52,21.5189,190,3637.83,44.6482
3543.72,18.4377,191,3629.21,44.7177
3688.25,18.2426,192,3552.81,44.6164
3931.25,17.4751,193,3698.82,43.4246
3446.71,25.7599,194,2495.24,44.488
2721.84,17.0597,195,2353.89,44.0594
3648.17,23.6804,196,3568.96,45.7273
3644.19,22.7065,197,3733.03,45.2017
3715.65,21.8225,198,3791.67,44.1788
3705.79,19.0165,199,3486.04,43.6693
3821.12,20.111,200,3826.14,43.952
3782.29,21.4394,201,3806.43,44.7739
3762.26,22.1897,202,3802.29,45.0031
3884.14,21.3228,203,3922.08,44.4467
3152.23,18.5231,204,3745.75,43.5333
3109.81,18.791,205,3576.39,44.306
3770.97,20.0104,206,3807.57,44.2806
3766.26,19.0578,207,3768.71,44.5239
3749.22,19.4821,208,3752.48,44.9033
3759.57,18.2668,209,3549.14,44.5381
3788.25,18.6734,210,3567.22,43.9825
3693.16,19.9942,211,3656.52,43.9255
3754.57,18.5192,212,3611.7,44.562
3772.07,19.4381,213,3752.19,44.4335
3836.48,18.775,214,3847.11,44.059
3809.51,18.5098,215,3810.31,44.0008
3777.63,19.0433,216,3590.77,44.2339
3797.14,18.2502,217,3683.57,44.0132
3779.07,19.3426,218,3777.74,44.3992
3773.42,18.5678,219,3798.48,44.2486
3816.58,18.6553,220,3820.03,44.2838
3848.72,18.8567,221,3808.24,44.2852
3836.3,17.7068,222,3764.73,44.3219
3886.9,18.2346,223,3855.74,44.7165
3783.12,17.9178,224,3800.31,44.5114
3736.84,18.2243,225,3847.21,44.1082
3790.72,18.475,226,3886.06,44.4758
3856.24,18.5343,227,3871.35,44.1739
3891.59,18.2679,228,3928.39,43.7786
3924.18,18.4751,229,3953.6,43.4407
3841.74,17.7035,230,3912.72,43.0538
3898.89,18.6423,231,3928.24,43.2393
3886.91,18.6299,232,3909.13,43.8199
3942.17,18.2657,233,3944.3,43.5571
3994.6,18.7676,234,3991.74,43.4963
3990.43,19.116,235,3991.75,43.6709
4089.92,18.171,236,4072.9,42.9701
3978.27,17.3715,237,3972.96,42.7864
4005.86,17.8025,238,4032.84,43.4307
3933.92,17.6857,239,3994.0,43.6924
4000.2,17.523,240,4006.94,43.0814
3990.56,17.4997,241,4020.02,42.8152
4142.64,18.9794,242,4119.91,42.8097
3926.51,18.1985,243,3975.22,43.1038
4019.5,18.3367,244,4021.27,42.9071
4051.85,18.1447,245,4060.74,42.5523
4055.0,17.6939,246,4022.49,42.7754
4005.59,17.6423,247,4019.29,43.1716
4075.21,17.6684,248,4022.46,42.5073
4099.1,17.9516,249,4060.91,43.004
3997.38,18.1445,250,3978.45,43.8801
4065.06,18.7899,251,4077.11,43.2166
4096.08,18.3337,252,4064.21,42.494
3856.8,16.5888,253,4026.61,42.3116
3722.24,19.1397,254,4009.9,42.387
4059.23,20.6077,255,4086.21,44.414
4013.84,17.6887,256,4029.81,41.6103
3814.07,17.6332,257,3950.01,42.608
3944.08,18.3177,258,3994.22,43.2607
4066.46,17.5139,259,4044.57,43.0387
548.59,47.1131,260,2390.27,44.6099
4007.8,17.9702,261,3746.49,42.8875
3912.11,17.5873,262,3836.38,42.2043
4072.26,17.7711,263,4078.39,42.8976
4043.43,18.1057,264,4098.57,43.0916
4085.66,18.004,265,4086.23,42.5264
4159.56,18.8399,266,4147.93,42.2413
4084.37,19.0118,267,4082.12,43.0633
3913.42,20.8399,268,3726.33,43.7516
3493.81,17.0359,269,2582.01,43.5733
2173.88,17.3783,270,1890.86,43.9944
3205.45,23.2815,271,2782.94,43.2046
2377.57,46.3962,272,2094.65,46.3111
3038.11,19.9289,273,2466.81,46.2571
1261.14,23.8836,274,2052.55,46.9271
1252.33,27.6758,275,1443.49,46.0648
3489.85,24.129,276,3548.12,45.9101
3652.2,22.0336,277,3781.88,44.2675
3728.84,22.7328,278,3725.0,44.3423
3385.0,24.0174,279,3710.41,46.2465
3867.21,20.0388,280,3859.8,43.6304
3928.88,20.4431,281,3960.25,44.2624
3990.64,18.957,282,4020.71,42.6027
4130.25,19.6453,283,4051.83,44.0057
4184.51,19.4559,284,4138.76,42.9716
4088.53,19.0764,285,4074.3,42.664
4127.36,18.5249,286,4058.22,43.0988
4114.36,17.6686,287,3983.82,41.9662
4056.97,17.7348,288,4043.89,43.1884
4098.84,18.2599,289,4045.32,42.7642
4128.28,16.7225,290,3878.91,42.7046
4111.98,18.7809,291,4103.61,42.8245
4101.64,17.9303,292,4056.94,42.6413
4101.08,17.8036,293,4078.2,42.3956
4168.0,17.6327,294,4159.87,41.6963
4127.12,18.6264,295,4099.89,42.9894
4187.21,16.9459,296,4158.62,42.1904
4163.65,17.5561,297,4167.97,41.55
4232.36,16.946,298,3960.31,41.7146
4186.41,16.8822,299,3761.59,41.4355
3782.53,16.1726,300,3923.79,41.8393
4207.37,17.7989,301,4137.7,41.9192
4180.97,17.9125,302,4158.88,42.3542
4221.95,18.4177,303,4178.53,41.9827
4214.14,17.8618,304,4009.8,42.0682
4249.42,18.484,305,4242.9,42.0926
3075.46,17.6257,306,3421.05,42.4481
4268.92,18.1107,307,4252.38,42.2847
4290.52,18.0062,308,4282.57,41.9996
4269.06,16.1793,309,3445.39,42.5726
4262.08,18.0909,310,4237.66,42.4927
4259.83,17.2834,311,4227.53,42.7057
4270.68,17.957,312,4286.25,42.3588
4276.4,17.8204,313,4264.68,42.3524
4284.01,18.456,314,4191.83,42.879
4254.73,18.6245,315,4232.14,43.3961
4216.77,18.9291,316,4163.68,42.2125
4250.09,18.2329,317,4230.61,42.3013
4265.25,19.5143,318,4223.59,43.5458
4289.74,20.0636,319,4248.32,43.1138
4318.52,17.271,320,4262.92,41.8341
4214.47,17.2781,321,4205.88,42.0009
4259.99,18.7892,322,4236.53,42.9791
4234.8,18.1294,323,4198.17,43.2952
4243.86,18.2187,324,4242.15,42.5623
4281.41,18.3443,325,4237.94,43.0002
4285.21,16.9341,326,4236.59,42.9215
4238.41,18.5935,327,4235.05,42.9197
4245.06,17.9065,328,4225.46,42.6551
4294.61,18.1772,329,4284.4,42.3948
4289.44,16.343,330,3302.29,42.9652
4293.63,16.4673,331,3009.96,43.0801
4379.9,17.6109,332,2882.54,41.9507
4342.32,19.0351,333,4325.45,42.6111
4305.51,17.4995,334,4246.73,42.6202
4279.5,18.003,335,4254.97,42.4494
4212.87,18.1429,336,4178.55,42.7768
4209.79,17.7497,337,4134.27,42.1399
4185.99,18.5576,338,4245.32,42.6396
604.75,23.4149,339,638.74,43.5879
4255.25,17.7473,340,4129.19,41.868
4183.09,18.766,341,4182.87,42.3856
4210.69,18.4507,342,4186.15,42.4776
4296.33,17.5886,343,4258.2,41.857
4283.26,18.4277,344,4274.95,43.0373
4238.38,17.7407,345,4217.73,42.0429
4212.66,17.8886,346,4202.3,41.8721
4304.95,17.7258,347,4286.97,41.8197
4259.76,18.5203,348,4245.22,42.6304
4237.24,18.2765,349,4226.37,43.1808
4267.02,17.6948,350,4249.71,41.6327
4327.56,18.1677,351,4264.64,42.238
4287.39,17.8511,352,4267.66,41.6965
4328.75,18.025,353,4261.9,41.5676
4300.57,18.051,354,4262.39,41.9129
4342.97,19.2429,355,4274.52,41.7105
4320.87,17.5673,356,4149.83,41.4762
4339.02,18.6687,357,4291.52,41.9874
4316.67,17.4254,358,4241.76,42.26
4332.74,17.6136,359,4228.37,42.1314
4284.86,17.1481,360,4237.28,42.1852
4319.1,17.6225,361,4268.02,42.5633
4205.99,17.504,362,4198.57,42.3919
4228.64,17.5457,363,4141.92,41.6427
4199.77,17.1189,364,4175.01,42.3536
4243.41,17.9804,365,4207.19,42.2815
4312.08,18.108,366,4229.32,42.9873
4257.53,17.3242,367,4191.9,42.7926
4196.54,17.6775,368,4150.41,42.9093
4317.26,17.8042,369,4260.0,42.4077
4205.41,17.9131,370,4190.53,42.9724
4205.25,17.4668,371,4154.1,43.2545
4190.5,17.0351,372,4141.86,42.477
4381.79,18.4309,373,4322.25,43.3149
4361.28,18.7974,374,4328.32,42.5813
4310.6,17.6093,375,4305.39,42.2483
4312.24,17.7064,376,4258.47,43.1074
4312.01,17.4764,377,4275.68,42.6498
4312.29,18.0787,378,4271.49,42.7231
4329.56,16.9991,379,4260.37,41.9823
4411.79,18.7341,380,4345.9,42.439
4388.97,17.6979,381,4351.64,42.7642
4380.29,17.4106,382,4320.45,41.5902
4418.84,17.8312,383,4317.02,42.6842
4433.19,17.243,384,4347.6,41.8852
4244.71,17.0328,385,4209.08,42.7446
4290.06,16.4352,386,4239.78,42.1033
4422.15,17.6804,387,4305.97,42.6427
4348.22,17.2744,388,4294.47,42.2018
4166.15,17.0493,389,4251.7,42.0594
4161.51,17.0987,390,4292.69,41.3358
4284.3,16.2811,391,4276.24,41.7953
4261.83,17.8137,392,4272.32,42.3402
4331.17,16.9581,393,4319.0,41.6205
4349.34,16.994,394,4294.26,42.4819
4278.35,17.6208,395,4302.37,42.1583
4298.83,16.0746,396,3862.3,42.3464
4140.75,17.4158,397,4221.1,42.1775
4267.98,16.8895,398,4245.28,41.9046
4302.33,16.6516,399,4074.3,42.5947
4309.23,16.7625,400,4269.85,41.8779
4262.9,19.2378,401,4203.56,43.0901
4379.27,17.8179,402,4350.77,41.6879
4369.16,17.5458,403,4287.2,41.5798
4340.9,16.5895,404,4291.47,41.5432
4407.91,17.3886,405,4345.62,41.2407
4370.2,16.0567,406,4298.22,40.8772
4369.91,17.8534,407,4327.8,42.4225
4336.91,15.4786,408,3225.73,42.5219
3299.45,15.3808,409,3644.93,41.8502
4260.74,21.3825,410,4251.16,43.5466
4272.0,19.6337,411,4229.73,43.0154
3883.18,15.163,412,3724.37,42.0734
2992.95,13.9669,413,3036.12,43.3828
4257.57,17.6627,414,4093.56,42.1734
4329.07,18.6128,415,4238.37,41.6294
