Real Sto Return,Itration,Running Env Steps,Reward Loss,Real Det Return,Running Reverse KL,Running Forward KL,Running Update Time
3367.64,49,245000,-220.7963104248047,3426.73,15.1664,22.6805,49
3305.29,50,250000,-312.2611999511719,3426.28,14.186,22.6854,50
3380.26,51,255000,-214.2957000732422,3371.34,15.6188,22.5897,51
3347.98,52,260000,-225.13174438476562,3409.35,14.7209,22.3175,52
3362.13,53,265000,-213.17230224609375,3432.64,14.5265,21.8312,53
3388.17,54,270000,-213.99734497070312,3423.42,14.8411,21.7698,54
3238.45,55,275000,-235.5313720703125,3452.46,14.6715,22.0201,55
3389.65,56,280000,-219.87452697753906,3424.79,14.973,21.8898,56
3210.75,57,285000,-241.38082885742188,3406.57,14.5466,22.1101,57
3073.51,58,290000,-307.36993408203125,3423.0,14.4373,22.9385,58
3387.71,59,295000,-232.70559692382812,3437.02,16.0412,22.7494,59
3394.21,60,300000,-282.42572021484375,3442.0,15.9082,22.9465,60
3211.0,61,305000,-377.0254211425781,3454.13,13.7476,21.9214,61
3399.62,62,310000,-262.9197998046875,3417.05,15.2371,22.5843,62
3411.18,63,315000,-244.68252563476562,3432.04,15.7206,22.4261,63
3421.95,64,320000,-289.5900573730469,3452.85,14.4725,21.8961,64
3404.13,65,325000,-265.30352783203125,3440.57,15.3498,22.0956,65
3364.05,66,330000,-358.83148193359375,3413.18,13.7478,21.9232,66
3288.8,67,335000,-375.05267333984375,3458.56,14.2892,22.2636,67
3276.89,68,340000,-278.6832580566406,3455.76,14.3205,21.3109,68
3052.82,69,345000,-329.9483947753906,3461.18,13.3903,21.2019,69
3221.01,70,350000,-350.2550048828125,3484.42,12.9287,21.206,70
3392.42,71,355000,-328.6145935058594,3473.21,13.419,21.0319,71
3267.34,72,360000,-367.6677551269531,3483.2,13.6336,22.1365,72
3013.39,73,365000,-289.6507568359375,3457.67,14.55,21.451,73
3188.92,74,370000,-437.1029357910156,3465.69,13.069,21.8892,74
2998.09,75,375000,-476.2741394042969,3480.45,13.2131,21.1074,75
3223.44,76,380000,-399.1170959472656,3460.59,13.4112,21.5054,76
3233.76,77,385000,-373.2736511230469,3438.6,14.0676,21.7559,77
3026.77,78,390000,-370.25390625,3437.43,13.5427,21.2565,78
3138.65,79,395000,-415.8220520019531,3452.06,13.9696,20.9401,79
2647.64,80,400000,-611.1449584960938,3453.36,13.9958,21.7162,80
3315.2,81,405000,-362.17266845703125,3463.08,14.416,22.4266,81
3125.37,82,410000,-333.1554260253906,3469.43,14.1385,21.319,82
3261.35,83,415000,-470.3802185058594,3434.61,13.8149,21.4069,83
2023.04,84,420000,-761.6176147460938,3350.25,13.6176,22.8548,84
3247.33,85,425000,-371.37738037109375,3411.73,14.7231,21.6291,85
3381.56,86,430000,-458.0999755859375,3457.02,13.7402,21.6612,86
3330.19,87,435000,-390.7534484863281,3463.79,14.1252,21.4088,87
3046.15,88,440000,-537.6578369140625,3470.21,13.104,21.326,88
2805.62,89,445000,-483.9933166503906,3474.35,13.4349,21.6978,89
2904.58,90,450000,-605.3707885742188,3472.54,12.9238,21.7628,90
3043.28,91,455000,-449.4757080078125,3476.48,13.4918,21.2207,91
3173.79,92,460000,-469.9844970703125,3463.73,14.3742,21.6273,92
3262.12,93,465000,-472.20068359375,3449.98,13.5322,20.9018,93
3284.16,94,470000,-642.9935913085938,3470.68,12.6248,21.6999,94
3257.18,95,475000,-378.074462890625,3467.4,14.1977,21.0625,95
2807.43,96,480000,-471.7821960449219,3467.59,13.3798,20.9865,96
3186.36,97,485000,-703.58251953125,3452.97,14.3934,22.3972,97
3282.61,98,490000,-442.54510498046875,3469.06,14.5697,21.2339,98
3356.32,99,495000,-541.4412231445312,3472.84,13.8238,20.9543,99
2752.86,100,500000,-459.2567443847656,3443.73,13.8657,21.357,100
3087.52,101,505000,-522.2739868164062,3460.71,13.6778,21.0483,101
3283.34,102,510000,-477.80938720703125,3431.35,14.1818,21.3532,102
3291.29,103,515000,-469.706298828125,3466.75,14.4427,21.1964,103
3185.03,104,520000,-466.04962158203125,3443.79,14.034,20.9177,104
3210.58,105,525000,-541.0270385742188,3461.15,14.0701,21.4912,105
3389.97,106,530000,-491.6185607910156,3437.75,13.8599,21.0592,106
3402.52,107,535000,-475.14508056640625,3463.25,13.8763,21.0811,107
3221.71,108,540000,-584.1127319335938,3453.59,13.469,20.8692,108
2827.14,109,545000,-504.0986328125,3445.62,13.5406,20.8791,109
3032.45,110,550000,-717.0266723632812,3474.35,12.8492,21.1566,110
3428.64,111,555000,-501.03436279296875,3466.11,13.7382,20.5551,111
3423.17,112,560000,-490.2746887207031,3454.66,14.1138,20.5008,112
3009.68,113,565000,-604.203125,3479.34,13.1507,21.4019,113
217.23,114,570000,-1466.3458251953125,217.37,47.9889,33.7891,114
218.07,115,575000,-1813.46826171875,220.04,59.9321,32.3614,115
2726.14,116,580000,-607.7498779296875,3480.18,15.6002,22.1836,116
3235.19,117,585000,-505.422607421875,3440.13,14.8236,21.2556,117
3338.89,118,590000,-533.3767700195312,3450.5,14.4497,21.4561,118
3398.1,119,595000,-586.0770874023438,3438.8,14.6274,21.6588,119
3403.6,120,600000,-590.1698608398438,3470.4,14.0909,20.8551,120
3254.05,121,605000,-550.7625732421875,3423.36,14.9607,21.7961,121
3384.99,122,610000,-578.20458984375,3406.37,15.0266,21.1286,122
3307.41,123,615000,-533.8231201171875,3427.88,14.0478,20.6478,123
3425.92,124,620000,-544.5835571289062,3458.56,14.1346,20.5391,124
3441.04,125,625000,-526.3118286132812,3472.76,13.6049,20.5159,125
3337.27,126,630000,-562.214111328125,3458.03,14.3004,20.7397,126
3321.42,127,635000,-562.4024658203125,3464.88,14.6841,21.4057,127
3401.59,128,640000,-589.8221435546875,3432.41,14.5012,20.9025,128
3396.82,129,645000,-549.222412109375,3437.1,14.2498,20.8833,129
3388.82,130,650000,-558.5067749023438,3462.06,14.2361,20.5562,130
3350.88,131,655000,-584.52685546875,3467.15,14.2983,20.8882,131
3416.94,132,660000,-626.52880859375,3448.45,14.2907,20.9124,132
3396.15,133,665000,-579.8597412109375,3433.84,14.315,21.3474,133
3398.02,134,670000,-643.7776489257812,3419.21,14.3365,20.5073,134
3398.25,135,675000,-559.4383544921875,3445.71,14.0167,20.6858,135
3428.52,136,680000,-639.3533935546875,3459.66,13.6735,20.5949,136
3417.0,137,685000,-591.9110107421875,3459.28,14.6321,20.7926,137
3416.43,138,690000,-556.4591064453125,3462.29,13.3021,19.716,138
3374.62,139,695000,-605.1015625,3477.41,13.8603,20.5787,139
3412.35,140,700000,-591.806396484375,3467.79,13.49,19.7769,140
3422.45,141,705000,-607.2161865234375,3453.86,13.9802,20.3648,141
3419.32,142,710000,-610.4829711914062,3457.5,14.1196,20.6774,142
3374.57,143,715000,-622.477783203125,3439.87,13.5037,20.119,143
3415.02,144,720000,-671.0247802734375,3448.95,14.0744,20.4075,144
3401.12,145,725000,-680.60009765625,3456.67,13.8993,20.1925,145
3433.01,146,730000,-694.1074829101562,3474.96,13.9789,20.3401,146
3408.35,147,735000,-681.3790893554688,3446.97,13.9032,20.5334,147
3399.47,148,740000,-679.8541259765625,3439.83,13.4193,20.2959,148
3365.33,149,745000,-694.4601440429688,3466.1,13.1717,20.4447,149
3395.28,150,750000,-704.2157592773438,3436.65,14.0275,20.4793,150
3420.94,151,755000,-696.7772827148438,3451.42,14.0675,20.3793,151
3382.1,152,760000,-679.6336669921875,3461.47,13.1451,20.0279,152
3389.59,153,765000,-682.482177734375,3438.65,13.0402,20.0541,153
3415.31,154,770000,-686.8873291015625,3456.64,14.0326,20.0277,154
3353.86,155,775000,-692.1060791015625,3445.01,13.5421,20.0008,155
3413.22,156,780000,-656.263671875,3452.23,13.333,19.2276,156
3359.7,157,785000,-801.4698486328125,3478.05,13.104,20.5305,157
3378.81,158,790000,-728.2832641601562,3428.86,14.0072,20.16,158
3383.33,159,795000,-699.990234375,3432.46,13.6921,19.7375,159
3374.94,160,800000,-687.1292114257812,3472.86,14.3595,20.448,160
3404.67,161,805000,-741.461669921875,3443.04,13.9708,20.0375,161
