Reward Loss,Running Forward KL,Itration,Real Sto Return,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL
-190.22927856445312,21.8188,57,3278.32,57,3376.83,285000,14.9047
-111.30892944335938,21.5163,58,3273.34,58,3367.78,290000,14.6456
-159.185302734375,20.7708,59,3313.75,59,3340.32,295000,13.7876
-141.14854431152344,21.0351,60,3296.19,60,3379.09,300000,14.0565
-221.926513671875,21.271,61,2799.23,61,3419.94,305000,13.6801
-1134.4427490234375,22.2172,62,2154.34,62,3417.35,310000,19.7446
-1160.665771484375,23.1862,63,2321.24,63,3331.06,315000,24.7197
-507.2880859375,21.0752,64,3069.42,64,3365.9,320000,17.0398
-456.3680725097656,20.7491,65,2896.0,65,3454.09,325000,14.9892
-912.8060913085938,21.2591,66,2120.26,66,3409.38,330000,16.5232
-252.5406494140625,19.9469,67,3352.33,67,3381.03,335000,13.3294
-575.9768676757812,21.205,68,3001.88,68,3436.83,340000,15.9685
-335.65606689453125,20.6898,69,3371.29,69,3409.5,345000,16.1246
-1021.6223754882812,21.7874,70,2528.35,70,3436.18,350000,18.9403
-249.95262145996094,20.3303,71,3382.27,71,3426.64,355000,14.1455
-195.086181640625,20.3528,72,2932.35,72,3405.08,360000,14.0649
-418.0668640136719,20.6527,73,3400.93,73,3422.57,365000,15.4745
-220.6410369873047,20.0485,74,3379.85,74,3412.87,370000,14.1774
-505.2388916015625,19.6495,75,3078.21,75,3369.35,375000,14.371
-342.5593566894531,20.8056,76,3332.91,76,3412.03,380000,14.501
-229.97146606445312,20.817,77,3305.24,77,3374.21,385000,14.6087
-1035.5921630859375,21.6863,78,2530.9,78,3418.57,390000,20.1698
-683.7091674804688,20.4124,79,2804.59,79,3452.8,395000,15.1822
-402.0663146972656,20.9202,80,3352.5,80,3403.63,400000,15.5291
-346.265625,20.8102,81,3358.13,81,3377.69,405000,14.6355
-311.99969482421875,21.1994,82,3312.17,82,3336.68,410000,14.719
-615.0617065429688,19.7585,83,2675.51,83,3406.22,415000,12.9286
-390.1781311035156,20.1419,84,2883.81,84,3361.43,420000,14.5667
-424.9013366699219,20.018,85,3174.22,85,3384.58,425000,15.0335
-406.06524658203125,18.7111,86,3360.77,86,3469.03,430000,13.4419
-484.72894287109375,19.5445,87,3126.47,87,3421.14,435000,17.2774
-225.4990997314453,18.7903,88,3377.06,88,3400.7,440000,12.9605
-589.91552734375,20.2881,89,2890.07,89,3426.01,445000,13.1699
-557.5610961914062,19.4999,90,2558.53,90,3445.78,450000,13.4611
-476.0965270996094,20.8025,91,3382.53,91,3418.12,455000,14.8277
-344.0751953125,19.7796,92,3329.6,92,3431.05,460000,13.8268
-290.21917724609375,19.7248,93,3342.45,93,3407.32,465000,14.0398
-395.7310485839844,19.6984,94,3075.62,94,3434.97,470000,13.2734
-402.968505859375,19.9051,95,3362.3,95,3413.04,475000,13.8207
-636.1744995117188,19.7273,96,2550.09,96,3412.13,480000,14.7655
-378.684814453125,19.544,97,3235.85,97,3379.33,485000,12.9702
-687.4520263671875,20.0406,98,3120.19,98,3391.77,490000,14.284
-362.8402099609375,19.7558,99,3358.04,99,3399.08,495000,13.8661
-367.23583984375,19.2979,100,3265.86,100,3412.59,500000,13.0683
-767.8878173828125,20.1523,101,2677.22,101,3389.97,505000,18.5893
-1126.117431640625,20.7793,102,2203.34,102,3408.68,510000,12.1246
-658.6366577148438,20.357,103,3023.91,103,3425.47,515000,12.9227
-798.7442626953125,20.0622,104,2362.79,104,3436.84,520000,11.9525
-366.785888671875,19.0947,105,3402.7,105,3434.6,525000,12.5704
-412.3726501464844,19.438,106,3305.08,106,3426.18,530000,13.47
-460.8414306640625,19.2238,107,3387.9,107,3426.59,535000,13.1014
-405.3522644042969,18.9637,108,3335.51,108,3432.12,540000,12.681
-563.3514404296875,19.4025,109,3244.63,109,3447.12,545000,13.0098
-440.5286865234375,18.9586,110,3418.86,110,3454.14,550000,12.756
-458.4093933105469,19.6247,111,3399.05,111,3440.63,555000,13.4497
-777.2708129882812,20.2184,112,3008.71,112,3404.42,560000,15.0181
-540.3196411132812,19.3139,113,3143.23,113,3448.81,565000,13.17
-654.9249267578125,19.4308,114,3109.76,114,3407.27,570000,13.1073
-729.1212768554688,19.7549,115,2452.4,115,3409.56,575000,14.275
-857.8516235351562,19.487,116,3006.28,116,3455.55,580000,14.3473
-500.7562255859375,19.4376,117,3398.82,117,3455.92,585000,12.9254
-457.157470703125,19.4183,118,3399.62,118,3453.46,590000,13.006
-1253.74755859375,20.7872,119,2284.47,119,3403.54,595000,14.6996
-445.052978515625,19.0202,120,3375.9,120,3449.03,600000,12.4734
-548.96826171875,19.8835,121,3260.93,121,3402.04,605000,12.6889
-489.94964599609375,19.2795,122,3371.73,122,3447.83,610000,12.6716
-543.827392578125,19.6821,123,3335.14,123,3442.55,615000,13.0621
-519.2969360351562,20.0303,124,3321.55,124,3462.68,620000,13.2982
-502.6128845214844,19.3634,125,3394.55,125,3454.91,625000,12.4164
-619.0885009765625,19.7548,126,3318.59,126,3453.85,630000,13.2274
-495.67755126953125,19.2962,127,3335.09,127,3466.19,635000,12.7301
-550.7411499023438,19.6137,128,3411.54,128,3468.36,640000,13.14
-738.4188232421875,19.8529,129,3161.25,129,3463.37,645000,15.3518
-672.9141235351562,19.2685,130,3416.47,130,3455.43,650000,13.21
-845.2940063476562,19.7902,131,2782.11,131,3469.67,655000,16.6735
-624.1143798828125,19.3537,132,3159.16,132,3451.4,660000,12.7531
-921.794189453125,19.7821,133,2994.51,133,3438.99,665000,13.7255
-515.2772827148438,18.9606,134,3444.18,134,3469.89,670000,12.487
-569.70068359375,18.9894,135,3370.59,135,3435.24,675000,12.177
-854.896484375,19.6548,136,2783.82,136,3438.89,680000,16.7602
-597.8441162109375,19.6835,137,3432.09,137,3470.59,685000,13.1375
-650.4776000976562,19.3186,138,3475.29,138,3494.16,690000,13.1544
-593.35498046875,18.7639,139,2768.48,139,3442.51,695000,12.2543
-895.9342651367188,19.7643,140,2993.43,140,3460.55,700000,13.6566
-1882.301513671875,21.4335,141,2358.22,141,3462.8,705000,35.1448
-600.1395263671875,18.07,142,3304.05,142,3440.03,710000,11.2523
-603.5852661132812,19.2487,143,3167.51,143,3451.97,715000,12.8512
-611.3413696289062,18.8946,144,3382.99,144,3451.21,720000,12.6709
-619.923095703125,18.8349,145,3439.1,145,3474.1,725000,13.1391
-712.9925537109375,19.8256,146,3366.06,146,3450.04,730000,13.9569
-801.3797607421875,19.7379,147,3020.3,147,3464.69,735000,13.7448
-776.8342895507812,19.6495,148,3340.23,148,3444.19,740000,13.0669
-990.2785034179688,19.5624,149,2871.38,149,3449.82,745000,13.0967
-747.211669921875,19.0909,150,3111.27,150,3465.15,750000,12.4397
-671.0833129882812,19.5353,151,3322.07,151,3477.06,755000,12.7698
-692.9990234375,19.4439,152,3429.37,152,3468.77,760000,13.1916
-1990.0118408203125,21.0239,153,1658.14,153,2843.82,765000,22.4695
-675.0211181640625,19.1299,154,3437.4,154,3468.45,770000,12.7583
-633.1337890625,18.6871,155,3413.81,155,3451.85,775000,12.5068
-708.9312133789062,19.7868,156,3323.34,156,3433.57,780000,13.4338
-752.2942504882812,20.2774,157,3390.97,157,3422.81,785000,14.3591
-986.39111328125,19.2695,158,3094.92,158,3454.04,790000,12.6606
-784.744873046875,19.1812,159,3115.67,159,3450.14,795000,13.0904
-1454.5323486328125,19.8851,160,2063.84,160,3477.96,800000,25.5187
-692.6172485351562,18.5664,161,3425.24,161,3455.58,805000,12.4473
-764.22607421875,19.6768,162,3449.53,162,3489.84,810000,13.0288
-899.4927368164062,19.2748,163,3026.77,163,3421.81,815000,13.1613
-702.5255737304688,18.9917,164,3318.05,164,3443.04,820000,12.4441
-924.1456909179688,20.2628,165,3270.87,165,3442.97,825000,13.0782
-787.883056640625,19.3655,166,3404.4,166,3463.64,830000,12.7089
-1009.810302734375,19.0943,167,3048.28,167,3454.49,835000,16.0557
-755.6646728515625,19.1839,168,3183.19,168,3431.2,840000,12.7807
-977.2530517578125,19.3579,169,3255.24,169,3441.62,845000,13.6213
-732.4661865234375,19.4232,170,2744.48,170,3481.86,850000,13.5813
-2200.721435546875,20.8791,171,1813.27,171,3163.22,855000,42.308
-1518.90234375,20.2865,172,2747.5,172,3479.15,860000,31.2765
-792.4032592773438,18.6339,173,3311.17,173,3471.83,865000,12.3648
-937.6888427734375,18.3437,174,3105.59,174,3468.86,870000,19.4061
-1075.2352294921875,19.1098,175,2651.78,175,3462.57,875000,11.6054
-849.115234375,19.3996,176,3188.62,176,3465.15,880000,13.4026
-774.3701171875,18.6494,177,3180.79,177,3461.62,885000,12.9204
-817.7673950195312,19.2832,178,3414.06,178,3441.89,890000,12.7821
-2517.985107421875,21.1166,179,2124.37,179,3473.89,895000,35.7259
-760.171875,18.4049,180,3423.14,180,3453.91,900000,12.2411
-872.3025512695312,18.7304,181,3195.47,181,3475.94,905000,13.1583
-777.3571166992188,18.9979,182,3440.81,182,3478.73,910000,12.8313
-1135.270751953125,19.1925,183,3309.23,183,3456.95,915000,13.0062
-1033.5740966796875,19.0193,184,3113.78,184,3468.57,920000,14.9945
-747.9794921875,18.0826,185,3337.72,185,3448.06,925000,11.9654
-971.90087890625,19.1698,186,3372.76,186,3472.05,930000,13.1653
-890.8485717773438,19.2491,187,3447.02,187,3466.07,935000,12.8175
-837.83251953125,19.3917,188,3409.87,188,3442.66,940000,12.9005
-836.2993774414062,19.3894,189,3438.6,189,3467.62,945000,12.9992
-1081.3624267578125,19.8233,190,3125.45,190,3486.72,950000,13.4293
-1011.2821044921875,19.2637,191,3096.73,191,3469.66,955000,17.4458
-1426.91845703125,19.1647,192,2856.03,192,3482.42,960000,29.8836
-908.6148681640625,19.3369,193,3389.02,193,3428.93,965000,12.7973
-1105.984130859375,19.1831,194,2991.31,194,3452.2,970000,13.2927
-904.0302124023438,18.7008,195,3277.67,195,3417.69,975000,12.0843
-1365.7452392578125,19.4876,196,3068.52,196,3454.66,980000,22.2813
-801.1873779296875,18.2187,197,3398.57,197,3475.76,985000,12.2264
-878.1290283203125,18.6186,198,3342.91,198,3447.01,990000,12.1152
-931.0513916015625,19.0418,199,3323.44,199,3457.74,995000,13.0598
