Reward Loss,Itration,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return,Running Env Steps,Running Update Time
-5983.375,384,22.8675,4323.42,43.6936,4233.88,1920000,384
-6000.42919921875,385,19.961,3976.19,43.8752,4084.86,1925000,385
-6014.5771484375,386,19.534,4397.5,42.8428,4403.64,1930000,386
-6087.33154296875,387,21.0362,4454.53,43.8909,4444.53,1935000,387
-6311.423828125,388,20.4517,4544.3,43.537,4509.56,1940000,388
-6286.9560546875,389,20.0198,4479.44,43.1216,4445.37,1945000,389
-6242.7529296875,390,20.1506,4504.81,42.8577,4479.77,1950000,390
-6324.92529296875,391,20.6363,4548.85,43.3954,4501.91,1955000,391
-6366.2080078125,392,20.4044,4531.4,43.1398,4501.69,1960000,392
-6307.5810546875,393,20.1297,4550.35,43.6022,4532.68,1965000,393
-6394.43408203125,394,20.702,4550.81,43.7105,4532.5,1970000,394
-6404.134765625,395,20.2742,4559.71,43.3072,4524.69,1975000,395
-6426.4462890625,396,20.3718,4553.3,44.1501,4522.24,1980000,396
-6371.07177734375,397,19.8134,4542.64,43.6836,4493.75,1985000,397
-6385.05859375,398,20.2159,4600.54,43.636,4532.32,1990000,398
-6376.11767578125,399,20.3905,4601.68,44.0897,4308.41,1995000,399
-6451.87744140625,400,19.9107,4607.81,43.8406,4422.09,2000000,400
-6512.2001953125,401,20.3379,4623.85,43.8526,4556.94,2005000,401
-6512.193359375,402,20.4426,4617.82,43.7643,4567.06,2010000,402
-6470.64208984375,403,20.4764,4638.15,43.5317,4582.56,2015000,403
-6539.08203125,404,20.7312,4659.99,43.6726,4585.02,2020000,404
-6670.0751953125,405,20.5003,4655.19,43.6804,4597.75,2025000,405
-6584.19384765625,406,20.2518,4611.88,43.0166,4552.96,2030000,406
-6654.6728515625,407,20.7108,4674.98,44.1584,4593.46,2035000,407
-6576.4306640625,408,20.9126,4603.39,44.1988,4616.51,2040000,408
-6643.54345703125,409,20.6182,4615.14,44.3031,4569.85,2045000,409
-6636.8037109375,410,20.8722,4643.76,44.0557,4587.86,2050000,410
-6646.92724609375,411,20.4609,4634.06,43.6873,4617.1,2055000,411
-6769.9326171875,412,20.7517,4594.0,43.8686,4599.85,2060000,412
-6774.40478515625,413,20.5908,4595.84,44.0916,4610.58,2065000,413
-6764.14013671875,414,20.4374,4577.25,43.1633,4598.7,2070000,414
-6860.48388671875,415,20.3773,4629.4,43.8563,4614.51,2075000,415
-6837.34814453125,416,20.4253,4620.04,43.4748,4568.76,2080000,416
-6896.0439453125,417,21.277,4629.09,43.633,4607.89,2085000,417
-6847.0341796875,418,20.106,4646.25,43.1347,4478.89,2090000,418
-6802.2841796875,419,20.3723,4597.91,43.5496,4578.61,2095000,419
-6971.83203125,420,20.2313,4634.91,43.9434,4620.98,2100000,420
-7019.90478515625,421,20.4732,4652.91,43.4022,4603.11,2105000,421
-6871.822265625,422,20.471,4669.46,43.3438,4640.01,2110000,422
-7034.3984375,423,20.444,4660.88,43.9052,4606.64,2115000,423
-6995.4775390625,424,19.956,4667.47,43.6512,4510.2,2120000,424
-7201.11572265625,425,21.1471,4629.59,43.8208,4598.12,2125000,425
-7113.10302734375,426,20.603,4661.26,43.7655,4623.61,2130000,426
-7134.20361328125,427,20.4453,4652.24,43.8791,4615.95,2135000,427
-7156.857421875,428,20.9065,4652.36,44.0674,4619.41,2140000,428
-7159.0908203125,429,20.8485,4690.58,44.344,4655.41,2145000,429
-7097.3203125,430,20.6397,4609.69,43.7598,4584.66,2150000,430
-7218.001953125,431,20.8491,4665.74,44.086,4609.17,2155000,431
-7186.40625,432,20.6388,4678.04,43.8682,4610.27,2160000,432
-7180.37890625,433,20.4388,4696.64,43.8122,4632.99,2165000,433
-7222.80224609375,434,20.4056,4672.38,43.8286,4619.95,2170000,434
-7208.70849609375,435,19.677,4683.18,43.4937,4636.53,2175000,435
-7427.59130859375,436,21.2118,4657.89,43.9099,4618.43,2180000,436
-7361.6142578125,437,20.7999,4646.93,44.4398,4613.12,2185000,437
-7304.4189453125,438,20.9157,4682.24,43.7756,4650.93,2190000,438
-7446.4951171875,439,21.1565,4664.23,43.8854,4625.83,2195000,439
-7354.24072265625,440,20.4326,4660.68,44.343,4629.45,2200000,440
-7338.509765625,441,20.9001,4693.24,44.7713,4673.83,2205000,441
-7492.35546875,442,20.6217,4719.91,44.5638,4569.3,2210000,442
-7414.458984375,443,20.4003,4660.55,44.0977,4633.75,2215000,443
-7473.78125,444,20.5985,4662.94,43.9488,4620.92,2220000,444
-7629.06640625,445,20.6963,4661.19,44.4061,4624.7,2225000,445
-7523.18212890625,446,20.6072,4686.01,43.8378,4623.77,2230000,446
-7543.58642578125,447,19.9636,4653.92,44.1804,4604.97,2235000,447
-7442.091796875,448,19.7002,4656.71,43.7663,4590.41,2240000,448
-7680.8369140625,449,20.4149,4652.9,43.8422,4598.38,2245000,449
-7573.9130859375,450,20.2505,4681.15,44.0516,4493.22,2250000,450
-7615.6591796875,451,20.2464,4673.09,43.332,4598.12,2255000,451
-7655.14599609375,452,19.9859,4695.81,43.2544,4620.89,2260000,452
-7652.8515625,453,20.4176,4661.27,43.8401,4607.11,2265000,453
-7681.17431640625,454,20.0371,4653.41,43.7322,4621.87,2270000,454
-7774.1435546875,455,20.0381,4607.97,43.8262,4549.77,2275000,455
-7713.990234375,456,19.8566,4624.61,43.3248,4564.86,2280000,456
-7813.40234375,457,20.0507,4633.16,43.6292,4568.84,2285000,457
-7880.4072265625,458,19.9932,4646.53,43.5502,4580.47,2290000,458
-7851.4892578125,459,20.4492,4629.92,43.719,4578.45,2295000,459
-7983.2734375,460,20.528,4590.81,43.9835,4539.57,2300000,460
-7881.92919921875,461,20.0087,4639.06,43.5455,4416.77,2305000,461
-7794.794921875,462,19.6091,4662.73,43.0443,4595.88,2310000,462
-7944.87646484375,463,19.6586,4657.88,43.1828,4582.89,2315000,463
-8015.4990234375,464,19.8776,4698.39,43.5906,4635.05,2320000,464
-8008.56005859375,465,20.104,4658.91,43.3434,4611.77,2325000,465
-8042.3564453125,466,19.6187,4679.97,43.5215,4482.83,2330000,466
-8025.62060546875,467,19.9027,4665.17,44.1571,4594.06,2335000,467
-8143.48388671875,468,19.6096,4668.59,44.183,4603.75,2340000,468
-8085.83056640625,469,20.3522,4635.45,43.953,4592.6,2345000,469
-8159.2509765625,470,20.3154,4684.54,43.2715,4618.72,2350000,470
-8175.79638671875,471,20.2147,4660.32,43.5982,4618.37,2355000,471
-8181.62744140625,472,20.1999,4675.09,43.7053,4620.91,2360000,472
-8243.970703125,473,20.1104,4681.1,43.951,4604.41,2365000,473
-8331.2861328125,474,19.7443,4694.55,43.6874,4609.24,2370000,474
-8029.79638671875,475,19.5738,4678.85,43.519,4611.08,2375000,475
-7954.44287109375,476,20.7174,4659.12,43.7619,4615.04,2380000,476
-8409.2958984375,477,19.4822,4633.63,43.7168,4618.72,2385000,477
-8126.3486328125,478,19.5188,4617.23,43.703,4166.21,2390000,478
-8286.2021484375,479,19.9527,4642.51,43.637,4585.52,2395000,479
-8372.4013671875,480,20.0977,4661.25,43.5816,4620.39,2400000,480
-8271.7685546875,481,19.504,4677.12,43.4667,4617.05,2405000,481
-8314.388671875,482,20.2323,4640.78,44.0668,4632.87,2410000,482
-8455.1376953125,483,20.0539,4652.65,43.4867,4604.88,2415000,483
-8077.46875,484,19.1643,4644.99,43.039,4621.46,2420000,484
-8297.095703125,485,19.7709,4661.38,43.0178,4623.6,2425000,485
-8434.4921875,486,20.0797,4676.19,44.4048,4633.92,2430000,486
-8264.2177734375,487,20.1597,4664.93,44.0741,4658.91,2435000,487
-8684.310546875,488,20.4861,4684.03,43.8176,4646.65,2440000,488
-8513.9990234375,489,20.0022,4697.46,43.8909,4662.93,2445000,489
-8437.076171875,490,19.0924,4695.15,44.0366,4667.05,2450000,490
-8698.2353515625,491,20.5333,4691.81,43.8015,4674.23,2455000,491
-8582.7919921875,492,20.1957,4679.57,44.3314,4640.47,2460000,492
-8531.4677734375,493,20.6422,4708.15,43.934,4678.99,2465000,493
-8695.2841796875,494,20.2614,4662.42,43.8934,4654.07,2470000,494
-8759.615234375,495,20.3398,4727.26,43.635,4691.54,2475000,495
-8320.4912109375,496,20.6118,4695.03,43.4176,4664.43,2480000,496
-7944.75,497,24.415,4725.57,43.8298,4021.47,2485000,497
-8690.0341796875,498,20.6059,4679.31,43.2385,4659.44,2490000,498
-8527.591796875,499,19.0217,4695.56,43.68,3989.18,2495000,499
-8605.48046875,500,20.3191,4713.31,43.2938,4500.63,2500000,500
-8633.5888671875,501,20.5008,4720.72,43.0515,4681.0,2505000,501
-8758.181640625,502,20.5343,4688.85,43.1669,4663.86,2510000,502
-8613.7333984375,503,20.595,4724.97,43.7213,4711.3,2515000,503
-8847.2431640625,504,20.623,4699.59,43.2644,4682.6,2520000,504
-8733.513671875,505,20.5832,4693.54,43.2813,4678.73,2525000,505
-8844.4111328125,506,21.3036,4711.62,43.4443,4697.44,2530000,506
-8653.5517578125,507,20.5675,4703.57,42.9415,4682.37,2535000,507
-8807.5888671875,508,20.9921,4669.6,43.842,4657.77,2540000,508
-8748.951171875,509,20.8522,4722.55,44.0054,4670.05,2545000,509
-8958.9921875,510,20.7828,4700.6,43.3177,4656.35,2550000,510
-8866.3369140625,511,20.5839,4659.69,43.1621,4642.36,2555000,511
-8957.8095703125,512,20.8928,4640.59,43.9072,4616.89,2560000,512
-9022.962890625,513,21.239,4682.02,43.7872,4654.94,2565000,513
-8951.98828125,514,20.712,4697.02,43.3523,4657.82,2570000,514
-8999.03515625,515,21.1144,4597.96,43.4894,4595.14,2575000,515
-8980.138671875,516,21.1037,4682.38,43.6209,4645.49,2580000,516
-9041.927734375,517,21.8414,4684.31,44.0805,4661.13,2585000,517
-9080.822265625,518,21.4603,4673.77,43.9113,4651.57,2590000,518
-9198.1728515625,519,21.9527,4690.57,44.025,4656.62,2595000,519
-9280.0849609375,520,21.9121,4696.53,44.4161,4686.2,2600000,520
-9123.0126953125,521,21.2253,4656.95,43.5319,4643.57,2605000,521
-9197.779296875,522,21.6044,4651.51,44.1726,4618.9,2610000,522
-9303.6376953125,523,21.6796,4656.43,43.5852,4653.39,2615000,523
-9392.0458984375,524,21.9192,4652.34,43.6211,4630.17,2620000,524
-9226.8486328125,525,20.7452,4628.5,43.2099,4634.34,2625000,525
-9048.947265625,526,20.4269,4625.5,43.8389,4608.87,2630000,526
-9177.740234375,527,20.6258,4617.55,43.1625,4598.39,2635000,527
-9118.744140625,528,20.6298,4671.94,43.1297,4661.66,2640000,528
-9150.923828125,529,20.5772,4676.21,42.9771,4665.51,2645000,529
-9166.671875,530,19.7926,4591.8,43.0477,4582.94,2650000,530
-9083.896484375,531,20.1696,4634.28,43.3015,4625.11,2655000,531
-9344.1943359375,532,20.6741,4656.57,43.3666,4636.65,2660000,532
-9225.6865234375,533,20.288,4615.25,43.6818,4602.18,2665000,533
-9246.8720703125,534,20.1511,4629.4,43.3238,4607.33,2670000,534
-9262.29296875,535,20.0237,4592.54,43.4708,4599.69,2675000,535
-9244.1904296875,536,20.2079,4614.59,42.864,4620.31,2680000,536
-9423.0439453125,537,20.4499,4644.66,43.1763,4639.86,2685000,537
-9501.30859375,538,20.911,4696.76,43.0577,4707.68,2690000,538
-9482.4716796875,539,20.2315,4607.01,42.8937,4401.32,2695000,539
-9399.1796875,540,20.2167,4626.23,42.7782,4607.82,2700000,540
-9450.6455078125,541,20.1639,4619.7,43.124,4629.54,2705000,541
-9471.4453125,542,20.6245,4628.99,43.0526,4208.94,2710000,542
-9296.5380859375,543,20.0735,4655.53,42.8969,4666.0,2715000,543
-9521.6328125,544,20.5381,4644.73,43.6985,4656.26,2720000,544
-9459.37109375,545,21.1842,4684.1,43.5502,4460.02,2725000,545
-9460.943359375,546,20.3575,4646.65,43.2725,4658.41,2730000,546
-9271.7744140625,547,20.5074,4632.1,43.2522,4646.33,2735000,547
-9375.125,548,20.1693,4653.74,43.2643,4644.21,2740000,548
-9361.169921875,549,20.0284,4694.66,43.1343,4680.76,2745000,549
-9560.708984375,550,20.328,4705.27,43.5959,4284.3,2750000,550
-9431.5458984375,551,19.5761,4686.05,42.9624,4657.05,2755000,551
-9477.1181640625,552,20.3399,4687.95,43.156,4678.68,2760000,552
-9700.05078125,553,19.9754,4716.84,42.8734,4730.35,2765000,553
-9431.349609375,554,19.3651,4700.79,42.8627,4612.2,2770000,554
-9362.9150390625,555,19.1925,4692.99,42.4268,4534.8,2775000,555
-9531.9462890625,556,19.9707,4694.58,42.8759,4546.34,2780000,556
-9810.93359375,557,19.8291,4710.67,42.7983,4618.61,2785000,557
-9625.44140625,558,19.9019,4710.72,42.7358,4685.0,2790000,558
-9613.4111328125,559,21.0962,4732.96,42.8831,4294.34,2795000,559
-9687.5615234375,560,19.1083,4711.39,42.947,4671.76,2800000,560
-9654.9169921875,561,19.1199,4699.34,42.5814,4672.65,2805000,561
-9653.5068359375,562,19.9401,4717.66,42.7202,4700.64,2810000,562
-9669.48046875,563,20.2848,4778.55,42.6605,4719.63,2815000,563
-9783.5947265625,564,20.2726,4746.07,42.8511,4705.66,2820000,564
-9840.1435546875,565,20.5007,4738.86,42.9133,4688.6,2825000,565
-9854.9404296875,566,19.2371,4692.67,42.9663,4536.94,2830000,566
-9675.7490234375,567,19.2427,4740.26,42.6211,4663.1,2835000,567
-9717.7060546875,568,19.6276,4729.91,42.8234,4701.84,2840000,568
-9808.513671875,569,19.9703,4732.01,43.1515,4673.4,2845000,569
-9866.4345703125,570,19.9657,4698.49,42.8762,4632.46,2850000,570
-9790.109375,571,19.8443,4722.43,43.0116,4649.1,2855000,571
-9867.6005859375,572,19.5337,4740.66,42.8613,4664.95,2860000,572
-9828.095703125,573,20.1287,4726.69,42.7184,4675.31,2865000,573
-9848.455078125,574,18.8007,4683.78,42.8554,4659.37,2870000,574
-9798.89453125,575,20.0418,4713.04,42.9983,4542.88,2875000,575
-9815.609375,576,19.1347,4730.34,42.9933,4563.79,2880000,576
-9645.083984375,577,19.2678,4717.01,42.4379,4670.8,2885000,577
-9730.2646484375,578,19.7322,4708.66,42.4513,4682.05,2890000,578
-9899.6376953125,579,19.2865,4724.74,42.3661,4679.85,2895000,579
-9860.6162109375,580,19.4024,4657.97,42.5399,4661.25,2900000,580
-9780.7470703125,581,19.0305,4674.85,42.8232,4679.94,2905000,581
-9676.462890625,582,17.6942,4662.15,42.5562,4696.85,2910000,582
-10195.6162109375,583,19.8365,4725.45,43.1918,4691.4,2915000,583
-10116.4990234375,584,19.6395,4690.46,42.9024,4708.74,2920000,584
-10043.654296875,585,19.3747,4665.14,42.3535,4207.72,2925000,585
-10108.162109375,586,19.3247,4704.42,42.7973,4678.93,2930000,586
-10025.1416015625,587,19.2605,4740.98,42.8298,4725.19,2935000,587
-9079.68359375,588,18.3042,562.4,48.9029,462.61,2940000,588
-9941.4482421875,589,19.8869,4659.26,43.7648,3269.03,2945000,589
-9075.25390625,590,30.0882,1904.88,46.6553,2702.16,2950000,590
-9022.91015625,591,20.8544,2349.04,43.4921,2866.85,2955000,591
-10429.455078125,592,19.0908,3811.69,44.3994,3317.81,2960000,592
-9603.998046875,593,19.6358,4487.18,42.9767,4315.77,2965000,593
-10106.9873046875,594,19.44,4458.17,42.3773,4432.09,2970000,594
-10494.380859375,595,19.5113,4528.46,42.8767,4492.1,2975000,595
-10097.7158203125,596,19.0705,4592.93,42.8145,4582.44,2980000,596
-9926.041015625,597,19.2981,4548.51,42.2805,4525.93,2985000,597
-10217.1015625,598,19.6831,4651.79,43.0081,4576.01,2990000,598
-10440.580078125,599,20.3551,4686.1,43.2856,4646.81,2995000,599
-10762.294921875,600,21.3981,4681.05,43.7143,4479.66,3000000,600
-10642.384765625,601,21.075,4676.6,43.3399,4638.36,3005000,601
-10777.7578125,602,21.3827,4698.1,43.8428,4652.02,3010000,602
-10569.646484375,603,20.1857,4698.28,43.5933,4634.45,3015000,603
-10661.0751953125,604,20.8847,4712.63,43.5999,4678.45,3020000,604
-8648.8720703125,605,73.2644,2205.47,48.4892,1671.26,3025000,605
-10339.0634765625,606,34.2877,4331.93,44.0214,3964.47,3030000,606
-9359.130859375,607,47.0575,2316.32,44.8483,1738.12,3035000,607
-10290.6572265625,608,20.4219,4331.33,43.2385,4356.65,3040000,608
-9422.8935546875,609,32.1854,1903.84,45.4082,2164.9,3045000,609
-10271.796875,610,22.2714,4567.28,43.4229,3916.49,3050000,610
-10697.896484375,611,20.4801,4518.27,43.4023,4399.96,3055000,611
-10830.5556640625,612,22.3739,4540.42,44.6621,4337.96,3060000,612
-11014.9130859375,613,21.7586,4609.28,43.9304,4583.03,3065000,613
-10733.25390625,614,20.0107,4587.46,44.069,4434.23,3070000,614
-10808.5595703125,615,22.1418,3968.82,44.6196,2970.87,3075000,615
-9207.8828125,616,27.563,1235.27,48.7241,828.65,3080000,616
-9198.607421875,617,45.8951,850.93,49.5973,817.57,3085000,617
-9230.40625,618,40.999,1865.12,45.1105,1811.21,3090000,618
-9568.203125,619,25.1126,3201.17,47.4565,3138.14,3095000,619
-10408.087890625,620,29.1271,2462.53,44.937,2719.63,3100000,620
-9724.7568359375,621,34.6018,3697.62,44.8864,3288.74,3105000,621
-10107.7314453125,622,27.6009,3262.82,43.9894,3343.77,3110000,622
-10574.064453125,623,23.8768,4313.34,43.645,4019.06,3115000,623
-10584.779296875,624,24.3203,4327.3,44.095,3409.86,3120000,624
-10278.9228515625,625,20.0478,4419.68,42.9608,3855.42,3125000,625
-10000.7890625,626,21.6419,4486.18,42.6201,4308.23,3130000,626
-10326.966796875,627,20.7567,4606.39,42.8853,4584.92,3135000,627
-10653.3505859375,628,20.6584,4459.35,43.1132,4485.54,3140000,628
-10681.2421875,629,20.4794,4541.87,42.8953,4527.16,3145000,629
-10971.77734375,630,20.7637,4540.25,43.3624,4548.44,3150000,630
-10967.7080078125,631,21.2541,4608.48,43.436,4602.94,3155000,631
-11091.9306640625,632,21.2078,4565.07,43.21,4511.87,3160000,632
-11129.939453125,633,20.4642,4587.48,43.338,4584.43,3165000,633
-11191.8154296875,634,21.1489,4614.64,43.1547,4504.95,3170000,634
-10905.818359375,635,20.8758,4699.86,42.7866,4651.32,3175000,635
-11145.447265625,636,21.1599,4735.71,43.0308,4663.81,3180000,636
-10963.1328125,637,20.0925,4639.1,42.952,4545.52,3185000,637
-10836.7900390625,638,20.2875,4690.03,42.7703,4673.47,3190000,638
-10905.25390625,639,20.6453,4678.03,43.5551,4427.74,3195000,639
-10998.5703125,640,20.9687,4591.87,43.1895,4659.92,3200000,640
-10990.7685546875,641,19.6134,4676.53,43.2999,4137.19,3205000,641
-11012.4287109375,642,19.4727,3931.26,43.2162,4397.2,3210000,642
-11023.087890625,643,21.0127,4373.1,43.0263,4398.19,3215000,643
-11018.16796875,644,20.6319,4053.25,43.0996,3906.84,3220000,644
-11327.0322265625,645,21.8349,4354.35,43.3656,4381.26,3225000,645
-11064.2060546875,646,20.1038,4281.3,43.1019,4287.4,3230000,646
-11269.7197265625,647,20.8622,4304.87,43.2541,4218.74,3235000,647
-11213.8486328125,648,20.5475,3998.33,43.5629,3986.37,3240000,648
-11083.3125,649,19.8127,4659.28,43.0974,4408.13,3245000,649
-11110.978515625,650,20.0168,4373.1,43.8369,4244.08,3250000,650
-11393.08984375,651,20.6882,4029.51,43.746,4139.5,3255000,651
-11421.0029296875,652,21.1668,4596.45,43.4978,4059.26,3260000,652
-11415.625,653,20.9988,4665.59,43.2387,4593.39,3265000,653
-11211.6259765625,654,21.8396,4629.17,43.8913,4552.45,3270000,654
-11451.435546875,655,21.1106,4670.69,43.7835,4389.25,3275000,655
-11339.7919921875,656,21.2337,4658.98,44.0184,4402.75,3280000,656
-11506.4462890625,657,21.314,4704.21,43.6056,4626.61,3285000,657
-11608.5400390625,658,21.9936,4708.89,43.3371,4404.88,3290000,658
-11364.7958984375,659,21.008,4726.51,43.3827,4375.07,3295000,659
-11253.6962890625,660,21.2029,4673.82,43.2584,4640.65,3300000,660
-11755.1611328125,661,21.6604,4698.7,43.3721,4447.3,3305000,661
-11438.2392578125,662,20.84,4678.56,43.547,4573.36,3310000,662
-11633.5302734375,663,20.9698,4601.1,43.8459,4662.72,3315000,663
-11426.3671875,664,21.5827,4653.07,43.4473,4653.53,3320000,664
-11438.6064453125,665,21.4295,4709.77,43.359,4658.97,3325000,665
-11488.763671875,666,21.3394,4670.38,43.4745,4535.82,3330000,666
-11444.1962890625,667,21.6137,4725.36,43.9326,4681.64,3335000,667
-11510.2978515625,668,21.4174,4725.1,43.6993,4643.17,3340000,668
-11246.865234375,669,21.4466,4739.18,43.6803,4715.12,3345000,669
-11347.5615234375,670,21.113,4706.71,43.7066,4728.58,3350000,670
-11295.4140625,671,21.884,4708.99,42.9768,4705.33,3355000,671
-11079.1640625,672,20.866,4726.51,43.0134,4727.37,3360000,672
-11371.224609375,673,21.6002,4774.72,43.4389,4760.27,3365000,673
-11502.9091796875,674,21.2809,4749.31,43.2745,4719.68,3370000,674
-11302.103515625,675,21.0765,4699.01,43.3811,4710.94,3375000,675
-11678.154296875,676,22.2851,4751.19,43.6812,4727.36,3380000,676
-11483.8984375,677,21.2874,4714.89,43.7679,4664.97,3385000,677
-11397.1884765625,678,21.5329,4814.79,43.0412,4747.91,3390000,678
-11665.9765625,679,22.6524,4798.1,43.4195,4763.19,3395000,679
-11472.0576171875,680,22.0618,4780.79,43.2565,4745.79,3400000,680
-11574.5791015625,681,22.1215,4832.63,43.2723,4735.96,3405000,681
-11755.9775390625,682,22.0473,4811.53,43.8769,4751.95,3410000,682
-11500.0,683,22.1462,4784.39,42.8809,4734.29,3415000,683
-11738.697265625,684,21.738,4816.82,43.0785,4788.56,3420000,684
-11836.681640625,685,21.9321,4775.77,43.6716,4734.56,3425000,685
-11753.4072265625,686,21.6061,4729.49,43.4376,4702.36,3430000,686
-11736.5029296875,687,22.1188,4823.16,42.8686,4775.47,3435000,687
-11986.7041015625,688,21.7254,4764.65,43.3406,4733.74,3440000,688
-11838.443359375,689,22.0818,4774.98,43.8908,4753.76,3445000,689
-11558.744140625,690,21.884,4845.4,42.9108,4810.51,3450000,690
-11576.2216796875,691,21.2666,4723.81,43.7011,4712.5,3455000,691
-11737.4453125,692,22.1895,4805.56,43.3274,4764.96,3460000,692
-11602.396484375,693,21.1368,4766.68,42.9166,4697.99,3465000,693
-11670.3876953125,694,21.6159,4787.44,43.3603,4767.37,3470000,694
-11605.1884765625,695,20.5004,4758.96,43.2488,4729.05,3475000,695
-11645.4658203125,696,21.0707,4777.32,43.2755,4653.08,3480000,696
-12029.525390625,697,21.6497,4821.94,43.7529,4687.02,3485000,697
-11756.998046875,698,22.0477,4811.88,43.0842,4762.86,3490000,698
-11609.2353515625,699,21.8855,4792.04,42.986,4744.45,3495000,699
-11748.1201171875,700,20.8286,4835.87,43.1036,4789.1,3500000,700
-11723.638671875,701,23.2793,4778.64,43.7573,4550.79,3505000,701
-11821.4072265625,702,21.9381,4753.72,43.2308,4746.2,3510000,702
-11691.056640625,703,21.0227,4728.08,43.5265,4713.85,3515000,703
-11851.8369140625,704,21.7104,4720.72,43.9769,4684.37,3520000,704
-11998.6474609375,705,21.7768,4757.1,44.2881,4724.68,3525000,705
-11729.7802734375,706,21.7943,4771.25,42.8495,4730.22,3530000,706
-11908.9638671875,707,22.1923,4749.62,42.8918,4552.01,3535000,707
-11703.677734375,708,21.5333,4783.9,42.8837,4740.37,3540000,708
-11645.5517578125,709,22.4038,4731.13,43.8875,4705.65,3545000,709
-11768.337890625,710,23.6746,4766.55,43.6568,4588.12,3550000,710
-11967.474609375,711,22.093,4775.18,43.2244,4736.79,3555000,711
-12033.05859375,712,22.3548,4756.41,43.2563,4545.33,3560000,712
-11863.6923828125,713,22.1402,4808.57,43.4291,4758.88,3565000,713
-11982.46875,714,22.4473,4798.4,42.8527,4727.33,3570000,714
-11722.798828125,715,21.8141,4727.1,43.3444,4579.13,3575000,715
-11902.5517578125,716,21.0721,4734.37,43.0279,4685.32,3580000,716
-11982.6220703125,717,21.5229,4790.91,42.6405,4737.07,3585000,717
-12017.7392578125,718,22.1713,4793.48,43.391,4671.51,3590000,718
-11543.34375,719,21.7062,4803.54,43.0148,4738.52,3595000,719
-11725.9619140625,720,21.2611,4747.47,43.2524,4716.25,3600000,720
-11767.013671875,721,21.4617,4791.88,42.6597,4720.1,3605000,721
-11875.142578125,722,20.4343,4721.71,43.0807,4623.49,3610000,722
-11797.4130859375,723,21.6443,4786.29,43.2476,4714.45,3615000,723
-11854.5322265625,724,21.7004,4755.68,43.1835,4731.52,3620000,724
-11919.255859375,725,21.4465,4777.67,42.7155,4725.89,3625000,725
-11833.43359375,726,21.7336,4744.37,42.9628,4737.18,3630000,726
-12020.267578125,727,21.4986,4777.53,43.1864,4713.23,3635000,727
-11934.365234375,728,21.427,4758.01,42.888,4684.8,3640000,728
-11697.29296875,729,21.0699,4751.47,42.7483,4532.38,3645000,729
-11982.560546875,730,21.7482,4791.54,42.7441,4723.67,3650000,730
-12142.66015625,731,21.2416,4762.28,43.1038,4706.17,3655000,731
-11996.978515625,732,21.1435,4742.94,42.9832,4717.24,3660000,732
-11881.8701171875,733,21.7659,4813.55,43.0089,4682.74,3665000,733
-12064.9853515625,734,21.6558,4773.73,42.5502,4612.82,3670000,734
-11976.806640625,735,21.003,4748.02,42.5782,4723.83,3675000,735
-11848.6875,736,21.3576,4758.18,42.6186,4697.24,3680000,736
-12002.7041015625,737,20.7237,4760.27,42.9396,4717.56,3685000,737
-11899.501953125,738,20.5848,4732.74,42.6709,4487.48,3690000,738
-12005.6337890625,739,21.1355,4721.21,42.6394,4698.04,3695000,739
-12153.814453125,740,20.7069,4728.23,42.6,4628.64,3700000,740
-11846.4248046875,741,20.9315,4684.61,42.4882,4736.07,3705000,741
-12038.4599609375,742,21.1605,4730.71,42.9438,4721.28,3710000,742
-11852.1259765625,743,21.5753,4743.17,42.6142,4719.81,3715000,743
-11685.224609375,744,20.6584,4759.0,42.5653,4734.9,3720000,744
-11866.9052734375,745,21.4162,4749.4,42.965,4739.59,3725000,745
-11808.2421875,746,21.0491,4778.09,42.7802,4734.5,3730000,746
-12014.3984375,747,21.2048,4593.89,42.715,4685.01,3735000,747
-11889.451171875,748,20.1853,4726.31,42.8656,4584.88,3740000,748
-12082.517578125,749,20.0069,4630.97,42.8778,4389.24,3745000,749
-11684.357421875,750,21.2028,4760.72,42.4525,4723.08,3750000,750
-11903.783203125,751,21.196,4730.91,42.7985,4720.63,3755000,751
-11786.1591796875,752,20.7081,4794.67,42.8736,4781.95,3760000,752
-11703.2294921875,753,20.7211,4781.33,42.3392,4756.52,3765000,753
-11900.0185546875,754,20.1097,4722.49,42.8746,4704.61,3770000,754
-12178.509765625,755,20.3556,4740.45,42.3243,4644.62,3775000,755
-11911.884765625,756,20.1737,4750.01,42.5413,4716.06,3780000,756
-12034.7255859375,757,21.1869,4698.18,42.1972,4750.74,3785000,757
-12156.505859375,758,21.2117,4764.11,42.8343,4747.22,3790000,758
-12130.1455078125,759,21.3482,4786.55,42.9304,4719.42,3795000,759
-11939.5361328125,760,20.3489,4616.81,42.7096,4697.99,3800000,760
-11888.3896484375,761,21.1905,4784.55,43.0204,4758.27,3805000,761
-12003.0537109375,762,21.1333,4851.42,42.8035,4600.96,3810000,762
-12067.0087890625,763,24.8986,4755.61,42.9658,4669.2,3815000,763
-11834.0400390625,764,20.8536,4831.87,42.8516,4655.06,3820000,764
-12109.5810546875,765,21.0954,4769.74,42.9443,4203.78,3825000,765
-11884.2822265625,766,21.4358,4576.88,42.6348,4572.09,3830000,766
-11746.7978515625,767,19.8199,4719.76,42.7405,4553.54,3835000,767
