Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Forward KL,Reward Loss,Running Update Time,Real Det Return
346.4208,400,53.11,2000000,621.7679,-18905.833984375,400,53.11
357.3714,401,51.75,2005000,630.5937,-19023.46484375,401,51.79
759.5953,402,53.24,2010000,631.6579,-17825.134765625,402,53.18
363.9398,403,52.97,2015000,634.4963,-18995.072265625,403,52.98
590.2675,404,53.42,2020000,636.5,-19062.802734375,404,53.42
410.4553,405,53.05,2025000,644.3499,-18934.5625,405,53.05
372.1729,406,53.23,2030000,651.4651,-18973.060546875,406,53.19
325.4573,407,52.91,2035000,637.2193,-18491.505859375,407,52.9
326.94,408,49.45,2040000,629.9729,-18607.51953125,408,49.31
349.101,409,53.24,2045000,631.7005,-18536.544921875,409,53.26
298.6388,410,53.05,2050000,627.3763,-17883.81640625,410,53.05
394.6729,411,51.93,2055000,636.2685,-18954.125,411,51.95
339.3533,412,48.86,2060000,654.5056,-18783.759765625,412,48.94
305.9685,413,53.3,2065000,632.2226,-18426.451171875,413,53.34
345.8082,414,50.34,2070000,638.1991,-18448.283203125,414,50.49
334.3502,415,48.83,2075000,628.8742,-18618.236328125,415,48.7
314.967,416,49.24,2080000,615.4125,-18408.154296875,416,49.18
311.3221,417,53.57,2085000,616.2644,-17952.744140625,417,53.79
315.8722,418,54.16,2090000,619.5412,-18356.990234375,418,54.66
435.3406,419,55.41,2095000,610.1561,-18384.025390625,419,55.47
353.9077,420,51.9,2100000,615.7363,-18846.50390625,420,51.9
459.3953,421,51.9,2105000,632.3421,-19339.37109375,421,51.9
332.3542,422,52.25,2110000,644.4741,-18775.244140625,422,52.24
320.0601,423,52.11,2115000,628.0528,-19007.103515625,423,52.1
335.0792,424,52.28,2120000,638.3136,-19041.876953125,424,52.25
410.484,425,52.22,2125000,627.6842,-18972.861328125,425,52.17
357.8424,426,52.13,2130000,659.5067,-19128.93359375,426,52.12
330.5524,427,53.87,2135000,626.4009,-18841.10546875,427,51.19
360.0124,428,52.33,2140000,612.3669,-18733.24609375,428,52.31
375.3564,429,52.17,2145000,646.8777,-18951.51171875,429,52.22
396.004,430,48.87,2150000,636.0784,-19119.919921875,430,49.0
332.7923,431,52.04,2155000,616.271,-18348.27734375,431,52.08
342.4619,432,49.71,2160000,639.0619,-18322.013671875,432,49.56
355.686,433,52.25,2165000,621.3877,-18694.1640625,433,52.19
617.983,434,49.68,2170000,642.3072,-19022.697265625,434,49.82
347.5003,435,51.32,2175000,648.1749,-18796.353515625,435,51.31
346.4197,436,48.17,2180000,650.2881,-19055.845703125,436,48.23
365.241,437,48.08,2185000,634.7246,-18724.326171875,437,48.08
333.1953,438,51.76,2190000,662.5829,-18753.822265625,438,51.75
333.8684,439,51.74,2195000,645.4533,-18749.083984375,439,52.27
347.2653,440,51.0,2200000,626.7958,-18845.95703125,440,51.91
352.2644,441,49.84,2205000,635.7663,-18893.216796875,441,50.21
358.3501,442,48.69,2210000,639.0682,-18749.390625,442,48.05
367.4881,443,48.81,2215000,629.8654,-18813.466796875,443,48.84
320.9688,444,48.87,2220000,655.261,-18450.19140625,444,48.87
345.2351,445,51.34,2225000,636.2416,-18824.55078125,445,51.45
356.8571,446,56.59,2230000,656.8895,-19300.75,446,57.76
394.8411,447,48.91,2235000,613.5424,-19137.81640625,447,48.91
340.2074,448,51.48,2240000,626.6101,-18811.26953125,448,51.47
321.8939,449,49.82,2245000,645.062,-18952.921875,449,49.83
338.3935,450,58.6,2250000,647.3262,-19037.30859375,450,58.62
386.6442,451,58.43,2255000,637.3614,-18929.099609375,451,58.61
340.9669,452,59.1,2260000,643.6819,-19144.05078125,452,58.95
334.4988,453,56.1,2265000,635.6894,-18725.544921875,453,56.9
386.1784,454,51.46,2270000,615.1271,-19115.41796875,454,51.46
338.4702,455,57.15,2275000,642.8114,-18847.87109375,455,57.95
414.67,456,51.36,2280000,619.7114,-19220.7421875,456,50.86
509.3505,457,53.38,2285000,628.5773,-19041.154296875,457,53.35
413.4825,458,53.3,2290000,614.5713,-19097.154296875,458,53.29
345.1618,459,50.46,2295000,592.7074,-18729.287109375,459,50.12
279.4343,460,176.85,2300000,530.4586,-17702.763671875,460,232.77
588.2219,461,57.11,2305000,553.3912,-18565.822265625,461,56.97
310.8143,462,247.96,2310000,581.7793,-18116.0625,462,242.1
394.6441,463,244.58,2315000,522.6596,-19260.783203125,463,254.76
734.5759,464,179.07,2320000,537.1526,-19235.0234375,464,184.89
584.4239,465,232.83,2325000,555.953,-18550.3828125,465,258.9
309.7542,466,239.63,2330000,564.2645,-17963.833984375,466,242.34
328.3877,467,218.58,2335000,578.7718,-18836.150390625,467,213.35
308.1797,468,222.24,2340000,588.5543,-18251.044921875,468,220.07
360.1955,469,194.07,2345000,573.2882,-19033.615234375,469,194.6
434.5657,470,195.29,2350000,539.6454,-19286.828125,470,175.81
369.681,471,140.76,2355000,575.2627,-19277.341796875,471,98.78
335.3348,472,494.84,2360000,484.9858,-19286.61328125,472,450.99
512.2011,473,418.58,2365000,487.8134,-18823.189453125,473,432.0
493.6755,474,52.71,2370000,613.4156,-19490.919921875,474,52.31
387.9548,475,58.22,2375000,649.9482,-19201.6640625,475,58.63
356.4595,476,58.1,2380000,621.3939,-19127.4453125,476,57.89
374.3349,477,58.88,2385000,608.9693,-19166.47265625,477,58.84
389.4732,478,58.25,2390000,672.944,-18925.37109375,478,58.24
321.4534,479,58.32,2395000,607.4001,-19017.85546875,479,57.79
373.3465,480,57.48,2400000,625.0158,-18605.087890625,480,57.41
340.9061,481,49.08,2405000,611.9475,-18266.166015625,481,48.86
349.8456,482,92.46,2410000,554.9875,-18669.474609375,482,66.51
389.1008,483,151.09,2415000,538.2632,-18747.466796875,483,146.83
405.4472,484,221.2,2420000,493.7242,-19047.03125,484,271.87
560.951,485,206.41,2425000,503.0602,-18816.73046875,485,174.33
561.3794,486,451.93,2430000,491.4943,-19178.642578125,486,450.45
515.9686,487,294.75,2435000,503.9871,-19475.88671875,487,218.44
412.1839,488,58.15,2440000,597.537,-19293.380859375,488,58.12
400.5873,489,58.64,2445000,631.1436,-19353.8515625,489,58.61
405.2714,490,57.98,2450000,680.3431,-18541.9609375,490,58.01
367.1243,491,58.85,2455000,569.1119,-18638.728515625,491,58.88
571.5015,492,54.26,2460000,625.073,-18864.609375,492,54.44
387.5201,493,51.87,2465000,655.6962,-17640.8203125,493,51.87
367.5878,494,52.71,2470000,583.128,-19255.603515625,494,52.45
397.7202,495,51.55,2475000,646.0304,-17339.421875,495,51.62
403.1938,496,54.1,2480000,662.6683,-17992.5234375,496,54.12
375.8484,497,51.44,2485000,611.3432,-18371.822265625,497,51.96
411.5423,498,55.18,2490000,676.5712,-18732.24609375,498,54.95
432.2976,499,53.94,2495000,689.6782,-18987.4375,499,54.52
385.5591,500,55.53,2500000,629.1134,-18581.91796875,500,56.24
410.2461,501,54.11,2505000,672.5023,-18686.197265625,501,53.87
380.2806,502,53.47,2510000,635.4174,-18672.875,502,53.48
400.7133,503,54.01,2515000,632.0355,-19158.771484375,503,53.95
373.8712,504,230.65,2520000,497.0169,-18971.201171875,504,229.02
477.0076,505,312.32,2525000,485.1074,-18998.56640625,505,316.74
357.6463,506,335.54,2530000,470.8654,-18781.658203125,506,327.58
401.1505,507,52.77,2535000,678.788,-19335.1640625,507,52.19
439.3117,508,56.29,2540000,614.9526,-19558.03515625,508,56.17
400.7753,509,56.88,2545000,647.778,-19350.392578125,509,56.83
538.7455,510,55.93,2550000,636.6169,-19586.23828125,510,56.16
402.129,511,55.88,2555000,578.6543,-19486.380859375,511,56.83
588.4963,512,56.25,2560000,593.2789,-19479.4453125,512,56.24
412.1423,513,56.91,2565000,644.1094,-19355.869140625,513,56.8
422.39,514,54.57,2570000,635.2891,-19357.61328125,514,54.58
390.7144,515,54.33,2575000,666.1053,-19124.35546875,515,54.58
374.6457,516,54.98,2580000,611.992,-19271.2578125,516,55.18
388.1247,517,56.04,2585000,648.9394,-18793.484375,517,56.58
420.0364,518,51.35,2590000,571.977,-19169.189453125,518,51.36
379.4521,519,51.52,2595000,618.5005,-18511.83203125,519,51.28
437.8791,520,56.64,2600000,565.914,-19185.0546875,520,57.38
400.2971,521,50.65,2605000,601.4478,-19158.689453125,521,50.71
380.0295,522,51.06,2610000,579.5091,-19195.03515625,522,50.51
395.1376,523,50.42,2615000,587.4227,-19416.068359375,523,50.11
380.2398,524,50.12,2620000,607.5729,-18942.986328125,524,50.08
463.9413,525,49.03,2625000,586.4853,-19487.431640625,525,48.99
378.5627,526,51.38,2630000,648.4612,-19048.076171875,526,51.37
394.058,527,54.6,2635000,619.6938,-19186.404296875,527,56.6
381.6905,528,51.87,2640000,670.339,-19216.13671875,528,49.8
399.8215,529,55.36,2645000,620.9459,-19223.150390625,529,55.48
449.1434,530,50.12,2650000,625.8867,-19488.701171875,530,49.98
475.1626,531,50.25,2655000,605.1418,-19619.185546875,531,50.26
427.7043,532,54.08,2660000,664.115,-19438.109375,532,53.8
405.5703,533,53.06,2665000,637.8555,-19494.765625,533,53.06
435.4952,534,55.98,2670000,621.9082,-19666.19921875,534,55.74
743.6584,535,54.82,2675000,607.374,-19506.095703125,535,53.62
919.3322,536,49.32,2680000,626.7749,-19693.869140625,536,49.3
1107.6383,537,50.11,2685000,650.8271,-19795.00390625,537,50.13
449.0602,538,49.86,2690000,648.2075,-19660.591796875,538,49.88
563.1155,539,50.21,2695000,637.4342,-19716.513671875,539,50.2
485.1205,540,50.1,2700000,612.2802,-19513.16796875,540,50.1
833.6718,541,50.43,2705000,618.9783,-19428.634765625,541,50.23
526.375,542,50.11,2710000,624.8019,-19398.009765625,542,50.11
656.3932,543,50.33,2715000,660.2045,-19631.388671875,543,50.12
871.7765,544,52.35,2720000,655.5114,-19696.28125,544,52.99
1591.9425,545,53.25,2725000,650.4592,-19692.791015625,545,53.11
859.4848,546,52.94,2730000,611.6952,-19568.400390625,546,52.96
1492.6987,547,53.63,2735000,649.0313,-19636.66796875,547,53.4
799.916,548,54.23,2740000,625.0755,-19526.271484375,548,54.23
796.7455,549,55.12,2745000,599.2491,-19312.58984375,549,54.21
450.4353,550,54.65,2750000,618.1103,-19370.857421875,550,54.68
391.0691,551,54.85,2755000,584.0393,-19359.53125,551,55.22
507.1227,552,54.69,2760000,587.0598,-19407.630859375,552,54.7
1295.6668,553,52.25,2765000,606.0308,-19500.150390625,553,52.2
802.5531,554,54.12,2770000,597.2713,-19324.203125,554,53.98
1571.4388,555,54.06,2775000,656.3504,-19614.41796875,555,53.96
1198.4928,556,56.02,2780000,633.2502,-19679.330078125,556,55.87
1096.908,557,55.47,2785000,627.2289,-19538.44140625,557,55.63
746.445,558,54.4,2790000,601.6682,-18913.125,558,54.15
527.7033,559,54.85,2795000,622.8915,-19318.501953125,559,54.98
1364.7419,560,55.29,2800000,686.0104,-19813.052734375,560,55.09
1214.973,561,55.99,2805000,671.9318,-19842.404296875,561,56.35
1024.5478,562,55.88,2810000,649.7911,-19694.216796875,562,56.13
1540.6123,563,57.18,2815000,663.819,-19767.994140625,563,57.03
1370.296,564,55.61,2820000,627.1889,-19592.84765625,564,55.33
558.4148,565,54.81,2825000,632.9369,-19637.86328125,565,54.49
551.5038,566,57.28,2830000,635.0244,-19261.181640625,566,57.35
847.0844,567,56.18,2835000,632.5564,-19520.57421875,567,56.35
632.5823,568,54.63,2840000,660.6681,-19250.19921875,568,54.9
919.6409,569,50.78,2845000,642.4472,-19141.55078125,569,51.02
945.9405,570,54.54,2850000,650.2974,-19364.44921875,570,54.69
699.9934,571,57.36,2855000,660.9677,-19244.59765625,571,57.02
1425.7309,572,55.86,2860000,660.8677,-19570.75390625,572,55.86
781.653,573,55.25,2865000,621.0878,-19611.35546875,573,55.46
424.4827,574,48.01,2870000,693.3871,-19249.90234375,574,48.0
884.4728,575,48.11,2875000,667.3891,-19674.689453125,575,48.23
695.8996,576,48.79,2880000,658.0866,-19416.919921875,576,48.83
521.0966,577,48.43,2885000,639.4659,-19333.63671875,577,48.26
978.9304,578,47.13,2890000,621.9782,-19216.876953125,578,47.18
1325.1091,579,47.97,2895000,653.5356,-19433.154296875,579,46.95
1758.0815,580,48.68,2900000,623.3684,-19551.029296875,580,48.78
894.1227,581,47.9,2905000,634.5723,-19533.650390625,581,47.57
2000.925,582,48.66,2910000,661.6596,-19582.84765625,582,47.65
1571.3727,583,46.77,2915000,652.7064,-19635.177734375,583,46.53
2455.8364,584,50.43,2920000,660.1585,-19575.404296875,584,47.66
1544.8764,585,57.58,2925000,618.9447,-19314.55078125,585,58.88
678.156,586,57.1,2930000,634.1703,-19091.62890625,586,57.07
762.9486,587,56.49,2935000,649.0355,-19355.0078125,587,54.98
920.3383,588,55.33,2940000,655.6666,-19392.580078125,588,55.88
596.6024,589,50.55,2945000,606.6453,-19036.0,589,52.6
1292.6012,590,51.24,2950000,622.3891,-19234.40625,590,51.84
864.7683,591,55.95,2955000,589.5504,-19363.75,591,55.75
318.9218,592,47.8,2960000,616.0793,-18880.986328125,592,47.67
367.5823,593,52.22,2965000,607.1901,-19175.6640625,593,51.8
522.0467,594,51.0,2970000,645.2315,-18943.912109375,594,50.43
504.4796,595,50.95,2975000,612.3736,-19177.0703125,595,50.72
393.1605,596,51.08,2980000,624.5874,-19408.3828125,596,50.95
339.7281,597,53.76,2985000,602.5522,-19181.23828125,597,54.13
353.2293,598,53.29,2990000,610.6659,-19152.083984375,598,53.13
458.1767,599,52.65,2995000,606.5543,-19368.111328125,599,52.83
