Real Sto Return,Running Reverse KL,Real Det Return,Running Env Steps,Running Update Time,Running Forward KL,Itration,Reward Loss
2980.58,12.2105,3419.32,280000,56,17.5554,56,-415.51605224609375
2995.79,12.4375,3410.45,285000,57,17.9442,57,-239.55450439453125
3163.37,11.1879,3464.11,290000,58,17.97,58,-370.4226379394531
2924.45,13.3946,3480.47,295000,59,18.1087,59,-354.73651123046875
2881.41,14.635,3476.94,300000,60,18.2238,60,-475.3789978027344
2409.75,15.2358,3460.83,305000,61,17.699,61,-506.46368408203125
3276.94,12.225,3391.68,310000,62,18.4933,62,-406.0845031738281
3441.35,12.616,3469.43,315000,63,18.4426,63,-274.5426330566406
3168.17,13.5449,1783.25,320000,64,18.3105,64,-499.6396789550781
2518.98,47.3548,3447.76,325000,65,19.0965,65,-1280.951171875
3342.88,13.6479,3465.57,330000,66,18.2294,66,-451.07171630859375
3362.59,11.9297,3447.17,335000,67,17.5094,67,-308.4354553222656
3381.92,12.6569,3454.48,340000,68,18.1095,68,-370.80084228515625
2497.73,19.2853,2376.67,345000,69,18.5858,69,-790.9754028320312
2883.14,16.6677,3456.5,350000,70,18.4094,70,-582.1052856445312
3365.24,12.1385,3486.42,355000,71,17.6384,71,-265.4735412597656
3169.81,11.6983,3474.35,360000,72,18.8145,72,-324.1591796875
3398.19,12.0462,3445.78,365000,73,17.5626,73,-320.4519348144531
2998.32,11.7489,3414.82,370000,74,17.4933,74,-344.8004455566406
2838.44,17.5861,3461.72,375000,75,18.5472,75,-597.4540405273438
3423.83,12.2749,3470.91,380000,76,18.5807,76,-359.22113037109375
2973.48,14.5838,3424.59,385000,77,17.5281,77,-745.2236328125
3179.09,12.2928,3437.45,390000,78,18.3424,78,-400.9573059082031
3141.55,17.8171,3481.28,395000,79,19.0727,79,-799.7897338867188
3000.65,16.2001,3436.2,400000,80,18.2389,80,-684.966796875
3094.38,14.7328,3442.78,405000,81,18.1744,81,-510.6216735839844
2847.2,20.2503,3436.72,410000,82,18.0133,82,-551.862548828125
3043.46,20.2408,3468.87,415000,83,19.7419,83,-1187.737548828125
3419.89,13.1211,3441.97,420000,84,18.7731,84,-536.8816528320312
3412.11,11.9194,3449.58,425000,85,18.0896,85,-441.05438232421875
2923.82,11.7117,3439.33,430000,86,17.6486,86,-393.6795959472656
3332.64,11.6033,3418.96,435000,87,18.2773,87,-481.8554992675781
3146.68,10.8977,3427.13,440000,88,17.4308,88,-445.4681396484375
3384.98,10.9026,3457.25,445000,89,17.2943,89,-376.7154235839844
3409.49,11.6012,3442.55,450000,90,17.912,90,-364.9491882324219
3375.61,12.3617,3428.47,455000,91,18.1567,91,-382.7000427246094
3244.15,10.5485,3471.31,460000,92,16.4511,92,-357.9091796875
2195.75,27.4036,3459.21,465000,93,18.2524,93,-1049.5242919921875
3376.69,11.2494,3460.24,470000,94,17.7681,94,-455.94049072265625
3306.32,11.0166,3444.96,475000,95,17.4085,95,-483.9958801269531
3064.27,11.0555,3449.59,480000,96,17.813,96,-530.2806396484375
2920.3,12.6465,3466.17,485000,97,18.1732,97,-597.6990356445312
2685.19,11.2178,3444.64,490000,98,17.9158,98,-470.6161804199219
2494.71,32.3804,3469.19,495000,99,19.1044,99,-1704.903564453125
3100.54,13.8965,3469.6,500000,100,18.3792,100,-817.7894897460938
3348.73,11.1816,3475.1,505000,101,17.0395,101,-481.7705078125
3287.51,11.3949,3428.56,510000,102,17.1313,102,-494.5841979980469
3317.45,11.7913,3461.06,515000,103,18.1054,103,-530.941650390625
2999.5,11.6501,3448.49,520000,104,18.0065,104,-451.62841796875
3001.47,13.3683,3477.82,525000,105,18.6333,105,-773.8556518554688
2977.29,12.3837,3457.08,530000,106,18.5486,106,-643.3976440429688
3166.02,10.9766,3478.66,535000,107,17.836,107,-592.2376708984375
3314.76,11.2528,3475.35,540000,108,17.3712,108,-608.3770141601562
3366.4,18.1828,3445.22,545000,109,18.6361,109,-989.5348510742188
3065.24,12.5073,3447.3,550000,110,18.8624,110,-752.9176025390625
3208.24,11.1612,3475.64,555000,111,17.8716,111,-540.9442749023438
3298.1,11.4967,3479.87,560000,112,17.6407,112,-560.8648681640625
3298.76,14.3014,3491.36,565000,113,17.4039,113,-698.7642211914062
3023.25,31.8569,3465.0,570000,114,18.4848,114,-1378.110595703125
3274.7,12.5345,3416.35,575000,115,17.2756,115,-663.2457275390625
3480.79,16.1453,3491.92,580000,116,17.8966,116,-839.2605590820312
3213.02,11.9897,3485.42,585000,117,18.0783,117,-753.6032104492188
3435.93,10.723,3481.23,590000,118,17.2792,118,-517.174072265625
3211.85,11.76,3491.29,595000,119,17.6982,119,-757.5109252929688
3404.36,11.76,3461.5,600000,120,18.1416,120,-593.0344848632812
2845.11,13.7495,3463.75,605000,121,19.1271,121,-991.8040161132812
3368.26,11.5455,3480.85,610000,122,17.9721,122,-595.4255981445312
3106.48,11.4952,3491.67,615000,123,18.9328,123,-1012.579833984375
2482.43,15.1461,3461.54,620000,124,18.5553,124,-967.8480224609375
2858.93,11.0932,3480.52,625000,125,17.8513,125,-728.1530151367188
3107.01,13.0668,3480.18,630000,126,18.8297,126,-999.963623046875
3271.73,11.409,3472.59,635000,127,17.7737,127,-621.7412719726562
3320.85,12.1083,3458.17,640000,128,18.1895,128,-682.702392578125
2905.61,12.0647,3490.29,645000,129,18.5028,129,-741.9078979492188
2656.8,12.6557,3474.2,650000,130,18.4192,130,-796.9215087890625
2739.05,16.376,3466.62,655000,131,18.0954,131,-1055.1102294921875
3110.38,11.7579,3464.01,660000,132,17.0215,132,-711.5828857421875
2688.72,21.9381,3455.65,665000,133,18.3108,133,-1205.476318359375
3391.99,12.1822,3478.33,670000,134,18.6047,134,-760.2162475585938
3207.41,14.1472,3463.57,675000,135,17.8904,135,-843.240234375
3395.32,10.7272,3433.0,680000,136,16.4452,136,-656.8790283203125
3027.81,15.468,3445.86,685000,137,17.7467,137,-904.17138671875
2997.7,15.8304,3470.0,690000,138,18.8977,138,-1267.25
2891.11,14.4853,3469.8,695000,139,17.3804,139,-798.1742553710938
3391.9,10.7726,3470.57,700000,140,16.8038,140,-700.0123291015625
3364.48,14.161,3461.35,705000,141,17.8611,141,-1041.8089599609375
3370.79,12.461,3477.6,710000,142,17.0559,142,-737.0414428710938
3165.83,20.1123,3448.42,715000,143,18.1632,143,-1175.65576171875
3361.04,12.4359,3456.5,720000,144,17.2932,144,-773.6204223632812
3029.88,11.008,3464.02,725000,145,17.2602,145,-709.8505249023438
3446.41,11.3071,3479.44,730000,146,16.7968,146,-755.4962768554688
3429.34,11.1616,3466.3,735000,147,17.1025,147,-752.8145751953125
3410.34,11.009,3428.28,740000,148,16.9019,148,-759.2114868164062
3287.94,11.5065,3495.84,745000,149,17.7532,149,-776.0011596679688
3099.64,20.0217,3487.39,750000,150,17.7101,150,-1333.4317626953125
3146.92,15.1513,3479.66,755000,151,16.8336,151,-1042.0078125
3301.54,13.7109,3431.58,760000,152,16.9223,152,-1063.5694580078125
3395.03,11.1423,3466.64,765000,153,16.9647,153,-815.286865234375
3286.6,17.417,3471.74,770000,154,18.0532,154,-1190.6162109375
3270.83,22.6204,3488.3,775000,155,17.3079,155,-1222.964599609375
3167.35,16.4942,3477.18,780000,156,18.4244,156,-1218.429931640625
3379.59,11.4867,3462.63,785000,157,17.3599,157,-929.2068481445312
3212.85,12.3315,3466.44,790000,158,18.3884,158,-1016.9342041015625
3295.46,11.0167,3495.29,795000,159,16.8137,159,-791.7481079101562
3125.57,13.2819,3476.29,800000,160,17.81,160,-1038.9664306640625
2817.29,24.5834,3489.17,805000,161,17.5512,161,-1400.9931640625
3370.9,12.5572,3490.96,810000,162,17.0509,162,-1019.9148559570312
2766.45,17.2726,3448.75,815000,163,17.4115,163,-1254.283935546875
3429.06,11.3919,3501.41,820000,164,17.3593,164,-882.5250244140625
3034.23,15.7494,3453.12,825000,165,17.1193,165,-1076.7012939453125
3408.01,13.6435,3503.74,830000,166,17.789,166,-1034.461181640625
3315.32,16.4527,3449.79,835000,167,17.2828,167,-1285.82861328125
3434.74,10.258,3460.56,840000,168,15.6456,168,-791.5521240234375
2798.22,19.8654,3379.29,845000,169,18.4566,169,-1558.5908203125
3355.0,11.9789,3488.23,850000,170,17.3502,170,-1100.7972412109375
3268.54,12.2584,3470.16,855000,171,17.259,171,-1025.2540283203125
2881.41,15.3692,3447.52,860000,172,17.5101,172,-1104.7939453125
3440.31,11.6057,3459.91,865000,173,17.0699,173,-1024.7479248046875
3178.5,11.0925,3505.96,870000,174,17.1184,174,-930.404541015625
3374.68,10.4368,3484.03,875000,175,16.3931,175,-874.6900024414062
3332.95,10.6009,3473.8,880000,176,16.528,176,-893.8782348632812
3321.56,11.6417,3416.98,885000,177,17.3713,177,-1024.8741455078125
3341.59,26.65,3458.03,890000,178,18.1899,178,-2083.843017578125
2996.09,12.0731,3495.94,895000,179,17.9239,179,-1040.685302734375
2663.31,11.6858,3451.61,900000,180,17.8951,180,-1022.2051391601562
3352.46,11.4382,3470.88,905000,181,17.5948,181,-1000.1404418945312
3322.66,11.0641,3496.08,910000,182,17.2142,182,-1035.59228515625
3196.27,9.7252,3469.89,915000,183,16.018,183,-893.4664916992188
2097.97,53.9329,2536.95,920000,184,20.1048,184,-3056.65478515625
3437.86,11.4399,3448.15,925000,185,17.1402,185,-1100.85205078125
3481.03,12.4031,3506.33,930000,186,18.2744,186,-1148.13818359375
3337.38,11.2837,3457.07,935000,187,17.1209,187,-973.1007080078125
3221.73,11.4405,3430.56,940000,188,17.1345,188,-1064.5419921875
2893.11,34.2887,3502.13,945000,189,18.4349,189,-2100.289306640625
2681.27,23.7033,3494.23,950000,190,19.017,190,-1950.791748046875
2851.09,11.9326,3473.37,955000,191,17.8249,191,-1382.7237548828125
3472.33,12.2397,3463.93,960000,192,17.6822,192,-1157.348388671875
3024.98,19.2684,3481.46,965000,193,18.6532,193,-1818.08203125
3407.02,15.2557,3493.01,970000,194,17.6099,194,-1466.5250244140625
3356.14,10.8958,3467.27,975000,195,17.0835,195,-1073.0350341796875
3432.45,11.2284,3439.64,980000,196,16.6895,196,-1066.758056640625
2921.81,16.4871,3511.79,985000,197,19.3082,197,-1951.707763671875
3427.27,11.6912,3519.88,990000,198,17.6161,198,-1208.1162109375
2910.63,15.1908,3495.16,995000,199,17.6158,199,-1642.351318359375
