Running Reverse KL,Real Det Return,Running Update Time,Real Sto Return,Running Env Steps,Itration,Reward Loss,Running Forward KL
278.0747,1209.13,60,1295.97,300000,60,-47704.73046875,380.5938
196.6912,1332.46,61,1938.35,305000,61,-34824.5625,349.4649
213.2294,1704.79,62,2064.28,310000,62,-38355.36328125,336.6102
177.4454,3730.36,63,2251.7,315000,63,-34986.61328125,344.7619
192.4455,2200.31,64,1613.25,320000,64,-33711.89453125,325.6761
182.2774,4256.31,65,2602.37,325000,65,-34977.109375,330.2671
155.4972,555.9,66,1778.32,330000,66,-31156.390625,329.0106
187.8441,1737.8,67,2130.09,335000,67,-35255.05078125,333.2005
162.9816,2749.31,68,2308.74,340000,68,-32860.1875,321.7763
144.187,4488.39,69,3892.14,345000,69,-30797.787109375,323.7698
171.0283,3008.84,70,3390.75,350000,70,-37470.5859375,328.6399
194.555,699.47,71,2248.71,355000,71,-39016.38671875,342.1102
182.3033,3522.71,72,3590.28,360000,72,-41087.14453125,336.5305
136.2627,3844.68,73,4210.33,365000,73,-26682.240234375,313.9115
210.356,883.15,74,3016.17,370000,74,-40824.41015625,339.7012
205.5882,2999.1,75,3190.88,375000,75,-43032.60546875,349.0858
148.4593,5092.34,76,4079.39,380000,76,-32315.7265625,326.6201
272.8706,1785.49,77,2409.66,385000,77,-52167.44140625,374.8742
151.3002,4875.63,78,4221.49,390000,78,-33508.015625,326.1444
129.4562,4351.51,79,3184.5,395000,79,-31165.85546875,319.3413
175.0739,4908.4,80,3710.47,400000,80,-36338.2265625,327.4619
147.2107,5257.47,81,4359.02,405000,81,-32796.37890625,307.7812
119.9012,4931.21,82,4194.66,410000,82,-29127.900390625,310.8776
174.3203,3182.9,83,3986.89,415000,83,-43485.66015625,334.9078
101.345,5261.33,84,4319.92,420000,84,-27177.384765625,297.3054
162.385,4215.11,85,2668.72,425000,85,-37110.77734375,334.8779
120.5306,4910.4,86,4083.73,430000,86,-30892.486328125,306.1804
143.0607,4547.52,87,3409.95,435000,87,-33178.1875,319.1248
162.524,1587.78,88,3031.45,440000,88,-41113.11328125,314.7335
114.6721,5124.04,89,4389.45,445000,89,-33028.796875,302.2622
112.0367,5155.25,90,5078.11,450000,90,-27597.80859375,302.5455
174.5752,3340.75,91,3894.68,455000,91,-42929.49609375,335.0636
115.9379,5194.02,92,4677.14,460000,92,-35440.0703125,308.8866
119.0372,3802.28,93,3678.32,465000,93,-33269.0078125,299.6531
141.2048,4781.73,94,3785.84,470000,94,-37710.66796875,317.1975
138.5844,5189.67,95,3781.92,475000,95,-38706.453125,319.863
139.855,4803.25,96,3651.16,480000,96,-41825.28125,318.0353
107.715,5125.05,97,4874.45,485000,97,-34634.44140625,311.5594
143.3717,5158.64,98,4526.32,490000,98,-43011.2890625,329.6208
135.6008,4521.78,99,4483.08,495000,99,-41142.8125,321.8594
126.1468,5221.77,100,5034.26,500000,100,-36943.81640625,320.2726
109.6943,5140.65,101,4781.91,505000,101,-37609.83203125,316.5528
141.1909,4824.81,102,4746.02,510000,102,-42916.46875,325.0327
147.7166,5068.81,103,4299.16,515000,103,-43595.89453125,318.9671
162.9335,5042.88,104,3141.11,520000,104,-49292.296875,330.8629
213.7298,1688.13,105,1662.56,525000,105,-56744.1328125,348.3328
126.3415,4715.41,106,5012.02,530000,106,-38393.8671875,320.0857
146.9433,4999.32,107,4726.63,535000,107,-44873.8046875,333.6455
138.506,5219.38,108,4960.45,540000,108,-44468.44140625,331.8365
149.0366,4915.38,109,4563.81,545000,109,-49075.15625,340.7796
148.1232,5288.65,110,5150.56,550000,110,-45829.5703125,340.6253
143.1104,5374.63,111,5012.79,555000,111,-42365.9609375,330.7286
124.9079,5179.49,112,5316.59,560000,112,-39132.48046875,309.6533
152.3653,5385.11,113,5267.26,565000,113,-43022.36328125,330.675
147.3986,5330.06,114,5177.18,570000,114,-45583.1484375,328.481
126.3523,5211.01,115,5090.1,575000,115,-45485.33203125,320.379
151.0146,5308.69,116,5183.87,580000,116,-48192.6171875,338.5197
120.9079,5228.44,117,4470.07,585000,117,-47091.16015625,321.4214
161.0421,5388.42,118,4996.75,590000,118,-49421.6953125,342.5635
131.6515,5083.71,119,5150.28,595000,119,-47835.078125,326.271
161.4539,5335.73,120,5235.12,600000,120,-49986.31640625,340.712
149.1747,5289.57,121,5071.99,605000,121,-50164.40625,334.2688
127.7829,5278.97,122,5216.51,610000,122,-48588.89453125,317.2937
136.3354,5261.2,123,4948.81,615000,123,-46592.40625,324.3867
133.317,5165.8,124,4852.74,620000,124,-51467.4140625,329.2471
130.668,4810.04,125,4706.21,625000,125,-48653.07421875,319.9436
132.2132,5070.32,126,5118.29,630000,126,-51602.61328125,318.8217
135.4482,5035.66,127,5002.3,635000,127,-52260.13671875,323.8934
134.4766,5314.51,128,5062.04,640000,128,-52210.859375,319.5855
121.4497,4907.42,129,5208.2,645000,129,-48231.875,309.8841
111.6466,5133.73,130,5239.87,650000,130,-49252.625,307.2688
126.7135,4961.85,131,5003.19,655000,131,-53115.4765625,313.4698
127.2985,3841.96,132,5024.94,660000,132,-54369.26171875,317.3405
100.7401,5361.89,133,5283.29,665000,133,-46833.4140625,300.9697
116.3445,5276.01,134,5110.54,670000,134,-52286.1015625,309.0858
120.7595,5317.9,135,5252.39,675000,135,-52341.71484375,308.4773
117.3247,5425.07,136,5031.73,680000,136,-53026.58984375,307.9525
98.2012,5410.92,137,5261.51,685000,137,-49505.0859375,289.0811
116.0188,5339.85,138,5075.34,690000,138,-53948.4453125,305.0063
106.9112,5498.54,139,5360.03,695000,139,-50534.7734375,296.2525
99.4145,5410.05,140,5280.94,700000,140,-51450.1640625,294.266
98.1128,5491.1,141,5343.34,705000,141,-49730.171875,292.0436
100.8797,5409.06,142,5295.66,710000,142,-51183.9765625,289.3503
124.3815,5414.42,143,5315.35,715000,143,-56133.3515625,311.3835
139.9243,5285.12,144,5113.34,720000,144,-61571.4609375,325.468
102.1859,5451.53,145,5210.35,725000,145,-50712.1796875,284.2575
114.9262,5530.95,146,5302.08,730000,146,-53148.15234375,295.9099
123.6272,4557.28,147,4516.48,735000,147,-57792.390625,305.9555
119.8941,5518.18,148,5141.28,740000,148,-56307.734375,302.1374
132.1203,2629.64,149,3845.98,745000,149,-60804.3359375,310.1405
138.6994,3606.13,150,4723.16,750000,150,-61396.48046875,312.4945
120.7663,3560.16,151,4653.06,755000,151,-62115.6015625,314.4283
155.4218,3165.04,152,4592.12,760000,152,-67437.296875,339.8041
123.4067,5508.87,153,4923.03,765000,153,-63979.01953125,308.554
121.805,5507.05,154,5328.63,770000,154,-60954.29296875,309.8634
152.6859,5250.11,155,4947.36,775000,155,-66758.0078125,330.8382
111.3619,5509.96,156,5075.75,780000,156,-59797.15625,297.613
141.176,5572.7,157,5445.84,785000,157,-63190.66796875,312.764
129.6686,5559.91,158,5130.27,790000,158,-63323.02734375,309.2795
110.2415,5490.32,159,5371.87,795000,159,-59592.01171875,292.4158
109.5562,5482.55,160,5166.36,800000,160,-61919.21875,293.0867
121.6307,5545.55,161,5431.04,805000,161,-63288.390625,296.8896
124.228,5530.26,162,5304.69,810000,162,-64551.16015625,305.99
124.7228,5424.61,163,5267.18,815000,163,-67426.3046875,311.3124
155.4752,5084.64,164,4241.67,820000,164,-68755.890625,328.6831
139.7601,5402.86,165,4531.85,825000,165,-64998.046875,308.2629
175.7829,5432.61,166,5208.7,830000,166,-69839.6640625,324.5244
130.0339,4589.99,167,5248.46,835000,167,-69223.3671875,309.9359
126.6946,5230.66,168,5421.67,840000,168,-65312.8359375,300.5636
132.7962,5486.43,169,5105.91,845000,169,-67162.6875,305.8198
133.5453,5288.66,170,5349.38,850000,170,-70521.7265625,311.5041
128.5853,5390.66,171,5398.0,855000,171,-68419.6796875,308.6305
126.7369,5592.73,172,5461.87,860000,172,-69664.6953125,307.0113
132.2521,5377.18,173,5308.23,865000,173,-71724.8828125,314.2738
127.7229,5512.19,174,5418.46,870000,174,-71490.5234375,312.6829
123.789,5410.77,175,5317.04,875000,175,-70349.890625,311.5161
124.823,5383.68,176,5251.8,880000,176,-69739.2421875,307.2014
131.1353,5367.47,177,5325.24,885000,177,-71696.078125,307.4972
116.3373,5620.75,178,5405.06,890000,178,-69270.9921875,303.8017
111.671,5577.98,179,5409.32,895000,179,-67795.6171875,298.0598
147.3708,5390.47,180,5410.85,900000,180,-75685.875,318.8641
107.579,5375.11,181,5292.35,905000,181,-71551.4140625,302.4287
132.2375,5474.85,182,5400.34,910000,182,-72148.2734375,310.5275
111.6832,5565.64,183,5457.79,915000,183,-72415.2578125,299.4498
114.2046,5347.89,184,5344.57,920000,184,-72196.3984375,299.6003
110.36,5560.14,185,5377.48,925000,185,-73535.8671875,301.9928
112.7217,5606.05,186,5465.21,930000,186,-71608.4375,297.3801
109.0977,5536.47,187,5468.77,935000,187,-70396.4375,293.9596
95.8427,5539.05,188,5450.09,940000,188,-69424.6484375,285.6687
101.4471,5553.33,189,5449.09,945000,189,-71672.4765625,282.1468
101.8892,5493.85,190,5504.53,950000,190,-68336.390625,287.9034
105.0785,5496.99,191,5446.16,955000,191,-70453.9296875,292.8662
115.7129,5337.55,192,5458.0,960000,192,-73984.515625,298.2532
103.0467,5525.05,193,5433.8,965000,193,-67460.96875,282.5634
113.3601,5568.6,194,5508.51,970000,194,-72000.1328125,301.2559
91.8629,5586.78,195,5082.93,975000,195,-68442.5234375,275.6513
118.757,5577.25,196,5393.52,980000,196,-71264.9609375,296.1581
113.8338,5622.9,197,5456.58,985000,197,-73262.671875,292.6929
104.2751,5494.27,198,5495.05,990000,198,-72895.2109375,286.9615
102.246,5600.57,199,5500.52,995000,199,-71334.609375,284.1099
108.5294,5475.5,200,5461.93,1000000,200,-72718.2265625,288.9729
98.4171,5444.36,201,5518.9,1005000,201,-70953.125,281.3962
113.3202,5639.29,202,5494.07,1010000,202,-72651.2734375,297.4907
117.8423,5502.57,203,4362.32,1015000,203,-72099.234375,294.0215
111.9946,5559.84,204,4965.92,1020000,204,-71694.2578125,294.9089
108.058,5663.91,205,4971.43,1025000,205,-71362.2578125,291.1895
91.8467,5452.8,206,4407.03,1030000,206,-67183.0546875,277.8426
110.2842,5458.4,207,4688.31,1035000,207,-72559.4765625,294.9569
115.0324,5212.34,208,4909.1,1040000,208,-79235.921875,304.0288
101.0332,5571.91,209,5485.9,1045000,209,-69822.3515625,283.6973
121.4947,5605.22,210,4608.58,1050000,210,-73682.0859375,295.4444
104.0344,5552.25,211,5496.76,1055000,211,-74345.796875,286.9949
118.3823,5588.95,212,5484.78,1060000,212,-74530.4296875,298.7888
112.5161,5635.65,213,5507.0,1065000,213,-77641.1484375,301.7864
105.5211,5513.93,214,5462.78,1070000,214,-75774.15625,292.3313
111.7343,5437.67,215,5470.07,1075000,215,-79873.90625,303.9925
117.4191,5420.36,216,5506.86,1080000,216,-80789.0390625,312.5011
118.5137,5422.44,217,5480.98,1085000,217,-80081.2734375,309.8941
124.8822,5397.64,218,5462.18,1090000,218,-81866.515625,315.4026
128.6603,5343.46,219,5483.88,1095000,219,-82034.3359375,324.5491
123.7952,5428.73,220,5187.52,1100000,220,-81964.1953125,314.9079
131.4295,5359.36,221,5502.62,1105000,221,-82653.0078125,318.876
138.0133,5490.75,222,5347.02,1110000,222,-83092.375,322.5803
135.6793,5663.33,223,5305.94,1115000,223,-82180.0234375,312.2382
134.7664,5685.37,224,5299.26,1120000,224,-81840.8671875,328.5354
131.9403,5697.26,225,5576.65,1125000,225,-80922.3828125,317.9861
143.7355,5634.9,226,4986.47,1130000,226,-83492.390625,330.1798
138.5578,5261.85,227,5042.31,1135000,227,-81529.515625,316.6244
162.6362,5604.65,228,5385.96,1140000,228,-82118.1875,332.2651
141.7889,5586.25,229,4997.04,1145000,229,-84261.53125,329.8742
138.1024,5606.79,230,5498.92,1150000,230,-83383.1328125,325.3745
182.5871,5270.9,231,3650.88,1155000,231,-83773.6953125,342.0696
142.3244,5614.33,232,5163.8,1160000,232,-84812.390625,333.8357
142.8503,5706.96,233,5062.68,1165000,233,-83900.0,330.2248
168.4185,5607.53,234,4638.53,1170000,234,-84057.2890625,342.0508
142.5856,5630.86,235,4806.81,1175000,235,-83401.875,328.3477
181.0963,4523.07,236,4011.81,1180000,236,-81743.9921875,347.8433
145.2258,5526.97,237,4987.8,1185000,237,-80949.9765625,323.0049
153.1318,5408.61,238,5328.61,1190000,238,-85466.2578125,337.2985
147.0978,5396.77,239,5382.49,1195000,239,-82949.3203125,326.0473
135.9291,5464.27,240,5194.49,1200000,240,-86467.015625,321.6947
163.3787,5482.59,241,5382.94,1205000,241,-85392.078125,325.0071
153.2547,5491.88,242,5473.43,1210000,242,-84030.1484375,327.1225
157.6532,5542.01,243,5122.51,1215000,243,-87103.4453125,334.0156
151.9474,5419.62,244,5411.09,1220000,244,-87166.765625,325.6811
144.5723,5432.71,245,5290.1,1225000,245,-87774.265625,324.4543
153.0763,5329.18,246,5311.28,1230000,246,-86578.0703125,331.6819
136.8816,5360.06,247,4975.31,1235000,247,-86413.3984375,318.5027
127.5043,5459.65,248,4994.6,1240000,248,-86144.2734375,315.7023
154.5066,5528.5,249,5370.59,1245000,249,-88073.15625,335.2936
146.7022,5494.81,250,5382.25,1250000,250,-87029.6796875,322.0992
150.5024,5352.51,251,4803.63,1255000,251,-87715.453125,328.8612
120.1523,5272.87,252,5389.6,1260000,252,-82818.6171875,308.4561
114.5152,5178.63,253,4742.51,1265000,253,-82784.859375,303.1615
131.6975,5334.85,254,4983.64,1270000,254,-86185.7109375,317.4549
144.7579,5335.22,255,4920.79,1275000,255,-87336.5546875,335.7168
126.8073,5248.84,256,5129.53,1280000,256,-84642.6484375,312.885
135.3996,5095.18,257,5096.24,1285000,257,-85429.0,318.9479
126.6407,5452.85,258,4860.64,1290000,258,-84518.9453125,316.0151
125.7917,5444.56,259,5328.23,1295000,259,-82724.171875,315.6414
127.7032,5280.3,260,4965.94,1300000,260,-82998.234375,312.3369
116.8152,5466.61,261,5366.61,1305000,261,-84078.734375,309.6055
144.5895,5413.69,262,4950.21,1310000,262,-82686.5078125,318.1153
113.8617,5449.1,263,5086.52,1315000,263,-83023.4296875,302.8483
112.5793,5247.79,264,4863.91,1320000,264,-80605.1015625,303.932
116.9789,5297.94,265,3828.16,1325000,265,-78471.78125,300.101
105.8334,4554.45,266,3019.56,1330000,266,-77128.84375,296.4687
104.5728,5531.34,267,4552.8,1335000,267,-80146.578125,286.3884
92.8861,5416.0,268,5101.88,1340000,268,-78757.828125,282.1914
120.2633,4196.29,269,4744.33,1345000,269,-84973.921875,301.0693
157.9254,4176.18,270,5218.71,1350000,270,-83650.5703125,329.8655
142.5498,5426.43,271,5336.52,1355000,271,-86909.7265625,321.6723
166.9328,5587.73,272,3777.23,1360000,272,-86013.375,339.3755
142.3605,5510.38,273,4952.85,1365000,273,-85494.46875,323.1295
141.7102,5148.43,274,4721.42,1370000,274,-86037.7109375,328.4115
149.8165,5566.21,275,5232.18,1375000,275,-84282.28125,316.151
149.786,3077.02,276,3414.91,1380000,276,-85801.765625,321.3174
166.8214,4419.51,277,3975.7,1385000,277,-81849.34375,323.9837
143.5048,3861.85,278,3952.84,1390000,278,-85033.921875,324.7514
156.6416,5436.42,279,4815.03,1395000,279,-82617.890625,336.9783
142.2553,5389.78,280,5437.22,1400000,280,-89166.4453125,324.5389
140.2567,5389.61,281,5262.81,1405000,281,-89174.9453125,317.438
145.9979,5529.16,282,5279.73,1410000,282,-88960.0078125,328.7856
126.062,5460.18,283,5477.74,1415000,283,-87819.25,309.5069
128.5899,5561.6,284,5497.7,1420000,284,-87342.5078125,308.4877
153.2514,5437.1,285,4472.38,1425000,285,-87007.9375,331.4647
117.0697,5408.54,286,4828.54,1430000,286,-86754.90625,305.0488
122.195,5452.95,287,5402.96,1435000,287,-87820.3828125,310.7756
113.3809,5432.09,288,5341.56,1440000,288,-88024.8125,303.2536
114.5156,5362.4,289,5324.23,1445000,289,-88233.34375,301.5193
121.6431,2873.54,290,4043.14,1450000,290,-83920.84375,306.4694
124.9693,4809.85,291,4060.29,1455000,291,-86132.4921875,303.7933
115.4244,4358.2,292,5155.72,1460000,292,-88105.1953125,307.3951
109.475,3769.09,293,4456.22,1465000,293,-84637.9296875,304.1455
128.9814,5282.07,294,3819.9,1470000,294,-83373.5390625,304.4838
131.4482,3549.52,295,3059.56,1475000,295,-84145.7890625,311.9141
242.1327,1524.66,296,1905.83,1480000,296,-78715.8984375,363.295
130.4255,5254.29,297,4765.33,1485000,297,-83494.09375,308.6385
147.6606,5331.71,298,3920.36,1490000,298,-85593.0859375,324.3136
156.6156,3575.89,299,2455.26,1495000,299,-79985.703125,321.7841
209.5083,870.08,300,1191.56,1500000,300,-70271.1875,346.8721
247.0945,284.28,301,490.39,1505000,301,-58770.28515625,362.2072
240.9706,484.39,302,532.32,1510000,302,-53853.359375,449.9675
230.2718,703.51,303,824.67,1515000,303,-46823.08984375,379.0718
264.9341,866.16,304,611.1,1520000,304,-35329.41015625,387.8873
313.3136,388.99,305,641.81,1525000,305,-26398.80859375,436.7516
322.0228,956.16,306,845.72,1530000,306,-22302.22265625,409.9428
394.785,730.28,307,808.19,1535000,307,-16261.623046875,407.1643
357.5359,655.68,308,632.43,1540000,308,-21142.306640625,416.971
385.1579,502.09,309,832.3,1545000,309,-19021.064453125,429.2887
406.2823,888.07,310,1044.2,1550000,310,-25596.185546875,367.7183
319.3911,1214.33,311,2170.1,1555000,311,-40671.95703125,365.7875
452.3759,989.92,312,1590.4,1560000,312,-28268.865234375,419.4458
248.0664,2585.75,313,3100.6,1565000,313,-48343.71484375,356.7853
300.5321,1413.2,314,1816.13,1570000,314,-41659.86328125,386.5155
286.7771,2992.91,315,1980.7,1575000,315,-53987.77734375,370.2121
443.415,2048.1,316,1942.35,1580000,316,-36097.57421875,384.4721
385.9675,1798.33,317,1741.23,1585000,317,-36406.33984375,395.0092
270.1933,4012.57,318,2591.3,1590000,318,-69789.921875,369.6281
256.4047,4775.18,319,4237.98,1595000,319,-77399.1953125,389.0547
263.6847,3393.42,320,4403.77,1600000,320,-72128.3671875,400.9512
355.2953,3325.85,321,3070.87,1605000,321,-61906.80078125,400.0118
273.2862,2676.66,322,3002.4,1610000,322,-67559.8125,389.8707
236.3066,1721.21,323,3415.16,1615000,323,-69289.5078125,404.1756
224.1648,3584.8,324,4173.88,1620000,324,-81959.71875,395.9829
213.1448,2311.29,325,4092.02,1625000,325,-83856.984375,394.3025
287.4897,1186.05,326,2145.52,1630000,326,-72683.0625,406.3304
284.4585,3155.21,327,3011.94,1635000,327,-70641.5390625,413.3345
254.9782,2753.95,328,3168.78,1640000,328,-71455.625,412.5507
211.2476,3490.39,329,3787.55,1645000,329,-81581.8125,403.8538
259.868,1466.17,330,3095.87,1650000,330,-74905.4375,419.2189
207.4575,4778.23,331,5307.93,1655000,331,-94376.4375,394.2407
199.8067,4626.67,332,5237.75,1660000,332,-95215.875,413.0207
206.2331,4991.98,333,4861.97,1665000,333,-91965.5859375,396.4441
205.9291,5476.43,334,5273.04,1670000,334,-94167.6640625,393.4785
213.7848,5217.75,335,5252.9,1675000,335,-92439.375,384.4578
238.8774,5421.14,336,5251.4,1680000,336,-87159.2109375,395.3832
215.7356,4759.3,337,5356.54,1685000,337,-96152.609375,388.5268
227.232,5419.21,338,5463.28,1690000,338,-93740.15625,379.1705
231.1172,5254.66,339,4906.18,1695000,339,-96085.4609375,392.6863
247.5552,3576.42,340,4602.82,1700000,340,-95768.9609375,395.5198
243.3548,4925.71,341,4812.27,1705000,341,-93432.890625,392.8059
272.1269,4993.43,342,5151.8,1710000,342,-91199.8984375,384.5438
208.559,5491.18,343,5127.89,1715000,343,-95836.234375,376.6554
212.2276,5586.32,344,5148.01,1720000,344,-94561.09375,380.9124
205.2939,5399.97,345,5209.53,1725000,345,-94231.9140625,376.4501
208.4269,5581.03,346,4979.09,1730000,346,-95509.1953125,377.2309
203.8737,5610.7,347,5590.96,1735000,347,-92753.5546875,363.6768
230.9858,5411.75,348,5339.14,1740000,348,-93229.453125,381.4988
230.5827,5300.84,349,5637.09,1745000,349,-92656.5234375,377.7739
224.6046,5651.57,350,5634.33,1750000,350,-94770.6796875,374.662
209.56,5536.41,351,5505.73,1755000,351,-94777.1875,366.9756
223.1673,5654.36,352,5529.99,1760000,352,-94166.109375,368.6206
220.3939,5124.6,353,5161.31,1765000,353,-95544.6484375,382.5343
246.6416,5634.96,354,5623.19,1770000,354,-93351.1484375,380.8047
229.8723,5734.77,355,5330.88,1775000,355,-95094.2890625,382.0262
296.3228,5504.35,356,5587.93,1780000,356,-95039.765625,388.1073
252.1301,5499.27,357,5293.91,1785000,357,-94965.1171875,399.5076
575.4216,2568.61,358,2448.28,1790000,358,-85202.59375,416.0688
249.5119,5157.51,359,5610.3,1795000,359,-95596.203125,389.4191
669.9718,2380.3,360,2457.01,1800000,360,-90111.59375,409.9398
473.9819,2084.24,361,2256.73,1805000,361,-86039.7265625,409.7317
549.294,3256.63,362,2962.58,1810000,362,-81645.0078125,428.6604
585.5835,1985.15,363,2169.0,1815000,363,-81763.3515625,439.3051
921.276,1926.11,364,1780.03,1820000,364,-91653.3515625,436.1708
651.0052,1140.59,365,833.33,1825000,365,-80318.875,458.4684
642.7173,939.3,366,977.33,1830000,366,-74138.8984375,472.2767
744.6472,783.9,367,898.63,1835000,367,-80120.203125,516.6262
719.3447,615.07,368,607.69,1840000,368,-80495.4375,509.2423
705.255,1310.04,369,1185.93,1845000,369,-78308.2578125,474.6191
737.8355,754.48,370,801.08,1850000,370,-80496.984375,477.4217
614.495,1995.98,371,1937.75,1855000,371,-84623.6171875,436.8918
758.9222,2530.18,372,2863.15,1860000,372,-87498.265625,436.667
487.0919,2056.68,373,2064.04,1865000,373,-90281.375,430.3227
784.6322,1477.52,374,1748.53,1870000,374,-91719.765625,440.2183
756.9113,1003.38,375,1152.02,1875000,375,-89591.4140625,458.3156
597.1352,3302.31,376,2870.46,1880000,376,-95930.078125,429.4408
417.5192,4216.84,377,3803.88,1885000,377,-95301.4921875,428.3037
668.9177,2046.22,378,2154.01,1890000,378,-95029.8515625,441.6346
701.0472,2252.1,379,3083.41,1895000,379,-96496.6484375,426.562
333.1345,4224.73,380,4000.66,1900000,380,-96243.5234375,420.5508
507.7034,3871.5,381,3321.35,1905000,381,-95097.328125,426.9118
325.7754,4588.84,382,3866.66,1910000,382,-95823.90625,420.7938
402.3456,4844.02,383,4075.75,1915000,383,-93470.8828125,422.4653
623.176,1519.43,384,1767.09,1920000,384,-88014.3828125,459.8788
759.5044,2428.97,385,2470.66,1925000,385,-95707.4609375,451.7981
543.697,2012.71,386,2368.35,1930000,386,-95496.0,436.3874
543.5019,3835.81,387,3339.3,1935000,387,-95625.7421875,450.4446
548.8614,2100.2,388,2551.03,1940000,388,-93571.8203125,453.3074
521.7674,3864.63,389,4447.15,1945000,389,-92216.3046875,425.656
685.4661,3771.49,390,3825.97,1950000,390,-93303.0859375,427.4026
426.7948,4558.27,391,4700.51,1955000,391,-93944.8515625,441.5829
758.3962,1386.17,392,1754.91,1960000,392,-92923.53125,445.792
348.8643,4431.09,393,4189.12,1965000,393,-93858.2734375,426.4878
1167.7297,1685.95,394,994.24,1970000,394,-95854.84375,446.2554
746.4164,2403.53,395,1900.89,1975000,395,-95241.3359375,445.0779
453.9343,3882.35,396,3333.24,1980000,396,-95844.4296875,436.2914
760.8413,1902.2,397,2238.99,1985000,397,-95646.4296875,431.7758
554.58,3172.3,398,2558.9,1990000,398,-93133.9140625,432.1111
825.1637,2721.93,399,2486.05,1995000,399,-92772.296875,440.9898
