Real Sto Return,Real Det Return,Running Env Steps,Running Forward KL,Reward Loss,Running Reverse KL,Itration,Running Update Time
1912.82,2304.48,1970000,156.4885,-60570.7265625,14.9681,394,394
1953.14,2333.83,1975000,156.6775,-61066.79296875,15.421,395,395
1907.99,2298.57,1980000,156.6197,-60685.2421875,14.9863,396,396
1919.74,2299.74,1985000,156.5129,-60996.71484375,15.0043,397,397
1908.66,2295.7,1990000,156.5907,-61052.0234375,14.9714,398,398
1921.95,2267.34,1995000,156.5026,-60644.3125,15.2379,399,399
1891.61,2302.36,2000000,156.718,-61304.26171875,15.1542,400,400
1912.96,2304.03,2005000,156.7169,-61255.01953125,15.2187,401,401
1930.15,2297.75,2010000,156.5482,-61236.64453125,15.1545,402,402
1925.69,2316.66,2015000,156.7429,-61679.66796875,15.1701,403,403
1931.25,2311.47,2020000,156.5507,-61534.51953125,15.0313,404,404
1940.44,2335.56,2025000,156.5061,-61697.79296875,15.242,405,405
1901.77,2287.33,2030000,156.5938,-61856.26953125,15.0479,406,406
1887.43,2295.33,2035000,156.5257,-61766.98828125,15.063,407,407
1920.2,2301.06,2040000,156.6757,-61988.15625,15.0535,408,408
1885.58,2290.75,2045000,156.5052,-61740.43359375,14.8504,409,409
1923.18,2304.94,2050000,156.5114,-61976.5234375,14.9995,410,410
1892.97,2263.16,2055000,156.6819,-61922.77734375,15.1623,411,411
1912.27,2307.09,2060000,156.665,-62212.3515625,15.0003,412,412
1909.19,2290.24,2065000,156.625,-62249.18359375,15.0263,413,413
1940.92,2286.65,2070000,156.495,-62564.234375,15.3399,414,414
1891.27,2303.32,2075000,156.6405,-62812.55078125,14.7848,415,415
1941.53,2338.45,2080000,156.5249,-62959.07421875,15.2115,416,416
1918.55,2307.96,2085000,156.6677,-63031.1796875,15.0088,417,417
1909.7,2303.45,2090000,156.6114,-62850.265625,15.1344,418,418
1951.83,2344.24,2095000,156.5325,-63393.69921875,15.3793,419,419
1926.32,2291.81,2100000,156.5676,-63163.9453125,15.2228,420,420
1916.32,2296.27,2105000,156.6439,-63479.3828125,14.8893,421,421
1922.88,2310.15,2110000,156.6153,-63551.47265625,15.2906,422,422
1942.84,2330.95,2115000,156.5322,-63629.43359375,14.9696,423,423
1924.32,2332.43,2120000,156.7718,-63771.03125,15.0651,424,424
1921.49,2299.05,2125000,156.5735,-63460.34765625,15.1567,425,425
1923.06,2325.01,2130000,156.6691,-63955.8359375,14.8719,426,426
1916.09,2291.92,2135000,156.715,-63935.71875,15.2273,427,427
1872.76,2265.74,2140000,156.6374,-63827.48046875,14.8655,428,428
1959.22,2316.46,2145000,156.7167,-64088.11328125,15.1271,429,429
1919.1,2327.04,2150000,156.555,-64632.2734375,15.0666,430,430
1919.59,2322.81,2155000,156.605,-64328.5234375,14.8789,431,431
1953.78,2304.69,2160000,156.6418,-64454.3359375,15.3675,432,432
1930.45,2329.72,2165000,156.4873,-64773.2265625,14.9407,433,433
1929.9,2350.99,2170000,156.5419,-64879.71875,15.1936,434,434
1929.83,2317.42,2175000,156.646,-64690.52734375,14.8798,435,435
1951.62,2303.26,2180000,156.591,-64980.69921875,15.4518,436,436
1919.93,2325.92,2185000,156.5779,-65254.95703125,15.047,437,437
1939.74,2326.02,2190000,156.7156,-65084.7421875,15.2414,438,438
1921.53,2311.48,2195000,156.5844,-65109.13671875,14.9363,439,439
1933.82,2297.71,2200000,156.6027,-65393.04296875,15.4461,440,440
1911.24,2310.99,2205000,156.5327,-65476.62109375,14.8477,441,441
1930.62,2301.41,2210000,156.6726,-65361.97265625,15.1636,442,442
1953.69,2352.08,2215000,156.75,-65822.0859375,15.1631,443,443
1942.86,2338.47,2220000,156.5929,-65931.0078125,15.0762,444,444
1943.46,2342.24,2225000,156.5686,-66108.5703125,15.1941,445,445
1960.9,2342.42,2230000,156.5963,-65900.2421875,15.1122,446,446
1996.02,2341.22,2235000,156.6072,-66293.328125,15.1777,447,447
1966.64,2328.57,2240000,156.5171,-66136.515625,15.2325,448,448
1975.26,2327.85,2245000,156.7494,-66601.890625,15.2839,449,449
1962.26,2339.3,2250000,156.6575,-66533.046875,15.0527,450,450
1946.51,2302.6,2255000,156.6628,-66493.7421875,15.0484,451,451
1978.72,2327.52,2260000,156.8239,-66583.0703125,15.1857,452,452
1954.15,2327.96,2265000,156.6844,-66727.8046875,15.1137,453,453
1929.65,2290.54,2270000,156.7521,-66791.015625,15.0984,454,454
1964.37,2325.56,2275000,156.7066,-66786.7734375,15.0632,455,455
1947.77,2301.46,2280000,156.6381,-66810.8203125,15.1613,456,456
1959.4,2320.43,2285000,156.6544,-66878.1796875,15.0979,457,457
1977.13,2339.48,2290000,156.6365,-67386.6171875,15.1206,458,458
1947.09,2305.85,2295000,156.7025,-67050.40625,15.1879,459,459
1948.93,2326.02,2300000,156.705,-67441.9921875,14.9837,460,460
1928.21,2287.64,2305000,156.7505,-67370.828125,15.0459,461,461
1951.32,2298.34,2310000,156.656,-67381.25,15.1923,462,462
1972.85,2325.21,2315000,156.5419,-67487.203125,14.9226,463,463
1958.59,2306.02,2320000,156.6439,-67824.2109375,15.2491,464,464
1949.78,2315.84,2325000,156.738,-68065.15625,15.1838,465,465
1943.25,2311.47,2330000,156.8438,-67935.859375,15.186,466,466
1948.97,2319.29,2335000,156.696,-67967.0625,15.2073,467,467
1965.99,2309.95,2340000,156.7612,-68287.3828125,15.1473,468,468
1955.76,2294.46,2345000,156.6555,-68171.3046875,14.9799,469,469
1942.38,2326.66,2350000,156.5212,-68332.3125,15.0608,470,470
1964.7,2302.5,2355000,156.6473,-68158.4765625,15.1067,471,471
1959.57,2315.37,2360000,156.5959,-68664.4921875,15.0275,472,472
1976.23,2330.89,2365000,156.7324,-68930.625,15.2094,473,473
1967.49,2310.47,2370000,156.6639,-68925.1796875,15.0935,474,474
1963.37,2303.77,2375000,156.7554,-68963.0546875,15.142,475,475
1938.31,2311.4,2380000,156.7058,-68947.2578125,15.0911,476,476
1968.04,2310.86,2385000,156.7097,-69104.65625,15.3342,477,477
1972.1,2307.42,2390000,156.5842,-68995.546875,15.0225,478,478
1954.2,2286.82,2395000,156.9165,-69105.21875,15.1999,479,479
1950.41,2307.66,2400000,156.5518,-69409.0,15.1279,480,480
1985.49,2339.59,2405000,156.5805,-69648.203125,15.1575,481,481
1984.19,2330.57,2410000,156.6101,-69733.8671875,15.136,482,482
1958.68,2293.03,2415000,156.7573,-69357.4296875,15.0634,483,483
1968.67,2291.14,2420000,156.754,-69669.84375,14.9906,484,484
1999.37,2344.8,2425000,156.6866,-69885.203125,15.1399,485,485
1975.2,2325.22,2430000,156.7734,-70031.140625,15.1538,486,486
1989.81,2342.89,2435000,156.6492,-70095.71875,15.1425,487,487
1994.16,2348.25,2440000,156.6858,-70270.890625,15.5063,488,488
1967.85,2321.55,2445000,156.6997,-70160.296875,15.0704,489,489
1956.84,2311.73,2450000,156.7264,-70421.8828125,15.0517,490,490
1972.51,2342.13,2455000,156.5435,-70804.234375,15.2568,491,491
1988.99,2354.63,2460000,156.74,-70720.0703125,15.1235,492,492
1992.45,2328.46,2465000,156.5596,-70825.5078125,15.2713,493,493
1961.31,2314.67,2470000,156.6998,-70997.484375,15.0016,494,494
1968.3,2344.95,2475000,156.6153,-70998.0625,15.1185,495,495
1966.49,2326.26,2480000,156.7771,-71263.78125,15.2552,496,496
1962.41,2337.85,2485000,156.6535,-71195.640625,15.0634,497,497
1970.88,2328.78,2490000,156.7062,-71393.0703125,15.163,498,498
1972.09,2320.47,2495000,156.6797,-71274.9921875,15.2313,499,499
1994.08,2322.31,2500000,156.6487,-71559.5859375,15.3033,500,500
1972.66,2309.12,2505000,156.7979,-71500.953125,15.2035,501,501
1960.55,2331.46,2510000,156.5983,-71846.1328125,15.2333,502,502
1988.24,2345.55,2515000,156.5891,-72201.390625,15.3605,503,503
1981.53,2345.13,2520000,156.6859,-72210.109375,15.2475,504,504
2006.36,2351.39,2525000,156.7126,-72267.0078125,15.4659,505,505
1995.21,2339.13,2530000,156.6995,-72298.2890625,15.2471,506,506
1970.95,2336.14,2535000,156.6699,-72560.578125,15.4514,507,507
1997.83,2318.47,2540000,156.5531,-72520.6796875,15.2565,508,508
1997.14,2343.87,2545000,156.5943,-72572.2734375,15.189,509,509
1985.95,2332.29,2550000,156.7452,-72814.0390625,15.2862,510,510
1986.38,2372.55,2555000,156.5481,-73064.9765625,15.2577,511,511
1970.31,2344.63,2560000,156.61,-72738.859375,15.341,512,512
2001.25,2346.12,2565000,156.6019,-73056.296875,15.3717,513,513
1988.86,2323.98,2570000,156.7091,-72832.90625,15.1999,514,514
1986.46,2325.93,2575000,156.639,-72921.359375,15.1862,515,515
2007.48,2364.36,2580000,156.5993,-73074.546875,15.3435,516,516
1989.98,2337.83,2585000,156.6801,-73177.3125,15.324,517,517
1975.08,2326.19,2590000,156.6543,-73425.796875,15.3077,518,518
1995.42,2352.68,2595000,156.7122,-73637.0703125,15.4148,519,519
1995.18,2333.84,2600000,156.6954,-73547.734375,15.3009,520,520
1979.39,2335.97,2605000,156.5874,-73596.96875,15.2773,521,521
1995.07,2339.86,2610000,156.5521,-73729.21875,15.2732,522,522
1981.43,2356.02,2615000,156.7803,-73852.3203125,15.154,523,523
2029.08,2368.99,2620000,156.5547,-74082.15625,15.3176,524,524
1983.48,2342.86,2625000,156.5935,-73983.21875,15.2236,525,525
2002.97,2362.67,2630000,156.6936,-74125.9453125,15.1427,526,526
2002.39,2353.31,2635000,156.7184,-74381.6640625,15.3168,527,527
1994.66,2344.47,2640000,156.496,-74308.953125,15.0741,528,528
1951.94,2313.31,2645000,156.5692,-74155.7421875,15.0554,529,529
1981.72,2318.29,2650000,156.5065,-74235.921875,14.9025,530,530
1986.41,2353.37,2655000,156.5535,-74629.46875,14.9763,531,531
1987.07,2340.45,2660000,156.7438,-74391.359375,15.0873,532,532
1967.18,2327.65,2665000,156.5171,-74774.578125,15.0073,533,533
1953.3,2314.58,2670000,156.7101,-74278.3125,14.9306,534,534
1975.28,2339.46,2675000,156.5846,-74793.2734375,15.029,535,535
1960.39,2322.85,2680000,156.674,-74858.6484375,15.0904,536,536
1960.06,2332.06,2685000,156.4757,-74843.0625,14.9608,537,537
1960.13,2301.15,2690000,156.5694,-75201.515625,14.9686,538,538
1957.15,2325.8,2695000,156.5672,-75097.015625,14.9861,539,539
1954.82,2304.07,2700000,156.5525,-74938.2890625,14.8504,540,540
1958.17,2314.09,2705000,156.5958,-75258.3125,14.9173,541,541
1980.86,2333.42,2710000,156.5198,-75483.875,15.0151,542,542
1976.55,2347.08,2715000,156.6333,-75576.21875,14.9959,543,543
1967.91,2324.81,2720000,156.5406,-75514.796875,14.9009,544,544
1973.07,2344.17,2725000,156.5877,-76149.8203125,15.1074,545,545
1952.46,2302.14,2730000,156.5886,-75614.0,15.1569,546,546
1966.15,2325.75,2735000,156.6213,-75851.9296875,15.035,547,547
1968.11,2324.5,2740000,156.5707,-75954.03125,14.9394,548,548
1948.34,2317.13,2745000,156.6195,-76086.046875,15.0469,549,549
1961.4,2353.48,2750000,156.5105,-76329.2734375,15.016,550,550
1960.17,2324.13,2755000,156.6368,-75880.2109375,14.9396,551,551
1975.36,2336.16,2760000,156.6071,-76440.0078125,15.0213,552,552
1945.45,2307.42,2765000,156.4423,-76273.578125,14.8927,553,553
1964.41,2325.59,2770000,156.5887,-76436.4453125,14.9201,554,554
1963.05,2331.47,2775000,156.5311,-76682.046875,14.8878,555,555
1941.26,2295.11,2780000,156.5,-76761.1796875,14.7471,556,556
1943.29,2304.98,2785000,156.5426,-76677.5234375,14.907,557,557
1976.26,2345.17,2790000,156.3852,-76859.140625,15.0335,558,558
1965.27,2336.91,2795000,156.6061,-76961.6484375,15.0592,559,559
1940.3,2311.26,2800000,156.4799,-76836.0234375,14.7961,560,560
1951.47,2327.79,2805000,156.6518,-76792.5390625,14.8718,561,561
1988.53,2340.64,2810000,156.4424,-77271.2734375,15.0422,562,562
1967.55,2334.37,2815000,156.5425,-77292.28125,14.804,563,563
1932.05,2308.06,2820000,156.7804,-77121.4609375,14.788,564,564
1959.18,2325.53,2825000,156.5655,-77346.8828125,14.8223,565,565
1968.11,2324.8,2830000,156.6115,-77218.9140625,14.8331,566,566
1960.03,2313.29,2835000,156.6574,-77117.5078125,15.0078,567,567
1992.53,2342.69,2840000,156.5242,-77630.84375,15.0582,568,568
1981.27,2337.39,2845000,156.5578,-77789.3125,14.9505,569,569
1967.41,2331.04,2850000,156.5342,-77725.1015625,14.8906,570,570
1970.68,2333.69,2855000,156.5711,-78006.390625,14.7311,571,571
1973.83,2331.89,2860000,156.6569,-77834.1015625,14.8481,572,572
1966.16,2318.47,2865000,156.5091,-77804.8046875,14.7211,573,573
1969.99,2342.2,2870000,156.5323,-78146.5234375,14.8637,574,574
1973.94,2316.07,2875000,156.5951,-77917.96875,14.9249,575,575
1972.06,2323.47,2880000,156.6479,-77997.6640625,14.8896,576,576
1951.98,2298.48,2885000,156.6747,-77841.984375,14.983,577,577
1984.99,2312.32,2890000,156.5384,-78513.515625,14.8274,578,578
1948.13,2306.82,2895000,156.625,-78368.0703125,14.8386,579,579
1967.1,2313.13,2900000,156.6621,-78321.6328125,15.0435,580,580
1964.75,2305.03,2905000,156.5741,-78551.6015625,14.9306,581,581
1974.36,2318.38,2910000,156.5876,-78447.3984375,14.9281,582,582
1974.85,2336.26,2915000,156.6685,-78491.421875,15.0773,583,583
1957.07,2323.94,2920000,156.6287,-78762.671875,14.9245,584,584
1956.11,2312.47,2925000,156.6385,-78797.625,14.8391,585,585
1965.45,2307.55,2930000,156.7247,-78764.53125,14.8905,586,586
1961.5,2317.05,2935000,156.5725,-79108.875,14.9529,587,587
1960.96,2296.95,2940000,156.5654,-79081.53125,14.728,588,588
1940.29,2320.03,2945000,156.5099,-79299.7734375,14.9414,589,589
1952.22,2286.8,2950000,156.6525,-79120.046875,14.8072,590,590
1968.28,2326.68,2955000,156.5745,-79302.75,14.9011,591,591
1974.87,2339.99,2960000,156.5149,-79364.1171875,14.9354,592,592
1968.47,2328.82,2965000,156.6045,-79543.7578125,15.1583,593,593
1971.2,2316.18,2970000,156.7819,-79567.234375,14.957,594,594
1981.3,2331.11,2975000,156.6719,-79906.8984375,15.1254,595,595
1984.2,2321.93,2980000,156.6889,-79662.59375,14.8511,596,596
1968.45,2316.1,2985000,156.6442,-79878.4140625,14.8843,597,597
1946.95,2286.07,2990000,156.6477,-79925.515625,14.8287,598,598
1970.9,2307.22,2995000,156.6613,-79792.34375,14.8143,599,599
