Running Update Time,Running Forward KL,Itration,Running Env Steps,Real Det Return,Running Reverse KL,Real Sto Return,Reward Loss
49,316.5223,49,245000,1050.08,224.7915,1503.3,-5936.91845703125
50,310.9303,50,250000,1585.26,199.3454,1669.92,-5076.94482421875
51,333.051,51,255000,1290.13,221.4993,1231.2,-6127.73291015625
52,306.9353,52,260000,1024.81,175.9085,1922.57,-5248.94775390625
53,319.1855,53,265000,993.75,226.187,1195.25,-6508.47802734375
54,312.4858,54,270000,1375.35,207.1415,1516.59,-6364.19580078125
55,319.1695,55,275000,1047.47,210.3829,1375.45,-6249.7626953125
56,310.595,56,280000,935.4,250.6521,1562.49,-6564.0498046875
57,309.8637,57,285000,1046.09,202.1081,1591.8,-6228.84521484375
58,310.6322,58,290000,1497.29,215.9661,1395.79,-6902.0322265625
59,288.4061,59,295000,3803.69,147.0202,2560.82,-5404.16015625
60,318.039,60,300000,1260.49,205.0122,1635.99,-7115.01025390625
61,300.8132,61,305000,4850.65,148.8246,2080.64,-5568.6923828125
62,300.4243,62,310000,2069.19,197.0485,1785.83,-6728.55859375
63,284.8251,63,315000,3660.46,161.006,2941.64,-5776.3759765625
64,298.4699,64,320000,3072.93,142.6057,2714.26,-5028.74169921875
65,302.124,65,325000,3888.95,142.0458,3280.91,-5268.97900390625
66,292.0742,66,330000,1759.41,127.14,2387.24,-5007.380859375
67,307.0969,67,335000,2716.75,220.6721,1688.38,-7945.017578125
68,283.3409,68,340000,2714.21,108.16,3244.66,-3976.509765625
69,293.8247,69,345000,1381.45,145.3745,3021.82,-5314.56884765625
70,287.1998,70,350000,4414.02,126.572,3422.67,-4828.830078125
71,275.2571,71,355000,4987.7,96.6449,3836.03,-3356.561767578125
72,292.9433,72,360000,4540.13,149.5844,4105.36,-5733.90673828125
73,289.6209,73,365000,4340.21,123.5095,3147.59,-4384.08740234375
74,280.2931,74,370000,2226.74,119.5744,2545.75,-4148.09716796875
75,276.056,75,375000,4892.63,94.5622,3134.56,-2722.33349609375
76,293.3341,76,380000,5213.63,132.3951,2474.28,-5116.83251953125
77,315.6368,77,385000,4179.84,173.5554,1947.76,-6534.7880859375
78,306.3975,78,390000,3108.3,194.7477,1629.9,-7834.05224609375
79,305.3558,79,395000,4176.46,184.2046,2533.18,-6878.69189453125
80,303.7748,80,400000,4734.48,202.7192,2032.75,-7829.103515625
81,333.9467,81,405000,3746.04,251.7429,1262.78,-9075.408203125
82,303.2444,82,410000,4885.58,206.6932,2008.56,-7715.94384765625
83,307.5367,83,415000,5271.76,223.8519,2991.27,-8453.5302734375
84,264.1167,84,420000,5156.74,79.6799,4194.41,-3156.114501953125
85,278.6019,85,425000,5267.41,92.1062,3683.29,-3407.115478515625
86,279.8813,86,430000,5410.86,125.2566,3839.74,-5424.55224609375
87,284.9668,87,435000,4978.64,107.2129,3828.37,-4709.54443359375
88,265.7543,88,440000,5203.67,78.1065,4237.55,-3117.24951171875
89,265.0233,89,445000,5246.12,104.5213,4406.75,-4100.5068359375
90,265.4171,90,450000,5146.29,79.1105,4809.05,-3333.673095703125
91,270.9123,91,455000,5167.76,85.0876,4172.85,-3238.843017578125
92,272.8866,92,460000,5052.68,87.9932,4157.81,-3603.48876953125
93,282.1839,93,465000,5237.77,121.086,3394.8,-5403.30908203125
94,277.03,94,470000,5158.89,91.8615,4203.69,-4675.2373046875
95,275.3866,95,475000,5230.21,98.2078,4152.53,-4056.2353515625
96,278.995,96,480000,3549.35,139.5095,3461.88,-6444.8994140625
97,273.6777,97,485000,4936.17,95.0013,3920.38,-4859.59033203125
98,276.8543,98,490000,4900.81,104.7248,4568.99,-5511.71337890625
99,282.2683,99,495000,5066.73,102.1085,4140.05,-5197.2587890625
100,333.6578,100,500000,4539.96,196.8368,1676.43,-8337.2861328125
101,317.6512,101,505000,4263.8,191.5831,2748.5,-8385.9697265625
102,274.162,102,510000,5134.45,83.6475,4626.59,-4474.05908203125
103,272.89,103,515000,5055.69,98.7309,3745.95,-5938.83251953125
104,271.246,104,520000,5111.39,96.5907,4562.51,-5862.43701171875
105,268.6365,105,525000,4402.88,90.8862,4638.59,-5257.685546875
106,269.5753,106,530000,5092.47,69.4686,4378.6,-4388.79296875
107,300.9811,107,535000,2035.14,169.5637,1729.28,-8445.2861328125
108,271.1695,108,540000,4992.93,94.1391,4172.91,-5497.31298828125
109,258.6332,109,545000,5055.6,84.6591,4704.66,-5298.048828125
110,266.0575,110,550000,5075.26,83.0087,4704.11,-5861.7431640625
111,263.8025,111,555000,4930.65,79.7149,5053.85,-5500.7021484375
112,263.5153,112,560000,5053.97,72.5046,4872.62,-5269.57421875
113,253.3838,113,565000,5170.56,64.2095,4665.62,-4938.46533203125
114,260.9237,114,570000,5090.53,71.0747,5061.66,-5345.43896484375
115,255.4613,115,575000,5070.28,63.7119,5068.31,-5196.982421875
116,260.3224,116,580000,5013.55,64.8328,3931.4,-5571.38330078125
117,292.3691,117,585000,2565.37,132.848,2758.45,-8469.6328125
118,267.8119,118,590000,5077.04,73.6972,5056.66,-6102.28466796875
119,284.847,119,595000,4660.72,115.3378,3530.08,-8120.58056640625
120,278.0922,120,600000,5000.28,88.8256,3478.58,-7324.5009765625
121,268.497,121,605000,5065.6,76.158,3546.66,-6645.818359375
122,277.8883,122,610000,4953.89,102.1319,4658.38,-7096.54150390625
123,263.9635,123,615000,5071.24,72.259,4860.66,-6601.39599609375
124,265.729,124,620000,4980.67,74.006,4898.65,-7152.94970703125
125,276.6503,125,625000,4954.08,123.5614,3717.54,-8809.888671875
126,253.4609,126,630000,5041.51,63.9754,4965.15,-6785.259765625
127,254.0011,127,635000,5068.0,70.279,4906.93,-7262.72412109375
128,271.3322,128,640000,2462.06,87.987,2469.24,-7980.142578125
129,267.6951,129,645000,4919.27,74.642,4159.58,-7577.150390625
130,256.3178,130,650000,4893.13,57.9997,4630.1,-7142.65380859375
131,250.555,131,655000,5065.58,58.5834,4372.95,-7280.3134765625
132,260.9935,132,660000,4826.24,90.9765,3359.99,-8361.38671875
133,251.6714,133,665000,5018.9,60.0645,4741.29,-7069.84326171875
134,258.0385,134,670000,5013.47,63.0973,4443.86,-7615.12060546875
135,276.2646,135,675000,4111.12,96.2824,3557.59,-9471.822265625
136,256.1786,136,680000,4558.06,65.1474,4271.12,-8054.33837890625
137,258.3838,137,685000,5056.52,64.4617,4994.02,-8669.5390625
138,267.627,138,690000,4911.05,105.5254,4159.95,-9077.9365234375
139,259.7483,139,695000,4931.68,61.2925,4854.65,-8431.62890625
140,249.3547,140,700000,4740.51,59.8902,4802.66,-8065.421875
141,287.4489,141,705000,1401.47,121.5355,2660.75,-10730.87109375
142,298.7259,142,710000,4668.6,130.0303,3231.72,-10899.71875
143,259.9488,143,715000,4976.27,92.0987,4392.02,-9400.8388671875
144,253.83,144,720000,4431.21,63.656,4439.73,-8946.6484375
145,268.4557,145,725000,4994.88,76.9452,4869.44,-9511.0830078125
146,248.2015,146,730000,5025.74,60.0242,4873.71,-8826.2119140625
147,267.7804,147,735000,4974.88,77.8687,4920.85,-9885.802734375
148,263.0229,148,740000,4763.01,59.073,4653.48,-9599.921875
149,273.1251,149,745000,4925.55,89.1711,3873.38,-10136.6806640625
150,239.1942,150,750000,5033.5,50.3429,4782.34,-8627.2216796875
151,269.1398,151,755000,4698.1,97.9854,3623.63,-10674.5
152,247.6032,152,760000,5195.37,58.3489,4648.57,-9302.9375
153,260.6464,153,765000,4810.92,93.7994,3130.49,-10661.0576171875
154,256.7704,154,770000,3766.26,65.9344,3367.24,-9963.1025390625
155,251.53,155,775000,5053.73,64.2577,4413.92,-9827.95703125
156,256.8241,156,780000,5014.89,58.7975,4332.08,-9910.7841796875
157,249.4078,157,785000,5011.04,54.1835,4342.34,-9887.841796875
158,244.6824,158,790000,5225.42,50.0076,5055.3,-9626.20703125
159,259.6936,159,795000,4907.98,58.9556,4929.31,-10105.4921875
160,274.5699,160,800000,3270.53,109.6807,3022.78,-11634.37890625
161,249.003,161,805000,5168.01,58.2589,4860.47,-10441.759765625
162,256.6648,162,810000,5007.66,88.3883,4708.71,-11050.3310546875
163,258.4057,163,815000,5210.95,102.1849,4391.21,-11085.876953125
164,251.2639,164,820000,5269.49,56.0812,4484.09,-10967.9736328125
165,253.5466,165,825000,4862.0,62.9601,4952.76,-10698.4306640625
166,256.3057,166,830000,3921.25,54.8102,4676.54,-10462.0302734375
167,249.6913,167,835000,4712.31,52.2408,4087.96,-10659.08984375
168,265.702,168,840000,4538.63,70.292,4773.63,-11195.859375
169,256.0634,169,845000,4975.09,69.2023,4686.1,-11552.4765625
170,247.2476,170,850000,5113.54,56.3181,4831.36,-11141.896484375
171,251.6502,171,855000,5096.39,60.9339,4803.91,-11620.70703125
172,250.9463,172,860000,5082.35,50.5321,4949.82,-11157.1640625
173,250.4332,173,865000,5098.47,49.2363,4692.39,-11367.3076171875
174,252.2181,174,870000,5064.45,49.2025,4871.34,-11021.259765625
175,251.8452,175,875000,5095.71,57.2795,4627.32,-11487.9892578125
176,258.8962,176,880000,4846.71,61.9871,4679.69,-11700.6337890625
177,252.3716,177,885000,5064.36,54.6588,4967.31,-11405.375
178,272.6367,178,890000,4669.21,95.9195,4059.58,-12782.955078125
179,250.8853,179,895000,5021.25,49.659,4791.43,-11212.05078125
180,251.4503,180,900000,5055.94,55.0537,4808.01,-11489.248046875
181,248.7245,181,905000,5148.19,55.4263,4439.57,-11745.52734375
182,262.5773,182,910000,5107.29,77.6488,4641.45,-12037.896484375
183,257.8786,183,915000,5082.36,64.6407,5030.64,-12076.5927734375
184,260.9951,184,920000,5115.31,75.4448,4781.22,-12503.7099609375
185,257.4652,185,925000,5108.25,80.824,3904.69,-12335.3232421875
186,265.2704,186,930000,5059.02,78.6268,4320.29,-12324.216796875
187,247.5369,187,935000,5164.19,53.8067,4017.01,-11996.7265625
188,251.4806,188,940000,5082.59,56.1276,4911.23,-12159.65234375
189,253.6466,189,945000,4973.16,57.71,4843.34,-11709.51171875
190,258.4241,190,950000,5111.63,61.4278,4850.12,-12494.4052734375
191,247.4984,191,955000,5060.03,46.4448,4830.58,-12226.24609375
192,251.2413,192,960000,5153.28,50.6795,4158.92,-12335.0087890625
193,250.9783,193,965000,5213.25,50.9954,4886.5,-12211.7314453125
194,260.6395,194,970000,5074.24,62.8618,4895.58,-13010.81640625
195,252.5681,195,975000,5114.34,50.6181,5042.15,-12339.3974609375
196,246.3464,196,980000,5159.83,49.4641,5037.86,-12732.328125
197,248.9942,197,985000,4511.62,50.0179,5030.68,-12743.978515625
198,248.3066,198,990000,5152.84,55.5462,4985.26,-12496.869140625
199,251.5662,199,995000,5067.91,53.0698,4968.67,-12852.37890625
200,260.0408,200,1000000,4022.55,74.2778,4385.27,-12276.8330078125
201,274.4592,201,1005000,4387.07,131.3871,3809.16,-13305.7822265625
202,270.1669,202,1010000,5187.94,126.5153,2936.53,-13497.951171875
203,253.4327,203,1015000,5149.7,77.9717,4321.45,-12920.7685546875
204,257.7844,204,1020000,4964.26,79.1052,4355.95,-13285.111328125
205,244.9592,205,1025000,5160.31,44.4785,4671.17,-12408.5771484375
206,250.9257,206,1030000,5145.71,70.2038,4678.02,-12938.7646484375
207,252.8725,207,1035000,5182.16,90.1842,4140.87,-12969.91796875
208,248.3684,208,1040000,5225.65,54.6377,4852.44,-12836.314453125
209,244.2843,209,1045000,5176.15,50.3662,4676.39,-12726.982421875
210,243.731,210,1050000,5221.48,56.1319,4580.79,-12515.6201171875
211,237.6102,211,1055000,5216.11,40.8679,4944.71,-12223.453125
212,238.1602,212,1060000,5028.13,48.504,4743.19,-11903.224609375
213,242.2977,213,1065000,5183.9,46.3131,4194.43,-12130.3916015625
214,265.1646,214,1070000,4287.57,88.1469,3117.99,-12988.7890625
215,273.8829,215,1075000,4515.83,139.4175,3414.11,-13555.5126953125
216,343.9357,216,1080000,798.66,214.3443,1520.96,-15103.7001953125
217,279.424,217,1085000,4155.11,152.1343,2271.28,-14043.6572265625
218,357.8601,218,1090000,1318.24,225.4787,1682.46,-15448.11328125
219,267.46,219,1095000,4620.14,106.9564,2924.43,-13504.888671875
220,261.5172,220,1100000,5034.54,75.7461,4314.31,-13861.076171875
221,277.5308,221,1105000,5342.82,130.0383,4953.89,-14961.6943359375
222,271.9984,222,1110000,5207.18,80.8928,4763.4,-14920.8623046875
223,257.0198,223,1115000,2501.66,99.8142,3880.56,-11966.2841796875
224,262.1374,224,1120000,3340.25,120.0371,4300.26,-13013.61328125
225,242.7192,225,1125000,2502.23,66.3932,3952.7,-11534.6640625
226,261.4273,226,1130000,3566.46,66.8023,2982.82,-12763.0791015625
227,257.7215,227,1135000,2363.35,78.7922,4015.11,-12015.861328125
228,258.0425,228,1140000,946.0,82.6025,3118.32,-11830.404296875
229,267.921,229,1145000,1808.46,90.4936,3744.63,-13336.41015625
230,277.057,230,1150000,3280.41,111.3728,3846.41,-13689.86328125
231,264.8259,231,1155000,5039.38,83.3,3787.13,-12935.0341796875
232,262.3163,232,1160000,4457.77,71.1565,4923.35,-13869.1845703125
233,253.3384,233,1165000,4975.01,97.4473,4307.21,-11620.2080078125
234,252.3317,234,1170000,5353.42,69.3609,5080.74,-13467.8994140625
235,249.062,235,1175000,5342.28,58.872,4897.44,-13670.7744140625
236,263.0075,236,1180000,5192.27,74.5623,5164.38,-14624.9267578125
237,266.7303,237,1185000,5289.75,79.4312,5164.9,-15351.5419921875
238,267.5998,238,1190000,4763.18,84.0252,5145.27,-15358.1806640625
239,273.3877,239,1195000,4275.32,96.3871,4665.25,-15353.111328125
240,268.6049,240,1200000,5263.56,78.1623,5175.42,-15346.2734375
241,265.0837,241,1205000,5220.27,77.4471,5122.16,-15569.6025390625
242,265.0769,242,1210000,5179.71,69.3347,4785.46,-15023.408203125
243,262.179,243,1215000,5220.18,62.0015,4814.8,-14890.634765625
244,264.4951,244,1220000,5275.34,68.461,5082.74,-15273.0087890625
245,266.7247,245,1225000,5240.26,79.2951,4599.48,-15225.767578125
246,259.2481,246,1230000,5204.64,58.3233,4914.43,-14822.2470703125
247,269.2923,247,1235000,5222.92,106.7348,5081.56,-15656.7880859375
248,285.0627,248,1240000,5142.24,195.7857,4078.92,-15930.7041015625
249,268.1381,249,1245000,5351.03,99.4212,4588.89,-15566.91015625
250,265.5297,250,1250000,5089.82,77.6346,4548.29,-15404.234375
251,263.8666,251,1255000,5166.7,77.722,5027.18,-15648.1494140625
252,263.4946,252,1260000,5064.91,65.3407,4955.9,-15059.8095703125
253,272.3724,253,1265000,5121.95,87.8796,4892.39,-15891.943359375
254,275.1209,254,1270000,5229.53,120.3188,4569.07,-15784.634765625
255,266.7147,255,1275000,5240.85,94.2054,4615.25,-15589.107421875
256,263.0581,256,1280000,5250.56,68.0275,4667.16,-15369.22265625
257,262.0261,257,1285000,5140.29,62.4084,5066.21,-15774.72265625
258,264.5835,258,1290000,4524.15,98.4425,4650.18,-15467.8310546875
259,258.9868,259,1295000,5235.78,70.2216,4442.11,-15539.6845703125
260,254.549,260,1300000,5126.13,58.7128,4407.86,-15402.34375
261,257.182,261,1305000,5098.63,52.8794,4865.92,-15078.5712890625
262,255.7008,262,1310000,5139.04,55.7988,4605.71,-15367.76171875
263,264.7424,263,1315000,5115.54,82.2639,4413.27,-15439.9716796875
264,261.7431,264,1320000,5170.7,76.5364,4428.29,-15124.0693359375
265,257.3493,265,1325000,5102.1,55.0167,4776.38,-15287.998046875
266,253.9687,266,1330000,5110.85,61.988,3777.21,-15383.875
267,270.7521,267,1335000,5182.89,129.1207,3143.24,-15535.90625
268,269.5639,268,1340000,5088.84,110.2518,3083.31,-15721.212890625
269,301.2804,269,1345000,4810.05,219.0635,2085.4,-15661.3564453125
270,330.4656,270,1350000,965.75,245.1465,789.42,-16498.94921875
271,272.623,271,1355000,890.77,108.5461,2111.84,-16096.013671875
272,263.5973,272,1360000,2543.79,105.115,2011.44,-15054.927734375
273,294.1121,273,1365000,2886.76,179.0984,2830.23,-15635.759765625
274,283.0367,274,1370000,1591.32,167.2563,2636.93,-15552.5830078125
275,273.9002,275,1375000,4543.32,135.5189,2471.52,-15460.4853515625
276,291.7203,276,1380000,5225.77,179.0567,2472.73,-16182.8837890625
277,284.6977,277,1385000,4496.35,140.3306,3703.78,-15955.54296875
278,292.7784,278,1390000,5221.35,148.0461,4174.26,-16220.2265625
279,268.7965,279,1395000,4614.27,75.0606,4772.55,-15558.908203125
280,256.746,280,1400000,5328.17,65.2522,4985.03,-15143.0087890625
281,277.2844,281,1405000,4926.02,114.0984,3379.85,-15301.9404296875
282,259.2645,282,1410000,4979.61,81.1592,4912.13,-15026.857421875
283,260.6714,283,1415000,5012.42,82.806,5116.51,-14694.1494140625
284,256.1467,284,1420000,4992.36,72.7214,5037.31,-14697.4404296875
285,255.172,285,1425000,5082.23,63.695,5037.0,-14922.92578125
286,255.455,286,1430000,5111.04,69.7327,5019.67,-15213.1533203125
287,259.4266,287,1435000,5090.14,76.1364,4451.85,-15517.046875
288,261.1557,288,1440000,5067.55,73.9458,4743.62,-15681.908203125
289,275.5206,289,1445000,4982.9,102.3453,4985.45,-15834.5927734375
290,262.6179,290,1450000,5024.22,75.942,5032.53,-14931.0498046875
291,268.4954,291,1455000,4816.67,83.6275,4804.37,-15399.744140625
292,269.9394,292,1460000,3625.02,82.4155,3427.23,-15265.3544921875
293,266.8047,293,1465000,2532.53,75.4591,4178.55,-15108.94921875
294,256.887,294,1470000,5045.36,63.5559,4663.2,-15710.5107421875
295,275.2963,295,1475000,3185.21,113.0194,4555.43,-15042.6201171875
296,270.0976,296,1480000,4804.57,98.8891,4489.39,-15831.0048828125
297,263.4502,297,1485000,5082.08,72.6075,4859.69,-16183.513671875
298,278.1416,298,1490000,4642.37,102.0241,4733.15,-15595.9892578125
299,272.0404,299,1495000,5038.34,82.0695,4387.83,-15834.310546875
300,264.1449,300,1500000,4853.6,70.2751,4750.18,-16250.416015625
301,269.4414,301,1505000,4419.27,76.518,4526.41,-16109.2568359375
302,264.7496,302,1510000,5066.54,65.2053,4580.24,-16157.2265625
303,264.4965,303,1515000,3948.9,66.3925,3993.41,-16093.7255859375
304,268.1891,304,1520000,4000.73,85.1547,4898.02,-15672.619140625
305,273.0946,305,1525000,4988.12,94.344,4448.78,-15561.205078125
306,277.8143,306,1530000,4490.35,152.1958,4128.68,-16102.390625
307,270.8524,307,1535000,4070.62,108.9567,3191.16,-15102.078125
308,260.3501,308,1540000,5088.47,67.7268,3243.71,-15671.4189453125
309,276.1687,309,1545000,5064.95,151.1086,3917.82,-15674.50390625
310,279.6323,310,1550000,4735.11,144.1424,4074.45,-16159.8662109375
311,287.0731,311,1555000,3609.26,153.3504,2393.33,-16535.13671875
312,298.4597,312,1560000,4656.68,163.2916,2855.39,-17023.75
313,287.0844,313,1565000,4318.09,188.1989,2867.17,-17101.181640625
314,303.7498,314,1570000,2140.55,188.2342,2266.87,-16654.2578125
315,286.7068,315,1575000,4998.07,210.2161,4280.07,-17215.451171875
316,270.4346,316,1580000,4679.74,130.7826,4137.33,-16716.884765625
317,276.6437,317,1585000,2819.04,96.8242,4384.3,-17501.357421875
318,285.4012,318,1590000,2834.5,180.1607,4381.48,-17156.060546875
319,295.1587,319,1595000,2221.9,302.6179,2843.58,-16107.814453125
320,273.2361,320,1600000,3538.7,114.2661,4419.85,-16714.568359375
321,267.9903,321,1605000,3538.54,360.305,3633.02,-16423.998046875
322,278.4558,322,1610000,5067.64,137.3006,3567.86,-16800.888671875
323,299.0529,323,1615000,3720.02,244.7597,2921.38,-16370.505859375
324,295.6432,324,1620000,1610.14,341.8935,2296.33,-17064.0859375
325,277.0149,325,1625000,4230.63,178.1707,3464.33,-16188.388671875
326,309.4508,326,1630000,2309.0,267.2436,2931.74,-17322.765625
327,297.3437,327,1635000,2517.06,215.9741,2934.62,-16510.55078125
328,274.3229,328,1640000,4139.26,139.7363,3713.7,-16989.841796875
329,291.114,329,1645000,2800.19,243.2,3781.55,-16521.7109375
330,269.9097,330,1650000,4459.36,91.8267,4147.99,-15399.4208984375
331,287.6538,331,1655000,1879.06,204.9706,3388.97,-16182.93359375
332,278.2771,332,1660000,4479.16,153.4146,4778.55,-15691.720703125
333,276.9244,333,1665000,4235.47,139.0349,3837.64,-15866.46875
334,266.6807,334,1670000,3936.58,87.4541,4676.12,-16167.7763671875
335,287.9846,335,1675000,3165.78,313.9063,3507.06,-16042.234375
336,269.4758,336,1680000,2194.49,722.8869,3591.43,-16146.2421875
337,301.6923,337,1685000,2843.28,331.8761,2006.97,-15871.091796875
338,316.7949,338,1690000,2610.43,759.1985,1343.21,-14514.052734375
339,304.0403,339,1695000,886.65,324.493,982.54,-15268.142578125
340,292.3338,340,1700000,2230.18,244.9535,2347.0,-16141.935546875
341,309.828,341,1705000,2118.02,319.8854,2663.79,-13331.5947265625
342,333.6716,342,1710000,706.78,561.3271,1005.93,-16277.1171875
343,297.1046,343,1715000,3694.34,198.3052,3803.08,-16349.783203125
344,288.8123,344,1720000,4457.36,239.9971,3956.47,-16663.55859375
345,294.9532,345,1725000,4485.93,237.9761,4624.33,-15797.4990234375
346,293.8259,346,1730000,4409.97,175.041,4573.42,-16314.615234375
347,285.1996,347,1735000,3469.73,193.6886,2946.91,-14847.73828125
348,277.1058,348,1740000,3388.4,181.7333,3746.89,-14663.427734375
349,299.643,349,1745000,2913.37,419.434,2939.01,-16212.1259765625
350,304.9308,350,1750000,1689.31,389.4577,2027.82,-15841.1171875
351,285.2335,351,1755000,3315.38,294.7593,2827.36,-15416.4716796875
352,308.5288,352,1760000,2478.31,379.2291,2192.04,-16530.57421875
353,324.3162,353,1765000,1506.75,566.424,1836.17,-17428.578125
354,315.1732,354,1770000,2457.55,421.7475,2448.47,-16176.9501953125
355,365.553,355,1775000,1393.22,622.6793,1216.67,-17638.99609375
356,351.4303,356,1780000,1297.8,588.1237,1282.81,-17307.98046875
357,314.6873,357,1785000,3426.5,392.5197,3666.26,-17010.05078125
358,307.6732,358,1790000,2137.14,477.5572,2102.03,-16815.1328125
359,314.3292,359,1795000,2457.41,479.8341,1283.34,-17323.54296875
360,307.0976,360,1800000,2790.81,465.2163,3164.75,-16939.1015625
361,342.2428,361,1805000,1535.43,520.7988,1275.98,-17586.73046875
362,315.7424,362,1810000,2886.13,413.9915,3126.54,-16977.287109375
363,353.5774,363,1815000,644.21,536.6439,672.16,-16445.97265625
364,343.053,364,1820000,801.22,507.7463,1610.29,-16496.59375
365,350.6608,365,1825000,2827.6,446.3319,2722.54,-15779.7333984375
366,356.6447,366,1830000,855.3,856.3021,381.62,-17788.34765625
367,326.0079,367,1835000,1461.85,571.5273,1693.08,-15761.0537109375
368,429.794,368,1840000,95.04,968.3745,97.02,-17821.818359375
369,519.5041,369,1845000,117.77,1098.9404,138.77,-18223.416015625
370,449.2898,370,1850000,368.53,1028.6196,390.41,-17659.408203125
371,535.1624,371,1855000,189.03,1332.0791,323.25,-18511.15625
372,637.8652,372,1860000,82.09,1425.446,84.44,-18503.16796875
373,829.8187,373,1865000,57.89,2095.6643,58.62,-18813.693359375
374,856.8093,374,1870000,60.12,1297.3538,60.12,-19035.380859375
375,859.4853,375,1875000,60.27,1307.3935,60.54,-19077.671875
376,857.8303,376,1880000,62.19,1335.4724,62.03,-19207.888671875
377,867.4645,377,1885000,62.0,1354.1775,62.18,-19269.58984375
378,856.7627,378,1890000,62.18,1216.3231,62.17,-19298.283203125
379,862.8577,379,1895000,62.89,1164.1849,62.77,-19347.6171875
380,876.8128,380,1900000,63.41,1377.6328,63.36,-19418.41796875
381,837.1088,381,1905000,63.14,1477.0289,63.14,-19446.033203125
382,837.7722,382,1910000,62.46,1189.0832,62.49,-19471.796875
383,853.2009,383,1915000,62.89,1491.7448,61.97,-19524.265625
384,868.695,384,1920000,62.45,1443.3571,62.47,-19530.45703125
385,819.4738,385,1925000,63.85,955.5643,63.64,-19548.54296875
386,809.8559,386,1930000,62.85,825.846,63.14,-19549.44921875
387,796.0222,387,1935000,60.87,834.1199,60.44,-19565.34765625
388,779.1812,388,1940000,61.05,777.1385,60.66,-19592.505859375
389,853.0576,389,1945000,60.14,1081.7148,60.62,-19645.720703125
390,540.6654,390,1950000,92.2,991.6064,126.5,-19447.681640625
391,799.7836,391,1955000,60.19,979.3972,60.89,-19606.052734375
