Running Reverse KL,Itration,Running Forward KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps,Real Det Return
18.7487,62,148.4096,-5884.42822265625,8902.0,62,310000,9508.16
18.424,63,148.424,-5836.35205078125,8913.09,63,315000,9502.05
17.6515,64,148.5259,-5953.6630859375,9029.83,64,320000,9553.68
18.4458,65,147.9252,-6037.6435546875,8833.45,65,325000,9438.31
17.2852,66,148.3717,-6261.71435546875,8834.39,66,330000,9701.47
18.518,67,148.1948,-6175.177734375,9033.39,67,335000,9403.0
18.1625,68,147.5949,-6255.3662109375,9104.24,68,340000,9665.62
18.3403,69,148.6414,-6353.8291015625,9216.76,69,345000,9682.64
18.8197,70,148.231,-6404.39404296875,9525.41,70,350000,9978.63
18.5113,71,147.8207,-6470.31982421875,9215.82,71,355000,9710.61
17.8387,72,147.2171,-6491.33642578125,8780.92,72,360000,9912.98
17.8835,73,147.6534,-6655.71630859375,9327.4,73,365000,9781.37
18.947,74,148.2514,-6799.31005859375,8926.33,74,370000,9735.7
19.2202,75,147.9247,-6942.87646484375,9203.91,75,375000,9428.66
18.6667,76,147.3036,-6725.95556640625,9645.01,76,380000,10176.32
17.5531,77,146.5286,-7035.42529296875,9544.05,77,385000,10258.98
18.602,78,146.6878,-6900.27734375,9493.69,78,390000,10056.63
19.2283,79,147.2912,-6964.83056640625,9799.95,79,395000,10334.41
17.2812,80,147.1312,-7375.298828125,9274.25,80,400000,9542.05
18.6144,81,147.0377,-7062.64453125,9709.91,81,405000,10253.7
17.7545,82,146.4279,-7434.54736328125,8837.6,82,410000,10175.64
17.7841,83,146.7632,-7253.40380859375,9712.28,83,415000,10197.25
14.7128,84,147.1422,-7993.171875,7831.71,84,420000,9803.62
17.4492,85,147.5272,-7741.849609375,9090.31,85,425000,9732.75
17.9137,86,146.9716,-7758.81396484375,9462.05,86,430000,10121.72
18.7928,87,147.3232,-7758.0869140625,9653.59,87,435000,10022.31
17.1764,88,146.6484,-7990.02392578125,8560.32,88,440000,10063.98
18.823,89,146.5487,-7769.16943359375,9168.68,89,445000,10026.81
19.8611,90,147.5842,-8151.0458984375,9688.05,90,450000,10089.81
17.7953,91,145.1422,-7823.490234375,9528.96,91,455000,10523.66
19.5237,92,147.2277,-8236.783203125,9952.98,92,460000,10382.31
19.4033,93,146.0498,-8223.3056640625,9795.68,93,465000,10527.91
18.5921,94,146.7485,-8369.130859375,9897.7,94,470000,10353.65
18.2515,95,146.4347,-8309.8876953125,10070.34,95,475000,10578.31
18.2424,96,146.2127,-8417.26171875,9787.15,96,480000,10533.25
18.0797,97,146.7919,-8621.4736328125,9726.32,97,485000,10454.62
17.6367,98,145.7379,-8580.744140625,9053.78,98,490000,10638.76
17.844,99,146.3081,-8828.6669921875,9792.99,99,495000,10443.39
17.7015,100,146.2218,-8622.5009765625,9917.64,100,500000,10285.42
17.946,101,146.0674,-8564.79296875,10189.7,101,505000,10660.92
18.7723,102,146.0474,-8857.0830078125,9845.23,102,510000,10663.1
18.526,103,146.7572,-9469.3525390625,9248.42,103,515000,10305.65
18.3825,104,145.6547,-9704.615234375,10172.29,104,520000,10527.2
16.8973,105,145.558,-9232.4912109375,10064.68,105,525000,10475.03
16.468,106,145.7373,-9703.150390625,9516.44,106,530000,10217.9
16.5441,107,146.1959,-9759.58203125,8000.74,107,535000,9336.55
16.2297,108,146.274,-9745.17578125,8924.32,108,540000,9258.22
18.9548,109,146.29,-9272.6904296875,10095.97,109,545000,10452.24
17.9748,110,144.6978,-9468.265625,10258.78,110,550000,10663.12
19.0024,111,145.6239,-9407.892578125,10467.71,111,555000,10866.68
18.3199,112,145.998,-9615.2802734375,10277.51,112,560000,10791.7
17.8613,113,145.8712,-9611.0556640625,10149.81,113,565000,9703.22
18.2851,114,144.8407,-9935.1220703125,10325.73,114,570000,10762.8
19.2537,115,146.2395,-10014.060546875,10368.04,115,575000,10810.11
18.3492,116,145.9281,-9895.634765625,10187.83,116,580000,10922.62
17.8119,117,145.1343,-9641.6962890625,10638.25,117,585000,11009.46
19.2222,118,145.1292,-10223.7490234375,10347.57,118,590000,10861.49
17.4077,119,145.5462,-9675.4189453125,10141.01,119,595000,9376.53
18.0934,120,145.4,-10109.619140625,10348.29,120,600000,10753.42
18.7631,121,146.5997,-10704.2060546875,10479.39,121,605000,10399.56
19.0913,122,145.7718,-10273.1162109375,10416.37,122,610000,10882.62
19.0393,123,145.4221,-10365.4833984375,10592.1,123,615000,11095.38
17.2102,124,145.1805,-10127.701171875,10500.55,124,620000,11097.6
17.4326,125,145.3748,-10438.802734375,10527.94,125,625000,10983.94
17.208,126,145.2301,-10427.2255859375,10411.34,126,630000,10670.45
16.161,127,144.9528,-11280.5537109375,10296.0,127,635000,10773.03
18.3021,128,144.7549,-10600.2275390625,10725.96,128,640000,11017.32
18.174,129,145.7595,-10705.0859375,10577.41,129,645000,11226.11
17.6799,130,145.1161,-10536.78125,10371.06,130,650000,11027.62
17.9,131,145.3396,-10910.9189453125,10494.46,131,655000,10995.41
17.1141,132,144.5417,-11057.87890625,10358.67,132,660000,11050.86
18.0597,133,145.5608,-11339.318359375,10520.09,133,665000,10963.23
16.7063,134,144.8048,-11005.6181640625,10627.6,134,670000,11061.99
17.5314,135,145.4808,-11324.7275390625,10766.98,135,675000,11157.43
17.7502,136,145.1722,-11269.931640625,10774.08,136,680000,11259.62
18.5325,137,145.7631,-11423.443359375,10674.3,137,685000,11174.61
19.8396,138,146.9641,-11705.8056640625,10523.19,138,690000,10865.1
17.2794,139,145.2032,-11990.6171875,10496.27,139,695000,10755.26
17.9874,140,145.7573,-11409.6435546875,10732.48,140,700000,11264.9
17.454,141,144.861,-12116.3291015625,10465.25,141,705000,10928.47
18.1147,142,144.6852,-11797.4970703125,10828.28,142,710000,11309.8
17.0421,143,144.6622,-11743.958984375,10598.65,143,715000,11128.12
17.2926,144,144.9975,-12022.6552734375,10629.19,144,720000,11164.75
17.5267,145,144.4612,-12199.7236328125,10686.59,145,725000,11112.11
17.2418,146,144.7922,-12088.173828125,10781.47,146,730000,11280.09
17.6761,147,144.2517,-12601.48046875,10190.07,147,735000,10996.81
17.9299,148,144.9921,-12180.8779296875,10716.03,148,740000,11171.77
17.2911,149,143.9237,-12522.1474609375,10737.22,149,745000,11144.54
18.315,150,145.2696,-12484.26171875,10859.56,150,750000,11288.89
16.7601,151,143.8005,-12770.1962890625,10733.65,151,755000,11177.16
17.447,152,144.3747,-13173.896484375,10253.61,152,760000,11070.49
17.5846,153,144.9603,-12624.708984375,10902.83,153,765000,11372.6
18.6851,154,145.2849,-12907.791015625,10838.94,154,770000,11213.57
18.1992,155,145.3644,-12832.90234375,10678.21,155,775000,11145.13
17.0347,156,144.6827,-13322.5595703125,10722.06,156,780000,11228.93
17.5763,157,144.0368,-13114.4716796875,10947.84,157,785000,11432.82
17.8886,158,143.5028,-13222.8857421875,10891.38,158,790000,11441.1
19.0073,159,145.8746,-13303.0302734375,10591.64,159,795000,10942.98
17.4192,160,144.2615,-13099.0478515625,11016.75,160,800000,11372.8
18.5986,161,145.2849,-12868.970703125,10924.86,161,805000,11311.36
18.9466,162,144.8706,-13429.73828125,11042.71,162,810000,11343.89
17.7462,163,145.0217,-13951.6484375,10908.48,163,815000,11391.37
18.2474,164,144.402,-13400.3037109375,10989.68,164,820000,11403.78
17.863,165,142.821,-13396.056640625,10778.14,165,825000,11198.76
18.2344,166,145.0714,-13666.4970703125,11138.84,166,830000,11543.49
16.4812,167,143.6532,-14396.6865234375,10977.2,167,835000,11395.44
17.3275,168,143.4671,-13815.0849609375,11133.79,168,840000,11521.13
17.7256,169,145.0885,-13811.830078125,11109.63,169,845000,11526.63
16.0395,170,144.2,-14076.4755859375,10713.85,170,850000,11381.93
17.6811,171,144.2317,-14046.076171875,10753.57,171,855000,11103.46
18.2355,172,144.7883,-14033.697265625,10674.32,172,860000,11064.14
17.3869,173,143.6597,-14773.1962890625,10961.51,173,865000,11489.21
17.514,174,143.5879,-13964.4404296875,11237.93,174,870000,11690.5
16.8837,175,145.1826,-15279.41796875,11004.57,175,875000,11533.06
18.3119,176,145.0398,-14426.095703125,10839.82,176,880000,11527.36
17.7509,177,144.5125,-14678.7255859375,11060.78,177,885000,11579.62
15.7812,178,143.6862,-15523.5107421875,10862.94,178,890000,11607.2
17.5878,179,143.9904,-14555.869140625,11154.64,179,895000,11676.62
18.3039,180,144.626,-15310.4990234375,11153.01,180,900000,11583.07
17.8282,181,144.6465,-15026.5966796875,11199.43,181,905000,11618.05
17.5428,182,143.4127,-14787.826171875,10969.38,182,910000,11518.85
16.3369,183,142.8002,-15399.2353515625,10486.55,183,915000,11463.31
17.6745,184,143.3783,-15039.41796875,10993.66,184,920000,11413.49
18.0814,185,144.1718,-15649.4697265625,11109.53,185,925000,11520.59
16.6473,186,143.8557,-16438.47265625,9899.07,186,930000,10960.68
17.6506,187,144.1796,-15328.68359375,11151.29,187,935000,11449.03
18.2944,188,143.6402,-15592.7529296875,11270.16,188,940000,11767.48
16.8905,189,143.083,-15307.103515625,11208.58,189,945000,11667.22
17.9232,190,144.1352,-15340.134765625,11276.04,190,950000,11762.84
17.5852,191,143.5842,-15864.3076171875,11095.66,191,955000,11523.66
16.8853,192,144.0622,-15959.94140625,11258.85,192,960000,11681.38
17.746,193,142.8158,-15852.6435546875,11153.11,193,965000,11545.88
17.4131,194,143.2142,-15386.9970703125,11256.12,194,970000,11599.15
16.9791,195,143.9813,-16197.8330078125,11210.39,195,975000,11670.67
15.2492,196,144.0296,-17333.42578125,10411.11,196,980000,11273.6
17.055,197,143.0194,-16374.55859375,11418.01,197,985000,11863.91
17.3865,198,145.0115,-17106.384765625,11085.36,198,990000,11777.77
17.1851,199,143.2204,-17220.9140625,10956.25,199,995000,11260.43
17.2538,200,142.5906,-16378.08984375,11255.65,200,1000000,11713.29
17.4352,201,143.6515,-16987.107421875,11165.46,201,1005000,11586.22
16.1024,202,144.0484,-17568.337890625,11263.85,202,1010000,11283.27
17.2027,203,143.4098,-17100.88671875,11107.5,203,1015000,11901.41
17.1915,204,144.0941,-16773.599609375,10329.25,204,1020000,12014.57
17.1574,205,143.9082,-17166.62890625,11434.65,205,1025000,11873.02
17.6572,206,142.776,-16624.73828125,11417.63,206,1030000,11865.97
17.2093,207,143.0212,-17139.8046875,11514.73,207,1035000,11985.08
17.1006,208,143.2091,-17322.814453125,11499.85,208,1040000,11939.42
17.6514,209,142.4599,-17499.2265625,11448.53,209,1045000,11889.35
17.546,210,142.6186,-17992.318359375,11318.13,210,1050000,11785.77
17.9672,211,142.7878,-17208.814453125,11505.4,211,1055000,11925.19
17.9479,212,143.6736,-17445.142578125,11455.62,212,1060000,11914.66
18.1384,213,143.0694,-17826.98828125,11241.73,213,1065000,11882.32
17.7271,214,142.25,-17680.384765625,11439.86,214,1070000,11841.05
17.9408,215,142.0211,-17725.259765625,11434.9,215,1075000,11924.51
18.0838,216,142.3168,-17992.748046875,11553.84,216,1080000,12004.92
17.8955,217,141.2465,-17867.177734375,11552.89,217,1085000,11898.33
16.0814,218,149.2087,-25641.013671875,2362.34,218,1090000,2654.0
18.4481,219,141.4642,-18130.552734375,11413.2,219,1095000,11803.17
18.1788,220,141.824,-17987.150390625,11456.73,220,1100000,11722.31
17.8631,221,142.4894,-18549.712890625,11467.29,221,1105000,11768.4
17.7111,222,141.2964,-18423.748046875,11323.16,222,1110000,11718.05
18.1184,223,142.1127,-19049.130859375,11382.29,223,1115000,11765.7
18.1856,224,142.6543,-19117.689453125,11393.47,224,1120000,11923.84
17.6617,225,141.2675,-18934.578125,11477.12,225,1125000,11815.23
17.8819,226,142.5267,-20001.830078125,11355.39,226,1130000,11731.38
17.7478,227,141.7463,-19307.11328125,11224.38,227,1135000,11966.54
17.7553,228,142.5914,-19489.970703125,11492.13,228,1140000,12004.45
18.3244,229,142.276,-19553.966796875,11420.61,229,1145000,11817.89
17.7991,230,142.3223,-19986.28125,11131.36,230,1150000,11495.5
17.6804,231,141.2808,-19930.01953125,11579.49,231,1155000,11894.52
17.5265,232,141.7252,-20137.2578125,11297.83,232,1160000,11842.7
17.7928,233,141.0221,-19760.392578125,11352.14,233,1165000,11637.7
18.0822,234,141.2222,-20075.810546875,11357.75,234,1170000,11695.58
17.7515,235,141.7043,-20050.283203125,11453.25,235,1175000,11745.06
18.0625,236,142.4253,-20624.552734375,11193.39,236,1180000,11571.89
17.1156,237,141.6249,-20780.158203125,11376.11,237,1185000,11911.31
17.5925,238,140.6542,-19840.814453125,11525.83,238,1190000,12006.21
17.0388,239,140.5247,-20487.10546875,11357.72,239,1195000,11833.48
17.731,240,141.9433,-21177.44140625,11393.73,240,1200000,11770.33
17.7953,241,141.5231,-20440.953125,11455.19,241,1205000,11821.92
17.5049,242,140.5114,-20310.814453125,11366.41,242,1210000,11746.92
17.8737,243,141.7016,-20450.80078125,11348.57,243,1215000,11773.38
17.3847,244,141.2551,-21536.591796875,11237.78,244,1220000,11299.63
17.3903,245,140.8932,-21728.453125,11316.64,245,1225000,11830.63
17.4359,246,142.4523,-21547.798828125,11348.53,246,1230000,11790.26
17.5902,247,142.1222,-21731.662109375,11524.3,247,1235000,11973.09
17.7099,248,142.716,-22519.103515625,11348.17,248,1240000,11641.81
17.172,249,141.2817,-22149.390625,10975.53,249,1245000,11870.7
16.8706,250,141.8714,-22078.5,11328.72,250,1250000,11785.11
17.7223,251,141.6558,-21429.98046875,11392.85,251,1255000,11878.02
17.4298,252,141.8068,-21867.611328125,11582.09,252,1260000,11962.58
17.5954,253,142.951,-22680.40234375,11417.43,253,1265000,11835.84
17.3944,254,141.892,-21901.93359375,11322.75,254,1270000,11744.33
17.9403,255,141.6854,-22765.716796875,10924.4,255,1275000,11498.37
18.2006,256,143.0949,-23604.05859375,11151.14,256,1280000,11417.66
17.024,257,142.4182,-22480.5,11141.86,257,1285000,11756.32
17.6151,258,143.0252,-22906.46484375,10853.39,258,1290000,11200.1
17.7098,259,143.1487,-22081.2265625,11102.85,259,1295000,11523.14
17.3376,260,142.4379,-22290.736328125,11258.57,260,1300000,11592.88
17.1911,261,141.4575,-22256.259765625,11414.93,261,1305000,11891.49
17.2221,262,141.7117,-22732.955078125,11579.85,262,1310000,12101.1
17.2987,263,142.3954,-22395.9609375,11209.14,263,1315000,11670.75
17.0638,264,143.1004,-23926.861328125,11292.87,264,1320000,11069.32
17.4234,265,142.0912,-22104.21875,11385.39,265,1325000,11906.37
17.3249,266,142.4812,-22932.66796875,11470.05,266,1330000,11880.72
16.7247,267,141.9899,-22355.8515625,10870.89,267,1335000,11304.97
15.9916,268,142.4264,-22553.5,10795.22,268,1340000,10718.69
14.8376,269,143.0893,-25819.421875,8966.48,269,1345000,9919.8
17.8687,270,142.2543,-21894.6640625,11215.97,270,1350000,11701.22
17.3846,271,141.8476,-22087.501953125,11531.45,271,1355000,11841.37
17.682,272,141.3999,-22955.26953125,11479.71,272,1360000,11967.69
17.0242,273,141.7142,-22863.669921875,11520.9,273,1365000,11938.66
17.566,274,141.4216,-22507.658203125,11270.84,274,1370000,12021.7
18.0558,275,142.8805,-23055.134765625,11285.76,275,1375000,11496.41
17.9374,276,141.6515,-22813.212890625,11590.64,276,1380000,11965.94
18.4937,277,143.0108,-24101.55078125,11345.97,277,1385000,11675.59
17.2498,278,140.6456,-23787.634765625,11431.97,278,1390000,11978.03
16.9944,279,142.4468,-23704.07421875,11386.87,279,1395000,11935.71
16.4324,280,141.5637,-24126.814453125,10770.71,280,1400000,12125.78
17.7222,281,142.1184,-23508.142578125,11462.22,281,1405000,11812.24
17.3154,282,141.6031,-24414.095703125,11384.09,282,1410000,11790.97
17.4489,283,142.0351,-24557.03515625,11521.51,283,1415000,11922.78
17.7212,284,143.4041,-24688.71484375,11490.74,284,1420000,11797.5
18.0896,285,141.8262,-24017.10546875,11287.25,285,1425000,11587.6
17.7578,286,144.0448,-24738.896484375,11053.36,286,1430000,11417.32
17.6882,287,142.0819,-24153.951171875,11524.39,287,1435000,11966.59
16.3454,288,142.1213,-25352.904296875,11459.18,288,1440000,11913.61
17.2889,289,142.6529,-25866.310546875,11104.86,289,1445000,11967.1
18.022,290,141.8717,-25745.890625,11458.63,290,1450000,12007.59
16.7408,291,141.8953,-25119.12890625,11576.39,291,1455000,12003.72
17.4616,292,143.7478,-26131.080078125,11497.04,292,1460000,12009.14
17.505,293,142.2938,-25279.408203125,11591.02,293,1465000,11993.38
18.3203,294,143.7425,-25463.56640625,11322.56,294,1470000,11808.36
18.3116,295,143.3863,-25048.810546875,10732.88,295,1475000,11895.36
17.8922,296,143.1765,-25878.79296875,11541.89,296,1480000,11934.22
17.7877,297,142.1665,-26344.9921875,11427.7,297,1485000,11805.97
18.1566,298,143.4121,-26451.2734375,11512.75,298,1490000,11950.66
17.9954,299,142.2313,-26290.490234375,11259.34,299,1495000,11519.59
18.0283,300,142.0247,-26362.857421875,10744.09,300,1500000,11360.16
17.9245,301,142.0215,-25869.365234375,11086.07,301,1505000,11404.62
17.3123,302,141.9778,-26836.103515625,11240.96,302,1510000,11815.03
17.6614,303,141.2012,-27109.74609375,11492.89,303,1515000,11920.09
18.0081,304,141.9274,-26818.1796875,11734.39,304,1520000,11932.3
17.5151,305,142.4737,-26494.525390625,11140.79,305,1525000,11785.99
16.424,306,142.0548,-27203.947265625,11335.18,306,1530000,11950.56
15.9358,307,142.8934,-26966.248046875,11443.18,307,1535000,12062.17
17.2897,308,141.301,-27447.421875,11471.27,308,1540000,11883.44
15.2076,309,142.4565,-27608.09375,11287.7,309,1545000,11593.04
17.356,310,141.8797,-26242.615234375,11393.2,310,1550000,11900.35
16.2412,311,144.1796,-27948.451171875,9645.48,311,1555000,10030.2
15.7839,312,143.0402,-27348.78515625,10100.52,312,1560000,10725.16
17.563,313,142.3769,-27936.591796875,11331.52,313,1565000,11862.43
17.1855,314,141.4696,-27176.55078125,11542.59,314,1570000,11933.03
17.0917,315,142.953,-27418.576171875,11134.69,315,1575000,11219.66
16.484,316,142.7715,-28193.0234375,11357.8,316,1580000,11753.78
17.8498,317,142.4684,-27239.9609375,11268.21,317,1585000,11653.33
17.4748,318,142.6941,-28199.201171875,11279.86,318,1590000,11959.09
17.8532,319,141.879,-28494.54296875,11520.64,319,1595000,11913.21
17.423,320,141.3276,-28782.1171875,11373.18,320,1600000,11873.28
18.3995,321,142.0052,-27960.99609375,10910.42,321,1605000,11966.79
17.188,322,140.4152,-27824.34375,11262.75,322,1610000,12080.77
18.0972,323,143.1206,-28464.529296875,11427.92,323,1615000,11797.51
13.8147,324,147.903,-32631.15625,4448.68,324,1620000,7199.57
17.0624,325,141.8378,-26455.486328125,11431.56,325,1625000,11738.73
17.3769,326,140.9879,-26984.560546875,11750.01,326,1630000,12065.64
17.1224,327,141.024,-26663.919921875,11708.15,327,1635000,12009.31
18.3262,328,140.8152,-27136.41015625,11788.57,328,1640000,12215.3
17.8979,329,140.0656,-27777.078125,11773.07,329,1645000,12071.08
17.6316,330,141.523,-27717.72265625,11264.67,330,1650000,12204.52
17.2686,331,140.3365,-27244.21875,11781.91,331,1655000,12178.32
17.861,332,140.3968,-28440.8515625,11758.05,332,1660000,12225.41
17.9813,333,140.7278,-28364.666015625,11535.54,333,1665000,11918.29
18.1688,334,140.8714,-28938.69140625,11492.71,334,1670000,11763.09
17.9219,335,142.8327,-30334.14453125,10887.71,335,1675000,11234.66
17.9536,336,140.1764,-28108.55078125,11699.04,336,1680000,12118.35
16.1779,337,140.9215,-29035.2890625,11486.85,337,1685000,11920.27
17.1368,338,140.9474,-28823.283203125,11617.62,338,1690000,11459.61
17.8705,339,141.19,-29132.294921875,11386.16,339,1695000,12063.74
18.3528,340,142.2072,-28990.080078125,11457.72,340,1700000,11825.25
16.4152,341,140.1118,-29349.12890625,10851.34,341,1705000,11940.86
18.2704,342,141.5665,-29331.244140625,11585.33,342,1710000,11266.4
18.4198,343,141.7927,-28476.455078125,11629.23,343,1715000,12019.21
18.0014,344,140.9467,-27835.927734375,11184.39,344,1720000,11500.47
18.1633,345,142.3412,-30400.296875,11676.67,345,1725000,11985.69
18.5949,346,142.1295,-30147.18359375,11617.39,346,1730000,11601.35
17.9743,347,141.6844,-31422.796875,11568.85,347,1735000,12016.65
17.7716,348,143.1279,-31084.228515625,11058.75,348,1740000,11485.15
17.7664,349,143.3669,-31552.474609375,11017.99,349,1745000,11655.76
17.9809,350,142.2072,-31082.4921875,11434.48,350,1750000,11729.85
18.1538,351,142.9259,-31592.482421875,11140.78,351,1755000,11524.59
17.7493,352,141.6518,-31111.962890625,11531.58,352,1760000,11881.3
18.0861,353,141.6787,-31663.6953125,10711.33,353,1765000,11767.11
18.8554,354,142.2338,-31080.1796875,11279.69,354,1770000,11495.42
17.8286,355,145.5357,-33483.30859375,10097.54,355,1775000,10173.73
19.9353,356,145.3812,-31812.443359375,10363.12,356,1780000,10497.59
18.2829,357,141.4432,-30271.380859375,11500.2,357,1785000,11853.21
18.5611,358,141.4088,-31376.275390625,11487.76,358,1790000,11721.98
18.169,359,140.2079,-29573.912109375,11791.97,359,1795000,12169.59
18.7121,360,141.3626,-31515.533203125,11549.68,360,1800000,11977.99
17.4947,361,140.7642,-32335.0625,11217.98,361,1805000,11888.52
18.3573,362,141.6434,-31708.265625,11659.34,362,1810000,11944.97
19.0898,363,141.7179,-33320.80859375,11525.79,363,1815000,11774.21
17.7631,364,141.2081,-31735.150390625,11456.35,364,1820000,11690.94
17.8898,365,140.938,-32718.677734375,11715.98,365,1825000,12035.78
17.2118,366,140.6399,-32989.34375,11234.29,366,1830000,12258.06
17.6107,367,139.5573,-31241.19140625,11805.84,367,1835000,12160.38
17.1091,368,140.7817,-32847.37109375,11672.64,368,1840000,12220.65
17.8599,369,140.2531,-32493.484375,11769.24,369,1845000,12068.19
16.1779,370,140.2936,-32058.431640625,11849.31,370,1850000,12246.4
18.1363,371,141.1722,-31916.072265625,11663.69,371,1855000,12104.7
17.8267,372,142.1966,-31890.6484375,11630.13,372,1860000,11989.4
18.0662,373,141.6538,-32449.201171875,11074.26,373,1865000,11885.34
18.239,374,141.559,-32231.71484375,11441.05,374,1870000,11761.85
16.9086,375,140.031,-32030.6171875,11544.19,375,1875000,12213.51
18.2531,376,140.56,-31441.34375,11540.93,376,1880000,11910.84
18.1507,377,140.2514,-32745.56640625,11747.12,377,1885000,12016.59
17.7021,378,139.7969,-32742.947265625,11633.15,378,1890000,12017.27
17.9066,379,140.867,-32407.384765625,11140.96,379,1895000,11809.04
18.4321,380,140.0428,-33600.84765625,11545.57,380,1900000,11843.98
18.0617,381,139.5816,-32529.189453125,11285.43,381,1905000,11585.63
17.3568,382,139.5031,-32674.97265625,11641.34,382,1910000,11931.35
16.4113,383,140.8918,-34721.3984375,10599.12,383,1915000,11002.26
17.4825,384,139.7242,-33762.5078125,11769.09,384,1920000,12148.85
18.4273,385,141.199,-33932.40625,11667.8,385,1925000,11946.26
17.8828,386,139.3435,-33047.484375,11448.1,386,1930000,11893.32
17.6292,387,139.306,-33600.08984375,11653.99,387,1935000,12012.25
18.4421,388,140.1893,-32880.03515625,11601.55,388,1940000,11819.35
18.2535,389,140.7827,-34322.09765625,11654.38,389,1945000,11994.82
17.8105,390,140.3775,-32771.00390625,11402.39,390,1950000,11683.16
